Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 37: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - AGRICULTURE,,,,,,,
,(Constant Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,26480,20455,18622,22307,22631,22509,-
,Andhra Pradesh,6810935,6291727,7146883,6833828,7321594,7455617,7354081
,Arunachal Pradesh,185502,185995,184225,195685,206419,180549,-
,Assam,2416994,2461170,2319352,2236038,2311989,1928467,3261622
,Bihar,3653969,3383437,3133173,3384429,3453481,3677136,3848526
,Chandigarh,397,351,332,261,202,130,-
,Chhattisgarh,1775259,2051322,2084876,2170728,2191677,2295860,2348434
,Delhi,15112,15313,16106,16944,15638,15374,16023
,Goa,100138,102020,90284,88936,87577,95632,-
,Gujarat,8783375,7053050,8430152,8525088,9015474,9559055,-
,Haryana,3735274,3809836,3782328,3748811,3476406,3618820,3787819
,Himachal Pradesh,470964,449253,607604,502312,537933,582652,544643
,Jammu & Kashmir*,542308,610597,542614,506204,488079,613045,627729
,Jharkhand,1399025,1084172,1198807,1279346,1350514,1063677,1160700
,Karnataka,5735861,5061953,6132925,6741925,6846045,6760904,6355257
,Kerala,1545933,1390910,1355567,1400131,1278133,1280146,1299341
,Madhya Pradesh,10840589,10532355,12043288,12595658,13395910,14009259,14228059
,Maharashtra,10069645,9208647,9931137,11521021,11894725,12395060,12214449
,Manipur,244531,243709,229677,233738,254792,217583,-
,Meghalaya,191585,184203,176566,177377,189245,186853,190213
,Mizoram,82746,90048,90554,98010,89606,89432,-
,Nagaland,224332,202099,207913,211872,101711,167644,-
,Odisha,2076909,2265336,2734612,3031038,2942270,3312455,3460376
,Puducherry,7845,8923,8294,5474,13631,4375,9996
,Punjab,4923199,4903357,4841581,4902734,4761076,4862429,4968619
,Rajasthan,6342695,6792777,7700088,7601859,7289499,8002353,7873801
,Sikkim,95637,108145,113933,104661,104440,103348,105216
,Tamil Nadu,3998578,4102914,4500866,4679987,5136564,5278655,5500469
,Telangana,2745368,2526884,4135367,4153107,3869969,4886767,4691288
,Tripura,409401,457178,458961,467297,539029,543128,572957
,Uttar Pradesh,12092509,12653584,12318561,12683665,15763777,16010819,16674702
,Uttarakhand,542775,529012,545956,573273,568344,483785,471714
,West Bengal,8017048,7981556,7926650,7893893,7997556,8121888,8213893
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
