Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 44: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY – CONSTRUCTION ,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,50758,57139,63865,64941,72172,79650
,Andhra Pradesh,3531627,3564077,3818687,4265806,4289132,4731016
,Arunachal Pradesh,99595,102130,117024,189057,156769,173164
,Assam,1131858,1203628,1444115,1511089,1519060,1774376
,Bihar,2576408,2637178,2990937,3075668,3058206,3310962
,Chandigarh,108498,108123,121396,126320,127789,136803
,Chhattisgarh,1811676,1819654,2143948,2392533,2355732,2852628
,Delhi,1588185,1692371,1862414,1869749,1958130,2318378
,Goa,129494,133127,151812,152514,190675,178287
,Gujarat,4258325,4455021,5027337,5249371,5175879,5521152
,Haryana,2839051,2886392,3355027,3447062,3394042,3694110
,Himachal Pradesh,608088,673530,728016,759450,753582,813652
,Jammu & Kashmir*,623414,660051,742379,799343,804197,919932
,Jharkhand,1371583,1378972,1596103,1647815,1623297,1770612
,Karnataka,4801598,4965442,5579221,5776508,5747323,6037324
,Kerala,5058202,5251556,6045684,6598421,6610948,7197089
,Madhya Pradesh,3333178,3318465,3833493,3969868,4113405,4596482
,Maharashtra,7684092,7964151,8665011,9520553,9444571,10231693
,Manipur,95958,100561,112734,179771,190638,179757
,Meghalaya,108427,98423,109991,127325,171052,162090
,Mizoram,85140,83832,106712,118485,133110,142593
,Nagaland,99948,107747,110732,127347,148472,170050
,Odisha,1963596,1966117,2174138,2252190,2230017,2449512
,Puducherry,232607,232470,279121,300553,305853,336926
,Punjab,1885045,1946415,2119407,2173172,2158925,2371297
,Rajasthan,4153426,4328429,4938020,5303636,5267255,5582594
,Sikkim,63928,64183,71021,72966,90989,84494
,Tamil Nadu,8815014,9727212,10718798,11213792,11685931,12547451
,Telangana,2172794,2234923,2310513,2617068,2679799,2683552
,Tripura,142979,146091,165932,141365,186551,201877
,Uttar Pradesh,8090539,8858939,9503217,10623404,10862761,11750872
,Uttarakhand,841393,887346,1166721,1221319,1235382,1329432
,West Bengal,4233191,4547895,4958868,5052740,5057582,5421147
