Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 41: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - MANUFACTURING,,,,,,,
,(Constant Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,5907,5188,4472,3935,3311,2278,-
,Andhra Pradesh,4758527,5734353,5102308,7828709,8218632,8515633,9009540
,Arunachal Pradesh,33763,45565,18252,17228,29408,26617,-
,Assam,2975480,2960301,3053259,3537689,3847393,3927638,3583251
,Bihar,2821758,2733151,2825356,3233004,3309349,3068624,3110966
,Chandigarh,92628,115051,110396,89047,79334,70768,-
,Chhattisgarh,3033179,3961519,4056009,4322452,5336864,5574238,5850678
,Delhi,2389423,2418847,2546710,2529110,2837737,2833496,2956418
,Goa,2091455,2165206,2113884,2076334,1984099,1667450,-
,Gujarat,26668961,30242602,32533526,30155761,34828711,35505241,-
,Haryana,8502460,9786743,9262143,8458156,9747940,10481114,11169816
,Himachal Pradesh,2997939,3321035,3357644,3200972,3515194,3654955,3978266
,Jammu & Kashmir*,773073,742642,676374,922274,642596,680799,718042
,Jharkhand,3915907,4883648,4397578,4445245,5566691,5744710,5929717
,Karnataka,15068956,16013984,14873271,14751905,16504185,16843189,18095687
,Kerala,5443664,5099028,5196507,5123894,5493763,5587753,5756019
,Madhya Pradesh,4564435,6133886,4889972,4328563,4733226,4918790,5264594
,Maharashtra,32874649,32612497,29738255,27342817,29406449,29871473,32117952
,Manipur,43107,41394,25489,26763,28293,24151,-
,Meghalaya,182568,192467,228229,184636,231766,227161,236770
,Mizoram,8453,8987,10833,3568,10023,9505,-
,Nagaland,21739,24592,22273,16934,14924,13697,-
,Odisha,6253089,7613990,6482351,7939427,10168970,9739773,10770156
,Puducherry,499192,918725,779479,788105,582640,585135,597713
,Punjab,4385019,4581177,4599021,4420119,4781273,5010027,5369875
,Rajasthan,5977174,6801766,7555492,7664141,8559967,8880256,10618458
,Sikkim,699150,733132,700889,678070,730194,758664,784192
,Tamil Nadu,21327739,23197149,22822351,22383721,24578919,27045946,28767463
,Telangana,6102679,7207925,6998441,7119809,7059682,6524680,7311861
,Tripura,116936,107009,119861,119881,116151,134449,145443
,Uttar Pradesh,13401460,12410068,12654695,12790697,14488564,14249344,16476135
,Uttarakhand,6216712,6193203,6097016,5123892,5703278,6076803,6619742
,West Bengal,8778091,10462123,10219329,10905151,12141202,12947420,13887093
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
