Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 45: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY – CONSTRUCTION (Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,50758,53354,57509,60191,66193,74790
,Andhra Pradesh,3531627,3371104,3475663,3749096,3741891,4070849
,Arunachal Pradesh,99595,94748,103830,162745,135123,139080
,Assam,1131858,1116543,1263421,1349852,1420013,1624651
,Bihar,2576408,2423545,2543684,2423766,2686624,2779940
,Chandigarh,108498,99278,105674,106365,110702,114471
,Chhattisgarh,1811676,1690637,1652417,1656004,1503250,1697422
,Delhi,1588185,1541608,1567100,1499867,1508531,1689236
,Goa,129494,122273,133901,130666,169940,155240
,Gujarat,4258325,4375741,4698480,4835549,4817045,4791595
,Haryana,2839051,2612669,2864570,2815256,2758254,2921831
,Himachal Pradesh,608088,642777,678835,723387,712963,769183
,Jammu & Kashmir*,623414,606430,662094,627013,641945,726382
,Jharkhand,1371583,1271097,1387201,1394971,1418993,1488897
,Karnataka,4801598,4516224,5042357,5065440,5210481,5203669
,Kerala,5058202,4873178,5295563,5434182,5424132,5828664
,Madhya Pradesh,3333178,3076454,3287065,3343275,3362383,3457073
,Maharashtra,7684092,7339588,7492869,8129253,8291159,8690179
,Manipur,95958,93671,104639,162372,187366,156016
,Meghalaya,108427,91971,93689,97715,116244,103489
,Mizoram,85140,77185,93763,100755,114111,124562
,Nagaland,99948,99652,74726,88565,98993,104259
,Odisha,1963596,1906551,2012619,2008004,2015148,2148082
,Puducherry,232607,207325,247738,213530,214596,231049
,Punjab,1885045,1838752,1868970,1899471,1944607,1984357
,Rajasthan,4153426,4040715,4203970,4261931,4185490,4287400
,Sikkim,63928,59719,62269,62168,67137,59976
,Tamil Nadu,8815014,8783324,9377658,9472626,9977262,10555117
,Telangana,2172794,2197135,1997696,2183335,2246247,2271511
,Tripura,142979,144549,156328,126086,153713,190569
,Uttar Pradesh,8090539,8133292,8097091,8618317,9096263,9624319
,Uttarakhand,841393,802818,1004970,1024113,1019679,1130722
,West Bengal,4233191,4359136,4749903,4720111,4235753,5409242
