Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 34: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - AGRICULTURE,,,,,,,
,(Current Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12 ,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,54123,48192,47619,57244,66195,65692,-
,Andhra Pradesh,11513177,10888596,12891228,13883396,15674216,17491388,18168606
,Arunachal Pradesh,307171,313168,333622,355176,383909,395844,-
,Assam,3447408,3685044,4176675,4933169,5035373,6011944,6849992
,Bihar,6436838,6313198,7149648,8220346,8097013,8785140,9842168
,Chandigarh,1637,1537,1725,1720,1750,1797,-
,Chhattisgarh,2940525,3609901,4030010,4447882,4684400,5110089,5619490
,Delhi,54670,53773,66747,74691,73447,77611,93579
,Goa,215191,200768,198308,204447,201406,246712,-
,Gujarat,12584816,11174299,14783597,16072444,17589698,20383523,-
,Haryana,5922033,6245453,6506205,6994853,7074647,7513542,8119691
,Himachal Pradesh,965837,1028642,1360565,1211409,1350533,1467130,1641025
,Jammu & Kashmir*,1494767,1590323,1671783,1645407,2030779,2061288,2188862
,Jharkhand,2587638,2354269,2504270,2780714,3204732,2618482,2942513
,Karnataka,10877750,10552697,12157057,15267445,17600193,17733589,18828930
,Kerala,3199378,3018556,3128047,3298557,3515987,3796494,3954063
,Madhya Pradesh,20671175,22009101,27474470,30544725,34864993,37720687,41153951
,Maharashtra,14123135,13091132,16402758,18175145,22577140,22834709,22714816
,Manipur,450711,509503,544732,594724,654831,592994,-
,Meghalaya,287304,316280,327968,403401,483395,530558,663807
,Mizoram,167729,176503,182550,193827,185605,187369,-
,Nagaland,485886,473063,477618,497214,347051,480890,-
,Odisha,4427627,5078111,7040491,7139139,7126352,7576584,8516615
,Puducherry,43047,49079,55577,48947,49985,56309,58407
,Punjab,7189096,7680123,7820362,8237008,8246144,8810743,9416675
,Rajasthan,9247157,10396611,12848771,13706573,15186905,16395483,16991547
,Sikkim,199256,234174,257992,261938,278194,293401,317400
,Tamil Nadu,7720780,8116011,9179735,10488004,12121593,13089268,14958911
,Telangana,4745699,4836553,7885397,8353646,8667044,10004800,10235979
,Tripura,745449,932024,1036205,1181195,1425603,1674207,1863507
,Uttar Pradesh,20579451,22277846,24450146,26175365,32640768,34752463,39116527
,Uttarakhand,1016543,1006270,1184536,1281998,1303229,1220347,1283492
,West Bengal,13120198,14063149,14651563,15215592,16010073,16602342,17485312
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
