Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 31: NET STATE DOMESTIC PRODUCT,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,340362,355752,381115,415107,448321,509062
,Andhra Pradesh,33999552,34133522,36023923,39706383,44699686,47756555
,Arunachal Pradesh,1022946,1039878,1122644,1308159,1288906,1339538
,Assam,12935412,13251760,13872476,14642539,16762866,17963191
,Bihar,22849744,23693255,24691474,25573881,26919960,28926487
,Chandigarh,1692998,1830519,1981345,2035309,2205816,2384240
,Chhattisgarh,14227342,14876030,16349433,16535421,16887888,18754052
,Delhi,31465002,33419330,35652751,38763874,43172959,46159238
,Goa,3800855,3245285,2797110,3604168,4192944,4637068
,Gujarat,53280946,59665883,64148881,70562884,77477522,84393034
,Haryana,27115248,28975622,31493120,33335925,37270025,41205462
,Himachal Pradesh,6053625,6451852,6939816,7455298,8056292,8811212
,Jammu & Kashmir*,6531913,6731556,7052212,6715376,8060231,8263992
,Jharkhand,13738347,14952629,15060933,17056800,15823112,17636312
,Karnataka,55495220,58655161,63994016,67128352,74994348,85139410
,Kerala,32802112,34861581,36470677,38213426,41115015,44361530
,Madhya Pradesh,28237104,30685334,32259760,33924689,37071567,41946525
,Maharashtra,112659470,118971084,126755127,134534146,145251339,159612075
,Manipur,1150107,1151507,1251946,1361517,1463516,1520095
,Meghalaya,1802803,1832289,1839655,1789285,1833024,1929486
,Mizoram,640414,683644,783146,996002,1094790,1202937
,Nagaland,1055427,1116302,1192318,1240641,1259970,1348789
,Odisha,20422595,21630107,23312187,23593074,25319167,29334825
,Puducherry,1515956,1550737,1723851,1605468,1702466,1828380
,Punjab,23922695,25181259,26751521,27848460,29489486,31578299
,Rajasthan,39533093,40980249,43429222,46540773,50192151,52965038
,Sikkim,974218,997033,1058986,1143670,1248421,1341584
,Tamil Nadu,67447835,70934313,75041616,79191510,86243698,92208431
,Telangana,32513934,33420472,34959266,37289674,41689237,45573109
,Tripura,1741905,1885721,2062306,2440660,2374531,2720360
,Uttar Pradesh,64513155,67355219,70746910,72968630,79204876,88845301
,Uttarakhand,10195963,10952849,11777751,12570166,13614351,15030294
,West Bengal,47320465,49290139,50398994,51570158,54698817,58491083
