Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 29: GROSS STATE DOMESTIC PRODUCT,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,397843,415648,448839,474163,509208,575196
,Andhra Pradesh,37940203,38062901,40711475,44456428,49860626,54021177
,Arunachal Pradesh,1106269,1129925,1233942,1438264,1424046,1489266
,Assam,14317491,14734238,15452540,16521231,19110899,20208084
,Bihar,24714396,25685096,26964984,27948244,29648818,31879745
,Chandigarh,1876816,2028513,2210470,2287013,2493224,2691721
,Chhattisgarh,15807382,16597740,18257954,18581344,19058377,21370477
,Delhi,34379750,36662837,39290838,42835515,47562250,51176524
,Goa,4236666,3585022,3156846,4011649,4609086,5124924
,Gujarat,61560607,68265021,73428387,81142764,89446534,98134196
,Haryana,29753852,32091191,34750661,37053451,41340479,45670911
,Himachal Pradesh,7271983,7738428,8284669,8906019,9627406,10305499
,Jammu & Kashmir*,7825555,8076657,8510179,8237211,9700134,10020287
,Jharkhand,15091759,16325027,16581626,18653439,17488115,19317392
,Karnataka,60600981,64303302,70446604,74842913,83132178,94177416
,Kerala,36404789,38769346,40278133,41995555,45121002,48530154
,Madhya Pradesh,31556159,35168262,36513394,38394448,41873574,47066916
,Maharashtra,128036944,135794185,145161464,154316487,165428361,180704575
,Manipur,1291460,1299281,1411509,1524490,1642368,1708192
,Meghalaya,1991775,2035357,2072571,2014033,2063842,2173023
,Mizoram,725869,777797,903842,1126104,1232359,1359521
,Nagaland,1217674,1286790,1379259,1439877,1466049,1564992
,Odisha,23098708,24336348,26589153,27066534,29222893,33734806
,Puducherry,1681801,1731043,1917025,1820665,1906024,2047437
,Punjab,26662827,28082285,29944973,31212533,33005193,35272056
,Rajasthan,43483664,45456434,48623018,52150893,56333953,59674551
,Sikkim,1116510,1142121,1211405,1307097,1436950,1539727
,Tamil Nadu,75148576,79182431,85197558,89391507,96756246,103676212
,Telangana,35943411,37011312,38995678,41633207,46454244,50794610
,Tripura,1920841,2087297,2281911,2696521,2678690,3053759
,Uttar Pradesh,72405044,75820497,80206969,83443238,90824133,101150027
,Uttarakhand,11532759,12371005,13418237,14127764,15269872,16770325
,West Bengal,52048504,54219091,55853544,57436432,60954479,65341593
