Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 30: NET STATE DOMESTIC PRODUCT,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12 ,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,340362,379305,428798,491480,535919,604844
,Andhra Pradesh,33999552,37019606,41316364,47093381,54482724,61234875
,Arunachal Pradesh,1022946,1161723,1337656,1649517,1698623,1820979
,Assam,12935412,14203946,16044153,17284890,20130880,22239651
,Bihar,22849744,26132682,29214273,31573235,34011899,38687949
,Chandigarh,1692997,1950739,2230818,2366174,2599100,2888105
,Chhattisgarh,14227342,15943142,18604961,19731366,20065317,23264013
,Delhi,31465002,35740011,40484101,44848665,50052365,55854560
,Goa,3800855,3456727,3204278,4323309,5035370,5744925
,Gujarat,53280946,63457155,70745596,80476442,89399656,101668316
,Haryana,27115248,31435302,36219641,39295019,44605902,50727615
,Himachal Pradesh,6053625,6943228,8012874,8734531,9685051,10835905
,Jammu & Kashmir*,6531913,7299608,7969340,8103694,9840885,10457470
,Jharkhand,13738347,16030408,17203041,20035748,18747863,21679060
,Karnataka,55495220,63592381,74656904,82578249,95086639,110263628
,Kerala,32802112,37138412,41726497,46061432,50590997,57059076
,Madhya Pradesh,28237104,33393724,39311528,42902700,48603421,59066880
,Maharashtra,112659470,128217978,144872007,155321668,173530750,195477426
,Manipur,1150107,1218809,1443963,1627535,1749310,1913227
,Meghalaya,1802803,1965253,2041453,2069693,2251616,2464095
,Mizoram,640414,737549,898889,1206705,1359531,1543082
,Nagaland,1055431,1231840,1454521,1610442,1712812,1917383
,Odisha,20422595,23331248,26097737,27492342,28397902,34233170
,Puducherry,1515956,1698434,1977763,2014280,2430265,2707301
,Punjab,23922695,26711649,29790802,31674541,35001082,38419723
,Rajasthan,39533094,44638216,49423579,55151705,61071278,68262616
,Sikkim,974218,1081675,1220293,1355554,1574320,1816317
,Tamil Nadu,67447835,76829511,85887000,95735023,105708405,117197332
,Telangana,32513934,36402979,40828170,45627996,52299436,59781186
,Tripura,1741905,1963114,2332898,2664335,3247635,3566759
,Uttar Pradesh,64513155,73299533,83382508,89179803,100938551,114562016
,Uttarakhand,10195961,11704126,13181411,14378888,15827724,17517752
,West Bengal,47320466,53961873,61747088,65149179,72599219,79403350
