Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 52: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - BANKING AND INSURANCE,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,12572,11130,12249,12796,17746,15782
,Andhra Pradesh,1403097,1556233,1680837,1869595,2017622,2087200
,Arunachal Pradesh,20554,21187,23180,27055,31020,27900
,Assam,420333,449114,507287,533742,634297,650360
,Bihar,869974,960103,1103526,1196309,1295951,1217880
,Chandigarh,281065,319132,348133,358902,363592,383777
,Chhattisgarh,529208,598550,669637,706048,776414,694096
,Delhi,5303210,5886620,6341724,6852921,7143093,7590562
,Goa,170199,202161,215766,233274,252894,230650
,Gujarat,2896275,3400333,4047983,4399017,4885742,5336089
,Haryana,1147252,1297982,1459173,1646874,1936611,2118335
,Himachal Pradesh,282809,312832,327005,369861,417376,405085
,Jammu & Kashmir*,222483,262015,318831,368511,444951,461374
,Jharkhand,407843,454300,501096,551249,642815,631277
,Karnataka,2833927,3155050,3542558,4117711,4799058,5075041
,Kerala,1408254,1601339,1822101,2046259,2187846,1102011
,Madhya Pradesh,1568489,1701445,1888732,1960598,2286276,2184352
,Maharashtra,11597555,12680417,14722527,16105945,17457398,18373984
,Manipur,23030,24803,27751,29063,37101,37665
,Meghalaya,54943,55560,59591,62908,68794,69968
,Mizoram,19736,19248,21143,23249,33241,28113
,Nagaland,46948,52193,56126,50131,53257,52784
,Odisha,783729,894227,946268,1045499,1159988,1122572
,Puducherry,58223,62830,67792,71799,81950,85855
,Punjab,1441182,1627163,1681386,1664792,1854072,1878439
,Rajasthan,1342503,1468117,1685337,1877060,1964576,2007639
,Sikkim,16260,17379,19591,20079,39371,25514
,Tamil Nadu,3956126,4387096,5018353,5614181,5886780,6036766
,Telangana,2092928,2321354,2615361,2970365,3240937,3555388
,Tripura,56201,66780,70994,84365,123347,99144
,Uttar Pradesh,2478434,2762189,3087348,3455974,3857066,3801352
,Uttarakhand,288686,314745,353151,394906,438799,443352
,West Bengal,3144514,3467833,3361856,3646186,3974494,4123217
