Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 35: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - AGRICULTURE,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12 ,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,26565,27265,30156,31657,31762,26905
,Andhra Pradesh,5204052,5256943,6062373,6098300,5845963,6430367
,Arunachal Pradesh,255815,281052,295749,303750,267699,190672
,Assam,2061487,2496905,2372688,2442685,2559454,2625728
,Bihar,4260778,4749271,3710714,3525385,3532967,3878079
,Chandigarh,1231,1217,1167,1119,1115,1107
,Chhattisgarh,1798258,1923736,1982691,2045885,1978955,2454184
,Delhi,65965,60904,55187,27752,21598,21776
,Goa,102417,102909,109744,106884,103001,110603
,Gujarat,7950972,6301794,8650200,8421258,7789790,8369156
,Haryana,4088737,3856332,3915654,3597425,3656573,4080548
,Himachal Pradesh,673401,742067,870435,790045,881118,775548
,Jammu & Kashmir*,795339,733201,788858,579991,805943,800104
,Jharkhand,1342099,1498008,1430467,1507393,1133574,1459455
,Karnataka,5339456,4919527,5397980,5651756,4827055,4927234
,Kerala,2904593,2869263,2599876,2474420,2278769,2319185
,Madhya Pradesh,7333369,9395310,9213657,9332505,8949745,11775864
,Maharashtra,10192975,10005668,11865366,9883332,9142618,11431358
,Manipur,137772,159419,167469,177112,152555,141966
,Meghalaya,163103,194211,198256,207953,213302,213317
,Mizoram,75876,72965,82864,86943,83695,86893
,Nagaland,204304,235469,276327,291145,290469,295189
,Odisha,2555039,3153542,2864360,3154054,2454137,3025226
,Puducherry,20453,23323,23707,27093,21441,20949
,Punjab,5007937,5014188,5173765,4824441,4794550,5119470
,Rajasthan,7346942,7565947,8192234,7828218,7315288,7594885
,Sikkim,78207,81638,83575,84688,85469,95671
,Tamil Nadu,5375639,4218362,5048372,5248786,5004574,3503454
,Telangana,3236819,3554096,3723456,2954636,2418653,2847772
,Tripura,318959,337685,367407,371854,368133,393209
,Uttar Pradesh,12415418,13040500,12747030,12055193,12645300,13474756
,Uttarakhand,764026,772456,725587,715033,652182,692683
,West Bengal,7245329,7539404,7401140,7914584,7858815,8055480
