Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 48: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - INDUSTRY,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,94022,96807,118463,138218,166948,-
,Andhra Pradesh,5255749,6057929,6911543,6873541,7295314,7986583
,Arunachal Pradesh,179706,225924,235864,215018,276193,321429
,Assam,1907016,2414247,2691955,2638346,2743092,3080880
,Bihar,2575519,3667370,4069272,4387930,5300225,6208666
,Chandigarh,238631,247194,287088,283917,301479,-
,Chhattisgarh,3186181,3684203,4619255,4733860,4996525,5385923
,Delhi,3420539,3229012,3451949,3967933,4256328,4687634
,Goa,1224342,1425192,2052466,1792529,1883096,-
,Gujarat,14265700,15524399,17155617,19202687,20918707,-
,Haryana,5607152,6216240,6938407,7985890,8616855,9515323
,Himachal Pradesh,1583423,1776863,1932394,2051558,2163969,-
,Jammu & Kashmir,1104036,1214320,1391637,1499571,1647861,1684814
,Jharkhand,3410957,4184741,3974946,4207105,4831063,5299156
,Karnataka,7764792,9441019,10286425,10734488,12129413,13157515
,Kerala,4380725,5304504,5997098,6555294,6952592,-
,Madhya Pradesh,5606759,6273513,7065572,7556856,8030255,8587229
,Maharashtra,21318050,26351220,27944673,31712884,34596164,37347322
,Manipur,229258,196396,240067,251446,272540,-
,Meghalaya,329279,365072,487637,518101,609152,669880
,Mizoram,88446,95249,110813,161996,239960,-
,Nagaland,156122,135479,176781,195259,217546,242405
,Odisha,3579385,4634881,5483295,5754536,6192367,7008139
,Puducherry,532963,530455,563090,585880,720988,854783
,Punjab,4591982,5140989,5425142,5921717,6393064,6876569
,Rajasthan,6771759,7744175,10331838,11699537,12184576,13148053
,Sikkim,310619,410991,494180,590701,709647,-
,Tamil Nadu,11856132,14954659,16915474,18510085,20091566,22055276
,Telangana,4846025,6077936,6487765,6841944,7277979,7921986
,Tripura,314073,331822,400412,437196,516388,-
,Uttar Pradesh,10279468,11691811,12524729,13496692,14512920,15544337
,Uttarakhand,1852306,2294532,2755277,2927590,3434789,3923708
,West Bengal,6011489,6987816,7710065,8082335,9055943,9985221
