Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 55: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY – SERVICES (Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,205964,226387,252138,273869,292001,-
,Andhra Pradesh,10073086,11317447,11875005,12607696,13765838,14933630
,Arunachal Pradesh,218079,199659,216977,221642,233731,252945
,Assam,3719280,4012433,4260340,4476730,4904694,5252105
,Bihar,6592010,7251674,8128974,9358988,10693296,11888491
,Chandigarh,1120299,1145341,1182839,1234987,1370927,-
,Chhattisgarh,2626353,3031627,3106638,3436169,3664686,3983345
,Delhi,14386938,15739270,16788820,18043084,19665920,21349419
,Goa,943022,1181337,1601362,1765684,1918179,-
,Gujarat,14805900,16823702,18322143,20256962,21978607,-
,Haryana,8038325,8774094,9635355,10400050,11376165,12670591
,Himachal Pradesh,1416693,1557150,1785828,1917169,2048355,-
,Jammu & Kashmir,1823745,1986407,2230322,2383666,2506785,2555953
,Jharkhand,3424507,3935617,4030093,4494823,5017137,5609524
,Karnataka,13412110,14589507,15652089,17293357,18674691,20343891
,Kerala,11979191,12828894,13657283,14719835,16036683,-
,Madhya Pradesh,7713514,8415614,9116250,9837202,10586216,11446709
,Maharashtra,41235194,44874340,48354198,52247014,56716697,61338277
,Manipur,265801,328004,381251,414428,453829,-
,Meghalaya,500622,560431,605282,633944,700598,793173
,Mizoram,256342,311591,300194,333475,371233,-
,Nagaland,474251,554407,602712,645659,693050,746653
,Odisha,5399812,5963924,6321888,6600147,6958607,7601860
,Puducherry,505990,588096,642277,758800,879001,1022515
,Punjab,6118409,6696272,7487804,8101238,8830997,9676950
,Rajasthan,8921203,10023233,10603192,11676047,12514771,13609834
,Sikkim,159424,155187,161031,173005,184124,-
,Tamil Nadu,21525966,24282284,26411788,28008811,30616155,33419969
,Telangana,8314336,9835845,11066082,11766846,12456637,13669642
,Tripura,673259,743581,810879,930679,1026348,-
,Uttar Pradesh,19048600,20913082,22578126,24342841,26223753,28389928
,Uttarakhand,2682911,2919282,3172405,3357866,3614320,3898057
,West Bengal,17570171,19039375,20574687,22177868,23995362,26094302
