Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 28: GROSS STATE DOMESTIC PRODUCT,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,397843,442118,502263,547722,603173,683587
,Andhra Pradesh,37940203,41140371,46427201,52497564,60422862,68441587
,Arunachal Pradesh,1106269,1254662,1458106,1795941,1850916,1990213
,Assam,14317491,15686424,17774522,19572315,22795882,25438236
,Bihar,24714396,28236793,31710134,34295094,37160179,42105150
,Chandigarh,1876816,2160856,2482173,2654857,2927508,3242666
,Chhattisgarh,15807382,17751133,20683318,22111811,22516299,26280175
,Delhi,34379750,39138764,44395989,49480302,55080370,61608506
,Goa,4236666,3812002,3592110,4781418,5505385,6297631
,Gujarat,61560607,72449536,80762319,92177315,102900974,116715558
,Haryana,29753852,34703201,39926812,43714471,49550411,56142417
,Himachal Pradesh,7271983,8281979,9476415,10377232,11423941,12563364
,Jammu & Kashmir*,7825555,8713773,9562061,9836675,11716795,12484800
,Jharkhand,15091759,17472369,18856671,21852517,20661280,23624972
,Karnataka,60600981,69541302,81666615,91392303,104516810,120760772
,Kerala,36404788,41231300,46504121,51256405,56199361,63488640
,Madhya Pradesh,31556159,38092480,43948344,47993904,54106751,64982281
,Maharashtra,128036944,145962863,164964663,177913793,196622458,219818515
,Manipur,1291460,1374324,1618204,1812905,1953067,2129389
,Meghalaya,1991775,2187202,2293824,2323453,2511736,2743862
,Mizoram,725869,836193,1029337,1350940,1513886,1719191
,Nagaland,1217676,1412127,1661173,1840067,1952395,2172245
,Odisha,23098708,26169960,29647538,31424995,32854950,39280367
,Puducherry,1681801,1887545,2187012,2257396,2661654,2957266
,Punjab,26662827,29773382,33214694,35510182,39008744,42698810
,Rajasthan,43483664,49355124,55103102,61564156,68148226,76058727
,Sikkim,1116510,1233842,1386190,1540672,1803394,2068719
,Tamil Nadu,75148576,85482535,96853045,107267797,117650003,130263858
,Telangana,35943411,40159361,45158040,50584879,57790206,65832534
,Tripura,1920841,2166320,2559283,2953346,3593773,3947940
,Uttar Pradesh,72405044,82239292,94035643,101178966,113780794,128870023
,Uttarakhand,11532757,13161284,14907439,16143892,17716302,19512485
,West Bengal,52048505,59146470,67684874,71808163,79729995,87252723
