Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 28: GROSS STATE DOMESTIC PRODUCT,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,411965,434314,499389,563253,614960,-
,Andhra Pradesh,27332661,31986394,36224493,41006812,46418355,52002992
,Arunachal Pradesh,747445,902144,1077478,1183601,1354546,1558805
,Assam,9597457,11268796,12590307,13840087,15946032,18379759
,Bihar,16292294,20355499,24326902,29361593,34366279,40228299
,Chandigarh,1757657,2001388,2282584,2504642,2907550,-
,Chhattisgarh,9936426,11941976,14438220,16564120,18568248,21019179
,Delhi,21761858,25275279,28710688,33491471,39112480,45115365
,Goa,2912554,3360536,4325451,4240747,4889731,-
,Gujarat,43126200,52151888,59878552,65854041,76563781,-
,Haryana,22360025,26062128,29868833,34135116,38891663,43531000
,Himachal Pradesh,4818859,5745226,6495745,7371003,8258534,-
,Jammu & Kashmir,4838451,5807257,6818513,7691647,8756991,8792138
,Jharkhand,10062068,12728105,13561793,15165470,17277261,19751431
,Karnataka,33755850,41070316,45521235,52267274,61460704,70213121
,Kerala,23199867,26377330,31267716,34784078,39628246,-
,Madhya Pradesh,22755664,26339573,30515816,36127033,43472988,50800607
,Maharashtra,85575051,104915008,117012126,132222235,151013214,168669475
,Manipur,825426,913719,1108358,1269665,1432369,-
,Meghalaya,1270911,1458256,1719857,1900906,2192207,2533341
,Mizoram,525985,638788,688975,836292,1029698,-
,Nagaland,1052677,1175937,1385934,1567638,1774932,2009914
,Odisha,16294643,19752990,22058927,25122046,27297992,31081024
,Puducherry,1230437,1309160,1466146,1679534,2107703,2581935
,Punjab,19749981,22620407,25637378,28511933,31755647,34982574
,Rajasthan,26582485,33834843,41417889,47017838,51761454,57454860
,Sikkim,613276,741157,890664,1047260,1237669,-
,Tamil Nadu,47973342,58489626,66720168,74485915,85423816,97670288
,Telangana,20350833,26389774,30562242,34708203,39175126,43059936
,Tripura,1540270,1786773,1997391,2269707,2680959,-
,Uttar Pradesh,52339418,60028572,68549644,78039860,86274591,97629654
,Uttarakhand,7073005,8396911,9785772,10824979,12289724,13872254
,West Bengal,39888038,46095894,52831575,60331053,70656124,80086784
