LOCATION,ID_LOCATION,REGIONID_LOCATION,ITEM,ID_ITEM,INDICATOR,ID_INDICATOR,MEASURE,ID_MEASURE,F4_MEASURE,F4-4_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-01,1599.22
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-02,1672.61
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-03,1732.26
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-04,1887.9
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-05,2004.21
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-06,2094.91
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-07,2164.28
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-08,2240.59
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-09,2278.88
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-10,2222.6
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-11,2252.74
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1995-12,2334.64
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-01,2359.88
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-02,2402.63
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-03,2458.16
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-04,2488.97
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-05,2626.41
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-06,2699.17
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-07,2802.92
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-08,2839.13
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-09,2817.98
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-10,2770.04
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-11,2722.7
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1996-12,2668.82
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-01,2697.72
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-02,2723.41
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-03,2796.06
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-04,2914.41
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-05,2963.97
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-06,3013.52
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-07,3035.8
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-08,3058.08
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-09,3001.88
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-10,2945.68
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-11,2943.54
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1997-12,2941.4
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-01,2935.67
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-02,2946.44
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-03,2990.57
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-04,3061.24
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-05,3095.2
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-06,3204.67
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-07,3296.26
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-08,3282.2
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-09,3211.28
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-10,3211.38
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-11,3263.15
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1998-12,3291.8
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-01,3355.1
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-02,3370.02
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-03,3395.7
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-04,3415.64
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-05,3446.79
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-06,3469.93
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-07,3427.52
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-08,3307.2
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-09,3283.07
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-10,3258.8
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-11,3261.78
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,1999-12,3299.16
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-01,3271.69
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-02,3311.59
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-03,3347.24
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-04,3414
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-05,3521.66
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-06,3673.63
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-07,3656.08
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-08,3740.35
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-09,3792.38
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-10,3815.49
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-11,3763.32
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2000-12,3778.43
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-01,3848.89
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-02,3927.33
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-03,3956.42
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-04,4207.11
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-05,4330.21
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-06,4263.54
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-07,4350.73
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-08,4440.22
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-09,4517.33
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-10,4553.09
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-11,4419.24
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2001-12,4401.68
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-01,4562.94
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-02,4634.03
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-03,4644.14
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-04,4744.12
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-05,4771.07
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-06,4784.68
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-07,5028.24
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-08,4985.55
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-09,4967.92
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-10,4797.64
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-11,4956.21
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2002-12,4937.3
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-01,5046.21
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-02,4971
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-03,4916.38
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-04,5136.34
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-05,5184.85
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-06,5454.46
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-07,5677.41
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-08,5604.82
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-09,5879.62
