LOCATION,ID_LOCATION,REGIONID_LOCATION,ITEM,ID_ITEM,INDICATOR,ID_INDICATOR,MEASURE,ID_MEASURE,F4_MEASURE,F4-4_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-10,5926.28
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-11,6009.24
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2003-12,6112.94
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-01,6175.16
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-02,6206.27
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-03,6020.65
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-04,6037.24
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-05,6211.45
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-06,6221.82
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-07,6284.04
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-08,6335.89
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-09,6418.84
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-10,6564.02
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-11,6615.87
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2004-12,6729.94
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-01,6783.86
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-02,6884.96
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-03,6999.55
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-04,7118.8
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-05,7253.61
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-06,7378.04
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-07,7927.64
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-08,8124.66
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-09,7979.48
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-10,7787.64
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-11,7616.54
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2005-12,7502.48
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-01,7512.85
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-02,7631.06
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-03,7842.6
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-04,8015.78
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-05,8020.96
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-06,8005.41
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-07,8166.14
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-08,8425.38
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-09,8477.23
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-10,8264.65
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-11,8207.62
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2006-12,8145.4
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-01,8109.11
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-02,8171.32
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-03,8254.28
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-04,8352.79
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-05,8394.27
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-06,8518.71
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-07,8560.19
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-08,8783.14
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-09,8824.61
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-10,8643.14
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-11,8632.78
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2007-12,8679.44
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-01,8803.88
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-02,8829.8
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-03,8897.2
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-04,9037.19
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-05,9208.29
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-06,9545.31
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-07,9752.7
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-08,9866.77
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-09,9975.65
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-10,9913.43
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-11,9910.32
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2008-12,9986.02
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-01,10037.87
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-02,10115.64
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-03,10174.23
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-04,10234.89
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-05,10421.55
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-06,10613.39
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-07,10836.34
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-08,10955.59
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-09,11012.62
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-10,11064.47
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-11,11137.06
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2009-12,11382.07
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-01,11482.31
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-02,11693.91
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-03,11682.77
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-04,11771.87
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-05,11771.87
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-06,12117.12
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-07,12239.63
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-08,12462.37
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-09,12518.05
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-10,12551.46
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-11,12562.6
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2010-12,12718.52
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-01,12874.44
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-02,12996.95
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-03,13175.14
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-04,13103.86
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-05,13219.69
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-06,13353.33
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-07,13394.7
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-08,13620.62
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-09,13809.95
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-10,13876.77
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-11,13887.91
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2011-12,14032.69
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-01,14500.45
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-02,14533.86
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-03,14767.74
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-04,14790.01
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-05,14901.38
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-06,15073.12
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-07,15108.81
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-08,15213.22
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-09,15363.86
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-10,15499.52
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-11,15592.85
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2012-12,15714.39
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-01,15803.49
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-02,15926.53
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-03,16037.36
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-04,16128.64
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-05,16237.16
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-06,16332.21
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-07,16416.02
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-08,16460.57
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-09,16585.58
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-10,16709.61
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-11,16829.58
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2013-12,16960.13
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2014-01,17069.16
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2014-02,17153.99
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2014-03,17288.59
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2014-04,17394.94
NG,NG,NG,KN.I1,KN.I1,KN.N1,KN.N1,KN.M8,KN.M8,,,M,2014-05,17530.39
