observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,observationPeriod,measurementMethod
dcid:country/NGA,2005-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,64.31,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,65.78,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,71.65,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,74.25,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,74.77,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,75.02,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,76.9,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,74.2,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,76.03,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,77.47,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,78.83,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,79.49,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2006-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,79.28,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,80.29,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,80.29,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,82.45,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,82.54,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,85.95,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,85.66,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,87.66,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,88.79,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,88.46,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,88.53,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,89.45,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2007-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,90.68,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,89.9,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,90.91,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,91.19,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,92.51,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,92.8,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,94.71,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,96.62,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,98.24,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,97.87,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,97.79,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,96.78,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2008-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,97.78,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,96.59,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,96.3,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,96.51,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,97.36,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,98.22,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,98.76,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,99.46,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,99.72,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,99.5,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,99.87,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,100,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2009-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,101.31,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,102.46,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,105.38,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,105.74,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,105.41,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,103.7,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,106.99,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,107.91,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,108.95,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,109.41,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,110.01,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,111.29,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2010-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,111.17,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,108.52,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,114.13,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,114.88,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,116.28,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,116.84,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,116.65,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,116.77,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,118.67,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,121.32,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,121.18,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,121.12,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2011-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,122,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,128.21,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,128.41,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,132.57,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,132.98,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,133.96,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,135.84,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,135.48,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,136.72,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,137.66,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,138.31,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,138.89,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2012-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,139.8,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,142.34,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,142.35,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,141.99,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,142.58,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,142.68,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,143.13,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,145.4,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,147.67,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,147.73,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,148.62,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,149.4,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2013-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,150.39,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,150.67,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,151.56,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,152.07,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,152.63,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,153.61,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,154.6,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,155.26,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,156.09,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,156.88,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,157.88,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,158.83,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2014-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,160.06,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,161.2,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,162.38,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,163.69,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,164.75,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,166.81,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,168.19,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,169.16,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,170.18,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,171.25,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,171.95,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,172.85,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2015-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,174.3,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,175.82,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,181.18,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,184.56,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,188.01,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,193.26,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,196.98,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,199.73,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,201.44,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,203.58,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,205.13,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,206.74,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2016-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,208.47,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,210.03,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-02,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,212.66,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-03,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,215.72,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-04,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,217.95,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-05,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,220.47,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-06,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,223.68,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-07,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,225.88,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-08,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,228.11,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-09,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,230.22,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-10,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,232.15,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-11,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,234.29,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2017-12,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,235.75,IndexPointBasePeriodNovember2009Equals100,,P1M,
dcid:country/NGA,2018-01,dcid:ConsumerPriceIndex_ConsumerGoodsAndServices_AllItemsExceptFarmProducts_Urban,237.34,IndexPointBasePeriodNovember2009Equals100,,P1M,
