DESCRIPTOR,ID_DESCRIPTOR,FREQ,TIME_PERIOD,OBS_VALUE
D24,D24,A,2014,67142.78
D24,D24,A,2015,70056.34
D24,D24,A,2016,52793.55
D24,D24,Q,2010-Q1,5264.86
D24,D24,Q,2010-Q2,5416.82
D24,D24,Q,2010-Q3,5792.24
D24,D24,Q,2010-Q4,5416.82
D24,D24,Q,2011-Q1,6585.74
D24,D24,Q,2011-Q2,6983.33
D24,D24,Q,2011-Q3,7146.45
D24,D24,Q,2011-Q4,7166.84
D24,D24,Q,2012-Q1,10517.57
D24,D24,Q,2012-Q2,9811.59
D24,D24,Q,2012-Q3,9581.07
D24,D24,Q,2012-Q4,9364.96
D24,D24,Q,2013-Q1,12682.38
D24,D24,Q,2013-Q2,12737.34
D24,D24,Q,2013-Q3,13029.16
D24,D24,Q,2013-Q4,12655.73
D24,D24,Q,2014-Q1,17202.68
D24,D24,Q,2014-Q2,16342.32
D24,D24,Q,2014-Q3,16904.76
D24,D24,Q,2014-Q4,16693.01
D24,D24,Q,2015-Q1,18305.98
D24,D24,Q,2015-Q2,17097.75
D24,D24,Q,2015-Q3,17806.89
D24,D24,Q,2015-Q4,16845.71
D24,D24,Q,2016-Q1,15108.02
D24,D24,Q,2016-Q2,12857.94
D24,D24,Q,2016-Q3,12684.66
D24,D24,Q,2016-Q4,12142.93
D24,D24,Q,2017-Q1,14413.41
D25,D25,A,1981,930.85
D25,D25,A,1982,990.24
D25,D25,A,1983,1128.22
D25,D25,A,1984,990.41
D25,D25,A,1985,1254.2
D25,D25,A,1986,1265.87
D25,D25,A,1987,1452.48
D25,D25,A,1988,2156.76
D25,D25,A,1989,2367.31
D25,D25,A,1990,2874.34
D25,D25,A,1991,3798.26
D25,D25,A,1992,5297.38
D25,D25,A,1993,7726.53
D25,D25,A,1994,12660.04
D25,D25,A,1995,14559.04
D25,D25,A,1996,16742.9
D25,D25,A,1997,19254.33
D25,D25,A,1998,22142.48
D25,D25,A,1999,25463.86
D25,D25,A,2000,29283.44
D25,D25,A,2001,33675.95
D25,D25,A,2002,38727.34
D25,D25,A,2003,44536.45
D25,D25,A,2004,51216.91
D25,D25,A,2005,58899.45
D25,D25,A,2006,67734.37
D25,D25,A,2007,77894.52
D25,D25,A,2008,89578.7
D25,D25,A,2009,103015.51
D25,D25,A,2010,116141.22
D25,D25,A,2011,172199.08
D25,D25,A,2012,236627.92
D25,D25,A,2013,325465.68
D25,D25,A,2014,434498.16
D25,D25,A,2015,431106.49
D25,D25,A,2016,390718.31
D25,D25,Q,2010-Q1,28734.89
D25,D25,Q,2010-Q2,28965.03
D25,D25,Q,2010-Q3,29055.44
D25,D25,Q,2010-Q4,29385.86
D25,D25,Q,2011-Q1,39540.38
D25,D25,Q,2011-Q2,41147.79
D25,D25,Q,2011-Q3,47575.14
D25,D25,Q,2011-Q4,43935.77
D25,D25,Q,2012-Q1,70620.56
D25,D25,Q,2012-Q2,54107.81
D25,D25,Q,2012-Q3,54015.5
D25,D25,Q,2012-Q4,57884.05
D25,D25,Q,2013-Q1,84130.61
D25,D25,Q,2013-Q2,77787.56
D25,D25,Q,2013-Q3,81879.04
D25,D25,Q,2013-Q4,81668.47
D25,D25,Q,2014-Q1,116456.49
D25,D25,Q,2014-Q2,102098.89
D25,D25,Q,2014-Q3,109243.93
D25,D25,Q,2014-Q4,106698.85
D25,D25,Q,2015-Q1,112716.05
D25,D25,Q,2015-Q2,98479.81
D25,D25,Q,2015-Q3,110497.71
D25,D25,Q,2015-Q4,109412.92
D25,D25,Q,2016-Q1,103724.05
D25,D25,Q,2016-Q2,87846.2
D25,D25,Q,2016-Q3,98566.44
D25,D25,Q,2016-Q4,100581.62
D25,D25,Q,2017-Q1,103513.43
D26,D26,A,1981,11038
D26,D26,A,1982,9903.5
D26,D26,A,1983,8980
D26,D26,A,1984,7586.9
D26,D26,A,1985,6098.1
D26,D26,A,1986,7642.6
D26,D26,A,1987,8657.6
D26,D26,A,1988,9819.9
D26,D26,A,1989,15342.7
D26,D26,A,1990,17318.2
D26,D26,A,1991,19505.8
D26,D26,A,1992,24319.8
D26,D26,A,1993,31920.1
D26,D26,A,1994,41097.2
D26,D26,A,1995,54868.9
D26,D26,A,1996,63856.2
D26,D26,A,1997,74737.1
D26,D26,A,1998,99026.5
D26,D26,A,1999,109573.6
D26,D26,A,2000,121819.3
D26,D26,A,2001,162182.5
D26,D26,A,2002,191006.5
D26,D26,A,2003,234473.8
D26,D26,A,2004,311850.1
D26,D26,A,2005,414760.6
D26,D26,A,2006,551631.6
D26,D26,A,2007,733670.1
D26,D26,A,2008,975781.2
D26,D26,A,2009,1297789
D26,D26,A,2010,1570973.47
D26,D26,A,2011,1905574.9
D26,D26,A,2012,2188718.59
D26,D26,A,2013,2676284.47
D26,D26,A,2014,3188822.9
D26,D26,A,2015,3472255.13
D26,D26,A,2016,3606560.18
D26,D26,Q,2010-Q1,401383.52
D26,D26,Q,2010-Q2,388550.3
D26,D26,Q,2010-Q3,369190.91
D26,D26,Q,2010-Q4,411848.73
D26,D26,Q,2011-Q1,437854.25
D26,D26,Q,2011-Q2,428251.54
D26,D26,Q,2011-Q3,435725.12
D26,D26,Q,2011-Q4,603743.98
D26,D26,Q,2012-Q1,506631.73
D26,D26,Q,2012-Q2,606111.3
D26,D26,Q,2012-Q3,506460.26
D26,D26,Q,2012-Q4,569515.29
D26,D26,Q,2013-Q1,619297.19
D26,D26,Q,2013-Q2,738795.96
D26,D26,Q,2013-Q3,614241.38
D26,D26,Q,2013-Q4,703949.94
D26,D26,Q,2014-Q1,765664.63
D26,D26,Q,2014-Q2,859553.76
D26,D26,Q,2014-Q3,726988.54
D26,D26,Q,2014-Q4,836615.97
D26,D26,Q,2015-Q1,879044.02
D26,D26,Q,2015-Q2,956146.71
D26,D26,Q,2015-Q3,765817.81
D26,D26,Q,2015-Q4,871246.6
D26,D26,Q,2016-Q1,889059.58
D26,D26,Q,2016-Q2,992157.05
D26,D26,Q,2016-Q3,787336.72
D26,D26,Q,2016-Q4,938006.83
D26,D26,Q,2017-Q1,1077986.6
D27,D27,A,1981,12493.9
D27,D27,A,1982,12802
D27,D27,A,1983,16071.8
D27,D27,A,1984,16630.2
D27,D27,A,1985,17771.1
D27,D27,A,1986,18359.5
D27,D27,A,1987,28660.3
D27,D27,A,1988,40136.4
D27,D27,A,1989,62613.8
D27,D27,A,1990,69326
D27,D27,A,1991,80844.7
D27,D27,A,1992,120508.7
D27,D27,A,1993,195086.7
D27,D27,A,1994,306405.5
D27,D27,A,1995,529869.2
D27,D27,A,1996,690699.5
D27,D27,A,1997,758966.8
D27,D27,A,1998,859831.8
D27,D27,A,1999,939496.2
D27,D27,A,2000,1020391.6
D27,D27,A,2001,1243262.6
D27,D27,A,2002,1494237
D27,D27,A,2003,1783848.5
D27,D27,A,2004,2871533.8
D27,D27,A,2005,3614029.9
D27,D27,A,2006,5303851.5
D27,D27,A,2007,5889948.5
D27,D27,A,2008,6776713.3
D27,D27,A,2009,7897086.1
D27,D27,A,2010,8992649.98
D27,D27,A,2011,10325565.3
D27,D27,A,2012,11843529.17
D27,D27,A,2013,13702835.12
D27,D27,A,2014,15704127.45
D27,D27,A,2015,18028895.26
D27,D27,A,2016,20675860.01
D27,D27,Q,2010-Q1,2191342.83
D27,D27,Q,2010-Q2,2234196.34
D27,D27,Q,2010-Q3,2230757.66
D27,D27,Q,2010-Q4,2336353.14
D27,D27,Q,2011-Q1,2517339.48
D27,D27,Q,2011-Q2,2542081.68
D27,D27,Q,2011-Q3,2492964.68
D27,D27,Q,2011-Q4,2773179.46
D27,D27,Q,2012-Q1,2912955.72
D27,D27,Q,2012-Q2,3187843.15
D27,D27,Q,2012-Q3,2771809.81
D27,D27,Q,2012-Q4,2970920.49
D27,D27,Q,2013-Q1,3381125.02
D27,D27,Q,2013-Q2,3662073.3
D27,D27,Q,2013-Q3,3215823.62
D27,D27,Q,2013-Q4,3443813.19
D27,D27,Q,2014-Q1,3663744.38
D27,D27,Q,2014-Q2,3767402.12
D27,D27,Q,2014-Q3,3981637.27
D27,D27,Q,2014-Q4,4291343.69
D27,D27,Q,2015-Q1,4225946.44
D27,D27,Q,2015-Q2,4312540.36
D27,D27,Q,2015-Q3,4565943.23
D27,D27,Q,2015-Q4,4924465.23
D27,D27,Q,2016-Q1,4796793.53
D27,D27,Q,2016-Q2,4969298.29
D27,D27,Q,2016-Q3,5267421.16
D27,D27,Q,2016-Q4,5642347.03
D27,D27,Q,2017-Q1,5256545
D28,D28,A,1981,64242.17
D28,D28,A,1982,73932.84
D28,D28,A,1983,75029.24
D28,D28,A,1984,78780.13
D28,D28,A,1985,83026.53
D28,D28,A,1986,89650.63
D28,D28,A,1987,96329.6
D28,D28,A,1988,110528.7
D28,D28,A,1989,130246.17
D28,D28,A,1990,158441.52
D28,D28,A,1991,185077.84
D28,D28,A,1992,277583.58
D28,D28,A,1993,370815.61
D28,D28,A,1994,482468.62
D28,D28,A,1995,658082.87
D28,D28,A,1996,800531.7
D28,D28,A,1997,895128.57
D28,D28,A,1998,1235682.61
D28,D28,A,1999,1517031.69
D28,D28,A,2000,2146355.96
D28,D28,A,2001,2748383.01
D28,D28,A,2002,3216975.6
D28,D28,A,2003,3794504.62
D28,D28,A,2004,5210367.56
D28,D28,A,2005,7128691.18
D28,D28,A,2006,9135844.61
D28,D28,A,2007,11019636.25
D28,D28,A,2008,13232563.77
D28,D28,A,2009,15951358.46
D28,D28,A,2010,18966552.02
D28,D28,A,2011,21085008.45
D28,D28,A,2012,24890345.42
D28,D28,A,2013,29282596.65
D28,D28,A,2014,33729861.2
D28,D28,A,2015,37933059.05
D28,D28,A,2016,41310778.05
D28,D28,Q,2010-Q1,4568370.86
D28,D28,Q,2010-Q2,4564086.31
D28,D28,Q,2010-Q3,4707396.65
D28,D28,Q,2010-Q4,5126698.2
D28,D28,Q,2011-Q1,4858247
D28,D28,Q,2011-Q2,5134134.32
D28,D28,Q,2011-Q3,5092238.64
D28,D28,Q,2011-Q4,6000388.49
D28,D28,Q,2012-Q1,5517859.45
D28,D28,Q,2012-Q2,6546203.74
D28,D28,Q,2012-Q3,6005136.79
D28,D28,Q,2012-Q4,6821145.45
D28,D28,Q,2013-Q1,6470853.92
D28,D28,Q,2013-Q2,7896769.33
D28,D28,Q,2013-Q3,7040473.65
D28,D28,Q,2013-Q4,7874499.75
D28,D28,Q,2014-Q1,7509743.33
D28,D28,Q,2014-Q2,8583046.87
D28,D28,Q,2014-Q3,8178642.71
D28,D28,Q,2014-Q4,9458428.28
D28,D28,Q,2015-Q1,8638670.73
D28,D28,Q,2015-Q2,9605432.7
D28,D28,Q,2015-Q3,9106215.4
D28,D28,Q,2015-Q4,10582740.22
D28,D28,Q,2016-Q1,9309651.23
D28,D28,Q,2016-Q2,9866656.72
D28,D28,Q,2016-Q3,10169937.61
D28,D28,Q,2016-Q4,11964532.49
D28,D28,Q,2017-Q1,10431367.51
D29,D29,A,1981,6308.3
D29,D29,A,1982,6458.1
D29,D29,A,1983,6330.2
D29,D29,A,1984,6367.8
D29,D29,A,1985,7944.3
D29,D29,A,1986,8173
D29,D29,A,1987,8212.3
D29,D29,A,1988,8633.9
D29,D29,A,1989,8733.1
D29,D29,A,1990,9802.8
D29,D29,A,1991,10805.2
D29,D29,A,1992,14902.2
D29,D29,A,1993,24133.5
D29,D29,A,1994,45405.9
D29,D29,A,1995,68701.6
D29,D29,A,1996,88095.6
D29,D29,A,1997,101669.9
D29,D29,A,1998,129199.7
D29,D29,A,1999,152854.7
D29,D29,A,2000,169494.1
D29,D29,A,2001,189968.6
D29,D29,A,2002,234835.8
D29,D29,A,2003,269487.4
D29,D29,A,2004,310437.6
D29,D29,A,2005,357732
D29,D29,A,2006,414831.8
D29,D29,A,2007,478378
D29,D29,A,2008,548654.5
D29,D29,A,2009,633125.5
D29,D29,A,2010,694771.8
D29,D29,A,2011,779353.7
D29,D29,A,2012,917315.7
D29,D29,A,2013,1051221.5
D29,D29,A,2014,1197435.66
D29,D29,A,2015,1361065.27
D29,D29,A,2016,1573520.12
D29,D29,Q,2010-Q1,144848.6
D29,D29,Q,2010-Q2,176507.24
D29,D29,Q,2010-Q3,177674.29
D29,D29,Q,2010-Q4,195741.68
D29,D29,Q,2011-Q1,115847.32
D29,D29,Q,2011-Q2,150175.94
D29,D29,Q,2011-Q3,194969.55
D29,D29,Q,2011-Q4,318360.89
D29,D29,Q,2012-Q1,151768.56
D29,D29,Q,2012-Q2,268591.42
D29,D29,Q,2012-Q3,231764.01
D29,D29,Q,2012-Q4,265191.76
D29,D29,Q,2013-Q1,173378.61
D29,D29,Q,2013-Q2,302304.54
D29,D29,Q,2013-Q3,265245.87
D29,D29,Q,2013-Q4,310292.5
D29,D29,Q,2014-Q1,238226.2
D29,D29,Q,2014-Q2,312480.44
D29,D29,Q,2014-Q3,307174.71
D29,D29,Q,2014-Q4,339554.31
D29,D29,Q,2015-Q1,265581.78
D29,D29,Q,2015-Q2,348995
D29,D29,Q,2015-Q3,349847.63
D29,D29,Q,2015-Q4,396640.86
D29,D29,Q,2016-Q1,345733.61
D29,D29,Q,2016-Q2,370575.49
D29,D29,Q,2016-Q3,418741.66
D29,D29,Q,2016-Q4,438469.36
D29,D29,Q,2017-Q1,443591.3
D30,D30,A,1981,2905.8
D30,D30,A,1982,2379.2
D30,D30,A,1983,2324
D30,D30,A,1984,2609.9
D30,D30,A,1985,3784.7
D30,D30,A,1986,3960.3
D30,D30,A,1987,4283.7
D30,D30,A,1988,4633.3
D30,D30,A,1989,5019.9
D30,D30,A,1990,5826.8
D30,D30,A,1991,6611.3
D30,D30,A,1992,10054.4
D30,D30,A,1993,16920
D30,D30,A,1994,37249.7
D30,D30,A,1995,58306.7
D30,D30,A,1996,75708.8
D30,D30,A,1997,87016.6
D30,D30,A,1998,112483.1
D30,D30,A,1999,132645.5
D30,D30,A,2000,145291.1
D30,D30,A,2001,162313.3
D30,D30,A,2002,200668.9
D30,D30,A,2003,232775.9
D30,D30,A,2004,270020.1
D30,D30,A,2005,313223.3
D30,D30,A,2006,363339
D30,D30,A,2007,421473.3
D30,D30,A,2008,488909
D30,D30,A,2009,567134.4
D30,D30,A,2010,619136.9
D30,D30,A,2011,670804.09
D30,D30,A,2012,784810.74
D30,D30,A,2013,893127.83
D30,D30,A,2014,1017156.37
D30,D30,A,2015,1156293.33
D30,D30,A,2016,1358682.97
D30,D30,Q,2010-Q1,129027.94
D30,D30,Q,2010-Q2,158931.12
D30,D30,Q,2010-Q3,157501.96
D30,D30,Q,2010-Q4,173675.85
D30,D30,Q,2011-Q1,93651.65
D30,D30,Q,2011-Q2,123987.7
D30,D30,Q,2011-Q3,164726.69
D30,D30,Q,2011-Q4,288438.05
D30,D30,Q,2012-Q1,126783.67
D30,D30,Q,2012-Q2,235428.27
D30,D30,Q,2012-Q3,194587.59
D30,D30,Q,2012-Q4,228011.21
D30,D30,Q,2013-Q1,144499.77
D30,D30,Q,2013-Q2,262437.31
D30,D30,Q,2013-Q3,220264.36
D30,D30,Q,2013-Q4,265926.39
D30,D30,Q,2014-Q1,204767.33
D30,D30,Q,2014-Q2,268497.92
D30,D30,Q,2014-Q3,257538.18
D30,D30,Q,2014-Q4,286352.94
D30,D30,Q,2015-Q1,227449.02
D30,D30,Q,2015-Q2,300102.84
D30,D30,Q,2015-Q3,294291.44
D30,D30,Q,2015-Q4,334450.02
D30,D30,Q,2016-Q1,303508.85
D30,D30,Q,2016-Q2,321487.88
D30,D30,Q,2016-Q3,358720.46
D30,D30,Q,2016-Q4,374965.78
D30,D30,Q,2017-Q1,396619.77
D31,D31,A,1981,1105.2
D31,D31,A,1982,1282.1
D31,D31,A,1983,1104.2
D31,D31,A,1984,1092.2
D31,D31,A,1985,1314.1
D31,D31,A,1986,1382.3
D31,D31,A,1987,936.5
D31,D31,A,1988,797.4
D31,D31,A,1989,586.9
D31,D31,A,1990,598.7
D31,D31,A,1991,592.5
D31,D31,A,1992,426.6
D31,D31,A,1993,586.9
D31,D31,A,1994,28.5
D31,D31,A,1995,24.4
D31,D31,A,1996,29.4
D31,D31,A,1997,36.6
D31,D31,A,1998,39.3
D31,D31,A,1999,41.9
D31,D31,A,2000,45
D31,D31,A,2001,49.3
D31,D31,A,2002,53.6
D31,D31,A,2003,59.2
D31,D31,A,2004,64
D31,D31,A,2005,69.4
D31,D31,A,2006,75.2
D31,D31,A,2007,81.9
D31,D31,A,2008,87.9
D31,D31,A,2009,90.9
D31,D31,A,2010,107.77
D31,D31,A,2011,135.61
D31,D31,A,2012,185.5
D31,D31,A,2013,216.43
D31,D31,A,2014,252.5
D31,D31,A,2015,282.1
D31,D31,A,2016,309.73
D31,D31,Q,2010-Q1,15.15
D31,D31,Q,2010-Q2,30.2
D31,D31,Q,2010-Q3,23.63
D31,D31,Q,2010-Q4,38.79
D31,D31,Q,2011-Q1,18.04
D31,D31,Q,2011-Q2,40.51
D31,D31,Q,2011-Q3,28.41
D31,D31,Q,2011-Q4,48.65
D31,D31,Q,2012-Q1,21.92
D31,D31,Q,2012-Q2,57.81
D31,D31,Q,2012-Q3,38.59
D31,D31,Q,2012-Q4,67.17
D31,D31,Q,2013-Q1,24.41
D31,D31,Q,2013-Q2,69.82
D31,D31,Q,2013-Q3,43.82
D31,D31,Q,2013-Q4,78.39
D31,D31,Q,2014-Q1,27.64
D31,D31,Q,2014-Q2,80.79
D31,D31,Q,2014-Q3,50.68
D31,D31,Q,2014-Q4,93.38
D31,D31,Q,2015-Q1,31.12
D31,D31,Q,2015-Q2,89.18
D31,D31,Q,2015-Q3,56.79
D31,D31,Q,2015-Q4,105.01
D31,D31,Q,2016-Q1,33.65
D31,D31,Q,2016-Q2,96.61
D31,D31,Q,2016-Q3,63.66
D31,D31,Q,2016-Q4,115.81
D31,D31,Q,2017-Q1,37.87
D32,D32,A,1981,727
D32,D32,A,1982,910.6
D32,D32,A,1983,1030.1
D32,D32,A,1984,847.2
D32,D32,A,1985,790.1
D32,D32,A,1986,828.5
D32,D32,A,1987,879.3
D32,D32,A,1988,972.4
D32,D32,A,1989,861.8
D32,D32,A,1990,876.5
D32,D32,A,1991,1041.8
D32,D32,A,1992,975.5
D32,D32,A,1993,1437
D32,D32,A,1994,1358
D32,D32,A,1995,1568.5
D32,D32,A,1996,1777.2
D32,D32,A,1997,2003.9
D32,D32,A,1998,2095
D32,D32,A,1999,2194.5
D32,D32,A,2000,2380.1
D32,D32,A,2001,2607.8
D32,D32,A,2002,2588.8
D32,D32,A,2003,2629.6
D32,D32,A,2004,2840.4
D32,D32,A,2005,3068.1
D32,D32,A,2006,3312.8
D32,D32,A,2007,3505.5
D32,D32,A,2008,3698.3
D32,D32,A,2009,3896.9
D32,D32,A,2010,4225.75
D32,D32,A,2011,5041.06
D32,D32,A,2012,5570.36
D32,D32,A,2013,6220.46
D32,D32,A,2014,7148.85
D32,D32,A,2015,8071.98
D32,D32,A,2016,8924.9
D32,D32,Q,2010-Q1,833.74
D32,D32,Q,2010-Q2,1118.32
D32,D32,Q,2010-Q3,1290.91
D32,D32,Q,2010-Q4,982.78
D32,D32,Q,2011-Q1,920.21
D32,D32,Q,2011-Q2,1388.83
D32,D32,Q,2011-Q3,1593.65
D32,D32,Q,2011-Q4,1138.36
D32,D32,Q,2012-Q1,915.95
D32,D32,Q,2012-Q2,1608.3
D32,D32,Q,2012-Q3,1774.64
D32,D32,Q,2012-Q4,1271.47
D32,D32,Q,2013-Q1,948.47
D32,D32,Q,2013-Q2,1837.27
D32,D32,Q,2013-Q3,2032.74
D32,D32,Q,2013-Q4,1401.99
D32,D32,Q,2014-Q1,1093.82
D32,D32,Q,2014-Q2,2069.25
D32,D32,Q,2014-Q3,2332.9
D32,D32,Q,2014-Q4,1652.88
D32,D32,Q,2015-Q1,1257.63
D32,D32,Q,2015-Q2,2324.03
D32,D32,Q,2015-Q3,2627.9
D32,D32,Q,2015-Q4,1862.42
D32,D32,Q,2016-Q1,1384.91
D32,D32,Q,2016-Q2,2535.54
D32,D32,Q,2016-Q3,2904.71
D32,D32,Q,2016-Q4,2099.73
D32,D32,Q,2017-Q1,1536.58
D33,D33,A,1981,692.4
D33,D33,A,1982,907.9
D33,D33,A,1983,898.4
D33,D33,A,1984,942.4
D33,D33,A,1985,1102.9
D33,D33,A,1986,1022.1
D33,D33,A,1987,1108.3
D33,D33,A,1988,1174.8
D33,D33,A,1989,1183.7
D33,D33,A,1990,1384.3
D33,D33,A,1991,1405.1
D33,D33,A,1992,1928.7
D33,D33,A,1993,2821.8
D33,D33,A,1994,3809.6
D33,D33,A,1995,4640.2
D33,D33,A,1996,5257.4
D33,D33,A,1997,6371.8
D33,D33,A,1998,6824.3
D33,D33,A,1999,7694.4
D33,D33,A,2000,9201.5
D33,D33,A,2001,10526.2
D33,D33,A,2002,14032.2
D33,D33,A,2003,15368.7
D33,D33,A,2004,16763.7
D33,D33,A,2005,18285.4
D33,D33,A,2006,22413.1
D33,D33,A,2007,25442.7
D33,D33,A,2008,25748
D33,D33,A,2009,29204.1
D33,D33,A,2010,32673.9
D33,D33,A,2011,56494.78
D33,D33,A,2012,65608.82
D33,D33,A,2013,76914.1
D33,D33,A,2014,84407.81
D33,D33,A,2015,95735.98
D33,D33,A,2016,94500.59
D33,D33,Q,2010-Q1,7223.91
D33,D33,Q,2010-Q2,7772.93
D33,D33,Q,2010-Q3,8708.9
D33,D33,Q,2010-Q4,8968.16
D33,D33,Q,2011-Q1,12408.19
D33,D33,Q,2011-Q2,13655.63
D33,D33,Q,2011-Q3,15789.85
D33,D33,Q,2011-Q4,14641.12
D33,D33,Q,2012-Q1,13445.15
D33,D33,Q,2012-Q2,16438.76
D33,D33,Q,2012-Q3,18393.43
D33,D33,Q,2012-Q4,17331.47
D33,D33,Q,2013-Q1,15532.82
D33,D33,Q,2013-Q2,19064.9
D33,D33,Q,2013-Q3,21979.73
D33,D33,Q,2013-Q4,20336.65
D33,D33,Q,2014-Q1,18206.56
D33,D33,Q,2014-Q2,19677.01
D33,D33,Q,2014-Q3,22375.36
D33,D33,Q,2014-Q4,24148.88
D33,D33,Q,2015-Q1,20599.27
D33,D33,Q,2015-Q2,21760.23
D33,D33,Q,2015-Q3,24615.14
D33,D33,Q,2015-Q4,28761.34
D33,D33,Q,2016-Q1,22187.7
D33,D33,Q,2016-Q2,19473.23
D33,D33,Q,2016-Q3,25813.97
D33,D33,Q,2016-Q4,27025.69
D33,D33,Q,2017-Q1,25492.71
D34,D34,A,1981,80.2
D34,D34,A,1982,84.7
D34,D34,A,1983,96.1
D34,D34,A,1984,109.4
D34,D34,A,1985,102.1
D34,D34,A,1986,112
D34,D34,A,1987,123.3
D34,D34,A,1988,132.3
D34,D34,A,1989,143.2
D34,D34,A,1990,160.2
D34,D34,A,1991,183.9
D34,D34,A,1992,225.6
D34,D34,A,1993,378.6
D34,D34,A,1994,937.3
D34,D34,A,1995,1994.2
D34,D34,A,1996,2955.9
D34,D34,A,1997,3669.1
D34,D34,A,1998,4951.1
D34,D34,A,1999,7143.3
D34,D34,A,2000,9002.3
D34,D34,A,2001,10397.6
D34,D34,A,2002,12847.4
D34,D34,A,2003,13358.9
D34,D34,A,2004,14712.9
D34,D34,A,2005,16204.2
D34,D34,A,2006,17846.7
D34,D34,A,2007,18931.3
D34,D34,A,2008,20015.9
D34,D34,A,2009,21176.3
D34,D34,A,2010,22646.26
D34,D34,A,2011,30013.85
D34,D34,A,2012,42177.54
D34,D34,A,2013,53053.24
D34,D34,A,2014,63545.97
D34,D34,A,2015,72952.66
D34,D34,A,2016,82245.9
D34,D34,Q,2010-Q1,3979.79
D34,D34,Q,2010-Q2,5080.03
D34,D34,Q,2010-Q3,6285.64
D34,D34,Q,2010-Q4,7300.8
D34,D34,Q,2011-Q1,4957.85
D34,D34,Q,2011-Q2,7018.41
D34,D34,Q,2011-Q3,8836.64
D34,D34,Q,2011-Q4,9200.96
D34,D34,Q,2012-Q1,6297.92
D34,D34,Q,2012-Q2,10379.36
D34,D34,Q,2012-Q3,12509.5
D34,D34,Q,2012-Q4,12990.75
D34,D34,Q,2013-Q1,7544.65
D34,D34,Q,2013-Q2,13324.55
D34,D34,Q,2013-Q3,15885.9
D34,D34,Q,2013-Q4,16298.15
D34,D34,Q,2014-Q1,8557.55
D34,D34,Q,2014-Q2,15750.14
D34,D34,Q,2014-Q3,19154.6
D34,D34,Q,2014-Q4,20083.68
D34,D34,Q,2015-Q1,9858.61
D34,D34,Q,2015-Q2,17673.79
D34,D34,Q,2015-Q3,21943.76
D34,D34,Q,2015-Q4,23476.5
D34,D34,Q,2016-Q1,11265.33
D34,D34,Q,2016-Q2,19339.87
D34,D34,Q,2016-Q3,24390.99
D34,D34,Q,2016-Q4,27249.7
D34,D34,Q,2017-Q1,11876.88
D35,D35,A,1981,797.7
D35,D35,A,1982,893.7
D35,D35,A,1983,877.2
D35,D35,A,1984,766.6
D35,D35,A,1985,850.4
D35,D35,A,1986,867.7
D35,D35,A,1987,881.1
D35,D35,A,1988,923.7
D35,D35,A,1989,937.5
D35,D35,A,1990,956.2
D35,D35,A,1991,970.6
D35,D35,A,1992,1291.3
D35,D35,A,1993,1989.3
D35,D35,A,1994,2022.8
D35,D35,A,1995,2167.5
D35,D35,A,1996,2366.8
D35,D35,A,1997,2571.8
D35,D35,A,1998,2806.9
D35,D35,A,1999,3135.2
D35,D35,A,2000,3574.1
D35,D35,A,2001,4074.5
D35,D35,A,2002,4644.9
D35,D35,A,2003,5295.2
D35,D35,A,2004,6036.5
D35,D35,A,2005,6881.6
D35,D35,A,2006,7845
D35,D35,A,2007,8943.3
D35,D35,A,2008,10195.4
D35,D35,A,2009,11622.8
D35,D35,A,2010,15981.28
D35,D35,A,2011,16864.3
D35,D35,A,2012,18962.79
D35,D35,A,2013,21689.43
D35,D35,A,2014,24924.16
D35,D35,A,2015,27729.23
D35,D35,A,2016,28856.04
D35,D35,Q,2010-Q1,3768.08
D35,D35,Q,2010-Q2,3574.64
D35,D35,Q,2010-Q3,3863.25
D35,D35,Q,2010-Q4,4775.3
D35,D35,Q,2011-Q1,3891.38
D35,D35,Q,2011-Q2,4084.86
D35,D35,Q,2011-Q3,3994.31
D35,D35,Q,2011-Q4,4893.75
D35,D35,Q,2012-Q1,4303.94
D35,D35,Q,2012-Q2,4678.92
D35,D35,Q,2012-Q3,4460.25
D35,D35,Q,2012-Q4,5519.68
D35,D35,Q,2013-Q1,4828.49
D35,D35,Q,2013-Q2,5570.7
D35,D35,Q,2013-Q3,5039.32
D35,D35,Q,2013-Q4,6250.93
D35,D35,Q,2014-Q1,5573.3
D35,D35,Q,2014-Q2,6405.32
D35,D35,Q,2014-Q3,5722.98
D35,D35,Q,2014-Q4,7222.56
D35,D35,Q,2015-Q1,6386.13
D35,D35,Q,2015-Q2,7044.94
D35,D35,Q,2015-Q3,6312.6
D35,D35,Q,2015-Q4,7985.56
D35,D35,Q,2016-Q1,7353.17
D35,D35,Q,2016-Q2,7642.36
D35,D35,Q,2016-Q3,6847.87
D35,D35,Q,2016-Q4,7012.65
D35,D35,Q,2017-Q1,8027.49
D36,D36,A,1981,23198.57
D36,D36,A,1982,24704.34
D36,D36,A,1983,24154.52
D36,D36,A,1984,25190.4
D36,D36,A,1985,25461.57
D36,D36,A,1986,26831.65
D36,D36,A,1987,28829.91
D36,D36,A,1988,30957.97
D36,D36,A,1989,33091.86
D36,D36,A,1990,38657.17
D36,D36,A,1991,47107.25
D36,D36,A,1992,54747.58
D36,D36,A,1993,67566.51
D36,D36,A,1994,73498.46
D36,D36,A,1995,86361.79
D36,D36,A,1996,101568.83
D36,D36,A,1997,119115.04
D36,D36,A,1998,141956.19
D36,D36,A,1999,174176.25
