Year,Place,StatVar,Quantity
2015,country/USA,dcid:Count_Person_NAICSOtherServices_SOCServiceOccupation,2764109.184
2015,geoId/01,dcid:Count_Person_NAICSOtherServices_SOCServiceOccupation,38700.95
2015,geoId/10,dcid:Count_Person_NAICSOtherServices_SOCServiceOccupation,7086.77
2015,country/USA,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCServiceOccupation,14396.402
2015,geoId/01,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCServiceOccupation,1060.3
2015,geoId/10,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCServiceOccupation,540.68
2015,country/USA,dcid:Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,1000549.939
2015,geoId/01,dcid:Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,15480.38
2015,geoId/10,dcid:Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,2452.37
2015,country/USA,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,7198.201
2015,geoId/01,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,848.24
2015,geoId/10,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,347.58
2015,country/USA,dcid:Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,1108522.954
2015,geoId/01,dcid:Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,16858.77
2015,geoId/10,dcid:Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,3205.46
2015,country/USA,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,7198.201
2015,geoId/01,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,954.27
2015,geoId/10,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,366.89
2015,country/USA,dcid:Count_Person_NAICSOtherServices_SOCProductionTransportationMaterialMovingOccupation,748612.904
2015,geoId/01,dcid:Count_Person_NAICSOtherServices_SOCProductionTransportationMaterialMovingOccupation,10603.0
2015,geoId/10,dcid:Count_Person_NAICSOtherServices_SOCProductionTransportationMaterialMovingOccupation,1853.76
2015,country/USA,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCProductionTransportationMaterialMovingOccupation,7198.201
2015,geoId/01,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCProductionTransportationMaterialMovingOccupation,848.24
2015,geoId/10,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCProductionTransportationMaterialMovingOccupation,328.27
2015,country/USA,dcid:Count_Person_NAICSPublicAdministration,6996990.0
2015,geoId/01,dcid:Count_Person_NAICSPublicAdministration,114994.0
2015,geoId/10,dcid:Count_Person_NAICSPublicAdministration,24683.0
2015,country/USA,dcid:MarginOfError_Count_Person_NAICSPublicAdministration,36503
2015,geoId/01,dcid:MarginOfError_Count_Person_NAICSPublicAdministration,2659
2015,geoId/10,dcid:MarginOfError_Count_Person_NAICSPublicAdministration,991
2015,country/USA,dcid:Count_Person_NAICSPublicAdministration_SOCManagementBusinessScienceArtsOccupation,2889756.87
2015,geoId/01,dcid:Count_Person_NAICSPublicAdministration_SOCManagementBusinessScienceArtsOccupation,48297.48
2015,geoId/10,dcid:Count_Person_NAICSPublicAdministration_SOCManagementBusinessScienceArtsOccupation,10687.739
2015,country/USA,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCManagementBusinessScienceArtsOccupation,6996.99
2015,geoId/01,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCManagementBusinessScienceArtsOccupation,1264.934
2015,geoId/10,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCManagementBusinessScienceArtsOccupation,493.66
2015,country/USA,dcid:Count_Person_NAICSPublicAdministration_SOCServiceOccupation,2225042.82
2015,geoId/01,dcid:Count_Person_NAICSPublicAdministration_SOCServiceOccupation,31853.338
2015,geoId/10,dcid:Count_Person_NAICSPublicAdministration_SOCServiceOccupation,6590.361
2015,country/USA,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCServiceOccupation,6996.99
2015,geoId/01,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCServiceOccupation,1149.94
2015,geoId/10,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCServiceOccupation,444.294
2015,country/USA,dcid:Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,1420388.97
2015,geoId/01,dcid:Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,24263.734
2015,geoId/10,dcid:Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,4985.966
2015,country/USA,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,6996.99
2015,geoId/01,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,1034.946
2015,geoId/10,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,370.245
2015,country/USA,dcid:Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,286876.59
2015,geoId/01,dcid:Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,6209.676
2015,geoId/10,dcid:Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,1357.565
2015,country/USA,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,6996.99
2015,geoId/01,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,459.976
2015,geoId/10,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,222.147
2015,country/USA,dcid:Count_Person_NAICSPublicAdministration_SOCProductionTransportationMaterialMovingOccupation,174924.75
2015,geoId/01,dcid:Count_Person_NAICSPublicAdministration_SOCProductionTransportationMaterialMovingOccupation,4484.766
2015,geoId/10,dcid:Count_Person_NAICSPublicAdministration_SOCProductionTransportationMaterialMovingOccupation,1061.369
2015,country/USA,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCProductionTransportationMaterialMovingOccupation,6996.99
2015,geoId/01,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCProductionTransportationMaterialMovingOccupation,459.976
2015,geoId/10,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCProductionTransportationMaterialMovingOccupation,271.513
2014,country/USA,dcid:Count_Person,0100000US
2014,geoId/01,dcid:Count_Person,0400000US01
2014,geoId/10,dcid:Count_Person,0400000US10
2014,country/USA,dcid:Count_Person_Civilian_Employed,143435233.0
2014,geoId/01,dcid:Count_Person_Civilian_Employed,2010453.0
2014,geoId/10,dcid:Count_Person_Civilian_Employed,426103.0
2014,country/USA,dcid:MarginOfError_Count_Person_Civilian_Employed,129103
2014,geoId/01,dcid:MarginOfError_Count_Person_Civilian_Employed,6237
2014,geoId/10,dcid:MarginOfError_Count_Person_Civilian_Employed,2480
2014,country/USA,dcid:Count_Person_SOCManagementBusinessScienceArtsOccupation,52210424.812
2014,geoId/01,dcid:Count_Person_SOCManagementBusinessScienceArtsOccupation,661439.037
2014,geoId/10,dcid:Count_Person_SOCManagementBusinessScienceArtsOccupation,162345.243
2014,country/USA,dcid:MarginOfError_Count_Person_SOCManagementBusinessScienceArtsOccupation,143435.233
2014,geoId/01,dcid:MarginOfError_Count_Person_SOCManagementBusinessScienceArtsOccupation,6031.359
2014,geoId/10,dcid:MarginOfError_Count_Person_SOCManagementBusinessScienceArtsOccupation,2130.515
2014,country/USA,dcid:Count_Person_SOCServiceOccupation,26105212.406
2014,geoId/01,dcid:Count_Person_SOCServiceOccupation,339766.557
2014,geoId/10,dcid:Count_Person_SOCServiceOccupation,77124.643
2014,country/USA,dcid:MarginOfError_Count_Person_SOCServiceOccupation,143435.233
2014,geoId/01,dcid:MarginOfError_Count_Person_SOCServiceOccupation,6031.359
2014,geoId/10,dcid:MarginOfError_Count_Person_SOCServiceOccupation,1704.412
2014,country/USA,dcid:Count_Person_SOCSalesOfficeOccupation,34998196.852
2014,geoId/01,dcid:Count_Person_SOCSalesOfficeOccupation,490550.532
2014,geoId/10,dcid:Count_Person_SOCSalesOfficeOccupation,103969.132
2014,country/USA,dcid:MarginOfError_Count_Person_SOCSalesOfficeOccupation,143435.233
2014,geoId/01,dcid:MarginOfError_Count_Person_SOCSalesOfficeOccupation,4020.906
2014,geoId/10,dcid:MarginOfError_Count_Person_SOCSalesOfficeOccupation,1704.412
2014,country/USA,dcid:Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,12909170.97
2014,geoId/01,dcid:Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,203055.753
2014,geoId/10,dcid:Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,36644.858
2014,country/USA,dcid:MarginOfError_Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,143435.233
2014,geoId/01,dcid:MarginOfError_Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,4020.906
2014,geoId/10,dcid:MarginOfError_Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,1278.309
2014,country/USA,dcid:Count_Person_SOCProductionTransportationMaterialMovingOccupation,17355663.193
2014,geoId/01,dcid:Count_Person_SOCProductionTransportationMaterialMovingOccupation,315641.121
2014,geoId/10,dcid:Count_Person_SOCProductionTransportationMaterialMovingOccupation,46019.124
2014,country/USA,dcid:MarginOfError_Count_Person_SOCProductionTransportationMaterialMovingOccupation,143435.233
2014,geoId/01,dcid:MarginOfError_Count_Person_SOCProductionTransportationMaterialMovingOccupation,4020.906
2014,geoId/10,dcid:MarginOfError_Count_Person_SOCProductionTransportationMaterialMovingOccupation,1704.412
2014,country/USA,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,2807292.0
2014,geoId/01,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,35294.0
2014,geoId/10,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,4307.0
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,13831
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,1417
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction,489
2014,country/USA,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCManagementBusinessScienceArtsOccupation,926406.36
2014,geoId/01,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCManagementBusinessScienceArtsOccupation,9670.556
2014,geoId/10,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCManagementBusinessScienceArtsOccupation,1580.669
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCManagementBusinessScienceArtsOccupation,5614.584
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCManagementBusinessScienceArtsOccupation,741.174
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCManagementBusinessScienceArtsOccupation,185.201
2014,country/USA,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCServiceOccupation,98255.22
2014,geoId/01,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCServiceOccupation,988.232
2014,geoId/10,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCServiceOccupation,301.49
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCServiceOccupation,2807.292
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCServiceOccupation,211.764
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCServiceOccupation,107.675
2014,country/USA,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,171244.812
2014,geoId/01,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,1976.464
2014,geoId/10,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,366.095
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,2807.292
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,282.352
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,111.982
2014,country/USA,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,1336270.992
2014,geoId/01,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,17223.472
2014,geoId/10,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,1576.362
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,5614.584
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,705.88
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,228.271
2014,country/USA,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCProductionTransportationMaterialMovingOccupation,275114.616
2014,geoId/01,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCProductionTransportationMaterialMovingOccupation,5435.276
2014,geoId/10,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCProductionTransportationMaterialMovingOccupation,482.384
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCProductionTransportationMaterialMovingOccupation,2807.292
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCProductionTransportationMaterialMovingOccupation,529.41
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCProductionTransportationMaterialMovingOccupation,142.131
2014,country/USA,dcid:Count_Person_NAICSConstruction,8843718.0
2014,geoId/01,dcid:Count_Person_NAICSConstruction,133297.0
2014,geoId/10,dcid:Count_Person_NAICSConstruction,25763.0
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSConstruction,33734
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSConstruction,2663
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSConstruction,1204
2014,country/USA,dcid:Count_Person_NAICSConstruction_SOCManagementBusinessScienceArtsOccupation,1468057.188
2014,geoId/01,dcid:Count_Person_NAICSConstruction_SOCManagementBusinessScienceArtsOccupation,20927.629
2014,geoId/10,dcid:Count_Person_NAICSConstruction_SOCManagementBusinessScienceArtsOccupation,4508.525
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCManagementBusinessScienceArtsOccupation,8843.718
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCManagementBusinessScienceArtsOccupation,1066.376
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCManagementBusinessScienceArtsOccupation,437.971
2014,country/USA,dcid:Count_Person_NAICSConstruction_SOCServiceOccupation,61906.026
2014,geoId/01,dcid:Count_Person_NAICSConstruction_SOCServiceOccupation,1066.376
2014,geoId/10,dcid:Count_Person_NAICSConstruction_SOCServiceOccupation,231.867
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCServiceOccupation,8843.718
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCServiceOccupation,266.594
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCServiceOccupation,128.815
2014,country/USA,dcid:Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,574841.67
2014,geoId/01,dcid:Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,8664.305
2014,geoId/10,dcid:Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,1597.306
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,8843.718
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,533.188
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,231.867
2014,country/USA,dcid:Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,6340945.806
2014,geoId/01,dcid:Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,94240.979
2014,geoId/10,dcid:Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,18317.493
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,8843.718
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,1332.97
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,541.023
2014,country/USA,dcid:Count_Person_NAICSConstruction_SOCProductionTransportationMaterialMovingOccupation,406811.028
2014,geoId/01,dcid:Count_Person_NAICSConstruction_SOCProductionTransportationMaterialMovingOccupation,8397.711
2014,geoId/10,dcid:Count_Person_NAICSConstruction_SOCProductionTransportationMaterialMovingOccupation,1107.809
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCProductionTransportationMaterialMovingOccupation,8843.718
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCProductionTransportationMaterialMovingOccupation,666.485
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCProductionTransportationMaterialMovingOccupation,180.341
2014,country/USA,dcid:Count_Person_NAICSManufacturing,14955235.0
2014,geoId/01,dcid:Count_Person_NAICSManufacturing,276563.0
2014,geoId/10,dcid:Count_Person_NAICSManufacturing,39704.0
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSManufacturing,38544
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSManufacturing,3946
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSManufacturing,1572
2014,country/USA,dcid:Count_Person_NAICSManufacturing_SOCManagementBusinessScienceArtsOccupation,4366928.62
2014,geoId/01,dcid:Count_Person_NAICSManufacturing_SOCManagementBusinessScienceArtsOccupation,51993.844
2014,geoId/10,dcid:Count_Person_NAICSManufacturing_SOCManagementBusinessScienceArtsOccupation,13975.808
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCManagementBusinessScienceArtsOccupation,14955.235
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCManagementBusinessScienceArtsOccupation,1382.815
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCManagementBusinessScienceArtsOccupation,635.264
2014,country/USA,dcid:Count_Person_NAICSManufacturing_SOCServiceOccupation,269194.23
2014,geoId/01,dcid:Count_Person_NAICSManufacturing_SOCServiceOccupation,6914.075
2014,geoId/10,dcid:Count_Person_NAICSManufacturing_SOCServiceOccupation,754.376
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCServiceOccupation,14955.235
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCServiceOccupation,829.689
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCServiceOccupation,198.52
2014,country/USA,dcid:Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,2063822.43
2014,geoId/01,dcid:Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,29868.804
2014,geoId/10,dcid:Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,5161.52
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,14955.235
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,1106.252
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,516.152
2014,country/USA,dcid:Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,957135.04
2014,geoId/01,dcid:Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,23784.418
2014,geoId/10,dcid:Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,3374.84
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,14955.235
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,1106.252
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,436.744
2014,country/USA,dcid:Count_Person_NAICSManufacturing_SOCProductionTransportationMaterialMovingOccupation,7298154.68
2014,geoId/01,dcid:Count_Person_NAICSManufacturing_SOCProductionTransportationMaterialMovingOccupation,164278.422
2014,geoId/10,dcid:Count_Person_NAICSManufacturing_SOCProductionTransportationMaterialMovingOccupation,16437.456
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCProductionTransportationMaterialMovingOccupation,29910.47
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCProductionTransportationMaterialMovingOccupation,2212.504
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCProductionTransportationMaterialMovingOccupation,754.376
2014,country/USA,dcid:Count_Person_NAICSWholesaleTrade,3937598.0
2014,geoId/01,dcid:Count_Person_NAICSWholesaleTrade,51821.0
2014,geoId/10,dcid:Count_Person_NAICSWholesaleTrade,8592.0
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade,14904
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade,1433
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade,624
2014,country/USA,dcid:Count_Person_NAICSWholesaleTrade_SOCManagementBusinessScienceArtsOccupation,728455.63
2014,geoId/01,dcid:Count_Person_NAICSWholesaleTrade_SOCManagementBusinessScienceArtsOccupation,7151.298
2014,geoId/10,dcid:Count_Person_NAICSWholesaleTrade_SOCManagementBusinessScienceArtsOccupation,1400.496
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCManagementBusinessScienceArtsOccupation,3937.598
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCManagementBusinessScienceArtsOccupation,466.389
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCManagementBusinessScienceArtsOccupation,214.8
2014,country/USA,dcid:Count_Person_NAICSWholesaleTrade_SOCServiceOccupation,55126.372
2014,geoId/01,dcid:Count_Person_NAICSWholesaleTrade_SOCServiceOccupation,777.315
2014,geoId/10,dcid:Count_Person_NAICSWholesaleTrade_SOCServiceOccupation,120.288
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCServiceOccupation,3937.598
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCServiceOccupation,207.284
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCServiceOccupation,77.328
2014,country/USA,dcid:Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,2055426.156
2014,geoId/01,dcid:Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,27102.383
2014,geoId/10,dcid:Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,4081.2
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,7875.196
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,725.494
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,292.128
2014,country/USA,dcid:Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,204755.096
2014,geoId/01,dcid:Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,3212.902
2014,geoId/10,dcid:Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,610.032
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,3937.598
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,414.568
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,171.84
2014,country/USA,dcid:Count_Person_NAICSWholesaleTrade_SOCProductionTransportationMaterialMovingOccupation,893834.746
2014,geoId/01,dcid:Count_Person_NAICSWholesaleTrade_SOCProductionTransportationMaterialMovingOccupation,13577.102
2014,geoId/10,dcid:Count_Person_NAICSWholesaleTrade_SOCProductionTransportationMaterialMovingOccupation,2379.984
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCProductionTransportationMaterialMovingOccupation,7875.196
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCProductionTransportationMaterialMovingOccupation,673.673
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCProductionTransportationMaterialMovingOccupation,266.352
2014,country/USA,dcid:Count_Person_NAICSRetailTrade,16598718.0
2014,geoId/01,dcid:Count_Person_NAICSRetailTrade,242403.0
2014,geoId/10,dcid:Count_Person_NAICSRetailTrade,51902.0
2014,country/USA,dcid:MarginOfError_Count_Person_NAICSRetailTrade,30313
2014,geoId/01,dcid:MarginOfError_Count_Person_NAICSRetailTrade,3573
2014,geoId/10,dcid:MarginOfError_Count_Person_NAICSRetailTrade,1723
2014,country/USA,dcid:Count_Person_NAICSRetailTrade_SOCManagementBusinessScienceArtsOccupation,1842457.698
2014,geoId/01,dcid:Count_Person_NAICSRetailTrade_SOCManagementBusinessScienceArtsOccupation,24482.703
2014,geoId/10,dcid:Count_Person_NAICSRetailTrade_SOCManagementBusinessScienceArtsOccupation,5242.102
