"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"PK","8","Albania","01","PK01","Petroleum coke - Production","1999","Metric tons,  thousand","66",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","1998","Metric tons,  thousand","58",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","1997","Metric tons,  thousand","34",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","1996","Metric tons,  thousand","61",""
"PK","8","Albania","01","PK01","Petroleum coke - Production","1995","Metric tons,  thousand","69",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","1999","Metric tons,  thousand","66",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","1998","Metric tons,  thousand","58",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","1997","Metric tons,  thousand","34",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","1996","Metric tons,  thousand","61",""
"PK","8","Albania","013","PK013","Petroleum coke - production from refineries","1995","Metric tons,  thousand","69",""
"PK","8","Albania","03","PK03","Petroleum coke - Imports","1999","Metric tons,  thousand","95",""
"PK","8","Albania","04","PK04","Petroleum coke - Exports","1999","Metric tons,  thousand","0",""
"PK","8","Albania","09","PK09","Petroleum coke - Energy industries own use","1999","Metric tons,  thousand","17",""
"PK","8","Albania","09","PK09","Petroleum coke - Energy industries own use","1998","Metric tons,  thousand","13","1"
"PK","8","Albania","09","PK09","Petroleum coke - Energy industries own use","1997","Metric tons,  thousand","12","1"
"PK","8","Albania","09","PK09","Petroleum coke - Energy industries own use","1996","Metric tons,  thousand","10","1"
"PK","8","Albania","09","PK09","Petroleum coke - Energy industries own use","1995","Metric tons,  thousand","10","1"
"PK","8","Albania","0925","PK0925","Petroleum coke - Own use by oil refineries","1999","Metric tons,  thousand","17",""
"PK","8","Albania","0925","PK0925","Petroleum coke - Own use by oil refineries","1998","Metric tons,  thousand","13","1"
"PK","8","Albania","0925","PK0925","Petroleum coke - Own use by oil refineries","1997","Metric tons,  thousand","12","1"
"PK","8","Albania","0925","PK0925","Petroleum coke - Own use by oil refineries","1996","Metric tons,  thousand","10","1"
"PK","8","Albania","0925","PK0925","Petroleum coke - Own use by oil refineries","1995","Metric tons,  thousand","10","1"
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","1999","Metric tons,  thousand","129",""
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","1998","Metric tons,  thousand","45","1"
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","1997","Metric tons,  thousand","22","1"
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","1996","Metric tons,  thousand","51","1"
"PK","8","Albania","12","PK12","Petroleum Coke - Final energy consumption","1995","Metric tons,  thousand","59","1"
"PK","8","Albania","121","PK121","Petroleum coke - Consumption by manufacturing, construction and non-fuel mining industry","1999","Metric tons,  thousand","103",""
