"observationPeriods","Units","StatVar","MeasurementMethods","ScalingFactors","MinDate","NumPlaces"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ServicesLessMedicalCareServices","[BLSUnchained]","[]","2011-01","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_AllItemsLessEnergy","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_SportsAndGroupExerciseClubFees","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_OtherCondiments","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_NonfrozenNoncarbonatedJuicesAndDrinks","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Butter","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1990Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_ChildCareAndNurserySchool","[BLSUnchained]","[]","2011-11","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_BaconAndRelatedProducts","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_Bananas","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember2009Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MedicalEquipmentAndSupplies","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_SugarAndArtificialSweeteners","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_BabyFood","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember2009Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_LandlineTelephoneService","[BLSUnchained]","[]","2012-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PhotographersAndPhotoProcessing","[BLSUnchained]","[]","2018-01","1"
"[P1M]","[IndexPointBasePeriodDecember1990Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_DayCareAndPreschool","[BLSUnchained]","[]","2019-01","1"
"[P1M]","[IndexPointBasePeriodDecember2009Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_VideoAndAudioServices","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_VideoDiscsAndOtherMedia","[BLSUnchained]","[]","2012-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_InfantsAndToddlersApparel","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1999Equals100, IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_EducationAndCommunication","[BLSChained, BLSUnchained]","[]","2011-11","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_CollegeTuitionAndFees","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_FreshCakesAndCupcakes","[BLSUnchained]","[]","2012-11","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_CheeseAndRelatedProducts","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanWageEarnerAndClericalWorker_ServicesLessEnergyServices","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_LodgingAwayFromHome","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_AdmissionToMoviesTheatersAndConcerts","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Chicken","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_UncookedBeefRoasts","[BLSUnchained]","[]","2012-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_OtherBeverageMaterialsIncludingTea","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FoodAtHome","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1990Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_ChildCareAndNurserySchool","[BLSUnchained]","[]","2011-11","1"
"[P1Y]","[IndexPointBasePeriodDecember2007Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_ComputersOrPeripheralsOrSmartHomeAssistantDevices","[BLSUnchained]","[]","2018-12","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ShipFare","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_OtherServices","[BLSUnchained]","[]","2011-11","1"
"[P1Y]","[IndexPointBasePeriodDecember2009Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_RecreationServices","[BLSUnchained]","[]","2011-12","1"
"[P1Y]","[IndexPointBasePeriodDecember1999Equals100, IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_Education","[BLSChained, BLSUnchained]","[]","2011-12","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_OtherFreshVegetables","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_OtherFoodAtHome","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanWageEarnerAndClericalWorker_CerealsAndBakeryProducts","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanWageEarnerAndClericalWorker_MedicalCareCommodities","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_Frankfurters","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_OtherLinens","[BLSUnchained]","[]","2012-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HousekeepingSupplies","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1999Equals100, IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Energy","[BLSChained, BLSUnchained]","[]","2011-01","1"
"[P1Y]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_ComputerSoftwareAndAccessories","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Rice","[BLSUnchained]","[]","2012-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CerealsAndCerealProducts","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Pork","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FreshVegetables","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanWageEarnerAndClericalWorker_MedicalCareServices","[BLSUnchained]","[]","2011-11","1"
"[P1Y]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_WomenUnderwearOrNightwearOrSportswearOrAccessories","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_NonfrozenNoncarbonatedJuicesAndDrinks","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BaconAndRelatedProducts","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BoysAndGirlsFootwear","[BLSUnchained]","[]","2011-01","1"
"[P1Y]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_FrozenNoncarbonatedJuicesAndDrinks","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_AlcoholicBeveragesAndBeverageMaterials","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherMiscellaneousFoods","[BLSUnchained]","[]","2011-01","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanWageEarnerAndClericalWorker_FoodAwayFromHome","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_DishesAndFlatware","[BLSUnchained]","[]","2012-11","1"
"[P1M]","[IndexPointBasePeriodDecember2009Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_OtherGoods","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_ParkingFeesAndTolls","[BLSUnchained]","[]","2011-11","1"
"[P1Y]","[IndexPointBasePeriodDecember2009Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_HouseholdFurnishingsAndSupplies","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TelephoneServices","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_PetServicesIncludingVeterinary","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_SewingMachinesFabricAndSupplies","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember2009Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_IntracityMassTransit","[BLSUnchained]","[]","2012-01","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_PetsAndPetProducts","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MotorOilCoolantAndFluids","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BreadOtherThanWhite","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanWageEarnerAndClericalWorker_FoodAwayFromHome","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_VeterinarianServices","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_LaundryEquipment","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_VideoDiscsAndOtherMedia","[BLSUnchained]","[]","2012-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_OtherBakeryProducts","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CommoditiesLessFoodAndBeverages","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_OtherRecreationServices","[BLSUnchained]","[]","2011-11","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanWageEarnerAndClericalWorker_PhysiciansServices","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriodDecember2005Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_CareOfInvalidsAndElderlyAtHome","[BLSUnchained]","[]","2012-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OrangesIncludingTangerines","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_PrescriptionDrugs","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MovingStorageFreightExpense","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1999Equals100, IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_EducationAndCommunication","[BLSChained, BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_NonalcoholicBeveragesAndBeverageMaterials","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember2019Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Smartphones","[BLSUnchained]","[]","2021-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_MedicalCareCommodities","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HouseholdCleaningProducts","[BLSUnchained]","[]","2012-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FreshFishAndSeafood","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_DistilledSpiritsExcludingWhiskeyAtHome","[BLSUnchained]","[]","2011-11","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_InstantCoffee","[BLSUnchained]","[]","2017-12","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanWageEarnerAndClericalWorker_AllItemsLessFoodAndEnergy","[BLSUnchained]","[]","2011-12","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_MensFootwear","[BLSUnchained]","[]","2011-12","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_IntracityTransportation","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriodDecember1986Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_FuneralExpenses","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_BeerAleAndOtherMaltBeveragesAtHome","[BLSUnchained]","[]","2011-11","1"
"[P1Y]","[IndexPointBasePeriodDecember2009Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_ResidentialTelephoneServices","[BLSUnchained]","[]","2021-12","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_MeatsPoultryFishAndEggs","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_CommoditiesLessFoodEnergyAndUsedCarsAndTrucks","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FreshWholeMilk","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PhotographicEquipment","[BLSUnchained]","[]","2011-01","1"
"[P1Y]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanWageEarnerAndClericalWorker_Energy","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_VehiclePartsAndEquipmentOtherThanTires","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_MensSuitsSportCoatsAndOuterwear","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember2019Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_Smartphones","[BLSUnchained]","[]","2021-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FreshFishAndSeafood","[BLSUnchained]","[]","2012-01","1"
"[P1Y]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_OutdoorEquipmentAndSupplies","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanWageEarnerAndClericalWorker_NonalcoholicBeveragesAndBeverageMaterials","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_MonthOnChange_UrbanConsumer_Margarine","[BLSUnchained]","[]","2011-11","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Milk","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BreadOtherThanWhite","[BLSUnchained]","[]","2012-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MusicInstrumentsAndAccessories","[BLSUnchained]","[]","2011-01","1"
"[P1Y]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_GrowthRate_ConsumerPriceIndex_ConsumerGoodsAndServices_YearOnChange_UrbanConsumer_WomensSuitsAndSeparates","[BLSUnchained]","[]","2011-12","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AllItemsLessFoodAndEnergy","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriod1982_1984Equals100]","SeasonallyAdjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Bananas","[BLSUnchained]","[]","2011-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_VideoDiscAndOtherMediaRental","[BLSUnchained]","[]","2017-01","1"
"[P1M]","[IndexPointBasePeriodDecember1997Equals100]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_UncookedBeefSteaks","[BLSUnchained]","[]","2011-01","1"
