Date,Count_MedicalConditionIncident_COVID_19_PatientHospitalizedWithSymptoms,Count_MedicalConditionIncident_COVID_19_PatientInICU,Count_MedicalConditionIncident_COVID_19_PatientHospitalized,Count_MedicalConditionIncident_COVID_19_PatientInHomeIsolation,Count_MedicalConditionIncident_COVID_19_ActiveCase,IncrementalCount_MedicalConditionIncident_COVID_19_PositiveCase,IncrementalCount_MedicalConditionIncident_COVID_19_ActiveCase,CumulativeCount_MedicalConditionIncident_COVID_19_PatientRecovered,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,PositiveCasesFromClinicActivity,PositiveCasesFromSurveyAndTest,CumulativeCount_MedicalConditionIncident_COVID_19_PositiveCase,CumulativeCount_MedicalTest_COVID_19,CumulativeCount_Person_COVID_19_Tested,Location
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,5,,nuts/ITF1
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF5
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,1,,nuts/ITF6
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,10,,nuts/ITF3
2020-02-24,10,2,12,6,18,0,18,0,0,,,18,148,,nuts/ITH5
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,58,,nuts/ITH4
2020-02-24,1,1,2,0,2,0,2,1,0,,,3,124,,nuts/ITI4
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,1,,nuts/ITC3
2020-02-24,76,19,95,71,166,0,166,0,6,,,172,1463,,nuts/ITC4
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,16,,nuts/ITI3
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF2
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,1,,nuts/ITH1
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,3,,nuts/ITH2
2020-02-24,2,0,2,1,3,0,3,0,0,,,3,141,,nuts/ITC1
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF4
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,1,,nuts/ITG2
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,5,,nuts/ITG1
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,140,,nuts/ITI1
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITI2
2020-02-24,0,0,0,0,0,0,0,0,0,,,0,7,,nuts/ITC2
2020-02-24,12,4,16,16,32,0,32,0,1,,,33,2200,,nuts/ITH3
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,5,,nuts/ITF1
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF5
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,2,,nuts/ITF6
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,10,,nuts/ITF3
2020-02-25,15,2,17,9,26,8,8,0,0,,,26,391,,nuts/ITH5
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,89,,nuts/ITH4
2020-02-25,1,1,2,0,2,0,0,1,0,,,3,124,,nuts/ITI4
2020-02-25,1,0,1,0,1,1,1,0,0,,,1,39,,nuts/ITC3
2020-02-25,79,25,104,127,231,65,68,0,9,,,240,3700,,nuts/ITC4
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,21,,nuts/ITI3
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF2
2020-02-25,1,0,1,0,1,1,1,0,0,,,1,1,,nuts/ITH1
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,3,,nuts/ITH2
2020-02-25,2,0,2,1,3,0,0,0,0,,,3,141,,nuts/ITC1
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF4
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,1,,nuts/ITG2
2020-02-25,1,0,1,2,3,3,3,0,0,,,3,5,,nuts/ITG1
2020-02-25,2,0,2,0,2,2,2,0,0,,,2,296,,nuts/ITI1
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,8,,nuts/ITI2
2020-02-25,0,0,0,0,0,0,0,0,0,,,0,7,,nuts/ITC2
2020-02-25,12,7,19,23,42,10,10,0,1,,,43,3780,,nuts/ITH3
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,13,,nuts/ITF1
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF5
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,3,,nuts/ITF6
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,10,,nuts/ITF3
2020-02-26,20,3,23,23,46,20,21,0,1,,,47,577,,nuts/ITH5
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,114,,nuts/ITH4
2020-02-26,0,0,0,0,0,-2,0,3,0,,,3,124,,nuts/ITI4
2020-02-26,6,0,6,5,11,10,10,0,0,,,11,66,,nuts/ITC3
2020-02-26,79,25,104,145,249,18,18,0,9,,,258,3208,,nuts/ITC4
2020-02-26,1,0,1,0,1,1,1,0,0,,,1,28,,nuts/ITI3
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF2
2020-02-26,1,0,1,0,1,0,0,0,0,,,1,1,,nuts/ITH1
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,3,,nuts/ITH2
2020-02-26,2,0,2,1,3,0,0,0,0,,,3,156,,nuts/ITC1
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF4
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,1,,nuts/ITG2
2020-02-26,1,0,1,2,3,0,0,0,0,,,3,5,,nuts/ITG1
2020-02-26,2,0,2,0,2,0,0,0,0,,,2,363,,nuts/ITI1
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,8,,nuts/ITI2
2020-02-26,0,0,0,0,0,0,0,0,0,,,0,7,,nuts/ITC2
2020-02-26,16,8,24,45,69,27,28,0,2,,,71,4900,,nuts/ITH3
2020-02-27,1,0,1,0,1,1,1,0,0,,,1,33,,nuts/ITF1
2020-02-27,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF5
2020-02-27,0,0,0,0,0,0,0,0,0,,,0,14,,nuts/ITF6
2020-02-27,2,0,2,1,3,3,3,0,0,,,3,10,,nuts/ITF3
2020-02-27,36,6,42,54,96,50,50,0,1,,,97,1033,,nuts/ITH5
2020-02-27,0,0,0,0,0,0,0,0,0,,,0,141,,nuts/ITH4
2020-02-27,0,0,0,0,0,0,0,3,0,,,3,552,,nuts/ITI4
2020-02-27,9,0,9,10,19,8,8,0,0,,,19,78,,nuts/ITC3
2020-02-27,172,41,213,136,349,100,145,40,14,,,403,3320,,nuts/ITC4
2020-02-27,2,1,3,0,3,2,2,0,0,,,3,46,,nuts/ITI3
2020-02-27,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF2
2020-02-27,1,0,1,0,1,0,0,0,0,,,1,2,,nuts/ITH1
2020-02-27,0,0,0,0,0,0,0,0,0,,,0,32,,nuts/ITH2
2020-02-27,2,0,2,0,2,-1,-1,0,0,,,2,156,,nuts/ITC1
2020-02-27,1,0,1,0,1,1,1,0,0,,,1,0,,nuts/ITF4
2020-02-27,0,0,0,0,0,0,0,0,0,,,0,1,,nuts/ITG2
2020-02-27,1,0,1,1,2,-1,1,2,0,,,4,5,,nuts/ITG1
2020-02-27,2,0,2,0,2,0,0,0,0,,,2,410,,nuts/ITI1
2020-02-27,0,0,0,0,0,0,0,0,0,,,0,8,,nuts/ITI2
2020-02-27,0,0,0,0,0,0,0,0,0,,,0,9,,nuts/ITC2
2020-02-27,19,8,27,82,109,40,40,0,2,,,111,6164,,nuts/ITH3
2020-02-28,1,0,1,0,1,0,0,0,0,,,1,33,,nuts/ITF1
2020-02-28,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF5
2020-02-28,0,0,0,1,1,1,1,0,0,,,1,21,,nuts/ITF6
2020-02-28,2,0,2,2,4,1,1,0,0,,,4,213,,nuts/ITF3
2020-02-28,56,6,62,81,143,47,48,0,2,,,145,1277,,nuts/ITH5
2020-02-28,0,0,0,0,0,0,0,0,0,,,0,169,,nuts/ITH4
2020-02-28,0,0,0,0,0,0,0,3,0,,,3,611,,nuts/ITI4
2020-02-28,9,0,9,10,19,0,0,0,0,,,19,112,,nuts/ITC3
2020-02-28,235,47,282,192,474,125,128,40,17,,,531,4835,,nuts/ITC4
2020-02-28,3,2,5,1,6,3,3,0,0,,,6,47,,nuts/ITI3
2020-02-28,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF2
2020-02-28,1,0,1,0,1,0,0,0,0,,,1,2,,nuts/ITH1
2020-02-28,0,0,0,0,0,0,0,0,0,,,0,32,,nuts/ITH2
2020-02-28,7,0,7,4,11,9,9,0,0,,,11,227,,nuts/ITC1
2020-02-28,1,0,1,2,3,2,2,0,0,,,3,242,,nuts/ITF4
2020-02-28,0,0,0,0,0,0,0,0,0,,,0,1,,nuts/ITG2
2020-02-28,1,0,1,1,2,0,0,2,0,,,4,5,,nuts/ITG1
2020-02-28,5,0,5,2,7,5,6,1,0,,,8,437,,nuts/ITI1
2020-02-28,0,0,0,0,0,0,0,0,0,,,0,8,,nuts/ITI2
2020-02-28,0,0,0,0,0,0,0,0,0,,,0,9,,nuts/ITC2
2020-02-28,24,9,33,116,149,40,40,0,2,,,151,7414,,nuts/ITH3
2020-02-29,2,0,2,0,2,1,1,0,0,,,2,43,,nuts/ITF1
2020-02-29,0,0,0,0,0,0,0,0,0,,,0,32,,nuts/ITF5
2020-02-29,0,0,0,1,1,0,0,0,0,,,1,27,,nuts/ITF6
2020-02-29,3,0,3,10,13,9,9,0,0,,,13,373,,nuts/ITF3
2020-02-29,86,11,97,116,213,70,72,0,4,,,217,1550,,nuts/ITH5
2020-02-29,0,0,0,0,0,0,0,0,0,,,0,189,,nuts/ITH4
2020-02-29,3,0,3,0,3,3,3,3,0,,,6,679,,nuts/ITI4
2020-02-29,4,1,5,33,38,19,23,4,0,,,42,121,,nuts/ITC3
2020-02-29,256,80,336,216,552,78,84,40,23,,,615,5723,,nuts/ITC4
2020-02-29,6,2,8,3,11,5,5,0,0,,,11,68,,nuts/ITI3
2020-02-29,0,0,0,0,0,0,0,0,0,,,0,0,,nuts/ITF2
2020-02-29,1,0,1,0,1,0,0,0,0,,,1,16,,nuts/ITH1
2020-02-29,0,0,0,0,0,0,0,0,0,,,0,43,,nuts/ITH2
2020-02-29,7,0,7,4,11,0,0,0,0,,,11,308,,nuts/ITC1
2020-02-29,1,0,1,2,3,0,0,0,0,,,3,252,,nuts/ITF4
2020-02-29,0,0,0,0,0,0,0,0,0,,,0,1,,nuts/ITG2
2020-02-29,1,0,1,1,2,0,0,2,0,,,4,6,,nuts/ITG1
2020-02-29,7,0,7,3,10,3,3,1,0,,,11,531,,nuts/ITI1
2020-02-29,0,0,0,0,0,0,0,0,0,,,0,31,,nuts/ITI2
2020-02-29,0,0,0,0,0,0,0,0,0,,,0,9,,nuts/ITC2
2020-02-29,24,11,35,154,189,40,40,0,2,,,191,8659,,nuts/ITH3
2020-03-01,3,0,3,2,5,3,3,0,0,,,5,52,,nuts/ITF1
2020-03-01,0,0,0,0,0,0,0,0,0,,,0,39,,nuts/ITF5
2020-03-01,0,0,0,1,1,0,0,0,0,,,1,35,,nuts/ITF6
2020-03-01,4,0,4,13,17,4,4,0,0,,,17,373,,nuts/ITF3
2020-03-01,127,13,140,137,277,64,68,0,8,,,285,1795,,nuts/ITH5
2020-03-01,0,0,0,6,6,6,6,0,0,,,6,243,,nuts/ITH4
2020-03-01,3,0,3,0,3,0,0,3,0,,,6,724,,nuts/ITI4
2020-03-01,12,1,13,8,21,-17,-17,4,0,,,25,121,,nuts/ITC3
2020-03-01,406,106,512,375,887,335,369,73,24,,,984,6879,,nuts/ITC4
2020-03-01,12,5,17,8,25,14,14,0,0,,,25,101,,nuts/ITI3
2020-03-01,0,0,0,0,0,0,0,0,0,,,0,6,,nuts/ITF2
2020-03-01,1,0,1,0,1,0,0,0,0,,,1,20,,nuts/ITH1
2020-03-01,0,0,0,0,0,0,0,0,0,,,0,122,,nuts/ITH2
2020-03-01,11,2,13,36,49,38,38,0,0,,,49,362,,nuts/ITC1
2020-03-01,1,0,1,2,3,0,0,0,0,,,3,262,,nuts/ITF4
2020-03-01,0,0,0,0,0,0,0,0,0,,,0,29,,nuts/ITG2
2020-03-01,1,0,1,6,7,5,5,2,0,,,9,291,,nuts/ITG1
2020-03-01,7,0,7,5,12,2,2,1,0,,,13,572,,nuts/ITI1
2020-03-01,0,0,0,2,2,2,2,0,0,,,2,35,,nuts/ITI2
2020-03-01,0,0,0,0,0,0,0,0,0,,,0,10,,nuts/ITC2
2020-03-01,51,13,64,197,261,72,72,0,2,,,263,9056,,nuts/ITH3
2020-03-02,3,0,3,2,5,0,0,0,0,,,5,52,,nuts/ITF1
2020-03-02,0,0,0,0,0,0,0,0,0,,,0,39,,nuts/ITF5
2020-03-02,0,0,0,1,1,0,0,0,0,,,1,39,,nuts/ITF6
2020-03-02,4,0,4,13,17,0,0,0,0,,,17,373,,nuts/ITF3
2020-03-02,148,16,164,160,324,47,50,0,11,,,335,1973,,nuts/ITH5
2020-03-02,0,0,0,9,9,3,3,0,0,,,9,269,,nuts/ITH4
2020-03-02,3,0,3,1,4,1,1,3,0,,,7,773,,nuts/ITI4
2020-03-02,12,1,13,5,18,-3,-3,4,0,,,22,121,,nuts/ITC3
2020-03-02,478,127,605,472,1077,190,270,139,38,,,1254,7925,,nuts/ITC4
