Date,Count_MedicalConditionIncident_COVID_19_PatientHospitalizedWithSymptoms,Count_MedicalConditionIncident_COVID_19_PatientInICU,Count_MedicalConditionIncident_COVID_19_PatientHospitalized,Count_MedicalConditionIncident_COVID_19_PatientInHomeIsolation,Count_MedicalConditionIncident_COVID_19_ActiveCase,IncrementalCount_MedicalConditionIncident_COVID_19_PositiveCase,IncrementalCount_MedicalConditionIncident_COVID_19_ActiveCase,CumulativeCount_MedicalConditionIncident_COVID_19_PatientRecovered,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,PositiveCasesFromClinicActivity,PositiveCasesFromSurveyAndTest,CumulativeCount_MedicalConditionIncident_COVID_19_PositiveCase,CumulativeCount_MedicalTest_COVID_19,CumulativeCount_Person_COVID_19_Tested,Location
2020-04-19,117,22,139,725,864,-17,17,265,86,,,1215,14859,13760.0,nuts/ITG2
2020-04-19,522,41,563,1639,2202,31,45,315,200,,,2717,49772,49772.0,nuts/ITG1
2020-04-19,852,192,1044,5452,6496,26,135,1239,637,,,8372,103975,84620.0,nuts/ITI1
2020-04-19,108,30,138,298,436,5,4,854,58,,,1348,25170,16790.0,nuts/ITI2
2020-04-19,102,10,112,450,562,13,15,401,125,,,1088,4677,3802.0,nuts/ITC2
2020-04-19,1264,184,1448,8762,10210,-234,243,4638,1087,,,15935,255797,161231.0,nuts/ITH3
2020-04-20,320,38,358,1704,2062,75,91,287,263,,,2612,27942,22552.0,nuts/ITF1
2020-04-20,59,7,66,176,242,-5,0,76,24,,,342,6868,6868.0,nuts/ITF5
2020-04-20,140,7,147,681,828,-16,3,135,75,,,1038,24373,22847.0,nuts/ITF6
2020-04-20,586,61,647,2372,3019,-3,45,746,309,,,4074,51090,36153.0,nuts/ITF3
2020-04-20,3144,283,3427,10095,13522,-30,307,6266,3079,,,22867,129530,90894.0,nuts/ITH5
2020-04-20,140,22,162,1028,1190,-147,30,1346,239,,,2775,45161,28777.0,nuts/ITH4
2020-04-20,1388,185,1573,2792,4365,44,60,1101,349,,,5815,97823,23067.0,nuts/ITI4
2020-04-20,878,102,980,2516,3496,6,141,2216,957,,,6669,33007,21979.0,nuts/ITC3
2020-04-20,10138,901,11039,23548,34587,90,735,20008,12376,,,66971,270486,173333.0,nuts/ITC4
2020-04-20,792,80,872,2340,3212,30,57,1792,822,,,5826,42782,28006.0,nuts/ITI3
2020-04-20,27,2,29,184,213,-2,2,50,18,,,281,3783,3683.0,nuts/ITF2
2020-04-20,160,19,179,1361,1540,-26,14,605,249,,,2394,31381,15089.0,nuts/ITH1
2020-04-20,272,40,312,1617,1929,-42,58,1295,366,,,3590,26211,17347.0,nuts/ITH2
2020-04-20,3299,301,3600,10957,14557,87,292,4383,2409,,,21349,99669,73192.0,nuts/ITC1
2020-04-20,584,66,650,2160,2810,24,38,431,326,,,3567,44189,43119.0,nuts/ITF4
2020-04-20,115,21,136,718,854,-10,13,288,86,,,1228,15328,14160.0,nuts/ITG2
2020-04-20,526,39,565,1645,2210,8,42,346,203,,,2759,51373,51373.0,nuts/ITG1
2020-04-20,850,182,1032,5536,6568,72,135,1272,667,,,8507,105857,85946.0,nuts/ITI1
2020-04-20,113,29,142,282,424,-12,1,867,58,,,1349,25562,17099.0,nuts/ITI2
2020-04-20,102,8,110,438,548,-14,0,413,127,,,1088,4799,3910.0,nuts/ITC2
2020-04-20,1273,180,1453,8608,10061,-149,192,4954,1112,,,16127,260810,163757.0,nuts/ITH3
2020-04-21,318,35,353,1714,2067,5,55,329,271,,,2667,29906,23901.0,nuts/ITF1
2020-04-21,64,7,71,174,245,3,8,81,24,,,350,7470,7470.0,nuts/ITF5
2020-04-21,133,7,140,679,819,-9,9,152,76,,,1047,25440,23914.0,nuts/ITF6
2020-04-21,532,58,590,2356,2946,-73,61,872,317,,,4135,53548,37505.0,nuts/ITF3
2020-04-21,3045,282,3327,9917,13244,-278,225,6701,3147,,,23092,134878,93367.0,nuts/ITH5
2020-04-21,139,21,160,1162,1322,132,17,1229,241,,,2792,48500,31352.0,nuts/ITH4
2020-04-21,1380,184,1564,2838,4402,37,80,1130,363,,,5895,100031,24046.0,nuts/ITI4
2020-04-21,914,94,1008,2455,3463,-33,95,2311,990,,,6764,34186,22670.0,nuts/ITC3
2020-04-21,9805,851,10656,23322,33978,-609,960,21374,12579,,,67931,277197,173333.0,nuts/ITC4
2020-04-21,784,78,862,2356,3218,6,51,1825,834,,,5877,44332,29090.0,nuts/ITI3
2020-04-21,27,2,29,184,213,0,1,51,18,,,282,4124,4015.0,nuts/ITF2
2020-04-21,159,20,179,1357,1536,-4,16,623,251,,,2410,31987,15405.0,nuts/ITH1
2020-04-21,254,38,292,1617,1909,-20,24,1329,376,,,3614,26610,17705.0,nuts/ITH2
2020-04-21,3116,293,3409,11402,14811,254,606,4659,2485,,,21955,105434,76406.0,nuts/ITC1
2020-04-21,569,65,634,2178,2812,2,55,459,351,,,3622,45984,44760.0,nuts/ITF4
2020-04-21,112,21,133,704,837,-17,8,306,93,,,1236,15886,14526.0,nuts/ITG2
2020-04-21,514,37,551,1708,2259,49,76,370,206,,,2835,55093,55093.0,nuts/ITG1
2020-04-21,833,171,1004,5618,6622,54,96,1295,686,,,8603,109925,87717.0,nuts/ITI1
2020-04-21,107,22,129,278,407,-17,4,886,60,,,1353,26639,17873.0,nuts/ITI2
2020-04-21,99,8,107,415,522,-26,5,445,126,,,1093,4911,3969.0,nuts/ITC2
2020-04-21,1230,177,1407,8670,10077,16,277,5173,1154,,,16404,268069,167129.0,nuts/ITH3
2020-04-22,309,35,344,1764,2108,41,66,349,276,,,2733,30348,24317.0,nuts/ITF1
2020-04-22,65,7,72,160,232,-13,4,98,24,,,354,8040,8040.0,nuts/ITF5
2020-04-22,128,7,135,686,821,2,13,163,76,,,1060,26560,24878.0,nuts/ITF6
2020-04-22,523,53,576,2422,2998,52,50,860,327,,,4185,55701,38679.0,nuts/ITF3
2020-04-22,2964,282,3246,9838,13084,-160,342,7146,3204,,,23434,140874,96824.0,nuts/ITH5
2020-04-22,134,20,154,1154,1308,-14,25,1263,246,,,2817,50869,32871.0,nuts/ITH4
2020-04-22,1384,187,1571,2892,4463,61,80,1142,370,,,5975,104062,25244.0,nuts/ITI4
2020-04-22,860,92,952,2524,3476,13,154,2420,1022,,,6918,35990,23756.0,nuts/ITC3
2020-04-22,9692,817,10509,23733,34242,264,1161,22110,12740,,,69092,290699,184323.0,nuts/ITC4
2020-04-22,735,76,811,2419,3230,12,47,1849,845,,,5924,46492,30543.0,nuts/ITI3
2020-04-22,21,2,23,182,205,-8,2,60,19,,,284,4425,4252.0,nuts/ITF2
2020-04-22,157,19,176,1336,1512,-24,6,648,256,,,2416,32722,15736.0,nuts/ITH1
2020-04-22,245,34,279,1595,1874,-35,32,1391,381,,,3646,26674,17672.0,nuts/ITH2
2020-04-22,3213,273,3486,11636,15122,311,784,5058,2559,,,22739,111513,81176.0,nuts/ITC1
2020-04-22,564,60,624,2250,2874,62,108,494,362,,,3730,48342,46925.0,nuts/ITF4
2020-04-22,97,20,117,716,833,-4,11,318,96,,,1247,16886,15354.0,nuts/ITG2
2020-04-22,500,35,535,1752,2287,28,48,388,208,,,2883,58732,58732.0,nuts/ITG1
2020-04-22,820,174,994,5173,6167,-455,97,1828,705,,,8700,114100,91747.0,nuts/ITI1
2020-04-22,97,20,117,254,371,-36,4,925,61,,,1357,27655,18679.0,nuts/ITI2
2020-04-22,92,8,100,401,501,-21,2,467,127,,,1095,5024,4011.0,nuts/ITC2
2020-04-22,1205,163,1368,8623,9991,-86,334,5566,1181,,,16738,277543,171735.0,nuts/ITH3
2020-04-23,322,31,353,1747,2100,-8,52,405,280,,,2785,31187,24751.0,nuts/ITF1
2020-04-23,61,7,68,161,229,-3,2,103,24,,,356,8511,8511.0,nuts/ITF5
2020-04-23,129,7,136,687,823,2,9,170,76,,,1069,27869,26187.0,nuts/ITF6
2020-04-23,539,47,586,2392,2978,-20,53,928,332,,,4238,58324,38679.0,nuts/ITF3
2020-04-23,2889,266,3155,9690,12845,-239,289,7609,3269,,,23723,146146,99714.0,nuts/ITH5
2020-04-23,138,18,156,979,1135,-173,41,1467,256,,,2858,52918,34057.0,nuts/ITH4
2020-04-23,1385,186,1571,2915,4486,23,79,1193,375,,,6054,111073,26298.0,nuts/ITI4
2020-04-23,783,91,874,2592,3466,-10,131,2536,1047,,,7049,37842,25045.0,nuts/ITC3
2020-04-23,9192,790,9982,23891,33873,-369,1073,23352,12940,,,70165,302715,190451.0,nuts/ITC4
2020-04-23,727,71,798,2432,3230,0,28,1865,857,,,5952,47662,31673.0,nuts/ITI3
2020-04-23,19,1,20,178,198,-7,0,66,20,,,284,4564,4478.0,nuts/ITF2
2020-04-23,141,17,158,1336,1494,-18,19,680,261,,,2435,33994,16442.0,nuts/ITH1
2020-04-23,234,29,263,1608,1871,-3,81,1474,382,,,3727,28240,18656.0,nuts/ITH2
2020-04-23,3039,261,3300,11852,15152,30,401,5358,2630,,,23140,117970,84648.0,nuts/ITC1
2020-04-23,536,55,591,2345,2936,62,109,531,372,,,3839,50410,49403.0,nuts/ITF4
2020-04-23,90,20,110,707,817,-16,7,339,98,,,1254,17844,16094.0,nuts/ITG2
2020-04-23,476,34,510,1791,2301,14,43,412,213,,,2926,62150,62150.0,nuts/ITG1
2020-04-23,791,168,959,5212,6171,4,80,1886,723,,,8780,118177,94426.0,nuts/ITI1
2020-04-23,100,19,119,236,355,-16,5,946,61,,,1362,29011,19627.0,nuts/ITI2
2020-04-23,91,9,100,363,463,-38,1,506,127,,,1096,5227,4133.0,nuts/ITC2
2020-04-23,1189,140,1329,8596,9925,-66,143,5750,1206,,,16881,288075,177154.0,nuts/ITH3
2020-04-24,327,28,355,1724,2079,-21,18,438,286,,,2803,32397,25397.0,nuts/ITF1
2020-04-24,59,7,66,163,229,0,4,107,24,,,360,9026,9026.0,nuts/ITF5
2020-04-24,123,7,130,691,821,-2,10,178,80,,,1079,28764,26811.0,nuts/ITF6
2020-04-24,524,44,568,2375,2943,-35,44,1003,336,,,4282,61331,40053.0,nuts/ITF3
2020-04-24,2807,264,3071,9438,12509,-336,247,8158,3303,,,23970,151505,102495.0,nuts/ITH5
2020-04-24,136,16,152,1168,1320,185,24,1304,258,,,2882,55502,35547.0,nuts/ITH4
2020-04-24,1396,184,1580,2912,4492,6,78,1256,384,,,6132,114317,86545.0,nuts/ITI4
2020-04-24,760,87,847,2590,3437,-29,124,2660,1076,,,7173,39563,26040.0,nuts/ITC3
2020-04-24,8791,756,9547,24821,34368,495,1091,23782,13106,,,71256,314298,196406.0,nuts/ITC4
2020-04-24,705,61,766,2507,3273,43,76,1890,865,,,6028,49163,33113.0,nuts/ITI3
2020-04-24,19,1,20,180,200,2,3,67,20,,,287,4805,4718.0,nuts/ITF2
2020-04-24,148,16,164,929,1093,-401,21,1100,263,,,2456,35062,17024.0,nuts/ITH1
2020-04-24,224,28,252,1575,1827,-44,49,1560,389,,,3776,29779,19250.0,nuts/ITH2
2020-04-24,2918,257,3175,12216,15391,239,682,5732,2699,,,23822,125300,89392.0,nuts/ITC1
2020-04-24,496,51,547,2386,2933,-3,42,565,383,,,3881,52472,51517.0,nuts/ITF4
2020-04-24,95,19,114,690,804,-13,3,351,102,,,1257,19889,18050.0,nuts/ITG2
2020-04-24,461,32,493,1827,2320,19,55,443,218,,,2981,65165,63626.0,nuts/ITG1
2020-04-24,738,159,897,5236,6133,-38,97,2002,742,,,8877,121336,96180.0,nuts/ITI1
2020-04-24,94,19,113,209,322,-33,1,979,62,,,1363,30524,20733.0,nuts/ITI2
2020-04-24,88,7,95,259,354,-109,4,617,129,,,1100,5262,4454.0,nuts/ITC2
2020-04-24,1159,130,1289,8390,9679,-246,348,6306,1244,,,17229,296896,181473.0,nuts/ITH3
2020-04-25,323,26,349,1712,2061,-18,29,478,293,,,2832,33624,25959.0,nuts/ITF1
2020-04-25,58,7,65,153,218,-11,1,118,25,,,361,9792,9792.0,nuts/ITF5
2020-04-25,125,7,132,679,811,-10,9,197,80,,,1088,29959,28006.0,nuts/ITF6
2020-04-25,543,55,598,2337,2935,-8,17,1023,341,,,4299,64521,41399.0,nuts/ITF3
2020-04-25,2718,246,2964,9383,12347,-162,239,8515,3347,,,24209,156883,105628.0,nuts/ITH5
2020-04-25,122,15,137,947,1084,-236,21,1556,263,,,2903,58375,37211.0,nuts/ITH4
2020-04-25,1421,183,1604,2957,4561,69,92,1276,387,,,6224,118354,90582.0,nuts/ITI4
2020-04-25,759,83,842,2591,3433,-4,128,2775,1093,,,7301,41125,26898.0,nuts/ITC3
2020-04-25,8489,724,9213,25260,34473,105,713,24227,13269,,,71969,326940,202827.0,nuts/ITC4
2020-04-25,689,58,747,2525,3272,-1,30,1912,874,,,6058,50996,34256.0,nuts/ITI3
2020-04-25,19,1,20,178,198,-2,5,73,21,,,292,5191,5089.0,nuts/ITF2
2020-04-25,141,14,155,880,1035,-58,20,1176,265,,,2476,36608,17573.0,nuts/ITH1
2020-04-25,202,27,229,1515,1744,-83,62,1694,400,,,3838,30661,19394.0,nuts/ITH2
2020-04-25,2937,238,3175,12327,15502,111,604,6157,2767,,,24426,131107,93325.0,nuts/ITC1
2020-04-25,469,48,517,2402,2919,-14,31,602,391,,,3912,54628,53500.0,nuts/ITF4
2020-04-25,96,18,114,680,794,-10,14,374,103,,,1271,20351,18480.0,nuts/ITG2
2020-04-25,452,33,485,1787,2272,-48,39,524,224,,,3020,68251,64892.0,nuts/ITG1
2020-04-25,687,166,853,5293,6146,13,138,2109,760,,,9015,125495,98753.0,nuts/ITI1
2020-04-25,95,18,113,184,297,-25,3,1006,63,,,1366,31939,21842.0,nuts/ITI2
2020-04-25,83,6,89,224,313,-41,0,657,130,,,1100,5966,4694.0,nuts/ITC2
2020-04-25,1105,129,1234,8198,9432,-247,162,6671,1288,,,17391,306977,186426.0,nuts/ITH3
2020-04-26,324,24,348,1720,2068,7,27,496,295,,,2859,33820,26184.0,nuts/ITF1
2020-04-26,57,7,64,155,219,1,5,122,25,,,366,10077,10077.0,nuts/ITF5
2020-04-26,118,8,126,671,797,-14,1,212,80,,,1089,30853,28900.0,nuts/ITF6
2020-04-26,536,45,581,2343,2924,-11,32,1062,345,,,4331,67218,42279.0,nuts/ITF3
2020-04-26,2695,245,2940,9401,12341,-6,241,8723,3386,,,24450,161928,109192.0,nuts/ITH5
2020-04-26,129,13,142,1106,1248,164,14,1405,264,,,2917,59681,38202.0,nuts/ITH4
2020-04-26,1442,161,1603,2970,4573,12,85,1347,389,,,6309,121677,93811.0,nuts/ITI4
2020-04-26,748,82,830,2650,3480,47,187,2894,1114,,,7488,42607,27852.0,nuts/ITC3
2020-04-26,8481,706,9187,25979,35166,693,920,24398,13325,,,72889,337797,208471.0,nuts/ITC4
2020-04-26,668,58,726,2582,3308,36,53,1924,879,,,6111,52063,35107.0,nuts/ITI3
2020-04-26,20,1,21,179,200,2,4,75,21,,,296,5567,5334.0,nuts/ITF2
2020-04-26,138,14,152,842,994,-41,5,1218,269,,,2481,37431,17895.0,nuts/ITH1
2020-04-26,199,24,223,1459,1682,-62,56,1807,405,,,3894,32142,19902.0,nuts/ITH2
2020-04-26,2866,214,3080,12439,15519,17,394,6478,2823,,,24820,135142,96977.0,nuts/ITC1
2020-04-26,464,48,512,2425,2937,18,36,612,399,,,3948,55992,55397.0,nuts/ITF4
2020-04-26,95,20,115,668,783,-11,9,388,109,,,1280,21101,19162.0,nuts/ITG2
2020-04-26,445,33,478,1629,2107,-165,35,720,228,,,3055,70104,65689.0,nuts/ITG1
2020-04-26,677,158,835,5234,6069,-77,132,2300,778,,,9147,127394,99751.0,nuts/ITI1
2020-04-26,91,17,108,188,296,-1,2,1008,64,,,1368,32569,22320.0,nuts/ITI2
2020-04-26,82,7,89,165,254,-59,6,721,131,,,1106,6135,4624.0,nuts/ITC2
2020-04-26,1097,124,1221,7917,9138,-294,80,7018,1315,,,17471,316361,183513.0,nuts/ITH3
2020-04-27,328,23,351,1679,2030,-38,15,545,299,,,2874,34176,26443.0,nuts/ITF1
2020-04-27,57,7,64,153,217,-2,0,124,25,,,366,10364,10364.0,nuts/ITF5
2020-04-27,114,6,120,662,782,-15,7,231,83,,,1096,31787,29834.0,nuts/ITF6
2020-04-27,541,37,578,2299,2877,-47,18,1120,352,,,4349,68727,42463.0,nuts/ITF3
2020-04-27,2640,247,2887,9338,12225,-116,212,9006,3431,,,24662,164979,111041.0,nuts/ITH5
2020-04-27,130,13,143,1115,1258,10,60,1448,271,,,2977,60940,39330.0,nuts/ITH4
2020-04-27,1464,143,1607,2955,4562,-11,83,1433,397,,,6392,124769,95719.0,nuts/ITI4
2020-04-27,754,83,837,2743,3580,100,154,2934,1128,,,7642,44039,28739.0,nuts/ITC3
2020-04-27,7525,680,8205,27236,35441,275,590,24589,13449,,,73479,342850,211523.0,nuts/ITC4
2020-04-27,667,58,725,2585,3310,2,16,1933,884,,,6127,52765,35617.0,nuts/ITI3
2020-04-27,20,1,21,179,200,0,0,75,21,,,296,5656,5423.0,nuts/ITF2
2020-04-27,150,16,166,774,940,-54,15,1286,270,,,2496,38640,18423.0,nuts/ITH1
2020-04-27,201,23,224,1483,1707,25,101,1881,407,,,3995,33152,20199.0,nuts/ITH2
2020-04-27,2830,214,3044,12464,15508,-11,278,6712,2878,,,25098,139348,99144.0,nuts/ITC1
2020-04-27,449,51,500,2412,2912,-25,10,641,405,,,3958,56976,55897.0,nuts/ITF4
2020-04-27,97,19,116,660,776,-7,3,398,109,,,1283,21395,19424.0,nuts/ITG2
2020-04-27,440,35,475,1648,2123,16,30,731,231,,,3085,70650,66749.0,nuts/ITG1
2020-04-27,671,154,825,5158,5983,-86,32,2401,795,,,9179,129048,100869.0,nuts/ITI1
2020-04-27,90,16,106,181,287,-9,2,1018,65,,,1370,32823,22492.0,nuts/ITI2
2020-04-27,86,7,93,142,235,-19,5,743,133,,,1111,6551,4873.0,nuts/ITC2
2020-04-27,1099,123,1222,7638,8860,-278,108,7375,1344,,,17579,320027,192751.0,nuts/ITH3
2020-04-28,312,21,333,1657,1990,-40,25,599,310,,,2899,35356,27054.0,nuts/ITF1
2020-04-28,56,7,63,142,205,-12,0,136,25,,,366,10889,10889.0,nuts/ITF5
2020-04-28,113,6,119,645,764,-18,1,248,85,,,1097,33755,31802.0,nuts/ITF6
2020-04-28,544,33,577,2225,2802,-75,31,1220,358,,,4380,70566,42690.0,nuts/ITF3
2020-04-28,2574,228,2802,9201,12003,-222,252,9439,3472,,,24914,172589,116624.0,nuts/ITH5
2020-04-28,136,13,149,1090,1239,-19,18,1478,278,,,2995,64151,41273.0,nuts/ITH4
2020-04-28,1468,132,1600,2962,4562,0,75,1491,414,,,6467,128664,98968.0,nuts/ITI4
2020-04-28,718,81,799,2772,3571,-9,130,3060,1141,,,7772,45719,29794.0,nuts/ITC3
2020-04-28,7280,655,7935,27809,35744,303,869,25029,13575,,,74348,351423,216526.0,nuts/ITC4
2020-04-28,666,58,724,2610,3334,24,48,1948,893,,,6175,54313,36650.0,nuts/ITI3
2020-04-28,18,1,19,176,195,-5,1,81,21,,,297,5776,5538.0,nuts/ITF2
2020-04-28,136,15,151,759,910,-30,2,1316,272,,,2498,39130,18567.0,nuts/ITH1
2020-04-28,182,22,204,1361,1565,-142,30,2048,412,,,4025,33839,20539.0,nuts/ITH2
2020-04-28,2701,202,2903,12603,15506,-2,352,7008,2936,,,25450,144531,102514.0,nuts/ITC1
2020-04-28,448,51,499,2420,2919,7,22,654,407,,,3980,58496,57574.0,nuts/ITF4
2020-04-28,96,18,114,658,772,-4,2,404,109,,,1285,22116,20053.0,nuts/ITG2
2020-04-28,428,34,462,1681,2143,20,35,745,232,,,3120,73008,68729.0,nuts/ITG1
2020-04-28,619,144,763,5133,5896,-87,52,2524,811,,,9231,133617,103891.0,nuts/ITI1
2020-04-28,80,17,97,178,275,-12,9,1039,65,,,1379,33881,23263.0,nuts/ITI2
2020-04-28,81,5,86,123,209,-26,8,775,135,,,1119,6897,5069.0,nuts/ITC2
2020-04-28,1067,120,1187,7414,8601,-259,129,7699,1408,,,17708,328218,196864.0,nuts/ITH3
2020-04-29,309,19,328,1648,1976,-14,24,632,315,,,2923,36614,27703.0,nuts/ITF1
2020-04-29,51,4,55,139,194,-11,0,147,25,,,366,11331,11331.0,nuts/ITF5
2020-04-29,107,6,113,640,753,-11,5,263,86,,,1102,34914,32961.0,nuts/ITF6
2020-04-29,518,31,549,2233,2782,-20,30,1269,359,,,4410,73094,43449.0,nuts/ITF3
2020-04-29,2527,226,2753,9109,11862,-141,263,9803,3512,,,25177,176865,118881.0,nuts/ITH5
2020-04-29,134,12,146,1081,1227,-12,15,1498,285,,,3010,66769,42902.0,nuts/ITH4
2020-04-29,1445,130,1575,2960,4535,-27,78,1579,431,,,6545,133503,103435.0,nuts/ITI4
2020-04-29,697,70,767,2809,3576,5,117,3161,1152,,,7889,47220,30669.0,nuts/ITC3
2020-04-29,7120,634,7754,28368,36122,378,786,25333,13679,,,75134,365895,223952.0,nuts/ITC4
2020-04-29,640,52,692,2655,3347,13,35,1964,899,,,6210,55905,37877.0,nuts/ITI3
2020-04-29,17,1,18,175,193,-2,0,83,21,,,297,5910,5857.0,nuts/ITF2
2020-04-29,119,14,133,712,845,-65,9,1388,274,,,2507,40218,18844.0,nuts/ITH1
2020-04-29,165,22,187,1276,1463,-102,44,2190,416,,,4069,35008,20944.0,nuts/ITH2
2020-04-29,2637,202,2839,12682,15521,15,411,7337,3003,,,25861,151266,106179.0,nuts/ITC1
2020-04-29,449,47,496,2431,2927,8,49,692,410,,,4029,60334,59801.0,nuts/ITF4
2020-04-29,87,17,104,657,761,-11,5,413,116,,,1290,23299,21071.0,nuts/ITG2
2020-04-29,415,34,449,1696,2145,2,20,763,232,,,3140,75360,71301.0,nuts/ITG1
2020-04-29,576,139,715,4948,5663,-233,61,2802,827,,,9292,137482,106150.0,nuts/ITI1
2020-04-29,77,16,93,168,261,-14,12,1064,66,,,1391,34937,24079.0,nuts/ITI2
2020-04-29,78,5,83,52,135,-74,5,852,137,,,1124,7181,5337.0,nuts/ITC2
2020-04-29,1042,114,1156,7213,8369,-232,117,8019,1437,,,17825,337656,200737.0,nuts/ITH3
2020-04-30,306,16,322,1593,1915,-61,7,695,320,,,2930,37996,28351.0,nuts/ITF1
2020-04-30,49,4,53,139,192,-2,1,150,25,,,367,12774,12774.0,nuts/ITF5
2020-04-30,105,6,111,629,740,-13,6,282,86,,,1108,35903,33950.0,nuts/ITF6
2020-04-30,484,29,513,2260,2773,-9,13,1291,359,,,4423,76108,44233.0,nuts/ITF3
2020-04-30,2146,206,2352,7211,9563,-2299,259,12322,3551,,,25436,182857,122430.0,nuts/ITH5
2020-04-30,109,11,120,1050,1170,-57,15,1566,289,,,3025,67930,43691.0,nuts/ITH4
2020-04-30,1417,115,1532,2936,4468,-67,71,1707,441,,,6616,137596,107497.0,nuts/ITI4
2020-04-30,676,69,745,2806,3551,-25,104,3275,1167,,,7993,48762,31520.0,nuts/ITC3
2020-04-30,6834,605,7439,28772,36211,89,598,25749,13772,,,75732,376943,229880.0,nuts/ITC4
2020-04-30,465,48,513,2697,3210,-137,37,2131,906,,,6247,59488,39145.0,nuts/ITI3
2020-04-30,17,1,18,172,190,-3,1,87,21,,,298,6446,6228.0,nuts/ITF2
2020-04-30,126,13,139,663,802,-43,11,1441,275,,,2518,41297,19178.0,nuts/ITH1
2020-04-30,158,21,179,1191,1370,-93,47,2328,418,,,4116,36534,21622.0,nuts/ITH2
2020-04-30,2621,199,2820,12673,15493,-28,428,7730,3066,,,26289,156534,110157.0,nuts/ITC1
2020-04-30,439,42,481,2468,2949,22,43,708,415,,,4072,62460,61439.0,nuts/ITF4
2020-04-30,87,16,103,641,744,-17,5,435,116,,,1295,24754,22358.0,nuts/ITG2
2020-04-30,408,33,441,1716,2157,12,26,774,235,,,3166,79669,74541.0,nuts/ITG1
2020-04-30,546,126,672,4912,5584,-79,60,2926,842,,,9352,141849,108596.0,nuts/ITI1
2020-04-30,68,16,84,149,233,-28,1,1092,67,,,1392,36459,25317.0,nuts/ITI2
2020-04-30,76,4,80,9,89,-46,4,902,137,,,1128,7631,5647.0,nuts/ITC2
2020-04-30,1012,114,1126,7021,8147,-222,135,8354,1459,,,17960,349227,206347.0,nuts/ITH3
2020-05-01,297,16,313,1598,1911,-4,18,713,324,,,2948,39385,29024.0,nuts/ITF1
2020-05-01,49,4,53,140,193,1,11,160,25,,,378,13269,13269.0,nuts/ITF5
2020-05-01,105,3,108,619,727,-13,4,299,86,,,1112,37054,35101.0,nuts/ITF6
2020-05-01,478,29,507,2246,2753,-20,21,1332,359,,,4444,79940,44975.0,nuts/ITF3
2020-05-01,2112,197,2309,7175,9484,-79,208,12581,3579,,,25644,188264,125636.0,nuts/ITH5
2020-05-01,131,6,137,978,1115,-55,16,1632,294,,,3041,71013,45566.0,nuts/ITH4
2020-05-01,1372,105,1477,2969,4446,-22,56,1744,482,,,6672,143804,111988.0,nuts/ITI4
2020-05-01,666,68,734,2784,3518,-33,133,3424,1184,,,8126,51199,32794.0,nuts/ITC3
2020-05-01,6628,563,7191,29282,36473,262,737,26136,13860,,,76469,390644,236822.0,nuts/ITC4
2020-05-01,413,44,457,2754,3211,1,28,2153,911,,,6275,61241,40123.0,nuts/ITI3
2020-05-01,17,1,18,172,190,0,2,89,21,,,300,6463,6450.0,nuts/ITF2
2020-05-01,112,11,123,634,757,-45,10,1493,278,,,2528,42903,19705.0,nuts/ITH1
2020-05-01,146,19,165,1128,1293,-77,16,2416,423,,,4132,37838,22602.0,nuts/ITH2
2020-05-01,2503,181,2684,12878,15562,69,395,8025,3097,,,26684,162568,114786.0,nuts/ITC1
2020-05-01,428,39,467,2480,2947,-2,27,731,421,,,4099,64292,62702.0,nuts/ITF4
2020-05-01,84,12,96,648,744,0,18,452,117,,,1313,26242,23442.0,nuts/ITG2
2020-05-01,399,30,429,1742,2171,14,28,786,237,,,3194,82860,77490.0,nuts/ITG1
2020-05-01,520,124,644,4729,5373,-211,93,3218,854,,,9445,146456,111349.0,nuts/ITI1
2020-05-01,60,13,73,131,204,-29,1,1121,68,,,1393,37762,26285.0,nuts/ITI2
2020-05-01,72,3,75,17,92,3,5,904,137,,,1133,7769,5818.0,nuts/ITC2
2020-05-01,977,110,1087,6692,7779,-368,138,8840,1479,,,18098,362459,212706.0,nuts/ITH3
2020-05-02,303,16,319,1560,1879,-32,16,758,327,,,2964,39916,29308.0,nuts/ITF1
2020-05-02,48,4,52,139,191,-2,2,164,25,,,380,13722,13722.0,nuts/ITF5
2020-05-02,100,4,104,609,713,-14,0,311,88,,,1112,37928,35975.0,nuts/ITF6
2020-05-02,470,27,497,2224,2721,-32,15,1376,362,,,4459,83592,45955.0,nuts/ITF3
2020-05-02,2033,196,2229,7094,9323,-161,206,12913,3614,,,25850,192135,128005.0,nuts/ITH5
2020-05-02,131,5,136,973,1109,-6,18,1655,295,,,3059,73855,47259.0,nuts/ITH4
2020-05-02,1370,96,1466,2986,4452,6,84,1807,497,,,6756,147078,114761.0,nuts/ITI4
2020-05-02,647,68,715,2883,3598,80,186,3519,1195,,,8312,53202,34037.0,nuts/ITC3
2020-05-02,6529,545,7074,29593,36667,194,533,26146,14189,,,77002,403702,243383.0,nuts/ITC4
2020-05-02,399,46,445,2760,3205,-6,23,2177,916,,,6298,62834,41156.0,nuts/ITI3
2020-05-02,9,1,10,172,182,-8,1,98,21,,,301,7075,6808.0,nuts/ITF2
2020-05-02,113,10,123,580,703,-54,7,1553,279,,,2535,43804,20036.0,nuts/ITH1
2020-05-02,138,19,157,1125,1282,-11,49,2474,425,,,4181,39579,23380.0,nuts/ITH2
