Date,Location,CumulativePositiveCase
2020-03-18,nuts/ITG27,32
2020-03-18,nuts/ITG26,20
2020-03-18,nuts/ITG28,3
2020-03-18,nuts/ITG25,74
2020-03-18,nuts/ITG14,24
2020-03-18,nuts/ITG15,6
2020-03-18,nuts/ITG17,131
2020-03-18,nuts/ITG16,8
2020-03-18,nuts/ITG13,16
2020-03-18,nuts/ITG12,47
2020-03-18,nuts/ITG18,6
2020-03-18,nuts/ITG19,28
2020-03-18,nuts/ITG11,16
2020-03-18,nuts/ITI18,142
2020-03-18,nuts/ITI14,295
2020-03-18,nuts/ITI1A,68
2020-03-18,nuts/ITI16,62
2020-03-18,nuts/ITI12,205
2020-03-18,nuts/ITI11,176
2020-03-18,nuts/ITI17,124
2020-03-18,nuts/ITI13,122
2020-03-18,nuts/ITI15,59
2020-03-18,nuts/ITI19,77
2020-03-18,nuts/ITH20,455
2020-03-18,nuts/ITI21,164
2020-03-18,nuts/ITI22,74
2020-03-18,nuts/ITC20,165
2020-03-18,nuts/ITH33,140
2020-03-18,nuts/ITH36,882
2020-03-18,nuts/ITH37,33
2020-03-18,nuts/ITH34,591
2020-03-18,nuts/ITH35,426
2020-03-18,nuts/ITH31,626
2020-03-18,nuts/ITH32,393
2020-03-19,nuts/ITF14,69
2020-03-19,nuts/ITF11,25
2020-03-19,nuts/ITF13,223
2020-03-19,nuts/ITF12,68
2020-03-19,nuts/ITF52,7
2020-03-19,nuts/ITF51,30
2020-03-19,nuts/ITH10,436
2020-03-19,nuts/ITF63,27
2020-03-19,nuts/ITF61,38
2020-03-19,nuts/ITF62,39
2020-03-19,nuts/ITF65,57
2020-03-19,nuts/ITF64,8
2020-03-19,nuts/ITF34,88
2020-03-19,nuts/ITF32,8
2020-03-19,nuts/ITF31,94
2020-03-19,nuts/ITF33,358
2020-03-19,nuts/ITF35,92
2020-03-19,nuts/ITH55,465
2020-03-19,nuts/ITH56,78
2020-03-19,nuts/ITH58,227
2020-03-19,nuts/ITH54,663
2020-03-19,nuts/ITH52,869
2020-03-19,nuts/ITH51,1428
2020-03-19,nuts/ITH57,185
2020-03-19,nuts/ITH53,608
2020-03-19,nuts/ITH59,691
2020-03-19,nuts/ITH43,28
2020-03-19,nuts/ITH41,97
2020-03-19,nuts/ITH44,208
2020-03-19,nuts/ITH42,266
2020-03-19,nuts/ITI45,48
2020-03-19,nuts/ITI44,23
2020-03-19,nuts/ITI42,18
2020-03-19,nuts/ITI43,678
2020-03-19,nuts/ITI41,50
2020-03-19,nuts/ITC33,488
2020-03-19,nuts/ITC31,117
2020-03-19,nuts/ITC34,88
2020-03-19,nuts/ITC32,131
2020-03-19,nuts/ITC46,4645
2020-03-19,nuts/ITC47,4247
2020-03-19,nuts/ITC42,338
2020-03-19,nuts/ITC4A,2286
2020-03-19,nuts/ITC43,530
2020-03-19,nuts/ITC49,1528
2020-03-19,nuts/ITC4B,636
2020-03-19,nuts/ITC4C,3278
2020-03-19,nuts/ITC4D,495
2020-03-19,nuts/ITC48,1011
2020-03-19,nuts/ITC44,155
2020-03-19,nuts/ITC41,310
2020-03-19,nuts/ITI32,447
2020-03-19,nuts/ITI34,27
2020-03-19,nuts/ITI35,68
2020-03-19,nuts/ITI33,186
2020-03-19,nuts/ITI31,983
2020-03-19,nuts/ITF22,33
2020-03-19,nuts/ITF21,4
2020-03-19,nuts/ITC18,374
2020-03-19,nuts/ITC17,101
2020-03-19,nuts/ITC13,109
2020-03-19,nuts/ITC16,149
2020-03-19,nuts/ITC15,190
2020-03-19,nuts/ITC11,1042
2020-03-19,nuts/ITC14,89
2020-03-19,nuts/ITC12,131
2020-03-19,nuts/ITF47,137
2020-03-19,nuts/ITF48,26
2020-03-19,nuts/ITF44,75
2020-03-19,nuts/ITF46,134
2020-03-19,nuts/ITF45,71
2020-03-19,nuts/ITF43,23
2020-03-19,nuts/ITG27,41
2020-03-19,nuts/ITG26,21
2020-03-19,nuts/ITG28,3
2020-03-19,nuts/ITG25,134
2020-03-19,nuts/ITG14,27
2020-03-19,nuts/ITG15,12
2020-03-19,nuts/ITG17,151
2020-03-19,nuts/ITG16,21
2020-03-19,nuts/ITG13,16
2020-03-19,nuts/ITG12,52
2020-03-19,nuts/ITG18,7
2020-03-19,nuts/ITG19,33
2020-03-19,nuts/ITG11,21
2020-03-19,nuts/ITI18,113
2020-03-19,nuts/ITI14,349
2020-03-19,nuts/ITI1A,89
2020-03-19,nuts/ITI16,62
2020-03-19,nuts/ITI12,230
2020-03-19,nuts/ITI11,200
2020-03-19,nuts/ITI17,146
2020-03-19,nuts/ITI13,145
2020-03-19,nuts/ITI15,70
2020-03-19,nuts/ITI19,78
2020-03-19,nuts/ITH20,523
2020-03-19,nuts/ITI21,236
2020-03-19,nuts/ITI22,84
2020-03-19,nuts/ITC20,215
2020-03-19,nuts/ITH33,150
2020-03-19,nuts/ITH36,924
2020-03-19,nuts/ITH37,52
2020-03-19,nuts/ITH34,637
2020-03-19,nuts/ITH35,475
2020-03-19,nuts/ITH31,686
2020-03-19,nuts/ITH32,424
2020-03-20,nuts/ITF14,80
2020-03-20,nuts/ITF11,29
2020-03-20,nuts/ITF13,259
2020-03-20,nuts/ITF12,81
2020-03-20,nuts/ITF52,9
2020-03-20,nuts/ITF51,43
2020-03-20,nuts/ITH10,548
2020-03-20,nuts/ITF63,34
2020-03-20,nuts/ITF61,45
2020-03-20,nuts/ITF62,45
2020-03-20,nuts/ITF65,73
2020-03-20,nuts/ITF64,8
2020-03-20,nuts/ITF34,97
2020-03-20,nuts/ITF32,8
2020-03-20,nuts/ITF31,96
2020-03-20,nuts/ITF33,416
2020-03-20,nuts/ITF35,115
2020-03-20,nuts/ITH55,552
2020-03-20,nuts/ITH56,102
2020-03-20,nuts/ITH58,250
2020-03-20,nuts/ITH54,767
2020-03-20,nuts/ITH52,979
2020-03-20,nuts/ITH51,1575
2020-03-20,nuts/ITH57,213
2020-03-20,nuts/ITH53,773
2020-03-20,nuts/ITH59,757
2020-03-20,nuts/ITH43,30
2020-03-20,nuts/ITH41,114
2020-03-20,nuts/ITH44,216
2020-03-20,nuts/ITH42,296
2020-03-20,nuts/ITI45,52
2020-03-20,nuts/ITI44,115
2020-03-20,nuts/ITI42,18
2020-03-20,nuts/ITI43,755
2020-03-20,nuts/ITI41,63
2020-03-20,nuts/ITC33,527
2020-03-20,nuts/ITC31,145
2020-03-20,nuts/ITC34,90
2020-03-20,nuts/ITC32,162
2020-03-20,nuts/ITC46,5154
2020-03-20,nuts/ITC47,4648
2020-03-20,nuts/ITC42,380
2020-03-20,nuts/ITC4A,2392
2020-03-20,nuts/ITC43,676
2020-03-20,nuts/ITC49,1597
2020-03-20,nuts/ITC4B,723
2020-03-20,nuts/ITC4C,3804
2020-03-20,nuts/ITC4D,816
2020-03-20,nuts/ITC48,1105
2020-03-20,nuts/ITC44,163
2020-03-20,nuts/ITC41,338
2020-03-20,nuts/ITI32,513
2020-03-20,nuts/ITI34,43
2020-03-20,nuts/ITI35,80
2020-03-20,nuts/ITI33,215
2020-03-20,nuts/ITI31,1099
2020-03-20,nuts/ITF22,39
2020-03-20,nuts/ITF21,4
2020-03-20,nuts/ITC18,595
2020-03-20,nuts/ITC17,151
2020-03-20,nuts/ITC13,175
2020-03-20,nuts/ITC16,221
2020-03-20,nuts/ITC15,293
2020-03-20,nuts/ITC11,1556
2020-03-20,nuts/ITC14,142
2020-03-20,nuts/ITC12,203
2020-03-20,nuts/ITF47,165
2020-03-20,nuts/ITF48,30
2020-03-20,nuts/ITF44,84
2020-03-20,nuts/ITF46,163
2020-03-20,nuts/ITF45,88
2020-03-20,nuts/ITF43,33
2020-03-20,nuts/ITG27,43
2020-03-20,nuts/ITG26,22
2020-03-20,nuts/ITG28,4
2020-03-20,nuts/ITG25,216
2020-03-20,nuts/ITG14,31
2020-03-20,nuts/ITG15,18
2020-03-20,nuts/ITG17,162
2020-03-20,nuts/ITG16,25
2020-03-20,nuts/ITG13,39
2020-03-20,nuts/ITG12,59
2020-03-20,nuts/ITG18,7
2020-03-20,nuts/ITG19,40
2020-03-20,nuts/ITG11,27
2020-03-20,nuts/ITI18,124
2020-03-20,nuts/ITI14,401
2020-03-20,nuts/ITI1A,97
2020-03-20,nuts/ITI16,117
2020-03-20,nuts/ITI12,249
2020-03-20,nuts/ITI11,232
2020-03-20,nuts/ITI17,180
2020-03-20,nuts/ITI13,171
2020-03-20,nuts/ITI15,94
2020-03-20,nuts/ITI19,128
2020-03-20,nuts/ITH20,642
2020-03-20,nuts/ITI21,280
2020-03-20,nuts/ITI22,97
2020-03-20,nuts/ITC20,264
2020-03-20,nuts/ITH33,195
2020-03-20,nuts/ITH36,1026
2020-03-20,nuts/ITH37,67
2020-03-20,nuts/ITH34,719
2020-03-20,nuts/ITH35,574
2020-03-20,nuts/ITH31,784
2020-03-20,nuts/ITH32,518
2020-03-21,nuts/ITF14,91
2020-03-21,nuts/ITF11,31
2020-03-21,nuts/ITF13,302
2020-03-21,nuts/ITF12,105
2020-03-21,nuts/ITF52,8
2020-03-21,nuts/ITF51,58
2020-03-21,nuts/ITH10,621
2020-03-21,nuts/ITF63,38
2020-03-21,nuts/ITF61,50
2020-03-21,nuts/ITF62,50
2020-03-21,nuts/ITF65,84
2020-03-21,nuts/ITF64,11
2020-03-21,nuts/ITF34,124
2020-03-21,nuts/ITF32,11
2020-03-21,nuts/ITF31,106
2020-03-21,nuts/ITF33,463
2020-03-21,nuts/ITF35,126
2020-03-21,nuts/ITH55,610
2020-03-21,nuts/ITH56,123
2020-03-21,nuts/ITH58,269
2020-03-21,nuts/ITH54,906
2020-03-21,nuts/ITH52,1014
2020-03-21,nuts/ITH51,1693
2020-03-21,nuts/ITH57,287
2020-03-21,nuts/ITH53,977
2020-03-21,nuts/ITH59,826
2020-03-21,nuts/ITH43,38
2020-03-21,nuts/ITH41,144
2020-03-21,nuts/ITH44,270
2020-03-21,nuts/ITH42,338
2020-03-21,nuts/ITI45,59
2020-03-21,nuts/ITI44,136
2020-03-21,nuts/ITI42,24
2020-03-21,nuts/ITI43,893
2020-03-21,nuts/ITI41,72
2020-03-21,nuts/ITC33,561
2020-03-21,nuts/ITC31,155
2020-03-21,nuts/ITC34,94
2020-03-21,nuts/ITC32,173
2020-03-21,nuts/ITC46,5869
2020-03-21,nuts/ITC47,5028
2020-03-21,nuts/ITC42,452
2020-03-21,nuts/ITC4A,2733
2020-03-21,nuts/ITC43,818
2020-03-21,nuts/ITC49,1693
2020-03-21,nuts/ITC4B,842
2020-03-21,nuts/ITC4C,4672
2020-03-21,nuts/ITC4D,1084
2020-03-21,nuts/ITC48,1194
2020-03-21,nuts/ITC44,179
2020-03-21,nuts/ITC41,359
2020-03-21,nuts/ITI32,564
2020-03-21,nuts/ITI34,50
2020-03-21,nuts/ITI35,82
2020-03-21,nuts/ITI33,238
2020-03-21,nuts/ITI31,1186
2020-03-21,nuts/ITF22,49
2020-03-21,nuts/ITF21,4
2020-03-21,nuts/ITC18,654
2020-03-21,nuts/ITC17,166
2020-03-21,nuts/ITC13,182
2020-03-21,nuts/ITC16,265
2020-03-21,nuts/ITC15,330
2020-03-21,nuts/ITC11,1680
2020-03-21,nuts/ITC14,149
2020-03-21,nuts/ITC12,210
2020-03-21,nuts/ITF47,194
2020-03-21,nuts/ITF48,32
2020-03-21,nuts/ITF44,94
2020-03-21,nuts/ITF46,190
2020-03-21,nuts/ITF45,103
2020-03-21,nuts/ITF43,35
2020-03-21,nuts/ITG27,45
2020-03-21,nuts/ITG26,22
2020-03-21,nuts/ITG28,4
2020-03-21,nuts/ITG25,251
2020-03-21,nuts/ITG14,36
2020-03-21,nuts/ITG15,27
2020-03-21,nuts/ITG17,189
2020-03-21,nuts/ITG16,27
2020-03-21,nuts/ITG13,70
2020-03-21,nuts/ITG12,63
2020-03-21,nuts/ITG18,8
2020-03-21,nuts/ITG19,43
2020-03-21,nuts/ITG11,27
2020-03-21,nuts/ITI18,136
2020-03-21,nuts/ITI14,451
2020-03-21,nuts/ITI1A,106
2020-03-21,nuts/ITI16,120
2020-03-21,nuts/ITI12,307
2020-03-21,nuts/ITI11,256
2020-03-21,nuts/ITI17,211
2020-03-21,nuts/ITI13,181
2020-03-21,nuts/ITI15,111
2020-03-21,nuts/ITI19,133
2020-03-21,nuts/ITH20,782
2020-03-21,nuts/ITI21,329
2020-03-21,nuts/ITI22,115
2020-03-21,nuts/ITC20,313
2020-03-21,nuts/ITH33,212
2020-03-21,nuts/ITH36,1155
2020-03-21,nuts/ITH37,68
2020-03-21,nuts/ITH34,806
2020-03-21,nuts/ITH35,666
2020-03-21,nuts/ITH31,954
2020-03-21,nuts/ITH32,572
2020-03-22,nuts/ITF14,102
2020-03-22,nuts/ITF11,38
2020-03-22,nuts/ITF13,334
2020-03-22,nuts/ITF12,113
2020-03-22,nuts/ITF52,16
2020-03-22,nuts/ITF51,65
2020-03-22,nuts/ITH10,678
2020-03-22,nuts/ITF63,45
2020-03-22,nuts/ITF61,63
2020-03-22,nuts/ITF62,61
2020-03-22,nuts/ITF65,88
2020-03-22,nuts/ITF64,14
2020-03-22,nuts/ITF34,132
2020-03-22,nuts/ITF32,13
2020-03-22,nuts/ITF31,116
2020-03-22,nuts/ITF33,504
2020-03-22,nuts/ITF35,157
2020-03-22,nuts/ITH55,674
2020-03-22,nuts/ITH56,150
2020-03-22,nuts/ITH58,329
2020-03-22,nuts/ITH54,1010
2020-03-22,nuts/ITH52,1209
2020-03-22,nuts/ITH51,1765
2020-03-22,nuts/ITH57,309
2020-03-22,nuts/ITH53,1167
2020-03-22,nuts/ITH59,942
2020-03-22,nuts/ITH43,44
2020-03-22,nuts/ITH41,165
2020-03-22,nuts/ITH44,297
2020-03-22,nuts/ITH42,361
2020-03-22,nuts/ITI45,78
2020-03-22,nuts/ITI44,146
2020-03-22,nuts/ITI42,24
2020-03-22,nuts/ITI43,1049
2020-03-22,nuts/ITI41,82
2020-03-22,nuts/ITC33,677
2020-03-22,nuts/ITC31,168
2020-03-22,nuts/ITC34,99
2020-03-22,nuts/ITC32,175
2020-03-22,nuts/ITC46,6216
2020-03-22,nuts/ITC47,5317
2020-03-22,nuts/ITC42,512
2020-03-22,nuts/ITC4A,2895
2020-03-22,nuts/ITC43,872
2020-03-22,nuts/ITC49,1772
2020-03-22,nuts/ITC4B,905
2020-03-22,nuts/ITC4C,5096
2020-03-22,nuts/ITC4D,1108
2020-03-22,nuts/ITC48,1306
2020-03-22,nuts/ITC44,205
2020-03-22,nuts/ITC41,386
2020-03-22,nuts/ITI32,676
2020-03-22,nuts/ITI34,56
2020-03-22,nuts/ITI35,113
2020-03-22,nuts/ITI33,293
2020-03-22,nuts/ITI31,1249
2020-03-22,nuts/ITF22,53
2020-03-22,nuts/ITF21,4
2020-03-22,nuts/ITC18,760
2020-03-22,nuts/ITC17,181
2020-03-22,nuts/ITC13,243
2020-03-22,nuts/ITC16,303
2020-03-22,nuts/ITC15,398
2020-03-22,nuts/ITC11,1989
2020-03-22,nuts/ITC14,159
2020-03-22,nuts/ITC12,242
2020-03-22,nuts/ITF47,231
2020-03-22,nuts/ITF48,49
2020-03-22,nuts/ITF44,100
2020-03-22,nuts/ITF46,212
2020-03-22,nuts/ITF45,120
2020-03-22,nuts/ITF43,41
2020-03-22,nuts/ITG27,52
2020-03-22,nuts/ITG26,22
2020-03-22,nuts/ITG28,4
2020-03-22,nuts/ITG25,253
2020-03-22,nuts/ITG14,41
2020-03-22,nuts/ITG15,27
2020-03-22,nuts/ITG17,234
2020-03-22,nuts/ITG16,34
2020-03-22,nuts/ITG13,112
2020-03-22,nuts/ITG12,92
2020-03-22,nuts/ITG18,9
2020-03-22,nuts/ITG19,49
2020-03-22,nuts/ITG11,32
2020-03-22,nuts/ITI18,154
2020-03-22,nuts/ITI14,514
2020-03-22,nuts/ITI1A,120
2020-03-22,nuts/ITI16,130
2020-03-22,nuts/ITI12,356
2020-03-22,nuts/ITI11,281
2020-03-22,nuts/ITI17,234
2020-03-22,nuts/ITI13,215
2020-03-22,nuts/ITI15,129
2020-03-22,nuts/ITI19,144
2020-03-22,nuts/ITH20,954
2020-03-22,nuts/ITI21,376
2020-03-22,nuts/ITI22,128
2020-03-22,nuts/ITC20,364
2020-03-22,nuts/ITH33,226
2020-03-22,nuts/ITH36,1277
2020-03-22,nuts/ITH37,76
2020-03-22,nuts/ITH34,935
2020-03-22,nuts/ITH35,732
2020-03-22,nuts/ITH31,1046
2020-03-22,nuts/ITH32,631
2020-03-23,nuts/ITF14,129
2020-03-23,nuts/ITF11,40
2020-03-23,nuts/ITF13,370
2020-03-23,nuts/ITF12,124
2020-03-23,nuts/ITF52,18
2020-03-23,nuts/ITF51,72
2020-03-23,nuts/ITH10,724
2020-03-23,nuts/ITF63,46
2020-03-23,nuts/ITF61,68
2020-03-23,nuts/ITF62,62
2020-03-23,nuts/ITF65,94
2020-03-23,nuts/ITF64,20
2020-03-23,nuts/ITF34,145
2020-03-23,nuts/ITF32,13
2020-03-23,nuts/ITF31,124
2020-03-23,nuts/ITF33,543
2020-03-23,nuts/ITF35,179
2020-03-23,nuts/ITH55,833
2020-03-23,nuts/ITH56,172
2020-03-23,nuts/ITH58,380
2020-03-23,nuts/ITH54,1155
2020-03-23,nuts/ITH52,1364
2020-03-23,nuts/ITH51,1885
2020-03-23,nuts/ITH57,342
2020-03-23,nuts/ITH53,1369
2020-03-23,nuts/ITH59,1035
2020-03-23,nuts/ITH43,55
2020-03-23,nuts/ITH41,170
2020-03-23,nuts/ITH44,320
2020-03-23,nuts/ITH42,385
2020-03-23,nuts/ITI45,82
2020-03-23,nuts/ITI44,159
2020-03-23,nuts/ITI42,31
2020-03-23,nuts/ITI43,1171
2020-03-23,nuts/ITI41,93
2020-03-23,nuts/ITC33,689
2020-03-23,nuts/ITC31,160
2020-03-23,nuts/ITC34,110
2020-03-23,nuts/ITC32,185
2020-03-23,nuts/ITC46,6471
2020-03-23,nuts/ITC47,5905
2020-03-23,nuts/ITC42,581
2020-03-23,nuts/ITC4A,2925
2020-03-23,nuts/ITC43,934
2020-03-23,nuts/ITC49,1817
2020-03-23,nuts/ITC4B,985
2020-03-23,nuts/ITC4C,5326
2020-03-23,nuts/ITC4D,1130
2020-03-23,nuts/ITC48,1444
2020-03-23,nuts/ITC44,208
2020-03-23,nuts/ITC41,421
2020-03-23,nuts/ITI32,702
2020-03-23,nuts/ITI34,61
2020-03-23,nuts/ITI35,133
2020-03-23,nuts/ITI33,326
2020-03-23,nuts/ITI31,1312
2020-03-23,nuts/ITF22,54
2020-03-23,nuts/ITF21,4
2020-03-23,nuts/ITC18,817
2020-03-23,nuts/ITC17,209
2020-03-23,nuts/ITC13,253
2020-03-23,nuts/ITC16,367
2020-03-23,nuts/ITC15,420
2020-03-23,nuts/ITC11,2198
2020-03-23,nuts/ITC14,190
2020-03-23,nuts/ITC12,263
2020-03-23,nuts/ITF47,268
2020-03-23,nuts/ITF48,59
2020-03-23,nuts/ITF44,102
2020-03-23,nuts/ITF46,226
2020-03-23,nuts/ITF45,149
2020-03-23,nuts/ITF43,46
2020-03-23,nuts/ITG27,61
2020-03-23,nuts/ITG26,22
2020-03-23,nuts/ITG28,7
2020-03-23,nuts/ITG25,260
2020-03-23,nuts/ITG14,45
2020-03-23,nuts/ITG15,29
2020-03-23,nuts/ITG17,274
2020-03-23,nuts/ITG16,44
2020-03-23,nuts/ITG13,120
2020-03-23,nuts/ITG12,109
2020-03-23,nuts/ITG18,9
2020-03-23,nuts/ITG19,49
2020-03-23,nuts/ITG11,42
2020-03-23,nuts/ITI18,201
2020-03-23,nuts/ITI14,548
2020-03-23,nuts/ITI1A,128
2020-03-23,nuts/ITI16,140
2020-03-23,nuts/ITI12,363
2020-03-23,nuts/ITI11,289
2020-03-23,nuts/ITI17,266
2020-03-23,nuts/ITI13,229
2020-03-23,nuts/ITI15,137
2020-03-23,nuts/ITI19,160
2020-03-23,nuts/ITH20,1023
2020-03-23,nuts/ITI21,424
2020-03-23,nuts/ITI22,134
2020-03-23,nuts/ITC20,393
2020-03-23,nuts/ITH33,254
2020-03-23,nuts/ITH36,1371
2020-03-23,nuts/ITH37,80
2020-03-23,nuts/ITH34,999
2020-03-23,nuts/ITH35,799
2020-03-23,nuts/ITH31,1099
2020-03-23,nuts/ITH32,691
2020-03-24,nuts/ITF14,133
2020-03-24,nuts/ITF11,47
2020-03-24,nuts/ITF13,369
2020-03-24,nuts/ITF12,140
2020-03-24,nuts/ITF52,25
2020-03-24,nuts/ITF51,67
2020-03-24,nuts/ITH10,781
2020-03-24,nuts/ITF63,49
2020-03-24,nuts/ITF61,84
2020-03-24,nuts/ITF62,66
2020-03-24,nuts/ITF65,97
2020-03-24,nuts/ITF64,21
2020-03-24,nuts/ITF34,155
2020-03-24,nuts/ITF32,14
2020-03-24,nuts/ITF31,152
2020-03-24,nuts/ITF33,588
2020-03-24,nuts/ITF35,182
2020-03-24,nuts/ITH55,968
2020-03-24,nuts/ITH56,190
2020-03-24,nuts/ITH58,437
2020-03-24,nuts/ITH54,1354
2020-03-24,nuts/ITH52,1435
2020-03-24,nuts/ITH51,1981
2020-03-24,nuts/ITH57,368
2020-03-24,nuts/ITH53,1437
2020-03-24,nuts/ITH59,1084
2020-03-24,nuts/ITH43,57
2020-03-24,nuts/ITH41,201
2020-03-24,nuts/ITH44,329
2020-03-24,nuts/ITH42,405
2020-03-24,nuts/ITI45,97
2020-03-24,nuts/ITI44,182
2020-03-24,nuts/ITI42,33
2020-03-24,nuts/ITI43,1287
2020-03-24,nuts/ITI41,121
2020-03-24,nuts/ITC33,696
2020-03-24,nuts/ITC31,186
2020-03-24,nuts/ITC34,104
2020-03-24,nuts/ITC32,204
2020-03-24,nuts/ITC46,6728
2020-03-24,nuts/ITC47,6298
2020-03-24,nuts/ITC42,635
2020-03-24,nuts/ITC4A,3061
2020-03-24,nuts/ITC43,1015
2020-03-24,nuts/ITC49,1860
2020-03-24,nuts/ITC4B,1093
2020-03-24,nuts/ITC4C,5701
2020-03-24,nuts/ITC4D,1454
2020-03-24,nuts/ITC48,1499
2020-03-24,nuts/ITC44,253
2020-03-24,nuts/ITC41,450
2020-03-24,nuts/ITI32,751
2020-03-24,nuts/ITI34,64
2020-03-24,nuts/ITI35,139
2020-03-24,nuts/ITI33,368
2020-03-24,nuts/ITI31,1371
2020-03-24,nuts/ITF22,60
2020-03-24,nuts/ITF21,4
2020-03-24,nuts/ITC18,946
2020-03-24,nuts/ITC17,235
2020-03-24,nuts/ITC13,280
2020-03-24,nuts/ITC16,409
2020-03-24,nuts/ITC15,471
2020-03-24,nuts/ITC11,2496
2020-03-24,nuts/ITC14,229
2020-03-24,nuts/ITC12,290
2020-03-24,nuts/ITF47,304
2020-03-24,nuts/ITF48,62
2020-03-24,nuts/ITF44,103
2020-03-24,nuts/ITF46,255
2020-03-24,nuts/ITF45,161
2020-03-24,nuts/ITF43,51
2020-03-24,nuts/ITG27,64
2020-03-24,nuts/ITG26,26
2020-03-24,nuts/ITG28,7
2020-03-24,nuts/ITG25,309
2020-03-24,nuts/ITG14,47
2020-03-24,nuts/ITG15,40
2020-03-24,nuts/ITG17,286
2020-03-24,nuts/ITG16,63
2020-03-24,nuts/ITG13,139
2020-03-24,nuts/ITG12,170
2020-03-24,nuts/ITG18,9
2020-03-24,nuts/ITG19,49
2020-03-24,nuts/ITG11,43
2020-03-24,nuts/ITI18,211
2020-03-24,nuts/ITI14,622
2020-03-24,nuts/ITI1A,140
2020-03-24,nuts/ITI16,162
2020-03-24,nuts/ITI12,387
2020-03-24,nuts/ITI11,314
2020-03-24,nuts/ITI17,285
2020-03-24,nuts/ITI13,243
2020-03-24,nuts/ITI15,159
2020-03-24,nuts/ITI19,176
2020-03-24,nuts/ITH20,1110
2020-03-24,nuts/ITI21,472
2020-03-24,nuts/ITI22,155
2020-03-24,nuts/ITC20,400
2020-03-24,nuts/ITH33,273
2020-03-24,nuts/ITH36,1464
2020-03-24,nuts/ITH37,82
2020-03-24,nuts/ITH34,1091
2020-03-24,nuts/ITH35,837
2020-03-24,nuts/ITH31,1228
2020-03-24,nuts/ITH32,744
2020-03-25,nuts/ITF14,146
2020-03-25,nuts/ITF11,60
2020-03-25,nuts/ITF13,412
2020-03-25,nuts/ITF12,195
2020-03-25,nuts/ITF52,36
2020-03-25,nuts/ITF51,70
2020-03-25,nuts/ITH10,858
2020-03-25,nuts/ITF63,51
2020-03-25,nuts/ITF61,99
2020-03-25,nuts/ITF62,71
2020-03-25,nuts/ITF65,105
2020-03-25,nuts/ITF64,23
2020-03-25,nuts/ITF34,172
2020-03-25,nuts/ITF32,14
2020-03-25,nuts/ITF31,165
2020-03-25,nuts/ITF33,626
2020-03-25,nuts/ITF35,220
2020-03-25,nuts/ITH55,1107
2020-03-25,nuts/ITH56,204
2020-03-25,nuts/ITH58,454
2020-03-25,nuts/ITH54,1533
2020-03-25,nuts/ITH52,1525
2020-03-25,nuts/ITH51,2122
2020-03-25,nuts/ITH57,387
2020-03-25,nuts/ITH53,1586
2020-03-25,nuts/ITH59,1136
2020-03-25,nuts/ITH43,65
2020-03-25,nuts/ITH41,277
2020-03-25,nuts/ITH44,355
2020-03-25,nuts/ITH42,431
2020-03-25,nuts/ITI45,106
2020-03-25,nuts/ITI44,198
2020-03-25,nuts/ITI42,39
2020-03-25,nuts/ITI43,1428
2020-03-25,nuts/ITI41,122
2020-03-25,nuts/ITC33,782
2020-03-25,nuts/ITC31,177
2020-03-25,nuts/ITC34,137
2020-03-25,nuts/ITC32,210
2020-03-25,nuts/ITC46,7072
2020-03-25,nuts/ITC47,6597
2020-03-25,nuts/ITC42,706
2020-03-25,nuts/ITC4A,3156
2020-03-25,nuts/ITC43,1076
2020-03-25,nuts/ITC49,1884
2020-03-25,nuts/ITC4B,1176
2020-03-25,nuts/ITC4C,6074
2020-03-25,nuts/ITC4D,1587
2020-03-25,nuts/ITC48,1578
2020-03-25,nuts/ITC44,284
2020-03-25,nuts/ITC41,468
2020-03-25,nuts/ITI32,820
2020-03-25,nuts/ITI34,80
2020-03-25,nuts/ITI35,160
2020-03-25,nuts/ITI33,395
2020-03-25,nuts/ITI31,1432
2020-03-25,nuts/ITF22,60
2020-03-25,nuts/ITF21,4
2020-03-25,nuts/ITC18,946
2020-03-25,nuts/ITC17,261
2020-03-25,nuts/ITC13,327
2020-03-25,nuts/ITC16,441
2020-03-25,nuts/ITC15,517
2020-03-25,nuts/ITC11,2813
2020-03-25,nuts/ITC14,247
2020-03-25,nuts/ITC12,308
2020-03-25,nuts/ITF47,336
2020-03-25,nuts/ITF48,65
2020-03-25,nuts/ITF44,116
2020-03-25,nuts/ITF46,277
2020-03-25,nuts/ITF45,164
2020-03-25,nuts/ITF43,56
2020-03-25,nuts/ITG27,74
2020-03-25,nuts/ITG26,26
2020-03-25,nuts/ITG28,7
2020-03-25,nuts/ITG25,318
2020-03-25,nuts/ITG14,50
2020-03-25,nuts/ITG15,45
2020-03-25,nuts/ITG17,308
2020-03-25,nuts/ITG16,90
2020-03-25,nuts/ITG13,174
2020-03-25,nuts/ITG12,193
2020-03-25,nuts/ITG18,22
2020-03-25,nuts/ITG19,64
2020-03-25,nuts/ITG11,48
2020-03-25,nuts/ITI18,229
2020-03-25,nuts/ITI14,709
2020-03-25,nuts/ITI1A,147
2020-03-25,nuts/ITI16,179
2020-03-25,nuts/ITI12,436
2020-03-25,nuts/ITI11,330
2020-03-25,nuts/ITI17,317
2020-03-25,nuts/ITI13,254
2020-03-25,nuts/ITI15,178
2020-03-25,nuts/ITI19,193
2020-03-25,nuts/ITH20,1222
2020-03-25,nuts/ITI21,523
2020-03-25,nuts/ITI22,163
2020-03-25,nuts/ITC20,401
