Date,Location,CumulativePositiveCase
2020-04-30,nuts/ITC18,3417
2020-04-30,nuts/ITC17,1572
2020-04-30,nuts/ITC13,966
2020-04-30,nuts/ITC16,2486
2020-04-30,nuts/ITC15,2291
2020-04-30,nuts/ITC11,13098
2020-04-30,nuts/ITC14,1005
2020-04-30,nuts/ITC12,1107
2020-04-30,nuts/ITF47,1313
2020-04-30,nuts/ITF48,373
2020-04-30,nuts/ITF44,566
2020-04-30,nuts/ITF46,1044
2020-04-30,nuts/ITF45,487
2020-04-30,nuts/ITF43,258
2020-04-30,nuts/ITG27,235
2020-04-30,nuts/ITG26,77
2020-04-30,nuts/ITG28,54
2020-04-30,nuts/ITG25,836
2020-04-30,nuts/ITG14,135
2020-04-30,nuts/ITG15,159
2020-04-30,nuts/ITG17,973
2020-04-30,nuts/ITG16,411
2020-04-30,nuts/ITG13,538
2020-04-30,nuts/ITG12,493
2020-04-30,nuts/ITG18,91
2020-04-30,nuts/ITG19,227
2020-04-30,nuts/ITG11,139
2020-04-30,nuts/ITI18,624
2020-04-30,nuts/ITI14,3120
2020-04-30,nuts/ITI1A,406
2020-04-30,nuts/ITI16,513
2020-04-30,nuts/ITI12,1276
2020-04-30,nuts/ITI11,994
2020-04-30,nuts/ITI17,847
2020-04-30,nuts/ITI13,630
2020-04-30,nuts/ITI15,520
2020-04-30,nuts/ITI19,422
2020-04-30,nuts/ITH20,4116
2020-04-30,nuts/ITI21,992
2020-04-30,nuts/ITI22,349
2020-04-30,nuts/ITC20,1128
2020-04-30,nuts/ITH33,1107
2020-04-30,nuts/ITH36,3851
2020-04-30,nuts/ITH37,427
2020-04-30,nuts/ITH34,2511
2020-04-30,nuts/ITH35,2438
2020-04-30,nuts/ITH31,4666
2020-04-30,nuts/ITH32,2644
2020-05-01,nuts/ITF14,760
2020-05-01,nuts/ITF11,243
2020-05-01,nuts/ITF13,1307
2020-05-01,nuts/ITF12,638
2020-05-01,nuts/ITF52,190
2020-05-01,nuts/ITF51,188
2020-05-01,nuts/ITH10,2528
2020-05-01,nuts/ITF63,207
2020-05-01,nuts/ITF61,457
2020-05-01,nuts/ITF62,118
2020-05-01,nuts/ITF65,253
2020-05-01,nuts/ITF64,75
2020-05-01,nuts/ITF34,458
2020-05-01,nuts/ITF32,182
2020-05-01,nuts/ITF31,420
2020-05-01,nuts/ITF33,2443
2020-05-01,nuts/ITF35,662
2020-05-01,nuts/ITH55,4458
2020-05-01,nuts/ITH56,926
2020-05-01,nuts/ITH58,1586
2020-05-01,nuts/ITH54,3678
2020-05-01,nuts/ITH52,3177
2020-05-01,nuts/ITH51,4115
2020-05-01,nuts/ITH57,982
2020-05-01,nuts/ITH53,4713
2020-05-01,nuts/ITH59,2009
2020-05-01,nuts/ITH43,187
2020-05-01,nuts/ITH41,644
2020-05-01,nuts/ITH44,1256
2020-05-01,nuts/ITH42,953
2020-05-01,nuts/ITI45,567
2020-05-01,nuts/ITI44,494
2020-05-01,nuts/ITI42,324
2020-05-01,nuts/ITI43,4807
2020-05-01,nuts/ITI41,391
2020-05-01,nuts/ITC33,4686
2020-05-01,nuts/ITC31,1352
2020-05-01,nuts/ITC34,835
2020-05-01,nuts/ITC32,1247
2020-05-01,nuts/ITC46,11360
2020-05-01,nuts/ITC47,12929
2020-05-01,nuts/ITC42,3271
2020-05-01,nuts/ITC4A,6068
2020-05-01,nuts/ITC43,2277
2020-05-01,nuts/ITC49,2994
2020-05-01,nuts/ITC4B,3185
2020-05-01,nuts/ITC4C,19701
2020-05-01,nuts/ITC4D,4729
2020-05-01,nuts/ITC48,4416
2020-05-01,nuts/ITC44,1181
2020-05-01,nuts/ITC41,2705
2020-05-01,nuts/ITI32,1813
2020-05-01,nuts/ITI34,281
2020-05-01,nuts/ITI35,438
2020-05-01,nuts/ITI33,1024
2020-05-01,nuts/ITI31,2521
2020-05-01,nuts/ITF22,226
2020-05-01,nuts/ITF21,56
2020-05-01,nuts/ITC18,3491
2020-05-01,nuts/ITC17,1600
2020-05-01,nuts/ITC13,970
2020-05-01,nuts/ITC16,2493
2020-05-01,nuts/ITC15,2333
2020-05-01,nuts/ITC11,13311
2020-05-01,nuts/ITC14,1022
2020-05-01,nuts/ITC12,1117
2020-05-01,nuts/ITF47,1316
2020-05-01,nuts/ITF48,374
2020-05-01,nuts/ITF44,577
2020-05-01,nuts/ITF46,1050
2020-05-01,nuts/ITF45,489
2020-05-01,nuts/ITF43,261
2020-05-01,nuts/ITG27,239
2020-05-01,nuts/ITG26,77
2020-05-01,nuts/ITG28,55
2020-05-01,nuts/ITG25,848
2020-05-01,nuts/ITG14,135
2020-05-01,nuts/ITG15,159
2020-05-01,nuts/ITG17,981
2020-05-01,nuts/ITG16,411
2020-05-01,nuts/ITG13,548
2020-05-01,nuts/ITG12,502
2020-05-01,nuts/ITG18,92
2020-05-01,nuts/ITG19,227
2020-05-01,nuts/ITG11,139
2020-05-01,nuts/ITI18,639
2020-05-01,nuts/ITI14,3156
2020-05-01,nuts/ITI1A,407
2020-05-01,nuts/ITI16,515
2020-05-01,nuts/ITI12,1289
2020-05-01,nuts/ITI11,1005
2020-05-01,nuts/ITI17,851
2020-05-01,nuts/ITI13,633
2020-05-01,nuts/ITI15,527
2020-05-01,nuts/ITI19,423
2020-05-01,nuts/ITH20,4132
2020-05-01,nuts/ITI21,992
2020-05-01,nuts/ITI22,349
2020-05-01,nuts/ITC20,1133
2020-05-01,nuts/ITH33,1111
2020-05-01,nuts/ITH36,3862
2020-05-01,nuts/ITH37,430
2020-05-01,nuts/ITH34,2518
2020-05-01,nuts/ITH35,2471
2020-05-01,nuts/ITH31,4709
2020-05-01,nuts/ITH32,2680
2020-05-02,nuts/ITF14,764
2020-05-02,nuts/ITF11,243
2020-05-02,nuts/ITF13,1316
2020-05-02,nuts/ITF12,641
2020-05-02,nuts/ITF52,192
2020-05-02,nuts/ITF51,188
2020-05-02,nuts/ITH10,2535
2020-05-02,nuts/ITF63,207
2020-05-02,nuts/ITF61,457
2020-05-02,nuts/ITF62,118
2020-05-02,nuts/ITF65,253
2020-05-02,nuts/ITF64,75
2020-05-02,nuts/ITF34,462
2020-05-02,nuts/ITF32,182
2020-05-02,nuts/ITF31,420
2020-05-02,nuts/ITF33,2454
2020-05-02,nuts/ITF35,662
2020-05-02,nuts/ITH55,4507
2020-05-02,nuts/ITH56,932
2020-05-02,nuts/ITH58,1595
2020-05-02,nuts/ITH54,3704
2020-05-02,nuts/ITH52,3199
2020-05-02,nuts/ITH51,4175
2020-05-02,nuts/ITH57,983
2020-05-02,nuts/ITH53,4733
2020-05-02,nuts/ITH59,2022
2020-05-02,nuts/ITH43,189
2020-05-02,nuts/ITH41,644
2020-05-02,nuts/ITH44,1271
2020-05-02,nuts/ITH42,954
2020-05-02,nuts/ITI45,567
2020-05-02,nuts/ITI44,502
2020-05-02,nuts/ITI42,324
2020-05-02,nuts/ITI43,4863
2020-05-02,nuts/ITI41,395
2020-05-02,nuts/ITC33,4832
2020-05-02,nuts/ITC31,1369
2020-05-02,nuts/ITC34,845
2020-05-02,nuts/ITC32,1258
2020-05-02,nuts/ITC46,11394
2020-05-02,nuts/ITC47,12999
2020-05-02,nuts/ITC42,3293
2020-05-02,nuts/ITC4A,6088
2020-05-02,nuts/ITC43,2290
2020-05-02,nuts/ITC49,3017
2020-05-02,nuts/ITC4B,3194
2020-05-02,nuts/ITC4C,19950
2020-05-02,nuts/ITC4D,4745
2020-05-02,nuts/ITC48,4456
2020-05-02,nuts/ITC44,1181
2020-05-02,nuts/ITC41,2715
2020-05-02,nuts/ITI32,1814
2020-05-02,nuts/ITI34,282
2020-05-02,nuts/ITI35,449
2020-05-02,nuts/ITI33,1026
2020-05-02,nuts/ITI31,2529
2020-05-02,nuts/ITF22,226
2020-05-02,nuts/ITF21,56
2020-05-02,nuts/ITC18,3559
2020-05-02,nuts/ITC17,1607
2020-05-02,nuts/ITC13,978
2020-05-02,nuts/ITC16,2526
2020-05-02,nuts/ITC15,2365
2020-05-02,nuts/ITC11,13603
2020-05-02,nuts/ITC14,1043
2020-05-02,nuts/ITC12,1140
2020-05-02,nuts/ITF47,1319
2020-05-02,nuts/ITF48,377
2020-05-02,nuts/ITF44,581
2020-05-02,nuts/ITF46,1066
2020-05-02,nuts/ITF45,495
2020-05-02,nuts/ITF43,263
2020-05-02,nuts/ITG27,240
2020-05-02,nuts/ITG26,78
2020-05-02,nuts/ITG28,55
2020-05-02,nuts/ITG25,848
2020-05-02,nuts/ITG14,135
2020-05-02,nuts/ITG15,159
2020-05-02,nuts/ITG17,990
2020-05-02,nuts/ITG16,412
2020-05-02,nuts/ITG13,549
2020-05-02,nuts/ITG12,507
2020-05-02,nuts/ITG18,92
2020-05-02,nuts/ITG19,230
2020-05-02,nuts/ITG11,139
2020-05-02,nuts/ITI18,648
2020-05-02,nuts/ITI14,3193
2020-05-02,nuts/ITI1A,407
2020-05-02,nuts/ITI16,521
2020-05-02,nuts/ITI12,1295
2020-05-02,nuts/ITI11,1012
2020-05-02,nuts/ITI17,856
2020-05-02,nuts/ITI13,640
2020-05-02,nuts/ITI15,529
2020-05-02,nuts/ITI19,424
2020-05-02,nuts/ITH20,4181
2020-05-02,nuts/ITI21,992
2020-05-02,nuts/ITI22,350
2020-05-02,nuts/ITC20,1136
2020-05-02,nuts/ITH33,1124
2020-05-02,nuts/ITH36,3867
2020-05-02,nuts/ITH37,430
2020-05-02,nuts/ITH34,2539
2020-05-02,nuts/ITH35,2487
2020-05-02,nuts/ITH31,4771
2020-05-02,nuts/ITH32,2701
2020-05-03,nuts/ITF14,765
2020-05-03,nuts/ITF11,243
2020-05-03,nuts/ITF13,1347
2020-05-03,nuts/ITF12,641
2020-05-03,nuts/ITF52,198
2020-05-03,nuts/ITF51,188
2020-05-03,nuts/ITH10,2536
2020-05-03,nuts/ITF63,207
2020-05-03,nuts/ITF61,459
2020-05-03,nuts/ITF62,118
2020-05-03,nuts/ITF65,253
2020-05-03,nuts/ITF64,75
2020-05-03,nuts/ITF34,469
2020-05-03,nuts/ITF32,183
2020-05-03,nuts/ITF31,424
2020-05-03,nuts/ITF33,2468
2020-05-03,nuts/ITF35,662
2020-05-03,nuts/ITH55,4550
2020-05-03,nuts/ITH56,934
2020-05-03,nuts/ITH58,1599
2020-05-03,nuts/ITH54,3737
2020-05-03,nuts/ITH52,3204
2020-05-03,nuts/ITH51,4214
2020-05-03,nuts/ITH57,986
2020-05-03,nuts/ITH53,4765
2020-05-03,nuts/ITH59,2027
2020-05-03,nuts/ITH43,189
2020-05-03,nuts/ITH41,645
2020-05-03,nuts/ITH44,1281
2020-05-03,nuts/ITH42,957
2020-05-03,nuts/ITI45,567
2020-05-03,nuts/ITI44,505
2020-05-03,nuts/ITI42,325
2020-05-03,nuts/ITI43,4911
2020-05-03,nuts/ITI41,396
2020-05-03,nuts/ITC33,4840
2020-05-03,nuts/ITC31,1375
2020-05-03,nuts/ITC34,850
2020-05-03,nuts/ITC32,1286
2020-05-03,nuts/ITC46,11453
2020-05-03,nuts/ITC47,13028
2020-05-03,nuts/ITC42,3313
2020-05-03,nuts/ITC4A,6106
2020-05-03,nuts/ITC43,2344
2020-05-03,nuts/ITC49,3047
2020-05-03,nuts/ITC4B,3199
2020-05-03,nuts/ITC4C,20068
2020-05-03,nuts/ITC4D,4823
2020-05-03,nuts/ITC48,4490
2020-05-03,nuts/ITC44,1181
2020-05-03,nuts/ITC41,2783
2020-05-03,nuts/ITI32,1817
2020-05-03,nuts/ITI34,282
2020-05-03,nuts/ITI35,450
2020-05-03,nuts/ITI33,1031
2020-05-03,nuts/ITI31,2540
2020-05-03,nuts/ITF22,226
2020-05-03,nuts/ITF21,56
2020-05-03,nuts/ITC18,3584
2020-05-03,nuts/ITC17,1619
2020-05-03,nuts/ITC13,980
2020-05-03,nuts/ITC16,2535
2020-05-03,nuts/ITC15,2371
2020-05-03,nuts/ITC11,13794
2020-05-03,nuts/ITC14,1053
2020-05-03,nuts/ITC12,1143
2020-05-03,nuts/ITF47,1322
2020-05-03,nuts/ITF48,379
2020-05-03,nuts/ITF44,582
2020-05-03,nuts/ITF46,1068
2020-05-03,nuts/ITF45,497
2020-05-03,nuts/ITF43,263
2020-05-03,nuts/ITG27,241
2020-05-03,nuts/ITG26,81
2020-05-03,nuts/ITG28,55
2020-05-03,nuts/ITG25,848
2020-05-03,nuts/ITG14,135
2020-05-03,nuts/ITG15,159
2020-05-03,nuts/ITG17,1002
2020-05-03,nuts/ITG16,418
2020-05-03,nuts/ITG13,550
2020-05-03,nuts/ITG12,511
2020-05-03,nuts/ITG18,92
2020-05-03,nuts/ITG19,234
2020-05-03,nuts/ITG11,139
2020-05-03,nuts/ITI18,648
2020-05-03,nuts/ITI14,3210
2020-05-03,nuts/ITI1A,409
2020-05-03,nuts/ITI16,523
2020-05-03,nuts/ITI12,1304
2020-05-03,nuts/ITI11,1015
2020-05-03,nuts/ITI17,857
2020-05-03,nuts/ITI13,644
2020-05-03,nuts/ITI15,529
2020-05-03,nuts/ITI19,424
2020-05-03,nuts/ITH20,4247
2020-05-03,nuts/ITI21,992
2020-05-03,nuts/ITI22,350
2020-05-03,nuts/ITC20,1142
2020-05-03,nuts/ITH33,1129
2020-05-03,nuts/ITH36,3867
2020-05-03,nuts/ITH37,431
2020-05-03,nuts/ITH34,2551
2020-05-03,nuts/ITH35,2502
2020-05-03,nuts/ITH31,4800
2020-05-03,nuts/ITH32,2713
2020-05-04,nuts/ITF14,766
2020-05-04,nuts/ITF11,242
2020-05-04,nuts/ITF13,1351
2020-05-04,nuts/ITF12,641
2020-05-04,nuts/ITF52,198
2020-05-04,nuts/ITF51,188
2020-05-04,nuts/ITH10,2541
2020-05-04,nuts/ITF63,208
2020-05-04,nuts/ITF61,459
2020-05-04,nuts/ITF62,118
2020-05-04,nuts/ITF65,256
2020-05-04,nuts/ITF64,75
2020-05-04,nuts/ITF34,469
2020-05-04,nuts/ITF32,186
2020-05-04,nuts/ITF31,424
2020-05-04,nuts/ITF33,2473
2020-05-04,nuts/ITF35,662
2020-05-04,nuts/ITH55,4590
2020-05-04,nuts/ITH56,938
2020-05-04,nuts/ITH58,1622
2020-05-04,nuts/ITH54,3747
2020-05-04,nuts/ITH52,3227
2020-05-04,nuts/ITH51,4251
2020-05-04,nuts/ITH57,986
2020-05-04,nuts/ITH53,4778
2020-05-04,nuts/ITH59,2036
2020-05-04,nuts/ITH43,189
2020-05-04,nuts/ITH41,646
2020-05-04,nuts/ITH44,1284
2020-05-04,nuts/ITH42,957
2020-05-04,nuts/ITI45,567
2020-05-04,nuts/ITI44,505
2020-05-04,nuts/ITI42,325
2020-05-04,nuts/ITI43,4948
2020-05-04,nuts/ITI41,397
2020-05-04,nuts/ITC33,4878
2020-05-04,nuts/ITC31,1376
2020-05-04,nuts/ITC34,861
2020-05-04,nuts/ITC32,1289
2020-05-04,nuts/ITC46,11538
2020-05-04,nuts/ITC47,13122
2020-05-04,nuts/ITC42,3332
2020-05-04,nuts/ITC4A,6109
2020-05-04,nuts/ITC43,2360
2020-05-04,nuts/ITC49,3062
2020-05-04,nuts/ITC4B,3201
2020-05-04,nuts/ITC4C,20254
2020-05-04,nuts/ITC4D,4850
2020-05-04,nuts/ITC48,4522
2020-05-04,nuts/ITC44,1210
2020-05-04,nuts/ITC41,2838
2020-05-04,nuts/ITI32,1819
2020-05-04,nuts/ITI34,284
2020-05-04,nuts/ITI35,451
2020-05-04,nuts/ITI33,1034
2020-05-04,nuts/ITI31,2571
2020-05-04,nuts/ITF22,226
2020-05-04,nuts/ITF21,56
2020-05-04,nuts/ITC18,3593
2020-05-04,nuts/ITC17,1623
2020-05-04,nuts/ITC13,992
2020-05-04,nuts/ITC16,2553
2020-05-04,nuts/ITC15,2377
2020-05-04,nuts/ITC11,13916
2020-05-04,nuts/ITC14,1065
2020-05-04,nuts/ITC12,1145
2020-05-04,nuts/ITF47,1328
2020-05-04,nuts/ITF48,379
2020-05-04,nuts/ITF44,582
2020-05-04,nuts/ITF46,1070
2020-05-04,nuts/ITF45,497
2020-05-04,nuts/ITF43,265
2020-05-04,nuts/ITG27,242
2020-05-04,nuts/ITG26,78
2020-05-04,nuts/ITG28,55
2020-05-04,nuts/ITG25,848
2020-05-04,nuts/ITG14,135
2020-05-04,nuts/ITG15,162
2020-05-04,nuts/ITG17,1009
2020-05-04,nuts/ITG16,418
2020-05-04,nuts/ITG13,550
2020-05-04,nuts/ITG12,516
2020-05-04,nuts/ITG18,92
2020-05-04,nuts/ITG19,234
2020-05-04,nuts/ITG11,139
2020-05-04,nuts/ITI18,651
2020-05-04,nuts/ITI14,3224
2020-05-04,nuts/ITI1A,413
2020-05-04,nuts/ITI16,526
2020-05-04,nuts/ITI12,1308
2020-05-04,nuts/ITI11,1018
2020-05-04,nuts/ITI17,858
2020-05-04,nuts/ITI13,647
2020-05-04,nuts/ITI15,531
2020-05-04,nuts/ITI19,425
2020-05-04,nuts/ITH20,4258
2020-05-04,nuts/ITI21,992
2020-05-04,nuts/ITI22,350
2020-05-04,nuts/ITC20,1143
2020-05-04,nuts/ITH33,1135
2020-05-04,nuts/ITH36,3871
2020-05-04,nuts/ITH37,430
2020-05-04,nuts/ITH34,2557
2020-05-04,nuts/ITH35,2513
2020-05-04,nuts/ITH31,4821
2020-05-04,nuts/ITH32,2719
2020-05-05,nuts/ITF14,767
2020-05-05,nuts/ITF11,242
2020-05-05,nuts/ITF13,1375
2020-05-05,nuts/ITF12,641
2020-05-05,nuts/ITF52,200
2020-05-05,nuts/ITF51,196
2020-05-05,nuts/ITH10,2542
2020-05-05,nuts/ITF63,208
2020-05-05,nuts/ITF61,459
2020-05-05,nuts/ITF62,118
2020-05-05,nuts/ITF65,257
2020-05-05,nuts/ITF64,75
2020-05-05,nuts/ITF34,469
2020-05-05,nuts/ITF32,186
2020-05-05,nuts/ITF31,424
2020-05-05,nuts/ITF33,2486
2020-05-05,nuts/ITF35,662
2020-05-05,nuts/ITH55,4619
2020-05-05,nuts/ITH56,940
2020-05-05,nuts/ITH58,1625
2020-05-05,nuts/ITH54,3758
2020-05-05,nuts/ITH52,3230
2020-05-05,nuts/ITH51,4286
2020-05-05,nuts/ITH57,986
2020-05-05,nuts/ITH53,4788
2020-05-05,nuts/ITH59,2043
2020-05-05,nuts/ITH43,189
2020-05-05,nuts/ITH41,646
2020-05-05,nuts/ITH44,1292
2020-05-05,nuts/ITH42,958
2020-05-05,nuts/ITI45,571
2020-05-05,nuts/ITI44,504
2020-05-05,nuts/ITI42,327
2020-05-05,nuts/ITI43,5005
2020-05-05,nuts/ITI41,401
2020-05-05,nuts/ITC33,4923
2020-05-05,nuts/ITC31,1376
2020-05-05,nuts/ITC34,865
2020-05-05,nuts/ITC32,1304
2020-05-05,nuts/ITC46,11550
2020-05-05,nuts/ITC47,13168
2020-05-05,nuts/ITC42,3364
2020-05-05,nuts/ITC4A,6130
2020-05-05,nuts/ITC43,2371
2020-05-05,nuts/ITC49,3114
2020-05-05,nuts/ITC4B,3215
2020-05-05,nuts/ITC4C,20398
2020-05-05,nuts/ITC4D,4881
2020-05-05,nuts/ITC48,4551
2020-05-05,nuts/ITC44,1223
2020-05-05,nuts/ITC41,2891
2020-05-05,nuts/ITI32,1820
2020-05-05,nuts/ITI34,285
2020-05-05,nuts/ITI35,453
2020-05-05,nuts/ITI33,1042
2020-05-05,nuts/ITI31,2586
2020-05-05,nuts/ITF22,226
2020-05-05,nuts/ITF21,56
2020-05-05,nuts/ITC18,3606
2020-05-05,nuts/ITC17,1629
2020-05-05,nuts/ITC13,993
2020-05-05,nuts/ITC16,2559
2020-05-05,nuts/ITC15,2394
2020-05-05,nuts/ITC11,14018
2020-05-05,nuts/ITC14,1067
2020-05-05,nuts/ITC12,1149
2020-05-05,nuts/ITF47,1328
2020-05-05,nuts/ITF48,379
2020-05-05,nuts/ITF44,590
2020-05-05,nuts/ITF46,1077
2020-05-05,nuts/ITF45,498
2020-05-05,nuts/ITF43,265
2020-05-05,nuts/ITG27,243
2020-05-05,nuts/ITG26,78
2020-05-05,nuts/ITG28,55
2020-05-05,nuts/ITG25,848
2020-05-05,nuts/ITG14,135
2020-05-05,nuts/ITG15,162
2020-05-05,nuts/ITG17,1012
2020-05-05,nuts/ITG16,418
2020-05-05,nuts/ITG13,551
2020-05-05,nuts/ITG12,521
2020-05-05,nuts/ITG18,94
2020-05-05,nuts/ITG19,235
2020-05-05,nuts/ITG11,139
2020-05-05,nuts/ITI18,652
2020-05-05,nuts/ITI14,3242
2020-05-05,nuts/ITI1A,415
2020-05-05,nuts/ITI16,529
2020-05-05,nuts/ITI12,1310
2020-05-05,nuts/ITI11,1020
2020-05-05,nuts/ITI17,860
2020-05-05,nuts/ITI13,647
2020-05-05,nuts/ITI15,531
2020-05-05,nuts/ITI19,425
2020-05-05,nuts/ITH20,4261
2020-05-05,nuts/ITI21,992
2020-05-05,nuts/ITI22,357
2020-05-05,nuts/ITC20,1143
2020-05-05,nuts/ITH33,1140
2020-05-05,nuts/ITH36,3876
2020-05-05,nuts/ITH37,429
2020-05-05,nuts/ITH34,2560
2020-05-05,nuts/ITH35,2519
2020-05-05,nuts/ITH31,4831
2020-05-05,nuts/ITH32,2722
2020-05-06,nuts/ITF14,764
2020-05-06,nuts/ITF11,242
2020-05-06,nuts/ITF13,1400
2020-05-06,nuts/ITF12,641
2020-05-06,nuts/ITF52,202
2020-05-06,nuts/ITF51,197
2020-05-06,nuts/ITH10,2543
2020-05-06,nuts/ITF63,209
2020-05-06,nuts/ITF61,459
2020-05-06,nuts/ITF62,118
2020-05-06,nuts/ITF65,259
2020-05-06,nuts/ITF64,75
2020-05-06,nuts/ITF34,474
2020-05-06,nuts/ITF32,186
2020-05-06,nuts/ITF31,425
2020-05-06,nuts/ITF33,2501
2020-05-06,nuts/ITF35,664
2020-05-06,nuts/ITH55,4646
2020-05-06,nuts/ITH56,951
2020-05-06,nuts/ITH58,1644
2020-05-06,nuts/ITH54,3766
2020-05-06,nuts/ITH52,3244
2020-05-06,nuts/ITH51,4295
2020-05-06,nuts/ITH57,990
2020-05-06,nuts/ITH53,4799
2020-05-06,nuts/ITH59,2044
2020-05-06,nuts/ITH43,190
2020-05-06,nuts/ITH41,647
2020-05-06,nuts/ITH44,1298
2020-05-06,nuts/ITH42,959
2020-05-06,nuts/ITI45,571
2020-05-06,nuts/ITI44,507
2020-05-06,nuts/ITI42,328
2020-05-06,nuts/ITI43,5080
2020-05-06,nuts/ITI41,403
2020-05-06,nuts/ITC33,4968
2020-05-06,nuts/ITC31,1382
2020-05-06,nuts/ITC34,868
2020-05-06,nuts/ITC32,1325
2020-05-06,nuts/ITC46,11587
2020-05-06,nuts/ITC47,13267
2020-05-06,nuts/ITC42,3401
2020-05-06,nuts/ITC4A,6151
2020-05-06,nuts/ITC43,2381
2020-05-06,nuts/ITC49,3155
2020-05-06,nuts/ITC4B,3217
2020-05-06,nuts/ITC4C,20711
2020-05-06,nuts/ITC4D,4893
2020-05-06,nuts/ITC48,4621
2020-05-06,nuts/ITC44,1230
2020-05-06,nuts/ITC41,3018
2020-05-06,nuts/ITI32,1822
2020-05-06,nuts/ITI34,285
2020-05-06,nuts/ITI35,454
2020-05-06,nuts/ITI33,1047
2020-05-06,nuts/ITI31,2604
2020-05-06,nuts/ITF22,228
2020-05-06,nuts/ITF21,57
2020-05-06,nuts/ITC18,3622
2020-05-06,nuts/ITC17,1641
2020-05-06,nuts/ITC13,997
2020-05-06,nuts/ITC16,2587
2020-05-06,nuts/ITC15,2399
2020-05-06,nuts/ITC11,14116
2020-05-06,nuts/ITC14,1068
2020-05-06,nuts/ITC12,1152
2020-05-06,nuts/ITF47,1333
2020-05-06,nuts/ITF48,380
2020-05-06,nuts/ITF44,597
2020-05-06,nuts/ITF46,1088
2020-05-06,nuts/ITF45,500
2020-05-06,nuts/ITF43,268
2020-05-06,nuts/ITG27,243
2020-05-06,nuts/ITG26,78
2020-05-06,nuts/ITG28,55
2020-05-06,nuts/ITG25,849
2020-05-06,nuts/ITG14,135
2020-05-06,nuts/ITG15,162
2020-05-06,nuts/ITG17,1021
2020-05-06,nuts/ITG16,421
2020-05-06,nuts/ITG13,552
2020-05-06,nuts/ITG12,522
2020-05-06,nuts/ITG18,94
2020-05-06,nuts/ITG19,235
2020-05-06,nuts/ITG11,139
2020-05-06,nuts/ITI18,654
2020-05-06,nuts/ITI14,3257
2020-05-06,nuts/ITI1A,416
2020-05-06,nuts/ITI16,529
2020-05-06,nuts/ITI12,1314
2020-05-06,nuts/ITI11,1020
2020-05-06,nuts/ITI17,862
2020-05-06,nuts/ITI13,647
2020-05-06,nuts/ITI15,533
2020-05-06,nuts/ITI19,425
2020-05-06,nuts/ITH20,4280
2020-05-06,nuts/ITI21,993
2020-05-06,nuts/ITI22,359
2020-05-06,nuts/ITC20,1146
2020-05-06,nuts/ITH33,1141
2020-05-06,nuts/ITH36,3879
2020-05-06,nuts/ITH37,430
2020-05-06,nuts/ITH34,2563
2020-05-06,nuts/ITH35,2550
2020-05-06,nuts/ITH31,4860
2020-05-06,nuts/ITH32,2732
2020-05-07,nuts/ITF14,767
2020-05-07,nuts/ITF11,243
2020-05-07,nuts/ITF13,1421
2020-05-07,nuts/ITF12,641
2020-05-07,nuts/ITF52,202
2020-05-07,nuts/ITF51,181
2020-05-07,nuts/ITH10,2552
2020-05-07,nuts/ITF63,210
2020-05-07,nuts/ITF61,460
2020-05-07,nuts/ITF62,118
2020-05-07,nuts/ITF65,260
2020-05-07,nuts/ITF64,75
2020-05-07,nuts/ITF34,474
2020-05-07,nuts/ITF32,189
2020-05-07,nuts/ITF31,425
2020-05-07,nuts/ITF33,2506
2020-05-07,nuts/ITF35,664
2020-05-07,nuts/ITH55,4685
2020-05-07,nuts/ITH56,960
2020-05-07,nuts/ITH58,1651
2020-05-07,nuts/ITH54,3772
2020-05-07,nuts/ITH52,3260
2020-05-07,nuts/ITH51,4300
2020-05-07,nuts/ITH57,993
2020-05-07,nuts/ITH53,4812
2020-05-07,nuts/ITH59,2054
2020-05-07,nuts/ITH43,192
2020-05-07,nuts/ITH41,648
2020-05-07,nuts/ITH44,1300
2020-05-07,nuts/ITH42,967
2020-05-07,nuts/ITI45,573
2020-05-07,nuts/ITI44,507
2020-05-07,nuts/ITI42,328
2020-05-07,nuts/ITI43,5117
2020-05-07,nuts/ITI41,403
2020-05-07,nuts/ITC33,5007
2020-05-07,nuts/ITC31,1389
2020-05-07,nuts/ITC34,871
2020-05-07,nuts/ITC32,1370
2020-05-07,nuts/ITC46,11622
2020-05-07,nuts/ITC47,13391
2020-05-07,nuts/ITC42,3440
2020-05-07,nuts/ITC4A,6178
2020-05-07,nuts/ITC43,2419
2020-05-07,nuts/ITC49,3204
2020-05-07,nuts/ITC4B,3221
2020-05-07,nuts/ITC4C,20893
2020-05-07,nuts/ITC4D,4974
2020-05-07,nuts/ITC48,4652
2020-05-07,nuts/ITC44,1266
2020-05-07,nuts/ITC41,3073
2020-05-07,nuts/ITI32,1822
2020-05-07,nuts/ITI34,286
2020-05-07,nuts/ITI35,454
2020-05-07,nuts/ITI33,1050
2020-05-07,nuts/ITI31,2630
2020-05-07,nuts/ITF22,229
2020-05-07,nuts/ITF21,57
2020-05-07,nuts/ITC18,3654
2020-05-07,nuts/ITC17,1655
2020-05-07,nuts/ITC13,1002
2020-05-07,nuts/ITC16,2603
2020-05-07,nuts/ITC15,2434
2020-05-07,nuts/ITC11,14204
2020-05-07,nuts/ITC14,1069
2020-05-07,nuts/ITC12,1160
2020-05-07,nuts/ITF47,1362
2020-05-07,nuts/ITF48,380
2020-05-07,nuts/ITF44,600
2020-05-07,nuts/ITF46,1098
