observationDate,observationAbout,value,variableMeasured
2006,wikidataId/Q54187,1638920,dcid:Count_Person_Male
2005,wikidataId/Q54187,1446936,dcid:Count_Person_Rural
2006,wikidataId/Q54187,1456974,dcid:Count_Person_Rural
2005,wikidataId/Q54187,1925481,dcid:Count_Person_Urban
2006,wikidataId/Q54187,1921528,dcid:Count_Person_Urban
2005,wikidataId/Q54187,3372417,dcid:Count_Person
2006,wikidataId/Q54187,3378502,dcid:Count_Person
2005,wikidataId/Q54188,8219,dcid:Count_Person_0To2Years_Female_Rural
2006,wikidataId/Q54188,8399,dcid:Count_Person_0To2Years_Female_Rural
2005,wikidataId/Q54188,14556,dcid:Count_Person_0To2Years_Female_Urban
2006,wikidataId/Q54188,14809,dcid:Count_Person_0To2Years_Female_Urban
2005,wikidataId/Q54188,22775,dcid:Count_Person_0To2Years_Female
2006,wikidataId/Q54188,23208,dcid:Count_Person_0To2Years_Female
2005,wikidataId/Q54188,8874,dcid:Count_Person_0To2Years_Male_Rural
2006,wikidataId/Q54188,8923,dcid:Count_Person_0To2Years_Male_Rural
2005,wikidataId/Q54188,15630,dcid:Count_Person_0To2Years_Male_Urban
2006,wikidataId/Q54188,15868,dcid:Count_Person_0To2Years_Male_Urban
2005,wikidataId/Q54188,24504,dcid:Count_Person_0To2Years_Male
2006,wikidataId/Q54188,24791,dcid:Count_Person_0To2Years_Male
2005,wikidataId/Q54188,17093,dcid:Count_Person_0To2Years_Rural
2006,wikidataId/Q54188,17322,dcid:Count_Person_0To2Years_Rural
2005,wikidataId/Q54188,30186,dcid:Count_Person_0To2Years_Urban
2006,wikidataId/Q54188,30677,dcid:Count_Person_0To2Years_Urban
2005,wikidataId/Q54188,47279,dcid:Count_Person_0To2Years
2006,wikidataId/Q54188,47999,dcid:Count_Person_0To2Years
2005,wikidataId/Q54188,12739,dcid:Count_Person_13To15Years_Female_Rural
2006,wikidataId/Q54188,12387,dcid:Count_Person_13To15Years_Female_Rural
2005,wikidataId/Q54188,21213,dcid:Count_Person_13To15Years_Female_Urban
2006,wikidataId/Q54188,20225,dcid:Count_Person_13To15Years_Female_Urban
2005,wikidataId/Q54188,33952,dcid:Count_Person_13To15Years_Female
2006,wikidataId/Q54188,32612,dcid:Count_Person_13To15Years_Female
2005,wikidataId/Q54188,13405,dcid:Count_Person_13To15Years_Male_Rural
2006,wikidataId/Q54188,13038,dcid:Count_Person_13To15Years_Male_Rural
2005,wikidataId/Q54188,22060,dcid:Count_Person_13To15Years_Male_Urban
2006,wikidataId/Q54188,21100,dcid:Count_Person_13To15Years_Male_Urban
2005,wikidataId/Q54188,35465,dcid:Count_Person_13To15Years_Male
2006,wikidataId/Q54188,34138,dcid:Count_Person_13To15Years_Male
2005,wikidataId/Q54188,26144,dcid:Count_Person_13To15Years_Rural
2006,wikidataId/Q54188,25425,dcid:Count_Person_13To15Years_Rural
2005,wikidataId/Q54188,43273,dcid:Count_Person_13To15Years_Urban
2006,wikidataId/Q54188,41325,dcid:Count_Person_13To15Years_Urban
2005,wikidataId/Q54188,69417,dcid:Count_Person_13To15Years
2006,wikidataId/Q54188,66750,dcid:Count_Person_13To15Years
2005,wikidataId/Q54188,16674,dcid:Count_Person_16To19Years_Female_Rural
2006,wikidataId/Q54188,16367,dcid:Count_Person_16To19Years_Female_Rural
2005,wikidataId/Q54188,33097,dcid:Count_Person_16To19Years_Female_Urban
2006,wikidataId/Q54188,31652,dcid:Count_Person_16To19Years_Female_Urban
2005,wikidataId/Q54188,49771,dcid:Count_Person_16To19Years_Female
2006,wikidataId/Q54188,48019,dcid:Count_Person_16To19Years_Female
2005,wikidataId/Q54188,17775,dcid:Count_Person_16To19Years_Male_Rural
2006,wikidataId/Q54188,17486,dcid:Count_Person_16To19Years_Male_Rural
2005,wikidataId/Q54188,34545,dcid:Count_Person_16To19Years_Male_Urban
2006,wikidataId/Q54188,33073,dcid:Count_Person_16To19Years_Male_Urban
2005,wikidataId/Q54188,52320,dcid:Count_Person_16To19Years_Male
2006,wikidataId/Q54188,50559,dcid:Count_Person_16To19Years_Male
2005,wikidataId/Q54188,34449,dcid:Count_Person_16To19Years_Rural
2006,wikidataId/Q54188,33853,dcid:Count_Person_16To19Years_Rural
2005,wikidataId/Q54188,67642,dcid:Count_Person_16To19Years_Urban
2006,wikidataId/Q54188,64725,dcid:Count_Person_16To19Years_Urban
2005,wikidataId/Q54188,102091,dcid:Count_Person_16To19Years
2006,wikidataId/Q54188,98578,dcid:Count_Person_16To19Years
2005,wikidataId/Q54188,22667,dcid:Count_Person_20To24Years_Rural_Female
2006,wikidataId/Q54188,23036,dcid:Count_Person_20To24Years_Rural_Female
2005,wikidataId/Q54188,51318,dcid:Count_Person_20To24Years_Urban_Female
2006,wikidataId/Q54188,49841,dcid:Count_Person_20To24Years_Urban_Female
2005,wikidataId/Q54188,73985,dcid:Count_Person_20To24Years_Female
2006,wikidataId/Q54188,72877,dcid:Count_Person_20To24Years_Female
2005,wikidataId/Q54188,24664,dcid:Count_Person_20To24Years_Rural_Male
2006,wikidataId/Q54188,24923,dcid:Count_Person_20To24Years_Rural_Male
2005,wikidataId/Q54188,52519,dcid:Count_Person_20To24Years_Urban_Male
2006,wikidataId/Q54188,51225,dcid:Count_Person_20To24Years_Urban_Male
2005,wikidataId/Q54188,77183,dcid:Count_Person_20To24Years_Male
2006,wikidataId/Q54188,76148,dcid:Count_Person_20To24Years_Male
2005,wikidataId/Q54188,47331,dcid:Count_Person_20To24Years_Rural
2006,wikidataId/Q54188,47959,dcid:Count_Person_20To24Years_Rural
2005,wikidataId/Q54188,103837,dcid:Count_Person_20To24Years_Urban
2006,wikidataId/Q54188,101066,dcid:Count_Person_20To24Years_Urban
2005,wikidataId/Q54188,151168,dcid:Count_Person_20To24Years
2006,wikidataId/Q54188,149025,dcid:Count_Person_20To24Years
2005,wikidataId/Q54188,36493,dcid:Count_Person_25To34Years_Female_Rural
2006,wikidataId/Q54188,37170,dcid:Count_Person_25To34Years_Female_Rural
2005,wikidataId/Q54188,91373,dcid:Count_Person_25To34Years_Female_Urban
2006,wikidataId/Q54188,93446,dcid:Count_Person_25To34Years_Female_Urban
2005,wikidataId/Q54188,127866,dcid:Count_Person_25To34Years_Female
2006,wikidataId/Q54188,130616,dcid:Count_Person_25To34Years_Female
2005,wikidataId/Q54188,39829,dcid:Count_Person_25To34Years_Male_Rural
2006,wikidataId/Q54188,40671,dcid:Count_Person_25To34Years_Male_Rural
2005,wikidataId/Q54188,92851,dcid:Count_Person_25To34Years_Male_Urban
2006,wikidataId/Q54188,94762,dcid:Count_Person_25To34Years_Male_Urban
2005,wikidataId/Q54188,132680,dcid:Count_Person_25To34Years_Male
2006,wikidataId/Q54188,135433,dcid:Count_Person_25To34Years_Male
2005,wikidataId/Q54188,76322,dcid:Count_Person_25To34Years_Rural
2006,wikidataId/Q54188,77841,dcid:Count_Person_25To34Years_Rural
2005,wikidataId/Q54188,184224,dcid:Count_Person_25To34Years_Urban
2006,wikidataId/Q54188,188208,dcid:Count_Person_25To34Years_Urban
2005,wikidataId/Q54188,260546,dcid:Count_Person_25To34Years
2006,wikidataId/Q54188,266049,dcid:Count_Person_25To34Years
2005,wikidataId/Q54188,11800,dcid:Count_Person_3To6Years_Female_Rural
2006,wikidataId/Q54188,11376,dcid:Count_Person_3To6Years_Female_Rural
2005,wikidataId/Q54188,19632,dcid:Count_Person_3To6Years_Female_Urban
2006,wikidataId/Q54188,19289,dcid:Count_Person_3To6Years_Female_Urban
2005,wikidataId/Q54188,31432,dcid:Count_Person_3To6Years_Female
2006,wikidataId/Q54188,30665,dcid:Count_Person_3To6Years_Female
2005,wikidataId/Q54188,12491,dcid:Count_Person_3To6Years_Male_Rural
2006,wikidataId/Q54188,12239,dcid:Count_Person_3To6Years_Male_Rural
2005,wikidataId/Q54188,20832,dcid:Count_Person_3To6Years_Male_Urban
2006,wikidataId/Q54188,20600,dcid:Count_Person_3To6Years_Male_Urban
2005,wikidataId/Q54188,33323,dcid:Count_Person_3To6Years_Male
2006,wikidataId/Q54188,32839,dcid:Count_Person_3To6Years_Male
2005,wikidataId/Q54188,24291,dcid:Count_Person_3To6Years_Rural
2006,wikidataId/Q54188,23615,dcid:Count_Person_3To6Years_Rural
2005,wikidataId/Q54188,40464,dcid:Count_Person_3To6Years_Urban
2006,wikidataId/Q54188,39889,dcid:Count_Person_3To6Years_Urban
2005,wikidataId/Q54188,64755,dcid:Count_Person_3To6Years
2006,wikidataId/Q54188,63504,dcid:Count_Person_3To6Years
2005,wikidataId/Q54188,32431,dcid:Count_Person_35To44Years_Female_Rural
2006,wikidataId/Q54188,32343,dcid:Count_Person_35To44Years_Female_Rural
2005,wikidataId/Q54188,71899,dcid:Count_Person_35To44Years_Female_Urban
2006,wikidataId/Q54188,70805,dcid:Count_Person_35To44Years_Female_Urban
2005,wikidataId/Q54188,104330,dcid:Count_Person_35To44Years_Female
2006,wikidataId/Q54188,103148,dcid:Count_Person_35To44Years_Female
2005,wikidataId/Q54188,35685,dcid:Count_Person_35To44Years_Male_Rural
2006,wikidataId/Q54188,35176,dcid:Count_Person_35To44Years_Male_Rural
2005,wikidataId/Q54188,70243,dcid:Count_Person_35To44Years_Male_Urban
2006,wikidataId/Q54188,69721,dcid:Count_Person_35To44Years_Male_Urban
2005,wikidataId/Q54188,105928,dcid:Count_Person_35To44Years_Male
2006,wikidataId/Q54188,104897,dcid:Count_Person_35To44Years_Male
2005,wikidataId/Q54188,68116,dcid:Count_Person_35To44Years_Rural
2006,wikidataId/Q54188,67519,dcid:Count_Person_35To44Years_Rural
2005,wikidataId/Q54188,142142,dcid:Count_Person_35To44Years_Urban
2006,wikidataId/Q54188,140526,dcid:Count_Person_35To44Years_Urban
2005,wikidataId/Q54188,210258,dcid:Count_Person_35To44Years
2006,wikidataId/Q54188,208045,dcid:Count_Person_35To44Years
2005,wikidataId/Q54188,38861,dcid:Count_Person_45To54Years_Female_Rural
2006,wikidataId/Q54188,39142,dcid:Count_Person_45To54Years_Female_Rural
2005,wikidataId/Q54188,108155,dcid:Count_Person_45To54Years_Female_Urban
2006,wikidataId/Q54188,104464,dcid:Count_Person_45To54Years_Female_Urban
2005,wikidataId/Q54188,147016,dcid:Count_Person_45To54Years_Female
2006,wikidataId/Q54188,143606,dcid:Count_Person_45To54Years_Female
2005,wikidataId/Q54188,43504,dcid:Count_Person_45To54Years_Male_Rural
2006,wikidataId/Q54188,43631,dcid:Count_Person_45To54Years_Male_Rural
2005,wikidataId/Q54188,97541,dcid:Count_Person_45To54Years_Male_Urban
2006,wikidataId/Q54188,94265,dcid:Count_Person_45To54Years_Male_Urban
2005,wikidataId/Q54188,141045,dcid:Count_Person_45To54Years_Male
2006,wikidataId/Q54188,137896,dcid:Count_Person_45To54Years_Male
2005,wikidataId/Q54188,82365,dcid:Count_Person_45To54Years_Rural
2006,wikidataId/Q54188,82773,dcid:Count_Person_45To54Years_Rural
2005,wikidataId/Q54188,205696,dcid:Count_Person_45To54Years_Urban
2006,wikidataId/Q54188,198729,dcid:Count_Person_45To54Years_Urban
2005,wikidataId/Q54188,288061,dcid:Count_Person_45To54Years
2006,wikidataId/Q54188,281502,dcid:Count_Person_45To54Years
2005,wikidataId/Q54188,22187,dcid:Count_Person_55To64Years_Female_Rural
2006,wikidataId/Q54188,23907,dcid:Count_Person_55To64Years_Female_Rural
2005,wikidataId/Q54188,71533,dcid:Count_Person_55To64Years_Female_Urban
2006,wikidataId/Q54188,77093,dcid:Count_Person_55To64Years_Female_Urban
2005,wikidataId/Q54188,93720,dcid:Count_Person_55To64Years_Female
2006,wikidataId/Q54188,101000,dcid:Count_Person_55To64Years_Female
2005,wikidataId/Q54188,22955,dcid:Count_Person_55To64Years_Male_Rural
2006,wikidataId/Q54188,25075,dcid:Count_Person_55To64Years_Male_Rural
2005,wikidataId/Q54188,63161,dcid:Count_Person_55To64Years_Male_Urban
2006,wikidataId/Q54188,67791,dcid:Count_Person_55To64Years_Male_Urban
2005,wikidataId/Q54188,86116,dcid:Count_Person_55To64Years_Male
2006,wikidataId/Q54188,92866,dcid:Count_Person_55To64Years_Male
2005,wikidataId/Q54188,45142,dcid:Count_Person_55To64Years_Rural
2006,wikidataId/Q54188,48982,dcid:Count_Person_55To64Years_Rural
2005,wikidataId/Q54188,134694,dcid:Count_Person_55To64Years_Urban
2006,wikidataId/Q54188,144884,dcid:Count_Person_55To64Years_Urban
2005,wikidataId/Q54188,179836,dcid:Count_Person_55To64Years
2006,wikidataId/Q54188,193866,dcid:Count_Person_55To64Years
2005,wikidataId/Q54188,36043,dcid:Count_Person_65OrMoreYears_Female_Rural
2006,wikidataId/Q54188,36050,dcid:Count_Person_65OrMoreYears_Female_Rural
2005,wikidataId/Q54188,92524,dcid:Count_Person_65OrMoreYears_Female_Urban
2006,wikidataId/Q54188,93643,dcid:Count_Person_65OrMoreYears_Female_Urban
2005,wikidataId/Q54188,128567,dcid:Count_Person_65OrMoreYears_Female
2006,wikidataId/Q54188,129693,dcid:Count_Person_65OrMoreYears_Female
2005,wikidataId/Q54188,20861,dcid:Count_Person_65OrMoreYears_Male_Rural
2006,wikidataId/Q54188,20804,dcid:Count_Person_65OrMoreYears_Male_Rural
2005,wikidataId/Q54188,55324,dcid:Count_Person_65OrMoreYears_Male_Urban
2006,wikidataId/Q54188,55842,dcid:Count_Person_65OrMoreYears_Male_Urban
2005,wikidataId/Q54188,76185,dcid:Count_Person_65OrMoreYears_Male
2006,wikidataId/Q54188,76646,dcid:Count_Person_65OrMoreYears_Male
2005,wikidataId/Q54188,56904,dcid:Count_Person_65OrMoreYears_Rural
2006,wikidataId/Q54188,56854,dcid:Count_Person_65OrMoreYears_Rural
2005,wikidataId/Q54188,147848,dcid:Count_Person_65OrMoreYears_Urban
2006,wikidataId/Q54188,149485,dcid:Count_Person_65OrMoreYears_Urban
2005,wikidataId/Q54188,204752,dcid:Count_Person_65OrMoreYears
2006,wikidataId/Q54188,206339,dcid:Count_Person_65OrMoreYears
2005,wikidataId/Q54188,21596,dcid:Count_Person_7To12Years_Female_Rural
2006,wikidataId/Q54188,20776,dcid:Count_Person_7To12Years_Female_Rural
2005,wikidataId/Q54188,35093,dcid:Count_Person_7To12Years_Female_Urban
2006,wikidataId/Q54188,33629,dcid:Count_Person_7To12Years_Female_Urban
2005,wikidataId/Q54188,56689,dcid:Count_Person_7To12Years_Female
2006,wikidataId/Q54188,54405,dcid:Count_Person_7To12Years_Female
2005,wikidataId/Q54188,22517,dcid:Count_Person_7To12Years_Male_Rural
2006,wikidataId/Q54188,21654,dcid:Count_Person_7To12Years_Male_Rural
2005,wikidataId/Q54188,36809,dcid:Count_Person_7To12Years_Male_Urban
2006,wikidataId/Q54188,35122,dcid:Count_Person_7To12Years_Male_Urban
2005,wikidataId/Q54188,59326,dcid:Count_Person_7To12Years_Male
2006,wikidataId/Q54188,56776,dcid:Count_Person_7To12Years_Male
2005,wikidataId/Q54188,44113,dcid:Count_Person_7To12Years_Rural
2006,wikidataId/Q54188,42430,dcid:Count_Person_7To12Years_Rural
2005,wikidataId/Q54188,71902,dcid:Count_Person_7To12Years_Urban
2006,wikidataId/Q54188,68751,dcid:Count_Person_7To12Years_Urban
2005,wikidataId/Q54188,116015,dcid:Count_Person_7To12Years
2006,wikidataId/Q54188,111181,dcid:Count_Person_7To12Years
2005,wikidataId/Q54188,259710,dcid:Count_Person_Rural_Female
2006,wikidataId/Q54188,260953,dcid:Count_Person_Rural_Female
2005,wikidataId/Q54188,610393,dcid:Count_Person_Urban_Female
2006,wikidataId/Q54188,608896,dcid:Count_Person_Urban_Female
2005,wikidataId/Q54188,870103,dcid:Count_Person_Female
2006,wikidataId/Q54188,869849,dcid:Count_Person_Female
2005,wikidataId/Q54188,262560,dcid:Count_Person_Rural_Male
2006,wikidataId/Q54188,263620,dcid:Count_Person_Rural_Male
2005,wikidataId/Q54188,561515,dcid:Count_Person_Urban_Male
2006,wikidataId/Q54188,559369,dcid:Count_Person_Urban_Male
2005,wikidataId/Q54188,824075,dcid:Count_Person_Male
2006,wikidataId/Q54188,822989,dcid:Count_Person_Male
2005,wikidataId/Q54188,522270,dcid:Count_Person_Rural
2006,wikidataId/Q54188,524573,dcid:Count_Person_Rural
2005,wikidataId/Q54188,1171908,dcid:Count_Person_Urban
2006,wikidataId/Q54188,1168265,dcid:Count_Person_Urban
2005,wikidataId/Q54188,1694178,dcid:Count_Person
2006,wikidataId/Q54188,1692838,dcid:Count_Person
2007,country/POL,228828,dcid:Count_Person_0To2Years_Female_Rural
2008,country/POL,238481,dcid:Count_Person_0To2Years_Female_Rural
2007,country/POL,316237,dcid:Count_Person_0To2Years_Female_Urban
2008,country/POL,331776,dcid:Count_Person_0To2Years_Female_Urban
2007,country/POL,545065,dcid:Count_Person_0To2Years_Female
2008,country/POL,570257,dcid:Count_Person_0To2Years_Female
2007,country/POL,241190,dcid:Count_Person_0To2Years_Male_Rural
2008,country/POL,252202,dcid:Count_Person_0To2Years_Male_Rural
2007,country/POL,334916,dcid:Count_Person_0To2Years_Male_Urban
2008,country/POL,350041,dcid:Count_Person_0To2Years_Male_Urban
2007,country/POL,576106,dcid:Count_Person_0To2Years_Male
2008,country/POL,602243,dcid:Count_Person_0To2Years_Male
2007,country/POL,470018,dcid:Count_Person_0To2Years_Rural
2008,country/POL,490683,dcid:Count_Person_0To2Years_Rural
2007,country/POL,651153,dcid:Count_Person_0To2Years_Urban
2008,country/POL,681817,dcid:Count_Person_0To2Years_Urban
2007,country/POL,1121171,dcid:Count_Person_0To2Years
2008,country/POL,1172500,dcid:Count_Person_0To2Years
2007,country/POL,328820,dcid:Count_Person_13To15Years_Female_Rural
2008,country/POL,314268,dcid:Count_Person_13To15Years_Female_Rural
2007,country/POL,380875,dcid:Count_Person_13To15Years_Female_Urban
2008,country/POL,362629,dcid:Count_Person_13To15Years_Female_Urban
2007,country/POL,709695,dcid:Count_Person_13To15Years_Female
2008,country/POL,676897,dcid:Count_Person_13To15Years_Female
2007,country/POL,342317,dcid:Count_Person_13To15Years_Male_Rural
2008,country/POL,328036,dcid:Count_Person_13To15Years_Male_Rural
2007,country/POL,398297,dcid:Count_Person_13To15Years_Male_Urban
2008,country/POL,378174,dcid:Count_Person_13To15Years_Male_Urban
2007,country/POL,740614,dcid:Count_Person_13To15Years_Male
2008,country/POL,706210,dcid:Count_Person_13To15Years_Male
2007,country/POL,671137,dcid:Count_Person_13To15Years_Rural
2008,country/POL,642304,dcid:Count_Person_13To15Years_Rural
2007,country/POL,779172,dcid:Count_Person_13To15Years_Urban
2008,country/POL,740803,dcid:Count_Person_13To15Years_Urban
2007,country/POL,1450309,dcid:Count_Person_13To15Years
2008,country/POL,1383107,dcid:Count_Person_13To15Years
2007,country/POL,457717,dcid:Count_Person_16To19Years_Female_Rural
2008,country/POL,452785,dcid:Count_Person_16To19Years_Female_Rural
2007,country/POL,619797,dcid:Count_Person_16To19Years_Female_Urban
2008,country/POL,592318,dcid:Count_Person_16To19Years_Female_Urban
2007,country/POL,1077514,dcid:Count_Person_16To19Years_Female
2008,country/POL,1045103,dcid:Count_Person_16To19Years_Female
2007,country/POL,486683,dcid:Count_Person_16To19Years_Male_Rural
2008,country/POL,481038,dcid:Count_Person_16To19Years_Male_Rural
2007,country/POL,639674,dcid:Count_Person_16To19Years_Male_Urban
2008,country/POL,611933,dcid:Count_Person_16To19Years_Male_Urban
2007,country/POL,1126357,dcid:Count_Person_16To19Years_Male
2008,country/POL,1092971,dcid:Count_Person_16To19Years_Male
2007,country/POL,944400,dcid:Count_Person_16To19Years_Rural
2008,country/POL,933823,dcid:Count_Person_16To19Years_Rural
2007,country/POL,1259471,dcid:Count_Person_16To19Years_Urban
2008,country/POL,1204251,dcid:Count_Person_16To19Years_Urban
2007,country/POL,2203871,dcid:Count_Person_16To19Years
2008,country/POL,2138074,dcid:Count_Person_16To19Years
2007,country/POL,618178,dcid:Count_Person_20To24Years_Rural_Female
2008,country/POL,605399,dcid:Count_Person_20To24Years_Rural_Female
2007,country/POL,954943,dcid:Count_Person_20To24Years_Urban_Female
2008,country/POL,906677,dcid:Count_Person_20To24Years_Urban_Female
2007,country/POL,1573121,dcid:Count_Person_20To24Years_Female
2008,country/POL,1512076,dcid:Count_Person_20To24Years_Female
2007,country/POL,652807,dcid:Count_Person_20To24Years_Rural_Male
2008,country/POL,640194,dcid:Count_Person_20To24Years_Rural_Male
2007,country/POL,973527,dcid:Count_Person_20To24Years_Urban_Male
2008,country/POL,924467,dcid:Count_Person_20To24Years_Urban_Male
2007,country/POL,1626334,dcid:Count_Person_20To24Years_Male
2008,country/POL,1564661,dcid:Count_Person_20To24Years_Male
2007,country/POL,1270985,dcid:Count_Person_20To24Years_Rural
2008,country/POL,1245593,dcid:Count_Person_20To24Years_Rural
2007,country/POL,1928470,dcid:Count_Person_20To24Years_Urban
2008,country/POL,1831144,dcid:Count_Person_20To24Years_Urban
2007,country/POL,3199455,dcid:Count_Person_20To24Years
2008,country/POL,3076737,dcid:Count_Person_20To24Years
2007,country/POL,1063618,dcid:Count_Person_25To34Years_Female_Rural
2008,country/POL,1094273,dcid:Count_Person_25To34Years_Female_Rural
2007,country/POL,1938533,dcid:Count_Person_25To34Years_Female_Urban
2008,country/POL,1972425,dcid:Count_Person_25To34Years_Female_Urban
2007,country/POL,3002151,dcid:Count_Person_25To34Years_Female
2008,country/POL,3066698,dcid:Count_Person_25To34Years_Female
2007,country/POL,1151276,dcid:Count_Person_25To34Years_Male_Rural
2008,country/POL,1182321,dcid:Count_Person_25To34Years_Male_Rural
2007,country/POL,1931884,dcid:Count_Person_25To34Years_Male_Urban
2008,country/POL,1966043,dcid:Count_Person_25To34Years_Male_Urban
2007,country/POL,3083160,dcid:Count_Person_25To34Years_Male
2008,country/POL,3148364,dcid:Count_Person_25To34Years_Male
2007,country/POL,2214894,dcid:Count_Person_25To34Years_Rural
2008,country/POL,2276594,dcid:Count_Person_25To34Years_Rural
2007,country/POL,3870417,dcid:Count_Person_25To34Years_Urban
2008,country/POL,3938468,dcid:Count_Person_25To34Years_Urban
2007,country/POL,6085311,dcid:Count_Person_25To34Years
2008,country/POL,6215062,dcid:Count_Person_25To34Years
2007,country/POL,299646,dcid:Count_Person_3To6Years_Female_Rural
2008,country/POL,295678,dcid:Count_Person_3To6Years_Female_Rural
2007,country/POL,388638,dcid:Count_Person_3To6Years_Female_Urban
2008,country/POL,391958,dcid:Count_Person_3To6Years_Female_Urban
2007,country/POL,688284,dcid:Count_Person_3To6Years_Female
2008,country/POL,687636,dcid:Count_Person_3To6Years_Female
2007,country/POL,316911,dcid:Count_Person_3To6Years_Male_Rural
2008,country/POL,312407,dcid:Count_Person_3To6Years_Male_Rural
2007,country/POL,410820,dcid:Count_Person_3To6Years_Male_Urban
2008,country/POL,415763,dcid:Count_Person_3To6Years_Male_Urban
2007,country/POL,727731,dcid:Count_Person_3To6Years_Male
2008,country/POL,728170,dcid:Count_Person_3To6Years_Male
2007,country/POL,616557,dcid:Count_Person_3To6Years_Rural
2008,country/POL,608085,dcid:Count_Person_3To6Years_Rural
2007,country/POL,799458,dcid:Count_Person_3To6Years_Urban
2008,country/POL,807721,dcid:Count_Person_3To6Years_Urban
2007,country/POL,1416015,dcid:Count_Person_3To6Years
2008,country/POL,1415806,dcid:Count_Person_3To6Years
2007,country/POL,932938,dcid:Count_Person_35To44Years_Female_Rural
2008,country/POL,940707,dcid:Count_Person_35To44Years_Female_Rural
2007,country/POL,1478592,dcid:Count_Person_35To44Years_Female_Urban
2008,country/POL,1488375,dcid:Count_Person_35To44Years_Female_Urban
2007,country/POL,2411530,dcid:Count_Person_35To44Years_Female
2008,country/POL,2429082,dcid:Count_Person_35To44Years_Female
2007,country/POL,1004966,dcid:Count_Person_35To44Years_Male_Rural
2008,country/POL,1006723,dcid:Count_Person_35To44Years_Male_Rural
2007,country/POL,1444902,dcid:Count_Person_35To44Years_Male_Urban
2008,country/POL,1462337,dcid:Count_Person_35To44Years_Male_Urban
2007,country/POL,2449868,dcid:Count_Person_35To44Years_Male
2008,country/POL,2469060,dcid:Count_Person_35To44Years_Male
2007,country/POL,1937904,dcid:Count_Person_35To44Years_Rural
2008,country/POL,1947430,dcid:Count_Person_35To44Years_Rural
2007,country/POL,2923494,dcid:Count_Person_35To44Years_Urban
2008,country/POL,2950712,dcid:Count_Person_35To44Years_Urban
2007,country/POL,4861398,dcid:Count_Person_35To44Years
2008,country/POL,4898142,dcid:Count_Person_35To44Years
2007,country/POL,994090,dcid:Count_Person_45To54Years_Female_Rural
2008,country/POL,995016,dcid:Count_Person_45To54Years_Female_Rural
2007,country/POL,1957940,dcid:Count_Person_45To54Years_Female_Urban
2008,country/POL,1890001,dcid:Count_Person_45To54Years_Female_Urban
2007,country/POL,2952030,dcid:Count_Person_45To54Years_Female
2008,country/POL,2885017,dcid:Count_Person_45To54Years_Female
2007,country/POL,1104497,dcid:Count_Person_45To54Years_Male_Rural
2008,country/POL,1100540,dcid:Count_Person_45To54Years_Male_Rural
2007,country/POL,1732289,dcid:Count_Person_45To54Years_Male_Urban
2008,country/POL,1676421,dcid:Count_Person_45To54Years_Male_Urban
2007,country/POL,2836786,dcid:Count_Person_45To54Years_Male
2008,country/POL,2776961,dcid:Count_Person_45To54Years_Male
2007,country/POL,2098587,dcid:Count_Person_45To54Years_Rural
2008,country/POL,2095556,dcid:Count_Person_45To54Years_Rural
2007,country/POL,3690229,dcid:Count_Person_45To54Years_Urban
2008,country/POL,3566422,dcid:Count_Person_45To54Years_Urban
2007,country/POL,5788816,dcid:Count_Person_45To54Years
2008,country/POL,5661978,dcid:Count_Person_45To54Years
2007,country/POL,748969,dcid:Count_Person_55To64Years_Female_Rural
2008,country/POL,788341,dcid:Count_Person_55To64Years_Female_Rural
2007,country/POL,1621859,dcid:Count_Person_55To64Years_Female_Urban
2008,country/POL,1713361,dcid:Count_Person_55To64Years_Female_Urban
2007,country/POL,2370828,dcid:Count_Person_55To64Years_Female
2008,country/POL,2501702,dcid:Count_Person_55To64Years_Female
2007,country/POL,727116,dcid:Count_Person_55To64Years_Male_Rural
2008,country/POL,773586,dcid:Count_Person_55To64Years_Male_Rural
2007,country/POL,1342184,dcid:Count_Person_55To64Years_Male_Urban
2008,country/POL,1412649,dcid:Count_Person_55To64Years_Male_Urban
2007,country/POL,2069300,dcid:Count_Person_55To64Years_Male
2008,country/POL,2186235,dcid:Count_Person_55To64Years_Male
2007,country/POL,1476085,dcid:Count_Person_55To64Years_Rural
2008,country/POL,1561927,dcid:Count_Person_55To64Years_Rural
2007,country/POL,2964043,dcid:Count_Person_55To64Years_Urban
2008,country/POL,3126010,dcid:Count_Person_55To64Years_Urban
2007,country/POL,4440128,dcid:Count_Person_55To64Years
2008,country/POL,4687937,dcid:Count_Person_55To64Years
2007,country/POL,1218435,dcid:Count_Person_65OrMoreYears_Female_Rural
2008,country/POL,1211361,dcid:Count_Person_65OrMoreYears_Female_Rural
2007,country/POL,1976644,dcid:Count_Person_65OrMoreYears_Female_Urban
2008,country/POL,1994724,dcid:Count_Person_65OrMoreYears_Female_Urban
2007,country/POL,3195079,dcid:Count_Person_65OrMoreYears_Female
2008,country/POL,3206085,dcid:Count_Person_65OrMoreYears_Female
2007,country/POL,760706,dcid:Count_Person_65OrMoreYears_Male_Rural
2008,country/POL,753637,dcid:Count_Person_65OrMoreYears_Male_Rural
2007,country/POL,1175591,dcid:Count_Person_65OrMoreYears_Male_Urban
2008,country/POL,1186565,dcid:Count_Person_65OrMoreYears_Male_Urban
2007,country/POL,1936297,dcid:Count_Person_65OrMoreYears_Male
2008,country/POL,1940202,dcid:Count_Person_65OrMoreYears_Male
