"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"NG","4","Afghanistan","01","NG01","Natural gas (including LNG) - production","1999","Terajoules","4950",""
"NG","4","Afghanistan","01","NG01","Natural gas (including LNG) - production","1998","Terajoules","5350",""
"NG","4","Afghanistan","01","NG01","Natural gas (including LNG) - production","1997","Terajoules","5750",""
"NG","4","Afghanistan","01","NG01","Natural gas (including LNG) - production","1996","Terajoules","6250",""
"NG","4","Afghanistan","01","NG01","Natural gas (including LNG) - production","1995","Terajoules","6550",""
"NG","4","Afghanistan","01","NG01","Natural gas (including LNG) - production","1994","Terajoules","6830",""
"NG","4","Afghanistan","01","NG01","Natural gas (including LNG) - production","1993","Terajoules","7130",""
"NG","4","Afghanistan","01","NG01","Natural gas (including LNG) - production","1992","Terajoules","7373",""
"NG","4","Afghanistan","01","NG01","Natural gas (including LNG) - production","1991","Terajoules","7920",""
"NG","4","Afghanistan","01","NG01","Natural gas (including LNG) - production","1990","Terajoules","8167",""
"NG","4","Afghanistan","018","NG018","Natural gas - Gross production","1999","Terajoules","5400",""
"NG","4","Afghanistan","018","NG018","Natural gas - Gross production","1998","Terajoules","5800",""
"NG","4","Afghanistan","018","NG018","Natural gas - Gross production","1997","Terajoules","6200",""
"NG","4","Afghanistan","018","NG018","Natural gas - Gross production","1996","Terajoules","6700",""
"NG","4","Afghanistan","018","NG018","Natural gas - Gross production","1995","Terajoules","7000",""
"NG","4","Afghanistan","018","NG018","Natural gas - Gross production","1994","Terajoules","7300",""
"NG","4","Afghanistan","018","NG018","Natural gas - Gross production","1993","Terajoules","7600",""
"NG","4","Afghanistan","018","NG018","Natural gas - Gross production","1992","Terajoules","7843",""
"NG","4","Afghanistan","018","NG018","Natural gas - Gross production","1991","Terajoules","8585",""
"NG","4","Afghanistan","018","NG018","Natural gas - Gross production","1990","Terajoules","8897",""
"NG","4","Afghanistan","104","NG104","Natural gas (including LNG) - flared and vented","1999","Terajoules","450","1"
"NG","4","Afghanistan","104","NG104","Natural gas (including LNG) - flared and vented","1998","Terajoules","450","1"
