REG_ID,Region,Year,Count_Person_PerArea,Area
AT11,dcid:nuts/AT11,"2001",73.0,3780.0
AT11,dcid:nuts/AT11,"2002",73.19,3780.0
AT11,dcid:nuts/AT11,"2003",73.16,3780.0
AT11,dcid:nuts/AT11,"2004",73.23,3780.0
AT11,dcid:nuts/AT11,"2005",73.55,3780.0
AT11,dcid:nuts/AT11,"2006",73.84,3780.0
AT11,dcid:nuts/AT11,"2007",74.09,3780.0
AT11,dcid:nuts/AT11,"2008",74.33,3780.0
AT11,dcid:nuts/AT11,"2009",74.81,3780.0
AT11,dcid:nuts/AT11,"2010",75.05,3780.0
AT11,dcid:nuts/AT11,"2011",75.29,3780.0
AT11,dcid:nuts/AT11,"2012",75.6,3780.0
AT11,dcid:nuts/AT11,"2013",75.84,3780.0
AT11,dcid:nuts/AT11,"2014",76.04,3780.0
AT11,dcid:nuts/AT11,"2015",76.28,3780.0
AT11,dcid:nuts/AT11,"2016",76.99,3780.0
AT11,dcid:nuts/AT11,"2017",77.23,3780.0
AT11,dcid:nuts/AT11,"2018",77.43,3780.0
AT11,dcid:nuts/AT11,"2019",77.63,3780.0
AT111,dcid:nuts/AT111,"2001",54.37,694.0
AT111,dcid:nuts/AT111,"2002",54.44,694.0
AT111,dcid:nuts/AT111,"2003",54.33,694.0
AT111,dcid:nuts/AT111,"2004",54.24,694.0
AT111,dcid:nuts/AT111,"2005",54.07,694.0
AT111,dcid:nuts/AT111,"2006",53.91,694.0
AT111,dcid:nuts/AT111,"2007",54.01,694.0
AT111,dcid:nuts/AT111,"2008",53.95,694.0
AT111,dcid:nuts/AT111,"2009",53.99,694.0
AT111,dcid:nuts/AT111,"2010",54.07,694.0
AT111,dcid:nuts/AT111,"2011",54.04,694.0
AT111,dcid:nuts/AT111,"2012",54.12,694.0
AT111,dcid:nuts/AT111,"2013",54.13,694.0
AT111,dcid:nuts/AT111,"2014",54.08,694.0
AT111,dcid:nuts/AT111,"2015",54.21,694.0
AT111,dcid:nuts/AT111,"2016",54.31,694.0
AT111,dcid:nuts/AT111,"2017",54.4,694.0
AT111,dcid:nuts/AT111,"2018",54.27,694.0
AT111,dcid:nuts/AT111,"2019",54.05,694.0
AT112,dcid:nuts/AT112,"2001",85.88,1635.0
AT112,dcid:nuts/AT112,"2002",86.27,1635.0
AT112,dcid:nuts/AT112,"2003",86.46,1635.0
AT112,dcid:nuts/AT112,"2004",86.83,1635.0
AT112,dcid:nuts/AT112,"2005",87.52,1635.0
AT112,dcid:nuts/AT112,"2006",88.2,1635.0
AT112,dcid:nuts/AT112,"2007",88.76,1635.0
AT112,dcid:nuts/AT112,"2008",89.47,1635.0
AT112,dcid:nuts/AT112,"2009",90.3,1635.0
AT112,dcid:nuts/AT112,"2010",90.87,1635.0
AT112,dcid:nuts/AT112,"2011",91.45,1635.0
AT112,dcid:nuts/AT112,"2012",92.05,1635.0
AT112,dcid:nuts/AT112,"2013",92.72,1635.0
AT112,dcid:nuts/AT112,"2014",93.3,1635.0
AT112,dcid:nuts/AT112,"2015",93.97,1635.0
AT112,dcid:nuts/AT112,"2016",95.3,1635.0
AT112,dcid:nuts/AT112,"2017",95.86,1635.0
AT112,dcid:nuts/AT112,"2018",96.54,1635.0
AT112,dcid:nuts/AT112,"2019",97.24,1635.0
AT113,dcid:nuts/AT113,"2001",67.4,1451.0
AT113,dcid:nuts/AT113,"2002",67.43,1451.0
AT113,dcid:nuts/AT113,"2003",67.18,1451.0
AT113,dcid:nuts/AT113,"2004",66.98,1451.0
AT113,dcid:nuts/AT113,"2005",67.14,1451.0
AT113,dcid:nuts/AT113,"2006",67.2,1451.0
AT113,dcid:nuts/AT113,"2007",67.17,1451.0
AT113,dcid:nuts/AT113,"2008",67.03,1451.0
AT113,dcid:nuts/AT113,"2009",67.31,1451.0
AT113,dcid:nuts/AT113,"2010",67.26,1451.0
AT113,dcid:nuts/AT113,"2011",67.23,1451.0
AT113,dcid:nuts/AT113,"2012",67.35,1451.0
AT113,dcid:nuts/AT113,"2013",67.22,1451.0
AT113,dcid:nuts/AT113,"2014",67.09,1451.0
AT113,dcid:nuts/AT113,"2015",66.92,1451.0
AT113,dcid:nuts/AT113,"2016",67.2,1451.0
AT113,dcid:nuts/AT113,"2017",67.16,1451.0
AT113,dcid:nuts/AT113,"2018",66.97,1451.0
AT113,dcid:nuts/AT113,"2019",66.81,1451.0
AT12,dcid:nuts/AT12,"2001",81.42,18907.0
AT12,dcid:nuts/AT12,"2002",81.7,18907.0
AT12,dcid:nuts/AT12,"2003",81.94,18907.0
AT12,dcid:nuts/AT12,"2004",82.37,18907.0
AT12,dcid:nuts/AT12,"2005",82.98,18907.0
AT12,dcid:nuts/AT12,"2006",83.59,18907.0
AT12,dcid:nuts/AT12,"2007",84.02,18907.0
AT12,dcid:nuts/AT12,"2008",84.39,18907.0
AT12,dcid:nuts/AT12,"2009",84.78,18907.0
AT12,dcid:nuts/AT12,"2010",84.94,18907.0
AT12,dcid:nuts/AT12,"2011",85.13,18907.0
AT12,dcid:nuts/AT12,"2012",85.39,18907.0
AT12,dcid:nuts/AT12,"2013",85.61,18907.0
AT12,dcid:nuts/AT12,"2014",85.97,18907.0
AT12,dcid:nuts/AT12,"2015",86.57,18907.0
AT12,dcid:nuts/AT12,"2016",87.46,18907.0
AT12,dcid:nuts/AT12,"2017",88.1,18907.0
AT12,dcid:nuts/AT12,"2018",88.36,18907.0
AT12,dcid:nuts/AT12,"2019",88.73,18907.0
AT121,dcid:nuts/AT121,"2001",71.92,3301.0
AT121,dcid:nuts/AT121,"2002",72.02,3301.0
AT121,dcid:nuts/AT121,"2003",71.95,3301.0
AT121,dcid:nuts/AT121,"2004",72.09,3301.0
AT121,dcid:nuts/AT121,"2005",72.41,3301.0
AT121,dcid:nuts/AT121,"2006",72.76,3301.0
AT121,dcid:nuts/AT121,"2007",72.89,3301.0
AT121,dcid:nuts/AT121,"2008",72.98,3301.0
AT121,dcid:nuts/AT121,"2009",73.14,3301.0
AT121,dcid:nuts/AT121,"2010",73.06,3301.0
AT121,dcid:nuts/AT121,"2011",73.01,3301.0
AT121,dcid:nuts/AT121,"2012",73.0,3301.0
AT121,dcid:nuts/AT121,"2013",73.08,3301.0
AT121,dcid:nuts/AT121,"2014",73.23,3301.0
AT121,dcid:nuts/AT121,"2015",73.52,3301.0
AT121,dcid:nuts/AT121,"2016",74.05,3301.0
AT121,dcid:nuts/AT121,"2017",74.42,3301.0
AT121,dcid:nuts/AT121,"2018",74.54,3301.0
AT121,dcid:nuts/AT121,"2019",74.75,3301.0
AT122,dcid:nuts/AT122,"2001",73.23,3348.0
AT122,dcid:nuts/AT122,"2002",73.53,3348.0
AT122,dcid:nuts/AT122,"2003",73.71,3348.0
AT122,dcid:nuts/AT122,"2004",74.09,3348.0
AT122,dcid:nuts/AT122,"2005",74.55,3348.0
AT122,dcid:nuts/AT122,"2006",74.95,3348.0
AT122,dcid:nuts/AT122,"2007",75.13,3348.0
AT122,dcid:nuts/AT122,"2008",75.17,3348.0
AT122,dcid:nuts/AT122,"2009",75.34,3348.0
AT122,dcid:nuts/AT122,"2010",75.39,3348.0
AT122,dcid:nuts/AT122,"2011",75.47,3348.0
AT122,dcid:nuts/AT122,"2012",75.59,3348.0
AT122,dcid:nuts/AT122,"2013",75.63,3348.0
AT122,dcid:nuts/AT122,"2014",75.87,3348.0
AT122,dcid:nuts/AT122,"2015",76.38,3348.0
AT122,dcid:nuts/AT122,"2016",77.1,3348.0
AT122,dcid:nuts/AT122,"2017",77.56,3348.0
AT122,dcid:nuts/AT122,"2018",77.55,3348.0
AT122,dcid:nuts/AT122,"2019",77.8,3348.0
AT123,dcid:nuts/AT123,"2001",116.76,1214.0
AT123,dcid:nuts/AT123,"2002",117.25,1214.0
AT123,dcid:nuts/AT123,"2003",117.69,1214.0
AT123,dcid:nuts/AT123,"2004",118.52,1214.0
AT123,dcid:nuts/AT123,"2005",119.65,1214.0
AT123,dcid:nuts/AT123,"2006",120.53,1214.0
AT123,dcid:nuts/AT123,"2007",121.03,1214.0
AT123,dcid:nuts/AT123,"2008",121.39,1214.0
AT123,dcid:nuts/AT123,"2009",121.73,1214.0
AT123,dcid:nuts/AT123,"2010",121.91,1214.0
AT123,dcid:nuts/AT123,"2011",122.11,1214.0
AT123,dcid:nuts/AT123,"2012",122.33,1214.0
AT123,dcid:nuts/AT123,"2013",122.62,1214.0
AT123,dcid:nuts/AT123,"2014",123.15,1214.0
AT123,dcid:nuts/AT123,"2015",124.1,1214.0
AT123,dcid:nuts/AT123,"2016",125.68,1214.0
AT123,dcid:nuts/AT123,"2017",126.89,1214.0
AT123,dcid:nuts/AT123,"2018",127.58,1214.0
AT123,dcid:nuts/AT123,"2019",128.04,1214.0
AT124,dcid:nuts/AT124,"2001",49.21,4553.0
AT124,dcid:nuts/AT124,"2002",49.06,4553.0
AT124,dcid:nuts/AT124,"2003",48.95,4553.0
AT124,dcid:nuts/AT124,"2004",48.84,4553.0
AT124,dcid:nuts/AT124,"2005",48.79,4553.0
AT124,dcid:nuts/AT124,"2006",48.78,4553.0
AT124,dcid:nuts/AT124,"2007",48.65,4553.0
AT124,dcid:nuts/AT124,"2008",48.56,4553.0
AT124,dcid:nuts/AT124,"2009",48.49,4553.0
AT124,dcid:nuts/AT124,"2010",48.33,4553.0
AT124,dcid:nuts/AT124,"2011",48.2,4553.0
AT124,dcid:nuts/AT124,"2012",48.18,4553.0
AT124,dcid:nuts/AT124,"2013",48.03,4553.0
AT124,dcid:nuts/AT124,"2014",47.94,4553.0
AT124,dcid:nuts/AT124,"2015",47.91,4553.0
AT124,dcid:nuts/AT124,"2016",48.15,4553.0
AT124,dcid:nuts/AT124,"2017",48.21,4553.0
AT124,dcid:nuts/AT124,"2018",47.92,4553.0
AT124,dcid:nuts/AT124,"2019",47.76,4553.0
AT125,dcid:nuts/AT125,"2001",51.57,2390.0
AT125,dcid:nuts/AT125,"2002",51.6,2390.0
AT125,dcid:nuts/AT125,"2003",51.58,2390.0
AT125,dcid:nuts/AT125,"2004",51.53,2390.0
AT125,dcid:nuts/AT125,"2005",51.62,2390.0
AT125,dcid:nuts/AT125,"2006",51.72,2390.0
AT125,dcid:nuts/AT125,"2007",51.75,2390.0
AT125,dcid:nuts/AT125,"2008",51.79,2390.0
AT125,dcid:nuts/AT125,"2009",51.85,2390.0
AT125,dcid:nuts/AT125,"2010",51.78,2390.0
AT125,dcid:nuts/AT125,"2011",51.68,2390.0
AT125,dcid:nuts/AT125,"2012",51.62,2390.0
AT125,dcid:nuts/AT125,"2013",51.51,2390.0
AT125,dcid:nuts/AT125,"2014",51.52,2390.0
AT125,dcid:nuts/AT125,"2015",51.69,2390.0
AT125,dcid:nuts/AT125,"2016",52.0,2390.0
AT125,dcid:nuts/AT125,"2017",52.28,2390.0
AT125,dcid:nuts/AT125,"2018",52.26,2390.0
AT125,dcid:nuts/AT125,"2019",52.29,2390.0
AT126,dcid:nuts/AT126,"2001",103.79,2658.0
AT126,dcid:nuts/AT126,"2002",104.57,2658.0
AT126,dcid:nuts/AT126,"2003",105.34,2658.0
AT126,dcid:nuts/AT126,"2004",106.48,2658.0
AT126,dcid:nuts/AT126,"2005",107.83,2658.0
AT126,dcid:nuts/AT126,"2006",109.36,2658.0
AT126,dcid:nuts/AT126,"2007",110.75,2658.0
AT126,dcid:nuts/AT126,"2008",112.16,2658.0
AT126,dcid:nuts/AT126,"2009",113.5,2658.0
AT126,dcid:nuts/AT126,"2010",114.22,2658.0
AT126,dcid:nuts/AT126,"2011",115.15,2658.0
AT126,dcid:nuts/AT126,"2012",115.95,2658.0
AT126,dcid:nuts/AT126,"2013",116.66,2658.0
AT126,dcid:nuts/AT126,"2014",117.74,2658.0
AT126,dcid:nuts/AT126,"2015",118.98,2658.0
AT126,dcid:nuts/AT126,"2016",120.53,2658.0
AT126,dcid:nuts/AT126,"2017",121.89,2658.0
AT126,dcid:nuts/AT126,"2018",123.05,2658.0
AT126,dcid:nuts/AT126,"2019",124.29,2658.0
AT127,dcid:nuts/AT127,"2001",202.28,1443.0
AT127,dcid:nuts/AT127,"2002",203.58,1443.0
AT127,dcid:nuts/AT127,"2003",205.14,1443.0
AT127,dcid:nuts/AT127,"2004",207.09,1443.0
AT127,dcid:nuts/AT127,"2005",209.94,1443.0
AT127,dcid:nuts/AT127,"2006",212.53,1443.0
AT127,dcid:nuts/AT127,"2007",214.76,1443.0
AT127,dcid:nuts/AT127,"2008",216.62,1443.0
AT127,dcid:nuts/AT127,"2009",218.37,1443.0
AT127,dcid:nuts/AT127,"2010",219.65,1443.0
AT127,dcid:nuts/AT127,"2011",220.73,1443.0
AT127,dcid:nuts/AT127,"2012",222.42,1443.0
AT127,dcid:nuts/AT127,"2013",224.11,1443.0
AT127,dcid:nuts/AT127,"2014",225.85,1443.0
AT127,dcid:nuts/AT127,"2015",228.54,1443.0
AT127,dcid:nuts/AT127,"2016",231.93,1443.0
AT127,dcid:nuts/AT127,"2017",234.19,1443.0
AT127,dcid:nuts/AT127,"2018",235.6,1443.0
AT127,dcid:nuts/AT127,"2019",237.08,1443.0
AT13,dcid:nuts/AT13,"2001",3924.13,396.0
AT13,dcid:nuts/AT13,"2002",3967.48,396.0
AT13,dcid:nuts/AT13,"2003",4022.34,396.0
AT13,dcid:nuts/AT13,"2004",4066.69,396.0
AT13,dcid:nuts/AT13,"2005",4122.65,396.0
AT13,dcid:nuts/AT13,"2006",4172.85,396.0
AT13,dcid:nuts/AT13,"2007",4195.07,396.0
AT13,dcid:nuts/AT13,"2008",4220.26,396.0
AT13,dcid:nuts/AT13,"2009",4242.77,396.0
AT13,dcid:nuts/AT13,"2010",4267.66,396.0
AT13,dcid:nuts/AT13,"2011",4300.14,396.0
AT13,dcid:nuts/AT13,"2012",4336.07,396.0
AT13,dcid:nuts/AT13,"2013",4397.09,396.0
AT13,dcid:nuts/AT13,"2014",4461.48,396.0
AT13,dcid:nuts/AT13,"2015",4538.73,396.0
AT13,dcid:nuts/AT13,"2016",4647.04,396.0
AT13,dcid:nuts/AT13,"2017",4716.12,396.0
AT13,dcid:nuts/AT13,"2018",4769.64,396.0
AT13,dcid:nuts/AT13,"2019",4791.64,396.0
AT130,dcid:nuts/AT130,"2001",3924.13,396.0
AT130,dcid:nuts/AT130,"2002",3967.48,396.0
AT130,dcid:nuts/AT130,"2003",4022.34,396.0
AT130,dcid:nuts/AT130,"2004",4066.69,396.0
AT130,dcid:nuts/AT130,"2005",4122.65,396.0
AT130,dcid:nuts/AT130,"2006",4172.85,396.0
AT130,dcid:nuts/AT130,"2007",4195.07,396.0
AT130,dcid:nuts/AT130,"2008",4220.26,396.0
AT130,dcid:nuts/AT130,"2009",4242.77,396.0
AT130,dcid:nuts/AT130,"2010",4267.66,396.0
AT130,dcid:nuts/AT130,"2011",4300.14,396.0
AT130,dcid:nuts/AT130,"2012",4336.07,396.0
AT130,dcid:nuts/AT130,"2013",4397.09,396.0
AT130,dcid:nuts/AT130,"2014",4461.48,396.0
AT130,dcid:nuts/AT130,"2015",4538.73,396.0
AT130,dcid:nuts/AT130,"2016",4647.04,396.0
AT130,dcid:nuts/AT130,"2017",4716.12,396.0
AT130,dcid:nuts/AT130,"2018",4769.64,396.0
AT130,dcid:nuts/AT130,"2019",4791.64,396.0
AT21,dcid:nuts/AT21,"2001",59.74,9367.0
AT21,dcid:nuts/AT21,"2002",59.78,9367.0
AT21,dcid:nuts/AT21,"2003",59.64,9367.0
AT21,dcid:nuts/AT21,"2004",59.57,9367.0
AT21,dcid:nuts/AT21,"2005",59.67,9367.0
AT21,dcid:nuts/AT21,"2006",59.71,9367.0
AT21,dcid:nuts/AT21,"2007",59.72,9367.0
AT21,dcid:nuts/AT21,"2008",59.75,9367.0
AT21,dcid:nuts/AT21,"2009",59.73,9367.0
AT21,dcid:nuts/AT21,"2010",59.57,9367.0
AT21,dcid:nuts/AT21,"2011",59.43,9367.0
AT21,dcid:nuts/AT21,"2012",59.36,9367.0
AT21,dcid:nuts/AT21,"2013",59.3,9367.0
AT21,dcid:nuts/AT21,"2014",59.34,9367.0
AT21,dcid:nuts/AT21,"2015",59.53,9367.0
AT21,dcid:nuts/AT21,"2016",59.84,9367.0
AT21,dcid:nuts/AT21,"2017",59.9,9367.0
AT21,dcid:nuts/AT21,"2018",59.88,9367.0
AT21,dcid:nuts/AT21,"2019",59.88,9367.0
AT211,dcid:nuts/AT211,"2001",137.28,1958.0
AT211,dcid:nuts/AT211,"2002",137.7,1958.0
AT211,dcid:nuts/AT211,"2003",137.69,1958.0
AT211,dcid:nuts/AT211,"2004",137.81,1958.0
AT211,dcid:nuts/AT211,"2005",138.47,1958.0
AT211,dcid:nuts/AT211,"2006",139.11,1958.0
AT211,dcid:nuts/AT211,"2007",139.6,1958.0
AT211,dcid:nuts/AT211,"2008",140.21,1958.0
AT211,dcid:nuts/AT211,"2009",140.69,1958.0
AT211,dcid:nuts/AT211,"2010",140.81,1958.0
AT211,dcid:nuts/AT211,"2011",140.96,1958.0
AT211,dcid:nuts/AT211,"2012",141.43,1958.0
AT211,dcid:nuts/AT211,"2013",141.9,1958.0
AT211,dcid:nuts/AT211,"2014",142.67,1958.0
AT211,dcid:nuts/AT211,"2015",143.72,1958.0
AT211,dcid:nuts/AT211,"2016",145.02,1958.0
AT211,dcid:nuts/AT211,"2017",145.82,1958.0
AT211,dcid:nuts/AT211,"2018",146.36,1958.0
AT211,dcid:nuts/AT211,"2019",146.85,1958.0
AT212,dcid:nuts/AT212,"2001",32.36,4067.0
AT212,dcid:nuts/AT212,"2002",32.37,4067.0
AT212,dcid:nuts/AT212,"2003",32.25,4067.0
AT212,dcid:nuts/AT212,"2004",32.19,4067.0
AT212,dcid:nuts/AT212,"2005",32.17,4067.0
AT212,dcid:nuts/AT212,"2006",32.04,4067.0
AT212,dcid:nuts/AT212,"2007",31.95,4067.0
AT212,dcid:nuts/AT212,"2008",31.87,4067.0
AT212,dcid:nuts/AT212,"2009",31.75,4067.0
AT212,dcid:nuts/AT212,"2010",31.57,4067.0
AT212,dcid:nuts/AT212,"2011",31.39,4067.0
AT212,dcid:nuts/AT212,"2012",31.21,4067.0
AT212,dcid:nuts/AT212,"2013",31.03,4067.0
AT212,dcid:nuts/AT212,"2014",30.88,4067.0
AT212,dcid:nuts/AT212,"2015",30.82,4067.0
AT212,dcid:nuts/AT212,"2016",30.85,4067.0
AT212,dcid:nuts/AT212,"2017",30.73,4067.0
AT212,dcid:nuts/AT212,"2018",30.58,4067.0
AT212,dcid:nuts/AT212,"2019",30.55,4067.0
AT213,dcid:nuts/AT213,"2001",47.63,3342.0
AT213,dcid:nuts/AT213,"2002",47.48,3342.0
AT213,dcid:nuts/AT213,"2003",47.24,3342.0
AT213,dcid:nuts/AT213,"2004",47.06,3342.0
AT213,dcid:nuts/AT213,"2005",46.97,3342.0
AT213,dcid:nuts/AT213,"2006",46.86,3342.0
AT213,dcid:nuts/AT213,"2007",46.72,3342.0
AT213,dcid:nuts/AT213,"2008",46.54,3342.0
AT213,dcid:nuts/AT213,"2009",46.34,3342.0
AT213,dcid:nuts/AT213,"2010",46.05,3342.0
AT213,dcid:nuts/AT213,"2011",45.8,3342.0
AT213,dcid:nuts/AT213,"2012",45.53,3342.0
AT213,dcid:nuts/AT213,"2013",45.31,3342.0
AT213,dcid:nuts/AT213,"2014",45.16,3342.0
AT213,dcid:nuts/AT213,"2015",45.15,3342.0
AT213,dcid:nuts/AT213,"2016",45.2,3342.0
AT213,dcid:nuts/AT213,"2017",45.06,3342.0
AT213,dcid:nuts/AT213,"2018",44.86,3342.0
AT213,dcid:nuts/AT213,"2019",44.63,3342.0
AT22,dcid:nuts/AT22,"2001",72.76,16252.0
AT22,dcid:nuts/AT22,"2002",73.11,16252.0
AT22,dcid:nuts/AT22,"2003",73.18,16252.0
AT22,dcid:nuts/AT22,"2004",73.36,16252.0
AT22,dcid:nuts/AT22,"2005",73.64,16252.0
AT22,dcid:nuts/AT22,"2006",73.89,16252.0
AT22,dcid:nuts/AT22,"2007",73.99,16252.0
AT22,dcid:nuts/AT22,"2008",74.06,16252.0
AT22,dcid:nuts/AT22,"2009",74.13,16252.0
AT22,dcid:nuts/AT22,"2010",74.15,16252.0
AT22,dcid:nuts/AT22,"2011",74.24,16252.0
AT22,dcid:nuts/AT22,"2012",74.37,16252.0
AT22,dcid:nuts/AT22,"2013",74.51,16252.0
AT22,dcid:nuts/AT22,"2014",74.78,16252.0
AT22,dcid:nuts/AT22,"2015",75.16,16252.0
AT22,dcid:nuts/AT22,"2016",75.81,16252.0
AT22,dcid:nuts/AT22,"2017",76.13,16252.0
AT22,dcid:nuts/AT22,"2018",76.31,16252.0
AT22,dcid:nuts/AT22,"2019",76.49,16252.0
AT221,dcid:nuts/AT221,"2001",296.9,1200.0
AT221,dcid:nuts/AT221,"2002",303.9,1200.0
AT221,dcid:nuts/AT221,"2003",306.94,1200.0
AT221,dcid:nuts/AT221,"2004",310.01,1200.0
AT221,dcid:nuts/AT221,"2005",314.54,1200.0
AT221,dcid:nuts/AT221,"2006",318.65,1200.0
AT221,dcid:nuts/AT221,"2007",322.02,1200.0
AT221,dcid:nuts/AT221,"2008",325.12,1200.0
AT221,dcid:nuts/AT221,"2009",327.99,1200.0
AT221,dcid:nuts/AT221,"2010",330.83,1200.0
AT221,dcid:nuts/AT221,"2011",334.36,1200.0
AT221,dcid:nuts/AT221,"2012",337.89,1200.0
AT221,dcid:nuts/AT221,"2013",341.75,1200.0
AT221,dcid:nuts/AT221,"2014",346.38,1200.0
AT221,dcid:nuts/AT221,"2015",351.09,1200.0
AT221,dcid:nuts/AT221,"2016",357.57,1200.0
AT221,dcid:nuts/AT221,"2017",362.47,1200.0
AT221,dcid:nuts/AT221,"2018",366.03,1200.0
AT221,dcid:nuts/AT221,"2019",369.22,1200.0
AT222,dcid:nuts/AT222,"2001",24.98,3287.0
AT222,dcid:nuts/AT222,"2002",24.91,3287.0
AT222,dcid:nuts/AT222,"2003",24.76,3287.0
AT222,dcid:nuts/AT222,"2004",24.7,3287.0
AT222,dcid:nuts/AT222,"2005",24.69,3287.0
AT222,dcid:nuts/AT222,"2006",24.66,3287.0
AT222,dcid:nuts/AT222,"2007",24.63,3287.0
AT222,dcid:nuts/AT222,"2008",24.5,3287.0
AT222,dcid:nuts/AT222,"2009",24.45,3287.0
AT222,dcid:nuts/AT222,"2010",24.33,3287.0
AT222,dcid:nuts/AT222,"2011",24.22,3287.0
AT222,dcid:nuts/AT222,"2012",24.12,3287.0
AT222,dcid:nuts/AT222,"2013",24.05,3287.0
AT222,dcid:nuts/AT222,"2014",24.0,3287.0
AT222,dcid:nuts/AT222,"2015",24.21,3287.0
AT222,dcid:nuts/AT222,"2016",24.3,3287.0
AT222,dcid:nuts/AT222,"2017",24.34,3287.0
AT222,dcid:nuts/AT222,"2018",24.36,3287.0
AT222,dcid:nuts/AT222,"2019",24.31,3287.0
AT223,dcid:nuts/AT223,"2001",55.31,3190.0
AT223,dcid:nuts/AT223,"2002",54.86,3190.0
AT223,dcid:nuts/AT223,"2003",54.45,3190.0
AT223,dcid:nuts/AT223,"2004",54.2,3190.0
AT223,dcid:nuts/AT223,"2005",53.91,3190.0
AT223,dcid:nuts/AT223,"2006",53.74,3190.0
AT223,dcid:nuts/AT223,"2007",53.33,3190.0
AT223,dcid:nuts/AT223,"2008",52.97,3190.0
AT223,dcid:nuts/AT223,"2009",52.66,3190.0
AT223,dcid:nuts/AT223,"2010",52.24,3190.0
AT223,dcid:nuts/AT223,"2011",51.88,3190.0
AT223,dcid:nuts/AT223,"2012",51.56,3190.0
AT223,dcid:nuts/AT223,"2013",51.18,3190.0
AT223,dcid:nuts/AT223,"2014",50.98,3190.0
AT223,dcid:nuts/AT223,"2015",50.71,3190.0
AT223,dcid:nuts/AT223,"2016",50.75,3190.0
AT223,dcid:nuts/AT223,"2017",50.4,3190.0
AT223,dcid:nuts/AT223,"2018",50.12,3190.0
AT223,dcid:nuts/AT223,"2019",49.86,3190.0
AT224,dcid:nuts/AT224,"2001",81.26,3296.0
AT224,dcid:nuts/AT224,"2002",81.24,3296.0
AT224,dcid:nuts/AT224,"2003",81.26,3296.0
AT224,dcid:nuts/AT224,"2004",81.33,3296.0
AT224,dcid:nuts/AT224,"2005",81.39,3296.0
AT224,dcid:nuts/AT224,"2006",81.43,3296.0
AT224,dcid:nuts/AT224,"2007",81.38,3296.0
AT224,dcid:nuts/AT224,"2008",81.33,3296.0
AT224,dcid:nuts/AT224,"2009",81.18,3296.0
AT224,dcid:nuts/AT224,"2010",81.05,3296.0
AT224,dcid:nuts/AT224,"2011",80.96,3296.0
AT224,dcid:nuts/AT224,"2012",80.9,3296.0
AT224,dcid:nuts/AT224,"2013",80.82,3296.0
AT224,dcid:nuts/AT224,"2014",80.84,3296.0
AT224,dcid:nuts/AT224,"2015",80.39,3296.0
AT224,dcid:nuts/AT224,"2016",80.64,3296.0
AT224,dcid:nuts/AT224,"2017",80.81,3296.0
AT224,dcid:nuts/AT224,"2018",80.86,3296.0
AT224,dcid:nuts/AT224,"2019",80.98,3296.0
AT225,dcid:nuts/AT225,"2001",85.01,2237.0
AT225,dcid:nuts/AT225,"2002",84.95,2237.0
AT225,dcid:nuts/AT225,"2003",84.96,2237.0
AT225,dcid:nuts/AT225,"2004",85.11,2237.0
AT225,dcid:nuts/AT225,"2005",85.26,2237.0
AT225,dcid:nuts/AT225,"2006",85.32,2237.0
AT225,dcid:nuts/AT225,"2007",85.23,2237.0
AT225,dcid:nuts/AT225,"2008",85.19,2237.0
AT225,dcid:nuts/AT225,"2009",85.16,2237.0
AT225,dcid:nuts/AT225,"2010",85.08,2237.0
AT225,dcid:nuts/AT225,"2011",85.0,2237.0
AT225,dcid:nuts/AT225,"2012",84.94,2237.0
AT225,dcid:nuts/AT225,"2013",84.89,2237.0
AT225,dcid:nuts/AT225,"2014",84.86,2237.0
AT225,dcid:nuts/AT225,"2015",86.08,2237.0
AT225,dcid:nuts/AT225,"2016",86.64,2237.0
AT225,dcid:nuts/AT225,"2017",86.81,2237.0
AT225,dcid:nuts/AT225,"2018",86.77,2237.0
AT225,dcid:nuts/AT225,"2019",86.93,2237.0
AT226,dcid:nuts/AT226,"2001",36.02,3042.0
AT226,dcid:nuts/AT226,"2002",35.76,3042.0
AT226,dcid:nuts/AT226,"2003",35.51,3042.0
AT226,dcid:nuts/AT226,"2004",35.38,3042.0
AT226,dcid:nuts/AT226,"2005",35.25,3042.0
AT226,dcid:nuts/AT226,"2006",35.1,3042.0
AT226,dcid:nuts/AT226,"2007",34.88,3042.0
AT226,dcid:nuts/AT226,"2008",34.66,3042.0
AT226,dcid:nuts/AT226,"2009",34.43,3042.0
AT226,dcid:nuts/AT226,"2010",34.18,3042.0
AT226,dcid:nuts/AT226,"2011",33.95,3042.0
AT226,dcid:nuts/AT226,"2012",33.79,3042.0
AT226,dcid:nuts/AT226,"2013",33.62,3042.0
AT226,dcid:nuts/AT226,"2014",33.46,3042.0
AT226,dcid:nuts/AT226,"2015",33.34,3042.0
AT226,dcid:nuts/AT226,"2016",33.38,3042.0
AT226,dcid:nuts/AT226,"2017",33.2,3042.0
AT226,dcid:nuts/AT226,"2018",33.0,3042.0
AT226,dcid:nuts/AT226,"2019",32.76,3042.0
AT31,dcid:nuts/AT31,"2001",117.19,11717.0
AT31,dcid:nuts/AT31,"2002",117.59,11717.0
AT31,dcid:nuts/AT31,"2003",117.99,11717.0
AT31,dcid:nuts/AT31,"2004",118.42,11717.0
AT31,dcid:nuts/AT31,"2005",119.03,11717.0
AT31,dcid:nuts/AT31,"2006",119.51,11717.0
AT31,dcid:nuts/AT31,"2007",119.8,11717.0
