Detail Data For Oil Consumption Productwise Trend Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
YearValue,Region,State,OilType,Qty_000Tonne
2016,NER,ASSAM,NAPHTHA,25.000
2016,NER,ASSAM,OTHERS,265.000
2016,NER,ASSAM,PETROL,267.000
2011,NER,ARUNACHAL PRADESH,ATF/RTF/JET,2.000
2011,NER,ARUNACHAL PRADESH,BITUMEN,6.000
2011,NER,ARUNACHAL PRADESH,DIESEL/ HSD,80.000
2011,NER,ARUNACHAL PRADESH,FUEL OIL,0.000
2011,NER,ARUNACHAL PRADESH,SKO (KEROSENE),14.000
2011,NER,ARUNACHAL PRADESH,LDO,0.000
2011,NER,ARUNACHAL PRADESH,LPG,13.000
2011,NER,ARUNACHAL PRADESH,LSHS/HHS/RFO,0.000
2011,NER,ARUNACHAL PRADESH,LUBES/GREASES,1.000
2011,NER,ARUNACHAL PRADESH,NAPHTHA,0.000
2011,NER,ARUNACHAL PRADESH,OTHERS,1.000
2011,NER,ARUNACHAL PRADESH,PETROL,19.000
2012,NER,ARUNACHAL PRADESH,ATF/RTF/JET,2.000
2012,NER,ARUNACHAL PRADESH,BITUMEN,6.000
2012,NER,ARUNACHAL PRADESH,DIESEL/ HSD,87.000
2012,NER,ARUNACHAL PRADESH,FUEL OIL,0.000
2012,NER,ARUNACHAL PRADESH,SKO (KEROSENE),13.000
2012,NER,ARUNACHAL PRADESH,LDO,0.000
2012,NER,ARUNACHAL PRADESH,LPG,14.000
2012,NER,ARUNACHAL PRADESH,LSHS/HHS/RFO,0.000
2012,NER,ARUNACHAL PRADESH,LUBES/GREASES,1.000
2012,NER,ARUNACHAL PRADESH,NAPHTHA,0.000
2012,NER,ARUNACHAL PRADESH,OTHERS,1.000
2012,NER,ARUNACHAL PRADESH,PETROL,21.000
2013,NER,ARUNACHAL PRADESH,ATF/RTF/JET,2.000
2013,NER,ARUNACHAL PRADESH,BITUMEN,13.000
2013,NER,ARUNACHAL PRADESH,DIESEL/ HSD,92.000
2013,NER,ARUNACHAL PRADESH,FUEL OIL,0.000
2013,NER,ARUNACHAL PRADESH,SKO (KEROSENE),15.000
2013,NER,ARUNACHAL PRADESH,LDO,0.100
2013,NER,ARUNACHAL PRADESH,LPG,13.000
2013,NER,ARUNACHAL PRADESH,LSHS/HHS/RFO,0.000
2013,NER,ARUNACHAL PRADESH,LUBES/GREASES,0.500
2013,NER,ARUNACHAL PRADESH,NAPHTHA,0.000
2013,NER,ARUNACHAL PRADESH,OTHERS,0.100
2013,NER,ARUNACHAL PRADESH,PETROL,23.000
2014,NER,ARUNACHAL PRADESH,ATF/RTF/JET,2.000
2014,NER,ARUNACHAL PRADESH,BITUMEN,7.000
2014,NER,ARUNACHAL PRADESH,DIESEL/ HSD,105.000
2014,NER,ARUNACHAL PRADESH,FUEL OIL,0.000
2014,NER,ARUNACHAL PRADESH,SKO (KEROSENE),14.000
2014,NER,ARUNACHAL PRADESH,LDO,0.000
2014,NER,ARUNACHAL PRADESH,LPG,15.000
2014,NER,ARUNACHAL PRADESH,LSHS/HHS/RFO,0.000
2014,NER,ARUNACHAL PRADESH,LUBES/GREASES,1.000
2014,NER,ARUNACHAL PRADESH,NAPHTHA,0.000
2014,NER,ARUNACHAL PRADESH,OTHERS,1.000
2014,NER,ARUNACHAL PRADESH,PETROL,27.000
2015,NER,ARUNACHAL PRADESH,ATF/RTF/JET,1.000
2015,NER,ARUNACHAL PRADESH,BITUMEN,8.000
2015,NER,ARUNACHAL PRADESH,DIESEL/ HSD,109.000
2015,NER,ARUNACHAL PRADESH,FUEL OIL,0.000
2015,NER,ARUNACHAL PRADESH,SKO (KEROSENE),15.000
2015,NER,ARUNACHAL PRADESH,LDO,0.000
2015,NER,ARUNACHAL PRADESH,LPG,16.000
2015,NER,ARUNACHAL PRADESH,LSHS/HHS/RFO,0.000
2015,NER,ARUNACHAL PRADESH,LUBES/GREASES,1.000
2015,NER,ARUNACHAL PRADESH,NAPHTHA,0.000
2015,NER,ARUNACHAL PRADESH,OTHERS,0.000
2015,NER,ARUNACHAL PRADESH,PETROL,28.000
2017,NER,ARUNACHAL PRADESH,LPG,17.840
2017,NER,ARUNACHAL PRADESH,PETROL,35.410
2017,NER,ARUNACHAL PRADESH,NAPHTHA,0.000
2017,NER,ARUNACHAL PRADESH,SKO (KEROSENE),13.200
2017,NER,ARUNACHAL PRADESH,ATF/RTF/JET,1.180
2017,NER,ARUNACHAL PRADESH,DIESEL/ HSD,132.390
2017,NER,ARUNACHAL PRADESH,LDO,0.000
2017,NER,ARUNACHAL PRADESH,FURNACE OIL,0.000
2017,NER,ARUNACHAL PRADESH,LSHS/HHS/RFO,0.000
2017,NER,ARUNACHAL PRADESH,LUBES/GREASES,0.660
2017,NER,ARUNACHAL PRADESH,BITUMEN,24.150
2017,NER,ARUNACHAL PRADESH,PETROLEUM COKE,0.000
2017,NER,ARUNACHAL PRADESH,OTHERS,0.084
2018,NER,ARUNACHAL PRADESH,LPG,19.920
2018,NER,ARUNACHAL PRADESH,PETROL,39.880
2018,NER,ARUNACHAL PRADESH,NAPHTHA,0.000
2018,NER,ARUNACHAL PRADESH,SKO (KEROSENE),11.720
2018,NER,ARUNACHAL PRADESH,ATF/RTF/JET,1.290
2018,NER,ARUNACHAL PRADESH,DIESEL/ HSD,146.420
2018,NER,ARUNACHAL PRADESH,LDO,0.000
2018,NER,ARUNACHAL PRADESH,FURNACE OIL,0.280
2018,NER,ARUNACHAL PRADESH,LSHS/HHS/RFO,0.000
2018,NER,ARUNACHAL PRADESH,LUBES/GREASES,0.590
2018,NER,ARUNACHAL PRADESH,BITUMEN,22.350
2018,NER,ARUNACHAL PRADESH,PETROLEUM COKE,0.000
2018,NER,ARUNACHAL PRADESH,OTHERS,-0.079
2019,NER,ARUNACHAL PRADESH,LPG,21.639
2019,NER,ARUNACHAL PRADESH,PETROL,46.150
2019,NER,ARUNACHAL PRADESH,NAPHTHA,0.000
2019,NER,ARUNACHAL PRADESH,SKO (KEROSENE),11.975
2019,NER,ARUNACHAL PRADESH,ATF/RTF/JET,1.519
2019,NER,ARUNACHAL PRADESH,DIESEL/ HSD,150.109
2019,NER,ARUNACHAL PRADESH,LDO,0.000
2019,NER,ARUNACHAL PRADESH,FURNACE OIL,0.253
2019,NER,ARUNACHAL PRADESH,LSHS/HHS/RFO,0.000
2019,NER,ARUNACHAL PRADESH,LUBES/GREASES,0.556
2019,NER,ARUNACHAL PRADESH,BITUMEN,16.165
2019,NER,ARUNACHAL PRADESH,PETROLEUM COKE,0.000
2019,NER,ARUNACHAL PRADESH,OTHERS,0.031
2020,NER,ARUNACHAL PRADESH,LPG,23.194
2020,NER,ARUNACHAL PRADESH,PETROL,51.770
2020,NER,ARUNACHAL PRADESH,NAPHTHA,0.000
2020,NER,ARUNACHAL PRADESH,SKO (KEROSENE),10.020
2020,NER,ARUNACHAL PRADESH,ATF/RTF/JET,1.250
2020,NER,ARUNACHAL PRADESH,DIESEL/ HSD,161.495
2020,NER,ARUNACHAL PRADESH,LDO,0.000
2020,NER,ARUNACHAL PRADESH,FURNACE OIL,0.000
2020,NER,ARUNACHAL PRADESH,LSHS/HHS/RFO,0.000
2020,NER,ARUNACHAL PRADESH,LUBES/GREASES,0.543
2020,NER,ARUNACHAL PRADESH,BITUMEN,15.021
2020,NER,ARUNACHAL PRADESH,PETROLEUM COKE,0.000
2020,NER,ARUNACHAL PRADESH,OTHERS,0.031
2016,NER,ARUNACHAL PRADESH,ATF/RTF/JET,1.000
2016,NER,ARUNACHAL PRADESH,BITUMEN,17.000
2016,NER,ARUNACHAL PRADESH,DIESEL/ HSD,118.000
2016,NER,ARUNACHAL PRADESH,FUEL OIL,0.000
2016,NER,ARUNACHAL PRADESH,SKO (KEROSENE),14.000
2016,NER,ARUNACHAL PRADESH,LDO,0.000
2016,NER,ARUNACHAL PRADESH,LPG,17.000
2016,NER,ARUNACHAL PRADESH,LSHS/HHS/RFO,0.000
2016,NER,ARUNACHAL PRADESH,LUBES/GREASES,1.000
2016,NER,ARUNACHAL PRADESH,NAPHTHA,0.000
2016,NER,ARUNACHAL PRADESH,OTHERS,0.000
2016,NER,ARUNACHAL PRADESH,PETROL,31.000
2011,NER,MEGHALAYA,ATF/RTF/JET,0.000
2011,NER,MEGHALAYA,BITUMEN,9.000
2011,NER,MEGHALAYA,DIESEL/ HSD,296.000
2011,NER,MEGHALAYA,FUEL OIL,0.000
2011,NER,MEGHALAYA,SKO (KEROSENE),21.000
2011,NER,MEGHALAYA,LDO,0.000
2011,NER,MEGHALAYA,LPG,15.000
2011,NER,MEGHALAYA,LSHS/HHS/RFO,0.000
2011,NER,MEGHALAYA,LUBES/GREASES,1.000
2011,NER,MEGHALAYA,NAPHTHA,0.000
2011,NER,MEGHALAYA,OTHERS,3.000
2011,NER,MEGHALAYA,PETROL,48.000
2012,NER,MEGHALAYA,ATF/RTF/JET,0.000
2012,NER,MEGHALAYA,BITUMEN,17.000
2012,NER,MEGHALAYA,DIESEL/ HSD,348.000
2012,NER,MEGHALAYA,FUEL OIL,0.000
2012,NER,MEGHALAYA,SKO (KEROSENE),20.000
2012,NER,MEGHALAYA,LDO,0.000
2012,NER,MEGHALAYA,LPG,14.000
2012,NER,MEGHALAYA,LSHS/HHS/RFO,0.000
2012,NER,MEGHALAYA,LUBES/GREASES,2.000
2012,NER,MEGHALAYA,NAPHTHA,0.000
2012,NER,MEGHALAYA,OTHERS,4.000
2012,NER,MEGHALAYA,PETROL,52.000
2013,NER,MEGHALAYA,ATF/RTF/JET,0.010
2013,NER,MEGHALAYA,BITUMEN,23.000
2013,NER,MEGHALAYA,DIESEL/ HSD,354.000
2013,NER,MEGHALAYA,FUEL OIL,0.200
2013,NER,MEGHALAYA,SKO (KEROSENE),20.000
2013,NER,MEGHALAYA,LDO,0.000
2013,NER,MEGHALAYA,LPG,14.000
2013,NER,MEGHALAYA,LSHS/HHS/RFO,0.000
2013,NER,MEGHALAYA,LUBES/GREASES,1.600
2013,NER,MEGHALAYA,NAPHTHA,0.000
2013,NER,MEGHALAYA,OTHERS,3.000
2013,NER,MEGHALAYA,PETROL,56.000
2014,NER,MEGHALAYA,ATF/RTF/JET,0.000
2014,NER,MEGHALAYA,BITUMEN,24.000
2014,NER,MEGHALAYA,DIESEL/ HSD,346.000
2014,NER,MEGHALAYA,FUEL OIL,0.000
2014,NER,MEGHALAYA,SKO (KEROSENE),20.000
2014,NER,MEGHALAYA,LDO,0.000
2014,NER,MEGHALAYA,LPG,15.000
2014,NER,MEGHALAYA,LSHS/HHS/RFO,0.000
2014,NER,MEGHALAYA,LUBES/GREASES,1.000
2014,NER,MEGHALAYA,NAPHTHA,0.000
2014,NER,MEGHALAYA,OTHERS,3.000
2014,NER,MEGHALAYA,PETROL,59.000
2015,NER,MEGHALAYA,ATF/RTF/JET,0.000
2015,NER,MEGHALAYA,BITUMEN,21.000
2015,NER,MEGHALAYA,DIESEL/ HSD,302.000
2015,NER,MEGHALAYA,FUEL OIL,0.000
2015,NER,MEGHALAYA,SKO (KEROSENE),20.000
2015,NER,MEGHALAYA,LDO,0.000
2015,NER,MEGHALAYA,LPG,16.000
2015,NER,MEGHALAYA,LSHS/HHS/RFO,0.000
2015,NER,MEGHALAYA,LUBES/GREASES,1.000
2015,NER,MEGHALAYA,NAPHTHA,0.000
2015,NER,MEGHALAYA,OTHERS,3.000
2015,NER,MEGHALAYA,PETROL,59.000
2017,NER,MEGHALAYA,LPG,18.750
2017,NER,MEGHALAYA,PETROL,72.980
2017,NER,MEGHALAYA,NAPHTHA,0.000
2017,NER,MEGHALAYA,SKO (KEROSENE),17.800
2017,NER,MEGHALAYA,ATF/RTF/JET,0.000
2017,NER,MEGHALAYA,DIESEL/ HSD,299.150
2017,NER,MEGHALAYA,LDO,0.010
2017,NER,MEGHALAYA,FURNACE OIL,0.640
2017,NER,MEGHALAYA,LSHS/HHS/RFO,0.000
2017,NER,MEGHALAYA,LUBES/GREASES,1.190
2017,NER,MEGHALAYA,BITUMEN,12.370
2017,NER,MEGHALAYA,PETROLEUM COKE,3.853
2017,NER,MEGHALAYA,OTHERS,1.260
2018,NER,MEGHALAYA,LPG,21.320
2018,NER,MEGHALAYA,PETROL,85.490
2018,NER,MEGHALAYA,NAPHTHA,0.000
2018,NER,MEGHALAYA,SKO (KEROSENE),15.200
2018,NER,MEGHALAYA,ATF/RTF/JET,0.003
2018,NER,MEGHALAYA,DIESEL/ HSD,326.110
2018,NER,MEGHALAYA,LDO,0.010
2018,NER,MEGHALAYA,FURNACE OIL,0.620
2018,NER,MEGHALAYA,LSHS/HHS/RFO,0.000
2018,NER,MEGHALAYA,LUBES/GREASES,1.120
2018,NER,MEGHALAYA,BITUMEN,12.000
2018,NER,MEGHALAYA,PETROLEUM COKE,21.703
2018,NER,MEGHALAYA,OTHERS,0.759
2019,NER,MEGHALAYA,LPG,25.137
2019,NER,MEGHALAYA,PETROL,93.675
2019,NER,MEGHALAYA,NAPHTHA,0.000
2019,NER,MEGHALAYA,SKO (KEROSENE),15.119
2019,NER,MEGHALAYA,ATF/RTF/JET,0.223
2019,NER,MEGHALAYA,DIESEL/ HSD,343.665
2019,NER,MEGHALAYA,LDO,0.000
2019,NER,MEGHALAYA,FURNACE OIL,0.000
2019,NER,MEGHALAYA,LSHS/HHS/RFO,0.000
2019,NER,MEGHALAYA,LUBES/GREASES,0.951
2019,NER,MEGHALAYA,BITUMEN,9.796
2019,NER,MEGHALAYA,PETROLEUM COKE,3.173
2019,NER,MEGHALAYA,OTHERS,0.139
2020,NER,MEGHALAYA,LPG,26.585
2020,NER,MEGHALAYA,PETROL,99.764
2020,NER,MEGHALAYA,NAPHTHA,0.000
2020,NER,MEGHALAYA,SKO (KEROSENE),14.857
2020,NER,MEGHALAYA,ATF/RTF/JET,0.293
2020,NER,MEGHALAYA,DIESEL/ HSD,355.886
2020,NER,MEGHALAYA,LDO,0.085
2020,NER,MEGHALAYA,FURNACE OIL,0.000
2020,NER,MEGHALAYA,LSHS/HHS/RFO,0.000
2020,NER,MEGHALAYA,LUBES/GREASES,0.691
2020,NER,MEGHALAYA,BITUMEN,3.952
2020,NER,MEGHALAYA,PETROLEUM COKE,48.141
2020,NER,MEGHALAYA,OTHERS,0.050
2016,NER,MEGHALAYA,ATF/RTF/JET,0.000
2016,NER,MEGHALAYA,BITUMEN,19.000
2016,NER,MEGHALAYA,DIESEL/ HSD,295.000
2016,NER,MEGHALAYA,FUEL OIL,0.000
2016,NER,MEGHALAYA,SKO (KEROSENE),20.000
2016,NER,MEGHALAYA,LDO,0.000
2016,NER,MEGHALAYA,LPG,17.000
2016,NER,MEGHALAYA,LSHS/HHS/RFO,0.000
2016,NER,MEGHALAYA,LUBES/GREASES,1.000
2016,NER,MEGHALAYA,NAPHTHA,0.000
2016,NER,MEGHALAYA,OTHERS,2.000
2016,NER,MEGHALAYA,PETROL,65.000
2011,NER,NAGALAND,ATF/RTF/JET,2.000
2011,NER,NAGALAND,BITUMEN,7.000
2011,NER,NAGALAND,DIESEL/ HSD,49.000
2011,NER,NAGALAND,FUEL OIL,0.000
2011,NER,NAGALAND,SKO (KEROSENE),14.000
2011,NER,NAGALAND,LDO,0.000
2011,NER,NAGALAND,LPG,15.000
2011,NER,NAGALAND,LSHS/HHS/RFO,0.000
2011,NER,NAGALAND,LUBES/GREASES,0.000
2011,NER,NAGALAND,NAPHTHA,0.000
2011,NER,NAGALAND,OTHERS,0.000
2011,NER,NAGALAND,PETROL,23.000
2012,NER,NAGALAND,ATF/RTF/JET,2.000
2012,NER,NAGALAND,BITUMEN,8.000
2012,NER,NAGALAND,DIESEL/ HSD,52.000
2012,NER,NAGALAND,FUEL OIL,0.000
2012,NER,NAGALAND,SKO (KEROSENE),14.000
2012,NER,NAGALAND,LDO,0.000
2012,NER,NAGALAND,LPG,17.000
2012,NER,NAGALAND,LSHS/HHS/RFO,0.000
2012,NER,NAGALAND,LUBES/GREASES,0.000
2012,NER,NAGALAND,NAPHTHA,0.000
2012,NER,NAGALAND,OTHERS,0.000
2012,NER,NAGALAND,PETROL,23.000
2013,NER,NAGALAND,ATF/RTF/JET,2.000
2013,NER,NAGALAND,BITUMEN,7.000
2013,NER,NAGALAND,DIESEL/ HSD,55.000
2013,NER,NAGALAND,FUEL OIL,0.000
2013,NER,NAGALAND,SKO (KEROSENE),14.000
2013,NER,NAGALAND,LDO,0.100
2013,NER,NAGALAND,LPG,16.000
2013,NER,NAGALAND,LSHS/HHS/RFO,0.000
2013,NER,NAGALAND,LUBES/GREASES,0.400
2013,NER,NAGALAND,NAPHTHA,0.000
2013,NER,NAGALAND,OTHERS,2.000
2013,NER,NAGALAND,PETROL,23.000
2014,NER,NAGALAND,ATF/RTF/JET,2.000
2014,NER,NAGALAND,BITUMEN,5.000
2014,NER,NAGALAND,DIESEL/ HSD,57.000
2014,NER,NAGALAND,FUEL OIL,0.000
2014,NER,NAGALAND,SKO (KEROSENE),14.000
2014,NER,NAGALAND,LDO,0.000
2014,NER,NAGALAND,LPG,16.000
2014,NER,NAGALAND,LSHS/HHS/RFO,0.000
2014,NER,NAGALAND,LUBES/GREASES,0.000
2014,NER,NAGALAND,NAPHTHA,0.000
2014,NER,NAGALAND,OTHERS,1.000
2014,NER,NAGALAND,PETROL,26.000
2015,NER,NAGALAND,ATF/RTF/JET,1.000
2015,NER,NAGALAND,BITUMEN,6.000
2015,NER,NAGALAND,DIESEL/ HSD,57.000
2015,NER,NAGALAND,FUEL OIL,0.000
2015,NER,NAGALAND,SKO (KEROSENE),14.000
2015,NER,NAGALAND,LDO,0.000
2015,NER,NAGALAND,LPG,17.000
2015,NER,NAGALAND,LSHS/HHS/RFO,0.000
2015,NER,NAGALAND,LUBES/GREASES,0.000
2015,NER,NAGALAND,NAPHTHA,0.000
2015,NER,NAGALAND,OTHERS,1.000
2015,NER,NAGALAND,PETROL,25.000
2017,NER,NAGALAND,LPG,19.950
2017,NER,NAGALAND,PETROL,34.420
2017,NER,NAGALAND,NAPHTHA,0.000
2017,NER,NAGALAND,SKO (KEROSENE),7.180
2017,NER,NAGALAND,ATF/RTF/JET,2.860
2017,NER,NAGALAND,DIESEL/ HSD,64.340
2017,NER,NAGALAND,LDO,0.000
2017,NER,NAGALAND,FURNACE OIL,0.000
2017,NER,NAGALAND,LSHS/HHS/RFO,0.000
2017,NER,NAGALAND,LUBES/GREASES,0.450
2017,NER,NAGALAND,BITUMEN,3.060
2017,NER,NAGALAND,PETROLEUM COKE,0.000
2017,NER,NAGALAND,OTHERS,-0.008
2018,NER,NAGALAND,LPG,22.220
2018,NER,NAGALAND,PETROL,37.340
2018,NER,NAGALAND,NAPHTHA,0.000
2018,NER,NAGALAND,SKO (KEROSENE),7.480
2018,NER,NAGALAND,ATF/RTF/JET,2.617
2018,NER,NAGALAND,DIESEL/ HSD,69.760
2018,NER,NAGALAND,LDO,0.000
2018,NER,NAGALAND,FURNACE OIL,0.000
2018,NER,NAGALAND,LSHS/HHS/RFO,0.000
2018,NER,NAGALAND,LUBES/GREASES,0.510
2018,NER,NAGALAND,BITUMEN,3.130
2018,NER,NAGALAND,PETROLEUM COKE,0.000
2018,NER,NAGALAND,OTHERS,0.015
2019,NER,NAGALAND,LPG,22.631
2019,NER,NAGALAND,PETROL,36.752
2019,NER,NAGALAND,NAPHTHA,0.000
2019,NER,NAGALAND,SKO (KEROSENE),7.773
2019,NER,NAGALAND,ATF/RTF/JET,3.073
2019,NER,NAGALAND,DIESEL/ HSD,77.493
2019,NER,NAGALAND,LDO,0.051
2019,NER,NAGALAND,FURNACE OIL,0.000
2019,NER,NAGALAND,LSHS/HHS/RFO,0.000
2019,NER,NAGALAND,LUBES/GREASES,0.547
2019,NER,NAGALAND,BITUMEN,6.040
2019,NER,NAGALAND,PETROLEUM COKE,0.000
2019,NER,NAGALAND,OTHERS,0.001
2020,NER,NAGALAND,LPG,24.154
2020,NER,NAGALAND,PETROL,39.227
2020,NER,NAGALAND,NAPHTHA,0.000
2020,NER,NAGALAND,SKO (KEROSENE),7.121
2020,NER,NAGALAND,ATF/RTF/JET,2.870
2020,NER,NAGALAND,DIESEL/ HSD,90.439
2020,NER,NAGALAND,LDO,0.051
2020,NER,NAGALAND,FURNACE OIL,0.196
2020,NER,NAGALAND,LSHS/HHS/RFO,0.000
2020,NER,NAGALAND,LUBES/GREASES,0.508
2020,NER,NAGALAND,BITUMEN,7.016
2020,NER,NAGALAND,PETROLEUM COKE,0.000
2020,NER,NAGALAND,OTHERS,0.000
2016,NER,NAGALAND,ATF/RTF/JET,4.000
2016,NER,NAGALAND,BITUMEN,5.000
2016,NER,NAGALAND,DIESEL/ HSD,59.000
2016,NER,NAGALAND,FUEL OIL,0.000
2016,NER,NAGALAND,SKO (KEROSENE),13.000
2016,NER,NAGALAND,LDO,0.000
2016,NER,NAGALAND,LPG,19.000
2016,NER,NAGALAND,LSHS/HHS/RFO,0.000
2016,NER,NAGALAND,LUBES/GREASES,0.000
2016,NER,NAGALAND,NAPHTHA,0.000
2016,NER,NAGALAND,OTHERS,0.000
2016,NER,NAGALAND,PETROL,26.000
2011,WR,GUJARAT,ATF/RTF/JET,120.000
2011,WR,GUJARAT,BITUMEN,542.000
2011,WR,GUJARAT,DIESEL/ HSD,3523.000
2011,WR,GUJARAT,FUEL OIL,1130.000
2011,WR,GUJARAT,SKO (KEROSENE),722.000
2011,WR,GUJARAT,LDO,27.000
2011,WR,GUJARAT,LPG,726.000
2011,WR,GUJARAT,LSHS/HHS/RFO,375.000
2011,WR,GUJARAT,LUBES/GREASES,71.000
2011,WR,GUJARAT,NAPHTHA,5365.000
2011,WR,GUJARAT,OTHERS,2464.000
2011,WR,GUJARAT,PETROL,993.000
2012,WR,GUJARAT,ATF/RTF/JET,117.000
2012,WR,GUJARAT,BITUMEN,591.000
2012,WR,GUJARAT,DIESEL/ HSD,4045.000
2012,WR,GUJARAT,FUEL OIL,573.000
2012,WR,GUJARAT,SKO (KEROSENE),527.000
2012,WR,GUJARAT,LDO,24.000
2012,WR,GUJARAT,LPG,761.000
2012,WR,GUJARAT,LSHS/HHS/RFO,401.000
2012,WR,GUJARAT,LUBES/GREASES,85.000
2012,WR,GUJARAT,NAPHTHA,5399.000
2012,WR,GUJARAT,OTHERS,2740.000
2012,WR,GUJARAT,PETROL,1049.000
2013,WR,GUJARAT,ATF/RTF/JET,120.000
2013,WR,GUJARAT,BITUMEN,727.000
2013,WR,GUJARAT,DIESEL/ HSD,4356.000
2013,WR,GUJARAT,FUEL OIL,327.000
2013,WR,GUJARAT,SKO (KEROSENE),527.000
2013,WR,GUJARAT,LDO,18.500
2013,WR,GUJARAT,LPG,751.000
2013,WR,GUJARAT,LSHS/HHS/RFO,379.000
2013,WR,GUJARAT,LUBES/GREASES,81.000
2013,WR,GUJARAT,NAPHTHA,5765.000
2013,WR,GUJARAT,OTHERS,3068.000
2013,WR,GUJARAT,PETROL,1108.000
2014,WR,GUJARAT,ATF/RTF/JET,134.000
2014,WR,GUJARAT,BITUMEN,654.000
2014,WR,GUJARAT,DIESEL/ HSD,4319.000
2014,WR,GUJARAT,FUEL OIL,487.000
2014,WR,GUJARAT,SKO (KEROSENE),527.000
2014,WR,GUJARAT,LDO,12.000
2014,WR,GUJARAT,LPG,766.000
2014,WR,GUJARAT,LSHS/HHS/RFO,3.000
2014,WR,GUJARAT,LUBES/GREASES,84.000
2014,WR,GUJARAT,NAPHTHA,5328.000
2014,WR,GUJARAT,OTHERS,3510.000
2014,WR,GUJARAT,PETROL,1205.000
2015,WR,GUJARAT,ATF/RTF/JET,152.000
2015,WR,GUJARAT,BITUMEN,534.000
2015,WR,GUJARAT,DIESEL/ HSD,4591.000
2015,WR,GUJARAT,FUEL OIL,502.000
2015,WR,GUJARAT,SKO (KEROSENE),525.000
2015,WR,GUJARAT,LDO,9.000
2015,WR,GUJARAT,LPG,820.000
2015,WR,GUJARAT,LSHS/HHS/RFO,2.000
2015,WR,GUJARAT,LUBES/GREASES,84.000
2015,WR,GUJARAT,NAPHTHA,5489.000
2015,WR,GUJARAT,OTHERS,3596.000
2015,WR,GUJARAT,PETROL,1339.000
2017,WR,GUJARAT,LPG,970.930
2017,WR,GUJARAT,PETROL,1665.600
2017,WR,GUJARAT,NAPHTHA,5879.360
2017,WR,GUJARAT,SKO (KEROSENE),387.150
2017,WR,GUJARAT,ATF/RTF/JET,231.370
2017,WR,GUJARAT,DIESEL/ HSD,4994.160
2017,WR,GUJARAT,LDO,23.610
2017,WR,GUJARAT,FURNACE OIL,776.150
2017,WR,GUJARAT,LSHS/HHS/RFO,0.910
2017,WR,GUJARAT,LUBES/GREASES,98.530
2017,WR,GUJARAT,BITUMEN,461.240
2017,WR,GUJARAT,PETROLEUM COKE,1380.046
2017,WR,GUJARAT,OTHERS,2093.957
2018,WR,GUJARAT,LPG,1040.900
2018,WR,GUJARAT,PETROL,1817.230
2018,WR,GUJARAT,NAPHTHA,5683.020
2018,WR,GUJARAT,SKO (KEROSENE),266.770
2018,WR,GUJARAT,ATF/RTF/JET,241.536
2018,WR,GUJARAT,DIESEL/ HSD,5281.120
2018,WR,GUJARAT,LDO,20.270
2018,WR,GUJARAT,FURNACE OIL,777.610
2018,WR,GUJARAT,LSHS/HHS/RFO,0.860
2018,WR,GUJARAT,LUBES/GREASES,89.030
2018,WR,GUJARAT,BITUMEN,592.160
2018,WR,GUJARAT,PETROLEUM COKE,1216.417
2018,WR,GUJARAT,OTHERS,2107.470
2019,WR,GUJARAT,LPG,1105.238
2019,WR,GUJARAT,PETROL,1976.003
2019,WR,GUJARAT,NAPHTHA,6107.363
2019,WR,GUJARAT,SKO (KEROSENE),197.332
2019,WR,GUJARAT,ATF/RTF/JET,274.816
2019,WR,GUJARAT,DIESEL/ HSD,5429.913
2019,WR,GUJARAT,LDO,34.499
2019,WR,GUJARAT,FURNACE OIL,685.389
2019,WR,GUJARAT,LSHS/HHS/RFO,0.558
2019,WR,GUJARAT,LUBES/GREASES,96.602
2019,WR,GUJARAT,BITUMEN,524.681
2019,WR,GUJARAT,PETROLEUM COKE,1480.946
2019,WR,GUJARAT,OTHERS,3303.104
2020,WR,GUJARAT,LPG,1173.636
2020,WR,GUJARAT,PETROL,2066.809
2020,WR,GUJARAT,NAPHTHA,6711.461
2020,WR,GUJARAT,SKO (KEROSENE),97.579
2020,WR,GUJARAT,ATF/RTF/JET,250.129
2020,WR,GUJARAT,DIESEL/ HSD,5607.538
2020,WR,GUJARAT,LDO,29.367
2020,WR,GUJARAT,FURNACE OIL,747.366
2020,WR,GUJARAT,LSHS/HHS/RFO,1.250
2020,WR,GUJARAT,LUBES/GREASES,96.397
2020,WR,GUJARAT,BITUMEN,374.707
2020,WR,GUJARAT,PETROLEUM COKE,1594.068
2020,WR,GUJARAT,OTHERS,3784.532
2016,WR,GUJARAT,ATF/RTF/JET,186.000
2016,WR,GUJARAT,BITUMEN,456.000
