MarketingStatusID	ApplNo	ProductNo
3	020586	001
3	020586	002
1	020587	001
1	020588	001
2	020589	001
2	020589	002
1	020591	001
1	020591	002
3	020591	003
1	020591	004
1	020592	001
1	020592	002
1	020592	003
1	020592	004
1	020592	005
1	020592	006
3	020593	001
1	020596	001
1	020597	001
1	020599	001
1	020600	001
1	020600	002
3	020601	001
3	020601	003
2	020602	001
2	020603	001
1	020604	001
1	020604	002
1	020604	003
3	020604	004
3	020604	005
1	020605	001
3	020606	001
1	020607	001
1	020607	002
3	020608	001
1	020608	002
1	020608	003
1	020610	001
3	020611	001
1	020612	001
3	020613	001
1	020615	001
1	020615	002
1	020616	001
1	020616	002
1	020616	003
1	020616	004
1	020616	005
1	020616	006
1	020616	007
1	020616	008
1	020616	009
1	020616	010
1	020616	011
1	020616	012
1	020617	001
1	020617	002
3	020619	001
3	020622	001
1	020622	002
1	020622	003
3	020623	001
3	020623	002
3	020624	001
3	020624	002
3	020624	003
3	020625	001
1	020626	001
3	020626	002
1	020626	003
3	020627	001
3	020628	001
1	020629	001
1	020630	001
1	020630	002
1	020630	003
3	020631	001
3	020631	002
3	020632	001
3	020632	002
3	020632	003
3	020634	001
3	020634	002
3	020634	003
3	020635	001
3	020635	002
3	020635	003
3	020635	004
3	020635	005
1	020636	001
1	020637	001
3	020638	001
1	020639	001
1	020639	002
1	020639	003
3	020639	004
1	020639	005
1	020639	006
1	020639	007
2	020641	002
3	020641	003
1	020645	001
1	020646	001
1	020646	002
1	020646	003
3	020646	004
1	020646	005
3	020646	006
3	020646	007
3	020646	008
3	020647	001
1	020648	001
3	020648	002
3	020648	003
3	020648	004
3	020648	005
1	020648	006
1	020648	007
3	020649	001
1	020649	002
1	020649	003
1	020649	004
1	020649	005
1	020649	006
1	020649	007
3	020652	001
1	020655	001
1	020655	002
1	020655	003
1	020655	004
1	020657	001
1	020658	001
1	020658	002
1	020658	003
1	020658	004
1	020658	005
1	020658	006
1	020658	007
1	020659	001
1	020663	001
3	020664	001
3	020665	001
3	020665	002
1	020666	001
1	020667	001
1	020667	002
1	020667	003
3	020667	004
1	020667	005
1	020667	006
1	020667	007
3	020668	001
3	020668	002
2	020670	002
1	020671	001
1	020675	001
1	020675	002
2	020676	001
3	020677	001
1	020678	001
1	020678	002
1	020678	005
1	020678	008
1	020678	009
1	020678	011
1	020678	012
1	020678	016
1	020678	017
1	020678	018
1	020678	019
1	020678	021
3	020680	001
1	020682	001
1	020682	002
1	020682	003
3	020683	001
3	020683	002
3	020685	001
3	020685	003
3	020685	005
3	020685	006
3	020686	001
1	020687	001
2	020688	001
1	020690	001
1	020690	002
1	020692	001
1	020694	001
3	020695	001
3	020695	002
3	020695	003
3	020696	001
1	020697	001
3	020697	002
3	020698	001
1	020699	001
1	020699	002
3	020699	003
1	020699	004
1	020700	001
1	020700	002
1	020700	003
1	020700	004
1	020701	001
1	020701	002
1	020702	001
1	020702	002
1	020702	003
1	020702	004
2	020704	002
2	020704	003
3	020705	001
3	020705	002
3	020706	001
3	020707	001
1	020708	001
1	020710	001
3	020711	002
3	020711	003
1	020712	001
1	020712	002
1	020712	003
3	020713	001
1	020714	001
1	020715	001
3	020716	001
1	020717	001
1	020717	002
1	020718	001
1	020718	002
3	020719	001
3	020719	002
3	020719	003
3	020720	001
3	020720	002
3	020720	003
1	020723	001
1	020725	001
1	020725	002
1	020725	003
1	020725	004
1	020725	005
1	020726	001
1	020727	001
3	020729	001
3	020729	002
3	020729	003
3	020732	002
3	020732	003
3	020733	001
3	020733	002
1	020734	001
1	020734	002
1	020734	005
1	020734	007
1	020734	008
1	020734	010
1	020734	011
1	020734	014
1	020734	015
1	020734	016
1	020734	017
1	020734	018
3	020738	004
3	020738	005
3	020738	006
3	020740	001
3	020740	002
3	020740	003
3	020740	004
3	020740	005
3	020740	006
3	020741	001
3	020741	002
3	020741	003
1	020742	001
1	020743	001
1	020744	001
3	020745	001
1	020746	001
3	020746	002
2	020746	003
1	020747	001
1	020747	002
1	020747	003
1	020747	004
1	020747	005
1	020747	006
1	020748	001
3	020749	001
3	020750	001
3	020752	001
3	020752	002
1	020753	001
3	020755	001
3	020755	002
3	020755	003
1	020756	001
1	020757	001
1	020757	002
1	020757	003
3	020758	001
1	020758	002
1	020758	003
3	020758	004
3	020759	001
3	020759	002
3	020760	001
3	020760	002
1	020762	001
1	020763	001
1	020763	002
1	020764	001
1	020764	002
3	020764	003
1	020764	004
1	020766	001
3	020767	001
1	020768	001
1	020768	002
1	020769	001
1	020771	001
1	020771	002
1	020772	001
3	020773	001
1	020774	001
3	020776	001
3	020778	001
1	020779	001
1	020780	001
1	020780	002
1	020781	001
1	020781	002
1	020782	001
1	020782	002
3	020784	001
1	020785	001
1	020785	002
1	020785	003
1	020785	004
2	020786	002
1	020788	001
1	020789	001
3	020789	002
1	020789	003
3	020791	001
3	020792	001
1	020793	001
1	020793	002
1	020796	001
3	020799	001
3	020800	001
3	020800	002
1	020800	003
1	020800	004
3	020801	001
2	020801	002
2	020802	001
1	020803	001
1	020805	001
3	020808	001
1	020808	002
3	020809	001
3	020811	001
3	020812	001
2	020812	002
3	020813	001
3	020813	002
3	020813	003
3	020813	004
3	020813	005
1	020815	001
1	020816	001
1	020818	001
1	020818	002
1	020818	003
1	020818	004
1	020818	005
1	020819	001
1	020819	002
1	020819	003
1	020822	001
1	020822	002
1	020822	003
3	020822	004
3	020823	003
3	020823	004
3	020823	005
3	020823	006
1	020825	001
1	020825	002
1	020825	003
1	020825	004
2	020827	001
3	020828	001
1	020829	002
1	020830	001
1	020830	002
3	020831	001
2	020832	001
2	020832	002
2	020832	003
2	020832	004
2	020832	005
2	020832	006
2	020832	007
2	020832	008
1	020833	001
1	020833	002
1	020833	003
2	020834	001
1	020835	001
1	020835	002
1	020835	003
3	020835	004
1	020835	005
1	020837	001
1	020837	002
1	020837	003
1	020837	004
1	020838	001
1	020838	002
1	020838	003
1	020838	004
1	020839	001
1	020839	002
3	020841	001
1	020843	001
1	020843	002
1	020843	003
1	020844	001
1	020844	002
3	020844	003
3	020845	002
1	020845	003
3	020846	001
3	020847	001
3	020847	002
3	020847	003
3	020847	004
3	020847	005
1	020849	001
1	020850	001
1	020850	002
1	020850	003
1	020855	001
1	020857	001
1	020859	001
1	020859	002
3	020860	001
3	020860	002
1	020862	001
1	020862	002
1	020862	003
3	020863	001
3	020863	002
3	020864	001
1	020864	002
3	020865	001
1	020865	002
1	020866	001
3	020868	001
1	020869	001
1	020870	001
1	020870	002
3	020872	005
3	020872	006
2	020872	007
3	020872	008
3	020872	009
2	020872	010
1	020873	001
3	020874	001
1	020882	001
1	020882	002
1	020883	001
1	020884	001
3	020885	001
3	020885	002
3	020885	003
3	020885	004
1	020886	001
3	020887	001
2	020888	001
2	020889	001
2	020890	001
1	020892	001
1	020895	001
1	020895	002
1	020895	003
1	020896	001
1	020896	002
1	020897	001
1	020897	002
3	020897	003
1	020898	001
1	020899	001
3	020900	001
1	020901	001
2	020902	001
3	020903	001
1	020903	002
1	020905	001
1	020905	002
1	020905	003
3	020906	001
3	020906	002
1	020907	001
1	020907	002
3	020908	001
1	020908	002
3	020911	001
3	020911	002
3	020912	001
1	020912	002
3	020913	001
1	020913	002
1	020913	003
1	020918	001
1	020919	001
3	020920	001
3	020922	001
3	020923	001
1	020923	002
1	020923	003
1	020923	004
3	020925	001
3	020926	001
1	020927	001
1	020927	002
1	020927	003
1	020928	001
1	020929	001
1	020929	002
1	020929	003
1	020931	001
1	020931	002
1	020931	003
3	020932	001
3	020932	002
1	020933	001
1	020934	001
1	020936	001
1	020936	002
1	020936	003
3	020937	001
3	020937	002
3	020937	003
3	020937	004
1	020938	001
1	020938	002
3	020939	001
3	020939	002
3	020939	003
3	020939	004
3	020939	005
3	020939	006
2	020941	001
3	020942	001
1	020943	001
1	020943	002
1	020943	003
2	020944	001
2	020944	002
3	020945	001
3	020946	001
3	020947	001
1	020949	001
1	020949	002
3	020950	001
3	020951	001
1	020954	001
1	020955	001
2	020958	001
3	020961	001
3	020962	001
1	020963	001
1	020963	002
1	020965	001
3	020966	001
3	020968	001
1	020969	001
1	020971	001
1	020971	002
1	020972	001
3	020972	002
1	020972	003
3	020973	001
1	020973	002
3	020974	001
3	020974	002
3	020975	001
3	020976	001
3	020976	002
3	020976	003
3	020976	004
1	020977	001
1	020978	001
2	020980	001
1	020981	001
1	020981	002
1	020983	001
3	020984	001
3	020984	002
1	020985	001
1	020986	001
1	020986	002
1	020986	003
3	020986	004
3	020986	005
1	020987	001
1	020987	002
1	020988	001
1	020989	002
1	020990	001
3	020992	001
3	020992	002
3	020992	003
3	020992	004
3	020992	005
3	020997	001
3	020997	002
3	020997	003
1	020998	001
1	020998	002
1	020998	003
1	020998	004
3	021001	001
3	021001	002
1	021003	001
1	021004	001
1	021005	001
1	021006	001
3	021007	001
3	021007	002
1	021008	001
1	021008	002
1	021008	003
1	021009	001
1	021011	001
1	021011	002
1	021011	003
3	021012	001
1	021014	001
1	021014	002
1	021014	003
1	021015	001
1	021015	002
3	021015	003
1	021016	001
1	021016	002
1	021017	001
1	021017	002
3	021017	003
1	021018	001
1	021018	002
3	021018	003
3	021019	001
3	021019	002
1	021022	001
1	021023	001
1	021024	001
3	021025	001
1	021026	001
1	021027	001
1	021027	002
1	021029	001
1	021029	002
1	021029	003
1	021029	004
1	021029	005
1	021029	006
1	021035	001
1	021035	002
1	021035	003
1	021035	004
1	021036	001
3	021037	001
1	021038	001
1	021038	002
1	021038	003
1	021038	004
1	021038	005
3	021039	001
3	021040	001
3	021041	001
3	021042	001
3	021042	002
3	021042	003
3	021043	001
3	021044	001
3	021044	002
3	021044	003
3	021044	004
3	021045	001
3	021045	002
3	021046	001
3	021047	001
3	021047	002
3	021048	001
3	021048	002
3	021048	003
3	021052	001
3	021052	002
1	021055	001
1	021056	001
1	021057	001
1	021060	001
1	021060	002
3	021060	003
1	021060	004
1	021064	001
1	021065	001
3	021065	002
3	021066	002
1	021067	001
1	021067	002
1	021068	001
1	021071	002
1	021071	003
3	021071	004
1	021073	001
1	021073	002
1	021073	003
2	021074	001
2	021076	001
1	021077	001
1	021077	002
1	021077	003
1	021078	001
1	021078	002
3	021079	001
1	021081	001
1	021081	002
3	021082	001
1	021083	001
3	021084	001
3	021085	001
1	021086	001
1	021086	002
1	021086	003
1	021086	004
1	021087	001
1	021087	002
1	021087	003
3	021088	001
1	021090	001
3	021092	001
1	021093	001
1	021093	002
1	021093	003
3	021097	001
1	021098	001
1	021102	001
1	021103	001
3	021105	001
1	021106	001
1	021106	002
1	021106	003
1	021106	004
1	021106	005
1	021107	001
1	021107	002
1	021108	001
1	021110	001
1	021110	002
3	021110	003
1	021110	004
1	021112	001
1	021113	001
1	021113	002
3	021114	001
1	021116	001
1	021116	002
1	021116	003
1	021116	004
1	021116	005
1	021116	006
1	021116	007
1	021116	008
1	021116	009
1	021116	010
1	021116	011
1	021116	012
1	021117	001
1	021119	001
3	021120	001
1	021121	001
1	021121	002
1	021121	003
1	021121	004
1	021123	001
2	021124	001
2	021124	002
3	021127	001
2	021128	001
1	021129	001
3	021130	001
1	021130	002
1	021131	001
3	021131	002
1	021131	003
1	021132	001
1	021134	001
1	021134	002
1	021134	003
1	021135	001
1	021135	002
3	021135	003
1	021135	004
3	021135	005
3	021136	001
3	021137	001
3	021137	002
3	021137	003
3	021137	004
3	021137	005
3	021137	006
3	021137	007
3	021137	008
3	021137	009
3	021137	010
3	021137	011
3	021137	012
2	021140	001
3	021141	001
1	021142	001
2	021143	001
3	021144	001
3	021144	002
1	021145	001
3	021146	001
1	021146	002
1	021146	003
1	021146	004
1	021146	005
3	021148	001
3	021148	002
3	021148	003
3	021148	004
3	021148	005
3	021148	006
3	021148	007
1	021148	008
1	021148	009
1	021148	010
1	021148	011
3	021149	001
1	021149	002
2	021150	002
1	021151	001
1	021151	002
1	021151	003
3	021151	005
3	021151	006
3	021151	007
1	021152	001
1	021153	001
1	021153	002
1	021156	001
1	021156	002
1	021156	003
1	021158	001
1	021159	001
3	021160	001
3	021160	002
1	021160	003
1	021162	001
1	021162	002
1	021162	003
1	021163	001
1	021163	002
1	021165	001
3	021166	001
1	021166	002
3	021167	001
1	021167	002
3	021167	003
1	021167	004
3	021167	005
1	021168	001
1	021168	002
1	021169	001
1	021169	002
1	021169	003
1	021171	001
1	021171	002
1	021171	003
1	021171	004
1	021172	001
3	021172	002
3	021172	003
1	021172	004
3	021175	001
1	021176	001
3	021178	001
3	021178	002
3	021178	003
1	021179	001
1	021179	002
3	021180	001
3	021183	001
3	021183	002
3	021183	003
3	021183	004
1	021184	001
1	021184	002
1	021184	003
1	021187	001
3	021190	001
3	021190	002
3	021190	003
3	021190	004
3	021191	001
1	021192	001
1	021196	001
1	021197	001
3	021197	002
3	021199	001
3	021200	001
1	021200	002
1	021201	001
1	021201	002
3	021202	001
3	021202	004
3	021203	001
3	021203	003
3	021204	001
3	021204	002
1	021205	001
1	021208	001
1	021208	002
1	021208	003
1	021209	001
1	021209	002
1	021210	001
1	021210	002
1	021210	003
1	021210	004
1	021210	005
1	021210	006
1	021210	007
1	021210	008
1	021210	009
1	021210	010
1	021210	011
1	021210	012
1	021211	001
1	021211	002
3	021211	003
1	021211	004
1	021212	001
1	021212	002
3	021214	001
1	021216	001
3	021217	001
3	021217	002
3	021217	003
3	021217	004
3	021222	001
3	021222	002
3	021223	001
1	021223	002
1	021223	003
3	021224	001
1	021225	001
3	021226	001
1	021227	001
1	021227	002
1	021228	001
1	021228	002
2	021229	001
1	021231	001
1	021231	002
1	021232	001
1	021232	002
1	021232	003
1	021232	004
1	021234	001
3	021235	001
3	021238	001
3	021241	001
1	021243	001
3	021246	001
1	021246	002
3	021247	001
3	021248	001
1	021248	002
1	021251	001
3	021252	001
1	021252	002
1	021253	001
1	021254	001
1	021254	002
1	021254	003
1	021256	001
1	021256	002
3	021257	001
1	021258	001
1	021259	001
1	021259	002
1	021259	003
1	021259	004
1	021259	005
1	021259	006
3	021260	001
3	021260	002
3	021260	003
3	021260	004
3	021260	005
3	021260	006
2	021261	001
2	021261	003
1	021262	001
3	021264	001
1	021264	002
1	021265	001
1	021265	002
1	021266	001
1	021266	002
1	021267	001
3	021268	001
3	021268	002
1	021269	001
1	021269	002
3	021271	001
1	021272	001
1	021272	002
1	021272	003
1	021272	004
3	021273	001
3	021273	002
3	021275	001
3	021277	001
1	021278	001
1	021278	002
1	021278	003
1	021279	001
3	021281	001
3	021281	002
2	021282	001
2	021282	002
1	021283	001
1	021283	002
1	021283	003
1	021283	004
1	021284	001
1	021284	002
1	021284	003
1	021284	004
3	021284	005
1	021285	001
1	021286	001
1	021286	003
1	021286	004
1	021287	001
1	021288	001
3	021289	001
1	021290	001
1	021290	002
1	021292	001
1	021292	002
1	021292	003
1	021292	004
1	021292	005
1	021292	006
1	021292	007
1	021292	008
1	021292	009
1	021292	010
1	021292	011
3	021292	012
1	021297	001
1	021299	001
1	021299	002
1	021299	003
1	021299	004
1	021300	001
1	021301	001
1	021301	002
1	021301	003
1	021301	004
1	021301	005
1	021301	006
1	021301	007
1	021301	008
1	021301	009
1	021301	010
1	021301	011
3	021301	012
1	021302	001
1	021303	001
1	021303	002
1	021303	003
1	021303	004
1	021303	005
1	021303	006
1	021304	001
3	021305	002
3	021305	003
3	021305	004
3	021305	005
1	021305	006
1	021305	007
1	021306	001
1	021306	002
1	021306	003
1	021306	004
1	021306	005
2	021307	001
2	021308	001
1	021310	001
1	021312	001
1	021312	002
1	021313	001
1	021314	001
3	021316	001
1	021316	002
1	021316	003
1	021316	004
3	021317	001
3	021318	001
1	021318	002
1	021319	001
3	021320	001
1	021321	001
1	021323	001
1	021323	002
1	021323	003
1	021324	001
2	021330	001
2	021330	002
3	021332	001
1	021332	002
1	021332	003
1	021333	001
1	021334	001
3	021335	001
3	021335	002
1	021336	001
1	021336	002
1	021336	003
1	021337	001
3	021338	001
3	021341	002
3	021341	003
1	021342	001
1	021342	002
1	021342	003
1	021342	004
1	021342	005
1	021342	006
1	021342	007
1	021342	008
1	021342	009
1	021342	010
1	021342	011
1	021342	012
1	021343	001
1	021344	001
1	021345	001
1	021345	002
1	021345	003
1	021345	004
1	021346	001
1	021346	002
1	021346	003
1	021346	004
1	021348	001
3	021350	001
1	021350	002
1	021351	002
1	021355	001
1	021355	002
1	021356	001
1	021356	002
1	021356	003
1	021356	004
1	021357	001
1	021357	002
1	021357	003
1	021357	004
1	021358	001
1	021358	002
1	021359	001
3	021360	001
1	021360	002
1	021361	001
1	021363	001
3	021365	001
1	021366	002
1	021366	003
1	021366	004
1	021366	005
1	021367	001
1	021367	002
1	021368	001
1	021368	002
1	021368	003
1	021368	004
3	021369	001
3	021371	001
1	021372	001
1	021372	002
2	021373	001
2	021374	001
2	021375	001
3	021378	001
1	021379	001
3	021380	001
3	021381	001
3	021381	002
3	021382	001
1	021383	001
3	021384	001
1	021385	001
1	021386	001
3	021387	001
3	021387	002
3	021387	003
3	021387	004
3	021387	005
3	021387	006
1	021388	001
1	021392	001
1	021392	002
1	021392	003
1	021392	004
1	021392	005
1	021392	006
2	021393	001
2	021394	001
1	021395	001
1	021396	001
1	021397	001
1	021398	001
3	021399	001
1	021400	001
1	021400	002
3	021400	003
1	021400	004
1	021402	001
1	021402	002
1	021402	003
1	021402	004
1	021402	005
1	021402	006
1	021402	007
1	021402	008
1	021402	009
1	021402	010
1	021402	011
1	021402	012
3	021406	001
3	021408	001
1	021409	001
3	021410	001
3	021410	002
3	021410	003
3	021410	004
3	021410	005
3	021411	001
1	021411	002
1	021411	003
1	021411	004
1	021411	005
1	021411	006
1	021411	007
1	021411	008
3	021412	001
3	021412	002
3	021415	001
1	021416	001
1	021416	002
1	021416	003
1	021417	001
1	021417	002
1	021419	001
1	021419	002
1	021423	001
1	021424	001
1	021425	001
1	021425	002
3	021425	003
1	021426	001
1	021426	002
1	021426	003
1	021426	004
1	021427	001
1	021427	002
1	021427	004
1	021428	001
1	021428	002
1	021430	001
1	021430	002
1	021430	003
3	021431	001
1	021433	001
1	021433	002
1	021433	003
1	021434	001
1	021434	002
1	021434	003
1	021434	004
3	021435	001
3	021435	002
3	021435	003
1	021436	001
1	021436	002
1	021436	003
1	021436	004
1	021436	005
1	021436	006
1	021437	001
1	021437	002
3	021437	003
1	021438	001
1	021438	002
1	021440	001
1	021440	002
1	021440	003
2	021441	001
3	021443	001
3	021443	002
3	021443	003
3	021443	004
3	021443	005
1	021444	001
1	021444	002
1	021444	003
1	021444	004
1	021444	005
1	021445	001
1	021446	001
1	021446	002
1	021446	003
1	021446	004
1	021446	005
1	021446	006
1	021446	007
1	021446	008
1	021447	001
1	021447	002
1	021447	003
1	021449	001
1	021450	003
1	021450	004
1	021451	001
3	021453	001
3	021453	002
3	021453	003
3	021453	004
1	021454	001
3	021455	001
1	021455	002
1	021456	001
1	021457	001
3	021460	001
3	021460	002
3	021460	003
1	021462	001
1	021462	002
1	021463	001
1	021464	001
1	021464	002
1	021464	003
1	021466	001
1	021466	002
1	021466	003
3	021468	001
1	021468	002
1	021468	003
1	021468	004
1	021470	001
2	021471	001
2	021472	001
3	021473	001
3	021473	002
3	021475	001
3	021475	002
3	021475	003
1	021476	001
1	021476	002
1	021476	003
1	021478	001
1	021479	001
1	021481	001
3	021483	001
1	021484	001
1	021485	001
1	021485	002
1	021485	003
1	021485	004
1	021485	005
1	021485	006
3	021486	001
1	021487	001
1	021487	002
1	021488	001
1	021489	001
3	021490	001
3	021492	001
3	021492	002
1	021493	001
3	021494	001
3	021496	001
1	021497	001
1	021498	001
1	021500	001
2	021501	001
2	021502	001
1	021503	001
3	021504	001
1	021505	001
1	021506	001
1	021506	002
1	021506	003
3	021507	002
3	021507	003
3	021507	004
3	021511	001
3	021511	002
3	021512	001
1	021513	001
1	021513	002
1	021514	001
1	021514	002
1	021514	003
1	021514	004
1	021515	001
1	021515	002
1	021516	001
1	021518	001
1	021518	002
1	021519	001
1	021519	002
1	021519	003
1	021520	001
1	021520	002
1	021520	003
1	021520	004
1	021520	005
2	021524	001
2	021524	002
2	021524	003
1	021525	001
1	021526	001
1	021526	002
1	021527	001
1	021528	001
3	021529	001
1	021529	002
3	021530	001
1	021532	002
1	021532	003
1	021532	005
1	021535	001
1	021536	001
3	021536	002
3	021536	003
3	021536	004
1	021536	005
1	021537	001
3	021538	001
1	021539	001
1	021540	001
1	021540	002
1	021540	003
1	021540	004
1	021540	005
1	021540	006
1	021540	007
1	021540	008
1	021540	009
1	021540	010
1	021540	011
3	021543	001
1	021544	001
2	021545	001
3	021546	001
1	021548	001
1	021549	001
1	021549	002
3	021549	003
3	021551	002
3	021551	003
1	021554	001
1	021554	002
2	021555	001
2	021555	002
2	021555	003
1	021560	001
1	021560	002
1	021560	003
1	021560	004
1	021563	001
1	021565	001
3	021566	001
3	021567	001
1	021567	002
1	021567	003
1	021567	004
3	021569	001
1	021569	002
3	021571	001
3	021572	001
1	021572	002
1	021572	003
3	021574	001
3	021574	002
3	021575	001
1	021583	001
1	021584	001
2	021585	001
2	021585	002
2	021586	001
2	021586	002
2	021587	001
1	021588	001
1	021588	002
3	021589	001
3	021589	002
3	021590	001
3	021590	002
3	021590	003
3	021590	004
3	021590	005
3	021590	006
1	021591	001
3	021592	001
3	021594	001
3	021595	001
3	021597	001
3	021597	002
3	021597	003
1	021597	004
1	021598	001
1	021602	001
3	021604	001
1	021605	001
1	021606	001
1	021606	002
3	021606	003
3	021609	001
3	021609	002
3	021610	001
3	021610	002
3	021610	003
3	021610	004
3	021610	005
3	021610	006
3	021610	007
3	021611	001
3	021611	002
1	021612	001
3	021612	002
1	021612	003
1	021615	001
1	021615	002
1	021615	003
1	021618	001
1	021618	002
2	021620	001
2	021620	002
3	021621	003
3	021621	004
3	021621	005
3	021621	006
1	021623	001
1	021624	001
1	021625	001
1	021626	001
3	021627	001
1	021629	001
3	021629	002
1	021629	003
1	021630	001
1	021632	001
1	021632	002
3	021633	001
3	021633	002
3	021633	003
1	021636	001
1	021636	002
3	021640	001
1	021640	002
1	021641	001
1	021641	002
1	021642	001
1	021643	001
1	021644	001
3	021647	001
3	021647	002
3	021647	003
1	021648	001
1	021652	001
1	021654	001
1	021656	001
1	021656	002
1	021658	002
1	021658	003
1	021660	001
1	021663	001
3	021664	001
3	021664	002
1	021665	001
3	021667	001
2	021669	001
1	021670	001
3	021671	001
3	021671	002
3	021671	003
1	021673	001
1	021674	001
1	021676	001
1	021677	001
1	021681	001
1	021681	002
1	021682	001
1	021682	002
1	021684	001
1	021684	002
1	021684	003
1	021684	004
1	021687	001
1	021687	002
1	021687	003
1	021687	004
1	021688	001
1	021688	002
1	021688	003
3	021689	001
1	021689	002
1	021690	001
1	021690	002
3	021692	001
3	021692	002
3	021692	003
3	021693	001
1	021695	001
3	021695	002
1	021695	003
1	021695	004
1	021695	005
3	021697	001
1	021697	002
2	021698	001
2	021698	002
3	021700	001
3	021700	002
3	021700	003
3	021700	004
3	021700	005
3	021703	001
1	021703	002
1	021703	003
1	021703	004
3	021703	005
1	021703	006
3	021703	007
3	021703	008
3	021703	009
3	021703	010
1	021703	011
3	021703	012
3	021703	013
1	021703	014
1	021703	015
2	021704	002
3	021706	001
1	021708	001
1	021708	002
1	021708	003
1	021710	001
1	021710	002
1	021710	003
3	021711	001
3	021711	002
3	021712	001
3	021712	002
3	021713	001
4	021714	001
4	021714	002
4	021714	003
4	021714	004
3	021716	001
1	021717	001
3	021719	001
3	021720	001
3	021720	002
3	021721	001
1	021723	001
1	021723	002
1	021723	003
1	021723	004
1	021723	005
1	021723	006
1	021723	007
1	021723	008
1	021724	001
1	021724	002
1	021724	003
1	021724	004
1	021724	005
1	021724	006
1	021724	007
1	021724	008
3	021726	001
3	021726	002
3	021726	003
3	021726	004
3	021727	001
3	021729	002
3	021729	003
3	021729	004
3	021729	005
1	021730	001
1	021731	001
1	021732	001
1	021733	001
1	021733	002
1	021733	004
2	021734	001
1	021735	001
1	021737	001
1	021738	001
1	021742	002
1	021742	003
1	021742	004
1	021742	005
1	021743	001
1	021743	002
1	021743	003
3	021744	001
3	021745	001
3	021745	002
3	021745	003
3	021746	001
1	021747	001
1	021748	001
1	021748	002
1	021749	001
1	021751	001
1	021752	001
1	021752	002
1	021752	003
1	021752	004
1	021753	001
1	021754	002
3	021756	001
1	021758	001
1	021759	001
1	021759	002
3	021759	003
1	021762	001
1	021762	002
3	021763	001
3	021763	002
3	021763	003
1	021763	004
1	021764	001
3	021765	001
1	021765	002
3	021765	003
3	021768	001
1	021770	001
1	021773	001
1	021773	002
1	021774	001
1	021774	002
1	021775	001
1	021777	001
1	021777	002
1	021778	001
3	021779	001
1	021779	002
1	021779	003
1	021780	001
1	021782	001
1	021785	001
3	021788	001
1	021789	001
1	021790	001
3	021793	001
3	021793	002
1	021794	001
3	021795	001
3	021795	002
1	021797	001
1	021797	002
1	021798	001
1	021799	001
1	021802	001
1	021802	002
1	021802	003
1	021802	004
1	021802	005
1	021802	006
1	021802	007
1	021802	008
1	021806	001
1	021807	001
3	021810	001
2	021812	001
2	021812	002
1	021813	001
1	021814	001
1	021817	001
1	021818	001
1	021821	001
1	021822	001
3	021823	001
1	021825	001
1	021825	002
1	021829	001
1	021829	002
1	021829	003
1	021829	004
1	021829	005
1	021829	006
1	021830	001
4	021832	001
1	021835	001
4	021837	001
4	021838	001
1	021839	001
1	021840	001
4	021841	001
1	021842	001
1	021842	002
1	021844	001
1	021845	001
3	021846	001
3	021846	002
3	021846	003
1	021849	001
1	021849	002
3	021850	001
3	021850	002
1	021852	001
1	021853	001
4	021854	001
2	021855	001
2	021855	002
1	021856	001
1	021856	002
1	021858	001
1	021859	001
1	021860	001
3	021860	002
1	021860	003
1	021861	001
1	021862	001
3	021864	001
3	021866	001
3	021870	001
1	021870	002
1	021871	001
1	021872	001
1	021873	001
1	021875	001
3	021875	002
1	021875	003
1	021875	004
1	021875	005
1	021876	001
1	021877	001
1	021878	001
1	021879	001
1	021880	001
1	021880	002
1	021880	003
1	021880	004
1	021880	005
1	021880	006
1	021881	001
1	021882	001
1	021882	002
1	021882	003
1	021883	001
3	021884	001
1	021885	001
2	021887	001
2	021891	001
2	021891	002
1	021892	001
1	021894	001
1	021894	002
1	021896	001
1	021896	002
1	021897	001
1	021902	001
1	021903	001
1	021906	001
1	021906	002
1	021908	001
1	021908	002
3	021909	002
3	021909	003
1	021910	001
1	021910	002
3	021911	001
1	021911	002
1	021911	003
1	021912	001
1	021918	001
1	021919	001
1	021919	002
2	021920	001
1	021923	001
1	021924	002
1	021924	003
1	021924	004
1	021924	005
1	021924	006
1	021924	007
1	021924	008
1	021924	009
1	021924	010
1	021924	011
1	021924	012
1	021924	013
1	021925	001
1	021925	002
1	021926	001
3	021926	002
1	021928	001
1	021928	002
1	021929	001
1	021929	002
1	021936	001
1	021936	002
1	021937	001
1	021938	001
1	021938	002
1	021938	003
1	021938	004
4	021939	001
4	021943	001
4	021944	001
1	021945	001
1	021945	002
1	021945	003
1	021945	004
1	021946	001
1	021947	001
1	021947	002
1	021947	003
1	021947	004
1	021947	005
3	021947	006
1	021948	001
1	021949	001
1	021949	002
1	021951	001
1	021951	002
1	021951	003
1	021951	004
1	021951	005
1	021951	006
2	021952	001
1	021956	001
1	021956	002
1	021956	003
1	021957	001
1	021957	002
1	021957	003
1	021957	004
2	021958	001
1	021959	001
1	021959	002
1	021959	003
3	021961	001
3	021961	002
3	021961	003
3	021961	004
3	021963	001
1	021964	001
1	021964	002
1	021964	003
1	021968	001
1	021968	002
1	021968	003
4	021969	001
4	021969	002
4	021971	001
4	021972	001
4	021972	002
4	021974	001
4	021974	002
3	021976	001
1	021976	002
3	021976	003
1	021976	004
1	021976	005
1	021976	006
