observationAbout,observationDate,value,variableMeasured,unit,scalingFactor,#input
dcid:wikidataId/Q1191,2021,0.06,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:229:4
dcid:wikidataId/Q1191,2022,0.06,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:230:4
dcid:wikidataId/Q1505,2021,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:231:4
dcid:wikidataId/Q1191,2020,0.06,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:232:4
dcid:wikidataId/Q1505,2007,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:233:4
dcid:wikidataId/Q1505,2008,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:234:4
dcid:wikidataId/Q1191,2017,0.06,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:235:4
dcid:wikidataId/Q1505,2017,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:236:4
dcid:wikidataId/Q1505,2020,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:237:4
dcid:wikidataId/Q1505,2011,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:238:4
dcid:wikidataId/Q1159,2014,0.06,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:239:4
dcid:wikidataId/Q1505,2019,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:240:4
dcid:wikidataId/Q1505,2014,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:241:4
dcid:wikidataId/Q1505,2010,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:242:4
dcid:wikidataId/Q1168,2006,0.06,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:243:4
dcid:wikidataId/Q1505,2015,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:244:4
dcid:wikidataId/Q1505,2016,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:245:4
dcid:wikidataId/Q1191,2018,0.06,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:246:4
dcid:wikidataId/Q1505,2012,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:247:4
dcid:wikidataId/Q1505,2018,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:248:4
dcid:wikidataId/Q1505,2013,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:249:4
dcid:wikidataId/Q1505,2022,0.06,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:250:4
dcid:wikidataId/Q1191,2022,0.07,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:251:4
dcid:wikidataId/Q1191,2020,0.07,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:252:4
dcid:wikidataId/Q677037,2015,0.07,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:253:4
dcid:wikidataId/Q1191,2006,0.07,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:254:4
dcid:wikidataId/Q1191,2019,0.07,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:255:4
dcid:wikidataId/Q1195,2008,0.07,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:256:4
dcid:wikidataId/Q1191,2021,0.07,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:257:4
dcid:wikidataId/Q1159,2015,0.08,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:258:4
dcid:wikidataId/Q1159,2020,0.08,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:259:4
dcid:wikidataId/Q1159,2016,0.08,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:260:4
dcid:wikidataId/Q1191,2008,0.08,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:261:4
dcid:wikidataId/Q1159,2019,0.08,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:262:4
dcid:wikidataId/Q1159,2018,0.08,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:263:4
dcid:wikidataId/Q1191,2007,0.08,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:264:4
dcid:wikidataId/Q1159,2017,0.08,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:265:4
dcid:wikidataId/Q1195,2013,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:266:4
dcid:wikidataId/Q1195,2019,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:267:4
dcid:wikidataId/Q1159,2019,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:268:4
dcid:wikidataId/Q1195,2015,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:269:4
dcid:wikidataId/Q1195,2009,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:270:4
dcid:wikidataId/Q677037,2019,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:271:4
dcid:wikidataId/Q1195,2018,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:272:4
dcid:wikidataId/Q1195,2010,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:273:4
dcid:wikidataId/Q1195,2008,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:274:4
dcid:wikidataId/Q1159,2020,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:275:4
dcid:wikidataId/Q1195,2017,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:276:4
dcid:wikidataId/Q1195,2014,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:277:4
dcid:wikidataId/Q1195,2012,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:278:4
dcid:wikidataId/Q1195,2020,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:279:4
dcid:wikidataId/Q1195,2016,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:280:4
dcid:wikidataId/Q1195,2021,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:281:4
dcid:wikidataId/Q1195,2011,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:282:4
dcid:wikidataId/Q1195,2022,0.09,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:283:4
dcid:wikidataId/Q1168,2020,0.1,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:284:4
dcid:wikidataId/Q1188,2013,0.1,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:285:4
dcid:wikidataId/Q1188,2016,0.1,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:286:4
dcid:wikidataId/Q1188,2014,0.1,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:287:4
dcid:wikidataId/Q1159,2006,0.1,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:288:4
dcid:wikidataId/Q1159,2007,0.1,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:289:4
dcid:wikidataId/Q1188,2012,0.1,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:290:4
dcid:wikidataId/Q677037,2017,0.1,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:291:4
dcid:wikidataId/Q1168,2021,0.11,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:292:4
dcid:wikidataId/Q1159,2016,0.11,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:293:4
dcid:wikidataId/Q1159,2017,0.11,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:294:4
dcid:wikidataId/Q1188,2015,0.11,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:295:4
dcid:wikidataId/Q1159,2009,0.11,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:296:4
dcid:wikidataId/Q1159,2022,0.11,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:297:4
dcid:wikidataId/Q1159,2021,0.11,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:298:4
dcid:wikidataId/Q1159,2015,0.11,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:299:4
dcid:wikidataId/Q1356,2012,0.11,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:300:4
dcid:wikidataId/Q22048,2010,0.11,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:301:4
dcid:wikidataId/Q1159,2019,0.11,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:302:4
dcid:wikidataId/Q677037,2015,0.11,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:303:4
dcid:wikidataId/Q1159,2018,0.11,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:304:4
dcid:wikidataId/Q677037,2018,0.11,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:305:4
dcid:wikidataId/Q1159,2008,0.11,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:306:4
dcid:wikidataId/Q1159,2020,0.11,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:307:4
dcid:wikidataId/Q1168,2022,0.11,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:308:4
dcid:wikidataId/Q1195,2006,0.12,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:309:4
dcid:wikidataId/Q1188,2007,0.12,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:310:4
dcid:wikidataId/Q677037,2016,0.12,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:311:4
dcid:wikidataId/Q1191,2019,0.12,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:312:4
dcid:wikidataId/Q1188,2008,0.12,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:313:4
dcid:wikidataId/Q677037,2016,0.12,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:314:4
dcid:wikidataId/Q1188,2006,0.12,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:315:4
dcid:wikidataId/Q1159,2022,0.12,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:316:4
dcid:wikidataId/Q1195,2007,0.12,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:317:4
dcid:wikidataId/Q1191,2020,0.12,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:318:4
dcid:wikidataId/Q1159,2021,0.12,dcid:Annual_Reserves_Coal_300To600Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:319:4
dcid:wikidataId/Q1191,2022,0.13,dcid:Annual_Reserves_Coal_600To1200Meter_Coal_Coal_Indicated,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:320:4
dcid:wikidataId/Q1159,2021,0.13,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Proved,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:321:4
dcid:wikidataId/Q1165,2018,0.13,dcid:Annual_Reserves_Coal_0To300Meter_Coal_Coal_Inferred,Meter,,/usr/local/google/home/kuru/DC_July2_2024/data/statvar_imports/NITI/EnergyConsumption/Coal/testdata/sample_input/NITI_EnergyConsumption_Coal_data.csv:322:4
