"observationPeriods","MinDate","ScalingFactors","Units","MeasurementMethods","NumPlaces","StatVar"
"[]","2016","[]","[]","[CensusCBPSurvey]","849","dc/t6mze35wmx908"
"[]","2016","[]","[]","[CensusCBPSurvey]","4119","dc/p29lj1x29r91b"
"[]","2016","[]","[]","[CensusCBPSurvey]","394","dc/kg22wd22zz5lc"
"[]","2016","[]","[]","[CensusCBPSurvey]","3885","dc/z8r61hwl0k0mg"
"[]","2016","[]","[]","[CensusCBPSurvey]","651","dc/4wmjls9gj4vt"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1959","dc/lj8gvmh3jlnw"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2303","dc/sxtedpvnplf36"
"[]","2016","[]","[]","[CensusCBPSurvey]","15533","dc/fleq8llw5dy91"
"[]","2016","[]","[]","[CensusCBPSurvey]","6332","dc/jhlpg8bn37l79"
"[]","2016","[]","[]","[CensusCBPSurvey]","6470","dc/q9kr6wy8j563d"
"[]","2016","[]","[]","[CensusCBPSurvey]","516","dc/1j4lq2nqjyh6d"
"[]","2016","[]","[]","[CensusCBPSurvey]","592","dc/2ns2yy6ftcnsg"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","381","dc/kj9lcxmn84sh1"
"[]","2016","[]","[]","[CensusCBPSurvey]","2316","dc/zbsw38l9zrgm7"
"[]","2016","[]","[]","[CensusCBPSurvey]","1191","dc/gb2q09ce90cy4"
"[]","2016","[]","[]","[CensusCBPSurvey]","9078","dc/bqqnzt5nbjpcb"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3395","dc/g6pcp7k3xh94c"
"[]","2016","[]","[]","[CensusCBPSurvey]","426","dc/grhqxd3pfe107"
"[]","2016","[]","[]","[CensusCBPSurvey]","845","dc/m9znxjllhefd9"
"[]","2016","[]","[]","[CensusCBPSurvey]","3408","dc/w7v121l9ff0qb"
"[]","2016","[]","[]","[CensusCBPSurvey]","1383","dc/ench5w94mqbr8"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3897","dc/qll6979jm9ctf"
"[]","2016","[]","[]","[CensusCBPSurvey]","2142","dc/d4zgxzp61nkc6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2378","dc/v01wb0ekjtq98"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","15","dc/bkmj8yzw8qbxf"
"[]","2016","[]","[]","[CensusCBPSurvey]","486","dc/4ny41pt3dv6t8"
"[]","2016","[]","[]","[CensusCBPSurvey]","4122","dc/wg4fbdl5dxg8"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","328","dc/6yftbvyc46seg"
"[]","2016","[]","[]","[CensusCBPSurvey]","2281","dc/d87zdtkd0w46h"
"[]","2016","[]","[]","[CensusCBPSurvey]","402","dc/2x3e669tbzdy2"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","997","dc/yfbhjkm11e45c"
"[]","2016","[]","[]","[CensusCBPSurvey]","2283","dc/1921xb490hqh"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","175","dc/e72bvcmnlhwx"
"[]","2016","[]","[]","[CensusCBPSurvey]","1120","dc/c3xw97jhwbl55"
"[]","2016","[]","[]","[CensusCBPSurvey]","3166","dc/41wexnnh4pev7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","891","dc/9kecnke4ds9n3"
"[]","2016","[]","[]","[CensusCBPSurvey]","6431","dc/ycrx6kwfm4wy5"
"[]","2016","[]","[]","[CensusCBPSurvey]","3711","dc/0y7cqtx7l309f"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","206","dc/t7c4rresqemt7"
"[]","2016","[]","[]","[CensusCBPSurvey]","5063","dc/sztb0fcdhtywc"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","4080","WagesAnnual_Establishment_NAICSRealEstateRentalLeasing"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","533","dc/2e0p9j7txvbk1"
"[]","2016","[]","[]","[CensusCBPSurvey]","5911","dc/v7zgjrz9feh98"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1826","dc/6906sl19lv3v7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1854","dc/6ztkjyrp67839"
"[]","2016","[]","[]","[CensusCBPSurvey]","2025","dc/61pn5kxdxznpc"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1990","dc/enn6mmr6tcge9"
"[]","2016","[]","[]","[CensusCBPSurvey]","6718","dc/xslq4vx1h2kg4"
"[]","2016","[]","[]","[CensusCBPSurvey]","2851","dc/h65kzd08ye7gg"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","433","dc/jkfhye2y80403"
"[]","2016","[]","[]","[CensusCBPSurvey]","76","dc/8ydd518lqlwgh"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2034","dc/nmecvy4mjcfe8"
"[]","2016","[]","[]","[CensusCBPSurvey]","2900","dc/5zqjzeh8t3dr7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2408","dc/z3vlg1by3bdq4"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3520","dc/jep0t0kpbpv21"
"[]","2016","[]","[]","[CensusCBPSurvey]","6769","dc/mxeq8w4fpvktf"
"[]","2016","[]","[]","[CensusCBPSurvey]","2591","dc/7xqhlrxynr5m4"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","227","dc/qt5bdfc942e2h"
"[]","2016","[]","[]","[CensusCBPSurvey]","1706","dc/0jf4p3d3rk8s7"
"[]","2016","[]","[]","[CensusCBPSurvey]","10867","dc/eftqtrqwbcy6f"
"[]","2016","[]","[]","[CensusCBPSurvey]","1603","dc/8ldshy6h5f1j3"
"[]","2016","[]","[]","[CensusCBPSurvey]","2645","dc/hkfzpk5m5ry1d"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","592","dc/tjx4f98r72scc"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","662","dc/v3wrkqq9hkrxc"
"[]","2016","[]","[]","[CensusCBPSurvey]","77","dc/t7h8yxlb1p892"
"[]","2016","[]","[]","[CensusCBPSurvey]","193","dc/kv6h91xtzt6hc"
"[]","2016","[]","[]","[CensusCBPSurvey]","372","dc/8n6c5ks2h6361"
"[]","2016","[]","[]","[CensusCBPSurvey]","1629","dc/lc7fjxd4ec678"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3349","dc/340w3lx6pg5f"
"[]","2016","[]","[]","[CensusCBPSurvey]","1014","dc/mp2pt9g5zjb45"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1852","dc/sxlv1r56wsjs"
"[]","2016","[]","[]","[CensusCBPSurvey]","2303","dc/41nm8qr83wft6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1543","dc/240zz5gxwbr5"
"[]","2016","[]","[]","[CensusCBPSurvey]","2951","dc/875egwhncxxx2"
"[]","2016","[]","[]","[CensusCBPSurvey]","10632","dc/wvysmzlxh0688"
"[]","2016","[]","[]","[CensusCBPSurvey]","1224","dc/ndsbwqc8ce3wb"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2262","dc/xsq4w38yqfde1"
"[]","2016","[]","[]","[CensusCBPSurvey]","8278","dc/3e20ybbz2xd65"
"[]","2016","[]","[]","[CensusCBPSurvey]","25191","dc/e5st3dgyrbtb3"
"[]","2016","[]","[]","[CensusCBPSurvey]","1920","dc/82c7nk30gn9k9"
"[]","2016","[]","[]","[CensusCBPSurvey]","1231","dc/9zwf17my4d4dd"
"[]","2016","[]","[]","[CensusCBPSurvey]","3928","dc/lh6c9lkyhw688"
"[]","2016","[]","[]","[CensusCBPSurvey]","900","dc/p4zwhcvlyb0l"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1623","dc/8ncspgjmvyqx6"
"[]","2016","[]","[]","[CensusCBPSurvey]","7600","dc/t8lww6xf24pbd"
"[]","2016","[]","[]","[CensusCBPSurvey]","88","dc/581fs2g5e3l01"
"[]","2016","[]","[]","[CensusCBPSurvey]","2059","dc/07gxpts48s6q8"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3387","dc/glgyq31xfsy31"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","260","dc/by1lnwpezmrm"
"[]","2016","[]","[]","[CensusCBPSurvey]","2128","dc/lr415nd5l0qbd"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1685","dc/7zzmwj3020046"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1123","dc/1ynf29dg0ry41"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","822","dc/1m5q740dwmv24"
"[]","2016","[]","[]","[CensusCBPSurvey]","3755","dc/8dky2m12ydem"
"[]","2016","[]","[]","[CensusCBPSurvey]","126","dc/99ly3j9es0kjb"
"[]","2017","[]","[]","[CensusCBPSurvey]","38","dc/ec00cq1fmptp1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","347","dc/89bmf7q89s9cc"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1462","dc/1ktbkg9frbb34"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","183","dc/3ke8w3cv2m32b"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1386","dc/zffjjtbmts7g1"
"[]","2016","[]","[]","[CensusCBPSurvey]","345","dc/75pmfvcf44g84"
"[]","2016","[]","[]","[CensusCBPSurvey]","847","dc/mdn7lxbpw3e0g"
"[]","2016","[]","[]","[CensusCBPSurvey]","514","dc/7r7swxpjs2j2d"
"[]","2017","[]","[]","[CensusCBPSurvey]","2038","Count_Establishment_NAICSWarehouseClubsAndSupercenters"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2437","dc/762l6fr301w0d"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2550","dc/x550hqr1bc0md"
"[]","2016","[]","[]","[CensusCBPSurvey]","1923","dc/ck7886ec109gg"
"[]","2016","[]","[]","[CensusCBPSurvey]","295","dc/8sk26jljf00w6"
"[]","2016","[]","[]","[CensusCBPSurvey]","49","dc/vkqgxj8t7e3c7"
"[]","2016","[]","[]","[CensusCBPSurvey]","2303","dc/59ygkqk5qygq1"
"[]","2016","[]","[]","[CensusCBPSurvey]","241","dc/lxs5y5bzj5ce8"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","919","dc/jqv32ssqeq9z5"
"[]","2016","[]","[]","[CensusCBPSurvey]","1261","dc/zt6bf5lfejs23"
"[]","2016","[]","[]","[CensusCBPSurvey]","670","dc/8jmbwp4x80l4d"
"[]","2016","[]","[]","[CensusCBPSurvey]","437","dc/myejrd3ly5pb1"
"[]","2016","[]","[]","[CensusCBPSurvey]","690","dc/gkywpxmw74jef"
"[]","2016","[]","[]","[CensusCBPSurvey]","12612","dc/nfsjpyjr52vg9"
"[]","2016","[]","[]","[CensusCBPSurvey]","773","dc/sj6g4bvrd3751"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1593","dc/z9q6ljjjsrkk8"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2786","dc/8bk7q70n2shbf"
"[]","2016","[]","[]","[CensusCBPSurvey]","369","dc/s7fjs67r4ppg1"
"[]","2016","[]","[]","[CensusCBPSurvey]","126","dc/5xj7lwbq2y4th"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","439","dc/vhms8pe9k5fq7"
"[]","2016","[]","[]","[CensusCBPSurvey]","552","dc/5k156ykn6y7t5"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1593","dc/92xtf1kyftm5b"
"[]","2016","[]","[]","[CensusCBPSurvey]","1292","dc/7hecd4l77q9s6"
"[]","2016","[]","[]","[CensusCBPSurvey]","319","dc/s5gm8y37hfsvd"
"[]","2016","[]","[]","[CensusCBPSurvey]","627","dc/ryf16mpnbdnw7"
"[]","2016","[]","[]","[CensusCBPSurvey]","483","dc/02w5b7x0n8scc"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3042","dc/snf1wdqhk16sh"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","340","dc/6tzcn0nv1d62d"
"[]","2016","[]","[]","[CensusCBPSurvey]","1851","dc/3h6x0mjmw9cm9"
"[]","2016","[]","[]","[CensusCBPSurvey]","1796","dc/psq5qsvv9n0yh"
"[]","2016","[]","[]","[CensusCBPSurvey]","652","dc/zhsv479d0jzm1"
"[]","2016","[]","[]","[CensusCBPSurvey]","771","dc/mwt2jdt5yy763"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","467","dc/2v5jhkkvw3v93"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2001","dc/hdzbre6p0dey3"
"[]","2016","[]","[]","[CensusCBPSurvey]","389","dc/j3xtcmhesnqhf"
"[]","2016","[]","[]","[CensusCBPSurvey]","3041","dc/pg6k2d416qft2"
"[]","2016","[]","[]","[CensusCBPSurvey]","793","dc/jdbef686c690d"
"[]","2016","[]","[]","[CensusCBPSurvey]","2928","dc/t6j31059kq97h"
"[]","2016","[]","[]","[CensusCBPSurvey]","2283","dc/4se3wvsmy1pgh"
"[]","2016","[]","[]","[CensusCBPSurvey]","18789","dc/mv4nm6sh1gbfh"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2645","dc/4716f8rtensm2"
"[]","2016","[]","[]","[CensusCBPSurvey]","1606","dc/24cxxqpjf3xk2"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1125","dc/p2t55mtyeg224"
"[]","2016","[]","[]","[CensusCBPSurvey]","4078","Count_Worker_NAICSInformation"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3520","dc/ntl3jy1cvfqe6"
"[]","2016","[]","[]","[CensusCBPSurvey]","12926","dc/mvm792s77mw69"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2203","dc/pyvh1d7wt5pq7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2676","dc/rk0n8wjffe954"
"[]","2016","[]","[]","[CensusCBPSurvey]","4514","dc/pnl5wcxh77klf"
"[]","2016","[]","[]","[CensusCBPSurvey]","2104","dc/p8vcqwffpp9kg"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1851","dc/1lznlg92qh5w7"
"[]","2017","[]","[]","[CensusCBPSurvey]","963","dc/t73z4jr5n71sf"
"[]","2016","[]","[]","[CensusCBPSurvey]","11113","dc/kp29eqxkhrvn"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2925","dc/79nhxh6bhk9w"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1174","dc/d25qmgrjrb6g9"
"[]","2016","[]","[]","[CensusCBPSurvey]","741","dc/tkx8rzk0tels7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","721","dc/rgr59vysgzvx5"
"[]","2016","[]","[]","[CensusCBPSurvey]","1480","dc/l5bdymhc1z9h7"
"[]","2016","[]","[]","[CensusCBPSurvey]","75","dc/6xrms1sl6pzc"
"[]","2016","[]","[]","[CensusCBPSurvey]","279","dc/5gzjdh8jr1zy8"
"[]","2016","[]","[]","[CensusCBPSurvey]","285","dc/grv66xzxp4dch"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2591","dc/snwgd89eg5b75"
"[]","2016","[]","[]","[CensusCBPSurvey]","2633","dc/fs9k1ktgkmby5"
"[]","2016","[]","[]","[CensusCBPSurvey]","144","dc/vz2641ljljjy8"
"[]","2016","[]","[]","[CensusCBPSurvey]","2531","dc/qj72dztmr9lp6"
"[]","2016","[]","[]","[CensusCBPSurvey]","1888","dc/2wd9rbpnx5dw4"
"[]","2016","[]","[]","[CensusCBPSurvey]","2669","dc/mrwsxfndw7cdf"
"[]","2016","[]","[]","[CensusCBPSurvey]","2393","dc/e9nne6q6rt2hg"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1558","dc/0pj4mb0r39ds8"
"[]","2016","[]","[]","[CensusCBPSurvey]","2966","dc/glew0hqwkben6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3121","dc/yr4c5h4f5x16"
"[]","2016","[]","[]","[CensusCBPSurvey]","1191","dc/d443wre6h8557"
"[]","2016","[]","[]","[CensusCBPSurvey]","3893","dc/gt6s85kcrsdrb"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1982","dc/npgv8bkqh4qd5"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","4033","dc/j3tnscvjr7h99"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2880","dc/l3fx2v1cr70n9"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1139","dc/0v2cjz1hcqh07"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1151","dc/b9re7r2kgjkwb"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","131","dc/dn3velmskt4j2"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","966","dc/qkm6f8vhq2ct8"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2423","dc/nttvq12r582k7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","860","dc/18fc7vn2m16r"
"[]","2016","[]","[]","[CensusCBPSurvey]","931","dc/dyjwgk7nps164"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2778","dc/0ljxqh6e66lf7"
"[]","2016","[]","[]","[CensusCBPSurvey]","810","dc/w9m53y39hhghb"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1873","dc/7xd23yh2kqjg5"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","295","dc/f9nxs82rj4zn5"
"[]","2016","[]","[]","[CensusCBPSurvey]","244","dc/zv4hrcy5peqtc"
"[]","2016","[]","[]","[CensusCBPSurvey]","180","dc/4yf3hwrfzr4y8"
"[]","2016","[]","[]","[CensusCBPSurvey]","5951","dc/648etfbn2mbsf"
"[]","2016","[]","[]","[CensusCBPSurvey]","302","dc/pdek765tqwn53"
"[]","2016","[]","[]","[CensusCBPSurvey]","3006","dc/v4n0yjnj9v8v9"
"[]","2016","[]","[]","[CensusCBPSurvey]","871","dc/fdh1trpcx2jq6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1246","dc/42svd9zrgkte2"
"[]","2016","[]","[]","[CensusCBPSurvey]","133","dc/82g1k2qls65lh"
"[]","2016","[]","[]","[CensusCBPSurvey]","3482","dc/6k0cestv4hddf"
"[]","2016","[]","[]","[CensusCBPSurvey]","1582","dc/33vyygv9slzy6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1732","dc/v3tr2z5smvq7b"
"[]","2016","[]","[]","[CensusCBPSurvey]","964","dc/jk6jewff0f0l1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3572","dc/db3519cvmrfh3"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2928","dc/g8v3efx86e4xb"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3121","dc/tpr7wvz780232"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3399","dc/1d5d74n2jlrd"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3449","dc/4edeg9xd7wql"
"[]","2016","[]","[]","[CensusCBPSurvey]","4237","dc/jedbbkcg45g59"
"[]","2016","[]","[]","[CensusCBPSurvey]","291","dc/n3tekzqp6jzp2"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","735","dc/4nkcncd7dmqph"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","440","dc/jrlccs2dxs3e3"
"[]","2016","[]","[]","[CensusCBPSurvey]","13180","dc/db186gmk1q4rb"
"[]","2016","[]","[]","[CensusCBPSurvey]","8351","dc/50tl7q3xwk2c9"
"[]","2016","[]","[]","[CensusCBPSurvey]","2408","dc/cf802l4de8q2f"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3194","dc/kyl9vn465hqc8"
"[]","2016","[]","[]","[CensusCBPSurvey]","1301","dc/t0ck56bnl75l1"
"[]","2016","[]","[]","[CensusCBPSurvey]","3396","dc/9f649k9rlflm3"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","361","dc/yj9st2j8hne8g"
"[]","2016","[]","[]","[CensusCBPSurvey]","46","dc/y3kbw70gvgfl7"
"[]","2016","[]","[]","[CensusCBPSurvey]","14333","dc/bgwdn9dj6dd61"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","481","dc/5l66el6jk653c"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","113","dc/9fxc3d616ybc8"
"[]","2016","[]","[]","[CensusCBPSurvey]","954","dc/37q28glqv0bf1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1409","dc/wnne0s8ctq9r4"
"[]","2016","[]","[]","[CensusCBPSurvey]","633","dc/leppt72dcpbs4"
"[]","2016","[]","[]","[CensusCBPSurvey]","978","dc/ybdjclwpwy13f"
"[]","2016","[]","[]","[CensusCBPSurvey]","2742","dc/l70jczw30l7rg"
"[]","2016","[]","[]","[CensusCBPSurvey]","1907","dc/3wzcbt7ylnz68"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2674","dc/26mnsjv470nmh"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","428","dc/xdmvcnbce77q3"
"[]","2016","[]","[]","[CensusCBPSurvey]","13519","dc/2vec6xrrrqcr5"
"[]","2016","[]","[]","[CensusCBPSurvey]","4079","dc/f18sq8w498j4f"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","214","dc/xsd44mvw3mms6"
"[]","2016","[]","[]","[CensusCBPSurvey]","1686","dc/2h1genfqlyqg6"
"[]","2016","[]","[]","[CensusCBPSurvey]","1008","dc/jr1e4mkzlfrqg"
"[]","2016","[]","[]","[CensusCBPSurvey]","829","dc/g0lby8k1nk2lg"
"[]","2016","[]","[]","[CensusCBPSurvey]","46","dc/5cknnc31xc8g4"
"[]","2016","[]","[]","[CensusCBPSurvey]","1018","dc/hmmlt55tqptmb"
"[]","2016","[]","[]","[CensusCBPSurvey]","692","dc/vlxw4ytpks929"
"[]","2016","[]","[]","[CensusCBPSurvey]","21235","dc/sl9mjr8ls9zl9"
"[]","2016","[]","[]","[CensusCBPSurvey]","3507","dc/eejq5vzcz3251"
"[]","2016","[]","[]","[CensusCBPSurvey]","246","dc/yyfm4hr3yrxkg"
"[]","2016","[]","[]","[CensusCBPSurvey]","810","dc/tfjf62wsv3yw4"
"[]","2016","[]","[]","[CensusCBPSurvey]","2465","dc/bjz9cgv06w9m6"
"[]","2016","[]","[]","[CensusCBPSurvey]","465","dc/k3cwn7206x1f8"
"[]","2016","[]","[]","[CensusCBPSurvey]","1175","dc/1n31f71yvd264"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2978","dc/gr2jflsm4l151"
"[]","2016","[]","[]","[CensusCBPSurvey]","193","dc/srhc6sl548xcd"
"[]","2016","[]","[]","[CensusCBPSurvey]","3936","dc/2w4xphkt6vs62"
"[]","2016","[]","[]","[CensusCBPSurvey]","7803","dc/91z93methfzp4"
"[]","2016","[]","[]","[CensusCBPSurvey]","31195","dc/pr1w01skwdev4"
"[]","2016","[]","[]","[CensusCBPSurvey]","3000","dc/vp4cplffwv86g"
"[]","2016","[]","[]","[CensusCBPSurvey]","1734","dc/cjl5ykckvy2bh"
"[]","2016","[]","[]","[CensusCBPSurvey]","1178","dc/pd2grc70kc3m5"
"[]","2016","[]","[]","[CensusCBPSurvey]","345","dc/4djc4w4fffn24"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3555","dc/y8kx7b0fyvzx8"
"[]","2016","[]","[]","[CensusCBPSurvey]","3423","dc/ydylpvzkpfp5c"
"[]","2016","[]","[]","[CensusCBPSurvey]","2137","dc/8711x0d3p7c11"
"[]","2016","[]","[]","[CensusCBPSurvey]","1024","dc/vvqlswf9hc3kd"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1553","dc/349ff37ebq2gf"
"[]","2016","[]","[]","[CensusCBPSurvey]","8382","dc/h7rtrz6gbkzm"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","727","dc/757wy9d49gyx2"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","356","dc/pvfje06dzebdc"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","741","dc/tfl8skq85m4p8"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1717","dc/sj4y962609zdd"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","3843","WagesAnnual_Establishment_NAICSUtilities"
"[]","2016","[]","[]","[CensusCBPSurvey]","350","dc/d05wtk6rmeqp5"
"[]","2016","[]","[]","[CensusCBPSurvey]","1461","dc/2lphgwt407sp4"
"[]","2016","[]","[]","[CensusCBPSurvey]","799","dc/835h23r34kp24"
"[]","2016","[]","[]","[CensusCBPSurvey]","3150","dc/8ncdeq270hzc6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","2677","dc/wr9jcjq3r6lt6"
"[]","2016","[]","[]","[CensusCBPSurvey]","1258","dc/8kd9kkypl4wx4"
"[]","2016","[]","[]","[CensusCBPSurvey]","229","dc/b856m4qq7025g"
"[]","2016","[]","[]","[CensusCBPSurvey]","2203","dc/m9mp31qy15rs9"
"[]","2016","[]","[]","[CensusCBPSurvey]","288","dc/6gnqh682xxjk2"
"[]","2016","[]","[]","[CensusCBPSurvey]","1990","dc/rv85qc89m3kl6"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","620","dc/fblxt8nkk866b"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","456","dc/0zbgd4184wx37"
"[]","2016","[]","[]","[CensusCBPSurvey]","7619","dc/g1wk6p8jpfdk"
"[]","2016","[]","[]","[CensusCBPSurvey]","21235","dc/p628xcsxtw5hh"
"[]","2016","[]","[]","[CensusCBPSurvey]","2223","dc/y1lcjmzqf73gd"
"[]","2016","[]","[]","[CensusCBPSurvey]","9219","dc/4f470qyf8sl4"
"[]","2016","[]","[]","[CensusCBPSurvey]","2377","dc/ypr7nczvxq3q7"
"[]","2016","[]","[]","[CensusCBPSurvey]","2250","dc/hfbbe89f4fe07"
"[]","2017","[]","[]","[CensusCBPSurvey]","9996","Count_Establishment_NAICSElectronicShoppingAndMailOrderHouses_NAICS454110"
"[]","2016","[]","[]","[CensusCBPSurvey]","1620","dc/59qsrs0lmcfk4"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","105","dc/ls5svqyl7kmf6"
"[]","2016","[]","[]","[CensusCBPSurvey]","180","dc/w7vstm7gpsv76"
"[]","2016","[]","[]","[CensusCBPSurvey]","21682","dc/8qh8jbrb6yq66"
"[]","2016","[]","[]","[CensusCBPSurvey]","14406","dc/r1pmysw71grtb"
"[]","2016","[]","[]","[CensusCBPSurvey]","314","dc/ppn66dj17zv07"
"[]","2016","[]","[]","[CensusCBPSurvey]","6002","dc/z1ml9cm4pm73g"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","941","dc/mrnt2mhq5wxb2"
"[]","2016","[]","[]","[CensusCBPSurvey]","2674","dc/nlsm3z32mbjy3"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1988","dc/mfm6htj9bsq3g"
"[]","2016","[]","[]","[CensusCBPSurvey]","4091","dc/wn6rndv1yb4z1"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","1711","dc/hvy6ns8qqvn73"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","4097","dc/dllvg9gn1p3f9"
"[]","2016","[]","[]","[CensusCBPSurvey]","908","dc/3y4d99we5zbs7"
"[]","2016","[]","[USDollar]","[CensusCBPSurvey]","211","dc/bcxsq5evw00d8"
