place_name,dcid
R1,wikidataId/Q19830973
D1,wikidataId/Q2870129
D2,wikidataId/Q3768
R2,wikidataId/Q845709
D5,wikidataId/Q860304
D6,wikidataId/Q6088268
D7,wikidataId/Q3555128
D8,wikidataId/Q8074642
R3,wikidataId/Q22080932
D9,wikidataId/Q22080778
D10,wikidataId/Q985627
D11,wikidataId/Q22080526
D12,wikidataId/Q7525274
