place_name,dcid
KN.A1,country/ZAF
KN.A2,country/AGO
KN.A3,country/BEN
KN.A4,country/BFA
KN.A5,country/BDI
KN.A6,country/CMR
KN.A7,country/CAF
KN.A8,country/TCD
KN.A9,country/COM
KN.A11,country/CIV
KN.A13,country/EGY
KN.A14,country/GNQ
KN.A15,country/ETH
KN.A16,country/GAB
KN.A17,country/GMB
KN.A18,country/GHA
KN.A19,country/GIN
KN.A20,country/GIN
KN.A21,country/KEN
KN.A22,country/LSO
KN.B1,country/LBR
KN.A23,country/MDG
KN.A24,country/MWI
KN.A25,country/MLI
KN.A26,country/MAR
KN.A27,country/MOZ
KN.A28,country/NAM
KN.A29,country/NER
KN.A30,country/NGA
KN.A31,country/RWA
KN.A32,country/SEN
KN.A33,country/SLE
KN.A34,country/SOM
KN.A35,country/ZAF
KN.A36,country/SDN
KN.A37,country/TGO
KN.A38,country/UGA
KN.A39,country/TZA
KN.A40,country/ZMB
KN.A41,country/ZWE
KN.A43,country/CHN
KN.A44,country/MNG
KN.A45,country/BGD
KN.A46,country/IND
KN.A47,country/NPL
KN.A48,country/PAK
KN.A49,country/KHM
KN.A50,country/IDN
KN.A51,country/LAO
KN.A52,country/MMR
KN.A53,country/PHL
KN.A54,country/THA
KN.A55,country/VNM
KN.A56,country/IRQ
KN.A57,country/JOR
KN.A58,country/LBN
KN.A59,country/SAU
KN.A60,country/SYR
KN.A61,country/TUR
KN.A62,country/YEM
KN.A64,country/ARG
KN.A65,country/BLZ
KN.A66,country/BOL
KN.A67,country/BRA
KN.A68,country/CHL
KN.A69,country/COL
KN.A70,country/CRI
KN.A71,country/DOM
KN.A72,country/ECU
KN.A73,country/SLV
KN.A74,country/GUF
KN.A75,country/GRD
KN.A76,country/GLP
KN.A77,country/GTM
KN.A78,country/GUY
KN.A79,country/HTI
KN.A81,country/JAM
KN.A82,country/MEX
KN.A83,country/NIC
KN.A84,country/PAN
KN.A85,country/PRY
KN.A86,country/PER
KN.A87,country/LCA
KN.A88,country/SUR
KN.A89,country/TTO
KN.A90,country/VEN
