place_name,dcid
Free State,wikidataId/Q160284
Xhariep,wikidataId/Q2006764
Motheo,wikidataId/Q385802
Lejweleputswa,wikidataId/Q1816477
Thabo Mofutsanyane,wikidataId/Q1437719
Cape Winelands,wikidataId/Q1974486
Fezile Dabi,wikidataId/Q1410315
KwaZulu-Natal,wikidataId/Q81725
Ugu,wikidataId/Q2091235
UMgungundlovu,wikidataId/Q311803
Uthukela,wikidataId/Q1324549
Umzinyathi,wikidataId/Q2226837
Amajuba,wikidataId/Q452565
Zululand,wikidataId/Q2309262
Umkhanyakude,wikidataId/Q1654018
Uthungulu,wikidataId/Q311668
iLembe,wikidataId/Q311794
Overberg,wikidataId/Q1899307
Mpumalanga,wikidataId/Q132410
Gert Sibande,wikidataId/Q1515346
Nkangala,wikidataId/Q1856181
Ehlanzeni,wikidataId/Q1244497
