Date,GeoId,CumulativeCount_Vaccine_COVID_19_Administered,IncrementalCount_Vaccine_COVID_19_Administered,CumulativeCount_MedicalConditionIncident_COVID_19_ConfirmedCase,IncrementalCount_MedicalConditionIncident_COVID_19_ConfirmedCase,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,IncrementalCount_MedicalConditionIncident_COVID_19_PatientDeceased,Count_MedicalConditionIncident_COVID_19_PatientInICU,Count_MedicalConditionIncident_COVID_19_PatientHospitalized,CumulativeCount_MedicalTest_ConditionCOVID_19,IncrementalCount_MedicalTest_ConditionCOVID_19
2020-11-06,country/GHA,,,48788.0,0.0,320.0,0.0,,,551271.0,2022.0
2020-11-07,country/GHA,,,48904.0,116.0,320.0,0.0,,,553270.0,1999.0
2020-11-08,country/GHA,,,49102.0,198.0,320.0,0.0,,,555802.0,2532.0
2020-11-09,country/GHA,,,49202.0,100.0,320.0,0.0,,,556606.0,804.0
2020-11-10,country/GHA,,,49302.0,100.0,320.0,0.0,,,559193.0,2587.0
2020-11-11,country/GHA,,,49302.0,0.0,320.0,0.0,,,560713.0,1520.0
2020-11-12,country/GHA,,,49957.0,655.0,320.0,0.0,,,563218.0,2505.0
2020-11-13,country/GHA,,,50018.0,61.0,320.0,0.0,,,565298.0,2080.0
2020-11-14,country/GHA,,,50018.0,0.0,320.0,0.0,,,567211.0,1913.0
2020-11-15,country/GHA,,,50123.0,105.0,322.0,2.0,,,569707.0,2496.0
2020-11-16,country/GHA,,,50376.0,253.0,323.0,1.0,,,571825.0,2118.0
2020-11-17,country/GHA,,,50376.0,0.0,323.0,0.0,,,573754.0,1929.0
2020-11-18,country/GHA,,,50457.0,81.0,323.0,0.0,,,575991.0,2237.0
2020-11-19,country/GHA,,,50631.0,174.0,323.0,0.0,,,578117.0,2126.0
2020-11-20,country/GHA,,,50631.0,0.0,323.0,0.0,,,580352.0,2235.0
2020-11-21,country/GHA,,,50717.0,86.0,323.0,0.0,,,582707.0,2355.0
2020-11-22,country/GHA,,,50874.0,157.0,323.0,0.0,,,583545.0,838.0
2020-11-23,country/GHA,,,50941.0,67.0,323.0,0.0,,,586711.0,3166.0
2020-11-24,country/GHA,,,51184.0,243.0,323.0,0.0,,,588753.0,2042.0
2020-11-25,country/GHA,,,51225.0,41.0,323.0,0.0,,,589932.0,1179.0
2020-11-26,country/GHA,,,51225.0,0.0,323.0,0.0,,,591185.0,1253.0
2020-11-27,country/GHA,,,51225.0,0.0,323.0,0.0,,,592285.0,1100.0
2020-11-28,country/GHA,,,51379.0,154.0,323.0,0.0,,,597395.0,5110.0
2020-11-29,country/GHA,,,51569.0,190.0,323.0,0.0,,,599863.0,2468.0
2020-11-30,country/GHA,,,51667.0,98.0,323.0,0.0,,,601007.0,1144.0
2020-12-01,country/GHA,,,51667.0,0.0,323.0,0.0,,,602106.0,1099.0
2020-12-02,country/GHA,,,51667.0,0.0,323.0,0.0,,,606736.0,4630.0
2020-12-03,country/GHA,,,51667.0,0.0,323.0,0.0,,,608959.0,2223.0
2020-12-04,country/GHA,,,52096.0,429.0,325.0,2.0,,,611624.0,2665.0
2020-12-05,country/GHA,,,52096.0,0.0,325.0,0.0,,,613831.0,2207.0
2020-12-06,country/GHA,,,52274.0,178.0,325.0,0.0,,,616231.0,2400.0
2020-12-07,country/GHA,,,52274.0,0.0,325.0,0.0,,,618271.0,2040.0
2020-12-08,country/GHA,,,52500.0,226.0,326.0,1.0,,,620148.0,1877.0
2020-12-09,country/GHA,,,52622.0,122.0,326.0,0.0,,,622086.0,1938.0
2020-12-10,country/GHA,,,52738.0,116.0,326.0,0.0,,,624771.0,2685.0
2020-12-11,country/GHA,,,52738.0,0.0,326.0,0.0,,,627116.0,2345.0
2020-12-12,country/GHA,,,52933.0,195.0,327.0,1.0,,,629522.0,2406.0
2020-12-13,country/GHA,,,52933.0,0.0,327.0,0.0,,,630540.0,1018.0
2020-12-14,country/GHA,,,53014.0,81.0,327.0,0.0,,,634174.0,3634.0
2020-12-15,country/GHA,,,53270.0,256.0,327.0,0.0,,,636366.0,2192.0
2020-12-16,country/GHA,,,53386.0,116.0,327.0,0.0,,,638690.0,2324.0
2020-12-17,country/GHA,,,53553.0,167.0,331.0,4.0,,,641277.0,2587.0
2020-12-18,country/GHA,,,53653.0,100.0,331.0,0.0,,,644113.0,2836.0
2020-12-19,country/GHA,,,53653.0,0.0,331.0,0.0,,,646687.0,2574.0
2020-12-20,country/GHA,,,53653.0,0.0,331.0,0.0,,,651835.0,5148.0
2020-12-21,country/GHA,,,53954.0,301.0,333.0,2.0,,,653941.0,2106.0
2020-12-22,country/GHA,,,53954.0,0.0,333.0,0.0,,,656754.0,2813.0
2020-12-23,country/GHA,,,54043.0,89.0,333.0,0.0,,,,
2020-12-24,country/GHA,,,54043.0,0.0,333.0,0.0,,,659272.0,
2020-12-25,country/GHA,,,54043.0,0.0,333.0,0.0,,,,
2020-12-26,country/GHA,,,54286.0,243.0,333.0,0.0,,,663709.0,
2020-12-27,country/GHA,,,54401.0,115.0,333.0,0.0,,,665661.0,1952.0
2020-12-28,country/GHA,,,54503.0,102.0,333.0,0.0,,,667642.0,1981.0
2020-12-29,country/GHA,,,54681.0,178.0,335.0,2.0,,,669306.0,1664.0
2020-12-30,country/GHA,,,54771.0,90.0,335.0,0.0,,,671458.0,2152.0
2020-12-31,country/GHA,,,54771.0,0.0,335.0,0.0,,,672364.0,906.0
2021-01-01,country/GHA,,,54930.0,159.0,335.0,0.0,,,,
2021-01-02,country/GHA,,,55064.0,134.0,335.0,0.0,,,,
2021-01-03,country/GHA,,,55168.0,104.0,335.0,0.0,,,679087.0,
2021-01-04,country/GHA,,,55168.0,0.0,335.0,0.0,,,,
2021-01-05,country/GHA,,,55168.0,0.0,335.0,0.0,,,,
2021-01-06,country/GHA,,,55168.0,0.0,335.0,0.0,,,,
2021-01-07,country/GHA,,,55461.0,293.0,336.0,1.0,,,,
2021-01-08,country/GHA,,,55461.0,0.0,336.0,0.0,,,,
2021-01-09,country/GHA,,,55772.0,311.0,336.0,0.0,,,,
2021-01-10,country/GHA,,,55772.0,0.0,336.0,0.0,,,,
2021-01-11,country/GHA,,,56230.0,458.0,338.0,2.0,,,,
2020-02-02,country/GRC,,,,,,,,,,
2020-02-09,country/GRC,,,,,,,,,,
2020-02-15,country/GRC,,,,,,,,,,
2020-02-23,country/GRC,,,,,,,,,,
2020-02-26,country/GRC,,,1.0,1.0,,,,,,
2020-02-27,country/GRC,,,3.0,2.0,,,,,,
2020-02-28,country/GRC,,,4.0,1.0,,,,,,
2020-02-29,country/GRC,,,4.0,0.0,,,,,,
2020-03-01,country/GRC,,,7.0,3.0,,,,,,
2020-03-02,country/GRC,,,7.0,0.0,,,,,,
2020-03-03,country/GRC,,,7.0,0.0,,,,,570.0,
2020-03-04,country/GRC,,,9.0,2.0,,,,,,
2020-03-05,country/GRC,,,31.0,22.0,,,,,,
2020-03-06,country/GRC,,,45.0,14.0,,,,,,
2020-03-07,country/GRC,,,46.0,1.0,,,,,,
2020-03-08,country/GRC,,,73.0,27.0,,,,,,
2020-03-09,country/GRC,,,73.0,0.0,,,,,,
2020-03-10,country/GRC,,,89.0,16.0,,,,,,
2020-03-11,country/GRC,,,99.0,10.0,1.0,1.0,,,,
2020-03-12,country/GRC,,,99.0,0.0,1.0,0.0,,,2180.0,
2020-03-13,country/GRC,,,190.0,91.0,1.0,0.0,,,2700.0,520.0
2020-03-14,country/GRC,,,228.0,38.0,3.0,2.0,,,3400.0,700.0
2020-03-15,country/GRC,,,331.0,103.0,4.0,1.0,,,4000.0,600.0
2020-03-16,country/GRC,,,331.0,0.0,4.0,0.0,,,4320.0,320.0
2020-03-17,country/GRC,,,387.0,56.0,5.0,1.0,,,,
2020-03-18,country/GRC,,,418.0,31.0,5.0,0.0,,,6000.0,
2020-03-19,country/GRC,,,418.0,0.0,6.0,1.0,,,,
2020-03-20,country/GRC,,,495.0,77.0,6.0,0.0,,,7172.0,
2020-03-21,country/GRC,,,530.0,35.0,13.0,7.0,,,7830.0,658.0
2020-03-22,country/GRC,,,624.0,94.0,15.0,2.0,,,8006.0,176.0
2020-03-23,country/GRC,,,695.0,71.0,17.0,2.0,,,8644.0,638.0
2020-03-24,country/GRC,,,743.0,48.0,20.0,3.0,,,9071.0,427.0
2020-03-25,country/GRC,,,821.0,78.0,22.0,2.0,,,10495.0,1424.0
2020-03-26,country/GRC,,,892.0,71.0,26.0,4.0,,,,
2020-03-27,country/GRC,,,966.0,74.0,28.0,2.0,,,13477.0,
2020-03-28,country/GRC,,,1061.0,95.0,32.0,4.0,,,14363.0,886.0
2020-03-29,country/GRC,,,1156.0,95.0,38.0,6.0,,,15151.0,788.0
2020-03-30,country/GRC,,,1212.0,56.0,43.0,5.0,,,15961.0,810.0
2020-03-31,country/GRC,,,1314.0,102.0,49.0,6.0,,,16732.0,771.0
2020-04-01,country/GRC,,,1415.0,101.0,50.0,1.0,,,17350.0,618.0
2020-04-02,country/GRC,,,1544.0,129.0,53.0,3.0,,,18844.0,1494.0
2020-04-03,country/GRC,,,1613.0,69.0,63.0,10.0,,,22437.0,3593.0
2020-04-04,country/GRC,,,1673.0,60.0,68.0,5.0,,,23333.0,896.0
2020-04-05,country/GRC,,,1735.0,62.0,73.0,5.0,,,25453.0,2120.0
2020-04-06,country/GRC,,,1755.0,20.0,79.0,6.0,,,26193.0,740.0
2020-04-07,country/GRC,,,1832.0,77.0,81.0,2.0,,,28584.0,2391.0
2020-04-08,country/GRC,,,1884.0,52.0,83.0,2.0,,,32528.0,3944.0
2020-04-09,country/GRC,,,1955.0,71.0,87.0,4.0,,,33634.0,1106.0
2020-04-10,country/GRC,,,2011.0,56.0,92.0,5.0,,,35432.0,1798.0
2020-04-11,country/GRC,,,2081.0,70.0,93.0,1.0,,,37344.0,1912.0
2020-04-12,country/GRC,,,2114.0,33.0,98.0,5.0,,,42261.0,4917.0
2020-04-13,country/GRC,,,2145.0,31.0,99.0,1.0,,,43431.0,1170.0
2020-04-14,country/GRC,,,2170.0,25.0,101.0,2.0,,,,
2020-04-15,country/GRC,,,2192.0,22.0,102.0,1.0,,,47389.0,
2020-04-16,country/GRC,,,2207.0,15.0,105.0,3.0,,,49390.0,2001.0
2020-04-17,country/GRC,,,2224.0,17.0,108.0,3.0,,,51645.0,2255.0
2020-04-18,country/GRC,,,2235.0,11.0,110.0,2.0,,,53290.0,1645.0
2020-04-19,country/GRC,,,2235.0,0.0,113.0,3.0,,,,
2020-04-20,country/GRC,,,2245.0,10.0,116.0,3.0,,,54344.0,
2020-04-21,country/GRC,,,2401.0,156.0,121.0,5.0,,,55666.0,1322.0
2020-04-22,country/GRC,,,2408.0,7.0,121.0,0.0,,,56992.0,1326.0
2020-04-23,country/GRC,,,2463.0,55.0,125.0,4.0,,,59241.0,2249.0
2020-04-24,country/GRC,,,2490.0,27.0,130.0,5.0,,,61407.0,2166.0
2020-04-25,country/GRC,,,2506.0,16.0,130.0,0.0,,,63087.0,1680.0
2020-04-26,country/GRC,,,2517.0,11.0,134.0,4.0,,,64608.0,1521.0
2020-04-27,country/GRC,,,2534.0,17.0,136.0,2.0,,,66094.0,1486.0
2020-04-28,country/GRC,,,2566.0,32.0,138.0,2.0,,,69833.0,3739.0
2020-04-29,country/GRC,,,2576.0,10.0,139.0,1.0,,,72130.0,2297.0
2020-04-30,country/GRC,,,2591.0,15.0,140.0,1.0,,,75170.0,3040.0
2020-05-01,country/GRC,,,2612.0,21.0,140.0,0.0,,,77251.0,2081.0
2020-05-02,country/GRC,,,2620.0,8.0,143.0,3.0,,,78207.0,956.0
2020-05-03,country/GRC,,,2626.0,6.0,144.0,1.0,,,79332.0,1125.0
2020-05-04,country/GRC,,,2632.0,6.0,146.0,2.0,,,80951.0,1619.0
2020-05-05,country/GRC,,,2642.0,10.0,146.0,0.0,,,83750.0,2799.0
2020-05-06,country/GRC,,,2663.0,21.0,147.0,1.0,,,87052.0,3302.0
2020-05-07,country/GRC,,,2678.0,15.0,148.0,1.0,,,90043.0,2991.0
2020-05-08,country/GRC,,,2691.0,13.0,150.0,2.0,,,94291.0,4248.0
2020-05-09,country/GRC,,,2710.0,19.0,151.0,1.0,,,97384.0,3093.0
2020-05-10,country/GRC,,,2716.0,6.0,151.0,0.0,,,98877.0,1493.0
2020-05-11,country/GRC,,,2726.0,10.0,151.0,0.0,,,99363.0,486.0
2020-05-12,country/GRC,,,2744.0,18.0,152.0,1.0,,,106054.0,6691.0
2020-05-13,country/GRC,,,2760.0,16.0,155.0,3.0,,,112042.0,5988.0
2020-05-14,country/GRC,,,2770.0,10.0,156.0,1.0,,,116233.0,4191.0
2020-05-15,country/GRC,,,2810.0,40.0,160.0,4.0,,,120015.0,3782.0
2020-05-16,country/GRC,,,2819.0,9.0,162.0,2.0,,,126283.0,6268.0
2020-05-17,country/GRC,,,2834.0,15.0,163.0,1.0,,,128525.0,2242.0
2020-05-18,country/GRC,,,2836.0,2.0,165.0,2.0,,,131684.0,3159.0
2020-05-19,country/GRC,,,2840.0,4.0,165.0,0.0,,,136001.0,4317.0
2020-05-20,country/GRC,,,2850.0,10.0,166.0,1.0,,,139445.0,3444.0
2020-05-21,country/GRC,,,2853.0,3.0,168.0,2.0,,,144078.0,4633.0
2020-05-22,country/GRC,,,2874.0,21.0,169.0,1.0,,,147958.0,3880.0
2020-05-23,country/GRC,,,2876.0,2.0,171.0,2.0,,,152998.0,5040.0
2020-05-24,country/GRC,,,2878.0,2.0,171.0,0.0,,,153963.0,965.0
2020-05-25,country/GRC,,,2882.0,4.0,172.0,1.0,,,155037.0,1074.0
2020-05-26,country/GRC,,,2892.0,10.0,173.0,1.0,,,160991.0,5954.0
2020-05-27,country/GRC,,,2903.0,11.0,173.0,0.0,,,166245.0,5254.0
2020-05-28,country/GRC,,,2906.0,3.0,175.0,2.0,,,170467.0,4222.0
2020-05-29,country/GRC,,,2909.0,3.0,175.0,0.0,,,174844.0,4377.0
2020-05-30,country/GRC,,,2915.0,6.0,175.0,0.0,,,178316.0,3472.0
2020-05-31,country/GRC,,,2917.0,2.0,175.0,0.0,,,180518.0,2202.0
2020-06-01,country/GRC,,,2918.0,1.0,179.0,4.0,,,182423.0,1905.0
2020-06-02,country/GRC,,,2937.0,19.0,179.0,0.0,,,185590.0,3167.0
2020-06-03,country/GRC,,,2937.0,0.0,179.0,0.0,,,,
2020-06-04,country/GRC,,,2952.0,15.0,180.0,1.0,,,193929.0,
2020-06-05,country/GRC,,,2967.0,15.0,180.0,0.0,,,,
2020-06-06,country/GRC,,,2980.0,13.0,180.0,0.0,,,,
2020-06-07,country/GRC,,,2997.0,17.0,180.0,0.0,,,,
2020-06-08,country/GRC,,,3049.0,52.0,182.0,2.0,,,229519.0,
2020-06-09,country/GRC,,,3058.0,9.0,183.0,1.0,,,231759.0,2240.0
2020-06-10,country/GRC,,,3068.0,10.0,183.0,0.0,,,,
2020-06-11,country/GRC,,,3088.0,20.0,183.0,0.0,,,237276.0,
2020-06-12,country/GRC,,,3108.0,20.0,183.0,0.0,,,243867.0,6591.0
2020-06-13,country/GRC,,,3112.0,4.0,183.0,0.0,,,247452.0,3585.0
2020-06-14,country/GRC,,,3121.0,9.0,183.0,0.0,,,250923.0,3471.0
2020-06-15,country/GRC,,,3134.0,13.0,184.0,1.0,,,254854.0,3931.0
2020-06-16,country/GRC,,,3148.0,14.0,185.0,1.0,,,259736.0,4882.0
2020-06-17,country/GRC,,,3203.0,55.0,187.0,2.0,,,264930.0,5194.0
2020-06-18,country/GRC,,,3227.0,24.0,188.0,1.0,,,270338.0,5408.0
2020-06-19,country/GRC,,,3237.0,10.0,189.0,1.0,,,274711.0,4373.0
2020-06-20,country/GRC,,,3256.0,19.0,190.0,1.0,,,278895.0,4184.0
2020-06-21,country/GRC,,,3266.0,10.0,190.0,0.0,,,283146.0,4251.0
2020-06-22,country/GRC,,,3287.0,21.0,190.0,0.0,,,285989.0,2843.0
2020-06-23,country/GRC,,,3302.0,15.0,190.0,0.0,,,291187.0,5198.0
2020-06-24,country/GRC,,,3310.0,8.0,190.0,0.0,,,,
2020-06-25,country/GRC,,,3321.0,11.0,191.0,1.0,,,291840.0,
2020-06-26,country/GRC,,,3343.0,22.0,191.0,0.0,,,295851.0,4011.0
2020-06-27,country/GRC,,,3366.0,23.0,191.0,0.0,,,301144.0,5293.0
2020-06-28,country/GRC,,,3376.0,10.0,191.0,0.0,,,305137.0,3993.0
2020-06-29,country/GRC,,,3390.0,14.0,191.0,0.0,,,308392.0,3255.0
2020-06-30,country/GRC,,,3409.0,19.0,192.0,1.0,,,312775.0,4383.0
2020-07-01,country/GRC,,,3432.0,23.0,192.0,0.0,,,315982.0,3207.0
2020-07-02,country/GRC,,,3458.0,26.0,192.0,0.0,,,320427.0,4445.0
2020-07-03,country/GRC,,,3486.0,28.0,192.0,0.0,,,325451.0,5024.0
2020-07-04,country/GRC,,,3511.0,25.0,192.0,0.0,,,331703.0,6252.0
2020-07-05,country/GRC,,,3519.0,8.0,192.0,0.0,,,337154.0,5451.0
2020-07-06,country/GRC,,,3562.0,43.0,192.0,0.0,,,340328.0,3174.0
2020-07-07,country/GRC,,,3589.0,27.0,193.0,1.0,,,349084.0,8756.0
2020-07-08,country/GRC,,,3622.0,33.0,193.0,0.0,,,355190.0,6106.0
2020-07-09,country/GRC,,,3672.0,50.0,193.0,0.0,,,358725.0,3535.0
2020-07-10,country/GRC,,,3732.0,60.0,193.0,0.0,,,363412.0,4687.0
2020-07-11,country/GRC,,,3772.0,40.0,193.0,0.0,,,371167.0,7755.0
2020-07-12,country/GRC,,,3803.0,31.0,193.0,0.0,,,373932.0,2765.0
2020-07-13,country/GRC,,,3826.0,23.0,193.0,0.0,,,382452.0,8520.0
2020-07-14,country/GRC,,,3883.0,57.0,193.0,0.0,,,386307.0,3855.0
2020-07-15,country/GRC,,,3910.0,27.0,193.0,0.0,,,391773.0,5466.0
2020-07-16,country/GRC,,,3939.0,29.0,193.0,0.0,,,398347.0,6574.0
2020-07-17,country/GRC,,,3964.0,25.0,194.0,1.0,,,402672.0,4325.0
2020-07-18,country/GRC,,,3983.0,19.0,194.0,0.0,,,406040.0,3368.0
2020-07-19,country/GRC,,,4007.0,24.0,194.0,0.0,,,410766.0,4726.0
2020-07-20,country/GRC,,,4012.0,5.0,195.0,1.0,,,413760.0,2994.0
2020-07-21,country/GRC,,,4048.0,36.0,197.0,2.0,,,419906.0,6146.0
2020-07-22,country/GRC,,,4077.0,29.0,200.0,3.0,,,424675.0,4769.0
2020-07-23,country/GRC,,,4110.0,33.0,201.0,1.0,,,430864.0,6189.0
2020-07-24,country/GRC,,,4135.0,25.0,201.0,0.0,,,436510.0,5646.0
2020-07-25,country/GRC,,,4166.0,31.0,201.0,0.0,,,,
2020-07-26,country/GRC,,,4193.0,27.0,202.0,1.0,,,447685.0,
2020-07-27,country/GRC,,,4227.0,34.0,202.0,0.0,,,451317.0,3632.0
2020-07-28,country/GRC,,,4279.0,52.0,203.0,1.0,,,457540.0,6223.0
2020-07-29,country/GRC,,,4336.0,57.0,203.0,0.0,,,511429.0,53889.0
2020-07-30,country/GRC,,,4401.0,65.0,203.0,0.0,,,519887.0,8458.0
2020-07-31,country/GRC,,,4477.0,76.0,206.0,3.0,,,,
2020-08-01,country/GRC,,,4587.0,110.0,206.0,0.0,,,539493.0,
2020-08-02,country/GRC,,,4662.0,75.0,208.0,2.0,,,545439.0,5946.0
2020-08-03,country/GRC,,,4737.0,75.0,209.0,1.0,,,564856.0,19417.0
2020-08-04,country/GRC,,,4855.0,118.0,209.0,0.0,,,599709.0,34853.0
2020-08-05,country/GRC,,,4974.0,119.0,210.0,1.0,,,609583.0,9874.0
2020-08-06,country/GRC,,,5123.0,149.0,210.0,0.0,,,619393.0,9810.0
2020-08-07,country/GRC,,,5270.0,147.0,210.0,0.0,,,630983.0,11590.0
2020-08-08,country/GRC,,,5421.0,151.0,211.0,1.0,,,640297.0,9314.0
2020-08-09,country/GRC,,,5623.0,202.0,212.0,1.0,,,650998.0,10701.0
2020-08-10,country/GRC,,,5749.0,126.0,213.0,1.0,,,658178.0,7180.0
2020-08-11,country/GRC,,,5942.0,193.0,214.0,1.0,,,668739.0,10561.0
2020-08-12,country/GRC,,,6177.0,235.0,216.0,2.0,,,679785.0,11046.0
2020-08-13,country/GRC,,,6381.0,204.0,221.0,5.0,,,687338.0,7553.0
2020-08-14,country/GRC,,,6632.0,251.0,223.0,2.0,,,704921.0,17583.0
2020-08-15,country/GRC,,,6858.0,226.0,226.0,3.0,,,715503.0,10582.0
2020-08-16,country/GRC,,,7075.0,217.0,228.0,2.0,,,719311.0,3808.0
2020-08-17,country/GRC,,,7222.0,147.0,230.0,2.0,,,726961.0,7650.0
2020-08-18,country/GRC,,,7472.0,250.0,232.0,2.0,,,740871.0,13910.0
2020-08-19,country/GRC,,,7684.0,212.0,235.0,3.0,,,804282.0,63411.0
2020-08-20,country/GRC,,,7934.0,250.0,235.0,0.0,,,816450.0,12168.0
2020-08-21,country/GRC,,,8138.0,204.0,238.0,3.0,,,,
2020-08-22,country/GRC,,,8381.0,243.0,240.0,2.0,,,,
2020-08-23,country/GRC,,,8664.0,283.0,242.0,2.0,,,848380.0,
2020-08-24,country/GRC,,,8819.0,155.0,242.0,0.0,,,858138.0,9758.0
2020-08-25,country/GRC,,,8987.0,168.0,243.0,1.0,,,872550.0,14412.0
2020-08-26,country/GRC,,,9280.0,293.0,248.0,5.0,,,,
2020-08-27,country/GRC,,,9531.0,251.0,254.0,6.0,,,903432.0,
2020-08-28,country/GRC,,,9800.0,269.0,259.0,5.0,,,917265.0,13833.0
2020-08-29,country/GRC,,,9977.0,177.0,260.0,1.0,,,931002.0,13737.0
2020-08-30,country/GRC,,,10134.0,157.0,262.0,2.0,,,940882.0,9880.0
2020-08-31,country/GRC,,,10317.0,183.0,266.0,4.0,,,949367.0,8485.0
2020-09-01,country/GRC,,,10524.0,207.0,271.0,5.0,,,966346.0,16979.0
2020-09-02,country/GRC,,,10757.0,233.0,273.0,2.0,,,980500.0,14154.0
2020-09-03,country/GRC,,,10998.0,241.0,278.0,5.0,,,992566.0,12066.0
2020-09-04,country/GRC,,,11200.0,202.0,279.0,1.0,,,1003142.0,10576.0
2020-09-05,country/GRC,,,11386.0,186.0,280.0,1.0,,,1015064.0,11922.0
2020-09-06,country/GRC,,,11524.0,138.0,284.0,4.0,,,,
2020-09-07,country/GRC,,,11663.0,139.0,289.0,5.0,,,,
2020-09-08,country/GRC,,,11832.0,169.0,290.0,1.0,,,,
2020-09-09,country/GRC,,,12080.0,248.0,293.0,3.0,,,1066305.0,
2020-09-10,country/GRC,,,12452.0,372.0,297.0,4.0,,,,
2020-09-11,country/GRC,,,12734.0,282.0,300.0,3.0,,,1094354.0,
2020-09-12,country/GRC,,,13036.0,302.0,302.0,2.0,,,,
2020-09-13,country/GRC,,,13240.0,204.0,305.0,3.0,,,1125882.0,
2020-09-14,country/GRC,,,13420.0,180.0,310.0,5.0,,,1133027.0,7145.0
2020-09-15,country/GRC,,,13730.0,310.0,313.0,3.0,,,,
2020-09-16,country/GRC,,,14041.0,311.0,316.0,3.0,,,1157897.0,
2020-09-17,country/GRC,,,14400.0,359.0,325.0,9.0,,,,
2020-09-18,country/GRC,,,14738.0,338.0,327.0,2.0,,,1181712.0,
2020-09-19,country/GRC,,,14978.0,240.0,331.0,4.0,,,1194013.0,12301.0
2020-09-20,country/GRC,,,15142.0,164.0,338.0,7.0,,,1202213.0,8200.0
2020-09-21,country/GRC,,,15595.0,453.0,344.0,6.0,,,1210118.0,7905.0
2020-09-22,country/GRC,,,15928.0,333.0,352.0,8.0,,,1221017.0,10899.0
2020-09-23,country/GRC,,,16286.0,358.0,357.0,5.0,,,1233229.0,12212.0
2020-09-24,country/GRC,,,16627.0,341.0,366.0,9.0,,,1246363.0,13134.0
2020-09-25,country/GRC,,,16913.0,286.0,369.0,3.0,,,1256436.0,10073.0
2020-09-26,country/GRC,,,17228.0,315.0,376.0,7.0,,,1269055.0,12619.0
2020-09-27,country/GRC,,,17444.0,216.0,379.0,3.0,,,1278587.0,9532.0
2020-09-28,country/GRC,,,17707.0,263.0,383.0,4.0,,,1284694.0,6107.0
2020-09-29,country/GRC,,,18123.0,416.0,388.0,5.0,,,1296795.0,12101.0
2020-09-30,country/GRC,,,18475.0,352.0,391.0,3.0,,,1307549.0,10754.0
2020-10-01,country/GRC,,,18886.0,411.0,393.0,2.0,,,1318336.0,10787.0
2020-10-02,country/GRC,,,19346.0,460.0,398.0,5.0,,,1328042.0,9706.0
2020-10-03,country/GRC,,,19613.0,267.0,405.0,7.0,,,1339664.0,11622.0
2020-10-04,country/GRC,,,19842.0,229.0,409.0,4.0,,,1349123.0,9459.0
2020-10-05,country/GRC,,,20142.0,300.0,417.0,8.0,,,1355126.0,6003.0
2020-10-06,country/GRC,,,20541.0,399.0,420.0,3.0,,,1367231.0,12105.0
2020-10-07,country/GRC,,,20947.0,406.0,424.0,4.0,,,1379036.0,11805.0
2020-10-08,country/GRC,,,21381.0,434.0,430.0,6.0,,,1390270.0,11234.0
2020-10-09,country/GRC,,,21772.0,391.0,431.0,1.0,,,1400857.0,10587.0
2020-10-10,country/GRC,,,22078.0,306.0,436.0,5.0,,,1413838.0,12981.0
2020-10-11,country/GRC,,,22358.0,280.0,449.0,13.0,,,1423000.0,9162.0
2020-10-12,country/GRC,,,22652.0,294.0,456.0,7.0,,,1429670.0,6670.0
2020-10-13,country/GRC,,,23060.0,408.0,462.0,6.0,,,1449231.0,19561.0
2020-10-14,country/GRC,,,23495.0,435.0,469.0,7.0,,,1469357.0,20126.0
2020-10-15,country/GRC,,,23947.0,452.0,482.0,13.0,,,1489213.0,19856.0
2020-10-16,country/GRC,,,24450.0,503.0,490.0,8.0,,,1508460.0,19247.0
2020-10-17,country/GRC,,,24932.0,482.0,500.0,10.0,,,1527258.0,18798.0
2020-10-18,country/GRC,,,25370.0,438.0,509.0,9.0,,,1542156.0,14898.0
2020-10-19,country/GRC,,,25802.0,432.0,520.0,11.0,,,1549392.0,7236.0
2020-10-20,country/GRC,,,26469.0,667.0,528.0,8.0,,,1568798.0,19406.0
2020-10-21,country/GRC,,,27334.0,865.0,534.0,6.0,,,1588713.0,19915.0
2020-10-22,country/GRC,,,28216.0,882.0,549.0,15.0,,,1609040.0,20327.0
2020-10-23,country/GRC,,,29057.0,841.0,559.0,10.0,,,1629489.0,20449.0
2020-10-24,country/GRC,,,29992.0,935.0,564.0,5.0,,,1649561.0,20072.0
2020-10-25,country/GRC,,,30782.0,790.0,574.0,10.0,,,1666151.0,16590.0
2020-10-26,country/GRC,,,31496.0,714.0,581.0,7.0,,,1678129.0,11978.0
2020-10-27,country/GRC,,,32752.0,1256.0,593.0,12.0,,,1698327.0,20198.0
2020-10-28,country/GRC,,,34299.0,1547.0,603.0,10.0,,,1718450.0,20123.0
2020-10-29,country/GRC,,,35510.0,1211.0,615.0,12.0,,,1730519.0,12069.0
2020-10-30,country/GRC,,,37196.0,1686.0,620.0,5.0,,,1753842.0,23323.0
2020-10-31,country/GRC,,,39251.0,2055.0,626.0,6.0,,,1777322.0,23480.0
2020-11-01,country/GRC,,,40929.0,1678.0,635.0,9.0,,,,
2020-11-02,country/GRC,,,42080.0,1151.0,642.0,7.0,,,1804016.0,
2020-11-03,country/GRC,,,44246.0,2166.0,655.0,13.0,,,1829091.0,25075.0
2020-11-04,country/GRC,,,46892.0,2646.0,673.0,18.0,,,1853295.0,24204.0
2020-11-05,country/GRC,,,49807.0,2915.0,702.0,29.0,,,1876471.0,23176.0
2020-11-06,country/GRC,,,52254.0,2447.0,715.0,13.0,,,1902458.0,25987.0
