StateName,DistrictName,StationName,WaterStationLatitude,WaterStationLongitude,DistrictCode,dcid,WaterSource
Assam,Barpeta,Sarupeta,26.49861111,91.075,280,india_wris/280_Sarupeta,dcs:GroundWater
Assam,Barpeta,Sorbhog,26.475,90.90277778,280,india_wris/280_Sorbhog,dcs:GroundWater
Assam,Biswanath,Bedeti Charali,26.88222222,93.47833333,705,india_wris/705_BedetiCharali,dcs:GroundWater
Assam,Biswanath,Bihupukhuri,26.74722222,93.25,705,india_wris/705_Bihupukhuri,dcs:GroundWater
Assam,Biswanath,Biswanath,26.65833333,93.175,705,india_wris/705_Biswanath,dcs:GroundWater
Assam,Biswanath,Biswanath Chara,26.75,93.1875,705,india_wris/705_BiswanathChara,dcs:GroundWater
Assam,Biswanath,Borgang,26.84083333,93.29,705,india_wris/705_Borgang,dcs:GroundWater
Assam,Biswanath,Gohpur,26.89166667,93.625,705,india_wris/705_Gohpur,dcs:GroundWater
Assam,Biswanath,Hawajan,26.875,93.74166667,705,india_wris/705_Hawajan,dcs:GroundWater
Assam,Bongaigaon,Abhayapuri,26.36666667,90.63333333,281,india_wris/281_Abhayapuri,dcs:GroundWater
Assam,Bongaigaon,Baitamari,26.36666667,90.56666667,281,india_wris/281_Baitamari,dcs:GroundWater
Assam,Bongaigaon,Bakarapara,,,281,india_wris/281_Bakarapara,dcs:GroundWater
Assam,Bongaigaon,Beltoli (North Bilasipara,,,281,india_wris/281_BeltoliNorthBilasipara,dcs:GroundWater
Assam,Bongaigaon,Bijni,26.26666667,90.59166667,281,india_wris/281_Bijni,dcs:GroundWater
Assam,Bongaigaon,Bongaigaon,26.35833333,90.61666667,281,india_wris/281_Bongaigaon,dcs:GroundWater
Assam,Bongaigaon,Chalantapara,26.26666667,90.59166667,281,india_wris/281_Chalantapara,dcs:GroundWater
Assam,Bongaigaon,Chapar,26.27166667,90.46,281,india_wris/281_Chapar,dcs:GroundWater
Assam,Bongaigaon,Chaprakata,26.30694444,90.65416667,281,india_wris/281_Chaprakata,dcs:GroundWater
Assam,Bongaigaon,Chaprakata (Dankinamari),,,281,india_wris/281_ChaprakataDankinamari,dcs:GroundWater
Assam,Bongaigaon,Deohati,,,281,india_wris/281_Deohati,dcs:GroundWater
Assam,Bongaigaon,Gerukabari,,,281,india_wris/281_Gerukabari,dcs:GroundWater
Assam,Bongaigaon,Majgaon,,,281,india_wris/281_Majgaon,dcs:GroundWater
Assam,Bongaigaon,Manikpur,,,281,india_wris/281_Manikpur,dcs:GroundWater
Assam,Bongaigaon,Manikpur1,26.35833333,90.61666667,281,india_wris/281_Manikpur1,dcs:GroundWater
Assam,Bongaigaon,Medhipara,26.30694444,90.65416667,281,india_wris/281_Medhipara,dcs:GroundWater
Assam,Bongaigaon,Medhipara Deo,,,281,india_wris/281_MedhiparaDeo,dcs:GroundWater
Assam,Bongaigaon,North Salmara,26.35833333,90.61666667,281,india_wris/281_NorthSalmara,dcs:GroundWater
Assam,Bongaigaon,Salbari,,,281,india_wris/281_Salbari,dcs:GroundWater
Assam,Bongaigaon,Ulubari,,,281,india_wris/281_Ulubari,dcs:GroundWater
Assam,Cachar,Atalbasti,,,282,india_wris/282_Atalbasti,dcs:GroundWater
Assam,Cachar,Badribasti,24.87972222,92.88472222,282,india_wris/282_Badribasti,dcs:GroundWater
Assam,Cachar,Behara,24.95,92.65277778,282,india_wris/282_Behara,dcs:GroundWater
Assam,Cachar,Borjalinga,24.55833333,92.8,282,india_wris/282_Borjalinga,dcs:GroundWater
Assam,Cachar,Borkhola,24.93888889,92.74166667,282,india_wris/282_Borkhola,dcs:GroundWater
Assam,Cachar,Burakhai,,,282,india_wris/282_Burakhai,dcs:GroundWater
Assam,Cachar,Dargakona,,,282,india_wris/282_Dargakona,dcs:GroundWater
Assam,Cachar,Digharkhal,24.98888889,92.5,282,india_wris/282_Digharkhal,dcs:GroundWater
Assam,Cachar,Dwarbond,,,282,india_wris/282_Dwarbond,dcs:GroundWater
Assam,Cachar,Fulertol,,,282,india_wris/282_Fulertol,dcs:GroundWater
Assam,Cachar,Ghungoor,24.78888889,92.79833333,282,india_wris/282_Ghungoor,dcs:GroundWater
Assam,Cachar,Gosaipur Part Ii,,,282,india_wris/282_GosaipurPartIi,dcs:GroundWater
Assam,Cachar,Hilara,,,282,india_wris/282_Hilara,dcs:GroundWater
Assam,Cachar,Kalain,24.97222222,92.58333333,282,india_wris/282_Kalain,dcs:GroundWater
Assam,Cachar,Kashipur,,,282,india_wris/282_Kashipur,dcs:GroundWater
Assam,Cachar,Katigora,,,282,india_wris/282_Katigora,dcs:GroundWater
Assam,Cachar,Lakhipur1,24.73111111,92.89027778,282,india_wris/282_Lakhipur1,dcs:GroundWater
Assam,Cachar,Masimpur,,,282,india_wris/282_Masimpur,dcs:GroundWater
Assam,Cachar,Moinarbond,24.87972222,92.88472222,282,india_wris/282_Moinarbond,dcs:GroundWater
Assam,Cachar,Nagdirgran,,,282,india_wris/282_Nagdirgran,dcs:GroundWater
Assam,Cachar,Palanghat,24.6525,92.88611111,282,india_wris/282_Palanghat,dcs:GroundWater
Assam,Cachar,Poilapul,24.73111111,92.89027778,282,india_wris/282_Poilapul,dcs:GroundWater
Assam,Cachar,Razabazar,24.73111111,92.89027778,282,india_wris/282_Razabazar,dcs:GroundWater
Assam,Cachar,Shicoorie,,,282,india_wris/282_Shicoorie,dcs:GroundWater
Assam,Cachar,Shivtila,24.73111111,92.89027778,282,india_wris/282_Shivtila,dcs:GroundWater
Assam,Cachar,Silchar,24.8125,92.8,282,india_wris/282_Silchar,dcs:GroundWater
Assam,Cachar,Silcoorie,,,282,india_wris/282_Silcoorie,dcs:GroundWater
Assam,Cachar,Silkuri,24.71666667,92.78333333,282,india_wris/282_Silkuri,dcs:GroundWater
Assam,Cachar,Sonaimukh,24.73111111,92.89027778,282,india_wris/282_Sonaimukh,dcs:GroundWater
Assam,Cachar,Tarapur,,,282,india_wris/282_Tarapur,dcs:GroundWater
Assam,Charaideo,Sapekhati,27.08333333,95.2,708,india_wris/708_Sapekhati,dcs:GroundWater
Assam,Chirang,Bijni,,,612,india_wris/612_Bijni,dcs:GroundWater
Assam,Chirang,Borobazar,26.6,90.68,612,india_wris/612_Borobazar,dcs:GroundWater
Assam,Chirang,Chapaguri,,,612,india_wris/612_Chapaguri,dcs:GroundWater
Assam,Chirang,Chaprakata New,,,612,india_wris/612_ChaprakataNew,dcs:GroundWater
Assam,Chirang,Deohati Tinali,,,612,india_wris/612_DeohatiTinali,dcs:GroundWater
Assam,Chirang,Garubassa,26.55833333,90.38333333,612,india_wris/612_Garubassa,dcs:GroundWater
Assam,Chirang,New Bongaigaon(2 No Gate),,,612,india_wris/612_NewBongaigaon2NoGate,dcs:GroundWater
Assam,Chirang,Runikhata,26.63333333,90.38333333,612,india_wris/612_Runikhata,dcs:GroundWater
Assam,Chirang,Sidli,26.53333333,90.46666667,612,india_wris/612_Sidli,dcs:GroundWater
Assam,Darrang,Chamuapara,26.48333333,92.00166667,283,india_wris/283_Chamuapara,dcs:GroundWater
Assam,Darrang,Choonsali Madhabpur,,,283,india_wris/283_ChoonsaliMadhabpur,dcs:GroundWater
Assam,Darrang,Dalgaon,26.55083333,92.20833333,283,india_wris/283_Dalgaon,dcs:GroundWater
Assam,Darrang,Deoghargaon,,,283,india_wris/283_Deoghargaon,dcs:GroundWater
Assam,Darrang,Goroibari,,,283,india_wris/283_Goroibari,dcs:GroundWater
Assam,Darrang,Kalaigaon,26.575,91.9,283,india_wris/283_Kalaigaon,dcs:GroundWater
Assam,Darrang,Kharupetia,,,283,india_wris/283_Kharupetia,dcs:GroundWater
Assam,Darrang,Khoirabari,26.60555556,91.81666667,283,india_wris/283_Khoirabari,dcs:GroundWater
Assam,Darrang,Majgaon Part 2,,,283,india_wris/283_MajgaonPart2,dcs:GroundWater
Assam,Darrang,Mangaldoi,26.43333333,92.03333333,283,india_wris/283_Mangaldoi,dcs:GroundWater
Assam,Darrang,Mangaldoi (Ii),26.43,92.02083333,283,india_wris/283_MangaldoiIi,dcs:GroundWater
Assam,Darrang,Thekerabari.1,,,283,india_wris/283_Thekerabari1,dcs:GroundWater
Assam,Darrang,Thekerabari,26.5,92.125,283,india_wris/283_Thekerabari,dcs:GroundWater
Assam,Dhemaji,Akajan,27.5,94.54444444,284,india_wris/284_Akajan,dcs:GroundWater
Assam,Dhemaji,Berung,27.86666667,95.31666667,284,india_wris/284_Berung,dcs:GroundWater
Assam,Dhemaji,Bhagaban Charali,27.5,94.54444444,284,india_wris/284_BhagabanCharali,dcs:GroundWater
Assam,Dhemaji,Bijoypur,27.75277778,95.13888889,284,india_wris/284_Bijoypur,dcs:GroundWater
Assam,Dhemaji,Bordoloni,27.5,94.54444444,284,india_wris/284_Bordoloni,dcs:GroundWater
Assam,Dhemaji,Dekapam,,,284,india_wris/284_Dekapam,dcs:GroundWater
Assam,Dhemaji,Dhemaji,27.5,94.54444444,284,india_wris/284_Dhemaji,dcs:GroundWater
Assam,Dhemaji,Dirpai,27.475,94.54444444,284,india_wris/284_Dirpai,dcs:GroundWater
Assam,Dhemaji,Ghilamara,-,-,284,india_wris/284_Ghilamara,dcs:GroundWater
Assam,Dhemaji,Gogamukh,27.5,94.54444444,284,india_wris/284_Gogamukh,dcs:GroundWater
Assam,Dhemaji,Jonai Murkongselek,27.5,94.54444444,284,india_wris/284_JonaiMurkongselek,dcs:GroundWater
Assam,Dhemaji,Moridhol,,,284,india_wris/284_Moridhol,dcs:GroundWater
Assam,Dhemaji,Santipur,,,284,india_wris/284_Santipur,dcs:GroundWater
Assam,Dhemaji,Silapathar,27.5,94.54444444,284,india_wris/284_Silapathar,dcs:GroundWater
Assam,Dhemaji,Sille,27.86666667,95.31666667,284,india_wris/284_Sille,dcs:GroundWater
Assam,Dhemaji,Siripani,27.5,94.54444444,284,india_wris/284_Siripani,dcs:GroundWater
Assam,Dhemaji,Sisibargaon,27.5,94.54444444,284,india_wris/284_Sisibargaon,dcs:GroundWater
Assam,Dhemaji,Telem,27.7125,95.05555556,284,india_wris/284_Telem,dcs:GroundWater
Assam,Dhubri,Bahalpur,26.30944444,90.46444444,285,india_wris/285_Bahalpur,dcs:GroundWater
Assam,Dhubri,Balajan,,,285,india_wris/285_Balajan,dcs:GroundWater
Assam,Dhubri,Bilasipara,26.21666667,90.24166667,285,india_wris/285_Bilasipara,dcs:GroundWater
Assam,Dhubri,Civil Hospital,,,285,india_wris/285_CivilHospital,dcs:GroundWater
Assam,Dhubri,Dakhin Tokesara Part Iv,,,285,india_wris/285_DakhinTokesaraPartIv,dcs:GroundWater
Assam,Dhubri,Dhubri Town,26.01666667,89.98333333,285,india_wris/285_DhubriTown,dcs:GroundWater
Assam,Dhubri,Gauripur,,,285,india_wris/285_Gauripur,dcs:GroundWater
Assam,Dhubri,Hathimukda,,,285,india_wris/285_Hathimukda,dcs:GroundWater
Assam,Dhubri,Manipur Basti,26.19027778,90.10583333,285,india_wris/285_ManipurBasti,dcs:GroundWater
Assam,Dhubri,Mankachar,26.01666667,89.98333333,285,india_wris/285_Mankachar,dcs:GroundWater
Assam,Dhubri,Matiabag,,,285,india_wris/285_Matiabag,dcs:GroundWater
Assam,Dhubri,Rupshi,26.06638889,89.82916667,285,india_wris/285_Rupshi,dcs:GroundWater
Assam,Dhubri,Salkocha,26.19027778,90.10583333,285,india_wris/285_Salkocha,dcs:GroundWater
Assam,Dhubri,Shapamari Beat,,,285,india_wris/285_ShapamariBeat,dcs:GroundWater
Assam,Dhubri,Sonamukhi,,,285,india_wris/285_Sonamukhi,dcs:GroundWater
Assam,Dibrugarh,Azarguri,,,286,india_wris/286_Azarguri,dcs:GroundWater
Assam,Dibrugarh,Azarguri Gaon,27.31666667,94.95,286,india_wris/286_AzarguriGaon,dcs:GroundWater
Assam,Dibrugarh,Bamunbari,27.24611111,94.99305556,286,india_wris/286_Bamunbari,dcs:GroundWater
Assam,Dibrugarh,Barbaruah,27.39861111,94.88194444,286,india_wris/286_Barbaruah,dcs:GroundWater
Assam,Dibrugarh,Borboruah,,,286,india_wris/286_Borboruah,dcs:GroundWater
Assam,Dibrugarh,Borkula,,,286,india_wris/286_Borkula,dcs:GroundWater
Assam,Dibrugarh,Chabua,27.4875,95.19166667,286,india_wris/286_Chabua,dcs:GroundWater
Assam,Dibrugarh,Dibrugarh,27.48333333,94.90833333,286,india_wris/286_Dibrugarh,dcs:GroundWater
Assam,Dibrugarh,Dikom,27.46666667,95.06805556,286,india_wris/286_Dikom,dcs:GroundWater
Assam,Dibrugarh,Jaipur Naharani,27.255,95.23805556,286,india_wris/286_JaipurNaharani,dcs:GroundWater
Assam,Dibrugarh,Jaipur Naharjan,,,286,india_wris/286_JaipurNaharjan,dcs:GroundWater
Assam,Dibrugarh,Lapetkata,27.37222222,94.87333333,286,india_wris/286_Lapetkata,dcs:GroundWater
Assam,Dibrugarh,Lepetkata,,,286,india_wris/286_Lepetkata,dcs:GroundWater
Assam,Goalpara,Agia,26.11111111,90.54861111,287,india_wris/287_Agia,dcs:GroundWater
Assam,Goalpara,Agyathuri,,,287,india_wris/287_Agyathuri,dcs:GroundWater
Assam,Goalpara,Baida,26.03333333,90.425,287,india_wris/287_Baida,dcs:GroundWater
Assam,Goalpara,Bhalukdubi,,,287,india_wris/287_Bhalukdubi,dcs:GroundWater
Assam,Goalpara,Damra,25.93055556,90.77694444,287,india_wris/287_Damra,dcs:GroundWater
Assam,Goalpara,Dhupdhara,25.93055556,90.77694444,287,india_wris/287_Dhupdhara,dcs:GroundWater
Assam,Goalpara,Dudhnai,25.98083333,90.80416667,287,india_wris/287_Dudhnai,dcs:GroundWater
Assam,Goalpara,Dudhnoi Ii,,,287,india_wris/287_DudhnoiIi,dcs:GroundWater
Assam,Goalpara,Dwarka,,,287,india_wris/287_Dwarka,dcs:GroundWater
Assam,Goalpara,Gandhibari Namghar,,,287,india_wris/287_GandhibariNamghar,dcs:GroundWater
Assam,Goalpara,Krishai New,,,287,india_wris/287_KrishaiNew,dcs:GroundWater
Assam,Goalpara,Krishnai,26.03333333,90.675,287,india_wris/287_Krishnai,dcs:GroundWater
Assam,Goalpara,Lakhipur,26.075,90.3,287,india_wris/287_Lakhipur,dcs:GroundWater
Assam,Goalpara,Matia,26.09444444,90.77222222,287,india_wris/287_Matia,dcs:GroundWater
Assam,Goalpara,Rongjuli,25.96944444,90.94444444,287,india_wris/287_Rongjuli,dcs:GroundWater
Assam,Goalpara,Salpara,,,287,india_wris/287_Salpara,dcs:GroundWater
Assam,Golaghat,Bokakhat,26.63333333,93.6,288,india_wris/288_Bokakhat,dcs:GroundWater
Assam,Golaghat,Bongaon Nh 37,,,288,india_wris/288_BongaonNh37,dcs:GroundWater
Assam,Golaghat,Butalikua,,,288,india_wris/288_Butalikua,dcs:GroundWater
Assam,Golaghat,Dillai,,,288,india_wris/288_Dillai,dcs:GroundWater
Assam,Golaghat,Garampani,,,288,india_wris/288_Garampani,dcs:GroundWater
Assam,Golaghat,Garigaon,,,288,india_wris/288_Garigaon,dcs:GroundWater
Assam,Golaghat,Golaghat,26.53333333,93.98333333,288,india_wris/288_Golaghat,dcs:GroundWater
Assam,Golaghat,Haldibari Buri Ai,,,288,india_wris/288_HaldibariBuriAi,dcs:GroundWater
Assam,Golaghat,Haldibari Buri Ali,,,288,india_wris/288_HaldibariBuriAli,dcs:GroundWater
Assam,Golaghat,Kamargaon,,,288,india_wris/288_Kamargaon,dcs:GroundWater
Assam,Golaghat,Kamargaon,26.63333333,93.71666667,288,india_wris/288_Kamargaon,dcs:GroundWater
Assam,Golaghat,Kohra Kaziranga,26.61666667,93.45833333,288,india_wris/288_KohraKaziranga,dcs:GroundWater
Assam,Golaghat,Lakhijan,,,288,india_wris/288_Lakhijan,dcs:GroundWater
Assam,Golaghat,Oating,26.43333333,94.00833333,288,india_wris/288_Oating,dcs:GroundWater
Assam,Golaghat,Silanijan,26.31666667,93.875,288,india_wris/288_Silanijan,dcs:GroundWater
Assam,Golaghat,Tipamia,26.53333333,94.18333333,288,india_wris/288_Tipamia,dcs:GroundWater
Assam,Golaghat,Titabor,26.53333333,94.18333333,288,india_wris/288_Titabor,dcs:GroundWater
Assam,Hailakandi,Bakarapara,,,289,india_wris/289_Bakarapara,dcs:GroundWater
Assam,Hailakandi,Kalinagar,,,289,india_wris/289_Kalinagar,dcs:GroundWater
Assam,Hailakandi,Katlicherra,24.45,92.61666667,289,india_wris/289_Katlicherra,dcs:GroundWater
Assam,Hailakandi,Lakhinagar,,,289,india_wris/289_Lakhinagar,dcs:GroundWater
Assam,Hailakandi,Lala,,,289,india_wris/289_Lala,dcs:GroundWater
Assam,Hailakandi,Monachara,,,289,india_wris/289_Monachara,dcs:GroundWater
Assam,Hailakandi,Monachera,,,289,india_wris/289_Monachera,dcs:GroundWater
Assam,Hailakandi,Panchgram,24.85833333,92.60055556,289,india_wris/289_Panchgram,dcs:GroundWater
Assam,Hailakandi,Panchgram New,,,289,india_wris/289_PanchgramNew,dcs:GroundWater
Assam,Hailakandi,Syedbond Part Ii,,,289,india_wris/289_SyedbondPartIi,dcs:GroundWater
Assam,Hailakandi,Syed Bond Partii,,,289,india_wris/289_SyedBondPartii,dcs:GroundWater
Assam,Hojai,Doboka,26.19166667,92.85,709,india_wris/709_Doboka,dcs:GroundWater
Assam,Hojai,Haldiati Sub Bt,26.17194444,92.93888889,709,india_wris/709_HaldiatiSubBt,dcs:GroundWater
Assam,Hojai,Jurapukhuri,25.98333333,92.92888889,709,india_wris/709_Jurapukhuri,dcs:GroundWater
Assam,Hojai,Lanka,25.91305556,92.96166667,709,india_wris/709_Lanka,dcs:GroundWater
Assam,Hojai,Lumding,25.76666667,93.175,709,india_wris/709_Lumding,dcs:GroundWater
Assam,Hojai,Nadeorigaon,26.0875,92.78333333,709,india_wris/709_Nadeorigaon,dcs:GroundWater
Assam,Jorhat,Baghmaria,26.67916667,94.2,290,india_wris/290_Baghmaria,dcs:GroundWater
Assam,Jorhat,Bijay Nagar,,,290,india_wris/290_BijayNagar,dcs:GroundWater
Assam,Jorhat,Chandar Nagar,,,290,india_wris/290_ChandarNagar,dcs:GroundWater
Assam,Jorhat,Cinemora,,,290,india_wris/290_Cinemora,dcs:GroundWater
Assam,Jorhat,Dabarapara Charali,26.66666667,94.34166667,290,india_wris/290_DabaraparaCharali,dcs:GroundWater
Assam,Jorhat,Dabarapara Chariali,,,290,india_wris/290_DabaraparaChariali,dcs:GroundWater
Assam,Jorhat,Dahotia,,,290,india_wris/290_Dahotia,dcs:GroundWater
Assam,Jorhat,Dhapkata,26.73416667,94.24027778,290,india_wris/290_Dhapkata,dcs:GroundWater
Assam,Jorhat,Jorhat Bye Pass,,,290,india_wris/290_JorhatByePass,dcs:GroundWater
Assam,Jorhat,Kakojan,26.83333333,94.36666667,290,india_wris/290_Kakojan,dcs:GroundWater
Assam,Jorhat,Kamarbandha Te,,,290,india_wris/290_KamarbandhaTe,dcs:GroundWater
Assam,Jorhat,Kokilamukh,26.81861111,94.17166667,290,india_wris/290_Kokilamukh,dcs:GroundWater
Assam,Jorhat,Kolakhowa,,,290,india_wris/290_Kolakhowa,dcs:GroundWater
Assam,Jorhat,Kunwari Pukhuri,,,290,india_wris/290_KunwariPukhuri,dcs:GroundWater
Assam,Jorhat,Kunwari Pukuri,,,290,india_wris/290_KunwariPukuri,dcs:GroundWater
Assam,Jorhat,Lichubari,,,290,india_wris/290_Lichubari,dcs:GroundWater
Assam,Jorhat,Mariani,26.55833333,94.325,290,india_wris/290_Mariani,dcs:GroundWater
Assam,Jorhat,Meleng Kaparadharia,,,290,india_wris/290_MelengKaparadharia,dcs:GroundWater
Assam,Jorhat,Rajoi Tg,26.73333333,94.33333333,290,india_wris/290_RajoiTg,dcs:GroundWater
Assam,Jorhat,Rongdoi,26.82777778,94.25,290,india_wris/290_Rongdoi,dcs:GroundWater
Assam,Jorhat,Saklatinga Tg,26.71666667,94.06666667,290,india_wris/290_SaklatingaTg,dcs:GroundWater
Assam,Jorhat,Saklatinga Tg,26.72,94.05666667,290,india_wris/290_SaklatingaTg,dcs:GroundWater
Assam,Jorhat,Selenghat,26.70833333,94.5,290,india_wris/290_Selenghat,dcs:GroundWater
Assam,Jorhat,Sodial Kachari Gaon,,,290,india_wris/290_SodialKachariGaon,dcs:GroundWater
Assam,Kamrup,Abhaipur,,,291,india_wris/291_Abhaipur,dcs:GroundWater
Assam,Kamrup,Abhayapuri,,,291,india_wris/291_Abhayapuri,dcs:GroundWater
Assam,Kamrup,Agyathuri,26.20833333,91.625,291,india_wris/291_Agyathuri,dcs:GroundWater
Assam,Kamrup,Alikash Adarsh,26.23333333,91.61666667,291,india_wris/291_AlikashAdarsh,dcs:GroundWater
Assam,Kamrup,Amingaon,,,291,india_wris/291_Amingaon,dcs:GroundWater
Assam,Kamrup,Amingaon(Ii),26.21666667,91.71666667,291,india_wris/291_AmingaonIi,dcs:GroundWater
Assam,Kamrup,Ashwaklanta Temple,,,291,india_wris/291_AshwaklantaTemple,dcs:GroundWater
Assam,Kamrup,Askwaklanta Temple,,,291,india_wris/291_AskwaklantaTemple,dcs:GroundWater
Assam,Kamrup,Avayapuri,,,291,india_wris/291_Avayapuri,dcs:GroundWater
Assam,Kamrup,Azara,26.11666667,91.5,291,india_wris/291_Azara,dcs:GroundWater
Assam,Kamrup,Azara Phc,,,291,india_wris/291_AzaraPhc,dcs:GroundWater
Assam,Kamrup,Bamunigaon,26.02083333,91.32777778,291,india_wris/291_Bamunigaon,dcs:GroundWater
Assam,Kamrup,Boko,25.975,91.24166667,291,india_wris/291_Boko,dcs:GroundWater
Assam,Kamrup,Chhaygaon,,,291,india_wris/291_Chhaygaon,dcs:GroundWater
Assam,Kamrup,Darkuchi,26.50833333,91.6,291,india_wris/291_Darkuchi,dcs:GroundWater
Assam,Kamrup,Dhobartari,,,291,india_wris/291_Dhobartari,dcs:GroundWater
Assam,Kamrup,Dirgheswari,26.23833333,91.74277778,291,india_wris/291_Dirgheswari,dcs:GroundWater
Assam,Kamrup,Dora Kahara,,,291,india_wris/291_DoraKahara,dcs:GroundWater
Assam,Kamrup,Garigaon,,,291,india_wris/291_Garigaon,dcs:GroundWater
Assam,Kamrup,Hajo,26.25,91.53333333,291,india_wris/291_Hajo,dcs:GroundWater
Assam,Kamrup,Hengulapara,26.49166667,91.76666667,291,india_wris/291_Hengulapara,dcs:GroundWater
Assam,Kamrup,Jhargaon,,,291,india_wris/291_Jhargaon,dcs:GroundWater
Assam,Kamrup,Kahara,26.30277778,91.71861111,291,india_wris/291_Kahara,dcs:GroundWater
Assam,Kamrup,Mairapatti,,,291,india_wris/291_Mairapatti,dcs:GroundWater
Assam,Kamrup Metro,Aau Kahikutchi,,,618,india_wris/618_AauKahikutchi,dcs:GroundWater
Assam,Kamrup Metro,Amsang Jorabat,26.18333333,91.9,618,india_wris/618_AmsangJorabat,dcs:GroundWater
Assam,Kamrup Metro,Bakarapara,,,618,india_wris/618_Bakarapara,dcs:GroundWater
Assam,Kamrup Metro,Basistha Fg,,,618,india_wris/618_BasisthaFg,dcs:GroundWater
Assam,Kamrup Metro,Boragaon,26.08333333,91.61666667,618,india_wris/618_Boragaon,dcs:GroundWater
Assam,Kamrup Metro,Byrnihat,,,618,india_wris/618_Byrnihat,dcs:GroundWater
Assam,Kamrup Metro,Chandrapur,26.19222222,91.94166667,618,india_wris/618_Chandrapur,dcs:GroundWater
Assam,Kamrup Metro,Ganesh Mandir Narengi,,,618,india_wris/618_GaneshMandirNarengi,dcs:GroundWater
Assam,Kamrup Metro,Hengerabari,,,618,india_wris/618_Hengerabari,dcs:GroundWater
Assam,Kamrup Metro,Hengrabari Fg,,,618,india_wris/618_HengrabariFg,dcs:GroundWater
Assam,Kamrup Metro,Kacharibasti Christian,,,618,india_wris/618_KacharibastiChristian,dcs:GroundWater
Assam,Kamrup Metro,Kahilipara,26.13333333,91.76666667,618,india_wris/618_Kahilipara,dcs:GroundWater
Assam,Kamrup Metro,Khanapara,26.12083333,91.81805556,618,india_wris/618_Khanapara,dcs:GroundWater
Assam,Kamrup Metro,Khanapara Sc. Museum,,,618,india_wris/618_KhanaparaScMuseum,dcs:GroundWater
Assam,Kamrup Metro,Khetri,26.10833333,92.075,618,india_wris/618_Khetri,dcs:GroundWater
Assam,Kamrup Metro,Krishan Nagar,,,618,india_wris/618_KrishanNagar,dcs:GroundWater
Assam,Kamrup Metro,Lachitpur,,,618,india_wris/618_Lachitpur,dcs:GroundWater
Assam,Kamrup Metro,Lakhara Chariali,,,618,india_wris/618_LakharaChariali,dcs:GroundWater
Assam,Kamrup Metro,Lakhra Chariali,,,618,india_wris/618_LakhraChariali,dcs:GroundWater
Assam,Kamrup Metro,Lakshmi Mandir,,,618,india_wris/618_LakshmiMandir,dcs:GroundWater
Assam,Kamrup Metro,Lalganesh Chariali,,,618,india_wris/618_LalganeshChariali,dcs:GroundWater
Assam,Kamrup Metro,Lalmati New,,,618,india_wris/618_LalmatiNew,dcs:GroundWater
Assam,Kamrup Metro,Mairapatti,,,618,india_wris/618_Mairapatti,dcs:GroundWater
Assam,Kamrup Metro,Maligaon,26.12777778,91.62777778,618,india_wris/618_Maligaon,dcs:GroundWater
Assam,Kamrup Metro,Mirza,,,618,india_wris/618_Mirza,dcs:GroundWater
Assam,Kamrup Metro,Narangi,,,618,india_wris/618_Narangi,dcs:GroundWater
Assam,Kamrup Metro,Narengi,,,618,india_wris/618_Narengi,dcs:GroundWater
Assam,Kamrup Metro,Odalbakra,,,618,india_wris/618_Odalbakra,dcs:GroundWater
Assam,Kamrup Metro,Paltan Bazar,26.17833333,91.75638889,618,india_wris/618_PaltanBazar,dcs:GroundWater
Assam,Kamrup Metro,Panbazar Circuit House,,,618,india_wris/618_PanbazarCircuitHouse,dcs:GroundWater
Assam,Kamrup Metro,Panihati,,,618,india_wris/618_Panihati,dcs:GroundWater
Assam,Kamrup Metro,Panikhaiti,26.19166667,91.88333333,618,india_wris/618_Panikhaiti,dcs:GroundWater
Assam,Kamrup Metro,Panjabari,,,618,india_wris/618_Panjabari,dcs:GroundWater
Assam,Kamrup Metro,Patgaon,,,618,india_wris/618_Patgaon,dcs:GroundWater
Assam,Kamrup Metro,Patharquery,,,618,india_wris/618_Patharquery,dcs:GroundWater
Assam,Kamrup Metro,Patherquery,,,618,india_wris/618_Patherquery,dcs:GroundWater
Assam,Kamrup Metro,Rani,26.08333333,91.66666667,618,india_wris/618_Rani,dcs:GroundWater
Assam,Kamrup Metro,Sijubari,,,618,india_wris/618_Sijubari,dcs:GroundWater
Assam,Kamrup Metro,Sonapur,26.11666667,92.00833333,618,india_wris/618_Sonapur,dcs:GroundWater
Assam,Kamrup Metro,Survey Odalbakra,,,618,india_wris/618_SurveyOdalbakra,dcs:GroundWater
Assam,Kamrup Metro,Topatoli,26.10833333,92.11666667,618,india_wris/618_Topatoli,dcs:GroundWater
Assam,Kamrup Metro,Topatoli N,26.11027778,92.13638889,618,india_wris/618_TopatoliN,dcs:GroundWater
Assam,Kamrup Metro,Vishwakarma Temple,,,618,india_wris/618_VishwakarmaTemple,dcs:GroundWater
Assam,Kamrup Metro,Viswakarma Temple,,,618,india_wris/618_ViswakarmaTemple,dcs:GroundWater
Assam,Kamrup Metro,Wireless,,,618,india_wris/618_Wireless,dcs:GroundWater
Assam,Kamrup Metro,Zoo Narangi Rd,26.175,91.78611111,618,india_wris/618_ZooNarangiRd,dcs:GroundWater
Assam,Kamrup,Rajapara,25.94416667,91.11805556,291,india_wris/291_Rajapara,dcs:GroundWater
Assam,Kamrup,Rangia,26.45833333,91.61666667,291,india_wris/291_Rangia,dcs:GroundWater
