"Units","ScalingFactors","MinDate","MeasurementMethods","observationPeriods","StatVar","NumPlaces"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Lunchmeats","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CarAndTruckRental","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CerealsAndCerealProducts","1"
"[]","[]","2025-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HomeHealthCare","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HaircutsAndOtherPersonalCareServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Tires","1"
"[]","[]","2016-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AirlineFares","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CollegeTextbooks","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HamExcludingCanned","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_AllItems","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FeesForLessonsOrInstructions","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BoysAndGirlsFootwear","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherMiscellaneousFoods","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_AllItemsExceptFoodAndEnergy","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_NewspapersAndMagazines","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TelephoneServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_SewingMachinesFabricAndSupplies","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MotorOilCoolantAndFluids","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BeerAleAndOtherMaltBeveragesAwayFromHome","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BreadOtherThanWhite","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_Apparel","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_VeterinarianServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MotorVehicleFees","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FoodFromVendingMachinesAndMobileVendors","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_RentOfPrimaryResidence","1"
"[]","[]","2025-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TechnicalAndVocationalSchoolTuitionAndFixedFees","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ToysGamesHobbiesAndPlaygroundEquipment","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_IntercityBusFare","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FloorCoverings","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AllItemsExceptEnergy","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ProcessedFishAndSeafood","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BreakfastSausageAndRelatedProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_EducationAndCommunication","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MovingStorageFreightExpense","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_GardeningAndLawncareServices","1"
"[]","[]","2021-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Smartphones","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AdmissionToMoviesTheatersAndConcerts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PurchaseOfPetsPetSuppliesAccessories","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FreshFishAndSeafood","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Frankfurters","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_ServicesExceptEnergyServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ProfessionalServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ServicesByOtherMedicalProfessionals","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FoodAwayFromHome","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WhiskeyAtHome","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WomensFootwear","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ShelfStableFishAndSeafood","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MedicalCare","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TransportationCommoditiesExceptMotorFuel","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_VideoDiscsAndOtherMediaIncludingRentalOfVideoAndAudio","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_RicePastaCornmeal","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CommoditiesExceptFood","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WaterAndSewerAndTrashCollectionServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_IntercityTrainFare","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CannedFruitsAndVegetables","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MensFurnishings","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Meats","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Apparel","1"
"[]","[]","2024-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PetFoodAndTreats","1"
"[]","[]","2017-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CableAndSatelliteTelevisionService","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Milk","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_Food","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_EnergyServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MusicInstrumentsAndAccessories","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_UncookedBeefSteaks","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MeatsPoultryFishAndEggs","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_GasolineUnleadedMidgrade","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Admissions","1"
"[]","[]","2010-12","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AllItems","36"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_NondurablesExceptFoodAndBeverages","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_Shelter","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherMotorFuels","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Ham","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TransportationServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MotorVehicleMaintenanceAndRepair","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_DishesAndFlatware","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HouseholdFurnishingsAndOperations","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HospitalServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PhotographicEquipmentAndSupplies","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_NewTrucks","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MotorFuel","1"
"[]","[]","2021-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ResidentialTelephoneServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_LegalServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AlcoholicBeverages","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FoodAtEmployeeSitesAndSchools","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AllItemsExceptFood","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_Electricity","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Shelter","1"
"[]","[]","2022-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CableSatelliteAndLiveStreamingTelevisionService","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Transportation","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_AirlineFare","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Food","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_PhysiciansServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Snacks","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AudioEquipment","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MensFootwear","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_MedicalCareServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PublicTransportation","1"
"[]","[]","2019-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ComputersPeripheralsAndSmartHomeAssistants","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_DentalServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PorkChops","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CarbonatedDrinks","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PrescriptionDrugs","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CandyAndChewingGum","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HouseholdPaperProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_SaladDressing","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_SaucesAndGravies","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Apples","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WindowCoverings","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_NewVehicles","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Pork","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_LeasedCarsAndTrucks","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_VideoAndAudioProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PhotographicEquipment","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_MotorFuel","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CheckingAccountAndOtherBankServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Cookies","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Lettuce","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_RentOfShelter","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_TobaccoAndSmokingProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FishAndSeafood","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TenantsAndHouseholdInsurance","1"
