key,prop,val,p1,v1,p2,v2,Month,,#End,#value,,
Window coverings(5)(6),consumerGoodsCategory,WindowCoverings,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Wine at home,consumerGoodsCategory,WineAtHome,,,,,,,,,,
Wine at home(4),consumerGoodsCategory,WineAtHome,,,,,,,,,,
Wine away from home(4)(5)(6),consumerGoodsCategory,WineAwayFromHome,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Wine away from home(5)(6)(7),consumerGoodsCategory,WineAwayFromHome,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Wireless telephone services(4)(5),consumerGoodsCategory,WirelessTelephoneServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Wireless telephone services(5)(6),consumerGoodsCategory,WirelessTelephoneServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Women's and girls' apparel,consumerGoodsCategory,WomensAndGirlsApparel,,,,,,,,,,
Women's apparel,consumerGoodsCategory,WomensApparel,,,,,,,,,,
Women's dresses,consumerGoodsCategory,WomensDresses,,,,,,,,,,
Women's footwear,consumerGoodsCategory,WomensFootwear,,,,,,,,,,
Women's outerwear,consumerGoodsCategory,WomensOuterwear,,,,,,,,,,
Women's suits and separates(5),consumerGoodsCategory,WomensSuitsAndSeparates,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Women's suits and separates(6),consumerGoodsCategory,WomensSuitsAndSeparates,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Women's underwear, nightwear, sportswear and accessories(5)",consumerGoodsCategory,WomenUnderwearOrNightwearOrSportswearOrAccessories,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Women's underwear, nightwear, swimwear, and accessories(5)",consumerGoodsCategory,WomensUnderwearNightwearSwimwearAndAccessories,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Women's underwear, nightwear, swimwear, and accessories(6)",consumerGoodsCategory,WomensUnderwearNightwearSwimwearAndAccessories,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
