"NumPlaces","Units","observationPeriods","NumObservationsDates","MinValue","MeasurementMethods","MaxValue","NumObservations","MinDate","ScalingFactors","MaxDate","StatVar"
"2230","[]","[P1D]","16802","0.0","[]","22897.0","18329323","1980-01-01","[]","2025-12-31","AirQualityIndex_AirPollutant"
