place_name,dcid
Anantnag_Jammu and Kashmir,wikidataId/Q2982349
Doda_Jammu and Kashmir,wikidataId/Q2298979
Kathua_Jammu and Kashmir,wikidataId/Q2375700
Kupwara_Jammu and Kashmir,wikidataId/Q2297306
Leh(Ladakh)_Jammu and Kashmir,wikidataId/Q1921210
Pulwama_Jammu and Kashmir,wikidataId/Q2085364
Rajouri_Jammu and Kashmir,wikidataId/Q544279
Srinagar_Jammu and Kashmir,wikidataId/Q1506029
Udhampur_Jammu and Kashmir,wikidataId/Q1947311
Kishtwar_Jammu and Kashmir,wikidataId/Q2321899
Ramban_Jammu and Kashmir,wikidataId/Q2321939
Kulgam_Jammu and Kashmir,wikidataId/Q2321867
Samba_Jammu and Kashmir,wikidataId/Q1117086
Ganderbal_Jammu and Kashmir,wikidataId/Q2556028
Reasi_Jammu and Kashmir,wikidataId/Q2321956
Bilaspur_Chhattisgarh,wikidataId/Q1478939
Chamba_Himachal Pradesh,wikidataId/Q1060614
Hamirpur_Himachal Pradesh,wikidataId/Q2086180
Kangra_Himachal Pradesh,wikidataId/Q727232
Kinnaur_Himachal Pradesh,wikidataId/Q1862950
Kullu_Himachal Pradesh,wikidataId/Q2980880
Mandi_Himachal Pradesh,wikidataId/Q1892161
Shimla_Himachal Pradesh,wikidataId/Q1921404
Sirmaur_Himachal Pradesh,wikidataId/Q654331
Solan_Himachal Pradesh,wikidataId/Q2980937
Una_Himachal Pradesh,wikidataId/Q2301741
Amritsar_Punjab,wikidataId/Q202822
Bathinda_Punjab,wikidataId/Q172488
Faridkot_Punjab,wikidataId/Q172494
Fatehgarh Sahib_Punjab,wikidataId/Q172485
Gurdaspur_Punjab,wikidataId/Q146708
Hoshiarpur_Punjab,wikidataId/Q304800
Jalandhar_Punjab,wikidataId/Q1817425
Kapurthala_Punjab,wikidataId/Q172363
Ludhiana_Punjab,wikidataId/Q172482
Mansa_Punjab,wikidataId/Q172387
Moga_Punjab,wikidataId/Q1946896
Patiala_Punjab,wikidataId/Q172391
Sangrur_Punjab,wikidataId/Q1945515
Barnala_Punjab,wikidataId/Q2353293
Tarn Taran_Punjab,wikidataId/Q2298993
Almora_Uttarakhand,wikidataId/Q1805066
Bageshwar_Uttarakhand,wikidataId/Q1815313
Chamoli_Uttarakhand,wikidataId/Q1797372
Champawat_Uttarakhand,wikidataId/Q288278
Dehradun_Uttarakhand,wikidataId/Q1815740
Nainital_Uttarakhand,wikidataId/Q1797306
Pithoragarh_Uttarakhand,wikidataId/Q1945425
Tehri Garhwal_Uttarakhand,wikidataId/Q1357107
Ambala_Haryana,wikidataId/Q2086226
Bhiwani_Haryana,wikidataId/Q1852857
Faridabad_Haryana,wikidataId/Q2086173
Fatehabad_Haryana,wikidataId/Q2301753
Hisar_Haryana,wikidataId/Q1815773
Jhajjar_Haryana,wikidataId/Q1948260
Jind_Haryana,wikidataId/Q268605
Kaithal_Haryana,wikidataId/Q614037
Karnal_Haryana,wikidataId/Q607915
Kurukshetra_Haryana,wikidataId/Q980118
Mahendragarh_Haryana,wikidataId/Q684019
Panchkula_Haryana,wikidataId/Q1898143
Panipat_Haryana,wikidataId/Q2086163
Rewari_Haryana,wikidataId/Q2301759
Rohtak_Haryana,wikidataId/Q967388
Sirsa_Haryana,wikidataId/Q526101
Sonipat_Haryana,wikidataId/Q2241746
Yamunanagar_Haryana,wikidataId/Q1873644
Palwal_Haryana,wikidataId/Q2724926
