place_name,dcid
10010010260001,nces/173099003226
10010010262002,nces/173099003225
10010020260001,nces/172277002524
10010020262002,nces/172277002523
10010030260001,nces/170822000431
10010030261001,nces/172100005610
10010030262003,nces/170822000430
10010030262008,nces/170822005403
10010040260001,nces/172559002771
10010040262006,nces/172559004734
10010040262007,nces/172559006360
10011720220003,nces/173300005053
10011720221003,nces/173300005054
10011720222004,nces/173300005055
10011720222006,nces/173300005056
10011720222009,nces/173300003359
10011720222016,nces/173300005059
10011720222017,nces/173300005060
10011720223004,nces/173300005520
10050010260001,nces/172730002893
10050010261002,nces/172730005720
10050010262002,nces/172730002894
10090150260007,nces/170531000216
10090150262003,nces/170531000217
10090150263002,nces/170531000218
10090640260003,nces/174041004070
10090640262001,nces/174041004871
10092620260002,nces/170010505357
10092620261002,nces/170010500245
10092620262001,nces/170010505359
10690010260001,nces/171575001885
10690010262005,nces/171575005160
10690010262006,nces/171575006714
10690060260001,nces/174128004145
10690060262002,nces/174128004144
10690110260001,nces/172568002776
10690110261001,nces/172568002777
10690110262003,nces/172568004736
10690270260001,nces/171083001324
10690270262002,nces/171083001322
10691170220014,nces/172028002280
10691170221013,nces/172028002285
10691170222001,nces/172028002282
10691170222005,nces/172028002279
10691170222006,nces/172028002289
10691170222007,nces/172028002283
10691170222008,nces/172028002288
10691170222009,nces/172028002286
10691170223012,nces/172028004190
10750030260002,nces/173189003346
10750030262001,nces/173189003345
10750040260002,nces/171779002073
10750040261002,nces/171779001063
10750040262001,nces/171779004652
10750100260009,nces/173171003332
10750100262007,nces/173171003333
10750100262010,nces/173171005518
10750120260001,nces/170138705910
10750120261001,nces/170138705901
10750120262001,nces/170138705902
10860010260001,nces/174266004288
10860010262002,nces/174266004287
10860020260001,nces/170660000348
10860020261001,nces/170660004552
10860020262001,nces/170660004551
30030010260001,nces/172745002912
30030010261001,nces/172745004756
30030010262001,nces/172745004755
30030020260001,nces/171773002067
30030020261002,nces/171773002068
30030020262003,nces/171773002066
30030020262004,nces/171773002069
30030020262005,nces/171773002070
30030020263002,nces/171773006753
30110010260002,nces/172676002858
30110010261001,nces/172676002857
30110010262001,nces/172676004743
30110030260006,nces/173870003938
30110030261005,nces/173870003937
30110030262001,nces/173870003934
30110030262003,nces/173870003935
30110040260002,nces/171341001632
30110040261001,nces/171341004623
30110040262001,nces/171341004622
30110080260006,nces/173063003186
30110080261005,nces/173063003184
30110080262001,nces/173063003183
30110080262003,nces/173063003187
30110140240001,nces/173664005069
30110140242001,nces/173664005070
30250100260001,nces/170351000034
30250100262002,nces/170351000033
30250200260001,nces/170546000225
30250200262003,nces/170546000224
30250300260001,nces/171224001477
30250300262002,nces/171224004604
30250400260001,nces/171356001648
30250400261001,nces/171356000654
30250400262002,nces/171356002291
30250400262006,nces/171356001650
30250400262008,nces/171356001652
30250400263002,nces/171356006830
30250500260001,nces/173876003944
30250500261001,nces/173876001890
30250500262002,nces/173876003943
30262010260003,nces/170744000383
30262010261001,nces/170744000382
30262010262001,nces/170744004556
30262020260002,nces/173723003864
30262020261001,nces/173723003863
30262020262001,nces/173723004843
30262030260001,nces/174014004044
30262030262008,nces/174014004629
30262030262009,nces/174014004045
30262040260002,nces/173309003435
30262040262001,nces/173309003434
30680020260001,nces/173066003190
30680020261002,nces/173066003192
30680020262003,nces/173066003188
30680020262005,nces/173066003191
30680030260001,nces/171920002206
30680030261002,nces/171920002207
30680030262003,nces/171920002201
30680030263001,nces/171920006788
30680120260001,nces/172325002560
30680120261002,nces/172325002559
30680120262003,nces/172325002558
30680120262004,nces/172325002561
30680120262006,
30680120263001,nces/172325001146
30680220260001,nces/172856002990
30680220262003,nces/172856002992
40041000260001,nces/170579000255
40041000260002,nces/170579005909
40041000261002,nces/170579000256
40041000261003,nces/170579004634
40041000262003,nces/170579000257
40041000262005,nces/170579000259
40041000262007,nces/170579000261
40041000262008,nces/174098004105
40041000262009,nces/170579001089
40041000262010,nces/170579005760
40042000260003,nces/172870003013
40042000261001,nces/172870004967
40042000262001,nces/172870003011
40042000262002,nces/172870003012
40042000262004,nces/172870003014
40042000262005,nces/172870001115
41011220220002,nces/171824002100
41011220221005,nces/171824005017
41011220222005,nces/171824002106
41011220222006,nces/171966004665
41011220222007,nces/172892003035
41011220222008,nces/171824002105
41011220222010,nces/171824002107
41011220222011,nces/174269004290
41011220222013,nces/171824005530
41011220222014,nces/171824000670
41011220222015,nces/171824001907
41011310041002,nces/172118003821
41011310042001,nces/172118003822
41011310042002,nces/172118002397
41011310042003,nces/172118005428
41011330041001,nces/173255006063
41011330042001,nces/173255003381
41011340042001,nces/173624003750
41011400041001,nces/173454003624
41011400042001,nces/173454003623
41011400042002,nces/173454001134
41012050250001,nces/173451003599
41012050250002,nces/173451003600
41012050250003,nces/173451003577
41012050250004,nces/173451003585
41012050251001,nces/173451005448
41012050251006,nces/173451004426
41012050251008,nces/173451003583
41012050251009,nces/173451003558
41012050251010,nces/173451003394
41012050252014,nces/173451003607
41012050252017,nces/173451003621
