observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,measurementMethod
geoId/09,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,25430442,USDollar,,
geoId/09,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,162864,USDollar,,
geoId/09,2012,dcid:Amount_Investment_ProgramPlanning,60000,USDollar,,
geoId/09,2013,dcid:Amount_Investment_ProgramPlanning,330909,USDollar,,
geoId/09,2014,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/09,2016,dcid:Amount_Investment_ProgramPlanning,330000,USDollar,,
geoId/09,2017,dcid:Amount_Investment_ProgramPlanning,445176,USDollar,,
geoId/09,2019,dcid:Amount_Investment_ProgramPlanning,530000,USDollar,,
geoId/09,2021,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/09,2022,dcid:Amount_Investment_ProgramPlanning,470000,USDollar,,
geoId/09,2023,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/09,2024,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/09,2025,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/09,2012,dcid:Amount_Investment_PublicWorks,964250,USDollar,,
geoId/09,2014,dcid:Amount_Investment_PublicWorks,2841531,USDollar,,
geoId/09,2015,dcid:Amount_Investment_PublicWorks,1073594,USDollar,,
geoId/09,2016,dcid:Amount_Investment_TechnicalAssistance,997550,USDollar,,
geoId/09,2019,dcid:Amount_Investment_TechnicalAssistance,103100,USDollar,,
geoId/09,2021,dcid:Amount_Investment_TechnicalAssistance,487910,USDollar,,
geoId/10,2016,dcid:Amount_Investment,1100234,USDollar,,
geoId/10,2020,dcid:Amount_Investment,300000,USDollar,,
geoId/10,2021,dcid:Amount_Investment,2718908,USDollar,,
geoId/10,2022,dcid:Amount_Investment,760811,USDollar,,
geoId/10,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,516899,USDollar,,
geoId/10,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,300000,USDollar,,
geoId/10,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,742915,USDollar,,
geoId/10,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,760811,USDollar,,
geoId/10,2016,dcid:Amount_Investment_TechnicalAssistance,583335,USDollar,,
geoId/10,2021,dcid:Amount_Investment_TechnicalAssistance,1975993,USDollar,,
geoId/11,2012,dcid:Amount_Investment,1000000,USDollar,,
geoId/11,2013,dcid:Amount_Investment,2400613,USDollar,,
geoId/11,2014,dcid:Amount_Investment,690700,USDollar,,
geoId/11,2015,dcid:Amount_Investment,300000,USDollar,,
geoId/11,2016,dcid:Amount_Investment,1273262,USDollar,,
geoId/11,2017,dcid:Amount_Investment,2295021,USDollar,,
geoId/11,2018,dcid:Amount_Investment,75000,USDollar,,
geoId/11,2019,dcid:Amount_Investment,2508418,USDollar,,
geoId/11,2020,dcid:Amount_Investment,495479,USDollar,,
geoId/11,2021,dcid:Amount_Investment,2020663,USDollar,,
geoId/11,2022,dcid:Amount_Investment,8243258,USDollar,,
geoId/11,2024,dcid:Amount_Investment,495630,USDollar,,
geoId/11,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,1000000,USDollar,,
geoId/11,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,300000,USDollar,,
geoId/11,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,388529,USDollar,,
geoId/11,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,6244578,USDollar,,
geoId/11,2013,dcid:Amount_Investment_ProgramPlanning,400613,USDollar,,
geoId/11,2013,dcid:Amount_Investment_PublicWorks,2000000,USDollar,,
geoId/11,2014,dcid:Amount_Investment_TechnicalAssistance,690700,USDollar,,
geoId/11,2016,dcid:Amount_Investment_TechnicalAssistance,884732,USDollar,,
geoId/11,2017,dcid:Amount_Investment_TechnicalAssistance,2295021,USDollar,,
geoId/11,2018,dcid:Amount_Investment_TechnicalAssistance,75000,USDollar,,
geoId/11,2019,dcid:Amount_Investment_TechnicalAssistance,2508418,USDollar,,
geoId/11,2020,dcid:Amount_Investment_TechnicalAssistance,495479,USDollar,,
geoId/11,2021,dcid:Amount_Investment_TechnicalAssistance,2020663,USDollar,,
geoId/11,2022,dcid:Amount_Investment_TechnicalAssistance,1998680,USDollar,,
geoId/11,2024,dcid:Amount_Investment_TechnicalAssistance,495630,USDollar,,
geoId/64,2016,dcid:Amount_Investment,25000,USDollar,,
geoId/64,2016,dcid:Amount_Investment_TechnicalAssistance,25000,USDollar,,
geoId/12,2012,dcid:Amount_Investment,5230217,USDollar,,
geoId/12,2013,dcid:Amount_Investment,1334000,USDollar,,
geoId/12,2014,dcid:Amount_Investment,3420257,USDollar,,
geoId/12,2015,dcid:Amount_Investment,12711855,USDollar,,
geoId/12,2016,dcid:Amount_Investment,5305649,USDollar,,
geoId/12,2017,dcid:Amount_Investment,2819113,USDollar,,
geoId/12,2018,dcid:Amount_Investment,1615237,USDollar,,
geoId/12,2019,dcid:Amount_Investment,1050000,USDollar,,
geoId/12,2020,dcid:Amount_Investment,6069987,USDollar,,
geoId/12,2021,dcid:Amount_Investment,630000,USDollar,,
geoId/12,2022,dcid:Amount_Investment,97060916,USDollar,,
geoId/12,2023,dcid:Amount_Investment,12361217,USDollar,,
geoId/12,2024,dcid:Amount_Investment,30198747,USDollar,,
geoId/12,2025,dcid:Amount_Investment,3500000,USDollar,,
geoId/12,2026,dcid:Amount_Investment,13920000,USDollar,,
geoId/12,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,2520257,USDollar,,
geoId/12,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,900000,USDollar,,
geoId/12,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,9500000,USDollar,,
geoId/12,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,344508,USDollar,,
geoId/12,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,4599987,USDollar,,
geoId/12,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,94079055,USDollar,,
geoId/12,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,6336099,USDollar,,
geoId/12,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,29496747,USDollar,,
geoId/12,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,3500000,USDollar,,
geoId/12,2026,dcid:Amount_Investment_EconomicAdjustmentAssistance,13920000,USDollar,,
geoId/12,2012,dcid:Amount_Investment_ProgramPlanning,567000,USDollar,,
geoId/12,2014,dcid:Amount_Investment_ProgramPlanning,1512000,USDollar,,
geoId/12,2015,dcid:Amount_Investment_ProgramPlanning,567000,USDollar,,
geoId/12,2017,dcid:Amount_Investment_ProgramPlanning,1470000,USDollar,,
geoId/12,2018,dcid:Amount_Investment_ProgramPlanning,632000,USDollar,,
geoId/12,2020,dcid:Amount_Investment_ProgramPlanning,1470000,USDollar,,
geoId/12,2021,dcid:Amount_Investment_ProgramPlanning,630000,USDollar,,
geoId/12,2023,dcid:Amount_Investment_ProgramPlanning,1470000,USDollar,,
geoId/12,2024,dcid:Amount_Investment_ProgramPlanning,630000,USDollar,,
geoId/12,2012,dcid:Amount_Investment_PublicWorks,1500000,USDollar,,
geoId/12,2013,dcid:Amount_Investment_PublicWorks,364000,USDollar,,
geoId/12,2014,dcid:Amount_Investment_PublicWorks,1850000,USDollar,,
geoId/12,2015,dcid:Amount_Investment_PublicWorks,895000,USDollar,,
geoId/12,2016,dcid:Amount_Investment_PublicWorks,3611512,USDollar,,
geoId/12,2022,dcid:Amount_Investment_PublicWorks,399870,USDollar,,
geoId/12,2023,dcid:Amount_Investment_PublicWorks,1830207,USDollar,,
geoId/12,2022,dcid:Amount_Investment_RegionalInnovationStrategies,1924283,USDollar,,
geoId/12,2023,dcid:Amount_Investment_RegionalInnovationStrategies,2724911,USDollar,,
geoId/12,2012,dcid:Amount_Investment_TechnicalAssistance,642960,USDollar,,
geoId/12,2013,dcid:Amount_Investment_TechnicalAssistance,70000,USDollar,,
geoId/12,2014,dcid:Amount_Investment_TechnicalAssistance,58257,USDollar,,
geoId/12,2015,dcid:Amount_Investment_TechnicalAssistance,1749855,USDollar,,
geoId/12,2016,dcid:Amount_Investment_TechnicalAssistance,1349629,USDollar,,
geoId/12,2017,dcid:Amount_Investment_TechnicalAssistance,1349113,USDollar,,
geoId/12,2018,dcid:Amount_Investment_TechnicalAssistance,983237,USDollar,,
geoId/12,2019,dcid:Amount_Investment_TechnicalAssistance,1050000,USDollar,,
geoId/12,2022,dcid:Amount_Investment_TechnicalAssistance,657708,USDollar,,
geoId/12,2024,dcid:Amount_Investment_TechnicalAssistance,72000,USDollar,,
geoId/13,2012,dcid:Amount_Investment,6126061,USDollar,,
geoId/13,2013,dcid:Amount_Investment,3114121,USDollar,,
geoId/13,2014,dcid:Amount_Investment,6312850,USDollar,,
geoId/13,2015,dcid:Amount_Investment,2475288,USDollar,,
geoId/13,2016,dcid:Amount_Investment,6997720,USDollar,,
geoId/13,2017,dcid:Amount_Investment,5059065,USDollar,,
geoId/13,2018,dcid:Amount_Investment,1453455,USDollar,,
geoId/13,2019,dcid:Amount_Investment,1945473,USDollar,,
geoId/13,2020,dcid:Amount_Investment,7585692,USDollar,,
geoId/13,2021,dcid:Amount_Investment,2050393,USDollar,,
geoId/13,2022,dcid:Amount_Investment,30906783,USDollar,,
geoId/13,2023,dcid:Amount_Investment,9795476,USDollar,,
geoId/13,2024,dcid:Amount_Investment,21219422,USDollar,,
geoId/13,2025,dcid:Amount_Investment,2130000,USDollar,,
geoId/13,2026,dcid:Amount_Investment,400000,USDollar,,
geoId/13,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,3061621,USDollar,,
geoId/13,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,1207723,USDollar,,
geoId/13,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,750000,USDollar,,
geoId/13,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,2922513,USDollar,,
geoId/13,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,4669132,USDollar,,
geoId/13,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,300000,USDollar,,
geoId/13,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,24879935,USDollar,,
geoId/13,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,3294472,USDollar,,
geoId/13,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,17987491,USDollar,,
geoId/13,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,1500000,USDollar,,
geoId/13,2026,dcid:Amount_Investment_EconomicAdjustmentAssistance,400000,USDollar,,
geoId/13,2012,dcid:Amount_Investment_ProgramPlanning,189000,USDollar,,
geoId/13,2013,dcid:Amount_Investment_ProgramPlanning,52500,USDollar,,
geoId/13,2014,dcid:Amount_Investment_ProgramPlanning,1653500,USDollar,,
geoId/13,2015,dcid:Amount_Investment_ProgramPlanning,50000,USDollar,,
geoId/13,2016,dcid:Amount_Investment_ProgramPlanning,679000,USDollar,,
geoId/13,2017,dcid:Amount_Investment_ProgramPlanning,1695000,USDollar,,
geoId/13,2018,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/13,2019,dcid:Amount_Investment_ProgramPlanning,630000,USDollar,,
geoId/13,2020,dcid:Amount_Investment_ProgramPlanning,1695000,USDollar,,
geoId/13,2021,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/13,2022,dcid:Amount_Investment_ProgramPlanning,840000,USDollar,,
geoId/13,2023,dcid:Amount_Investment_ProgramPlanning,1695000,USDollar,,
geoId/13,2024,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/13,2025,dcid:Amount_Investment_ProgramPlanning,630000,USDollar,,
geoId/13,2012,dcid:Amount_Investment_PublicWorks,5246501,USDollar,,
geoId/13,2014,dcid:Amount_Investment_PublicWorks,3282257,USDollar,,
geoId/13,2015,dcid:Amount_Investment_PublicWorks,1575288,USDollar,,
geoId/13,2016,dcid:Amount_Investment_PublicWorks,1250000,USDollar,,
geoId/13,2022,dcid:Amount_Investment_PublicWorks,1927012,USDollar,,
geoId/13,2023,dcid:Amount_Investment_PublicWorks,1150980,USDollar,,
geoId/13,2024,dcid:Amount_Investment_PublicWorks,2942483,USDollar,,
geoId/13,2016,dcid:Amount_Investment_RegionalInnovationStrategies,1896226,USDollar,,
geoId/13,2017,dcid:Amount_Investment_RegionalInnovationStrategies,1323352,USDollar,,
geoId/13,2018,dcid:Amount_Investment_RegionalInnovationStrategies,1243455,USDollar,,
geoId/13,2019,dcid:Amount_Investment_RegionalInnovationStrategies,1293573,USDollar,,
geoId/13,2020,dcid:Amount_Investment_RegionalInnovationStrategies,1221560,USDollar,,
geoId/13,2021,dcid:Amount_Investment_RegionalInnovationStrategies,1248370,USDollar,,
geoId/13,2022,dcid:Amount_Investment_RegionalInnovationStrategies,2602128,USDollar,,
geoId/13,2023,dcid:Amount_Investment_RegionalInnovationStrategies,3655024,USDollar,,
geoId/13,2012,dcid:Amount_Investment_TechnicalAssistance,690560,USDollar,,
geoId/13,2014,dcid:Amount_Investment_TechnicalAssistance,169370,USDollar,,
geoId/13,2015,dcid:Amount_Investment_TechnicalAssistance,100000,USDollar,,
geoId/13,2016,dcid:Amount_Investment_TechnicalAssistance,249981,USDollar,,
geoId/13,2017,dcid:Amount_Investment_TechnicalAssistance,2040713,USDollar,,
geoId/13,2019,dcid:Amount_Investment_TechnicalAssistance,21899,USDollar,,
geoId/13,2021,dcid:Amount_Investment_TechnicalAssistance,292023,USDollar,,
geoId/13,2022,dcid:Amount_Investment_TechnicalAssistance,657708,USDollar,,
geoId/13,2024,dcid:Amount_Investment_TechnicalAssistance,79448,USDollar,,
geoId/66,2016,dcid:Amount_Investment,2000000,USDollar,,
geoId/66,2021,dcid:Amount_Investment,4289738,USDollar,,
geoId/66,2022,dcid:Amount_Investment,2220410,USDollar,,
geoId/66,2026,dcid:Amount_Investment,233323,USDollar,,
geoId/66,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,2000000,USDollar,,
geoId/66,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,4289738,USDollar,,
geoId/66,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,2220410,USDollar,,
geoId/66,2026,dcid:Amount_Investment_EconomicAdjustmentAssistance,233323,USDollar,,
geoId/15,2012,dcid:Amount_Investment,8955600,USDollar,,
geoId/15,2013,dcid:Amount_Investment,189745,USDollar,,
geoId/15,2014,dcid:Amount_Investment,5940250,USDollar,,
geoId/15,2015,dcid:Amount_Investment,98800,USDollar,,
geoId/15,2016,dcid:Amount_Investment,668000,USDollar,,
geoId/15,2017,dcid:Amount_Investment,711906,USDollar,,
geoId/15,2018,dcid:Amount_Investment,360000,USDollar,,
geoId/15,2019,dcid:Amount_Investment,520000,USDollar,,
geoId/15,2020,dcid:Amount_Investment,385000,USDollar,,
geoId/15,2021,dcid:Amount_Investment,1135000,USDollar,,
geoId/15,2022,dcid:Amount_Investment,25539776,USDollar,,
geoId/15,2025,dcid:Amount_Investment,1069999,USDollar,,
geoId/15,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,2537000,USDollar,,
geoId/15,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,252000,USDollar,,
geoId/15,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,75000,USDollar,,
geoId/15,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,300000,USDollar,,
geoId/15,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,750000,USDollar,,
geoId/15,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,25004776,USDollar,,
geoId/15,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,999999,USDollar,,
geoId/15,2012,dcid:Amount_Investment_ProgramPlanning,88365,USDollar,,
geoId/15,2013,dcid:Amount_Investment_ProgramPlanning,189745,USDollar,,
geoId/15,2015,dcid:Amount_Investment_ProgramPlanning,98800,USDollar,,
geoId/15,2016,dcid:Amount_Investment_ProgramPlanning,93000,USDollar,,
geoId/15,2017,dcid:Amount_Investment_ProgramPlanning,93000,USDollar,,
geoId/15,2018,dcid:Amount_Investment_ProgramPlanning,85000,USDollar,,
geoId/15,2019,dcid:Amount_Investment_ProgramPlanning,85000,USDollar,,
geoId/15,2020,dcid:Amount_Investment_ProgramPlanning,85000,USDollar,,
geoId/15,2021,dcid:Amount_Investment_ProgramPlanning,85000,USDollar,,
geoId/15,2022,dcid:Amount_Investment_ProgramPlanning,85000,USDollar,,
geoId/15,2025,dcid:Amount_Investment_ProgramPlanning,70000,USDollar,,
geoId/15,2012,dcid:Amount_Investment_PublicWorks,5416000,USDollar,,
geoId/15,2014,dcid:Amount_Investment_PublicWorks,5688250,USDollar,,
geoId/15,2012,dcid:Amount_Investment_TechnicalAssistance,914235,USDollar,,
geoId/15,2016,dcid:Amount_Investment_TechnicalAssistance,500000,USDollar,,
geoId/15,2017,dcid:Amount_Investment_TechnicalAssistance,618906,USDollar,,
geoId/15,2018,dcid:Amount_Investment_TechnicalAssistance,275000,USDollar,,
geoId/15,2019,dcid:Amount_Investment_TechnicalAssistance,435000,USDollar,,
geoId/15,2021,dcid:Amount_Investment_TechnicalAssistance,300000,USDollar,,
geoId/15,2022,dcid:Amount_Investment_TechnicalAssistance,450000,USDollar,,
geoId/16,2012,dcid:Amount_Investment,2773496,USDollar,,
geoId/16,2013,dcid:Amount_Investment,1521000,USDollar,,
geoId/16,2014,dcid:Amount_Investment,210000,USDollar,,
geoId/16,2015,dcid:Amount_Investment,1066050,USDollar,,
geoId/16,2016,dcid:Amount_Investment,1376091,USDollar,,
geoId/16,2017,dcid:Amount_Investment,2978939,USDollar,,
geoId/16,2018,dcid:Amount_Investment,180000,USDollar,,
geoId/16,2019,dcid:Amount_Investment,675607,USDollar,,
geoId/16,2020,dcid:Amount_Investment,2557918,USDollar,,
geoId/16,2021,dcid:Amount_Investment,2819791,USDollar,,
geoId/16,2022,dcid:Amount_Investment,16799538,USDollar,,
geoId/16,2024,dcid:Amount_Investment,6800560,USDollar,,
geoId/16,2025,dcid:Amount_Investment,5405242,USDollar,,
geoId/16,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,403806,USDollar,,
geoId/16,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,210000,USDollar,,
geoId/16,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,2557918,USDollar,,
geoId/16,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,850000,USDollar,,
geoId/16,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,15314538,USDollar,,
geoId/16,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,2548000,USDollar,,
geoId/16,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,1731832,USDollar,,
geoId/16,2012,dcid:Amount_Investment_ProgramPlanning,1744690,USDollar,,
geoId/16,2015,dcid:Amount_Investment_ProgramPlanning,1047300,USDollar,,
geoId/16,2017,dcid:Amount_Investment_ProgramPlanning,2332099,USDollar,,
geoId/16,2018,dcid:Amount_Investment_ProgramPlanning,180000,USDollar,,
geoId/16,2021,dcid:Amount_Investment_ProgramPlanning,469791,USDollar,,
geoId/16,2022,dcid:Amount_Investment_ProgramPlanning,1110000,USDollar,,
geoId/16,2024,dcid:Amount_Investment_ProgramPlanning,195000,USDollar,,
geoId/16,2025,dcid:Amount_Investment_ProgramPlanning,675000,USDollar,,
geoId/16,2013,dcid:Amount_Investment_PublicWorks,1521000,USDollar,,
geoId/16,2016,dcid:Amount_Investment_PublicWorks,1376091,USDollar,,
geoId/16,2024,dcid:Amount_Investment_PublicWorks,4057560,USDollar,,
geoId/16,2025,dcid:Amount_Investment_PublicWorks,2998410,USDollar,,
geoId/16,2012,dcid:Amount_Investment_TechnicalAssistance,625000,USDollar,,
geoId/16,2015,dcid:Amount_Investment_TechnicalAssistance,18750,USDollar,,
geoId/16,2017,dcid:Amount_Investment_TechnicalAssistance,646840,USDollar,,
geoId/16,2019,dcid:Amount_Investment_TechnicalAssistance,675607,USDollar,,
geoId/16,2021,dcid:Amount_Investment_TechnicalAssistance,1500000,USDollar,,
geoId/16,2022,dcid:Amount_Investment_TechnicalAssistance,375000,USDollar,,
geoId/17,2012,dcid:Amount_Investment,4339061,USDollar,,
geoId/17,2013,dcid:Amount_Investment,5673924,USDollar,,
geoId/17,2014,dcid:Amount_Investment,5497825,USDollar,,
geoId/17,2015,dcid:Amount_Investment,11037584,USDollar,,
geoId/17,2016,dcid:Amount_Investment,8624937,USDollar,,
geoId/17,2017,dcid:Amount_Investment,2792470,USDollar,,
geoId/17,2018,dcid:Amount_Investment,2775998,USDollar,,
geoId/17,2019,dcid:Amount_Investment,2292044,USDollar,,
geoId/17,2020,dcid:Amount_Investment,8069935,USDollar,,
geoId/17,2021,dcid:Amount_Investment,4290472,USDollar,,
geoId/17,2022,dcid:Amount_Investment,70093438,USDollar,,
geoId/17,2023,dcid:Amount_Investment,8344980,USDollar,,
geoId/17,2024,dcid:Amount_Investment,3050000,USDollar,,
geoId/17,2025,dcid:Amount_Investment,6564249,USDollar,,
geoId/17,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,119203,USDollar,,
geoId/17,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,650201,USDollar,,
geoId/17,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,3725693,USDollar,,
geoId/17,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,516130,USDollar,,
geoId/17,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,5009180,USDollar,,
geoId/17,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,916167,USDollar,,
geoId/17,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,61289882,USDollar,,
geoId/17,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,778105,USDollar,,
geoId/17,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,5924249,USDollar,,
geoId/17,2012,dcid:Amount_Investment_ProgramPlanning,1227450,USDollar,,
geoId/17,2013,dcid:Amount_Investment_ProgramPlanning,401225,USDollar,,
geoId/17,2014,dcid:Amount_Investment_ProgramPlanning,512778,USDollar,,
geoId/17,2015,dcid:Amount_Investment_ProgramPlanning,1156318,USDollar,,
geoId/17,2016,dcid:Amount_Investment_ProgramPlanning,242514,USDollar,,
geoId/17,2017,dcid:Amount_Investment_ProgramPlanning,543000,USDollar,,
geoId/17,2018,dcid:Amount_Investment_ProgramPlanning,1185000,USDollar,,
geoId/17,2019,dcid:Amount_Investment_ProgramPlanning,708274,USDollar,,
geoId/17,2020,dcid:Amount_Investment_ProgramPlanning,693735,USDollar,,
geoId/17,2021,dcid:Amount_Investment_ProgramPlanning,1115000,USDollar,,
geoId/17,2022,dcid:Amount_Investment_ProgramPlanning,695000,USDollar,,
geoId/17,2023,dcid:Amount_Investment_ProgramPlanning,348767,USDollar,,
geoId/17,2024,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/17,2025,dcid:Amount_Investment_ProgramPlanning,560000,USDollar,,
geoId/17,2012,dcid:Amount_Investment_PublicWorks,2992408,USDollar,,
geoId/17,2013,dcid:Amount_Investment_PublicWorks,2000000,USDollar,,
geoId/17,2014,dcid:Amount_Investment_PublicWorks,4735047,USDollar,,
geoId/17,2015,dcid:Amount_Investment_PublicWorks,5905572,USDollar,,
geoId/17,2016,dcid:Amount_Investment_PublicWorks,5655122,USDollar,,
geoId/17,2022,dcid:Amount_Investment_PublicWorks,4162645,USDollar,,
geoId/17,2023,dcid:Amount_Investment_PublicWorks,1688625,USDollar,,
geoId/17,2024,dcid:Amount_Investment_PublicWorks,2000000,USDollar,,
geoId/17,2013,dcid:Amount_Investment_RegionalInnovationStrategies,2307416,USDollar,,
geoId/17,2016,dcid:Amount_Investment_RegionalInnovationStrategies,1966277,USDollar,,
geoId/17,2017,dcid:Amount_Investment_RegionalInnovationStrategies,1199418,USDollar,,
geoId/17,2018,dcid:Amount_Investment_RegionalInnovationStrategies,1090998,USDollar,,
geoId/17,2019,dcid:Amount_Investment_RegionalInnovationStrategies,963770,USDollar,,
geoId/17,2020,dcid:Amount_Investment_RegionalInnovationStrategies,1019124,USDollar,,
geoId/17,2021,dcid:Amount_Investment_RegionalInnovationStrategies,1355568,USDollar,,
geoId/17,2022,dcid:Amount_Investment_RegionalInnovationStrategies,3895911,USDollar,,
geoId/17,2023,dcid:Amount_Investment_RegionalInnovationStrategies,1685509,USDollar,,
geoId/17,2013,dcid:Amount_Investment_TechnicalAssistance,315082,USDollar,,
geoId/17,2014,dcid:Amount_Investment_TechnicalAssistance,250000,USDollar,,
geoId/17,2015,dcid:Amount_Investment_TechnicalAssistance,250000,USDollar,,
geoId/17,2016,dcid:Amount_Investment_TechnicalAssistance,244893,USDollar,,
geoId/17,2017,dcid:Amount_Investment_TechnicalAssistance,1050052,USDollar,,
geoId/17,2018,dcid:Amount_Investment_TechnicalAssistance,500000,USDollar,,
geoId/17,2019,dcid:Amount_Investment_TechnicalAssistance,620000,USDollar,,
geoId/17,2020,dcid:Amount_Investment_TechnicalAssistance,1347896,USDollar,,
geoId/17,2021,dcid:Amount_Investment_TechnicalAssistance,903736,USDollar,,
geoId/17,2022,dcid:Amount_Investment_TechnicalAssistance,50000,USDollar,,
geoId/17,2023,dcid:Amount_Investment_TechnicalAssistance,3843974,USDollar,,
geoId/17,2025,dcid:Amount_Investment_TechnicalAssistance,80000,USDollar,,
geoId/18,2012,dcid:Amount_Investment,6488784,USDollar,,
geoId/18,2013,dcid:Amount_Investment,961648,USDollar,,
geoId/18,2014,dcid:Amount_Investment,2230747,USDollar,,
geoId/18,2015,dcid:Amount_Investment,3000000,USDollar,,
geoId/18,2016,dcid:Amount_Investment,2930948,USDollar,,
geoId/18,2017,dcid:Amount_Investment,5058325,USDollar,,
geoId/18,2018,dcid:Amount_Investment,179500,USDollar,,
geoId/18,2019,dcid:Amount_Investment,3946740,USDollar,,
geoId/18,2020,dcid:Amount_Investment,4786905,USDollar,,
geoId/18,2021,dcid:Amount_Investment,1470951,USDollar,,
geoId/18,2022,dcid:Amount_Investment,12814337,USDollar,,
geoId/18,2023,dcid:Amount_Investment,3985158,USDollar,,
geoId/18,2024,dcid:Amount_Investment,595902,USDollar,,
geoId/18,2025,dcid:Amount_Investment,8149000,USDollar,,
geoId/18,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,1000000,USDollar,,
geoId/18,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,150000,USDollar,,
geoId/18,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,1642467,USDollar,,
geoId/18,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,729808,USDollar,,
geoId/18,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,3874224,USDollar,,
geoId/18,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,614827,USDollar,,
geoId/18,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,11065860,USDollar,,
geoId/18,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,1751658,USDollar,,
geoId/18,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,5795500,USDollar,,
geoId/18,2012,dcid:Amount_Investment_ProgramPlanning,157392,USDollar,,
geoId/18,2013,dcid:Amount_Investment_ProgramPlanning,811648,USDollar,,
geoId/18,2014,dcid:Amount_Investment_ProgramPlanning,588280,USDollar,,
geoId/18,2016,dcid:Amount_Investment_ProgramPlanning,821140,USDollar,,
geoId/18,2017,dcid:Amount_Investment_ProgramPlanning,749284,USDollar,,
geoId/18,2018,dcid:Amount_Investment_ProgramPlanning,70000,USDollar,,
