observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,measurementMethod
geoId/26,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,1108902,USDollar,,
geoId/26,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,16486804,USDollar,,
geoId/26,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,320000,USDollar,,
geoId/26,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,437741,USDollar,,
geoId/26,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,3625000,USDollar,,
geoId/26,2012,dcid:Amount_Investment_ProgramPlanning,420015,USDollar,,
geoId/26,2013,dcid:Amount_Investment_ProgramPlanning,658150,USDollar,,
geoId/26,2014,dcid:Amount_Investment_ProgramPlanning,621908,USDollar,,
geoId/26,2015,dcid:Amount_Investment_ProgramPlanning,391396,USDollar,,
geoId/26,2016,dcid:Amount_Investment_ProgramPlanning,1140280,USDollar,,
geoId/26,2017,dcid:Amount_Investment_ProgramPlanning,794256,USDollar,,
geoId/26,2018,dcid:Amount_Investment_ProgramPlanning,598000,USDollar,,
geoId/26,2019,dcid:Amount_Investment_ProgramPlanning,1288000,USDollar,,
geoId/26,2020,dcid:Amount_Investment_ProgramPlanning,1003461,USDollar,,
geoId/26,2021,dcid:Amount_Investment_ProgramPlanning,674551,USDollar,,
geoId/26,2022,dcid:Amount_Investment_ProgramPlanning,1273000,USDollar,,
geoId/26,2023,dcid:Amount_Investment_ProgramPlanning,1107816,USDollar,,
geoId/26,2024,dcid:Amount_Investment_ProgramPlanning,698466,USDollar,,
geoId/26,2025,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/26,2012,dcid:Amount_Investment_PublicWorks,750000,USDollar,,
geoId/26,2014,dcid:Amount_Investment_PublicWorks,4729664,USDollar,,
geoId/26,2015,dcid:Amount_Investment_PublicWorks,2514000,USDollar,,
geoId/26,2016,dcid:Amount_Investment_PublicWorks,7830878,USDollar,,
geoId/26,2021,dcid:Amount_Investment_PublicWorks,2500000,USDollar,,
geoId/26,2022,dcid:Amount_Investment_PublicWorks,1531400,USDollar,,
geoId/26,2023,dcid:Amount_Investment_PublicWorks,2500000,USDollar,,
geoId/26,2025,dcid:Amount_Investment_PublicWorks,3975000,USDollar,,
geoId/26,2026,dcid:Amount_Investment_PublicWorks,2500000,USDollar,,
geoId/26,2016,dcid:Amount_Investment_RegionalInnovationStrategies,1653555,USDollar,,
geoId/26,2017,dcid:Amount_Investment_RegionalInnovationStrategies,1709960,USDollar,,
geoId/26,2018,dcid:Amount_Investment_RegionalInnovationStrategies,1075632,USDollar,,
geoId/26,2019,dcid:Amount_Investment_RegionalInnovationStrategies,1867153,USDollar,,
geoId/26,2020,dcid:Amount_Investment_RegionalInnovationStrategies,1106022,USDollar,,
geoId/26,2021,dcid:Amount_Investment_RegionalInnovationStrategies,1088132,USDollar,,
geoId/26,2022,dcid:Amount_Investment_RegionalInnovationStrategies,3362225,USDollar,,
geoId/26,2023,dcid:Amount_Investment_RegionalInnovationStrategies,4146574,USDollar,,
geoId/26,2013,dcid:Amount_Investment_TechnicalAssistance,40000,USDollar,,
geoId/26,2014,dcid:Amount_Investment_TechnicalAssistance,346201,USDollar,,
geoId/26,2015,dcid:Amount_Investment_TechnicalAssistance,174206,USDollar,,
geoId/26,2017,dcid:Amount_Investment_TechnicalAssistance,1147824,USDollar,,
geoId/26,2018,dcid:Amount_Investment_TechnicalAssistance,575550,USDollar,,
geoId/26,2019,dcid:Amount_Investment_TechnicalAssistance,1149907,USDollar,,
geoId/26,2021,dcid:Amount_Investment_TechnicalAssistance,1136000,USDollar,,
geoId/26,2022,dcid:Amount_Investment_TechnicalAssistance,119738,USDollar,,
geoId/26,2023,dcid:Amount_Investment_TechnicalAssistance,24994,USDollar,,
geoId/26,2025,dcid:Amount_Investment_TechnicalAssistance,165000,USDollar,,
geoId/27,2012,dcid:Amount_Investment,1883755,USDollar,,
geoId/27,2013,dcid:Amount_Investment,1290175,USDollar,,
geoId/27,2014,dcid:Amount_Investment,1273593,USDollar,,
geoId/27,2015,dcid:Amount_Investment,1158500,USDollar,,
geoId/27,2016,dcid:Amount_Investment,921140,USDollar,,
geoId/27,2017,dcid:Amount_Investment,1343945,USDollar,,
geoId/27,2018,dcid:Amount_Investment,970404,USDollar,,
geoId/27,2019,dcid:Amount_Investment,1889997,USDollar,,
geoId/27,2020,dcid:Amount_Investment,5028229,USDollar,,
geoId/27,2021,dcid:Amount_Investment,1637194,USDollar,,
geoId/27,2022,dcid:Amount_Investment,24097107,USDollar,,
geoId/27,2023,dcid:Amount_Investment,6079547,USDollar,,
geoId/27,2024,dcid:Amount_Investment,9504308,USDollar,,
geoId/27,2025,dcid:Amount_Investment,11197078,USDollar,,
geoId/27,2026,dcid:Amount_Investment,7775343,USDollar,,
geoId/27,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,993050,USDollar,,
geoId/27,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,585698,USDollar,,
geoId/27,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,125000,USDollar,,
geoId/27,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,4300000,USDollar,,
geoId/27,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,27192,USDollar,,
geoId/27,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,23184049,USDollar,,
geoId/27,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,1485000,USDollar,,
geoId/27,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,7839352,USDollar,,
geoId/27,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,8937628,USDollar,,
geoId/27,2026,dcid:Amount_Investment_EconomicAdjustmentAssistance,2363110,USDollar,,
geoId/27,2012,dcid:Amount_Investment_ProgramPlanning,544255,USDollar,,
geoId/27,2013,dcid:Amount_Investment_ProgramPlanning,297125,USDollar,,
geoId/27,2014,dcid:Amount_Investment_ProgramPlanning,687895,USDollar,,
geoId/27,2015,dcid:Amount_Investment_ProgramPlanning,748500,USDollar,,
geoId/27,2016,dcid:Amount_Investment_ProgramPlanning,796140,USDollar,,
geoId/27,2017,dcid:Amount_Investment_ProgramPlanning,540000,USDollar,,
geoId/27,2018,dcid:Amount_Investment_ProgramPlanning,910000,USDollar,,
geoId/27,2019,dcid:Amount_Investment_ProgramPlanning,840000,USDollar,,
geoId/27,2020,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/27,2021,dcid:Amount_Investment_ProgramPlanning,948802,USDollar,,
geoId/27,2022,dcid:Amount_Investment_ProgramPlanning,840000,USDollar,,
geoId/27,2023,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/27,2024,dcid:Amount_Investment_ProgramPlanning,840000,USDollar,,
geoId/27,2025,dcid:Amount_Investment_ProgramPlanning,630000,USDollar,,
geoId/27,2012,dcid:Amount_Investment_PublicWorks,1189500,USDollar,,
geoId/27,2015,dcid:Amount_Investment_PublicWorks,300000,USDollar,,
geoId/27,2020,dcid:Amount_Investment_PublicWorks,308229,USDollar,,
geoId/27,2023,dcid:Amount_Investment_PublicWorks,1897337,USDollar,,
geoId/27,2025,dcid:Amount_Investment_PublicWorks,1629450,USDollar,,
geoId/27,2026,dcid:Amount_Investment_PublicWorks,5412233,USDollar,,
geoId/27,2023,dcid:Amount_Investment_RegionalInnovationStrategies,2260592,USDollar,,
geoId/27,2012,dcid:Amount_Investment_TechnicalAssistance,150000,USDollar,,
geoId/27,2015,dcid:Amount_Investment_TechnicalAssistance,110000,USDollar,,
geoId/27,2017,dcid:Amount_Investment_TechnicalAssistance,803945,USDollar,,
geoId/27,2018,dcid:Amount_Investment_TechnicalAssistance,60404,USDollar,,
geoId/27,2019,dcid:Amount_Investment_TechnicalAssistance,1049997,USDollar,,
geoId/27,2021,dcid:Amount_Investment_TechnicalAssistance,661200,USDollar,,
geoId/27,2022,dcid:Amount_Investment_TechnicalAssistance,73057,USDollar,,
geoId/27,2023,dcid:Amount_Investment_TechnicalAssistance,16618,USDollar,,
geoId/27,2024,dcid:Amount_Investment_TechnicalAssistance,824956,USDollar,,
geoId/28,2012,dcid:Amount_Investment,3695225,USDollar,,
geoId/28,2013,dcid:Amount_Investment,1357000,USDollar,,
geoId/28,2014,dcid:Amount_Investment,3790232,USDollar,,
geoId/28,2015,dcid:Amount_Investment,3263171,USDollar,,
geoId/28,2016,dcid:Amount_Investment,4964498,USDollar,,
geoId/28,2017,dcid:Amount_Investment,989945,USDollar,,
geoId/28,2018,dcid:Amount_Investment,840000,USDollar,,
geoId/28,2019,dcid:Amount_Investment,1315500,USDollar,,
geoId/28,2020,dcid:Amount_Investment,4869712,USDollar,,
geoId/28,2021,dcid:Amount_Investment,840000,USDollar,,
geoId/28,2022,dcid:Amount_Investment,22671071,USDollar,,
geoId/28,2023,dcid:Amount_Investment,4558617,USDollar,,
geoId/28,2024,dcid:Amount_Investment,2990000,USDollar,,
geoId/28,2025,dcid:Amount_Investment,1015000,USDollar,,
geoId/28,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,500000,USDollar,,
geoId/28,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,400000,USDollar,,
geoId/28,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,1468000,USDollar,,
geoId/28,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,352171,USDollar,,
geoId/28,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,1490718,USDollar,,
geoId/28,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,4449712,USDollar,,
geoId/28,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,7925843,USDollar,,
geoId/28,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,500000,USDollar,,
geoId/28,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,2000000,USDollar,,
geoId/28,2012,dcid:Amount_Investment_ProgramPlanning,756000,USDollar,,
geoId/28,2013,dcid:Amount_Investment_ProgramPlanning,100000,USDollar,,
geoId/28,2014,dcid:Amount_Investment_ProgramPlanning,445500,USDollar,,
geoId/28,2015,dcid:Amount_Investment_ProgramPlanning,756000,USDollar,,
geoId/28,2016,dcid:Amount_Investment_ProgramPlanning,998400,USDollar,,
geoId/28,2017,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/28,2018,dcid:Amount_Investment_ProgramPlanning,840000,USDollar,,
geoId/28,2019,dcid:Amount_Investment_ProgramPlanning,1015500,USDollar,,
geoId/28,2020,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/28,2021,dcid:Amount_Investment_ProgramPlanning,840000,USDollar,,
geoId/28,2022,dcid:Amount_Investment_ProgramPlanning,1013958,USDollar,,
geoId/28,2023,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/28,2024,dcid:Amount_Investment_ProgramPlanning,840000,USDollar,,
geoId/28,2025,dcid:Amount_Investment_ProgramPlanning,1015000,USDollar,,
geoId/28,2012,dcid:Amount_Investment_PublicWorks,1750000,USDollar,,
geoId/28,2013,dcid:Amount_Investment_PublicWorks,857000,USDollar,,
geoId/28,2014,dcid:Amount_Investment_PublicWorks,1876732,USDollar,,
geoId/28,2015,dcid:Amount_Investment_PublicWorks,2155000,USDollar,,
geoId/28,2016,dcid:Amount_Investment_PublicWorks,2425380,USDollar,,
geoId/28,2022,dcid:Amount_Investment_PublicWorks,13402416,USDollar,,
geoId/28,2023,dcid:Amount_Investment_PublicWorks,3000000,USDollar,,
geoId/28,2024,dcid:Amount_Investment_PublicWorks,150000,USDollar,,
geoId/28,2023,dcid:Amount_Investment_RegionalInnovationStrategies,638617,USDollar,,
geoId/28,2012,dcid:Amount_Investment_TechnicalAssistance,689225,USDollar,,
geoId/28,2016,dcid:Amount_Investment_TechnicalAssistance,50000,USDollar,,
geoId/28,2017,dcid:Amount_Investment_TechnicalAssistance,569945,USDollar,,
geoId/28,2019,dcid:Amount_Investment_TechnicalAssistance,300000,USDollar,,
geoId/28,2022,dcid:Amount_Investment_TechnicalAssistance,328854,USDollar,,
geoId/29,2012,dcid:Amount_Investment,2307320,USDollar,,
geoId/29,2013,dcid:Amount_Investment,8039261,USDollar,,
geoId/29,2014,dcid:Amount_Investment,5456618,USDollar,,
geoId/29,2015,dcid:Amount_Investment,7575474,USDollar,,
geoId/29,2016,dcid:Amount_Investment,9603281,USDollar,,
geoId/29,2017,dcid:Amount_Investment,1218103,USDollar,,
geoId/29,2018,dcid:Amount_Investment,2112037,USDollar,,
geoId/29,2019,dcid:Amount_Investment,6012559,USDollar,,
geoId/29,2020,dcid:Amount_Investment,9738071,USDollar,,
geoId/29,2021,dcid:Amount_Investment,5825323,USDollar,,
geoId/29,2022,dcid:Amount_Investment,47630538,USDollar,,
geoId/29,2023,dcid:Amount_Investment,6570872,USDollar,,
geoId/29,2024,dcid:Amount_Investment,8018920,USDollar,,
geoId/29,2025,dcid:Amount_Investment,1640000,USDollar,,
geoId/29,2026,dcid:Amount_Investment,1501373,USDollar,,
geoId/29,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,1434615,USDollar,,
geoId/29,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,1756479,USDollar,,
geoId/29,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,1494480,USDollar,,
geoId/29,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,1165265,USDollar,,
geoId/29,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,146336,USDollar,,
geoId/29,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,7332410,USDollar,,
geoId/29,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,1223866,USDollar,,
geoId/29,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,42305831,USDollar,,
geoId/29,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,296714,USDollar,,
geoId/29,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,4320000,USDollar,,
geoId/29,2026,dcid:Amount_Investment_EconomicAdjustmentAssistance,1501373,USDollar,,
geoId/29,2013,dcid:Amount_Investment_ProgramPlanning,1229400,USDollar,,
geoId/29,2014,dcid:Amount_Investment_ProgramPlanning,1194900,USDollar,,
geoId/29,2015,dcid:Amount_Investment_ProgramPlanning,576000,USDollar,,
geoId/29,2016,dcid:Amount_Investment_ProgramPlanning,3805700,USDollar,,
geoId/29,2017,dcid:Amount_Investment_ProgramPlanning,45000,USDollar,,
geoId/29,2018,dcid:Amount_Investment_ProgramPlanning,630000,USDollar,,
geoId/29,2019,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/29,2020,dcid:Amount_Investment_ProgramPlanning,1260000,USDollar,,
geoId/29,2021,dcid:Amount_Investment_ProgramPlanning,1401099,USDollar,,
geoId/29,2022,dcid:Amount_Investment_ProgramPlanning,1102500,USDollar,,
geoId/29,2023,dcid:Amount_Investment_ProgramPlanning,1260000,USDollar,,
geoId/29,2024,dcid:Amount_Investment_ProgramPlanning,1435920,USDollar,,
geoId/29,2012,dcid:Amount_Investment_PublicWorks,756894,USDollar,,
geoId/29,2013,dcid:Amount_Investment_PublicWorks,3457434,USDollar,,
geoId/29,2014,dcid:Amount_Investment_PublicWorks,2600787,USDollar,,
geoId/29,2015,dcid:Amount_Investment_PublicWorks,4557877,USDollar,,
geoId/29,2016,dcid:Amount_Investment_PublicWorks,3847759,USDollar,,
geoId/29,2022,dcid:Amount_Investment_PublicWorks,1500000,USDollar,,
geoId/29,2023,dcid:Amount_Investment_PublicWorks,1712580,USDollar,,
geoId/29,2024,dcid:Amount_Investment_PublicWorks,1500000,USDollar,,
geoId/29,2025,dcid:Amount_Investment_PublicWorks,1640000,USDollar,,
geoId/29,2016,dcid:Amount_Investment_RegionalInnovationStrategies,1777211,USDollar,,
geoId/29,2017,dcid:Amount_Investment_RegionalInnovationStrategies,1041659,USDollar,,
geoId/29,2018,dcid:Amount_Investment_RegionalInnovationStrategies,1128912,USDollar,,
geoId/29,2019,dcid:Amount_Investment_RegionalInnovationStrategies,1075862,USDollar,,
geoId/29,2020,dcid:Amount_Investment_RegionalInnovationStrategies,1137801,USDollar,,
geoId/29,2021,dcid:Amount_Investment_RegionalInnovationStrategies,1110778,USDollar,,
geoId/29,2022,dcid:Amount_Investment_RegionalInnovationStrategies,2582207,USDollar,,
geoId/29,2023,dcid:Amount_Investment_RegionalInnovationStrategies,3175995,USDollar,,
geoId/29,2012,dcid:Amount_Investment_TechnicalAssistance,115811,USDollar,,
geoId/29,2013,dcid:Amount_Investment_TechnicalAssistance,1595948,USDollar,,
geoId/29,2014,dcid:Amount_Investment_TechnicalAssistance,166451,USDollar,,
geoId/29,2015,dcid:Amount_Investment_TechnicalAssistance,1276332,USDollar,,
geoId/29,2016,dcid:Amount_Investment_TechnicalAssistance,26275,USDollar,,
geoId/29,2017,dcid:Amount_Investment_TechnicalAssistance,131444,USDollar,,
geoId/29,2018,dcid:Amount_Investment_TechnicalAssistance,353125,USDollar,,
geoId/29,2019,dcid:Amount_Investment_TechnicalAssistance,3886697,USDollar,,
geoId/29,2020,dcid:Amount_Investment_TechnicalAssistance,7860,USDollar,,
geoId/29,2021,dcid:Amount_Investment_TechnicalAssistance,2089579,USDollar,,
geoId/29,2022,dcid:Amount_Investment_TechnicalAssistance,140000,USDollar,,
geoId/29,2023,dcid:Amount_Investment_TechnicalAssistance,125583,USDollar,,
geoId/29,2024,dcid:Amount_Investment_TechnicalAssistance,763000,USDollar,,
geoId/30,2012,dcid:Amount_Investment,2106238,USDollar,,
geoId/30,2013,dcid:Amount_Investment,4222901,USDollar,,
geoId/30,2014,dcid:Amount_Investment,1278000,USDollar,,
geoId/30,2015,dcid:Amount_Investment,248600,USDollar,,
geoId/30,2016,dcid:Amount_Investment,5488452,USDollar,,
geoId/30,2017,dcid:Amount_Investment,836000,USDollar,,
geoId/30,2018,dcid:Amount_Investment,50000,USDollar,,
geoId/30,2019,dcid:Amount_Investment,2529486,USDollar,,
geoId/30,2020,dcid:Amount_Investment,6704612,USDollar,,
geoId/30,2021,dcid:Amount_Investment,661877,USDollar,,
geoId/30,2022,dcid:Amount_Investment,20967445,USDollar,,
geoId/30,2023,dcid:Amount_Investment,1509000,USDollar,,
geoId/30,2024,dcid:Amount_Investment,5737880,USDollar,,
geoId/30,2025,dcid:Amount_Investment,13255650,USDollar,,
geoId/30,2026,dcid:Amount_Investment,459000,USDollar,,
geoId/30,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,927738,USDollar,,
geoId/30,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,1200000,USDollar,,
geoId/30,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,200000,USDollar,,
geoId/30,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,50000,USDollar,,
geoId/30,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,5171112,USDollar,,
geoId/30,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,19625549,USDollar,,
geoId/30,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,4651280,USDollar,,
geoId/30,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,13115400,USDollar,,
geoId/30,2012,dcid:Amount_Investment_ProgramPlanning,138500,USDollar,,
geoId/30,2013,dcid:Amount_Investment_ProgramPlanning,1394146,USDollar,,
geoId/30,2014,dcid:Amount_Investment_ProgramPlanning,1048000,USDollar,,
geoId/30,2016,dcid:Amount_Investment_ProgramPlanning,2985750,USDollar,,
geoId/30,2017,dcid:Amount_Investment_ProgramPlanning,714000,USDollar,,
geoId/30,2018,dcid:Amount_Investment_ProgramPlanning,50000,USDollar,,
geoId/30,2019,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/30,2020,dcid:Amount_Investment_ProgramPlanning,1456500,USDollar,,
geoId/30,2021,dcid:Amount_Investment_ProgramPlanning,661877,USDollar,,
geoId/30,2022,dcid:Amount_Investment_ProgramPlanning,1341896,USDollar,,
geoId/30,2023,dcid:Amount_Investment_ProgramPlanning,1509000,USDollar,,
geoId/30,2024,dcid:Amount_Investment_ProgramPlanning,669000,USDollar,,
geoId/30,2025,dcid:Amount_Investment_ProgramPlanning,140250,USDollar,,
geoId/30,2026,dcid:Amount_Investment_ProgramPlanning,459000,USDollar,,
geoId/30,2012,dcid:Amount_Investment_PublicWorks,1000000,USDollar,,
geoId/30,2013,dcid:Amount_Investment_PublicWorks,1489255,USDollar,,
geoId/30,2016,dcid:Amount_Investment_PublicWorks,2256471,USDollar,,
geoId/30,2012,dcid:Amount_Investment_TechnicalAssistance,40000,USDollar,,
geoId/30,2013,dcid:Amount_Investment_TechnicalAssistance,139500,USDollar,,
geoId/30,2014,dcid:Amount_Investment_TechnicalAssistance,30000,USDollar,,
geoId/30,2015,dcid:Amount_Investment_TechnicalAssistance,248600,USDollar,,
geoId/30,2016,dcid:Amount_Investment_TechnicalAssistance,196231,USDollar,,
geoId/30,2017,dcid:Amount_Investment_TechnicalAssistance,122000,USDollar,,
geoId/30,2019,dcid:Amount_Investment_TechnicalAssistance,1479486,USDollar,,
geoId/30,2020,dcid:Amount_Investment_TechnicalAssistance,77000,USDollar,,
geoId/30,2024,dcid:Amount_Investment_TechnicalAssistance,417600,USDollar,,
geoId/31,2013,dcid:Amount_Investment,508700,USDollar,,
geoId/31,2014,dcid:Amount_Investment,2653180,USDollar,,
geoId/31,2015,dcid:Amount_Investment,1140000,USDollar,,
geoId/31,2016,dcid:Amount_Investment,1573025,USDollar,,
geoId/31,2018,dcid:Amount_Investment,720000,USDollar,,
geoId/31,2019,dcid:Amount_Investment,1940000,USDollar,,
geoId/31,2020,dcid:Amount_Investment,2865886,USDollar,,
geoId/31,2021,dcid:Amount_Investment,1195000,USDollar,,
geoId/31,2022,dcid:Amount_Investment,27891434,USDollar,,
geoId/31,2023,dcid:Amount_Investment,1432266,USDollar,,
geoId/31,2024,dcid:Amount_Investment,630000,USDollar,,
geoId/31,2025,dcid:Amount_Investment,2614781,USDollar,,
geoId/31,2026,dcid:Amount_Investment,153000,USDollar,,
geoId/31,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,39000,USDollar,,
geoId/31,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,315525,USDollar,,
geoId/31,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,2655886,USDollar,,
geoId/31,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,26499999,USDollar,,
geoId/31,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,769266,USDollar,,
geoId/31,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,2614781,USDollar,,
geoId/31,2013,dcid:Amount_Investment_ProgramPlanning,469700,USDollar,,
geoId/31,2014,dcid:Amount_Investment_ProgramPlanning,424000,USDollar,,
geoId/31,2015,dcid:Amount_Investment_ProgramPlanning,390000,USDollar,,
geoId/31,2016,dcid:Amount_Investment_ProgramPlanning,1257500,USDollar,,
geoId/31,2018,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/31,2019,dcid:Amount_Investment_ProgramPlanning,630000,USDollar,,
geoId/31,2020,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/31,2021,dcid:Amount_Investment_ProgramPlanning,595000,USDollar,,
geoId/31,2022,dcid:Amount_Investment_ProgramPlanning,667500,USDollar,,
geoId/31,2023,dcid:Amount_Investment_ProgramPlanning,363000,USDollar,,
geoId/31,2024,dcid:Amount_Investment_ProgramPlanning,630000,USDollar,,
geoId/31,2026,dcid:Amount_Investment_ProgramPlanning,153000,USDollar,,
geoId/31,2014,dcid:Amount_Investment_PublicWorks,2229180,USDollar,,
geoId/31,2015,dcid:Amount_Investment_PublicWorks,750000,USDollar,,
geoId/31,2022,dcid:Amount_Investment_PublicWorks,723935,USDollar,,
geoId/31,2023,dcid:Amount_Investment_RegionalInnovationStrategies,300000,USDollar,,
geoId/31,2018,dcid:Amount_Investment_TechnicalAssistance,300000,USDollar,,
geoId/31,2019,dcid:Amount_Investment_TechnicalAssistance,1310000,USDollar,,
geoId/31,2021,dcid:Amount_Investment_TechnicalAssistance,600000,USDollar,,
geoId/32,2012,dcid:Amount_Investment,5918650,USDollar,,
geoId/32,2013,dcid:Amount_Investment,278000,USDollar,,
geoId/32,2014,dcid:Amount_Investment,45000,USDollar,,
geoId/32,2015,dcid:Amount_Investment,1830512,USDollar,,
geoId/32,2017,dcid:Amount_Investment,861858,USDollar,,
geoId/32,2018,dcid:Amount_Investment,300000,USDollar,,
geoId/32,2019,dcid:Amount_Investment,3949131,USDollar,,
geoId/32,2020,dcid:Amount_Investment,940000,USDollar,,
geoId/32,2022,dcid:Amount_Investment,28134993,USDollar,,
geoId/32,2023,dcid:Amount_Investment,4956428,USDollar,,
geoId/32,2024,dcid:Amount_Investment,379300,USDollar,,
geoId/32,2025,dcid:Amount_Investment,150000,USDollar,,
geoId/32,2026,dcid:Amount_Investment,5000000,USDollar,,
geoId/32,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,1240650,USDollar,,
geoId/32,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,278000,USDollar,,
geoId/32,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,350000,USDollar,,
geoId/32,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,700000,USDollar,,
geoId/32,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,27064993,USDollar,,
geoId/32,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,2068998,USDollar,,
geoId/32,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,379300,USDollar,,
geoId/32,2012,dcid:Amount_Investment_ProgramPlanning,253000,USDollar,,
geoId/32,2014,dcid:Amount_Investment_ProgramPlanning,45000,USDollar,,
geoId/32,2015,dcid:Amount_Investment_ProgramPlanning,160000,USDollar,,
geoId/32,2017,dcid:Amount_Investment_ProgramPlanning,240000,USDollar,,
geoId/32,2020,dcid:Amount_Investment_ProgramPlanning,240000,USDollar,,
geoId/32,2022,dcid:Amount_Investment_ProgramPlanning,80000,USDollar,,
geoId/32,2023,dcid:Amount_Investment_ProgramPlanning,540000,USDollar,,
geoId/32,2012,dcid:Amount_Investment_PublicWorks,3800000,USDollar,,
geoId/32,2015,dcid:Amount_Investment_PublicWorks,1250600,USDollar,,
geoId/32,2019,dcid:Amount_Investment_PublicWorks,3649131,USDollar,,
geoId/32,2026,dcid:Amount_Investment_PublicWorks,5000000,USDollar,,
geoId/32,2023,dcid:Amount_Investment_RegionalInnovationStrategies,2315946,USDollar,,
geoId/32,2012,dcid:Amount_Investment_TechnicalAssistance,625000,USDollar,,
geoId/32,2015,dcid:Amount_Investment_TechnicalAssistance,69912,USDollar,,
geoId/32,2017,dcid:Amount_Investment_TechnicalAssistance,621858,USDollar,,
geoId/32,2018,dcid:Amount_Investment_TechnicalAssistance,300000,USDollar,,
geoId/32,2019,dcid:Amount_Investment_TechnicalAssistance,300000,USDollar,,
geoId/32,2022,dcid:Amount_Investment_TechnicalAssistance,990000,USDollar,,
geoId/32,2023,dcid:Amount_Investment_TechnicalAssistance,31484,USDollar,,
geoId/32,2025,dcid:Amount_Investment_TechnicalAssistance,150000,USDollar,,
geoId/33,2012,dcid:Amount_Investment,2444435,USDollar,,
geoId/33,2013,dcid:Amount_Investment,2146100,USDollar,,
geoId/33,2014,dcid:Amount_Investment,140000,USDollar,,
geoId/33,2015,dcid:Amount_Investment,40000,USDollar,,
geoId/33,2016,dcid:Amount_Investment,2038800,USDollar,,
geoId/33,2017,dcid:Amount_Investment,164835,USDollar,,
geoId/33,2018,dcid:Amount_Investment,140000,USDollar,,
geoId/33,2019,dcid:Amount_Investment,532181,USDollar,,
