Count_InPatient,Count_InPatient_Deceased_AsFractionOf_Count_InPatient,Count_OutPatient,Count_OutPatient_Ayush,Count_SurgicalProcedure_Major,Count_SurgicalProcedure_Minor,Date,District,lgdCode
56159.0,0.0,229891.0,464.0,569.0,282.0,2011-03,Neemuch,419
44305.0,1.0,275098.0,18245.0,87.0,3532.0,2011-03,Panna,420
33932.0,2.3,337538.0,2441.0,166.0,4111.0,2011-03,Raisen,421
46191.0,0.3,294185.0,9860.0,2065.0,2413.0,2011-03,Rajgarh,422
64808.0,1.0,343772.0,,2923.0,6567.0,2011-03,Ratlam,423
52484.0,0.1,420068.0,14.0,602.0,3036.0,2011-03,Rewa,424
40435.0,5.1,392414.0,20.0,4652.0,3401.0,2011-03,Sagar,425
84226.0,3.3,407210.0,856.0,1490.0,3461.0,2011-03,Satna,426
86811.0,0.0,523885.0,24302.0,707.0,3799.0,2011-03,Sehore,427
66511.0,1.1,437482.0,14797.0,1805.0,3216.0,2011-03,Seoni,428
60176.0,0.2,267111.0,2920.0,211.0,1116.0,2011-03,Shahdol,429
62198.0,0.7,521359.0,30325.0,830.0,3930.0,2011-03,Shajapur,430
31919.0,0.4,212409.0,5171.0,190.0,5747.0,2011-03,Sheopur,431
58309.0,1.1,420649.0,17868.0,262.0,699.0,2011-03,Shivpuri,432
30436.0,1.5,170235.0,1043.0,20.0,2918.0,2011-03,Sidhi,433
17498.0,0.3,91327.0,,776.0,994.0,2011-03,Singroli,638
50889.0,1.8,301397.0,22.0,755.0,4467.0,2011-03,Tikamgarh,434
99286.0,1.4,665534.0,9357.0,3599.0,8124.0,2011-03,Ujjain,435
26773.0,0.8,219892.0,5637.0,460.0,8068.0,2011-03,Umaria,436
73614.0,0.4,417938.0,5914.0,1300.0,777.0,2011-03,Vidisha,437
,,,,,,2011-03,Ahmednagar,466
3339.0,0.1,95438.0,,,,2011-03,Akola,467
58542.0,2.8,204546.0,7805.0,4477.0,7299.0,2011-03,Amravati,468
,,,,,,2011-03,Aurangabad,189
,,,,,,2011-03,Bhandara,471
,,,,,,2011-03,Bid,
,,,,,,2011-03,Brihan Mumbai,
,,,,,,2011-03,Buldana,472
,,,,,,2011-03,Chandrapur,473
2516.0,0.0,257104.0,8316.0,1247.0,1119.0,2011-03,Dhule,474
169.0,0.0,,,,,2011-03,Gadchiroli,475
,,,,,,2011-03,Gondiya,476
,,,,,,2011-03,Hingoli,477
,,597901.0,,,,2011-03,Jalgaon,478
19.0,0.0,652234.0,,1966.0,1466.0,2011-03,Jalna,479
,,850175.0,,,,2011-03,Kolhapur,480
,,35057.0,,140.0,201.0,2011-03,Latur,481
,,,1.0,,,2011-03,Nagpur,484
,,323018.0,,,,2011-03,Nanded,485
432.0,0.0,330632.0,,,,2011-03,Nandurbar,486
,,,,,,2011-03,Nashik,487
,,,,,,2011-03,Osmanabad,488
,,,,,,2011-03,Palghar,665
204.0,0.0,,,,,2011-03,Parbhani,489
1055009.0,0.5,1300617.0,,,,2011-03,Pune,490
,,,,,,2011-03,Raigarh,386
,,,,,,2011-03,Ratnagiri,492
4794.0,0.0,70222.0,1835.0,140.0,527.0,2011-03,Sangli,493
,,,,,,2011-03,Satara,494
,,,,,,2011-03,Sindhudurg,495
258.0,0.0,714370.0,,,,2011-03,Solapur,496
85.0,25.9,,,,,2011-03,Thane,497
,,,,,,2011-03,Wardha,498
,,74919.0,3410.0,,,2011-03,Washim,499
,,,10.0,,,2011-03,Yavatmal,500
7701.0,0.1,127699.0,15621.0,,,2011-03,Bishnupur,252
1356.0,0.1,22263.0,6710.0,,147.0,2011-03,Chandel,253
8448.0,1.5,109106.0,4645.0,946.0,4824.0,2011-03,Churachandpur,254
1778.0,0.1,89293.0,10661.0,1.0,503.0,2011-03,Imphal East,255
16373.0,2.0,154894.0,13360.0,5790.0,2767.0,2011-03,Imphal West,256
3523.0,0.5,80618.0,7855.0,13.0,802.0,2011-03,Senapati,257
2114.0,0.3,23423.0,1186.0,61.0,109.0,2011-03,Tamenglong,258
4189.0,0.1,131028.0,20135.0,,4594.0,2011-03,Thoubal,259
1497.0,2.7,33804.0,6161.0,140.0,1074.0,2011-03,Ukhrul,260
9945.0,1.0,190579.0,3772.0,,743.0,2011-03,East Garo Hills,273
,,,,,,2011-03,East Jaintia Hills,657
69966.0,2.4,997842.0,23396.0,7256.0,3739.0,2011-03,East Khasi Hills,274
,,,,,,2011-03,North Garo Hills,656
15546.0,0.6,253931.0,9129.0,49.0,169.0,2011-03,Ri Bhoi,276
2678.0,6.2,74810.0,3384.0,,108.0,2011-03,South Garo Hills,277
,,,,,,2011-03,South West Garo Hills,663
,,,,,,2011-03,South West Khasi Hills,658
22647.0,1.8,463081.0,26410.0,990.0,977.0,2011-03,West Garo Hills,278
20494.0,1.3,455947.0,20090.0,335.0,1501.0,2011-03,West Jaintia Hills,275
14226.0,1.3,320752.0,31748.0,,,2011-03,West Khasi Hills,279
,,,,,,2011-03,Aizawl East,
28238.0,3.7,574965.0,17826.0,7242.0,14596.0,2011-03,Aizawl West,
10175.0,1.8,71953.0,2601.0,209.0,2603.0,2011-03,Champhai,262
6922.0,1.6,60313.0,6080.0,272.0,3593.0,2011-03,Kolasib,263
5049.0,1.8,50621.0,2020.0,119.0,699.0,2011-03,Lawngtlai,264
15595.0,2.4,150597.0,4347.0,1474.0,2370.0,2011-03,Lunglei,265
5073.0,1.2,52786.0,808.0,28.0,1980.0,2011-03,Mamit,266
4714.0,3.6,35593.0,2376.0,310.0,688.0,2011-03,Saiha,267
4598.0,1.8,41189.0,2847.0,88.0,641.0,2011-03,Serchhip,268
23971.0,0.1,210971.0,5392.0,698.0,4067.0,2011-03,Dimapur,244
1512.0,2.2,14186.0,83.0,15.0,111.0,2011-03,Kiphire,614
7563.0,1.7,115876.0,3067.0,1192.0,1564.0,2011-03,Kohima,245
568.0,0.7,15303.0,1.0,,75.0,2011-03,Longleng,615
16549.0,0.9,81016.0,4114.0,412.0,1216.0,2011-03,Mokokchung,246
5195.0,0.2,31521.0,391.0,347.0,155.0,2011-03,Mon,247
867.0,4.4,30006.0,1637.0,,209.0,2011-03,Peren,613
2545.0,1.3,49714.0,635.0,122.0,1461.0,2011-03,Phek,248
3076.0,2.8,37851.0,2859.0,117.0,604.0,2011-03,Tuensang,249
2501.0,0.8,45758.0,1780.0,275.0,510.0,2011-03,Wokha,250
1369.0,2.6,38010.0,1621.0,89.0,373.0,2011-03,Zunheboto,251
22781.0,0.8,434625.0,14909.0,403.0,293.0,2011-03,Anugul,344
80018.0,0.9,816277.0,80327.0,1174.0,4028.0,2011-03,Balangir,345
60349.0,1.0,1056474.0,282804.0,2210.0,4266.0,2011-03,Baleshwar,346
57606.0,0.6,861429.0,128378.0,2370.0,4712.0,2011-03,Bargarh,347
11725.0,0.3,194597.0,21606.0,5122.0,410.0,2011-03,Baudh,349
56980.0,0.6,1020951.0,195061.0,1476.0,4462.0,2011-03,Bhadrak,348
27272.0,0.5,802993.0,83891.0,167.0,1692.0,2011-03,Cuttack,350
4840.0,6.9,118286.0,7068.0,,248.0,2011-03,Deogarh,351
53901.0,1.0,994137.0,156757.0,2103.0,7862.0,2011-03,Dhenkanal,352
10642.0,1.1,306990.0,20608.0,349.0,576.0,2011-03,Gajapati,353
73695.0,2.7,1312584.0,187496.0,4336.0,6327.0,2011-03,Ganjam,354
38746.0,0.5,697315.0,105419.0,659.0,7021.0,2011-03,Jagatsinghpur,355
29193.0,0.8,827246.0,51931.0,10748.0,3139.0,2011-03,Jajapur,356
32629.0,1.1,390997.0,46071.0,2036.0,673.0,2011-03,Jharsuguda,357
21370.0,1.2,465807.0,33010.0,8634.0,2506.0,2011-03,Kalahandi,358
44077.0,11.0,669304.0,67240.0,5008.0,2119.0,2011-03,Kandhamal,359
57621.0,1.1,989635.0,155267.0,7862.0,2873.0,2011-03,Kendrapara,360
59240.0,0.8,649136.0,84937.0,3559.0,2821.0,2011-03,Keonjhar,361
29073.0,0.6,1066326.0,79662.0,314.0,3035.0,2011-03,Khordha,362
26935.0,1.1,476798.0,14366.0,231.0,348.0,2011-03,Koraput,363
40425.0,0.6,443539.0,12180.0,6104.0,86.0,2011-03,Malkangiri,364
82749.0,1.3,1197471.0,185174.0,17.0,2859.0,2011-03,Mayurbhanj,365
11757.0,2.6,350461.0,8929.0,400.0,98.0,2011-03,Nabarangapur,366
80833.0,0.5,968920.0,134064.0,618.0,4307.0,2011-03,Nayagarh,367
41636.0,1.1,494544.0,37971.0,1116.0,1914.0,2011-03,Nuapada,368
89495.0,0.4,1047061.0,90553.0,5243.0,309.0,2011-03,Puri,369
27079.0,1.4,533916.0,36529.0,1530.0,2367.0,2011-03,Rayagada,370
46258.0,3.1,648595.0,62223.0,2074.0,1855.0,2011-03,Sambalpur,371
12743.0,1.7,301539.0,44680.0,,190.0,2011-03,Sonapur,372
73288.0,0.3,1068202.0,11615.0,3342.0,319.0,2011-03,Sundargarh,373
2917.0,0.0,711366.0,52883.0,,936.0,2011-03,Karaikal,598
9141.0,1.5,257406.0,17.0,1435.0,468.0,2011-03,Mahe,599
26798.0,0.0,2500304.0,124629.0,6160.0,28464.0,2011-03,Pondicherry,600
2772.0,2.3,182239.0,,163.0,230.0,2011-03,Yanam,601
35072.0,0.1,1380460.0,50221.0,7745.0,16922.0,2011-03,Amritsar,27
17408.0,0.6,391409.0,16683.0,1713.0,1724.0,2011-03,Barnala,605
44968.0,0.9,1012473.0,28713.0,5357.0,16992.0,2011-03,Bathinda,28
16266.0,0.3,305786.0,7393.0,1882.0,4956.0,2011-03,Faridkot,29
9462.0,1.5,294363.0,37560.0,2633.0,6100.0,2011-03,Fatehgarh Sahib,30
,,,,,,2011-03,Fazilka,651
46226.0,0.7,800814.0,15289.0,3732.0,12212.0,2011-03,Firozpur,31
64135.0,0.8,1444921.0,131195.0,8376.0,14241.0,2011-03,Gurdaspur,32
50023.0,1.6,1672843.0,120278.0,7106.0,32497.0,2011-03,Hoshiarpur,33
44623.0,1.5,1139119.0,36271.0,8390.0,38772.0,2011-03,Jalandhar,34
32479.0,1.1,644785.0,20971.0,6687.0,14311.0,2011-03,Kapurthala,35
55113.0,1.1,1264853.0,79834.0,6714.0,19340.0,2011-03,Ludhiana,36
23001.0,0.4,471301.0,7507.0,2374.0,6857.0,2011-03,Mansa,37
13345.0,0.7,418337.0,7826.0,2202.0,9981.0,2011-03,Moga,38
21354.0,0.2,538584.0,38913.0,2916.0,3857.0,2011-03,Mohali SAS Nagar,
19887.0,0.5,473244.0,56356.0,3602.0,6003.0,2011-03,Muktsar,
13148.0,0.9,455680.0,12001.0,2164.0,10658.0,2011-03,Nawanshahr,
,,,,,,2011-03,Pathankot,662
45147.0,0.2,1388552.0,96220.0,5842.0,20611.0,2011-03,Patiala,41
27867.0,0.7,592477.0,26474.0,2634.0,3165.0,2011-03,Rupnagar,42
45957.0,0.9,1055898.0,76469.0,8617.0,15785.0,2011-03,Sangrur,43
20237.0,0.6,556020.0,50448.0,3659.0,7562.0,2011-03,Tarn Taran,
109378.0,0.3,1711039.0,84039.0,8979.0,21252.0,2011-03,Ajmer,86
102806.0,0.1,1693633.0,157413.0,4593.0,4789.0,2011-03,Alwar,87
148102.0,0.7,987297.0,73417.0,6236.0,14464.0,2011-03,Banswara,88
74444.0,0.7,1140705.0,97601.0,2191.0,650.0,2011-03,Baran,89
34481.0,0.1,976085.0,41608.0,1477.0,1502.0,2011-03,Barmer,90
37035.0,0.1,886344.0,73509.0,2335.0,1483.0,2011-03,Bharatpur,91
84528.0,0.3,1182634.0,58386.0,3857.0,3918.0,2011-03,Bhilwara,92
15850.0,2.3,1158674.0,24291.0,1068.0,2073.0,2011-03,Bikaner,93
65294.0,0.3,702406.0,29589.0,1701.0,7233.0,2011-03,Bundi,94
44469.0,4.1,1075941.0,55233.0,3591.0,4140.0,2011-03,Chittaurgarh,95
56034.0,1.4,1260800.0,74474.0,5121.0,7555.0,2011-03,Churu,96
47277.0,0.0,817649.0,41313.0,303.0,348.0,2011-03,Dausa,97
66838.0,0.1,540632.0,37569.0,419.0,2606.0,2011-03,Dhaulpur,98
68760.0,0.3,608453.0,18829.0,4320.0,4906.0,2011-03,Dungarpur,99
55861.0,0.1,1467019.0,196848.0,2974.0,9163.0,2011-03,Ganganagar,100
53567.0,0.0,979807.0,446901.0,2394.0,17113.0,2011-03,Hanumangarh,101
142181.0,0.3,3842676.0,143341.0,11064.0,19686.0,2011-03,Jaipur,102
27585.0,0.8,489309.0,4288.0,296.0,341.0,2011-03,Jaisalmer,103
41582.0,0.5,843432.0,45072.0,1823.0,2386.0,2011-03,Jalor,104
88704.0,1.0,984353.0,49034.0,2085.0,1470.0,2011-03,Jhalawar,105
35696.0,0.1,1129722.0,91133.0,3446.0,5711.0,2011-03,Jhunjhunun,106
53840.0,0.0,1313770.0,69663.0,3372.0,9360.0,2011-03,Jodhpur,107
100968.0,0.3,1105643.0,91004.0,203.0,5722.0,2011-03,Karauli,108
41651.0,0.9,995446.0,60717.0,1396.0,3817.0,2011-03,Kota,109
82341.0,0.1,1926464.0,85983.0,4465.0,2796.0,2011-03,Nagaur,110
83351.0,0.6,1731289.0,70311.0,5446.0,8982.0,2011-03,Pali,111
47831.0,2.3,442702.0,8856.0,725.0,534.0,2011-03,Pratapgarh,629
62168.0,0.2,838294.0,36586.0,2782.0,3581.0,2011-03,Rajsamand,112
35108.0,0.0,494893.0,6223.0,1459.0,718.0,2011-03,Sawai Madhopur,113
58319.0,0.0,1587808.0,139341.0,1455.0,3893.0,2011-03,Sikar,114
47495.0,1.1,754437.0,46226.0,1577.0,7778.0,2011-03,Sirohi,115
73779.0,0.5,1049116.0,78589.0,2986.0,5758.0,2011-03,Tonk,116
62776.0,2.9,1587960.0,75407.0,320.0,3399.0,2011-03,Udaipur,117
14971.0,2.2,442545.0,225.0,1616.0,5572.0,2011-03,East,78
2054.0,1.0,33544.0,329.0,,,2011-03,North,80
2078.0,0.0,155977.0,,6.0,2603.0,2011-03,South,83
4612.0,0.5,131485.0,1086.0,,120.0,2011-03,West,85
54586.0,0.0,3156602.0,180042.0,2037.0,14555.0,2011-03,Ariyalur,
51763.0,0.0,3123641.0,,34895.0,326.0,2011-03,Chennai,568
201924.0,1.1,6458464.0,96952.0,6822.0,20373.0,2011-03,Coimbatore,569
67385.0,0.5,8721899.0,299977.0,13888.0,73644.0,2011-03,Cuddalore,570
85094.0,0.4,2526248.0,309813.0,3084.0,9252.0,2011-03,Dharmapuri,571
80379.0,3.6,4868101.0,,1207.0,8547.0,2011-03,Dindigul,572
42966.0,1.0,877761.0,146453.0,4019.0,4618.0,2011-03,Erode,573
154191.0,1.2,5120037.0,691803.0,8977.0,72926.0,2011-03,Kancheepuram,574
74067.0,0.1,3813266.0,803326.0,7749.0,32396.0,2011-03,Kanniyakumari,575
56423.0,0.1,3594716.0,370403.0,5438.0,18252.0,2011-03,Karur,576
137468.0,0.2,4076197.0,392738.0,12177.0,29702.0,2011-03,Krishnagiri,577
61560.0,0.1,4783858.0,589056.0,3073.0,38796.0,2011-03,Madurai,578
,,,,,,2011-03,Nagapattinam,579
152052.0,0.3,3935652.0,833753.0,6925.0,14072.0,2011-03,Namakkal,580
147796.0,0.0,328402.0,269669.0,841.0,3343.0,2011-03,Nilgiris,587
30125.0,0.5,1614390.0,152450.0,3708.0,6918.0,2011-03,Perambalur,581
111453.0,0.3,4124616.0,693980.0,8712.0,18740.0,2011-03,Pudukkottai,582
21330.0,0.1,2374043.0,80549.0,2151.0,11502.0,2011-03,Ramanathapuram,583
198815.0,0.9,7963507.0,806141.0,11261.0,59012.0,2011-03,Salem,584
75377.0,0.3,4504666.0,664076.0,6788.0,3168.0,2011-03,Sivaganga,585
97814.0,1.0,3726363.0,241535.0,1863.0,31587.0,2011-03,Thanjavur,586
36808.0,0.3,3208452.0,387155.0,1258.0,7675.0,2011-03,Theni,588
204031.0,0.1,5838874.0,312581.0,10568.0,33631.0,2011-03,Thiruvallur,589
97231.0,0.0,2906842.0,79838.0,2.0,14820.0,2011-03,Thiruvarur,590
181117.0,0.8,6361434.0,770150.0,9916.0,42982.0,2011-03,Tiruchirappalli,591
94323.0,2.5,4794613.0,708979.0,2343.0,10311.0,2011-03,Tirunelveli,592
95977.0,0.8,4133208.0,573204.0,5881.0,24181.0,2011-03,Tirupur,634
296250.0,0.1,4829888.0,362.0,6761.0,28535.0,2011-03,Tiruvanamalai,593
112963.0,1.1,4771026.0,951823.0,6668.0,6854.0,2011-03,Toothukudi,
237432.0,2.5,7022037.0,886690.0,16143.0,41442.0,2011-03,Vellore,595
137920.0,0.1,6669845.0,435270.0,5692.0,33761.0,2011-03,Viluppuram,596
86610.0,0.6,4536010.0,312466.0,11078.0,18389.0,2011-03,Virudhunagar,597
44309.0,1.0,263738.0,24834.0,45.0,52.0,2011-03,Dhalai,
39349.0,1.2,393472.0,24798.0,891.0,8727.0,2011-03,Gomati,
22152.0,1.0,291916.0,20072.0,,,2011-03,Khowai,
33591.0,1.3,278788.0,24841.0,23.0,518.0,2011-03,North Tripura,
37551.0,0.4,389858.0,35912.0,7.0,3519.0,2011-03,Sipahijala,
46044.0,0.3,358157.0,39079.0,,,2011-03,South Tripura,
31375.0,1.5,206238.0,27429.0,474.0,1163.0,2011-03,Unakoti,
67404.0,1.9,757074.0,20012.0,5741.0,3484.0,2011-03,West Tripura,
9883.0,0.1,1009030.0,,2008.0,3033.0,2011-03,Agra,118
103753.0,0.1,1250478.0,,1339.0,2602.0,2011-03,Aligarh,119
133041.0,0.0,2198047.0,3893.0,15754.0,11397.0,2011-03,Allahabad,
39387.0,0.1,243819.0,13653.0,3622.0,1322.0,2011-03,Ambedkar Nagar,121
22433.0,0.0,390749.0,,,48.0,2011-03,Auraiya,122
95207.0,0.6,798453.0,18413.0,174198.0,8557.0,2011-03,Azamgarh,123
53511.0,0.0,429938.0,484.0,998.0,529.0,2011-03,Bagpat,124
,,142710.0,,,,2011-03,Bahraich,125
,,,,,,2011-03,Ballia,126
37653.0,0.0,719382.0,,1601.0,1384.0,2011-03,Balrampur,649
64429.0,1.3,598544.0,31054.0,1046.0,3865.0,2011-03,Banda,128
,,,,,,2011-03,Barabanki,129
18725.0,0.1,272385.0,,3362.0,2720.0,2011-03,Bareilly,130
83425.0,6.0,676725.0,264.0,8940.0,7338.0,2011-03,Basti,131
,,,,,,2011-03,Bijnor,132
617.0,0.0,,,,,2011-03,Budaun,133
50856.0,57.7,1917350.0,256604.0,4878.0,8273.0,2011-03,Bulandshahar,134
,,,,,,2011-03,C S M Nagar,
,,,,,,2011-03,Chandauli,135
28093.0,8.0,301355.0,9126.0,850.0,4165.0,2011-03,Chitrakoot,136
24008.0,20.4,450109.0,3157.0,9230.0,5201.0,2011-03,Deoria,137
7.0,1057.1,172786.0,,256.0,227.0,2011-03,Etah,138
19968.0,1.6,231307.0,,3406.0,4198.0,2011-03,Etawah,139
58109.0,2.6,1036666.0,21795.0,6708.0,6391.0,2011-03,Faizabad,143
30442.0,0.6,441589.0,4170.0,2100.0,2366.0,2011-03,Farrukhabad,141
36328.0,1.0,539458.0,70.0,1781.0,7300.0,2011-03,Fatehpur,142
,,378543.0,,405.0,610.0,2011-03,Firozabad,143
3807.0,0.5,709428.0,,3783.0,3403.0,2011-03,Gautam Buddha Nagar,144
,,1538971.0,,219.0,2327.0,2011-03,Ghaziabad,145
74078.0,10.0,249814.0,420.0,2272.0,5741.0,2011-03,Ghazipur,146
41144.0,0.1,618406.0,,5002.0,3422.0,2011-03,Gonda,147
206335.0,0.5,5864782.0,,,,2011-03,Gorakhpur,148
72227.0,3.4,566231.0,,1061.0,4143.0,2011-03,Hamirpur,17
,,,,,,2011-03,Hapur,661
136700.0,0.4,1739133.0,64.0,6024.0,6703.0,2011-03,Hardoi,150
32963.0,0.1,516089.0,4.0,2990.0,6688.0,2011-03,Hathras,163
37351.0,0.7,691478.0,4367.0,1298.0,1972.0,2011-03,Jalaun,151
94159.0,0.4,1100621.0,225.0,11321.0,5933.0,2011-03,Jaunpur,152
37912.0,0.1,439631.0,230.0,1146.0,969.0,2011-03,Jhansi,153
49984.0,0.0,752451.0,171.0,2856.0,1979.0,2011-03,Jyotiba Phule Nagar,
34471.0,1.1,577849.0,7362.0,3463.0,2582.0,2011-03,Kannauj,155
3411.0,0.0,503339.0,16.0,92.0,1510.0,2011-03,Kanpur Dehat,156
52205.0,1.3,1846558.0,164.0,38967.0,15357.0,2011-03,Kanpur Nagar,157
23893.0,0.0,617671.0,37615.0,2778.0,2236.0,2011-03,Kashi Ram Nagar,
98849.0,0.0,541685.0,873.0,678.0,2352.0,2011-03,Kaushambi,158
3888.0,0.2,77069.0,1.0,928.0,346.0,2011-03,Kushinagar,160
,,,,,,2011-03,Lakhimpur Kheri,
54329.0,0.4,564975.0,,2154.0,6911.0,2011-03,Lalitpur,161
47528.0,0.1,768512.0,19.0,2885.0,8860.0,2011-03,Lucknow,162
50720.0,0.0,634082.0,30524.0,6217.0,4292.0,2011-03,Maharajganj,164
29788.0,0.5,196447.0,29.0,550.0,3559.0,2011-03,Mahoba,165
25889.0,0.0,210310.0,,,,2011-03,Mainpuri,166
,,,22.0,3846.0,815.0,2011-03,Mathura,167
30485.0,0.2,182624.0,1893.0,99304.0,3481.0,2011-03,Maunathbhanjan,
40395.0,0.5,1045143.0,145034.0,5646.0,6657.0,2011-03,Meerut,169
21785.0,0.7,523053.0,12468.0,1230.0,4830.0,2011-03,Mirzapur,170
15657.0,13.4,801590.0,,5868.0,5178.0,2011-03,Moradabad,171
144165.0,0.1,1615384.0,248.0,9447.0,6274.0,2011-03,Muzaffarnagar,172
39736.0,0.0,799603.0,339.0,18208.0,221540.0,2011-03,Pilibhit,173
28479.0,0.0,848780.0,,2728.0,2573.0,2011-03,Pratapgarh,629
,,584596.0,252.0,6.0,252.0,2011-03,Rae Bareli,175
22434.0,1.1,550527.0,,2206.0,2942.0,2011-03,Rampur,176
36634.0,0.8,896965.0,,3979.0,2479.0,2011-03,Saharanpur,177
,,,,,,2011-03,Sambhal,659
28423.0,0.1,822238.0,6635.0,3025.0,1613.0,2011-03,Sant Kabir Nagar,178
40980.0,0.0,275648.0,105.0,3541.0,3341.0,2011-03,Sant Ravidas Nagar,
,,907470.0,18402.0,4325.0,5213.0,2011-03,Shahjahanpur,180
,,,,,,2011-03,Shamli,660
,,716002.0,8.0,1296.0,990.0,2011-03,Shrawasti,181
64846.0,0.0,841023.0,192.0,1473.0,998.0,2011-03,Siddharth Nagar,182
149366.0,0.0,1255130.0,,9057.0,10295.0,2011-03,Sitapur,183
38824.0,0.0,421547.0,,1574.0,,2011-03,Sonbhadra,184
84000.0,7.3,1002007.0,,9320.0,8618.0,2011-03,Sultanpur,185
11329.0,0.2,684705.0,,3456.0,5553.0,2011-03,Unnav,186
81352.0,0.0,1189069.0,13062.0,11390.0,8919.0,2011-03,Varanasi,187
21745.0,0.2,268433.0,18664.0,1672.0,1491.0,2011-03,Almora,45
10502.0,0.6,264339.0,8447.0,108.0,198.0,2011-03,Bageshwar,46
6811.0,0.5,223833.0,3457.0,373.0,339.0,2011-03,Chamoli,47
9477.0,0.8,192151.0,19498.0,6.0,12.0,2011-03,Champawat,48
41599.0,0.6,1249637.0,42844.0,5908.0,5602.0,2011-03,Dehradun,49
42275.0,1.2,624047.0,53210.0,3285.0,6279.0,2011-03,Garhwal,328
16148.0,1.2,378774.0,27946.0,1032.0,2368.0,2011-03,Hardwar,50
29500.0,0.8,438531.0,7860.0,3518.0,2128.0,2011-03,Nainital,51
21718.0,1.3,364716.0,38571.0,720.0,2128.0,2011-03,Pithoragarh,53
216.0,0.0,21234.0,2567.0,50.0,228.0,2011-03,Rudraprayag,54
6907.0,3.6,222635.0,19077.0,427.0,100.0,2011-03,Tehri Garhwal,55
34722.0,0.5,747877.0,110724.0,3787.0,1265.0,2011-03,Udham Singh Nagar,56
13476.0,0.6,187822.0,8932.0,,372.0,2011-03,Uttarkashi,57
527129.0,0.1,1045493.0,591.0,493.0,5187.0,2011-03,Bankura,305
,,5285.0,,,,2011-03,Bardhaman,
43786.0,1.4,1804269.0,8295.0,742.0,751.0,2011-03,Birbhum,307
26803.0,0.5,793502.0,783.0,,539.0,2011-03,Dakshin Dinajpur,
,,,,,,2011-03,Darjeeling,309
100327.0,2.6,3009310.0,88248.0,9517.0,14998.0,2011-03,Haora,408
,,,,,,2011-03,Hooghly,312
98621.0,1.7,2873541.0,144109.0,36649.0,3620.0,2011-03,Jalpaiguri,314
46732.0,2.1,2088193.0,9458.0,2306.0,11617.0,2011-03,Koch Bihar,
1371.0,0.0,,,,,2011-03,Kolkata,315
69541.0,0.7,1528664.0,27854.0,,142.0,2011-03,Malda,316
89341.0,2.6,3874885.0,238136.0,5774.0,15154.0,2011-03,Medinipur East,317
60187.0,1.1,2687026.0,44651.0,1435.0,6751.0,2011-03,Medinipur West,318
216139.0,1.5,4420313.0,22882.0,13017.0,24585.0,2011-03,Murshidabad,319
203671.0,1.9,3702000.0,,32519.0,20797.0,2011-03,Nadia,320
14545.0,2.2,2132097.0,,1190.0,1885.0,2011-03,North 24 Parganas,
,,,,,,2011-03,Puruliya,321
199675.0,2.6,3762793.0,70804.0,8447.0,13099.0,2011-03,South 24 Parganas,
64214.0,3.5,1048893.0,,5678.0,3492.0,2011-03,Uttar Dinajpur,
,,,,,,2012-03,Indicators.1,
,,,,,,2012-03,,
7581.0,2.0,117911.0,2367.0,139.0,168.0,2012-03,Nicobar,603
12638.0,2.3,2584.0,3055.0,,40.0,2012-03,North and Middle Andaman,632
31205.0,2.7,979362.0,15563.0,2153.0,6732.0,2012-03,South Andaman,602
259347.0,0.0,1600281.0,2331.0,,,2012-03,Adilabad,501
187578.0,2.1,4785206.0,335116.0,,3901.0,2012-03,Anantapur,502
95025.0,0.3,2670621.0,,1518.0,33487.0,2012-03,Chittoor,503
60518.0,2.6,2798044.0,575969.0,4603.0,18456.0,2012-03,Cuddapah,
161129.0,3.0,1915430.0,58175.0,15961.0,34926.0,2012-03,East Godavari,505
94005.0,0.7,2908280.0,78184.0,4493.0,41678.0,2012-03,Guntur,506
68718.0,0.0,850569.0,,4684.0,2061.0,2012-03,Hyderabad,507
72531.0,2.2,1466899.0,76145.0,1343.0,8001.0,2012-03,Karim Nagar,508
192300.0,0.5,4004815.0,32464.0,4613.0,39863.0,2012-03,Khammam,509
35454.0,2.3,1502124.0,123554.0,21366.0,2267.0,2012-03,Krishna,510
92119.0,3.2,1903146.0,214015.0,4136.0,4811.0,2012-03,Kurnool,511
33317.0,0.2,2117566.0,66571.0,111.0,1306.0,2012-03,Mahbubnagar,512
93496.0,4.8,2607710.0,126855.0,4277.0,16910.0,2012-03,Medak,513
66563.0,1.1,1507150.0,28435.0,6515.0,2903.0,2012-03,Nalgonda,514
21227.0,4.0,3019418.0,766.0,1814.0,13361.0,2012-03,Nellore,595
19165.0,0.3,1151078.0,6444.0,8.0,116.0,2012-03,Nizamabad,516
45937.0,0.8,907071.0,14509.0,2700.0,18899.0,2012-03,Prakasam,517
15826.0,0.2,1558122.0,78986.0,2210.0,15676.0,2012-03,Ranga Reddy,518
14309.0,8.5,1750671.0,63718.0,6992.0,2891.0,2012-03,Srikakulam,519
36836.0,2.9,1535964.0,87292.0,362.0,1115.0,2012-03,Vishakapatnam,520
92617.0,1.4,1701119.0,155062.0,3688.0,18427.0,2012-03,Vizianagaram,521
83785.0,0.0,837980.0,975.0,10.0,92.0,2012-03,Warangal,
14870.0,2.6,2111799.0,28390.0,3037.0,14484.0,2012-03,West Godavari,523
523.0,0.6,30939.0,3714.0,1406.0,135.0,2012-03,Anjaw,628
4640.0,0.8,116090.0,15475.0,4.0,215.0,2012-03,Changlang,229
