Series Name,Series Code,Level_attr,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Population, total",SP.POP.TOTL,Afghanistan,Afghanistan- Badakhshan,AFG_Badakhshan_AF.BD_272_AFG001,745000.0,774000.0,809000.0,846000.0,882000.0,914000.0,944000.0,970000.0,985000.0,1008000.0,1033000.0,1061000.0,1093000.0,1126000.0,1158000.0,1188000.0,1216000.0
"Population, total",SP.POP.TOTL,Afghanistan,Afghanistan- Badghis,AFG_Badghis_AF.BG_273_AFG002,389000.0,404000.0,422000.0,442000.0,460000.0,477000.0,493000.0,506000.0,514000.0,526000.0,539000.0,554000.0,570000.0,587000.0,604000.0,620000.0,634000.0
"Population, total",SP.POP.TOTL,Afghanistan,Afghanistan- Baghlan,AFG_Baghlan_AF.BL_274_AFG003,701000.0,730000.0,763000.0,799000.0,834000.0,865000.0,893000.0,918000.0,935000.0,958000.0,983000.0,1011000.0,1042000.0,1075000.0,1106000.0,1137000.0,1164000.0
"Population, total",SP.POP.TOTL,Afghanistan,Afghanistan- Balkh,AFG_Balkh_ District_3477,969000.0,1013000.0,1063000.0,1117000.0,1170000.0,1217000.0,1257000.0,1292000.0,1330000.0,1364000.0,1403000.0,1449000.0,1498000.0,1549000.0,1600000.0,1649000.0,1695000.0
"Population, total",SP.POP.TOTL,Afghanistan,Afghanistan- Bamyan,AFG_Bamyan_AF.BM_276_AFG005,351000.0,365000.0,381000.0,398000.0,415000.0,430000.0,444000.0,457000.0,463000.0,474000.0,486000.0,500000.0,514000.0,529000.0,545000.0,559000.0,572000.0
"Population, total",SP.POP.TOTL,Afghanistan,Afghanistan- Daykundi,AFG_Daykundi_AF.DK_99878_AFG033,362000.0,376000.0,393000.0,411000.0,428000.0,444000.0,458000.0,471000.0,478000.0,489000.0,501000.0,515000.0,530000.0,546000.0,517000.0,516000.0,514000.0
