"CONCEPT","CODE","NAME_EN","PARENT","SORT_ORDER","dcid","typeOf","containedInPlace","name","wikidataId","unDataCode","UnDataCode","alternateName","Parent_dcid","Comment"
"GEOGRAPHY","C21400033","Čita","C21400000","","wikidataId/Q53139","City","wikidataId/Q21349462","""Chita""","""Q53139""","","undata-geo:C21400033","""Čita""","",""
"GEOGRAPHY","C21400034","Derbent","C21400000","","wikidataId/Q131416","City","country/RUS,wikidataId/Q16638631,wikidataId/Q2282190","""Derbent""","""Q131416""","","undata-geo:C21400034","","",""
"GEOGRAPHY","C21400035","Dimitrovgrad","C21400000","","wikidataId/Q135285","City,Village","wikidataId/Q5634","""Dimitrovgrad""","""Q135285""","","undata-geo:C21400035","","",""
"GEOGRAPHY","C21400036","Domodedovo","C21400000","","wikidataId/Q135410","City","wikidataId/Q846254","""Domodedovo""","""Q135410""","","undata-geo:C21400036","","",""
"GEOGRAPHY","C21400037","Ekaterinburg","C21400000","","wikidataId/Q887","City","wikidataId/Q4307474","""Yekaterinburg""","""Q887""","","undata-geo:C21400037","""Ekaterinburg""","",""
"GEOGRAPHY","C21400038","Elec","C21400000","","","","","""Elec""","","","undata-geo:C21400038","","",""
"GEOGRAPHY","C21400039","Elektrostal","C21400000","","wikidataId/Q198419","City","wikidataId/Q27477665","""Elektrostal""","""Q198419""","","undata-geo:C21400039","","",""
"GEOGRAPHY","C21400040","Elets","C21400000","","wikidataId/Q20644618","Village","wikidataId/Q23895270","""Elets-Malanino""","""Q20644618""","","undata-geo:C21400040","","",""
"GEOGRAPHY","C21400041","Èlista","C21400000","","wikidataId/Q3977","City","wikidataId/Q4145683","""Elista""","""Q3977""","","undata-geo:C21400041","""Èlista""","",""
"GEOGRAPHY","C21400042","Èngel’s","C21400000","","wikidataId/Q198748","City","wikidataId/Q4307503","""Engels""","""Q198748""","","undata-geo:C21400042","""Èngel’s""","",""
"GEOGRAPHY","C21400043","Esentuky","C21400000","","wikidataId/Q135787","City","wikidataId/Q23043647","""Yessentuki""","""Q135787""","","undata-geo:C21400043","""Esentuky""","",""
"GEOGRAPHY","C21400044","Glazov","C21400000","","wikidataId/Q134433","City","wikidataId/Q5422","""Glazov""","""Q134433""","","undata-geo:C21400044","","",""
"GEOGRAPHY","C21400045","Groznyi","C21400000","","wikidataId/Q5196","City","wikidataId/Q4144847,wikidataId/Q5187,wikidataId/Q5207","""Grozny""","""Q5196""","","undata-geo:C21400045","""Groznyi""","",""
"GEOGRAPHY","C21400046","Gubkin","C21400000","","wikidataId/Q134679","City","wikidataId/Q4151434","""Gubkin""","""Q134679""","","undata-geo:C21400046","","",""
"GEOGRAPHY","C21400047","Habarovsk","C21400000","","wikidataId/Q4454","City","wikidataId/Q27517125","""Khabarovsk""","""Q4454""","","undata-geo:C21400047","""Habarovsk""","",""
"GEOGRAPHY","C21400048","Hasaviurt","C21400000","","wikidataId/Q147756","City","wikidataId/Q16638683","""Khasavyurt""","""Q147756""","","undata-geo:C21400048","""Hasaviurt""","",""
"GEOGRAPHY","C21400049","Himki","C21400000","","wikidataId/Q197582","City","wikidataId/Q1697,wikidataId/Q2710135","""Khimki""","""Q197582""","","undata-geo:C21400049","""Himki""","",""
"GEOGRAPHY","C21400050","Irkutsk","C21400000","","wikidataId/Q6576","City","wikidataId/Q27551718","""Irkutsk""","""Q6576""","","undata-geo:C21400050","","",""
"GEOGRAPHY","C21400051","Ivanovo","C21400000","","wikidataId/Q2630","City","wikidataId/Q27547037","""Ivanovo""","""Q2630""","","undata-geo:C21400051","","",""
"GEOGRAPHY","C21400052","Iževsk","C21400000","","wikidataId/Q5426","City","wikidataId/Q5422","""Izhevsk""","""Q5426""","","undata-geo:C21400052","""Iževsk""","",""
"GEOGRAPHY","C21400053","Jakutsk","C21400000","","wikidataId/Q6610","City","wikidataId/Q18405912","""Yakutsk""","""Q6610""","","undata-geo:C21400053","""Jakutsk""","",""
"GEOGRAPHY","C21400054","Jaroslavl’","C21400000","","wikidataId/Q2423","City","wikidataId/Q2448","""Yaroslavl""","""Q2423""","","undata-geo:C21400054","""Jaroslavl’""","",""
"GEOGRAPHY","C21400055","Joškar-Ola","C21400000","","wikidataId/Q5449","City","wikidataId/Q18055588","""Yoshkar-Ola""","""Q5449""","","undata-geo:C21400055","""Joškar-Ola""","",""
"GEOGRAPHY","C21400056","Juźno-Sahalinsk","C21400000","","wikidataId/Q7859","City","wikidataId/Q4145648","""Yuzhno-Sakhalinsk""","""Q7859""","","undata-geo:C21400056","""Juźno-Sahalinsk""","",""
"GEOGRAPHY","C21400057","Kaliningrad","C21400000","","wikidataId/Q1829","City","wikidataId/Q27554528","""Kaliningrad""","""Q1829""","","undata-geo:C21400057","","",""
"GEOGRAPHY","C21400058","Kaluga","C21400000","","wikidataId/Q2837","City","wikidataId/Q20089985","""Kaluga""","""Q2837""","","undata-geo:C21400058","","",""
"GEOGRAPHY","C21400059","Kamensk-Ural’skij","C21400000","","wikidataId/Q105444","City","wikidataId/Q3812683,wikidataId/Q4307475,wikidataId/Q5462,wikidataId/Q5714","""Kamensk-Uralsky""","""Q105444""","","undata-geo:C21400059","""Kamensk-Ural’skij""","",""
"GEOGRAPHY","C21400060","Kamyšin","C21400000","","wikidataId/Q144170","City","wikidataId/Q27537301","""Kamyshin""","""Q144170""","","undata-geo:C21400060","""Kamyšin""","",""
"GEOGRAPHY","C21400061","Kansk","C21400000","","wikidataId/Q144345","City","wikidataId/Q18405931","""Kansk""","""Q144345""","","undata-geo:C21400061","","",""
"GEOGRAPHY","C21400062","Kaspiysk","C21400000","","wikidataId/Q145507","City","wikidataId/Q16638640,wikidataId/Q5118","""Kaspiysk""","""Q145507""","","undata-geo:C21400062","","",""
"GEOGRAPHY","C21400063","Kazan’","C21400000","","wikidataId/Q900","City","wikidataId/Q5481","""Kazan""","""Q900""","","undata-geo:C21400063","""Kazan’""","",""
"GEOGRAPHY","C21400064","Kemerovo","C21400000","","wikidataId/Q6066","City","wikidataId/Q27566164,wikidataId/Q5851","""Kemerovo""","""Q6066""","","undata-geo:C21400064","","",""
"GEOGRAPHY","C21400065","Kirov","C21400000","","wikidataId/Q5384","City","wikidataId/Q4221641","""Kirov""","""Q5384""","","undata-geo:C21400065","","",""
"GEOGRAPHY","C21400066","Kiselevsk","C21400000","","wikidataId/Q153663","City","wikidataId/Q19618120","""Kiselyovsk""","""Q153663""","","undata-geo:C21400066","""Kiselevsk""","",""
"GEOGRAPHY","C21400067","Kislovodsk","C21400000","","wikidataId/Q153676","City","wikidataId/Q4145647","""Kislovodsk""","""Q153676""","","undata-geo:C21400067","","",""
"GEOGRAPHY","C21400068","Kolomna","C21400000","","wikidataId/Q133026","City","wikidataId/Q4145666","""Kolomna""","""Q133026""","","undata-geo:C21400068","","",""
"GEOGRAPHY","C21400069","Komsomol’sk-na-Amure","C21400000","","wikidataId/Q154801","City","wikidataId/Q27517127","""Komsomolsk-on-Amur""","""Q154801""","","undata-geo:C21400069","""Komsomol’sk-na-Amure""","",""
"GEOGRAPHY","C21400070","Kopeysk","C21400000","","wikidataId/Q155148","City","wikidataId/Q19910176,wikidataId/Q5714","""Kopeysk""","""Q155148""","","undata-geo:C21400070","","",""
"GEOGRAPHY","C21400071","Korolёv","C21400000","","wikidataId/Q155309","City","wikidataId/Q27477634","""Korolyov""","""Q155309""","","undata-geo:C21400071","""Korolёv""","",""
"GEOGRAPHY","C21400072","Kostroma","C21400000","","wikidataId/Q2592","City","country/RUS,wikidataId/Q27572809","""Kostroma""","""Q2592""","","undata-geo:C21400072","","",""
"GEOGRAPHY","C21400073","Kovrov","C21400000","","wikidataId/Q102445","City","wikidataId/Q27532908","""Kovrov""","""Q102445""","","undata-geo:C21400073","","",""
"GEOGRAPHY","C21400074","Krasnodar","C21400000","","wikidataId/Q3646","City","wikidataId/Q4307501","""Krasnodar""","""Q3646""","","undata-geo:C21400074","","",""
"GEOGRAPHY","C21400075","Krasnogorsk","C21400000","","wikidataId/Q155569","City","wikidataId/Q1697","""Krasnogorsk""","""Q155569""","","undata-geo:C21400075","","",""
"GEOGRAPHY","C21400076","Krasnojarsk","C21400000","","wikidataId/Q919","City","wikidataId/Q18405934","""Krasnoyarsk""","""Q919""","","undata-geo:C21400076","""Krasnojarsk""","",""
"GEOGRAPHY","C21400077","Kurgan","C21400000","","wikidataId/Q13379","City","wikidataId/Q27577636","""Kurgan""","""Q13379""","","undata-geo:C21400077","","",""
"GEOGRAPHY","C21400078","Kursk","C21400000","","wikidataId/Q3159","City","wikidataId/Q3178","""Kursk""","""Q3159""","","undata-geo:C21400078","","",""
"GEOGRAPHY","C21400079","Kyzyl","C21400000","","wikidataId/Q6049","City","wikidataId/Q960","""Kyzyl""","""Q6049""","","undata-geo:C21400079","","",""
"GEOGRAPHY","C21400080","Leninsk-Kuzneckij","C21400000","","wikidataId/Q157482","City","wikidataId/Q19618847","""Leninsk-Kuznetsky""","""Q157482""","","undata-geo:C21400080","""Leninsk-Kuzneckij""","",""
"GEOGRAPHY","C21400081","Lipeck","C21400000","","wikidataId/Q3490","City","wikidataId/Q27588357","""Lipetsk""","""Q3490""","","undata-geo:C21400081","""Lipeck""","",""
"GEOGRAPHY","C21400082","Ljubercy","C21400000","","wikidataId/Q141358","City","wikidataId/Q27487820","""Lyubertsy""","""Q141358""","","undata-geo:C21400082","""Ljubercy""","",""
"GEOGRAPHY","C21400083","Magadan","C21400000","","wikidataId/Q7968","City","wikidataId/Q27588372","""Magadan""","""Q7968""","","undata-geo:C21400083","","",""
"GEOGRAPHY","C21400084","Magnitogorsk","C21400000","","wikidataId/Q95449","City","wikidataId/Q5714","""Magnitogorsk""","""Q95449""","","undata-geo:C21400084","","",""
"GEOGRAPHY","C21400085","Mahačkala","C21400000","","wikidataId/Q5168","City","wikidataId/Q5118","""Makhachkala""","""Q5168""","","undata-geo:C21400085","""Mahačkala""","",""
"GEOGRAPHY","C21400086","Majkop","C21400000","","wikidataId/Q3752","City","wikidataId/Q14506938","""Maykop""","""Q3752""","","undata-geo:C21400086","""Majkop""","",""
"GEOGRAPHY","C21400087","Meždurečensk","C21400000","","wikidataId/Q158751","City","wikidataId/Q4288639","""Mezhdurechensk""","""Q158751""","","undata-geo:C21400087","""Meždurečensk""","",""
"GEOGRAPHY","C21400088","Miass","C21400000","","wikidataId/Q105455","City","wikidataId/Q19910800","""Miass""","""Q105455""","","undata-geo:C21400088","","",""
"GEOGRAPHY","C21400089","Mičurinsk","C21400000","","wikidataId/Q159124","City","wikidataId/Q14500793,wikidataId/Q4226930","""Michurinsk""","""Q159124""","","undata-geo:C21400089","""Mičurinsk""","",""
"GEOGRAPHY","C21400090","Murmansk","C21400000","","wikidataId/Q1763","City","wikidataId/Q1759","""Murmansk""","""Q1763""","","undata-geo:C21400090","","",""
"GEOGRAPHY","C21400091","Murom","C21400000","","wikidataId/Q162677","City","wikidataId/Q6938825","""Murom""","""Q162677""","","undata-geo:C21400091","","",""
"GEOGRAPHY","C21400092","Mytišči","C21400000","","wikidataId/Q23185","City","wikidataId/Q2710135","""Mytishchi""","""Q23185""","","undata-geo:C21400092","""Mytišči""","",""
"GEOGRAPHY","C21400093","""Naberežnye Čelny""","C21400000","","wikidataId/Q95041","City","wikidataId/Q5481","""Naberezhnye Chelny""","""Q95041""","","undata-geo:C21400093","""Naberežnye Čelny""","",""
"GEOGRAPHY","C21400094","Nahodka","C21400000","","wikidataId/Q156658","City","wikidataId/Q4314735","""Nakhodka""","""Q156658""","","undata-geo:C21400094","""Nahodka""","",""
"GEOGRAPHY","C21400095","Nal’čik","C21400000","","wikidataId/Q5265","City","wikidataId/Q19908781","""Nalchik""","""Q5265""","","undata-geo:C21400095","""Nal’čik""","",""
"GEOGRAPHY","C21400096","Nazran","C21400000","","wikidataId/Q163935","City","wikidataId/Q15617410","""Nazran""","""Q163935""","","undata-geo:C21400096","","",""
"GEOGRAPHY","C21400097","Neftekamsk","C21400000","","wikidataId/Q172601","City","wikidataId/Q16638665","""Neftekamsk""","""Q172601""","","undata-geo:C21400097","","",""
"GEOGRAPHY","C21400098","Nefteyugansk","C21400000","","wikidataId/Q172616","City","wikidataId/Q6320","""Nefteyugansk""","""Q172616""","","undata-geo:C21400098","","",""
"GEOGRAPHY","C21400099","Nevinnomyssk","C21400000","","wikidataId/Q165806","City","wikidataId/Q14506936","""Nevinnomyssk""","""Q165806""","","undata-geo:C21400099","","",""
"GEOGRAPHY","C21400100","Nižnekamsk","C21400000","","wikidataId/Q172657","City","wikidataId/Q2220488","""Nizhnekamsk""","""Q172657""","","undata-geo:C21400100","""Nižnekamsk""","",""
"GEOGRAPHY","C21400101","Nižnevartovsk","C21400000","","wikidataId/Q172637","City","wikidataId/Q6320","""Nizhnevartovsk""","""Q172637""","","undata-geo:C21400101","""Nižnevartovsk""","",""
"GEOGRAPHY","C21400102","""Nižnij  Novgorod""","C21400000","","wikidataId/Q891","City","wikidataId/Q23898959","""Nizhny Novgorod""","""Q891""","","undata-geo:C21400102","""Nižnij  Novgorod""","",""
"GEOGRAPHY","C21400103","""Nižnij Tagil""","C21400000","","wikidataId/Q98967","City","wikidataId/Q4145649","""Nizhny Tagil""","""Q98967""","","undata-geo:C21400103","""Nižnij Tagil""","",""
"GEOGRAPHY","C21400104","Noginsk","C21400000","","wikidataId/Q175480","City","wikidataId/Q4145557","""Noginsk""","""Q175480""","","undata-geo:C21400104","","",""
"GEOGRAPHY","C21400105","Noril’sk","C21400000","","wikidataId/Q175517","City","wikidataId/Q17333575","""Norilsk""","""Q175517""","","undata-geo:C21400105","""Noril’sk""","",""
"GEOGRAPHY","C21400106","Novočeboksarsk","C21400000","","wikidataId/Q175433","City","country/RUS,wikidataId/Q24939370","""Novocheboksarsk""","""Q175433""","","undata-geo:C21400106","""Novočeboksarsk""","",""
"GEOGRAPHY","C21400107","Novočerkassk","C21400000","","wikidataId/Q175452","City","wikidataId/Q3573","""Novocherkassk""","""Q175452""","","undata-geo:C21400107","""Novočerkassk""","",""
"GEOGRAPHY","C21400108","Novokujbyševsk","C21400000","","wikidataId/Q175124","City","wikidataId/Q27577211","""Novokuybyshevsk""","""Q175124""","","undata-geo:C21400108","""Novokujbyševsk""","",""
"GEOGRAPHY","C21400109","Novokuzneck","C21400000","","wikidataId/Q93910","City","wikidataId/Q27566173","""Novokuznetsk""","""Q93910""","","undata-geo:C21400109","""Novokuzneck""","",""
"GEOGRAPHY","C21400110","Novomoskovsk","C21400000","","wikidataId/Q175161","City","wikidataId/Q1654665,wikidataId/Q1658293","""Novomoskovsk""","""Q175161""","","undata-geo:C21400110","","",""
"GEOGRAPHY","C21400111","Novorossijsk","C21400000","","wikidataId/Q15760","City","wikidataId/Q4307505","""Novorossiysk""","""Q15760""","","undata-geo:C21400111","""Novorossijsk""","",""
"GEOGRAPHY","C21400112","Novošahtinsk","C21400000","","wikidataId/Q155809","City","wikidataId/Q3573","""Novoshakhtinsk""","""Q155809""","","undata-geo:C21400112","""Novošahtinsk""","",""
"GEOGRAPHY","C21400113","Novosibirsk","C21400000","","wikidataId/Q883","City","wikidataId/Q5851","""Novosibirsk""","""Q883""","","undata-geo:C21400113","","",""
"GEOGRAPHY","C21400114","Novotroick","C21400000","","wikidataId/Q175360","City","wikidataId/Q19915695","""Novotroitsk""","""Q175360""","","undata-geo:C21400114","""Novotroick""","",""
"GEOGRAPHY","C21400115","""Novy Urengoy""","C21400000","","wikidataId/Q175470","City","wikidataId/Q21349461","""Novy Urengoy""","""Q175470""","","undata-geo:C21400115","","",""
"GEOGRAPHY","C21400116","Noyabrsk","C21400000","","wikidataId/Q175524","City","wikidataId/Q21349460","""Noyabrsk""","""Q175524""","","undata-geo:C21400116","","",""
"GEOGRAPHY","C21400117","Obninsk","C21400000","","wikidataId/Q175651","City","wikidataId/Q27558920","""Obninsk""","""Q175651""","","undata-geo:C21400117","","",""
"GEOGRAPHY","C21400118","Odincovo","C21400000","","wikidataId/Q175742","City","wikidataId/Q60853397","""Odintsovo""","""Q175742""","","undata-geo:C21400118","""Odincovo""","",""
"GEOGRAPHY","C21400119","Oktjabr’sk","C21400000","","wikidataId/Q155818","City","wikidataId/Q27577212","""Oktyabrsk""","""Q155818""","","undata-geo:C21400119","""Oktjabr’sk""","",""
"GEOGRAPHY","C21400120","Omsk","C21400000","","wikidataId/Q898","City","wikidataId/Q5835","""Omsk""","""Q898""","","undata-geo:C21400120","","",""
"GEOGRAPHY","C21400121","Orehovo-Zuevo","C21400000","","wikidataId/Q176636","City","country/RUS","""Orekhovo-Zuyevo""","""Q176636""","","undata-geo:C21400121","""Orehovo-Zuevo""","",""
"GEOGRAPHY","C21400122","Orenburg","C21400000","","wikidataId/Q5337","City","wikidataId/Q4144855","""Orenburg""","""Q5337""","","undata-geo:C21400122","","",""
"GEOGRAPHY","C21400123","Orsk","C21400000","","wikidataId/Q47166","City","wikidataId/Q23898961","""Orsk""","""Q47166""","","undata-geo:C21400123","","",""
"GEOGRAPHY","C21400124","Orёl","C21400000","","wikidataId/Q3118","City","wikidataId/Q3129","""Oryol""","""Q3118""","","undata-geo:C21400124","""Orёl""","",""";Candidate dcids: ['wikidataId/Q3129']"""
"GEOGRAPHY","C21400125","Penza","C21400000","","wikidataId/Q5540","City","wikidataId/Q5545","""Penza""","""Q5540""","","undata-geo:C21400125","","",""
"GEOGRAPHY","C21400126","Perm’","C21400000","","wikidataId/Q915","City","wikidataId/Q5400","""Perm""","""Q915""","","undata-geo:C21400126","""Perm’""","",""
"GEOGRAPHY","C21400127","Pervoural’sk","C21400000","","wikidataId/Q19157","City","wikidataId/Q4145674,wikidataId/Q5462","""Pervouralsk""","""Q19157""","","undata-geo:C21400127","""Pervoural’sk""","",""
"GEOGRAPHY","C21400128","Petropavlovsk-Kamčatskij","C21400000","","wikidataId/Q7951","City","wikidataId/Q27559915","""Petropavlovsk-Kamchatsky""","""Q7951""","","undata-geo:C21400128","""Petropavlovsk-Kamčatskij""","",""
"GEOGRAPHY","C21400129","Petrozavodsk","C21400000","","wikidataId/Q1895","City","wikidataId/Q4361459","""Petrozavodsk""","""Q1895""","","undata-geo:C21400129","","",""
"GEOGRAPHY","C21400130","Pjatigorsk","C21400000","","wikidataId/Q41970","City","wikidataId/Q19911052","""Pyatigorsk""","""Q41970""","","undata-geo:C21400130","""Pjatigorsk""","",""
"GEOGRAPHY","C21400131","Podol’sk","C21400000","","wikidataId/Q19520","City","wikidataId/Q21634683","""Podolsk""","""Q19520""","","undata-geo:C21400131","""Podol’sk""","",""
"GEOGRAPHY","C21400132","Prokop’evsk","C21400000","","wikidataId/Q184147","City","wikidataId/Q27566178","""Prokopyevsk""","""Q184147""","","undata-geo:C21400132","""Prokop’evsk""","",""
"GEOGRAPHY","C21400133","Pskov","C21400000","","wikidataId/Q2214","City","wikidataId/Q2218","""Pskov""","""Q2214""","","undata-geo:C21400133","","",""
"GEOGRAPHY","C21400134","Pushkino","C21400000","","wikidataId/Q184322","City","wikidataId/Q27498533","""Pushkino""","""Q184322""","","undata-geo:C21400134","","",""
"GEOGRAPHY","C21400135","Rjazan’","C21400000","","","City","wikidataId/Q5481","""Kazan""","""Q900""","","undata-geo:C21400135","""Rjazan’""","","Duplicate dcid {'C21400063'}"
"GEOGRAPHY","C21400136","Rostov-na-Donu","C21400000","","wikidataId/Q908","City","wikidataId/Q3573","""Rostov-on-Don""","""Q908""","","undata-geo:C21400136","""Rostov-na-Donu""","",""
"GEOGRAPHY","C21400137","Rubcovsk","C21400000","","wikidataId/Q193380","City","wikidataId/Q1822641,wikidataId/Q27131128,wikidataId/Q5942","""Rubtsovsk""","""Q193380""","","undata-geo:C21400137","""Rubcovsk""","",""
"GEOGRAPHY","C21400138","Rybinsk","C21400000","","wikidataId/Q193413","City","wikidataId/Q2448","""Rybinsk""","""Q193413""","","undata-geo:C21400138","","",""
"GEOGRAPHY","C21400139","Šahty","C21400000","","wikidataId/Q198206","City","wikidataId/Q3573","""Shakhty""","""Q198206""","","undata-geo:C21400139","""Šahty""","",""
"GEOGRAPHY","C21400140","Salavat","C21400000","","wikidataId/Q193443","City","wikidataId/Q16638671,wikidataId/Q5710","""Salavat""","""Q193443""","","undata-geo:C21400140","","",""
"GEOGRAPHY","C21400141","Samara","C21400000","","wikidataId/Q894","City","wikidataId/Q27577214","""Samara""","""Q894""","","undata-geo:C21400141","","",""
"GEOGRAPHY","C21400142","Saransk","C21400000","","wikidataId/Q5343","City","wikidataId/Q5340","""Saransk""","""Q5343""","","undata-geo:C21400142","","",""
"GEOGRAPHY","C21400143","Sarapul","C21400000","","wikidataId/Q193505","City","wikidataId/Q5422","""Sarapul""","""Q193505""","","undata-geo:C21400143","","",""
"GEOGRAPHY","C21400144","Saratov","C21400000","","wikidataId/Q5332","City","wikidataId/Q5334","""Saratov""","""Q5332""","","undata-geo:C21400144","","",""
"GEOGRAPHY","C21400145","Ščёlkovo","C21400000","","wikidataId/Q198369","City","wikidataId/Q4145619","""Shchyolkovo""","""Q198369""","","undata-geo:C21400145","""Ščёlkovo""","",""
"GEOGRAPHY","C21400146","""Sergiev Posad""","C21400000","","wikidataId/Q193722","City","wikidataId/Q4145592","""Sergiyev Posad""","""Q193722""","","undata-geo:C21400146","""Sergiev Posad""","",""
"GEOGRAPHY","C21400147","Serov","C21400000","","wikidataId/Q189295","City","wikidataId/Q4417741,wikidataId/Q5462","""Serov""","""Q189295""","","undata-geo:C21400147","","",""
"GEOGRAPHY","C21400148","Serpuhov","C21400000","","wikidataId/Q194067","City","wikidataId/Q27477659","""Serpukhov""","""Q194067""","","undata-geo:C21400148","""Serpuhov""","",""
"GEOGRAPHY","C21400149","Severodvinsk","C21400000","","wikidataId/Q190499","City","wikidataId/Q4307388","""Severodvinsk""","""Q190499""","","undata-geo:C21400149","","",""
"GEOGRAPHY","C21400150","Seversk","C21400000","","wikidataId/Q193909","City","wikidataId/Q24636022,wikidataId/Q5884","""Seversk""","""Q193909""","","undata-geo:C21400150","","",""
"GEOGRAPHY","C21400151","Smolensk","C21400000","","wikidataId/Q2337","City","wikidataId/Q2347","""Smolensk""","""Q2337""","","undata-geo:C21400151","","",""
"GEOGRAPHY","C21400152","Soči","C21400000","","wikidataId/Q39420","City","wikidataId/Q3085607","""Sochi""","""Q39420""","","undata-geo:C21400152","""Soči""","",""
"GEOGRAPHY","C21400153","Solikamsk","C21400000","","wikidataId/Q196384","City","country/RUS,wikidataId/Q65176196","""Solikamsk""","""Q196384""","","undata-geo:C21400153","","",""
"GEOGRAPHY","C21400154","""Staryj Oskol""","C21400000","","wikidataId/Q196486","City","wikidataId/Q1653745","""Stary Oskol""","""Q196486""","","undata-geo:C21400154","""Staryj Oskol""","",""
"GEOGRAPHY","C21400155","Stavropol’","C21400000","","wikidataId/Q5206","City","wikidataId/Q23043627","""Stavropol""","""Q5206""","","undata-geo:C21400155","""Stavropol’""","",""
"GEOGRAPHY","C21400156","Sterlitamak","C21400000","","wikidataId/Q196489","City","wikidataId/Q16638678,wikidataId/Q5710","""Sterlitamak""","""Q196489""","","undata-geo:C21400156","","",""
"GEOGRAPHY","C21400157","Surgut","C21400000","","wikidataId/Q183002","City","wikidataId/Q6320","""Surgut""","""Q183002""","","undata-geo:C21400157","","",""
"GEOGRAPHY","C21400158","Syktyvkar","C21400000","","wikidataId/Q2143","City","wikidataId/Q3744966","""Syktyvkar""","""Q2143""","","undata-geo:C21400158","","",""
"GEOGRAPHY","C21400159","Syzran’","C21400000","","wikidataId/Q2219","City","wikidataId/Q27577215","""Syzran""","""Q2219""","","undata-geo:C21400159","""Syzran’""","",""
"GEOGRAPHY","C21400160","Taganrog","C21400000","","wikidataId/Q170513","City","wikidataId/Q3573","""Taganrog""","""Q170513""","","undata-geo:C21400160","","",""
"GEOGRAPHY","C21400161","Tambov","C21400000","","wikidataId/Q3544","City","wikidataId/Q3980593","""Tambov""","""Q3544""","","undata-geo:C21400161","","",""
"GEOGRAPHY","C21400162","Tobolsk","C21400000","","wikidataId/Q168782","City","country/RUS,wikidataId/Q5824","""Tobolsk""","""Q168782""","","undata-geo:C21400162","","",""
"GEOGRAPHY","C21400163","Tol’jatti","C21400000","","wikidataId/Q1341","City","wikidataId/Q27577216","""Tolyatti""","""Q1341""","","undata-geo:C21400163","""Tol’jatti""","",""
"GEOGRAPHY","C21400164","Tomsk","C21400000","","wikidataId/Q976","City","wikidataId/Q24636058","""Tomsk""","""Q976""","","undata-geo:C21400164","","",""
"GEOGRAPHY","C21400165","Tula","C21400000","","wikidataId/Q2770","City","wikidataId/Q19911053","""Tula""","""Q2770""","","undata-geo:C21400165","","",""
"GEOGRAPHY","C21400166","Tver’","C21400000","","wikidataId/Q2288","City","wikidataId/Q2292","""Tver""","""Q2288""","","undata-geo:C21400166","""Tver’""","",""
"GEOGRAPHY","C21400167","Ufa","C21400000","","wikidataId/Q911","City","wikidataId/Q15190285","""Ufa""","""Q911""","","undata-geo:C21400167","","",""
"GEOGRAPHY","C21400168","Uhta","C21400000","","wikidataId/Q197018","City","wikidataId/Q2602523","""Ukhta""","""Q197018""","","undata-geo:C21400168","""Uhta""","",""
"GEOGRAPHY","C21400169","Ul’janovsk","C21400000","","wikidataId/Q5627","City","wikidataId/Q5634","""Ulyanovsk""","""Q5627""","","undata-geo:C21400169","""Ul’janovsk""","",""
"GEOGRAPHY","C21400170","Ulan-Udè","C21400000","","wikidataId/Q6816","City","wikidataId/Q15190244","""Ulan-Ude""","""Q6816""","","undata-geo:C21400170","""Ulan-Udè""","",""
"GEOGRAPHY","C21400171","Usol’e-Sibirskoe","C21400000","","wikidataId/Q196925","City","wikidataId/Q27551781","""Usolye-Sibirskoye""","""Q196925""","","undata-geo:C21400171","""Usol’e-Sibirskoe""","",""
"GEOGRAPHY","C21400172","Ussurijsk","C21400000","","wikidataId/Q196934","City","wikidataId/Q4478127","""Ussuriysk""","""Q196934""","","undata-geo:C21400172","""Ussurijsk""","",""
"GEOGRAPHY","C21400173","Ust’-Ilimsk","C21400000","","wikidataId/Q196946","City","wikidataId/Q27551738","""Ust-Ilimsk""","""Q196946""","","undata-geo:C21400173","""Ust’-Ilimsk""","",""
"GEOGRAPHY","C21400174","""Velikie Luki""","C21400000","","wikidataId/Q101825","City","wikidataId/Q2218","""Velikiye Luki""","""Q101825""","","undata-geo:C21400174","""Velikie Luki""","",""
"GEOGRAPHY","C21400175","""Velikij Novgorod""","C21400000","","wikidataId/Q2235","City","wikidataId/Q2240","""Veliky Novgorod""","""Q2235""","","undata-geo:C21400175","""Velikij Novgorod""","",""
"GEOGRAPHY","C21400176","Vladikavkaz","C21400000","","wikidataId/Q5239","City","wikidataId/Q28589810","""Vladikavkaz""","""Q5239""","","undata-geo:C21400176","","",""
"GEOGRAPHY","C21400177","Vladimir","C21400000","","wikidataId/Q2702","AdministrativeArea1","country/RUS","""Vladimir Oblast""","""Q2702""","","undata-geo:C21400177","","",""
"GEOGRAPHY","C21400178","Vladivostok","C21400000","","wikidataId/Q959","City","wikidataId/Q4112963","""Vladivostok""","""Q959""","","undata-geo:C21400178","","",""
"GEOGRAPHY","C21400179","Volgodonsk","C21400000","","wikidataId/Q133175","City","wikidataId/Q3573","""Volgodonsk""","""Q133175""","","undata-geo:C21400179","","",""
"GEOGRAPHY","C21400180","Volgograd","C21400000","","wikidataId/Q914","City","wikidataId/Q19908746","""Volgograd""","""Q914""","","undata-geo:C21400180","","",""
"GEOGRAPHY","C21400181","Vologda","C21400000","","wikidataId/Q1957","City","wikidataId/Q27538319","""Vologda""","""Q1957""","","undata-geo:C21400181","","",""
