Detail Data For Coal Consumption - Domestic by Broad Category & Consuming Sector Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
State,CoalType,ConsumingSector,YearValue,QtyInMillionTonnes_Consumption
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2014,0.867
MAHARASHTRA,RAW COAL,CEMENT,2014,1.829
MAHARASHTRA,RAW COAL,SPONGE IRON,2014,0.657
MAHARASHTRA,RAW COAL,CHEMICAL,2014,0.025
MAHARASHTRA,RAW COAL,PULP & PAPER,2014,0.135
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2014,0.033
MAHARASHTRA,RAW COAL,OTHER,2014,5.073
MAHARASHTRA,WASHED COAL,POWER (CAPTIVE),2014,0.061
MAHARASHTRA,WASHED COAL,SPONGE IRON,2014,0.082
MAHARASHTRA,RAW COAL,POWER (UTILITY),2015,46.147
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2015,0.895
MAHARASHTRA,RAW COAL,CEMENT,2015,1.669
MAHARASHTRA,RAW COAL,SPONGE IRON,2015,0.675
MAHARASHTRA,RAW COAL,CHEMICAL,2015,0.022
MAHARASHTRA,RAW COAL,PULP & PAPER,2015,0.275
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2015,0.126
MAHARASHTRA,RAW COAL,OTHER,2015,4.851
MAHARASHTRA,WASHED COAL,OTHER,2015,0.064
MAHARASHTRA,RAW COAL,POWER (UTILITY),2016,53.709
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2016,1.213
MAHARASHTRA,RAW COAL,CEMENT,2016,1.624
MAHARASHTRA,RAW COAL,SPONGE IRON,2016,0.451
MAHARASHTRA,RAW COAL,CHEMICAL,2016,0.021
MAHARASHTRA,RAW COAL,PULP & PAPER,2016,0.273
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2016,0.052
MAHARASHTRA,RAW COAL,OTHER,2016,4.956
MAHARASHTRA,RAW COAL,COLLIERY OWN - CONSUMPTION,2016,0.002
MAHARASHTRA,TOTAL COAL,POWER (UTILITY),2006,33.663
MAHARASHTRA,TOTAL COAL,POWER (CAPTIVE),2006,0.396
MAHARASHTRA,TOTAL COAL,CEMENT,2006,1.886
MAHARASHTRA,TOTAL COAL,SPONGE IRON,2006,0.463
MAHARASHTRA,TOTAL COAL,CHEMICAL,2006,0.044
MAHARASHTRA,TOTAL COAL,PULP & PAPER,2006,0.500
MAHARASHTRA,TOTAL COAL,TEXTILES & RAYONS,2006,0.096
MAHARASHTRA,TOTAL COAL,BRICKS,2006,0.099
MAHARASHTRA,TOTAL COAL,OTHER,2006,2.522
MAHARASHTRA,TOTAL COAL,COLLIERY OWN - CONSUMPTION,2006,0.008
MAHARASHTRA,RAW COAL,COLLIERY OWN - CONSUMPTION,2019,0.003
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2019,0.080
MAHARASHTRA,RAW COAL,PULP & PAPER,2019,0.436
MAHARASHTRA,RAW COAL,SPONGE IRON,2019,0.620
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2019,0.670
MAHARASHTRA,RAW COAL,CEMENT,2019,2.061
MAHARASHTRA,RAW COAL,OTHER,2019,4.795
MAHARASHTRA,RAW COAL,POWER (UTILITY),2019,65.169
MAHARASHTRA,WASHED COAL,POWER (UTILITY),2019,0.106
MAHARASHTRA,RAW COAL,COLLIERY OWN - CONSUMPTION,2017,0.004
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2017,0.025
MAHARASHTRA,RAW COAL,CHEMICAL,2017,0.031
MAHARASHTRA,RAW COAL,PULP & PAPER,2017,0.145
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2017,0.206
MAHARASHTRA,RAW COAL,SPONGE IRON,2017,0.295
MAHARASHTRA,RAW COAL,CEMENT,2017,1.181
MAHARASHTRA,RAW COAL,OTHER,2017,3.011
MAHARASHTRA,RAW COAL,POWER (UTILITY),2017,48.209
MAHARASHTRA,RAW COAL,COLLIERY OWN - CONSUMPTION,2018,0.004
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2018,0.068
MAHARASHTRA,RAW COAL,PULP & PAPER,2018,0.416
MAHARASHTRA,RAW COAL,SPONGE IRON,2018,0.601
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2018,0.727
MAHARASHTRA,RAW COAL,CEMENT,2018,1.841
MAHARASHTRA,RAW COAL,OTHER,2018,4.357
MAHARASHTRA,RAW COAL,POWER (UTILITY),2018,56.360
MAHARASHTRA,WASHED COAL,POWER (UTILITY),2018,0.083
MAHARASHTRA,RAW COAL,COLLIERY OWN - CONSUMPTION,2020,0.003
MAHARASHTRA,RAW COAL,CHEMICAL,2020,0.004
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2020,0.021
MAHARASHTRA,WASHED COAL,POWER (CAPTIVE),2020,0.032
MAHARASHTRA,RAW COAL,PULP & PAPER,2020,0.045
MAHARASHTRA,RAW COAL,SPONGE IRON,2020,0.520
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2020,0.794
MAHARASHTRA,RAW COAL,CEMENT,2020,1.743
MAHARASHTRA,RAW COAL,OTHER,2020,4.200
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2020,62.225
ODISHA,MIDDLINGS,STEEL (BOILERS),2007,0.112
ODISHA,RAW COAL,POWER (UTILITY),2007,21.204
ODISHA,RAW COAL,POWER (CAPTIVE),2007,8.459
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2007,0.039
ODISHA,RAW COAL,STEEL (BOILERS),2007,1.333
ODISHA,RAW COAL,CEMENT,2007,0.354
ODISHA,RAW COAL,SPONGE IRON,2007,3.316
ODISHA,RAW COAL,CHEMICAL,2007,0.036
ODISHA,RAW COAL,PULP & PAPER,2007,0.261
ODISHA,RAW COAL,TEXTILES & RAYONS,2007,0.014
ODISHA,RAW COAL,OTHER,2007,8.896
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2007,0.612
ODISHA,MIDDLINGS,POWER (UTILITY),2008,0.018
ODISHA,MIDDLINGS,POWER (CAPTIVE),2008,0.112
ODISHA,MIDDLINGS,STEEL (BOILERS),2008,0.007
ODISHA,RAW COAL,POWER (UTILITY),2008,23.648
ODISHA,RAW COAL,POWER (CAPTIVE),2008,9.393
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2008,0.088
ODISHA,RAW COAL,STEEL (BOILERS),2008,0.084
ODISHA,RAW COAL,CEMENT,2008,0.260
ODISHA,RAW COAL,SPONGE IRON,2008,4.502
ODISHA,RAW COAL,PULP & PAPER,2008,0.473
ODISHA,RAW COAL,TEXTILES & RAYONS,2008,0.012
ODISHA,RAW COAL,OTHER,2008,10.254
ODISHA,RAW COAL,COLLIERY OWN - CONSUMPTION,2008,0.005
ODISHA,WASHED COAL,POWER (UTILITY),2008,0.004
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2008,0.608
ODISHA,MIDDLINGS,POWER (CAPTIVE),2009,0.018
ODISHA,MIDDLINGS,STEEL (BOILERS),2009,0.126
ODISHA,RAW COAL,POWER (UTILITY),2009,22.320
ODISHA,RAW COAL,POWER (CAPTIVE),2009,9.987
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2009,0.068
ODISHA,RAW COAL,STEEL (BOILERS),2009,0.108
ODISHA,RAW COAL,CEMENT,2009,0.260
ODISHA,RAW COAL,FERTILISERS,2009,0.011
ODISHA,RAW COAL,SPONGE IRON,2009,3.654
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2009,0.504
ODISHA,RAW COAL,PULP & PAPER,2009,0.229
ODISHA,RAW COAL,OTHER,2009,15.887
ODISHA,RAW COAL,COLLIERY OWN - CONSUMPTION,2009,0.005
ODISHA,WASHED COAL,POWER (CAPTIVE),2009,0.014
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2009,0.541
ODISHA,MIDDLINGS,POWER (CAPTIVE),2010,0.028
ODISHA,MIDDLINGS,STEEL (BOILERS),2010,0.149
ODISHA,RAW COAL,POWER (UTILITY),2010,23.465
ODISHA,RAW COAL,POWER (CAPTIVE),2010,13.452
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2010,0.042
ODISHA,RAW COAL,STEEL (BOILERS),2010,0.112
ODISHA,RAW COAL,CEMENT,2010,0.344
ODISHA,RAW COAL,FERTILISERS,2010,0.033
ODISHA,RAW COAL,SPONGE IRON,2010,5.580
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2010,0.424
ODISHA,RAW COAL,CHEMICAL,2010,0.013
ODISHA,RAW COAL,PULP & PAPER,2010,0.194
ODISHA,RAW COAL,OTHER,2010,19.937
ODISHA,RAW COAL,COLLIERY OWN - CONSUMPTION,2010,0.005
ODISHA,WASHED COAL,POWER (CAPTIVE),2010,0.028
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2010,0.486
ODISHA,MIDDLINGS,POWER (CAPTIVE),2011,0.023
ODISHA,MIDDLINGS,METALLURGICAL USE- COKERIES,2011,0.101
ODISHA,MIDDLINGS,OTHER,2011,0.004
ODISHA,RAW COAL,POWER (UTILITY),2011,21.162
ODISHA,RAW COAL,POWER (CAPTIVE),2011,13.077
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2011,0.039
ODISHA,RAW COAL,STEEL (BOILERS),2011,0.205
ODISHA,RAW COAL,CEMENT,2011,0.337
ODISHA,RAW COAL,FERTILISERS,2011,0.030
ODISHA,RAW COAL,SPONGE IRON,2011,4.842
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2011,0.534
ODISHA,RAW COAL,CHEMICAL,2011,0.012
ODISHA,RAW COAL,PULP & PAPER,2011,0.148
ODISHA,RAW COAL,OTHER,2011,21.803
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2011,0.496
ODISHA,MIDDLINGS,POWER (CAPTIVE),2012,0.095
ODISHA,MIDDLINGS,STEEL (BOILERS),2012,0.007
ODISHA,RAW COAL,POWER (UTILITY),2012,21.761
ODISHA,RAW COAL,POWER (CAPTIVE),2012,12.587
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2012,0.111
ODISHA,RAW COAL,CEMENT,2012,0.233
ODISHA,RAW COAL,FERTILISERS,2012,0.026
ODISHA,RAW COAL,SPONGE IRON,2012,0.684
ODISHA,RAW COAL,PULP & PAPER,2012,0.140
ODISHA,RAW COAL,OTHER,2012,19.901
ODISHA,WASHED COAL,POWER (UTILITY),2012,0.711
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2012,0.131
ODISHA,MIDDLINGS,POWER (CAPTIVE),2013,0.082
ODISHA,RAW COAL,POWER (UTILITY),2013,25.659
ODISHA,RAW COAL,POWER (CAPTIVE),2013,14.198
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2013,0.019
ODISHA,RAW COAL,METALLURGICAL USE- COKERIES,2013,0.313
ODISHA,RAW COAL,STEEL (BOILERS),2013,0.052
ODISHA,RAW COAL,CEMENT,2013,0.425
ODISHA,RAW COAL,FERTILISERS,2013,0.061
ODISHA,RAW COAL,SPONGE IRON,2013,3.666
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2013,0.491
ODISHA,RAW COAL,CHEMICAL,2013,0.012
ODISHA,RAW COAL,PULP & PAPER,2013,0.154
ODISHA,RAW COAL,OTHER,2013,19.080
ODISHA,WASHED COAL,POWER (UTILITY),2013,0.372
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2013,0.172
ODISHA,MIDDLINGS,POWER (CAPTIVE),2014,0.242
ODISHA,RAW COAL,POWER (UTILITY),2014,25.671
ODISHA,RAW COAL,POWER (CAPTIVE),2014,12.578
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2014,0.272
ODISHA,RAW COAL,STEEL (BOILERS),2014,0.090
ODISHA,RAW COAL,CEMENT,2014,0.394
ODISHA,RAW COAL,FERTILISERS,2014,0.037
ODISHA,RAW COAL,SPONGE IRON,2014,2.688
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2014,0.480
ODISHA,RAW COAL,PULP & PAPER,2014,0.095
ODISHA,RAW COAL,OTHER,2014,18.452
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2014,0.493
ODISHA,RAW COAL,POWER (UTILITY),2015,29.628
ODISHA,RAW COAL,POWER (CAPTIVE),2015,15.064
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2015,0.153
ODISHA,RAW COAL,STEEL (BOILERS),2015,0.132
ODISHA,RAW COAL,CEMENT,2015,0.461
ODISHA,RAW COAL,FERTILISERS,2015,0.024
ODISHA,RAW COAL,SPONGE IRON,2015,2.750
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2015,0.210
ODISHA,RAW COAL,CHEMICAL,2015,0.006
ODISHA,RAW COAL,PULP & PAPER,2015,0.048
ODISHA,RAW COAL,OTHER,2015,14.991
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2015,0.085
ODISHA,MIDDLINGS,POWER (CAPTIVE),2015,0.259
ODISHA,RAW COAL,POWER (UTILITY),2016,27.974
ODISHA,RAW COAL,POWER (CAPTIVE),2016,15.037
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2016,0.100
ODISHA,RAW COAL,CEMENT,2016,0.253
ODISHA,RAW COAL,FERTILISERS,2016,0.004
ODISHA,RAW COAL,SPONGE IRON,2016,2.559
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2016,0.220
ODISHA,RAW COAL,CHEMICAL,2016,0.007
ODISHA,RAW COAL,PULP & PAPER,2016,0.024
ODISHA,RAW COAL,OTHER,2016,25.062
ODISHA,RAW COAL,COLLIERY OWN - CONSUMPTION,2016,0.005
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2016,0.250
ODISHA,MIDDLINGS,POWER (CAPTIVE),2016,0.079
ODISHA,MIDDLINGS,STEEL (BOILERS),2016,0.109
ODISHA,TOTAL COAL,POWER (UTILITY),2006,18.874
ODISHA,TOTAL COAL,POWER (CAPTIVE),2006,7.232
ODISHA,TOTAL COAL,METALLURGICAL USE- DIRECT FEED,2006,0.036
ODISHA,TOTAL COAL,METALLURGICAL USE- COKERIES,2006,0.804
ODISHA,TOTAL COAL,STEEL (BOILERS),2006,1.498
ODISHA,TOTAL COAL,CEMENT,2006,0.271
ODISHA,TOTAL COAL,SPONGE IRON,2006,3.027
ODISHA,TOTAL COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2006,0.475
ODISHA,TOTAL COAL,CHEMICAL,2006,0.039
ODISHA,TOTAL COAL,PULP & PAPER,2006,0.422
ODISHA,TOTAL COAL,TEXTILES & RAYONS,2006,0.011
ODISHA,TOTAL COAL,OTHER,2006,3.531
ODISHA,TOTAL COAL,COLLIERY OWN - CONSUMPTION,2006,0.005
ODISHA,MIDDLINGS,STEEL (BOILERS),2019,0.030
ODISHA,MIDDLINGS,POWER (CAPTIVE),2019,0.034
ODISHA,MIDDLINGS,OTHER,2019,0.081
ODISHA,RAW COAL,COLLIERY OWN - CONSUMPTION,2019,0.003
ODISHA,RAW COAL,FERTILISERS,2019,0.053
ODISHA,RAW COAL,PULP & PAPER,2019,0.117
ODISHA,RAW COAL,CEMENT,2019,0.221
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2019,0.243
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2019,0.714
ODISHA,RAW COAL,SPONGE IRON,2019,3.425
ODISHA,RAW COAL,OTHER,2019,13.817
ODISHA,RAW COAL,POWER (CAPTIVE),2019,23.993
ODISHA,RAW COAL,POWER (UTILITY),2019,31.013
ODISHA,WASHED COAL,OTHER,2019,0.077
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2019,0.677
ODISHA,MIDDLINGS,POWER (CAPTIVE),2017,0.233
ODISHA,RAW COAL,COLLIERY OWN - CONSUMPTION,2017,0.005
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2017,0.080
ODISHA,RAW COAL,PULP & PAPER,2017,0.080
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2017,0.154
ODISHA,RAW COAL,CEMENT,2017,0.258
ODISHA,RAW COAL,SPONGE IRON,2017,2.216
ODISHA,RAW COAL,POWER (CAPTIVE),2017,16.065
ODISHA,RAW COAL,OTHER,2017,22.096
ODISHA,RAW COAL,POWER (UTILITY),2017,35.989
ODISHA,WASHED COAL,POWER (UTILITY),2017,0.086
ODISHA,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2017,0.108
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2017,0.255
ODISHA,MIDDLINGS,POWER (CAPTIVE),2018,0.073
ODISHA,MIDDLINGS,STEEL (BOILERS),2018,0.086
ODISHA,RAW COAL,COLLIERY OWN - CONSUMPTION,2018,0.004
ODISHA,RAW COAL,PULP & PAPER,2018,0.019
ODISHA,RAW COAL,FERTILISERS,2018,0.052
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2018,0.121
ODISHA,RAW COAL,CEMENT,2018,0.186
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2018,0.371
ODISHA,RAW COAL,SPONGE IRON,2018,2.959
ODISHA,RAW COAL,OTHER,2018,13.840
ODISHA,RAW COAL,POWER (CAPTIVE),2018,22.209
ODISHA,RAW COAL,POWER (UTILITY),2018,32.014
ODISHA,WASHED COAL,POWER (UTILITY),2018,0.004
ODISHA,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2018,0.100
ODISHA,WASHED COAL,METALLURGICAL USE- COKERIES,2018,0.642
ODISHA,RAW COAL,COLLIERY OWN - CONSUMPTION,2020,0.002
ODISHA,RAW COAL,FERTILISERS,2020,0.020
ODISHA,RAW COAL,METALLURGICAL USE- DIRECT FEED,2020,0.079
ODISHA,WASHED COAL,POWER (CAPTIVE),2020,0.089
ODISHA,RAW COAL,PULP & PAPER,2020,0.117
ODISHA,MIDDLINGS,POWER (CAPTIVE),2020,0.162
ODISHA,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2020,0.197
ODISHA,RAW COAL,CEMENT,2020,0.206
ODISHA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2020,0.473
ODISHA,WASHED COAL,COKERIES,2020,0.517
ODISHA,RAW COAL,SPONGE IRON,2020,2.994
ODISHA,RAW COAL,OTHER,2020,13.403
ODISHA,RAW COAL,POWER (CAPTIVE),2020,26.221
ODISHA,RAW COAL,POWER (CAPTIVE),2020,32.523
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2007,21.781
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2007,0.813
ANDHRA PRADESH,RAW COAL,STEEL (BOILERS),2007,0.045
ANDHRA PRADESH,RAW COAL,CEMENT,2007,3.168
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2007,0.596
ANDHRA PRADESH,RAW COAL,CHEMICAL,2007,0.196
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2007,0.717
ANDHRA PRADESH,RAW COAL,TEXTILES & RAYONS,2007,0.029
ANDHRA PRADESH,RAW COAL,BRICKS,2007,0.207
ANDHRA PRADESH,RAW COAL,OTHER,2007,1.938
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2008,36.402
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2008,2.962
ANDHRA PRADESH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2008,0.016
ANDHRA PRADESH,RAW COAL,CEMENT,2008,3.477
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2008,0.774
ANDHRA PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2008,0.173
ANDHRA PRADESH,RAW COAL,CHEMICAL,2008,0.164
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2008,0.733
ANDHRA PRADESH,RAW COAL,TEXTILES & RAYONS,2008,0.042
ANDHRA PRADESH,RAW COAL,OTHER,2008,2.107
ANDHRA PRADESH,WASHED COAL,METALLURGICAL USE- COKERIES,2008,0.019
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2009,38.561
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2009,3.196
ANDHRA PRADESH,RAW COAL,STEEL (BOILERS),2009,0.037
ANDHRA PRADESH,RAW COAL,CEMENT,2009,4.176
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2009,0.878
ANDHRA PRADESH,RAW COAL,CHEMICAL,2009,0.182
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2009,0.619
ANDHRA PRADESH,RAW COAL,TEXTILES & RAYONS,2009,0.029
ANDHRA PRADESH,RAW COAL,OTHER,2009,2.746
ANDHRA PRADESH,WASHED COAL,METALLURGICAL USE- COKERIES,2009,0.633
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2010,38.044
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2010,2.939
ANDHRA PRADESH,RAW COAL,STEEL (BOILERS),2010,0.044
ANDHRA PRADESH,RAW COAL,CEMENT,2010,4.911
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2010,0.913
ANDHRA PRADESH,RAW COAL,CHEMICAL,2010,0.225
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2010,0.912
ANDHRA PRADESH,RAW COAL,TEXTILES & RAYONS,2010,0.029
ANDHRA PRADESH,RAW COAL,BRICKS,2010,0.294
ANDHRA PRADESH,RAW COAL,OTHER,2010,2.345
ANDHRA PRADESH,WASHED COAL,METALLURGICAL USE- COKERIES,2010,0.327
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2011,37.172
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2011,3.363
ANDHRA PRADESH,RAW COAL,STEEL (BOILERS),2011,0.121
ANDHRA PRADESH,RAW COAL,CEMENT,2011,4.510
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2011,0.821
ANDHRA PRADESH,RAW COAL,CHEMICAL,2011,0.277
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2011,0.969
ANDHRA PRADESH,RAW COAL,TEXTILES & RAYONS,2011,0.031
ANDHRA PRADESH,RAW COAL,BRICKS,2011,0.110
ANDHRA PRADESH,RAW COAL,OTHER,2011,2.872
ANDHRA PRADESH,WASHED COAL,POWER (UTILITY),2011,0.234
ANDHRA PRADESH,WASHED COAL,POWER (CAPTIVE),2011,0.039
ANDHRA PRADESH,WASHED COAL,METALLURGICAL USE- COKERIES,2011,0.385
ANDHRA PRADESH,WASHED COAL,CEMENT,2011,0.206
ANDHRA PRADESH,WASHED COAL,SPONGE IRON,2011,0.005
ANDHRA PRADESH,WASHED COAL,TEXTILES & RAYONS,2011,0.016
ANDHRA PRADESH,WASHED COAL,BRICKS,2011,0.003
ANDHRA PRADESH,WASHED COAL,OTHER,2011,0.102
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2012,43.320
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2012,3.343
ANDHRA PRADESH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2012,0.109
ANDHRA PRADESH,RAW COAL,CEMENT,2012,4.135
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2012,0.774
ANDHRA PRADESH,RAW COAL,CHEMICAL,2012,0.217
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2012,0.871
ANDHRA PRADESH,RAW COAL,TEXTILES & RAYONS,2012,0.025
ANDHRA PRADESH,RAW COAL,BRICKS,2012,0.051
ANDHRA PRADESH,RAW COAL,OTHER,2012,3.227
ANDHRA PRADESH,WASHED COAL,METALLURGICAL USE- COKERIES,2012,0.471
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2013,47.811
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2013,3.494
ANDHRA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2013,0.076
ANDHRA PRADESH,RAW COAL,CEMENT,2013,4.056
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2013,0.611
ANDHRA PRADESH,RAW COAL,CHEMICAL,2013,0.199
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2013,0.864
ANDHRA PRADESH,RAW COAL,TEXTILES & RAYONS,2013,0.017
ANDHRA PRADESH,RAW COAL,BRICKS,2013,0.006
ANDHRA PRADESH,RAW COAL,OTHER,2013,2.817
ANDHRA PRADESH,WASHED COAL,METALLURGICAL USE- COKERIES,2013,0.520
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2014,45.048
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2014,3.241
ANDHRA PRADESH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2014,0.007
ANDHRA PRADESH,RAW COAL,CEMENT,2014,3.652
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2014,0.437
ANDHRA PRADESH,RAW COAL,CHEMICAL,2014,0.208
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2014,0.986
ANDHRA PRADESH,RAW COAL,TEXTILES & RAYONS,2014,0.014
ANDHRA PRADESH,RAW COAL,BRICKS,2014,0.023
ANDHRA PRADESH,RAW COAL,OTHER,2014,3.176
ANDHRA PRADESH,WASHED COAL,POWER (CAPTIVE),2014,0.418
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2015,22.109
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2015,1.820
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2015,0.122
ANDHRA PRADESH,RAW COAL,CHEMICAL,2015,0.060
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2015,0.134
ANDHRA PRADESH,RAW COAL,BRICKS,2015,0.004
ANDHRA PRADESH,RAW COAL,OTHER,2015,1.995
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2016,29.155
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2016,1.763
ANDHRA PRADESH,RAW COAL,CEMENT,2016,0.471
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2016,0.124
ANDHRA PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2016,0.125
ANDHRA PRADESH,RAW COAL,CHEMICAL,2016,0.060
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2016,0.072
ANDHRA PRADESH,RAW COAL,BRICKS,2016,0.005
ANDHRA PRADESH,RAW COAL,OTHER,2016,0.675
ANDHRA PRADESH,WASHED COAL,METALLURGICAL USE- COKERIES,2016,0.408
ANDHRA PRADESH,TOTAL COAL,POWER (UTILITY),2006,32.041
ANDHRA PRADESH,TOTAL COAL,POWER (CAPTIVE),2006,0.551
ANDHRA PRADESH,TOTAL COAL,METALLURGICAL USE- COKERIES,2006,0.544
ANDHRA PRADESH,TOTAL COAL,STEEL (BOILERS),2006,1.850
ANDHRA PRADESH,TOTAL COAL,CEMENT,2006,3.238
