TSPAN6: O43657
TNMD: Q9H2S6
DPM1: O60762
SCYL3: Q8IZE3
C1orf112: Q9NSG2
FGR: P09769
CFH: P08603
FUCA2: Q9BTY2
GCLC: P48506
NFYA: P23511
STPG1: Q5TH74
NIPAL3: Q6P499
LAS1L: Q9Y4W2
ENPP4: Q9Y6X5
SEMA3F: Q13275
CFTR: P13569
ANKIB1: Q9P2G1
CYP51A1: Q16850
KRIT1: O00522
RAD52: P43351
BAD: Q92934
LAP3: P28838
CD99: P14209
HS3ST1: O14792
AOC1: P19801
WNT16: Q9UBV4
HECW1: Q76N89
MAD1L1: Q9Y6D9
LASP1: Q14847
SNX11: Q9Y5W9
TMEM176A: Q96HP8
M6PR: P20645
KLHL13: Q9P2N7
CYP26B1: Q9NR63
ICA1: Q05084
DBNDD1: Q9H9R9
ALS2: Q96Q42
CASP10: Q92851
CFLAR: O15519
TFPI: P10646
NDUFAF7: Q7L592
RBM5: P52756
MTMR7: Q9Y216
SLC7A2: P52569
ARF5: P84085
SARM1: Q6SZW1
POLDIP2: Q9Y2S7
PLXND1: Q9Y4D7
AK2: P54819
CD38: P28907
FKBP4: Q02790
KDM1A: O60341
RBM6: P78332
CAMKK1: Q8N5S9
RECQL: P46063
VPS50: Q96JG6
HSPB6: O14558
ARHGAP33: O14559
NDUFAB1: O14561
PDK4: Q16654
SLC22A16: Q86VW1
ZMYND10: O75800
ABCB5: Q2M3G0
ARX: Q96QS3
SLC25A13: Q9UJS0
ST7: Q9NRC1
CDC27: P30260
SLC4A1: P02730
HCCS: P53701
DVL2: O14641
PRSS22: Q9GZN4
UPF1: Q92900
SKAP2: O75563
SLC25A5: P05141
MCUB: Q9NWR8
HOXA11: P31270
POLR2J: P52435
DHX33: Q9H6R0
MEOX1: P50221
THSD7A: Q9UPZ6
LIG3: P49916
RPAP3: Q9H6T3
ACSM3: Q53FZ2
REXO5: Q96IC2
CIAPIN1: Q6FI81
SPPL2B: Q8TCT7
FAM214B: Q7L5A3
COPZ2: Q9P299
PRKAR2B: P31323
MSL3: Q8N5Y2
CREBBP: Q92793
TSPOAP1: O95153
MPO: P05164
PON1: P27169
GCFC2: P16383
WDR54: Q9H977
CROT: Q9UKG9
ABCB4: P21439
KMT2E: Q8IZD2
RHBDD2: Q6NTF9
SOX8: P57073
IBTK: Q9P2D0
ZNF195: O14628
MYCBP2: O75592
FBXL3: Q9UKT7
ITGAL: P20701
PDK2: Q15119
ITGA3: P26006
ZFX: P17010
LAMP2: P13473
ITGA2B: P08514
ASB4: Q9Y574
GDE1: Q9NZC3
REX1BD: Q96EN9
CRLF1: O75462
OSBPL7: Q9BZF2
TMEM98: Q9Y2Y6
YBX2: Q9Y2T7
KRT33A: O76009
MAP3K14: Q99558
ABCC8: Q09428
CACNG3: O60359
TMEM132A: Q24JP5
AP2B1: P63010
TAC1: P20366
ZNF263: O14978
CX3CL1: P78423
SPATA20: Q8TB22
CACNA1G: O43497
TNFRSF12A: Q9NP84
DLX6: P56179
MAP3K9: P80192
RALA: P11233
BAIAP2L1: Q9UHR4
KDM7A: Q6ZMT4
ETV1: P50549
AGK: Q53H12
ALDH3B1: P43353
TTC22: Q5TAA0
PHTF2: Q8N3S3
CCL26: Q9Y258
FARP2: O94887
USH1C: Q9Y6N9
GGCT: O75223
DBF4: Q9UBU7
TBXA2R: P21731
IFRD1: O00458
LGALS14: Q8TCE9
COX10: Q12887
GTF2IRD1: Q9UHL9
PAF1: Q8N7H5
VPS41: P49754
ARHGAP44: Q17R89
ELAC2: Q9BQ52
SCIN: Q9Y6U3
ARSD: P51689
PNPLA4: P41247
MYH13: Q9UKX3
ADIPOR2: Q86V24
CDKL3: Q8IVW4
UPP2: O95045
PRSS21: Q9Y6M0
MARK4: Q96L34
PROM1: O43490
CCDC124: Q96CT7
CEACAM21: Q3KPI0
PAFAH1B1: P43034
NOS2: P35228
DNAH9: Q9NYC9
KIAA0100: Q14667
SLC13A2: Q13183
GAS7: O60861
TRAPPC6A: O75865
MATK: P42679
CEACAM7: Q14002
CD79B: P40259
SCN4A: P35499
ST7L: Q8TDW4
TKTL1: P51854
PAX6: P26367
RPUSD1: Q9UJJ7
RHBDF1: Q96CC6
LUC7L: Q9NQ29
CACNA2D2: Q9NY47
BAIAP3: O94812
TSR3: Q9UJK0
PIGQ: Q9BRB3
CRAMP1: Q96RY5
TEAD3: Q99594
SELE: P16581
DNAJC11: Q9NVH1
FMO3: P31513
MYLIP: Q8WY64
NOX1: Q9Y5S8
E2F2: Q14209
PSMB1: P20618
SYN1: P17600
JARID2: Q92833
CDKL5: O76039
CAMK1G: Q96NX5
CDK11A: Q9UQ88
NADK: O95544
TFAP2B: Q92481
TFAP2D: Q7Z6R9
DLEC1: Q9Y238
CYTH3: O43739
ADAM22: Q9P0K1
SYPL1: Q16563
CYB561: P49447
SPAG9: O60271
CELSR3: Q9NYQ7
AASS: Q9UDR5
PLEKHG6: Q3KR16
SS18L2: Q9UHA2
MPND: Q8N594
MGST1: P10620
CRY1: Q16526
PGLYRP1: O75594
NFIX: Q14938
ST3GAL1: Q11201
MMP25: Q9NPA2
IL32: P24001
PKD1: P98161
MAPK8IP2: Q13387
MED24: O75448
RHOBTB2: Q9BYZ6
HEATR5B: Q9P2D3
SEC62: Q99442
RPS20: P60866
CSDE1: O75534
UBE3C: Q15386
REV3L: O60673
TENM1: Q9UKZ4
PAX7: P23759
MASP2: O00187
IYD: Q6PHW0
FAM76A: Q8TAV0
TRAF3IP3: Q9Y228
POMT2: Q9UKY4
VTA1: Q9NP79
MLXIPL: Q9NP71
BAZ1B: Q9UIG0
RANBP9: Q96S59
ETV7: Q9Y603
SPRTN: Q9H040
METTL13: Q8N6R0
DYRK4: Q9NR20
ZNF207: O43670
UQCRC1: P31930
STARD3NL: O95772
CD9: P21926
HHATL: Q9HCP6
NCAPD2: Q15021
IFFO1: Q0D2I5
GIPR: P48546
PHF7: Q9BWX1
SEMA3G: Q9NS98
NISCH: Q9Y2I1
STAB1: Q9NY15
FUZ: Q9BT04
SLC6A13: Q9NSD5
IDS: P22304
PRSS3: P35030
ZNF200: P98182
CD4: P01730
LRRC23: Q53EV4
BTK: Q06187
HFE: Q30201
SCMH1: Q96GD3
FYN: P06241
HIVEP2: P31629
FMO1: Q01740
ELOA: Q14241
LYPLA2: O95372
CLCN6: P51797
MRC2: Q9UBG0
SLC6A7: Q99884
TSPAN9: O75954
BTBD7: Q9P203
APBA3: O96018
MKS1: Q9NXB0
ABHD5: Q8WTS1
ANOS1: P23352
AKAP8L: Q9ULX6
MBTD1: Q05BQ5
UTP18: Q9Y5J1
RNF216: Q9NWF9
TTC19: Q6DKK2
PTBP1: P26599
DPF1: Q92782
SYT7: O43581
LARS2: Q15031
PIK3C2A: O00443
PLAUR: Q03405
ANLN: Q9NQW6
WIZ: O95785
RABGAP1: Q9Y3P9
DCN: P07585
QPCTL: Q9NXS2
PPP5C: P53041
CEP68: Q76N32
MAP4K3: Q8IVH8
ZBTB32: Q9Y2Y4
TYROBP: O43914
TMEM159: Q96B96
GABRA3: P34903
BRCA1: P38398
ERCC1: P07992
CD22: P20273
SEMA3B: Q13214
MBTPS2: O43462
PRICKLE3: O43900
LTF: P02788
EXTL3: O43909
NR1H4: Q96RI1
ELOVL5: Q9NYP7
ALOX5: P09917
KDM5D: Q9BY66
CALCOCO1: Q9P1Z2
UBR7: Q8N806
EHD3: Q9NZN3
PSMC4: P43686
MAN2B2: Q9Y2E5
SLC7A14: Q8TBB6
CLDN11: O75508
SLC25A39: Q9BZJ4
MVP: Q14764
NUB1: Q9Y5A7
PGM3: O95394
RWDD2A: Q9UIY3
CLK1: P49759
POLR3B: Q9NW08
ANGEL1: Q9UNK9
RNF14: Q9UBS8
DNASE1L1: P49184
DDX11: Q96FC9
HEBP1: Q9NRV9
GPRC5A: Q8NFJ5
MAMLD1: Q13495
CD6: P30203
TACC3: Q9Y6A5
UFL1: O94874
POLA2: Q14181
ZC3H3: Q8IXZ2
CAPN1: P07384
ACPP: P15309
MDH1: P40925
SLC30A9: Q6PML9
MTMR11: A4FU01
COX15: Q7KZN9
CCDC88C: Q9P219
YAF2: Q8IY57
ZMYND11: Q15326
WAS: P42768
DPEP1: P16444
BID: P55957
MATR3: P43243
NPC1L1: Q9UHC9
XYLT2: Q9H1B5
RGPD5: Q99666
STMN4: Q9H169
NUDCD3: Q8IVD9
ISL1: P61371
CHDH: Q8NE62
IL20RA: Q9UHF4
CLCA1: A8K7I4
CLCA4: Q14CN2
GLT8D1: Q68CQ7
ATP2C1: P98194
IGF1: P05019
SLC38A5: Q8WUX1
RALBP1: Q15311
RUFY3: Q7L099
CNTN1: Q12860
SLC11A1: P49279
WWTR1: Q9GZV5
AGPS: O00116
CXorf56: Q9H5V9
ATP1A2: P50993
TTC27: Q6P3X3
ZNF582: Q96NG8
VSIG2: Q96IQ7
PHLDB1: Q86UU1
MARCO: Q9UEW3
CYP24A1: Q07973
PRDM11: Q9NQV5
SYT13: Q7L8C5
SNAI2: O43623
CD74: P04233
HGF: P14210
ZRANB1: Q9UGI0
NCDN: Q9UBB6
ADGRA2: Q96PE1
ZFP64: Q9NPA5 Q9NTW7
MNAT1: P51948
SAMD4A: Q9UPU9
RUNX3: Q13761
MRE11: P49959
PLEKHB1: Q9UF11
SERPINB1: P30740
CYP3A43: Q9HB55
SLC7A9: P82251
SPAST: Q9UBP0
NRXN3: Q9HDB5 Q9Y4C0
OSBPL5: Q9H0X9
AQR: O60306
CPS1: P31327
C8B: P07358
FHL1: Q13642
RTF2: Q9BY42
GABRA1: P14867
NLRP2: Q9NX02
SLC45A4: Q5BKX6
RNF10: Q8N5U6
ZNF839: A8K0R7
ZDHHC6: Q9H6R6
GRAMD1B: Q3KR37
RNH1: P13489
NDUFS1: P28331
RB1CC1: Q8TDY2
ERP44: Q9BS26
ALAS1: P13196
BIRC3: Q13489
AKAP11: Q9UKA4
GLRX2: Q9NS18
SNAPC1: Q16533
DERA: Q9Y315
STRAP: Q9Y3F4
ABCC2: Q92887
DEF6: Q9H4E7
PLEKHO1: Q53GL0
GCLM: P48507
UBR2: Q8IWV8
EHD2: Q9NZN4
DEPDC1: Q5TB30
CCDC28A: Q8IWP9
RRAGD: Q9NQL2
HSF2: Q03933
PHF20: Q9BVI0
HSD17B6: O14756
NR1H3: Q13133
TYMP: P19971
NCAPH2: Q6IBW4
TOMM34: Q15785
SEC63: Q9UGP8
KPNA6: O60684
VIM: P08670
FAS: P25445
RNASET2: O00584
CD44: P16070
KCNG1: Q9UIX4
AGPAT4: Q9NRZ5
SLAMF7: Q9NQ25
BTN3A1: O00481
MIPEP: Q99797
PRKCH: P24723
INSRR: P14616
IFNGR1: P15260
B4GALT7: Q9UBV7
SH2D2A: Q9NP31
VRK2: Q86Y07
TNFRSF1B: P20333
VEZT: Q9HBM0
POU2F2: P09086
BRD9: Q9H8M2
SNX1: Q13596
TBPL1: P62380
ARNTL2: Q8WYA1
BCLAF1: Q9NYF8
SLC39A9: Q9NUM3
ANK1: P16157
IBSP: P21815
TFB1M: Q8WVM0
RABEP1: Q15276
HMGB3: O15347
NUP160: Q12769
BAK1: Q16611
MUSK: O15146
IKZF2: Q9UKS7
GRN: P28799
FAM13B: Q9NYF5
ARHGAP31: Q2M1Z3
CENPQ: Q7L2Z9
SARS: P49591
RANBP3: Q9H6Z4
ARID4A: P29374
EIPR1: Q53HC9
PNPLA6: Q8IY17
IFT88: Q13099
ALG1: Q9BT22
ZCCHC8: Q6NZY4
ABCF2: Q9UG63
CHPF2: Q9P2E5
LRRC7: Q96NW7
FUT8: Q9BYC5
UBA6: A0AVT1
GAB2: Q9UQC2
ATP6V0A1: Q93050
PIAS1: O75925
SLC4A7: Q9Y6M7
APBA2: Q99767
MAP2K3: P46734
EFCAB1: Q9HAE3
TMSB10: P63313
ASTE1: Q2TB18
RNF19A: Q9NV58
PEX3: P56589
GABARAPL2: P60520
MYOC: Q99972
SH3YL1: Q96HL8
FAM136A: Q96C01
VCL: P18206
DEPDC1B: Q8WUY9
DAPK2: Q9UIK4
NSMAF: Q92636
ADSS: P30520
STAP1: Q9ULZ2
TIMP2: P16035
RFC1: P35251
TBC1D23: Q9NUY8
CUL3: Q13618
MYOM2: P54296
OTC: P00480
CYP46A1: Q9Y6A2
AC118549.1: Q8IYH5
SLC18A1: P54219
USP2: O75604
CASR: P41180
TUBG2: Q9NRH3
RPL26L1: Q9UNX3
FLT4: P35916
NSUN2: Q08J23
FBXO42: Q6P3S6
MFAP3: P55082
MRI1: Q9BV20
METTL1: Q9UBP6
HOXC8: P31273
AGA: P20933
