TSPAN6: O43657
PI4K2B: Q8TCG2
BOD1L1: Q8NFC6
MAT2B: Q9NZL9
TLL1: O43897
EDC4: Q6P2E9
TRIO: O75962
VCAN: P13611
CLEC16A: Q2KHT3
MSR1: P21757
CDH1: P12830
MTREX: P42285
DNAH5: Q8TE73
ZFYVE16: Q7Z3T8
RIPOR1: Q6ZS17
C6: P13671
RAI14: Q9P0K7
SOX30: O94993
PNKP: Q96T60
BEST2: Q8NFU1
PHLPP2: Q6ZVD8
SPDL1: Q96EA4
STAU2: Q9NUL3
PQLC2: Q6ZP29
CTNS: O60931
RTN4R: Q9BZR6
PHF23: Q9BUL5
CDH10: Q9Y6N8
INPP4A: Q96PE3
RAB27B: O00194
PSMA4: P25789
MYO16: Q9Y6X6
LSG1: Q9H089
PARP3: Q9Y6F1
TNC: P24821
THAP3: Q8WTV1
RIPOR3: Q96MK2
TDP1: Q9NUW8
AIFM2: Q9BRQ8
C2orf83: Q53S99
SPATA7: Q9P0W8
MED17: Q9NVC6
RETSAT: Q6NUM9
CAPG: P40121
AP2S1: P53680
USH2A: O75445
ZPBP: Q9BS86
TG: P01266
ADAM28: Q9UKQ2
BARX2: Q9UMQ3
DCUN1D1: Q96GG9
JADE2: Q9NQC1
ZIC2: O95409
LCP2: Q13094
TRIT1: Q9H3H1
ADRB1: P08588
GUCA2B: Q16661
CUL7: Q14999
CTNNA1: P35221
PHKA2: P46019
CNTLN: Q9NXG0
EPHA3: P29320
HSPA5: P11021
DSG2: Q14126
GEMIN8: Q9NWZ8
OFD1: O75665
GPM6B: Q13491
MAGEC2: Q9UBF1
PREX2: Q70Z35
WDR37: Q9Y2I8
YTHDC2: Q9H6S0
CTPS2: Q9NRF8
ATP6V1H: Q9UI12
POLR2B: P30876
FAM214A: Q32MH5
ARAP2: Q8WZ64
TPR: P12270
CP: P00450
KIAA0556: O60303
DTNBP1: Q96EV8
XK: P51811
ANO2: Q9NQ90
C12orf4: Q9NQ89
SCML1: Q9UN30
WWC3: Q9ULE0
ARHGAP6: O43182
FAM184B: Q9ULE4
MAP4: P27816
GOPC: Q9HD26
ROS1: P08922
USP28: Q96RU2
HDAC9: Q9UKV0
TSPAN17: Q96FV3
NOP16: Q9Y3C1
CC2D2A: Q9P2K1
RRM2B: Q7LG56
ZNF800: Q2TB10
TNFRSF17: Q02223
SNX29: Q8TEQ0
LMO3: Q8TAP4
MRPS10: P82664
GUCA1A: P43080
RSF1: Q96T23
VPS13D: Q5THJ4
CELF2: O95319
FAM120A: Q9NZB2
R3HDM1: Q15032
COL9A2: Q14055
KITLG: P21583
ERCC8: Q13216
ADAMTS6: Q9UKP5
H6PD: O95479
VAMP3: Q15836
PER3: P56645
UTS2: O95399
TNFRSF9: Q07011
EPN3: Q9H201
LTBP1: Q14766
RCN1: Q15293
ELN: P15502
RFC2: P35250
ARID1B: Q8NFD5
CLPTM1L: Q96KA5
NEDD4L: Q96PU5
FOXP3: Q9BZS1
PPP1R3F: Q6ZSY5
HEXB: P07686
PTCD2: Q8WV60
NEXMIF: Q5QGS0
JKAMP: Q9P055
DKK3: Q9UBP4
ARHGEF5: Q12774
NFE2L3: Q9Y4A8
MCUR1: Q96AQ8
LIMA1: Q9UHB6
LETMD1: Q6P1Q0
SLC4A8: Q2Y0W8
LAMC3: Q9Y6N6
PTGER3: P43115
TNIP3: Q96KP6
MAPK9: P45984
COL23A1: Q86Y22
BCAR1: P56945
FAM160A2: Q8N612
HERPUD1: Q15011
HOMER3: Q9NSC5
RAD51: Q06609
POLQ: O75417
PIK3CB: P42338
CYBA: P13498
THOC3: Q96J01
HEBP2: Q9Y5Z4
MPHOSPH9: Q99550
PLEKHA5: Q9HAU0
PRSS8: Q16651
SIKE1: Q9BRV8
RRP12: Q5JTH9
FNIP2: Q9P278
MSMO1: Q15800
TTC17: Q96AE7
ALX4: Q9H161
FSTL4: Q6MZW2
FOXN3: O00409
METTL24: Q5JXM2
AKR7A2: O43488
MRTO4: Q9UKD2
NNAT: Q16517
USE1: Q9NZ43
MCF2L2: Q86YR7
NRIP2: Q9BQI9
LAMA3: Q16787
AP5M1: Q9H0R1
ANAPC4: Q9UJX5
KCNQ1: P51787
TRAPPC3: O43617
THRAP3: Q9Y2W1
PHPT1: Q9NRX4
ENTPD2: Q9Y5L3
LY75: O60449
ARID4B: Q4LE39
OPN3: Q9H1Y3
SDCCAG8: Q86SQ7
PTPRN: Q16849
HHAT: Q5VTY9
KIF1B: O60333
FOXC1: Q12948
TBC1D22A: Q8WUA7
SYNE2: Q8WXH0
PLEKHH1: Q9ULM0
ATP9A: O75110
SPO11: Q9Y5K1
CBLN4: Q9NTU7
CHRDL2: Q6WN34
FAM168A: Q92567
RELT: Q969Z4
GALC: P54803
NOP58: Q9Y2X3
SZRD1: Q7Z422
KCNH2: Q12809
CUL1: Q13616
FAM114A2: Q9NRY5
CYFIP2: Q96F07
TAB2: Q9NYJ8
GINM1: Q9NU53
EIF2AK2: P19525
USP36: Q9P275
KMT2C: Q8NEZ4
MCOLN3: Q8TDD5
CCDC85A: Q96PX6
PUM2: Q8TB72
MRPL43: Q8N983
ITIH4: Q14624
ITIH1: P19827
HPF1: Q9NWY4
ZFR: Q96KR1
ZNF280C: Q8ND82
NPFFR2: Q9Y5X5
PHF21B: Q96EK2
TRAF1: Q13077
RC3H2: Q9HBD1
IL17RB: Q9NRM6
TRAF3IP2: O43734
GYG2: O15488
DCBLD2: Q96PD2
SERPINB3: P29508
SOAT1: P35610
PKP2: Q99959
MSH4: O15457
F7: P08709
GDI2: P50395
PRDM1: O75626
ATG5: Q9H1Y0
TMCC3: Q9ULS5
PITHD1: Q9GZP4
MTA3: Q9BTC8
USP13: Q92995
ATP11B: Q9Y2G3
LAMC2: Q13753
CDK14: O94921
SEC61A1: P61619
PPP1R12A: O14974
RASGRF1: Q13972
CAMK2B: Q13554
CROCC: Q5TZA2
POLR3E: Q9NVU0
ATP2B4: P23634
ZC3H11A: O75152
RIOK2: Q9BVS4
YIPF1: Q9Y548
NDC1: Q9BTX1
DGKG: P49619
FLYWCH1: Q4VC44
UNKL: Q9H9P5
TBXAS1: P24557
PARP12: Q9H0J9
ALDH18A1: P54886
TARBP1: Q13395
GATB: O75879
MXD1: Q05195
CDK17: Q00537
DNAJC25: Q9H1X3
SLC2A3: P11169
PSD: A5PKW4
CTDP1: Q9Y5B0
YBX3: P16989
STYK1: Q6J9G0
WNK1: Q9H4A3
CCAR1: Q8IX12
OGFR: Q9NZT2
GNA15: P30679
CREB3L3: Q68CJ9
PIGV: Q9NUD9
PTPRU: Q92729
SNRNP40: Q96DI7
RIMBP2: O15034
COL11A1: P12107
QSER1: Q2KHR3
MPC1: Q9Y5U8
ACAA1: P09110
BCAT1: P54687
HDAC7: Q8WUI4
LZTS1: Q9Y250
PRDM6: Q9NQX0
WNT8A: Q9H1J5
SPAG4: Q9NPE6
NCKAP1: Q9Y2A7
MRPS35: P82673
GUCY1B1: Q02153
SFSWAP: Q12872
TNK2: Q07912
MON2: Q7Z3U7
CDH3: P22223
ARSF: P54793
GPBP1: Q86WP2
DGAT2: Q96PD7
ZNF112: Q9UJU3
CS: O75390
LTK: P29376
MRPS24: Q96EL2
ELMO2: Q96JJ3
WAPL: Q7Z5K2
VMP1: Q96GC9
APPBP2: Q92624
POLD1: P28340
SEZ6: Q53EL9
EIF4B: P23588
SLC6A16: Q9GZN6
BICRA: Q9NZM4
SPHK2: Q9NRA0
RPL18: Q07020
CA11: O75493
ISOC2: Q96AB3
U2AF2: P26368
EPN1: Q9Y6I3
MED29: Q9NX70
AHRR: A9YTQ3
GSC2: O15499
ZNF275: Q9NSD4
MTMR1: Q13613
GPC1: P35052
ADCK1: Q86TW2
HAGH: Q16775
RNF4: P78317
CASP8: Q14790
LIMCH1: Q9UPQ0
INTS13: Q9NVM9
TM7SF3: Q9NS93
DLX3: O60479
SPA17: Q15506
TSPAN32: Q96QS1
WISP2: O76076
DMRT3: Q9NQL9
ST3GAL6: Q9Y274
ATP2C2: O75185
NGFR: P08138
CDON: Q4KMG0
TAF2: Q6P1X5
HIPK2: Q9H2X6
TNPO3: Q9Y5L0
RFXANK: O14593
TMEM161A: Q9NX61
LPAR2: Q9HBW0
CTSA: P10619
SUGP2: Q8IX01
SLC12A2: P55011
SNX24: Q9Y343
EYA2: O00167
CNN2: Q99439
ABCA7: Q8IZY2
SNCAIP: Q9Y6H5
DDX20: Q9UHI6
BTBD1: Q9H0C5
FAR2: Q96K12
BCAS1: O75363
POU1F1: P28069
CHI3L2: Q15782
SBNO2: Q9Y2G9
PMS1: P54277
HMG20B: Q9P0W2
CALCRL: Q16602
TAF11: Q15544
ANKS1A: Q92625
AP3D1: O14617
ZNF76: P36508
SLC9A3R2: Q15599
NTHL1: P78549
UHRF1BP1: Q6BDS2
GNAI3: P08754
IPO5: O00410
OAT: P04181
WDR3: Q9UNX4
PKN2: Q16513
WDR18: Q9BV38
TRAM2: Q15035
NTN1: O95631
GLP2R: O95838
MCM10: Q7L590
DGKA: P23743
ERBB3: P21860
ROPN1: Q9HAT0
ANKRD44: Q8N8A2
KARS: Q15046
ADAT1: Q9BUB4
PDIA5: Q14554
TBC1D22B: Q9NU19
NDUFB4: O95168
SPEN: Q96T58
MYLK: Q15746
ZC3H15: Q8WU90
MAP2K4: P45985
TMEM206: Q9H813
SNAP91: O60641
SLK: Q9H2G2
CYB5R4: Q7L1T6
COL17A1: Q9UMD9
GSTO2: Q9H4Y5
SEC61A2: Q9H9S3
PRKCQ: Q04759
TLE2: Q04725
ASB1: Q9Y576
FAM107B: Q9H098
ME1: P48163
TBC1D1: Q86TI0
CDK13: Q14004
MTHFD2: P13995
SLC9A7: Q96T83
FOXJ2: Q9P0K8
YBX1: P67809
PDE4A: P27815
PPP2R5A: Q15172
CTNNA2: P26232
ELAVL1: Q15717
TIE1: P35590
DIP2B: Q9P265
SMARCD1: Q96GM5
KDM4A: O75164
NFYC: Q13952
ZMYND12: Q9H0C1
SLC9A3: P48764
NGEF: Q8N5V2
ASPM: Q8IZT6
CD84: Q9UIB8
ELOVL1: Q9BW60
SPI1: P17947
ZNRD1: Q9P1U0
MPPED2: Q15777
CLDN18: P56856
ZBTB11: O95625
ATXN3: P54252
GOLGA5: Q8TBA6
FGFR2: P21802
LRRC40: Q9H9A6
ISOC1: Q96CN7
EML1: O00423
TRMT11: Q7Z4G4
THUMPD1: Q9NXG2
MSANTD3: Q96H12
KIF26A: Q9ULI4
ATG2B: Q96BY7
ARFGEF1: Q9Y6D6
ACSM2B: Q68CK6
ZFAT: Q9P243
MTFR1: Q15390
STAG3: Q9UJ98
FECH: P22830
MYO9A: B2RTY4
DDX3Y: O15523
PFKP: Q01813
IDI1: Q13907
SP100: P23497
KLF6: Q99612
PLPP1: O14494
NEO1: Q92859
TRAM1: Q15629
PHKA1: P46020
TNFRSF1A: P19438
CACNB1: Q02641
EVI5: O60447
STOML1: Q9UBI4
PKM: P14618
DHX29: Q7Z478
DNTTIP2: Q5QJE6
METTL22: Q9BUU2
TP53BP1: Q12888
TRO: Q12816
RRP15: Q9Y3B9
RHOA: P61586
DHX8: Q14562
PRKCZ: Q05513
ZFY: P08048
IARS2: Q9NSE4
SYT1: P21579
NAV3: Q8IVL0
IDH3G: P51553
ROGDI: Q9GZN7
PDZD4: Q76G19
ATP2B3: Q16720
ROCK1: Q13464
CBFB: Q13951
PDK3: Q15120
HYAL2: Q12891
HDAC4: P56524
RASSF1: Q9NS23
FGFR3: P22607
IFI35: P80217
HEATR6: Q6AI08
COASY: Q13057
PLEKHH3: Q7Z736
MEF2A: Q02078
OTUD5: Q96G74
TFE3: P19532
TBC1D25: Q3MII6
ACSL4: O60488
INPP5A: Q14642
GPKOW: Q92917
GRIPAP1: Q4V328
FTSJ1: Q9UET6
PRR11: Q96HE9
REEP1: Q9H902
ATP11A: P98196
POLR1A: O95602
LAPTM4A: Q15012
TTC7A: Q9ULT0
IP6K2: Q9UHH9
SRBD1: Q8N5C6
KIF2A: O00139
RASGRP2: Q7LDG7
PSME4: Q14997
IFT80: Q9P2H3
SIRT2: Q8IXJ6
ERLEC1: Q96DZ1
PPP2R5B: Q15173
PYGM: P11217
PAGE1: O75459
PITX1: P78337
TRPC7: Q9HCX4
MAST4: O15021
ADGRF5: Q8IZF2
SDK2: Q58EX2
ADAM7: Q9H2U9
NUP133: Q8WUM0
NUCKS1: Q9H1E3
VPS35: Q96QK1
DNAJA2: O60884
BCL3: P20749
KCNAB2: Q13303
ABCC9: O60706
GAL: P22466
CLEC2D: Q9UHP7
FUNDC1: Q8IVP5
MAOB: P27338
RORA: P35398
DRD4: P21917
TGFBR3: Q03167
PLA2G10: O15496
HES2: Q9Y543
ATP1B3: P54709
NEDD4: P46934
PIGB: Q92521
MAPK6: Q16659
GNB5: O14775
RAB27A: P51159
HDHD5: Q9BXW7
UFD1: Q92890
LRP6: O75581
GUCY2C: P25092
SCT: P09683
PHRF1: Q9P1Y6
ELP1: O95163
PFN2: P35080
PTPN3: P26045
SPTB: P11277
DAPP1: Q9UN19
FGF10: O15520
SLC44A1: Q8WWI5
TMEM260: Q9NX78
SMG6: Q86US8
EXOC5: O00471
CLTCL1: P53675
FGF22: Q9HCT0
FSTL3: O95633
DGCR2: P98153
RNF126: Q9BV68
MNT: Q99583
ZXDC: Q2QGD7
JMJD6: Q6NYC1
POLB: P06746
ST6GALNAC1: Q9NSC7
WIPI1: Q5MNZ9
FRMPD1: Q5SYB0
GBA2: Q9HCG7
NDST1: P52848
ASNS: P08243
AP3M2: P53677
CNGB1: Q14028
ST6GALNAC2: Q9UJ37
CHAT: P28329
PABPC1: P11940
TESK2: Q96S53
CFAP20: Q9Y6A4
CSNK2A2: P19784
PTPN21: Q16825
EIF2B3: Q9NR50
CAMK2A: Q9UQM7
TCOF1: Q13428
CDC42: P60953
OSBPL3: Q9H4L5
EPHA8: P29322
SLC12A3: P55017
RAD18: Q9NS91
ATP2B1: P20020
TRPM5: Q9NZQ8
NCK2: O43639
MAP4K4: O95819
MGAT4A: Q9UM21
RPL31: P62899
WDR1: O75083
SNX13: Q9Y5W8
MS4A12: Q9NXJ0
ARHGAP10: A1A4S6
RPS6KA2: Q15349
ING3: Q9NXR8
VASH1: Q7L8A9
LMCD1: Q9NZU5
BUD23: O43709
SEL1L: Q9UBV2
TRIP13: Q15645
ATP6AP1: Q15904
TCF3: P15923
TRIB2: Q92519
DAZAP1: Q96EP5
MBD3: O95983
PRLH: P81277
HLTF: Q14527
FAM50A: Q14320
FAM3A: P98173
CPSF1: Q10570
MYO3B: Q8WXR4
CYBRD1: Q53TN4
CDH19: Q9H159
PDCD2: Q16342
SLC6A15: Q9H2J7
RDH11: Q8TC12
PRKACA: P17612
ADGRL1: O94910
SPP2: Q13103
ACTN1: P12814
ZFYVE26: Q68DK2
RPS6KA6: Q9UK32
EPN2: O95208
PTPN18: Q99952
LIMS2: Q7Z4I7
ASIC4: Q96FT7
SPEG: Q15772
LNX1: Q8TBB1
ALDH3A2: P51648
TFRC: P02786
SREBF1: P36956
TRPC5: Q9UL62
AFF4: Q9UHB7
