yourlist:M20200729A94466D2655679D1FD8953E075198DA82F5BF9J	Entry	Entry name
Q96GF1	Q96GF1	RN185_HUMAN
Q99501	Q99501	GA2L1_HUMAN
O15442	O15442	MPPD1_HUMAN
O43749	O43749	OR1F1_HUMAN
P43080	P43080	GUC1A_HUMAN
Q9NRX3	Q9NRX3	NUA4L_HUMAN
P52954	P52954	LBX1_HUMAN
Q96NY7	Q96NY7	CLIC6_HUMAN
Q99816	Q99816	TS101_HUMAN
O14793	O14793	GDF8_HUMAN
Q9Y259	Q9Y259	CHKB_HUMAN
Q71F56	Q71F56	MD13L_HUMAN
P34949	P34949	MPI_HUMAN
O75191	O75191	XYLB_HUMAN
P62750	P62750	RL23A_HUMAN
Q9NPF7	Q9NPF7	IL23A_HUMAN
Q9Y485	Q9Y485	DMXL1_HUMAN
O75752	O75752	B3GL1_HUMAN
Q99453	Q99453	PHX2B_HUMAN
P12035	P12035	K2C3_HUMAN
P42695	P42695	CNDD3_HUMAN
Q8WTX7	Q8WTX7	CAST1_HUMAN
Q9BRJ7	Q9BRJ7	TIRR_HUMAN
Q9UFN0	Q9UFN0	NPS3A_HUMAN
Q7Z5V6	Q7Z5V6	PPR32_HUMAN
P43363	P43363	MAGAA_HUMAN
Q96S95	Q96S95	CK2N2_HUMAN
Q8N148	Q8N148	OR6V1_HUMAN
P00338	P00338	LDHA_HUMAN
Q8WWU7	Q8WWU7	ITLN2_HUMAN
Q99435	Q99435	NELL2_HUMAN
O15354	O15354	GPR37_HUMAN
Q9BRQ6	Q9BRQ6	MIC25_HUMAN
O60262	O60262	GBG7_HUMAN
Q15907	Q15907	RB11B_HUMAN
Q9Y6C5	Q9Y6C5	PTC2_HUMAN
P0DMV1	P0DMV1	CT458_HUMAN
Q9UNA1	Q9UNA1	RHG26_HUMAN
P35030	P35030	TRY3_HUMAN
Q86YC3	Q86YC3	LRC33_HUMAN
Q92625	Q92625	ANS1A_HUMAN
Q92600	Q92600	CNOT9_HUMAN
Q8NEM0	Q8NEM0	MCPH1_HUMAN
Q8IZN7	Q8IZN7	D107A_HUMAN
O75185	O75185	AT2C2_HUMAN
Q9Y3P9	Q9Y3P9	RBGP1_HUMAN
Q8IX21	Q8IX21	SLF2_HUMAN
Q9P2K1	Q9P2K1	C2D2A_HUMAN
Q8N0V3	Q8N0V3	RBFA_HUMAN
Q8WW32	Q8WW32	HMGB4_HUMAN
P50990	P50990	TCPQ_HUMAN
Q9BV86	Q9BV86	NTM1A_HUMAN
Q567V2	Q567V2	M17L2_HUMAN
Q13823	Q13823	NOG2_HUMAN
Q9HBI6	Q9HBI6	CP4FB_HUMAN
Q15459	Q15459	SF3A1_HUMAN
Q9NTU4	Q9NTU4	CTSRZ_HUMAN
Q92611	Q92611	EDEM1_HUMAN
Q16537	Q16537	2A5E_HUMAN
Q9UMQ6	Q9UMQ6	CAN11_HUMAN
Q9GZZ6	Q9GZZ6	ACH10_HUMAN
P17030	P17030	ZNF25_HUMAN
P13796	P13796	PLSL_HUMAN
Q5SVJ3	Q5SVJ3	CA100_HUMAN
Q96BY6	Q96BY6	DOC10_HUMAN
Q8N661	Q8N661	TM86B_HUMAN
Q9HB15	Q9HB15	KCNKC_HUMAN
Q9GZK7	Q9GZK7	O11A1_HUMAN
Q8TAV4	Q8TAV4	STML3_HUMAN
O94776	O94776	MTA2_HUMAN
Q9BTM1	Q9BTM1	H2AJ_HUMAN
Q8NHM5	Q8NHM5	KDM2B_HUMAN
Q8NFT6	Q8NFT6	DBF4B_HUMAN
Q6WQI6	Q6WQI6	HEPN1_HUMAN
Q13480	Q13480	GAB1_HUMAN
P59551	P59551	T2R60_HUMAN
Q6PGQ7	Q6PGQ7	BORA_HUMAN
Q8N4L1	Q8N4L1	T151A_HUMAN
Q92845	Q92845	KIFA3_HUMAN
Q7Z4K8	Q7Z4K8	TRI46_HUMAN
O15067	O15067	PUR4_HUMAN
Q9Y5Y0	Q9Y5Y0	FLVC1_HUMAN
Q9HCM9	Q9HCM9	TRI39_HUMAN
Q8NFT2	Q8NFT2	STEA2_HUMAN
Q5JR12	Q5JR12	PPM1J_HUMAN
C9JQI7	C9JQI7	TM232_HUMAN
E5RIL1	E5RIL1	UPKL2_HUMAN
Q9BQ69	Q9BQ69	MACD1_HUMAN
Q4KMQ1	Q4KMQ1	TPRN_HUMAN
Q86Y34	Q86Y34	AGRG3_HUMAN
P61457	P61457	PHS_HUMAN
O00299	O00299	CLIC1_HUMAN
Q8N9L9	Q8N9L9	ACOT4_HUMAN
P47871	P47871	GLR_HUMAN
Q5SW79	Q5SW79	CE170_HUMAN
P61313	P61313	RL15_HUMAN
Q9Y4B4	Q9Y4B4	ARIP4_HUMAN
Q9NW07	Q9NW07	ZN358_HUMAN
Q03013	Q03013	GSTM4_HUMAN
Q8WWQ2	Q8WWQ2	HPSE2_HUMAN
Q6IFH4	Q6IFH4	OR6B2_HUMAN
Q8TE54	Q8TE54	S26A7_HUMAN
Q5JTC6	Q5JTC6	AMER1_HUMAN
Q14116	Q14116	IL18_HUMAN
Q8TC57	Q8TC57	M1AP_HUMAN
Q96BP2	Q96BP2	CHCH1_HUMAN
Q9BWU0	Q9BWU0	NADAP_HUMAN
Q9NVH1	Q9NVH1	DJC11_HUMAN
Q9H2X9	Q9H2X9	S12A5_HUMAN
Q13402	Q13402	MYO7A_HUMAN
A8MTL9	A8MTL9	HMSD_HUMAN
Q06136	Q06136	KDSR_HUMAN
P50148	P50148	GNAQ_HUMAN
Q99811	Q99811	PRRX2_HUMAN
P11498	P11498	PYC_HUMAN
Q8NAP3	Q8NAP3	ZBT38_HUMAN
Q06732	Q06732	ZN33B_HUMAN
P0CI26	P0CI26	TR49C_HUMAN
C9JSJ3	C9JSJ3	BHMG1_HUMAN
Q9UNX4	Q9UNX4	WDR3_HUMAN
B6A8C7	B6A8C7	TARM1_HUMAN
P20711	P20711	DDC_HUMAN
P12314	P12314	FCGR1_HUMAN
Q8N7M2	Q8N7M2	ZN283_HUMAN
A0A087WUL8	A0A087WUL8	NBPFJ_HUMAN
O95453	O95453	PARN_HUMAN
Q9BYD6	Q9BYD6	RM01_HUMAN
O94829	O94829	IPO13_HUMAN
Q6ZN84	Q6ZN84	CCD81_HUMAN
Q7Z5L3	Q7Z5L3	C1QL2_HUMAN
Q96AM1	Q96AM1	MRGRF_HUMAN
Q8N7X1	Q8N7X1	RMXL3_HUMAN
Q9GZL7	Q9GZL7	WDR12_HUMAN
P60372	P60372	KR104_HUMAN
Q96SE7	Q96SE7	ZN347_HUMAN
P86397	P86397	HTD2_HUMAN
Q9Y4W2	Q9Y4W2	LAS1L_HUMAN
Q8NE86	Q8NE86	MCU_HUMAN
Q9Y289	Q9Y289	SC5A6_HUMAN
Q6RI45	Q6RI45	BRWD3_HUMAN
Q5T6V5	Q5T6V5	QSPP_HUMAN
A6NIM6	A6NIM6	S15A5_HUMAN
P20851	P20851	C4BPB_HUMAN
P49257	P49257	LMAN1_HUMAN
P02753	P02753	RET4_HUMAN
P10828	P10828	THB_HUMAN
Q6ICC9	Q6ICC9	RTL6_HUMAN
P36405	P36405	ARL3_HUMAN
Q8NBF1	Q8NBF1	GLIS1_HUMAN
Q9H6L4	Q9H6L4	ARMC7_HUMAN
Q8N2Y8	Q8N2Y8	RUSC2_HUMAN
Q9H6S0	Q9H6S0	YTDC2_HUMAN
Q6NUI1	Q6NUI1	C144L_HUMAN
Q96S19	Q96S19	MTL26_HUMAN
Q16633	Q16633	OBF1_HUMAN
A1L4K1	A1L4K1	FSD2_HUMAN
Q86Y82	Q86Y82	STX12_HUMAN
Q9H741	Q9H741	CL049_HUMAN
Q6IQ19	Q6IQ19	CCSAP_HUMAN
Q16594	Q16594	TAF9_HUMAN
Q6PEW1	Q6PEW1	ZCH12_HUMAN
Q5TBK1	Q5TBK1	N42L1_HUMAN
Q3MIR4	Q3MIR4	CC50B_HUMAN
O00471	O00471	EXOC5_HUMAN
P33260	P33260	CP2CI_HUMAN
A6NDU8	A6NDU8	CE051_HUMAN
P10301	P10301	RRAS_HUMAN
P62491	P62491	RB11A_HUMAN
Q6NUI2	Q6NUI2	GPAT2_HUMAN
Q9GZK4	Q9GZK4	OR2H1_HUMAN
Q496F6	Q496F6	CLM2_HUMAN
P57729	P57729	RAB38_HUMAN
Q96JK4	Q96JK4	HIPL1_HUMAN
Q6B9Z1	Q6B9Z1	IGFL4_HUMAN
Q99759	Q99759	M3K3_HUMAN
P49184	P49184	DNSL1_HUMAN
O60240	O60240	PLIN1_HUMAN
P13861	P13861	KAP2_HUMAN
P55774	P55774	CCL18_HUMAN
P04083	P04083	ANXA1_HUMAN
O15213	O15213	WDR46_HUMAN
Q86XK3	Q86XK3	SFR1_HUMAN
Q9BUG6	Q9BUG6	ZSA5A_HUMAN
Q9NXB9	Q9NXB9	ELOV2_HUMAN
Q8NHV1	Q8NHV1	GIMA7_HUMAN
Q5VYS4	Q5VYS4	MEDAG_HUMAN
P82279	P82279	CRUM1_HUMAN
Q6UX98	Q6UX98	ZDH24_HUMAN
Q6P996	Q6P996	PDXD1_HUMAN
P05164	P05164	PERM_HUMAN
Q96J87	Q96J87	CELF6_HUMAN
Q9Y285	Q9Y285	SYFA_HUMAN
P06280	P06280	AGAL_HUMAN
Q96M94	Q96M94	KLH15_HUMAN
Q9UIF9	Q9UIF9	BAZ2A_HUMAN
P50993	P50993	AT1A2_HUMAN
Q9Y5I7	Q9Y5I7	CLD16_HUMAN
Q9H9V9	Q9H9V9	JMJD4_HUMAN
P63211	P63211	GBG1_HUMAN
Q8N3Z0	Q8N3Z0	PRS35_HUMAN
O15063	O15063	GRRE1_HUMAN
P40967	P40967	PMEL_HUMAN
P56597	P56597	NDK5_HUMAN
Q969W1	Q969W1	ZDH16_HUMAN
O95466	O95466	FMNL1_HUMAN
Q14896	Q14896	MYPC3_HUMAN
O60711	O60711	LPXN_HUMAN
Q2NKX8	Q2NKX8	ERC6L_HUMAN
P26718	P26718	NKG2D_HUMAN
P18089	P18089	ADA2B_HUMAN
P40425	P40425	PBX2_HUMAN
Q96RS0	Q96RS0	TGS1_HUMAN
Q9NQ86	Q9NQ86	TRI36_HUMAN
O00219	O00219	HYAS3_HUMAN
Q96HV5	Q96HV5	TM41A_HUMAN
P13647	P13647	K2C5_HUMAN
Q8NH92	Q8NH92	OR1S1_HUMAN
Q15053	Q15053	K0040_HUMAN
Q9H1C0	Q9H1C0	LPAR5_HUMAN
Q14542	Q14542	S29A2_HUMAN
Q8N1B4	Q8N1B4	VPS52_HUMAN
P22680	P22680	CP7A1_HUMAN
O96033	O96033	MOC2A_HUMAN
P42685	P42685	FRK_HUMAN
Q6NW34	Q6NW34	NEPRO_HUMAN
O95147	O95147	DUS14_HUMAN
Q9NR22	Q9NR22	ANM8_HUMAN
Q86VD7	Q86VD7	S2542_HUMAN
P32418	P32418	NAC1_HUMAN
P20849	P20849	CO9A1_HUMAN
Q8NI77	Q8NI77	KI18A_HUMAN
Q8IZP0	Q8IZP0	ABI1_HUMAN
Q8WXS5	Q8WXS5	CCG8_HUMAN
Q5T0F9	Q5T0F9	C2D1B_HUMAN
Q6ZN16	Q6ZN16	M3K15_HUMAN
Q01362	Q01362	FCERB_HUMAN
Q6ZRP7	Q6ZRP7	QSOX2_HUMAN
Q8IXJ9	Q8IXJ9	ASXL1_HUMAN
P48735	P48735	IDHP_HUMAN
P29400	P29400	CO4A5_HUMAN
P0CG31	P0CG31	Z286B_HUMAN
P98161	P98161	PKD1_HUMAN
P49768	P49768	PSN1_HUMAN
A6NJ78	A6NJ78	MET15_HUMAN
P09914	P09914	IFIT1_HUMAN
Q9ULW6	Q9ULW6	NP1L2_HUMAN
Q9Y3Z3	Q9Y3Z3	SAMH1_HUMAN
Q9BZ67	Q9BZ67	FRMD8_HUMAN
Q9H4Q4	Q9H4Q4	PRD12_HUMAN
O95602	O95602	RPA1_HUMAN
P26358	P26358	DNMT1_HUMAN
Q5JSL3	Q5JSL3	DOC11_HUMAN
Q6ZUU3	Q6ZUU3	FOXNB_HUMAN
P33527	P33527	MRP1_HUMAN
Q9BVP2	Q9BVP2	GNL3_HUMAN
Q9H799	Q9H799	CPLN1_HUMAN
P26641	P26641	EF1G_HUMAN
P61764	P61764	STXB1_HUMAN
B6SEH8	B6SEH8	ERVV1_HUMAN
Q9UK32	Q9UK32	KS6A6_HUMAN
O00391	O00391	QSOX1_HUMAN
Q24JQ0	Q24JQ0	TM241_HUMAN
Q16585	Q16585	SGCB_HUMAN
Q7Z4V5	Q7Z4V5	HDGR2_HUMAN
Q7Z340	Q7Z340	ZN551_HUMAN
Q6RFH5	Q6RFH5	WDR74_HUMAN
P38159	P38159	RBMX_HUMAN
O60911	O60911	CATL2_HUMAN
Q8N7L0	Q8N7L0	F216B_HUMAN
B9A014	B9A014	F243A_HUMAN
Q13606	Q13606	OR5I1_HUMAN
Q6ZR85	Q6ZR85	CQ107_HUMAN
Q9GZT8	Q9GZT8	NIF3L_HUMAN
Q12982	Q12982	BNIP2_HUMAN
Q8IVU1	Q8IVU1	IGDC3_HUMAN
P08493	P08493	MGP_HUMAN
P20036	P20036	DPA1_HUMAN
O95970	O95970	LGI1_HUMAN
A6NJ46	A6NJ46	NKX63_HUMAN
O94880	O94880	PHF14_HUMAN
P36543	P36543	VATE1_HUMAN
Q9H9S4	Q9H9S4	CB39L_HUMAN
Q14746	Q14746	COG2_HUMAN
Q9HC36	Q9HC36	MRM3_HUMAN
P51168	P51168	SCNNB_HUMAN
Q9UI43	Q9UI43	MRM2_HUMAN
Q96NS5	Q96NS5	ASB16_HUMAN
Q9BR39	Q9BR39	JPH2_HUMAN
Q96EZ4	Q96EZ4	MYEOV_HUMAN
Q9UJ55	Q9UJ55	MAGL2_HUMAN
O95841	O95841	ANGL1_HUMAN
Q5K130	Q5K130	CLU1O_HUMAN
Q8TDJ6	Q8TDJ6	DMXL2_HUMAN
Q6FHJ7	Q6FHJ7	SFRP4_HUMAN
Q92859	Q92859	NEO1_HUMAN
P48382	P48382	RFX5_HUMAN
O75694	O75694	NU155_HUMAN
P48681	P48681	NEST_HUMAN
Q9BV38	Q9BV38	WDR18_HUMAN
P55072	P55072	TERA_HUMAN
P09668	P09668	CATH_HUMAN
Q9H4M3	Q9H4M3	FBX44_HUMAN
O95390	O95390	GDF11_HUMAN
Q2M1K9	Q2M1K9	ZN423_HUMAN
P28074	P28074	PSB5_HUMAN
Q658N2	Q658N2	WSCD1_HUMAN
Q3SXM0	Q3SXM0	DC4L1_HUMAN
Q8ND56	Q8ND56	LS14A_HUMAN
P51570	P51570	GALK1_HUMAN
A0PJE2	A0PJE2	DHR12_HUMAN
Q9Y6N1	Q9Y6N1	COX11_HUMAN
Q8WYN0	Q8WYN0	ATG4A_HUMAN
Q9UNP9	Q9UNP9	PPIE_HUMAN
Q9NPC4	Q9NPC4	A4GAT_HUMAN
Q9NXP7	Q9NXP7	GIN1_HUMAN
P16260	P16260	GDC_HUMAN
P27815	P27815	PDE4A_HUMAN
P78368	P78368	KC1G2_HUMAN
Q5TGS1	Q5TGS1	HES3_HUMAN
P31947	P31947	1433S_HUMAN
Q5TA78	Q5TA78	LCE4A_HUMAN
Q6NVY1	Q6NVY1	HIBCH_HUMAN
Q9BWV1	Q9BWV1	BOC_HUMAN
Q16099	Q16099	GRIK4_HUMAN
Q9Y2U2	Q9Y2U2	KCNK7_HUMAN
Q9Y271	Q9Y271	CLTR1_HUMAN
H3BU77	H3BU77	CC179_HUMAN
A8MYZ6	A8MYZ6	FOXO6_HUMAN
Q49AM3	Q49AM3	TTC31_HUMAN
Q5JX71	Q5JX71	F209A_HUMAN
Q96AQ8	Q96AQ8	MCUR1_HUMAN
Q9BRK0	Q9BRK0	REEP2_HUMAN
O00470	O00470	MEIS1_HUMAN
Q6UXF1	Q6UXF1	TM108_HUMAN
Q13316	Q13316	DMP1_HUMAN
O15294	O15294	OGT1_HUMAN
P14598	P14598	NCF1_HUMAN
A6NCS4	A6NCS4	NKX26_HUMAN
Q9NRU3	Q9NRU3	CNNM1_HUMAN
A6NFU8	A6NFU8	PGPIL_HUMAN
Q9UL68	Q9UL68	MYT1L_HUMAN
Q9UKV0	Q9UKV0	HDAC9_HUMAN
Q13308	Q13308	PTK7_HUMAN
A8MPY1	A8MPY1	GBRR3_HUMAN
P11801	P11801	KPSH1_HUMAN
Q9H4E7	Q9H4E7	DEFI6_HUMAN
P0C024	P0C024	NUDT7_HUMAN
Q6ZN66	Q6ZN66	GBP6_HUMAN
Q5T8I9	Q5T8I9	HENMT_HUMAN
P52757	P52757	CHIO_HUMAN
Q9UJA9	Q9UJA9	ENPP5_HUMAN
Q709C8	Q709C8	VP13C_HUMAN
O15126	O15126	SCAM1_HUMAN
O75916	O75916	RGS9_HUMAN
Q96F45	Q96F45	ZN503_HUMAN
P83436	P83436	COG7_HUMAN
Q8WVF1	Q8WVF1	OSCP1_HUMAN
Q8N336	Q8N336	ELMD1_HUMAN
Q9NQ11	Q9NQ11	AT132_HUMAN
Q5JX69	Q5JX69	F209B_HUMAN
Q9BQJ4	Q9BQJ4	TMM47_HUMAN
O95235	O95235	KI20A_HUMAN
Q6ZNG2	Q6ZNG2	DBX2_HUMAN
Q6PEV8	Q6PEV8	F199X_HUMAN
Q15042	Q15042	RB3GP_HUMAN
P28358	P28358	HXD10_HUMAN
Q8N6G6	Q8N6G6	ATL1_HUMAN
Q8IY51	Q8IY51	TIGD4_HUMAN
O14717	O14717	TRDMT_HUMAN
P07199	P07199	CENPB_HUMAN
Q9UPZ6	Q9UPZ6	THS7A_HUMAN
A6NEK1	A6NEK1	ARRD5_HUMAN
Q9P2R6	Q9P2R6	RERE_HUMAN
Q8N123	Q8N123	CPXCR_HUMAN
Q5FYA8	Q5FYA8	ARSH_HUMAN
P16415	P16415	ZN823_HUMAN
Q02447	Q02447	SP3_HUMAN
O15050	O15050	TRNK1_HUMAN
Q96L50	Q96L50	LLR1_HUMAN
O95503	O95503	CBX6_HUMAN
Q5VZF2	Q5VZF2	MBNL2_HUMAN
P55347	P55347	PKNX1_HUMAN
O76064	O76064	RNF8_HUMAN
Q8IUC2	Q8IUC2	KRA81_HUMAN
P53672	P53672	CRBA2_HUMAN
O95672	O95672	ECEL1_HUMAN
P61647	P61647	SIA8F_HUMAN
Q5JRX3	Q5JRX3	PREP_HUMAN
P52797	P52797	EFNA3_HUMAN
P43378	P43378	PTN9_HUMAN
P54756	P54756	EPHA5_HUMAN
Q8NEH6	Q8NEH6	MNS1_HUMAN
Q9UBG7	Q9UBG7	RBPJL_HUMAN
P58166	P58166	INHBE_HUMAN
