Date,GeoId,CumulativeCount_MedicalTest_COVID_19,CumulativeCount_MedicalTest_COVID_19_Positive,CumulativeCount_MedicalTest_COVID_19_Negative,Count_MedicalTest_COVID_19_Pending,CumulativeCount_MedicalConditionIncident_COVID_19_PatientRecovered,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,Count_MedicalConditionIncident_COVID_19_PatientHospitalized,CumulativeCount_MedicalConditionIncident_COVID_19_PatientHospitalized,Count_MedicalConditionIncident_COVID_19_PatientInICU,CumulativeCount_MedicalConditionIncident_COVID_19_PatientInICU,Count_MedicalConditionIncident_COVID_19_PatientOnVentilator,CumulativeCount_MedicalConditionIncident_COVID_19_PatientOnVentilator
2020-04-30,dcid:geoId/54,44541,1118,43423,,545,41,84,,38,,20,
2020-04-30,dcid:geoId/56,9446,544,8902,,371,7,13,56,,,,
2020-04-29,dcid:geoId/02,19119,355,18764,,240,9,14,,,,,
2020-04-29,dcid:geoId/01,80449,6842,73607,,,245,,945,,335,,195
2020-04-29,dcid:geoId/05,45449,3192,42257,,1249,59,93,389,,,18,82
2020-04-29,dcid:geoId/60,3,0,3,17,,0,,,,,,
2020-04-29,dcid:geoId/04,68813,7202,61611,,1475,304,756,1884,312,,191,
2020-04-29,dcid:geoId/06,603139,46500,556639,,,1887,5011,,1512,,,
2020-04-29,dcid:geoId/08,69449,14735,54714,,2275,760,964,2610,,,,
2020-04-29,dcid:geoId/09,94818,26767,68051,,,2168,1691,,,,,
2020-04-29,dcid:geoId/11,19229,4106,15123,,660,205,,,,,,
2020-04-29,dcid:geoId/10,21538,4655,16883,,1173,204,326,,,,,
2020-04-29,dcid:geoId/12,373488,33193,340295,1252,,1240,,5624,,,,
2020-04-29,dcid:geoId/13,143939,25572,118367,,,1093,,5056,,1148,,
2020-04-29,dcid:geoId/66,1847,145,1702,,130,5,,,,,,
2020-04-29,dcid:geoId/15,29618,609,29009,,505,16,,69,,,,
2020-04-29,dcid:geoId/19,41337,6843,34494,,2428,148,323,,100,,74,
2020-04-29,dcid:geoId/16,28382,1952,26430,,1087,60,,173,,73,,
2020-04-29,dcid:geoId/17,256667,50355,206312,,,2215,5036,,1290,,777,
2020-04-29,dcid:geoId/18,91550,17182,74368,,,1065,1484,,570,,262,
2020-04-29,dcid:geoId/20,29458,3738,25720,,266,125,,515,,198,,88
2020-04-29,dcid:geoId/21,52411,4375,48036,,1617,225,320,1331,170,625,,
2020-04-29,dcid:geoId/22,156568,27660,128908,,17303,1802,1629,,,,244,
2020-04-29,dcid:geoId/25,265618,60265,205353,,,3405,3856,5758,1011,,,
2020-04-29,dcid:geoId/24,110929,20849,90080,,1361,1168,1610,4402,586,,,
2020-04-29,dcid:geoId/23,20602,1056,19546,,615,52,32,166,17,,7,
2020-04-29,dcid:geoId/26,204861,46488,158373,,8342,4335,2498,,997,,778,
2020-04-29,dcid:geoId/27,77118,7468,69650,,1724,319,320,950,119,337,,
2020-04-29,dcid:geoId/29,77159,7425,69734,,,318,891,,,,125,
2020-04-29,dcid:geoId/69,224,14,210,,12,2,,,,,,
2020-04-29,dcid:geoId/28,66094,6569,59525,,3413,250,677,1126,151,,69,
2020-04-29,dcid:geoId/30,13528,451,13077,,382,16,5,61,,,,
2020-04-29,dcid:geoId/37,118440,9948,108492,,,354,551,,,,,
2020-04-29,dcid:geoId/38,25536,1033,24503,,437,19,28,82,,,,
2020-04-29,dcid:geoId/31,23631,3374,20257,,,55,,,,,,
2020-04-29,dcid:geoId/33,20746,2010,18736,81,936,60,106,249,,,,
2020-04-29,dcid:geoId/34,241318,116264,125054,617,15642,6770,6289,,1811,,1327,
2020-04-29,dcid:geoId/35,61745,2974,58771,,705,110,157,509,,,,
2020-04-29,dcid:geoId/32,41028,4898,36130,,100,257,,,,,,
2020-04-29,dcid:geoId/36,872481,299691,572790,,53238,18015,12159,76450,,,,
2020-04-29,dcid:geoId/39,128908,17303,111605,,,937,,3421,,1014,,
2020-04-29,dcid:geoId/40,61267,3473,57794,,2319,214,283,693,126,,,
2020-04-29,dcid:geoId/41,54472,2446,52026,,,101,227,569,56,,24,
2020-04-29,dcid:geoId/42,214883,44366,170517,,,2195,2781,,,,602,
2020-04-29,dcid:geoId/72,10746,1433,9313,1940,,86,,,,,,
2020-04-29,dcid:geoId/44,60165,8247,51918,,391,251,269,750,80,,55,
2020-04-29,dcid:geoId/45,54217,5881,48336,,3252,203,,1000,,,,
2020-04-29,dcid:geoId/46,16833,2373,14460,,1492,13,69,165,,,,
2020-04-29,dcid:geoId/47,168549,10366,158183,,5140,195,,1013,,,,
2020-04-29,dcid:geoId/48,314790,27054,287736,,12507,732,1702,,,,,
2020-04-29,dcid:geoId/49,105778,4495,101283,,1790,45,,383,,,,
2020-04-29,dcid:geoId/51,85940,14961,70979,620,2042,522,1566,3608,387,,222,
2020-04-29,dcid:geoId/78,794,62,732,78,51,4,,,,,,
2020-04-29,dcid:geoId/50,15021,866,14155,,,47,26,,,,,
2020-04-29,dcid:geoId/53,200428,16042,184386,,,786,490,,156,,,
2020-04-29,dcid:geoId/55,74290,7660,66630,227,,308,577,1489,121,363,,
2020-04-29,dcid:geoId/54,43071,1095,41976,,504,38,102,,40,,21,
2020-04-29,dcid:geoId/56,9217,536,8681,,362,7,12,56,,,,
2020-04-28,dcid:geoId/02,17089,351,16738,,228,9,16,,,,,
2020-04-28,dcid:geoId/01,75827,6687,69140,,,242,,911,,335,,195
2020-04-28,dcid:geoId/05,40671,3111,37560,,1146,52,104,,,,20,
2020-04-28,dcid:geoId/60,3,0,3,17,,0,,,,,,
2020-04-28,dcid:geoId/04,67438,6948,60490,,1450,293,737,1824,303,,193,
2020-04-28,dcid:geoId/06,577608,45031,532577,,,1809,4983,,1485,,,
2020-04-28,dcid:geoId/08,66341,13879,52462,,2275,706,994,2485,,,,
2020-04-28,dcid:geoId/09,92745,26312,66433,,,2089,1732,,,,,
2020-04-28,dcid:geoId/11,18885,3994,14891,,660,190,,,,,,
2020-04-28,dcid:geoId/10,21180,4575,16605,,1096,192,337,,,,,
2020-04-28,dcid:geoId/12,366875,32846,334029,1216,,1154,,5266,,,,
2020-04-28,dcid:geoId/13,140020,24615,115405,,,1026,,4814,,1087,,
2020-04-28,dcid:geoId/66,1683,145,1538,,129,5,3,,,,,
2020-04-28,dcid:geoId/15,29183,607,28576,,493,16,,68,,,,
2020-04-28,dcid:geoId/19,39823,6376,33447,,2164,136,304,,98,,64,
2020-04-28,dcid:geoId/16,20052,1917,18135,,1039,58,,172,,73,,
2020-04-28,dcid:geoId/17,242189,48102,194087,,,2125,4738,,1245,,778,
2020-04-28,dcid:geoId/18,87181,16588,70593,,,901,1518,,546,,275,
2020-04-28,dcid:geoId/20,28090,3491,24599,,,124,,504,,,,
2020-04-28,dcid:geoId/21,48799,4146,44653,,1521,213,313,1281,165,612,,
2020-04-28,dcid:geoId/22,151108,27286,123822,,17303,1758,1666,,,,244,
2020-04-28,dcid:geoId/25,254500,58302,196198,,,3153,3875,5515,1005,,,
2020-04-28,dcid:geoId/24,107785,20113,87672,,1295,1099,1528,4268,551,,,
2020-04-28,dcid:geoId/23,17824,1040,16784,,585,51,33,163,17,,7,
2020-04-28,dcid:geoId/26,194448,45538,148910,,8342,4247,2623,,1027,,801,
2020-04-28,dcid:geoId/27,70036,6788,63248,,1611,301,314,912,120,324,,
2020-04-28,dcid:geoId/29,73503,7303,66200,,,314,655,,,,105,
2020-04-28,dcid:geoId/69,65,14,51,,12,2,,,,,,
2020-04-28,dcid:geoId/28,64412,6342,58070,,,239,639,1088,162,,77,
2020-04-28,dcid:geoId/30,13191,451,12740,,356,15,10,61,,,,
2020-04-28,dcid:geoId/37,112752,9568,103184,,,342,463,,,,,
2020-04-28,dcid:geoId/38,23723,991,22732,,409,19,25,79,,,,
2020-04-28,dcid:geoId/31,23605,3358,20247,,,55,,,,,,
2020-04-28,dcid:geoId/33,20145,1938,18207,223,798,60,99,246,,,,
2020-04-28,dcid:geoId/34,234359,113856,120503,,15642,6442,6476,,1809,,1262,
2020-04-28,dcid:geoId/35,58803,2823,55980,,666,104,155,481,,,,
2020-04-28,dcid:geoId/32,40119,4805,35314,,,251,,,,,,
2020-04-28,dcid:geoId/36,844994,295106,549888,,51673,17638,12645,75362,,,,
2020-04-28,dcid:geoId/39,122706,16128,106578,,,799,,3340,,1004,,
2020-04-28,dcid:geoId/40,59699,3410,56289,,2260,207,288,656,118,,,
2020-04-28,dcid:geoId/41,51198,2354,48844,,,92,249,554,71,,31,
2020-04-28,dcid:geoId/42,209088,43264,165824,,,1716,2781,,,,616,
2020-04-28,dcid:geoId/72,10713,1400,9313,1940,,86,,,,,,
2020-04-28,dcid:geoId/44,57693,7926,49767,,466,239,266,732,84,,55,
2020-04-28,dcid:geoId/45,52145,5613,46532,,2830,177,,944,,,,
2020-04-28,dcid:geoId/46,16612,2313,14299,,1392,11,69,157,,,,
2020-04-28,dcid:geoId/47,161928,10052,151876,,4921,188,,894,,,,
2020-04-28,dcid:geoId/48,300384,26171,274213,,11786,690,1682,,,,,
2020-04-28,dcid:geoId/49,102439,4343,98096,,1704,45,,370,,,,
2020-04-28,dcid:geoId/51,83298,14339,68959,560,1914,492,1508,3422,376,,217,
2020-04-28,dcid:geoId/78,778,59,719,57,51,4,,,,,,
2020-04-28,dcid:geoId/50,14809,862,13947,,,47,29,,,,,
2020-04-28,dcid:geoId/53,195505,15798,179707,,,765,436,,158,,,
2020-04-28,dcid:geoId/55,70926,7391,63535,193,,300,544,1456,123,363,,
2020-04-28,dcid:geoId/54,43055,1079,41976,,481,37,87,,28,,15,
2020-04-28,dcid:geoId/56,8615,389,8226,,343,7,16,56,,,,
2020-04-27,dcid:geoId/02,16256,345,15911,,218,9,10,,,,,
2020-04-27,dcid:geoId/01,73997,6499,67498,,,222,,872,,335,,195
2020-04-27,dcid:geoId/05,40457,3017,37440,,987,50,109,,,,25,
2020-04-27,dcid:geoId/60,3,0,3,17,,0,,,,,,
2020-04-27,dcid:geoId/04,66543,6716,59827,,1418,275,647,1772,328,,200,
2020-04-27,dcid:geoId/06,553409,43464,509945,,,1755,4878,,1499,,,
2020-04-27,dcid:geoId/08,63274,13441,49833,,2150,680,1007,2438,,,,
2020-04-27,dcid:geoId/09,79811,25269,54542,,,1998,1758,,,,,
2020-04-27,dcid:geoId/11,18416,3892,14524,,659,185,402,,,,,
2020-04-27,dcid:geoId/10,19616,4162,15454,,996,181,325,,,,,
2020-04-27,dcid:geoId/12,356463,32138,324325,1099,,1101,,5211,,,,
2020-04-27,dcid:geoId/13,127169,23913,103256,,,971,,4681,,1057,,
2020-04-27,dcid:geoId/66,1568,144,1424,,128,5,3,,,,,
2020-04-27,dcid:geoId/15,29010,606,28404,,488,14,,68,,,,
2020-04-27,dcid:geoId/19,38150,5868,32282,,2021,127,300,,100,,58,
2020-04-27,dcid:geoId/16,20024,1897,18127,,983,56,,169,,71,,
2020-04-27,dcid:geoId/17,227628,45883,181745,,,1983,4672,,1249,,763,
2020-04-27,dcid:geoId/18,84476,15961,68515,,,844,1493,,581,,284,
2020-04-27,dcid:geoId/20,27167,3328,23839,,,120,,496,,,,
2020-04-27,dcid:geoId/21,48474,4074,44400,,1511,208,308,1274,166,608,,
2020-04-27,dcid:geoId/22,146989,27068,119921,,17303,1697,1683,,,,262,
2020-04-27,dcid:geoId/25,244887,56462,188425,,,3003,3892,5237,1089,,,
2020-04-27,dcid:geoId/24,104976,19487,85489,,1263,1045,1513,4101,535,,,
2020-04-27,dcid:geoId/23,17807,1023,16784,,549,51,39,161,16,,7,
2020-04-27,dcid:geoId/26,185681,44709,140972,,8342,4148,2667,,1059,,832,
2020-04-27,dcid:geoId/27,66690,6187,60503,,1556,286,292,861,122,316,,
2020-04-27,dcid:geoId/29,71106,7171,63935,,,288,679,,,,109,
2020-04-27,dcid:geoId/69,65,14,51,,11,2,,,,,,
2020-04-27,dcid:geoId/28,63462,6094,57368,,,229,590,1060,142,,71,
2020-04-27,dcid:geoId/30,13033,449,12584,,352,14,11,61,,,,
2020-04-27,dcid:geoId/37,109920,9142,100778,,,306,473,,,,,
2020-04-27,dcid:geoId/38,22434,942,21492,,350,19,23,77,,,,
2020-04-27,dcid:geoId/31,22363,3028,19335,,,56,,,,,,
2020-04-27,dcid:geoId/33,19724,1864,17860,270,779,60,101,242,,,,
2020-04-27,dcid:geoId/34,227775,111188,116587,,,6044,6407,,1801,,1303,
2020-04-27,dcid:geoId/35,56615,2726,53889,,650,99,148,412,,,,
2020-04-27,dcid:geoId/32,38813,4690,34123,,,245,,,,,,
2020-04-27,dcid:geoId/36,826095,291996,534099,,50751,17303,12819,74602,,,,
2020-04-27,dcid:geoId/39,119391,15699,103692,,,753,,3232,,978,,
2020-04-27,dcid:geoId/40,53171,3280,49891,,2167,197,306,656,150,,,
2020-04-27,dcid:geoId/41,51198,2354,48844,,,92,249,554,71,,31,
2020-04-27,dcid:geoId/42,203422,42050,161372,,,1597,2800,,,,629,
2020-04-27,dcid:geoId/72,10702,1389,9313,1940,,84,,,,,,
2020-04-27,dcid:geoId/44,55885,7708,48177,,452,233,266,718,81,,56,
2020-04-27,dcid:geoId/45,50761,5490,45271,,3701,174,,944,,,,
2020-04-27,dcid:geoId/46,16375,2245,14130,,1316,11,61,150,,,,
2020-04-27,dcid:geoId/47,154402,9918,144484,,4720,184,,837,,,,
2020-04-27,dcid:geoId/48,290517,25297,265220,,11170,663,1563,,,,,
2020-04-27,dcid:geoId/49,100195,4233,95962,,1641,41,,349,,,,
2020-04-27,dcid:geoId/51,80679,13535,67144,542,1843,458,1455,3298,389,,217,
2020-04-27,dcid:geoId/78,775,59,716,5,51,4,,,,,,
2020-04-27,dcid:geoId/50,14681,862,13819,,,47,33,,,,,
2020-04-27,dcid:geoId/53,190158,15566,174592,,,749,536,,115,,,
2020-04-27,dcid:geoId/55,68472,7161,61311,204,,281,337,1415,124,355,,
2020-04-27,dcid:geoId/54,43039,1063,41976,,455,36,100,,38,,20,
2020-04-27,dcid:geoId/56,8167,370,7797,,342,7,16,54,,,,
2020-04-26,dcid:geoId/02,16177,341,15836,,217,9,14,,,,,
2020-04-26,dcid:geoId/01,73551,6270,67281,,,216,,845,,288,,170
2020-04-26,dcid:geoId/05,39469,2941,36528,,985,49,104,291,,,25,57
2020-04-26,dcid:geoId/60,3,0,3,17,,0,,,,,,
2020-04-26,dcid:geoId/04,64811,6526,58285,,1383,275,671,1716,308,,200,
2020-04-26,dcid:geoId/06,526084,42164,483920,,,1710,4928,,1473,,,
2020-04-26,dcid:geoId/08,59791,12968,46823,,2150,672,1046,2410,,,,
2020-04-26,dcid:geoId/09,79811,25269,54542,,,1924,1766,,,,,
2020-04-26,dcid:geoId/11,18068,3841,14227,,657,178,402,,120,,69,
2020-04-26,dcid:geoId/10,19249,4034,15215,,911,168,317,,,,,
2020-04-26,dcid:geoId/12,344613,31528,313085,1183,,1094,,5155,,,,
2020-04-26,dcid:geoId/13,123223,23401,99822,,,912,,4359,,,,
2020-04-26,dcid:geoId/66,1528,141,1387,,128,5,2,,,,,
2020-04-26,dcid:geoId/15,28483,603,27880,,482,14,,68,,,,
2020-04-26,dcid:geoId/19,36090,5476,30614,,1900,118,286,,99,,55,
2020-04-26,dcid:geoId/16,19498,1887,17611,,938,56,,169,,72,,
2020-04-26,dcid:geoId/17,214952,43903,171049,,,1933,4595,,1267,,772,
2020-04-26,dcid:geoId/18,81708,15012,66696,,,813,1446,,589,,310,
2020-04-26,dcid:geoId/20,26227,3174,23053,,,118,,485,,,,
2020-04-26,dcid:geoId/21,46558,3905,42653,,1501,205,301,1266,164,605,,
2020-04-26,dcid:geoId/22,143036,26773,116263,,14927,1670,1701,,,,265,
2020-04-26,dcid:geoId/25,236100,54938,181162,,,2899,3879,5104,1077,,,
2020-04-26,dcid:geoId/24,96665,18581,78084,,1177,1001,1463,3962,530,,,
2020-04-26,dcid:geoId/23,17799,1015,16784,,532,50,39,159,19,,7,
2020-04-26,dcid:geoId/26,178220,43789,134431,,8342,4036,2757,,1099,,871,
2020-04-26,dcid:geoId/27,64673,5512,59161,,1502,272,285,829,115,301,,
2020-04-26,dcid:geoId/29,69748,6997,62751,,,274,679,,,,109,
2020-04-26,dcid:geoId/69,65,14,51,,11,2,,,,,,
2020-04-26,dcid:geoId/28,60788,5911,54877,,,227,644,1001,146,,67,
2020-04-26,dcid:geoId/30,12862,448,12414,,339,14,11,61,,,,
2020-04-26,dcid:geoId/37,107894,8830,99064,,,299,451,,,,,
2020-04-26,dcid:geoId/38,20717,867,19850,,326,17,18,71,,,,
2020-04-26,dcid:geoId/31,21228,2732,18496,,,53,,,,,,
2020-04-26,dcid:geoId/33,18751,1787,16964,550,777,60,95,238,,,,
2020-04-26,dcid:geoId/34,223144,109038,114106,,,5938,6573,,1804,,1418,
2020-04-26,dcid:geoId/35,53735,2660,51075,,614,93,152,412,,,,
2020-04-26,dcid:geoId/32,38186,4602,33584,,,235,,,,,,
2020-04-26,dcid:geoId/36,805350,288045,517305,,49687,16966,12839,73540,5016,,,
2020-04-26,dcid:geoId/39,116386,15963,100423,,,728,,3178,,952,,
2020-04-26,dcid:geoId/40,53144,3253,49891,,2139,195,306,653,150,,,
2020-04-26,dcid:geoId/41,48964,2311,46653,,,91,249,546,71,,31,
2020-04-26,dcid:geoId/42,198593,41165,157428,,,1550,2736,,,,632,
2020-04-26,dcid:geoId/72,10684,1371,9313,1940,,84,,,,,,
2020-04-26,dcid:geoId/44,53403,7439,45964,,433,226,258,691,78,,53,
2020-04-26,dcid:geoId/45,50761,5490,45271,,3701,174,,944,,,,
2020-04-26,dcid:geoId/46,16274,2212,14062,,1257,11,64,135,,,,
2020-04-26,dcid:geoId/47,147474,9667,137807,,4527,181,,828,,,,
2020-04-26,dcid:geoId/48,276021,24631,251390,,10763,648,1542,,,,,
2020-04-26,dcid:geoId/49,95702,4123,91579,,1568,41,,345,,,,
2020-04-26,dcid:geoId/51,76600,12970,63630,539,1815,448,1436,2014,387,,217,
2020-04-26,dcid:geoId/78,757,57,700,19,51,4,,,,,,
2020-04-26,dcid:geoId/50,14373,855,13518,,,46,34,,,,,
2020-04-26,dcid:geoId/53,185041,15292,169749,,,738,508,,145,,,
2020-04-26,dcid:geoId/55,66198,6963,59235,197,,272,337,1397,136,353,,
2020-04-26,dcid:geoId/54,39063,1044,38019,,455,34,100,,38,,20,
2020-04-26,dcid:geoId/56,8159,362,7797,,334,7,16,54,,,,
2020-04-25,dcid:geoId/02,15732,339,15393,,217,9,32,,,,,
2020-04-25,dcid:geoId/01,71344,6137,65207,,,212,,839,,288,,170
2020-04-25,dcid:geoId/05,38053,2829,35224,,964,47,104,291,,,25,57
2020-04-25,dcid:geoId/60,3,0,3,17,,0,,,,,,
2020-04-25,dcid:geoId/04,62508,6280,56228,,1345,266,697,1672,313,,191,
2020-04-25,dcid:geoId/06,506035,41137,464898,,,1651,4847,,1458,,,
2020-04-25,dcid:geoId/08,56789,12256,44533,,2086,674,1084,2366,,,,
2020-04-25,dcid:geoId/09,77602,24582,53020,,,1862,1810,,,,,
2020-04-25,dcid:geoId/11,17302,3699,13603,,652,165,402,,120,,69,
2020-04-25,dcid:geoId/10,17698,3576,14122,,809,155,300,,,,,
2020-04-25,dcid:geoId/12,333099,30839,302260,1292,,1075,,5045,,,,
2020-04-25,dcid:geoId/13,119014,22695,96319,,,904,,4326,,,,
2020-04-25,dcid:geoId/66,1449,141,1308,,128,5,2,,,,,
2020-04-25,dcid:geoId/15,28040,601,27439,,463,13,,67,,,,
2020-04-25,dcid:geoId/19,34350,5092,29258,,1723,112,293,,108,,60,
2020-04-25,dcid:geoId/16,19481,1870,17611,,867,54,,168,,71,,
2020-04-25,dcid:geoId/17,201617,41777,159840,,,1874,4699,,1244,,763,
2020-04-25,dcid:geoId/18,79774,14395,65379,,,785,1515,,598,,324,
2020-04-25,dcid:geoId/20,25199,3056,22143,,,117,,474,,,,
2020-04-25,dcid:geoId/21,44962,3779,41183,,1341,200,303,1143,164,575,,
2020-04-25,dcid:geoId/22,139002,26512,112490,,14927,1644,1700,,,,268,
2020-04-25,dcid:geoId/25,226845,53348,173497,,,2877,3879,4965,1058,,,
2020-04-25,dcid:geoId/24,89123,17766,71357,,1165,948,1408,3760,538,,,
2020-04-25,dcid:geoId/23,17774,990,16784,,519,50,39,156,17,,7,
2020-04-25,dcid:geoId/26,172218,43263,128955,,8342,3929,2889,,1164,,934,
2020-04-25,dcid:geoId/27,62109,5127,56982,,1410,244,288,797,109,291,,
2020-04-25,dcid:geoId/29,67218,6826,60392,,,273,850,,,,142,
2020-04-25,dcid:geoId/69,65,14,51,,11,2,,,,,,
2020-04-25,dcid:geoId/28,58957,5718,53239,,,221,649,996,152,,78,
2020-04-25,dcid:geoId/30,12497,445,12052,,339,14,11,61,,,,
2020-04-25,dcid:geoId/37,105265,8623,96642,,,289,456,,,,,
2020-04-25,dcid:geoId/38,19350,803,18547,,310,16,17,70,,,,
2020-04-25,dcid:geoId/31,19973,2421,17552,,,50,,,,,,
2020-04-25,dcid:geoId/33,17727,1720,16007,398,578,53,89,224,,,,
2020-04-25,dcid:geoId/34,213686,105523,108163,,,5863,6722,,1971,,1442,
2020-04-25,dcid:geoId/35,51510,2521,48989,,614,84,152,412,,,,
2020-04-25,dcid:geoId/32,37208,4539,32669,,,229,,,,,,
2020-04-25,dcid:geoId/36,777568,282143,495425,,47935,16599,13524,72444,5016,,,
2020-04-25,dcid:geoId/39,111983,15587,96396,,,711,,3115,,938,,
2020-04-25,dcid:geoId/40,53084,3193,49891,,2080,194,306,637,150,,,
2020-04-25,dcid:geoId/41,47377,2253,45124,,,87,261,536,60,,29,
2020-04-25,dcid:geoId/42,192935,40049,152886,,,1537,2748,,,,640,
2020-04-25,dcid:geoId/72,10620,1307,9313,1940,,83,,,,,,
2020-04-25,dcid:geoId/44,50891,7129,43762,,410,215,263,576,77,,52,
2020-04-25,dcid:geoId/45,49014,5253,43761,,3701,166,,944,,,,
2020-04-25,dcid:geoId/46,15596,2147,13449,,1223,10,61,128,,,,
2020-04-25,dcid:geoId/47,141406,9189,132217,,4467,178,,821,,,,
2020-04-25,dcid:geoId/48,262816,23773,239043,,9986,623,1597,,,,,
2020-04-25,dcid:geoId/49,90206,3948,86258,,1399,41,,329,,,,
2020-04-25,dcid:geoId/51,72642,12366,60276,1405,1717,436,1405,1942,357,,223,
2020-04-25,dcid:geoId/78,748,55,693,22,51,3,,,,,,
2020-04-25,dcid:geoId/50,14122,852,13270,,,46,37,,,,,
2020-04-25,dcid:geoId/53,183263,15110,168153,,,665,455,,174,,,
2020-04-25,dcid:geoId/55,63853,6715,57138,241,,266,337,1376,136,353,,
2020-04-25,dcid:geoId/54,32966,1020,31946,,439,32,97,,36,,19,
2020-04-25,dcid:geoId/56,8146,349,7797,,321,7,16,54,,,,
2020-04-24,dcid:geoId/02,12281,339,11942,,208,9,36,,,,,
2020-04-24,dcid:geoId/01,52695,5832,46863,,,197,,768,,288,,170
2020-04-24,dcid:geoId/05,35578,2741,32837,,929,45,101,291,,,24,57
2020-04-24,dcid:geoId/60,3,0,3,17,,,,,,,,
2020-04-24,dcid:geoId/04,60714,6045,54669,,1313,266,639,1626,332,,186,
2020-04-24,dcid:geoId/06,494173,39254,454919,,,1562,4880,,1521,,,
2020-04-24,dcid:geoId/08,52324,11262,41062,,,552,1084,2237,,,,
2020-04-24,dcid:geoId/09,74038,23921,50117,,,1764,1877,,,,,
2020-04-24,dcid:geoId/11,16533,3528,13005,,651,153,402,,120,,69,
2020-04-24,dcid:geoId/10,17379,3442,13937,,703,147,277,,,,,
2020-04-24,dcid:geoId/12,316959,30174,286785,1287,,1031,,4888,,,,
2020-04-24,dcid:geoId/13,107176,22147,85029,,,892,,4221,,,,
2020-04-24,dcid:geoId/66,1374,141,1233,,126,5,2,,,,,
2020-04-24,dcid:geoId/15,26887,596,26291,,455,12,,63,,,,
2020-04-24,dcid:geoId/19,31973,4445,27528,,1604,107,278,,104,,60,
2020-04-24,dcid:geoId/16,19447,1836,17611,,822,54,,166,,63,,
2020-04-24,dcid:geoId/17,189632,39658,149974,,,1795,4828,,1225,,709,
2020-04-24,dcid:geoId/18,75553,13680,61873,,,741,,,621,,325,
2020-04-24,dcid:geoId/20,23588,2777,20811,,,111,,457,,,,
2020-04-24,dcid:geoId/21,42844,3481,39363,,1335,191,302,1115,163,570,,
2020-04-24,dcid:geoId/22,138112,26140,111972,,14927,1601,1697,,,,286,
2020-04-24,dcid:geoId/25,215213,50969,164244,,,2877,3847,4752,1034,,,
2020-04-24,dcid:geoId/24,84716,16616,68100,,1108,899,1425,3618,547,,,
2020-04-24,dcid:geoId/23,17749,965,16784,,499,47,39,152,17,,7,
2020-04-24,dcid:geoId/26,165784,42730,123054,,3237,3818,3022,,1176,,965,
2020-04-24,dcid:geoId/27,59494,4788,54706,,1373,221,278,756,111,281,,
2020-04-24,dcid:geoId/29,65207,6625,58582,,,262,877,,,,,
2020-04-24,dcid:geoId/69,65,14,51,,11,2,,,,,,
2020-04-24,dcid:geoId/28,55670,5434,50236,,,209,586,970,148,,74,
2020-04-24,dcid:geoId/30,12127,444,11683,,325,14,12,59,,,,
2020-04-24,dcid:geoId/37,100584,8052,92532,,,269,477,,,,,
2020-04-24,dcid:geoId/38,17449,748,16701,,285,15,17,67,,,,
2020-04-24,dcid:geoId/31,18612,2124,16488,,,47,,,,,,
2020-04-24,dcid:geoId/33,16809,1670,15139,424,551,51,92,218,,,,
2020-04-24,dcid:geoId/34,205962,102196,103766,,,5617,6847,,1933,,1487,
2020-04-24,dcid:geoId/35,46563,2379,44184,,573,78,123,367,,,,
2020-04-24,dcid:geoId/32,36192,4398,31794,,,216,,,,,,
2020-04-24,dcid:geoId/36,730656,271590,459066,,46156,16162,14258,71373,5016,,,
2020-04-24,dcid:geoId/39,107697,15169,92528,,,690,,3053,,920,,
2020-04-24,dcid:geoId/40,46140,3121,43019,,1961,188,310,637,155,,,
2020-04-24,dcid:geoId/41,45492,2177,43315,,,86,258,520,56,,29,
2020-04-24,dcid:geoId/42,186143,38652,147491,,,1492,2746,,,,679,
2020-04-24,dcid:geoId/72,10589,1276,9313,1940,,77,,,,,,
2020-04-24,dcid:geoId/44,47257,6699,40558,,377,202,267,576,77,,48,
2020-04-24,dcid:geoId/45,44463,4917,39546,,3317,150,,837,,,,
2020-04-24,dcid:geoId/46,14824,2040,12784,,1190,10,61,124,,,,
2020-04-24,dcid:geoId/47,131328,8726,122602,,4370,168,,808,,,,
2020-04-24,dcid:geoId/48,242547,22806,219741,,9156,593,1674,,,,,
2020-04-24,dcid:geoId/49,84697,3782,80915,,1252,39,,315,,,,
2020-04-24,dcid:geoId/51,69440,11594,57846,487,1672,410,1399,1837,379,,220,
2020-04-24,dcid:geoId/78,696,54,642,35,50,3,,,,,,
2020-04-24,dcid:geoId/50,13651,843,12808,,,44,32,,,,,
2020-04-24,dcid:geoId/53,180252,14913,165339,,,659,551,,164,,,
2020-04-24,dcid:geoId/55,60937,6364,54573,206,,262,361,1353,143,346,,
2020-04-24,dcid:geoId/54,29811,988,28823,,439,32,97,,36,,19,
2020-04-24,dcid:geoId/56,8045,349,7696,,321,7,16,54,,,,
2020-04-23,dcid:geoId/02,12161,337,11824,,209,9,42,,,,,
2020-04-23,dcid:geoId/01,52641,5778,46863,,,197,,768,,288,,170
2020-04-23,dcid:geoId/05,31590,2465,29125,,902,45,101,291,,,24,57
2020-04-23,dcid:geoId/60,3,0,3,17,,,,,,,,
2020-04-23,dcid:geoId/04,58697,5769,52928,,1282,249,699,1572,305,,201,
2020-04-23,dcid:geoId/06,482097,37369,444728,,,1469,4929,,1531,,,
