Year,Place,StatVar,Quantity,Unit
2011,geoId/3740980,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/3747260,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/3927930,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/3935028,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/3955244,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/3968938,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4011450,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4041250,dcid:Median_Income_Household_NonfamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2011,geoId/4046550,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4050250,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4070750,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4118450,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4151450,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4180750,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4506850,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4542280,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4558615,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4633380,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4651340,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4660500,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4801060,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4810708,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4821412,dcid:Median_Income_Household_NonfamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2011,geoId/4824636,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4825656,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4827744,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4841660,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4844344,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4860164,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4866512,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4872954,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4875626,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/4964230,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5108320,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5170112,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5185608,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5301255,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5314660,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5419300,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5458756,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5484916,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5488708,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5514175,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5549900,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5589760,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5630985,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/5662812,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/7200186,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/7203024,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/7211151,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/7230372,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/7245379,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/7264500,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2011,geoId/7285025,dcid:Median_Income_Household_NonfamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0112544,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0284120,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0401620,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0412150,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0478680,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0479590,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0633518,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0644770,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0651622,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0652610,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0674186,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0807571,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0847015,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/1235925,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1312484,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/1548350,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/1604600,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/1816156,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2410225,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2416620,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2416720,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2416787,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2465550,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/2473350,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2555090,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2913582,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/2926902,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/2944768,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/3028650,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/3472240,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3547150,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3562340,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/3654617,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3658475,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3918244,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3924024,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/3936918,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4003815,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4053210,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4080912,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4130250,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4646620,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4822853,dcid:Median_Income_Household,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4844146,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4844344,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4853718,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4861532,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4862292,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4872948,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/5520167,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/5630985,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/7211151,dcid:Median_Income_Household,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0478680,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0603092,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0619150,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0633518,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0639094,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0641866,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0648956,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0651622,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0656854,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0658380,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0672408,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0813845,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0847015,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0918920,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0927810,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1226550,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1228275,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1235925,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1369728,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/1548350,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/1739519,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1816156,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1854612,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2042425,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2047425,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2152842,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2416620,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2416720,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2416787,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2465550,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/2473350,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2516635,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2517860,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2555090,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2605660,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3134545,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3467320,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3472240,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3547150,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3608532,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3634297,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3634319,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3654617,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3658475,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3665431,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3848580,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/3918244,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3924024,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/3936918,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3974622,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4003815,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4040800,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4053210,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4062900,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4080912,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4130250,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4213418,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4572880,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4578190,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4646620,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4808830,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4811300,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4822853,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4844146,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4844170,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4853718,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4857800,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/4860932,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4862292,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4872948,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/4877620,dcid:Median_Income_Household_FamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/5520167,dcid:Median_Income_Household_FamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0478300,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0600716,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0603092,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0604730,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0619150,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0633518,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0633798,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0638156,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0639094,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0641866,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0648956,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0651622,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0658380,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0662602,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0686440,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0813845,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0847015,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/0918920,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0927810,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/0956900,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1031430,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1226550,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1228275,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1235925,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1739519,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1816156,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/1854612,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2042425,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2047425,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2131348,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2152842,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2416620,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2416720,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2416730,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2416787,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2473350,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2517860,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2555090,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/2605660,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3003250,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"2,500-",InflationAdjustedUSD_CurrentYear
2012,geoId/3134545,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3286200,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3436150,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3467320,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3472240,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3547150,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3608532,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3618597,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3626352,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3630235,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3634297,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3634319,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3641333,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3649330,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3654617,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3658475,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3658486,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3658497,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3663792,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
2012,geoId/3665431,dcid:Median_Income_Household_MarriedCoupleFamilyHousehold,"250,000+",InflationAdjustedUSD_CurrentYear
