1991,value,{Number},observationDate,1991,observationAbout,country/NZL,,,,,,
1992,value,{Number},observationDate,1992,observationAbout,country/NZL,,,,,,
1993,value,{Number},observationDate,1993,observationAbout,country/NZL,,,,,,
1994,value,{Number},observationDate,1994,observationAbout,country/NZL,,,,,,
1995,value,{Number},observationDate,1995,observationAbout,country/NZL,,,,,,
1996,value,{Number},observationDate,1996,observationAbout,country/NZL,,,,,,
1997,value,{Number},observationDate,1997,observationAbout,country/NZL,,,,,,
1998,value,{Number},observationDate,1998,observationAbout,country/NZL,,,,,,
1999,value,{Number},observationDate,1999,observationAbout,country/NZL,,,,,,
2000,value,{Number},observationDate,2000,observationAbout,country/NZL,,,,,,
2001,value,{Number},observationDate,2001,observationAbout,country/NZL,,,,,,
2002,value,{Number},observationDate,2002,observationAbout,country/NZL,,,,,,
2003,value,{Number},observationDate,2003,observationAbout,country/NZL,,,,,,
2004,value,{Number},observationDate,2004,observationAbout,country/NZL,,,,,,
2005,value,{Number},observationDate,2005,observationAbout,country/NZL,,,,,,
2006,value,{Number},observationDate,2006,observationAbout,country/NZL,,,,,,
2007,value,{Number},observationDate,2007,observationAbout,country/NZL,,,,,,
2008,value,{Number},observationDate,2008,observationAbout,country/NZL,,,,,,
2009,value,{Number},observationDate,2009,observationAbout,country/NZL,,,,,,
2010,value,{Number},observationDate,2010,observationAbout,country/NZL,,,,,,
2011,value,{Number},observationDate,2011,observationAbout,country/NZL,,,,,,
2012,value,{Number},observationDate,2012,observationAbout,country/NZL,,,,,,
2013,value,{Number},observationDate,2013,observationAbout,country/NZL,,,,,,
2014,value,{Number},observationDate,2014,observationAbout,country/NZL,,,,,,
2015,value,{Number},observationDate,2015,observationAbout,country/NZL,,,,,,
2016,value,{Number},observationDate,2016,observationAbout,country/NZL,,,,,,
2017,value,{Number},observationDate,2017,observationAbout,country/NZL,,,,,,
2018,value,{Number},observationDate,2018,observationAbout,country/NZL,,,,,,
2019,value,{Number},observationDate,2019,observationAbout,country/NZL,,,,,,
2020,value,{Number},observationDate,2020,observationAbout,country/NZL,,,,,,
2021,value,{Number},observationDate,2021,observationAbout,country/NZL,,,,,,
2022,value,{Number},observationDate,2022,observationAbout,country/NZL,,,,,,
2023,value,{Number},observationDate,2023,observationAbout,country/NZL,,,,,,
"Population summary figures
",,,,,,,,,,,,
"New Zealand
",observationAbout,country/NZL,,,,,,,,,,
"1991–2023
",,,,,,,,,,,,
"Year ended 31 December
",,,,,,,,,,,,
Population(1),,,,,,,,,,,,
"Population(1):Estimated resident population, as at 31 December",populationType,Person,,,,,,,,,,
Population(1):Annual growth rate (percent),populationType,Person,unit,Percent,statType,growthRate,,,,,,
Population(1):Males,gender,Male,populationType,Person,,,,,,,,
Population(1):Females,gender,Female,populationType,Person,,,,,,,,
Population(1):Median age (years),measuredProperty,age,statType,medianValue,populationType,Person,unit,Year,,,,
Population(1):Sex ratio (males per 100 females),populationType,Person,measuredProperty,count,gender,Male,measurementDenominator,",+gender=Female",scalingFactor,100,unit,Percent
Births and deaths,,,,,,,,,,,,
Births and deaths:Live births(2)(3),populationType,BirthEvent,medicalStatus,LiveBirth,measuredProperty,count,,,,,,
Births and deaths:Deaths(3)(4),populationType,MortalityEvent,,,,,,,,,,
Births and deaths:Infant deaths,populationType,MortalityEvent,ageGroupClassification,Infant,,,,,,,,
Births and deaths:Natural increase (births minus deaths)(3),populationType,Person,measuredProperty,incrementalCount,statType,measuredValue,,,,,,
International travel and migration(5)(6),,,,,,,,,,,,
International travel and migration(5)(6):Migrant arrivals,#ignore,not mapped,,,,,,,,,,
International travel and migration(5)(6):Migrant departures,#ignore,not mapped,,,,,,,,,,
International travel and migration(5)(6):Net migration,#ignore,not mapped,,,,,,,,,,
Life expectancy at birth (years)(7),,,,,,,,,,,,
Life expectancy at birth (years)(7):Males,gender,Male,populationType,Person,measuredProperty,lifeExpectancy,unit,Year,,,,
Life expectancy at birth (years)(7):Females,gender,Female,populationType,Person,measuredProperty,lifeExpectancy,unit,Year,,,,
Life expectancy at birth (years)(7):Difference (female minus male),#ignore,not required,,,,,,,,,,
Fertility,,,,,,,,,,,,
Fertility:Total fertility rate (births per woman)(8),measuredProperty,fertilityRate,gender,Female,populationType,Person,unit,Percent,,,,
Fertility:Median age of women having a baby (years),measuredProperty,mothersAge,populationType,BirthEvent,statType,medianValue,unit,Year,,,,
"Marriages, civil unions, and divorces",,,,,,,,,,,,
"Marriages, civil unions, and divorces:Number of marriages and civil unions(3)(9)",maritalStatus,EverMarried__NewZealand_CivilUnion,populationType,Person,,,,,,,,
"Marriages, civil unions, and divorces:Marriages and civil unions – median age of male (years)",maritalStatus,EverMarried__NewZealand_CivilUnion,measuredProperty,age,statType,medianValue,gender,Male,populationType,Person,unit,Year
"Marriages, civil unions, and divorces:Marriages and civil unions – median age of female (years)",maritalStatus,EverMarried__NewZealand_CivilUnion,measuredProperty,age,statType,medianValue,gender,Female,populationType,Person,unit,Year
"Marriages, civil unions, and divorces:Number of divorces(3)",measuredProperty,count,populationType,Person,maritalStatus,Divorced,,,,,,
"Marriages, civil unions, and divorces:Divorces – median age of male (years)",measuredProperty,age,statType,medianValue,gender,Male,populationType,Person,maritalStatus,Divorced,unit,Year
"Marriages, civil unions, and divorces:Divorces – median age of female (years)",measuredProperty,age,statType,medianValue,gender,Female,populationType,Person,maritalStatus,Divorced,unit,Year
