place_id,observation_date,gender_income_inequality
geoId/48061012900,2011,0.25687567437957082
geoId/3003190420,2011,0.19931340422211818
geoId/2712903484,2011,0.071170915575730562
geoId/45019004606,2011,0.48332550493189291
geoId/45007010800,2011,0.25566305986526977
geoId/4202416,2011,0.40202502987233507
geoId/sch2718270,2011,0.31988211289956925
geoId/2606125660,2011,0.43787833064100973
geoId/4701790588,2011,0.11590159776819681
geoId/5501116025,2011,0.27419823097915497
geoId/48027021301,2011,0.30375589657849167
zip/12792,2011,0.38369341171081761
geoId/4836194050,2011,0.35581931517376825
geoId/25021415200,2011,0.24460137878023588
zip/59451,2011,-0.0032488873030479446
geoId/4815472,2011,0.19477187074011706
geoId/sch3401650,2011,0.31288927207051864
geoId/3610773968,2011,0.3531770980120103
geoId/5429404,2011,0.23940868938164775
