dataset,variable,description,universe,usProp,usPropSE,usCount,usCountSE,workEmployedProp,workEmployedPropSE,workEmployedCount,workEmployedCountSE,workUnemployedProp,workUnemployedPropSE,workUnemployedCount,workUnemployedCountSE,workNILFProp,workNILFPropSE,workNILFCount,workNILFCountSE,incomeU25Prop,incomeU25PropSE,incomeU25Count,incomeU25CountSE,income2549Prop,income2549PropSE,income2549Count,income2549CountSE,income5074Prop,income5074PropSE,income5074Count,income5074CountSE,income7599Prop,income7599PropSE,income7599Count,income7599CountSE,income100pProp,income100pPropSE,income100pCount,income100pCountSE,edNoDiplomaProp,edNoDiplomaPropSE,edNoDiplomaCount,edNoDiplomaCountSE,edHSGradProp,edHSGradPropSE,edHSGradCount,edHSGradCountSE,edSomeCollegeProp,edSomeCollegePropSE,edSomeCollegeCount,edSomeCollegeCountSE,edCollegeGradProp,edCollegeGradPropSE,edCollegeGradCount,edCollegeGradCountSE,sexMaleProp,sexMalePropSE,sexMaleCount,sexMaleCountSE,sexFemaleProp,sexFemalePropSE,sexFemaleCount,sexFemaleCountSE,raceWhiteProp,raceWhitePropSE,raceWhiteCount,raceWhiteCountSE,raceBlackProp,raceBlackPropSE,raceBlackCount,raceBlackCountSE,raceHispanicProp,raceHispanicPropSE,raceHispanicCount,raceHispanicCountSE,raceAsianProp,raceAsianPropSE,raceAsianCount,raceAsianCountSE,raceAmIndianProp,raceAmIndianPropSE,raceAmIndianCount,raceAmIndianCountSE,raceOtherProp,raceOtherPropSE,raceOtherCount,raceOtherCountSE,disabilityNoProp,disabilityNoPropSE,disabilityNoCount,disabilityNoCountSE,disabilityYesProp,disabilityYesPropSE,disabilityYesCount,disabilityYesCountSE,metroNoProp,metroNoPropSE,metroNoCount,metroNoCountSE,metroYesProp,metroYesPropSE,metroYesCount,metroYesCountSE,metroUnknownProp,metroUnknownPropSE,metroUnknownCount,metroUnknownCountSE,scChldHomeNoProp,scChldHomeNoPropSE,scChldHomeNoCount,scChldHomeNoCountSE,scChldHomeYesProp,scChldHomeYesPropSE,scChldHomeYesCount,scChldHomeYesCountSE,veteranNoProp,veteranNoPropSE,veteranNoCount,veteranNoCountSE,veteranYesProp,veteranYesPropSE,veteranYesCount,veteranYesCountSE,ALProp,ALPropSE,ALCount,ALCountSE,AKProp,AKPropSE,AKCount,AKCountSE,AZProp,AZPropSE,AZCount,AZCountSE,ARProp,ARPropSE,ARCount,ARCountSE,CAProp,CAPropSE,CACount,CACountSE,COProp,COPropSE,COCount,COCountSE,CTProp,CTPropSE,CTCount,CTCountSE,DEProp,DEPropSE,DECount,DECountSE,DCProp,DCPropSE,DCCount,DCCountSE,FLProp,FLPropSE,FLCount,FLCountSE,GAProp,GAPropSE,GACount,GACountSE,HIProp,HIPropSE,HICount,HICountSE,IDProp,IDPropSE,IDCount,IDCountSE,ILProp,ILPropSE,ILCount,ILCountSE,INProp,INPropSE,INCount,INCountSE,IAProp,IAPropSE,IACount,IACountSE,KSProp,KSPropSE,KSCount,KSCountSE,KYProp,KYPropSE,KYCount,KYCountSE,LAProp,LAPropSE,LACount,LACountSE,MEProp,MEPropSE,MECount,MECountSE,MDProp,MDPropSE,MDCount,MDCountSE,MAProp,MAPropSE,MACount,MACountSE,MIProp,MIPropSE,MICount,MICountSE,MNProp,MNPropSE,MNCount,MNCountSE,MSProp,MSPropSE,MSCount,MSCountSE,MOProp,MOPropSE,MOCount,MOCountSE,MTProp,MTPropSE,MTCount,MTCountSE,NEProp,NEPropSE,NECount,NECountSE,NVProp,NVPropSE,NVCount,NVCountSE,NHProp,NHPropSE,NHCount,NHCountSE,NJProp,NJPropSE,NJCount,NJCountSE,NMProp,NMPropSE,NMCount,NMCountSE,NYProp,NYPropSE,NYCount,NYCountSE,NCProp,NCPropSE,NCCount,NCCountSE,NDProp,NDPropSE,NDCount,NDCountSE,OHProp,OHPropSE,OHCount,OHCountSE,OKProp,OKPropSE,OKCount,OKCountSE,ORProp,ORPropSE,ORCount,ORCountSE,PAProp,PAPropSE,PACount,PACountSE,RIProp,RIPropSE,RICount,RICountSE,SCProp,SCPropSE,SCCount,SCCountSE,SDProp,SDPropSE,SDCount,SDCountSE,TNProp,TNPropSE,TNCount,TNCountSE,TXProp,TXPropSE,TXCount,TXCountSE,UTProp,UTPropSE,UTCount,UTCountSE,VTProp,VTPropSE,VTCount,VTCountSE,VAProp,VAPropSE,VACount,VACountSE,WAProp,WAPropSE,WACount,WACountSE,WVProp,WVPropSE,WVCount,WVCountSE,WIProp,WIPropSE,WICount,WICountSE,WYProp,WYPropSE,WYCount,WYCountSE,universeAgeResol,variableAgeResol
Nov 1994,isHouseholder,Household Reference Person in Universe: Non-Institutional,,1,0,99708018,233531,1,0,65545071,281788,1,0,2939228,84396,1,0,30486580,227893,,,,,,,,,,,,,,,,,,,,,1,0,19363957,198634,1,0,32022931,238770,1,0,25134148,220706,1,0,23186983,211735,1,0,62988898,279361,1,0,36719120,247997,1,0,77096018,262855,1,0,11820843,169807,1,0,7956251,144704,1,0,2027535,61687,1,0,544756,32223,1,0,262614,21960,,,,,,,,,1,0,22028761,205377,1,0,76906846,276277,1,0,772412,33224,1,0,57413314,274817,1,0,42294704,261268,1,0,77980419,272126,1,0,20947215,201077,1,0,1668675,64610,1,0,208595,8703,1,0,1610328,66338,1,0,952203,38109,1,0,11432345,183904,1,0,1435110,54865,1,0,1285592,59907,1,0,274567,12469,1,0,267663,11741,1,0,5657096,114019,1,0,2673673,93007,1,0,408744,21611,1,0,411766,16444,1,0,4430662,94123,1,0,2158646,97176,1,0,1102615,43842,1,0,980574,38385,1,0,1532080,62608,1,0,1571716,65019,1,0,473056,20971,1,0,1992430,87926,1,0,2371069,50359,1,0,3693788,76573,1,0,1809317,72880,1,0,960381,37944,1,0,1979502,86630,1,0,338956,12623,1,0,643136,25782,1,0,583798,25198,1,0,427922,21431,1,0,2967575,61496,1,0,615782,24278,1,0,7191198,117114,1,0,2697423,57899,1,0,244686,9299,1,0,4326601,86790,1,0,1272568,47202,1,0,1190960,49935,1,0,4666061,91618,1,0,401432,17902,1,0,1373450,59692,1,0,271275,10676,1,0,2072162,81868,1,0,6784229,140299,1,0,605439,25452,1,0,226026,10819,1,0,2411191,81512,1,0,2201373,88238,1,0,752405,29310,1,0,1916700,70578,1,0,183476,7697,,
Nov 1994,isPerson,Person in Universe: Ages 3+ Not Active-Duty Military,,1,0,248509799,723058,1,0,125490400,504535,1,0,7179758,143172,1,0,68668835,393838,,,,,,,,,,,,,,,,,,,,,1,0,46369423,395315,1,0,65052491,394637,1,0,50470784,357177,1,0,39446296,326841,1,0,120802232,483934,1,0,127707566,450756,1,0,184215059,701920,1,0,30738364,486256,1,0,25209523,470567,1,0,6143270,193764,1,0,1378818,72272,1,0,824764,60676,,,,,,,,,1,0,55674976,392390,1,0,190903150,655830,1,0,1931673,45446,1,0,109877267,576760,1,0,138632531,929922,1,0,167584914,486431,1,0,26413736,227527,1,0,4073843,87296,1,0,549019,14384,1,0,3838642,88963,1,0,2349494,54603,1,0,29833154,292045,1,0,3478339,71427,1,0,3121902,81282,1,0,668702,16783,1,0,546349,15437,1,0,13402421,157053,1,0,6763053,164422,1,0,1044237,37069,1,0,1133715,28467,1,0,11226180,146314,1,0,5591779,153418,1,0,2588227,56586,1,0,2345988,53414,1,0,3713636,81949,1,0,3945503,91966,1,0,1248847,32678,1,0,4614652,112726,1,0,5668208,70660,1,0,9044709,109105,1,0,4314360,98722,1,0,2613567,66232,1,0,5008637,127530,1,0,824168,17370,1,0,1494363,33579,1,0,1405781,36197,1,0,1129251,30839,1,0,7531215,90506,1,0,1604886,38339,1,0,17582458,183641,1,0,6684073,88704,1,0,593901,13870,1,0,10715484,119904,1,0,3173878,67894,1,0,2914641,65976,1,0,11367737,130852,1,0,923103,24058,1,0,3586678,95533,1,0,667201,14932,1,0,4895851,104056,1,0,17789235,234245,1,0,1791096,44620,1,0,560296,15154,1,0,6238561,155582,1,0,5103906,118284,1,0,1770883,45537,1,0,4984995,107785,1,0,448994,10524,,CivilPerson
Oct 1997,isPerson,Person in Universe: Ages 3+ Not Active-Duty Military,,1,0,255688666,729457,1,0,131223454,517307,1,0,6216600,142124,1,0,70287866,414018,,,,,,,,,,,,,,,,,,,,,1,0,45498078,401484,1,0,66160685,416486,1,0,52443686,378081,1,0,43625471,355669,1,0,124589570,496001,1,0,131099096,466445,1,0,184295047,714273,1,0,31786358,519450,1,0,28233368,493380,1,0,9225313,281116,1,0,2148580,112520,,,,,,,,,,,,,1,0,49531801,360347,1,0,205602786,683493,1,0,554079,38408,1,0,139844631,597346,1,0,115844035,990991,1,0,174815907,492270,1,0,25000578,232948,1,0,4173177,90500,1,0,575943,14322,1,0,4459177,96664,1,0,2356740,50475,1,0,30876689,306021,1,0,3790222,79104,1,0,3106854,79762,1,0,710302,18834,1,0,492315,14384,1,0,13836974,163158,1,0,7198558,132181,1,0,1106079,29966,1,0,1185423,28335,1,0,11237775,146657,1,0,5666981,117206,1,0,2694457,57647,1,0,2463028,53886,1,0,3754725,77921,1,0,4127461,98831,1,0,1199227,27553,1,0,4591025,104034,1,0,5920355,97721,1,0,9183915,131591,1,0,4357149,91743,1,0,2563708,60606,1,0,5095040,118117,1,0,858799,17814,1,0,1601636,35053,1,0,1626033,41472,1,0,1138643,30867,1,0,7635428,115102,1,0,1761451,39370,1,0,17589762,191271,1,0,6939885,110061,1,0,609288,13483,1,0,10932484,161295,1,0,3128742,63307,1,0,3240172,76136,1,0,11513445,149038,1,0,908536,22816,1,0,3580164,79819,1,0,700970,16486,1,0,5108403,107613,1,0,18602147,218517,1,0,1905461,45925,1,0,569660,14074,1,0,6470097,126814,1,0,5359857,117741,1,0,1729260,35740,1,0,4988102,106477,1,0,466942,10367,,CivilPerson
Dec 1998,isHouseholder,Household Reference Person in Universe: Non-Institutional,,1,0,104174641,231608,1,0,69116853,295641,1,0,2336082,79846,1,0,32206410,250072,,,,,,,,,,,,,,,,,,,,,1,0,18080409,205826,1,0,32580534,254768,1,0,26989220,240077,1,0,26524478,236425,1,0,60138023,293452,1,0,44036618,278855,1,0,78791846,272885,1,0,12447727,187806,1,0,8964828,158842,1,0,3181099,91879,1,0,789142,42036,,,,,,,,,,,,,1,0,20263377,209021,1,0,83651922,284621,1,0,259342,24917,1,0,75199428,290030,1,0,28975213,245399,1,0,85304356,279421,1,0,18290905,201181,1,0,1688438,66738,1,0,222611,9780,1,0,1764439,65217,1,0,1030387,39938,1,0,11814611,193347,1,0,1572832,58073,1,0,1254539,56440,1,0,292247,13049,1,0,235068,10324,1,0,6047390,121236,1,0,2951817,104465,1,0,417473,20419,1,0,445591,17556,1,0,4508956,104327,1,0,2337591,91746,1,0,1161753,45110,1,0,1057912,42660,1,0,1600328,61807,1,0,1607131,64690,1,0,519433,21926,1,0,2108180,92247,1,0,2406815,69403,1,0,3794831,94510,1,0,1865172,70198,1,0,1087393,46446,1,0,2202645,92880,1,0,353818,13397,1,0,658708,26135,1,0,667406,26903,1,0,453179,19858,1,0,2936614,77473,1,0,652882,25760,1,0,6986513,124487,1,0,2956634,82619,1,0,248322,9705,1,0,4491630,108419,1,0,1308497,48194,1,0,1313233,53563,1,0,4595305,101706,1,0,374914,16230,1,0,1493081,63667,1,0,280994,11611,1,0,2230004,89837,1,0,7339846,151712,1,0,677519,28370,1,0,240669,10628,1,0,2687098,98186,1,0,2252857,89391,1,0,751793,28282,1,0,2042075,78460,1,0,185468,7378,,
Dec 1998,workInternetUser,Uses the Internet at Work,isAdult,0.11791,0.001281,24780653,268255,0.1856,0.00194,24780653,268255,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.008087,0.000693,372491,32028,0.054561,0.001549,3578606,104056,0.124225,0.002456,6597272,137957,0.313444,0.003808,14232285,207891,0.133186,0.001826,13490849,186650,0.103697,0.001539,11289804,168956,0.132578,0.001534,20470472,244648,0.080422,0.003458,1966908,88570,0.052187,0.00292,1144634,65352,0.137306,0.007512,1061533,64071,0.083557,0.011229,137105,19401,,,,,,,,,,,,,0.078538,0.002335,3173660,95613,0.127444,0.001491,21570762,251208,0.072575,0.018963,36231,9539,0.124355,0.001657,16970261,232739,0.105977,0.002019,7810392,159739,0.123719,0.001414,21968264,252856,0.112954,0.003359,2792788,87561,0.099873,0.009364,349039,32555,0.170989,0.012674,75473,5557,0.122169,0.009325,436936,33342,0.094781,0.008854,187765,17790,0.121053,0.004303,3043617,106415,0.164759,0.010815,510768,33589,0.124641,0.011746,319945,29800,0.120537,0.011197,70955,6484,0.25092,0.017831,102762,7492,0.093753,0.004699,1111718,55721,0.1183,0.00898,697995,52745,0.093667,0.011012,84340,9843,0.139088,0.010107,131142,9493,0.129559,0.006078,1187547,55198,0.104859,0.009797,482196,45238,0.105577,0.009944,233550,22277,0.118522,0.010181,238525,20387,0.095499,0.008945,299719,27909,0.079544,0.008597,268391,29038,0.089377,0.009286,89501,9371,0.21142,0.014791,848997,60523,0.118996,0.007324,577696,35136,0.109811,0.006033,844212,46737,0.163749,0.010878,597058,39778,0.058401,0.008498,123605,18023,0.117841,0.010678,489916,44137,0.131687,0.01044,91610,7415,0.122641,0.010866,156251,13834,0.073562,0.008113,101010,10985,0.135389,0.011375,127252,11004,0.117721,0.00661,750143,41692,0.138913,0.010317,187146,13870,0.095447,0.00419,1355945,58740,0.089461,0.00633,521969,36676,0.131652,0.01077,64727,5360,0.114993,0.006186,1005934,54848,0.108652,0.008922,277774,22669,0.144566,0.011903,380979,31441,0.106515,0.005211,1006897,49827,0.115325,0.010499,88282,8079,0.08639,0.009353,258525,27882,0.099411,0.009298,56418,5293,0.109823,0.009767,477348,42485,0.12245,0.005373,1842767,79716,0.155555,0.011502,240014,17473,0.141192,0.011787,66293,5530,0.157899,0.010258,831601,54404,0.172117,0.01202,770823,53517,0.077264,0.008066,114086,12002,0.137511,0.010315,553342,41120,0.134076,0.010379,50146,3942,Adult,
Dec 1998,homeEverOnline,Household Used to Go Online from Home,isHouseholder,0.039539,0.001005,4118937,105238,0.050399,0.001386,3483396,97048,0.051021,0.007714,119190,18506,0.015288,0.001135,492385,36774,,,,,,,,,,,,,,,,,,,,,0.01144,0.001317,206835,23939,0.03485,0.00169,1135431,55835,0.048799,0.002193,1317057,60433,0.055029,0.002322,1459614,63065,0.039778,0.001318,2392166,80199,0.039212,0.001553,1726771,69391,0.04202,0.00117,3310812,93031,0.026036,0.002546,324089,32088,0.032409,0.003327,290539,30320,0.047263,0.006669,150347,21799,0.05468,0.013242,43151,10798,,,,,,,,,,,,,0.028991,0.001901,587461,39000,0.042094,0.001162,3521220,98086,0.039548,0.017404,10257,4589,0.037759,0.001159,2839447,87988,0.044158,0.002,1279490,59029,0.041329,0.001136,3525556,97739,0.031131,0.002123,569414,39401,0.031083,0.006896,52481,11825,0.046634,0.009325,10381,2126,0.041822,0.007573,73793,13656,0.019874,0.005518,20478,5743,0.047503,0.003704,561232,44821,0.063595,0.009106,100025,14796,0.034356,0.008237,43101,10515,0.039686,0.00898,11598,2680,0.059891,0.010831,14078,2631,0.038731,0.003995,234221,24625,0.054958,0.008347,162227,25373,0.030751,0.008213,12838,3478,0.069796,0.010237,31101,4732,0.03506,0.004449,158083,20426,0.033001,0.007197,77144,17117,0.031075,0.007048,36101,8327,0.046472,0.008243,49163,8910,0.041797,0.007939,66889,12988,0.033815,0.007219,54346,11794,0.039317,0.008307,20423,4403,0.03529,0.008268,74398,17754,0.038848,0.005637,93500,13831,0.047366,0.005378,179746,20892,0.042176,0.007905,78666,15086,0.021181,0.005859,23033,6430,0.038417,0.008142,84618,18284,0.041891,0.007672,14822,2773,0.027939,0.006722,18404,4493,0.036079,0.007494,24079,5092,0.035704,0.008322,16180,3842,0.022965,0.004048,67439,12025,0.047757,0.008361,31180,5588,0.039552,0.003646,276334,25983,0.034272,0.005174,101329,15561,0.03668,0.007598,9109,1924,0.037207,0.00467,167120,21369,0.049244,0.008077,64435,10839,0.06098,0.009698,80081,13126,0.028756,0.003773,132142,17584,0.031462,0.007611,11795,2899,0.019263,0.006114,28762,9224,0.022341,0.006131,6278,1742,0.03411,0.00729,76066,16532,0.039105,0.004069,287027,30432,0.046697,0.008866,31638,6150,0.027706,0.007391,6668,1804,0.03617,0.006808,97192,18621,0.066373,0.009964,149529,23226,0.024679,0.005777,18553,4395,0.03462,0.007013,70698,14567,0.045362,0.008571,8413,1629,,
Sep 2001,internetAtHome,Anyone in Household Uses Internet at Home,internetAtHome,1,0,55003519,182527,1,0,42303419,208990,1,0,1406983,59787,1,0,10913805,152504,,,,,,,,,,,,,,,,,,,,,1,0,3141856,89138,1,0,13277139,163297,1,0,16968871,180999,1,0,21615654,195419,1,0,32114406,212096,1,0,22889113,198229,1,0,44559845,196107,1,0,4014824,104663,1,0,3369169,97882,1,0,2713792,90869,1,0,345890,29990,,,,,,,,,,,,,1,0,8504745,129630,1,0,46358764,210212,1,0,140010,13803,1,0,36095090,214705,1,0,18908429,185839,1,0,46365266,204556,1,0,8213853,133312,1,0,649130,35884,1,0,145666,6701,1,0,1021638,54699,1,0,397036,25553,1,0,6560828,147657,1,0,1008670,38471,1,0,742974,32161,1,0,160979,8465,1,0,106775,6360,1,0,3489404,96024,1,0,1464945,77325,1,0,225128,11827,1,0,261118,13619,1,0,2225098,73343,1,0,1174240,51588,1,0,592274,26286,1,0,544902,24618,1,0,719418,38311,1,0,678846,42127,1,0,287308,12606,1,0,1175286,52461,1,0,1384594,56209,1,0,1984312,69572,1,0,1122623,45577,1,0,406984,27917,1,0,1111041,52614,1,0,175951,9783,1,0,308815,14900,1,0,417991,18076,1,0,304923,12455,1,0,1884736,66009,1,0,302916,18787,1,0,3678092,94638,1,0,1442653,61027,1,0,121812,6004,1,0,2322329,78678,1,0,603727,32102,1,0,781529,33917,1,0,2366993,75184,1,0,229576,9780,1,0,694068,39411,1,0,144780,6953,1,0,1038960,58933,1,0,3608547,109187,1,0,397201,21011,1,0,138159,6482,1,0,1496782,63918,1,0,1429182,58064,1,0,304743,16240,1,0,1064365,45222,1,0,103476,4993,,
