"school_state_code"
"geoId/sch0100005"
"geoId/sch0100006"
"geoId/sch0100007"
"geoId/sch0100008"
"geoId/sch0100013"
"geoId/sch0100030"
"geoId/sch0100090"
"geoId/sch0100120"
"geoId/sch0100210"
"geoId/sch0100240"
"geoId/sch0100270"
"geoId/sch0100330"
"geoId/sch0100360"
"geoId/sch0100390"
"geoId/sch0100420"
"geoId/sch0100510"
"geoId/sch0100540"
"geoId/sch0100600"
"geoId/sch0100630"
"geoId/sch0100660"
"geoId/sch0100720"
"geoId/sch0100810"
"geoId/sch0100840"
"geoId/sch0100930"
"geoId/sch0100990"
"geoId/sch0101020"
"geoId/sch0101110"
"geoId/sch0101140"
"geoId/sch0101230"
"geoId/sch0101290"
"geoId/sch0101320"
"geoId/sch0101350"
"geoId/sch0101380"
"geoId/sch0101530"
"geoId/sch0101590"
"geoId/sch0101620"
"geoId/sch0101660"
"geoId/sch0101710"
"geoId/sch0101740"
"geoId/sch0101760"
"geoId/sch0101770"
"geoId/sch0101800"
"geoId/sch0101830"
"geoId/sch0101920"
"geoId/sch0102010"
"geoId/sch0102040"
"geoId/sch0102070"
"geoId/sch0102100"
"geoId/sch0102190"
"geoId/sch0102220"
"geoId/sch0102310"
"geoId/sch0102370"
"geoId/sch0102400"
"geoId/sch0102430"
"geoId/sch0102480"
"geoId/sch0102490"
"geoId/sch0102580"
"geoId/sch0102635"
"geoId/sch0102640"
"geoId/sch0102650"
"geoId/sch0102700"
"geoId/sch0102730"
"geoId/sch0102820"
"geoId/sch0102880"
"geoId/sch0102970"
"geoId/sch0103030"
"geoId/sch0103062"
"geoId/sch0103150"
"geoId/sch0103180"
"geoId/sch0103210"
"geoId/sch0103330"
"geoId/sch0103360"
"geoId/sch0103390"
"geoId/sch0103430"
"geoId/sch0103450"
"geoId/sch0103480"
"geoId/sch0200180"
"geoId/sch0200210"
"geoId/sch0200390"
"geoId/sch0200510"
"geoId/sch0200600"
"geoId/sch0400001"
"geoId/sch0400003"
"geoId/sch0400082"
"geoId/sch0400295"
"geoId/sch0400450"
"geoId/sch0400600"
"geoId/sch0400680"
"geoId/sch0400790"
"geoId/sch0400960"
"geoId/sch0401050"
"geoId/sch0401380"
"geoId/sch0401410"
"geoId/sch0401460"
"geoId/sch0401500"
"geoId/sch0401680"
"geoId/sch0401710"
"geoId/sch0401740"
"geoId/sch0401760"
"geoId/sch0401870"
"geoId/sch0401940"
"geoId/sch0402250"
"geoId/sch0402320"
"geoId/sch0402370"
"geoId/sch0402400"
"geoId/sch0402430"
"geoId/sch0402530"
"geoId/sch0402690"
"geoId/sch0402860"
"geoId/sch0402920"
"geoId/sch0403010"
"geoId/sch0403040"
"geoId/sch0403060"
"geoId/sch0403240"
"geoId/sch0403400"
"geoId/sch0403420"
"geoId/sch0403450"
"geoId/sch0403780"
"geoId/sch0403870"
"geoId/sch0403960"
"geoId/sch0403990"
"geoId/sch0404230"
"geoId/sch0404280"
"geoId/sch0404290"
"geoId/sch0404320"
"geoId/sch0404380"
"geoId/sch0404440"
"geoId/sch0404500"
"geoId/sch0404630"
"geoId/sch0404720"
"geoId/sch0404970"
"geoId/sch0405070"
"geoId/sch0405190"
"geoId/sch0405400"
"geoId/sch0405530"
"geoId/sch0405640"
"geoId/sch0405670"
"geoId/sch0405930"
"geoId/sch0406070"
"geoId/sch0406210"
"geoId/sch0406250"
"geoId/sch0406300"
"geoId/sch0406330"
"geoId/sch0406730"
"geoId/sch0406810"
"geoId/sch0407080"
"geoId/sch0407170"
"geoId/sch0407240"
"geoId/sch0407300"
"geoId/sch0407520"
"geoId/sch0407530"
"geoId/sch0407570"
"geoId/sch0407700"
"geoId/sch0407750"
"geoId/sch0407890"
"geoId/sch0408170"
"geoId/sch0408310"
"geoId/sch0408340"
"geoId/sch0408490"
"geoId/sch0408520"
"geoId/sch0408550"
"geoId/sch0408680"
"geoId/sch0408800"
"geoId/sch0408820"
"geoId/sch0408850"
"geoId/sch0409060"
"geoId/sch0409190"
"geoId/sch0409600"
"geoId/sch0409630"
"geoId/sch0409733"
"geoId/sch0500015"
"geoId/sch0500017"
"geoId/sch0500019"
"geoId/sch0500026"
"geoId/sch0500043"
"geoId/sch0500044"
"geoId/sch0502880"
"geoId/sch0502960"
"geoId/sch0503060"
"geoId/sch0503320"
"geoId/sch0503690"
"geoId/sch0503750"
"geoId/sch0504590"
"geoId/sch0505680"
"geoId/sch0506060"
"geoId/sch0506120"
"geoId/sch0506270"
"geoId/sch0506330"
"geoId/sch0506840"
"geoId/sch0506900"
"geoId/sch0506990"
"geoId/sch0507380"
"geoId/sch0507890"
"geoId/sch0508040"
"geoId/sch0508280"
"geoId/sch0508610"
"geoId/sch0508670"
"geoId/sch0509000"
"geoId/sch0509240"
"geoId/sch0509390"
"geoId/sch0510440"
"geoId/sch0510680"
"geoId/sch0511850"
"geoId/sch0511970"
"geoId/sch0512060"
"geoId/sch0512210"
"geoId/sch0512450"
"geoId/sch0512660"
"geoId/sch0513080"
"geoId/sch0513110"
"geoId/sch0513410"
"geoId/sch0513930"
"geoId/sch0600006"
"geoId/sch0600013"
"geoId/sch0600014"
"geoId/sch0600016"
"geoId/sch0600017"
"geoId/sch0600019"
"geoId/sch0600020"
"geoId/sch0600025"
"geoId/sch0600027"
"geoId/sch0600028"
"geoId/sch0600029"
"geoId/sch0600032"
"geoId/sch0600034"
"geoId/sch0600036"
"geoId/sch0600043"
"geoId/sch0600044"
"geoId/sch0600047"
"geoId/sch0600048"
"geoId/sch0600052"
"geoId/sch0600061"
"geoId/sch0600062"
"geoId/sch0600064"
"geoId/sch0600065"
"geoId/sch0600069"
"geoId/sch0600153"
"geoId/sch0600158"
"geoId/sch0600160"
"geoId/sch0601332"
"geoId/sch0601620"
"geoId/sch0601650"
"geoId/sch0601710"
"geoId/sch0601770"
"geoId/sch0601860"
"geoId/sch0601950"
"geoId/sch0602100"
"geoId/sch0602160"
"geoId/sch0602310"
"geoId/sch0602430"
"geoId/sch0602450"
"geoId/sch0602610"
"geoId/sch0602630"
"geoId/sch0602670"
"geoId/sch0602700"
"geoId/sch0602820"
"geoId/sch0602850"
"geoId/sch0602970"
"geoId/sch0603030"
"geoId/sch0603270"
"geoId/sch0603300"
"geoId/sch0603420"
"geoId/sch0603480"
"geoId/sch0603600"
"geoId/sch0603630"
"geoId/sch0603690"
"geoId/sch0603840"
"geoId/sch0604020"
"geoId/sch0604110"
"geoId/sch0604230"
"geoId/sch0604260"
"geoId/sch0604290"
"geoId/sch0604380"
"geoId/sch0604440"
"geoId/sch0604530"
"geoId/sch0604620"
"geoId/sch0604740"
"geoId/sch0604800"
"geoId/sch0604830"
"geoId/sch0605580"
"geoId/sch0605610"
"geoId/sch0605670"
"geoId/sch0605790"
"geoId/sch0605820"
"geoId/sch0605880"
"geoId/sch0605910"
"geoId/sch0605940"
"geoId/sch0606270"
"geoId/sch0606360"
"geoId/sch0606390"
"geoId/sch0606450"
"geoId/sch0606480"
"geoId/sch0606570"
"geoId/sch0606780"
"geoId/sch0606810"
"geoId/sch0606870"
"geoId/sch0606900"
"geoId/sch0607140"
"geoId/sch0607200"
"geoId/sch0607230"
"geoId/sch0607440"
"geoId/sch0607500"
"geoId/sch0607530"
"geoId/sch0607560"
"geoId/sch0607680"
"geoId/sch0607740"
"geoId/sch0607800"
"geoId/sch0607900"
"geoId/sch0607920"
"geoId/sch0607950"
"geoId/sch0607970"
"geoId/sch0608010"
"geoId/sch0608070"
"geoId/sch0608130"
"geoId/sch0608160"
"geoId/sch0608190"
"geoId/sch0608370"
"geoId/sch0608460"
"geoId/sch0608520"
"geoId/sch0608550"
"geoId/sch0608610"
"geoId/sch0608760"
"geoId/sch0609030"
"geoId/sch0609070"
"geoId/sch0609120"
"geoId/sch0609390"
"geoId/sch0609620"
"geoId/sch0609640"
"geoId/sch0609690"
"geoId/sch0609810"
"geoId/sch0609850"
"geoId/sch0609870"
"geoId/sch0609940"
"geoId/sch0610050"
"geoId/sch0610260"
"geoId/sch0610290"
"geoId/sch0610350"
"geoId/sch0610440"
"geoId/sch0610620"
"geoId/sch0610740"
"geoId/sch0610770"
"geoId/sch0610860"
"geoId/sch0610890"
"geoId/sch0611110"
"geoId/sch0611220"
"geoId/sch0611280"
"geoId/sch0611460"
"geoId/sch0611490"
"geoId/sch0611520"
"geoId/sch0611820"
"geoId/sch0611850"
"geoId/sch0611910"
"geoId/sch0612030"
"geoId/sch0612070"
"geoId/sch0612090"
"geoId/sch0612120"
"geoId/sch0612180"
"geoId/sch0612210"
"geoId/sch0612330"
"geoId/sch0612690"
"geoId/sch0612750"
"geoId/sch0612810"
"geoId/sch0612840"
"geoId/sch0612880"
"geoId/sch0612910"
"geoId/sch0612960"
"geoId/sch0613080"
"geoId/sch0613140"
"geoId/sch0613230"
"geoId/sch0613360"
"geoId/sch0613500"
"geoId/sch0613530"
"geoId/sch0613800"
"geoId/sch0613890"
"geoId/sch0613920"
"geoId/sch0614190"
"geoId/sch0614220"
"geoId/sch0614370"
"geoId/sch0614400"
"geoId/sch0614430"
"geoId/sch0614550"
"geoId/sch0614700"
"geoId/sch0614730"
"geoId/sch0614760"
"geoId/sch0614790"
"geoId/sch0614820"
"geoId/sch0614880"
"geoId/sch0614940"
"geoId/sch0614950"
"geoId/sch0615180"
"geoId/sch0615240"
"geoId/sch0615270"
"geoId/sch0615510"
"geoId/sch0615780"
"geoId/sch0616050"
"geoId/sch0616080"
"geoId/sch0616230"
"geoId/sch0616300"
"geoId/sch0616325"
"geoId/sch0616470"
"geoId/sch0616500"
"geoId/sch0616680"
"geoId/sch0616740"
"geoId/sch0616920"
"geoId/sch0617040"
"geoId/sch0617340"
"geoId/sch0617850"
"geoId/sch0618030"
"geoId/sch0618060"
"geoId/sch0618210"
"geoId/sch0618390"
"geoId/sch0618840"
"geoId/sch0618870"
"geoId/sch0618930"
"geoId/sch0619260"
"geoId/sch0619440"
"geoId/sch0619490"
"geoId/sch0619540"
"geoId/sch0619650"
"geoId/sch0619680"
"geoId/sch0619700"
"geoId/sch0619830"
"geoId/sch0620070"
"geoId/sch0620130"
"geoId/sch0620190"
"geoId/sch0620250"
"geoId/sch0620310"
"geoId/sch0620370"
"geoId/sch0620460"
"geoId/sch0620640"
"geoId/sch0620790"
"geoId/sch0620850"
"geoId/sch0620880"
"geoId/sch0621000"
"geoId/sch0621060"
"geoId/sch0621210"
"geoId/sch0621330"
"geoId/sch0621360"
"geoId/sch0621400"
"geoId/sch0621420"
"geoId/sch0621450"
"geoId/sch0621600"
"geoId/sch0621690"
"geoId/sch0621870"
"geoId/sch0621930"
"geoId/sch0621990"
"geoId/sch0622110"
"geoId/sch0622170"
"geoId/sch0622230"
"geoId/sch0622410"
"geoId/sch0622500"
"geoId/sch0622560"
"geoId/sch0622590"
"geoId/sch0622650"
"geoId/sch0622710"
"geoId/sch0622740"
"geoId/sch0622800"
"geoId/sch0622830"
"geoId/sch0623010"
"geoId/sch0623080"
"geoId/sch0623160"
"geoId/sch0623340"
"geoId/sch0623430"
"geoId/sch0623610"
"geoId/sch0623940"
"geoId/sch0624030"
"geoId/sch0624090"
"geoId/sch0624300"
"geoId/sch0624500"
"geoId/sch0624540"
"geoId/sch0624570"
"geoId/sch0624600"
"geoId/sch0624660"
"geoId/sch0624870"
"geoId/sch0624900"
"geoId/sch0625130"
"geoId/sch0625150"
"geoId/sch0625230"
"geoId/sch0625320"
"geoId/sch0625470"
"geoId/sch0625530"
"geoId/sch0625690"
"geoId/sch0625740"
"geoId/sch0625770"
"geoId/sch0625800"
"geoId/sch0625830"
"geoId/sch0625860"
"geoId/sch0625980"
"geoId/sch0626190"
"geoId/sch0626220"
"geoId/sch0626280"
"geoId/sch0626310"
"geoId/sch0626370"
"geoId/sch0626400"
"geoId/sch0626640"
"geoId/sch0626670"
"geoId/sch0626880"
"geoId/sch0626910"
"geoId/sch0627060"
"geoId/sch0627180"
"geoId/sch0627240"
"geoId/sch0627450"
"geoId/sch0627590"
"geoId/sch0627690"
"geoId/sch0627720"
"geoId/sch0627810"
"geoId/sch0628050"
"geoId/sch0628080"
"geoId/sch0628140"
"geoId/sch0628170"
"geoId/sch0628250"
"geoId/sch0628270"
"geoId/sch0628320"
"geoId/sch0628470"
"geoId/sch0628650"
"geoId/sch0628680"
"geoId/sch0628710"
"geoId/sch0628860"
"geoId/sch0629100"
"geoId/sch0629130"
"geoId/sch0629220"
"geoId/sch0629270"
"geoId/sch0629370"
"geoId/sch0629490"
"geoId/sch0629550"
"geoId/sch0629580"
"geoId/sch0629610"
"geoId/sch0629640"
"geoId/sch0629700"
"geoId/sch0629820"
"geoId/sch0629850"
"geoId/sch0629940"
"geoId/sch0630030"
"geoId/sch0630180"
"geoId/sch0630210"
"geoId/sch0630230"
"geoId/sch0630250"
"geoId/sch0630600"
"geoId/sch0630660"
"geoId/sch0630720"
"geoId/sch0630750"
"geoId/sch0630930"
"geoId/sch0630990"
"geoId/sch0631170"
"geoId/sch0631320"
"geoId/sch0631530"
"geoId/sch0631710"
"geoId/sch0631860"
"geoId/sch0631980"
"geoId/sch0632010"
"geoId/sch0632040"
"geoId/sch0632070"
"geoId/sch0632130"
"geoId/sch0632270"
"geoId/sch0632310"
"geoId/sch0632370"
"geoId/sch0632550"
"geoId/sch0632610"
"geoId/sch0632640"
"geoId/sch0632760"
"geoId/sch0632880"
"geoId/sch0633110"
"geoId/sch0633150"
"geoId/sch0633240"
"geoId/sch0633390"
"geoId/sch0633480"
"geoId/sch0633570"
"geoId/sch0633600"
"geoId/sch0633630"
"geoId/sch0633750"
"geoId/sch0633840"
"geoId/sch0633860"
"geoId/sch0633900"
"geoId/sch0633930"
"geoId/sch0633980"
"geoId/sch0634140"
"geoId/sch0634170"
"geoId/sch0634230"
"geoId/sch0634290"
"geoId/sch0634320"
"geoId/sch0634380"
"geoId/sch0634410"
"geoId/sch0634425"
"geoId/sch0634440"
"geoId/sch0634590"
"geoId/sch0634620"
"geoId/sch0634680"
"geoId/sch0634710"
"geoId/sch0634740"
"geoId/sch0634800"
"geoId/sch0634880"
"geoId/sch0634920"
"geoId/sch0634980"
"geoId/sch0635090"
"geoId/sch0635110"
"geoId/sch0635130"
"geoId/sch0635220"
"geoId/sch0635250"
"geoId/sch0635310"
"geoId/sch0635360"
"geoId/sch0635370"
"geoId/sch0635430"
"geoId/sch0635590"
"geoId/sch0635600"
"geoId/sch0635670"
"geoId/sch0635700"
"geoId/sch0635730"
"geoId/sch0635760"
"geoId/sch0635790"
"geoId/sch0635810"
"geoId/sch0635830"
"geoId/sch0635850"
"geoId/sch0635880"
"geoId/sch0635910"
"geoId/sch0635970"
"geoId/sch0636030"
"geoId/sch0636270"
"geoId/sch0636390"
"geoId/sch0636600"
"geoId/sch0636800"
"geoId/sch0636840"
"geoId/sch0636970"
"geoId/sch0636972"
"geoId/sch0636990"
"geoId/sch0637050"
"geoId/sch0637200"
"geoId/sch0637260"
"geoId/sch0637290"
"geoId/sch0637380"
"geoId/sch0637500"
"geoId/sch0637530"
"geoId/sch0637560"
"geoId/sch0637620"
"geoId/sch0637890"
"geoId/sch0637950"
"geoId/sch0638010"
"geoId/sch0638220"
"geoId/sch0638460"
"geoId/sch0638640"
"geoId/sch0638670"
"geoId/sch0638700"
"geoId/sch0638730"
"geoId/sch0638770"
"geoId/sch0638790"
"geoId/sch0638880"
"geoId/sch0638980"
"geoId/sch0639180"
