"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"BT","8","Albania","01","BT01","Bitumen - Production","1999","Metric tons,  thousand","17",""
"BT","8","Albania","01","BT01","Bitumen - Production","1998","Metric tons,  thousand","16",""
"BT","8","Albania","01","BT01","Bitumen - Production","1997","Metric tons,  thousand","17",""
"BT","8","Albania","01","BT01","Bitumen - Production","1996","Metric tons,  thousand","20",""
"BT","8","Albania","01","BT01","Bitumen - Production","1995","Metric tons,  thousand","33",""
"BT","8","Albania","01","BT01","Bitumen - Production","1994","Metric tons,  thousand","34",""
"BT","8","Albania","01","BT01","Bitumen - Production","1993","Metric tons,  thousand","19",""
"BT","8","Albania","01","BT01","Bitumen - Production","1992","Metric tons,  thousand","11",""
"BT","8","Albania","01","BT01","Bitumen - Production","1991","Metric tons,  thousand","21",""
"BT","8","Albania","01","BT01","Bitumen - Production","1990","Metric tons,  thousand","54",""
"BT","8","Albania","013","BT013","Bitumen - production from refineries","1999","Metric tons,  thousand","17",""
"BT","8","Albania","013","BT013","Bitumen - production from refineries","1998","Metric tons,  thousand","16",""
"BT","8","Albania","013","BT013","Bitumen - production from refineries","1997","Metric tons,  thousand","17",""
"BT","8","Albania","013","BT013","Bitumen - production from refineries","1996","Metric tons,  thousand","20",""
"BT","8","Albania","013","BT013","Bitumen - production from refineries","1995","Metric tons,  thousand","33",""
"BT","8","Albania","013","BT013","Bitumen - production from refineries","1994","Metric tons,  thousand","34",""
"BT","8","Albania","013","BT013","Bitumen - production from refineries","1993","Metric tons,  thousand","19",""
"BT","8","Albania","013","BT013","Bitumen - production from refineries","1992","Metric tons,  thousand","11",""
"BT","8","Albania","013","BT013","Bitumen - production from refineries","1991","Metric tons,  thousand","21",""
"BT","8","Albania","013","BT013","Bitumen - production from refineries","1990","Metric tons,  thousand","54",""
"BT","8","Albania","04","BT04","Bitumen - Exports","1996","Metric tons,  thousand","0",""
"BT","8","Albania","04","BT04","Bitumen - Exports","1995","Metric tons,  thousand","0",""
"BT","8","Albania","04","BT04","Bitumen - Exports","1994","Metric tons,  thousand","1",""
"BT","8","Albania","04","BT04","Bitumen - Exports","1993","Metric tons,  thousand","1",""
"BT","8","Albania","04","BT04","Bitumen - Exports","1992","Metric tons,  thousand","1",""
"BT","8","Albania","04","BT04","Bitumen - Exports","1991","Metric tons,  thousand","0",""
"BT","8","Albania","04","BT04","Bitumen - Exports","1990","Metric tons,  thousand","1",""
"BT","8","Albania","11","BT11","Bitumen - Non-energy uses","1999","Metric tons,  thousand","17",""
"BT","8","Albania","11","BT11","Bitumen - Non-energy uses","1998","Metric tons,  thousand","16",""
"BT","8","Albania","11","BT11","Bitumen - Non-energy uses","1997","Metric tons,  thousand","17",""
"BT","8","Albania","11","BT11","Bitumen - Non-energy uses","1996","Metric tons,  thousand","20",""
"BT","8","Albania","11","BT11","Bitumen - Non-energy uses","1995","Metric tons,  thousand","33",""
"BT","8","Albania","11","BT11","Bitumen - Non-energy uses","1994","Metric tons,  thousand","34",""
"BT","8","Albania","11","BT11","Bitumen - Non-energy uses","1993","Metric tons,  thousand","19",""
