observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
dcid:wikidataId/Q79952,2021,737536,dcid:Count_Person_Female,,
dcid:wikidataId/Q79952,2021,715916,dcid:Count_Person_Male,,
dcid:wikidataId/Q79952,2021,1453452,dcid:Count_Person,,
dcid:wikidataId/Q79952,2021,60598,dcid:Count_Person_0To4Years_Female,,
dcid:wikidataId/Q79952,2021,63167,dcid:Count_Person_5To9Years_Female,,
dcid:wikidataId/Q79952,2021,65084,dcid:Count_Person_10To14Years_Female,,
dcid:wikidataId/Q79952,2021,65954,dcid:Count_Person_15To19Years_Female,,
dcid:wikidataId/Q79952,2021,64338,dcid:Count_Person_20To24Years_Female,,
dcid:wikidataId/Q79952,2021,62084,dcid:Count_Person_25To29Years_Female,,
dcid:wikidataId/Q79952,2021,57693,dcid:Count_Person_30To34Years_Female,,
dcid:wikidataId/Q79952,2021,52728,dcid:Count_Person_35To39Years_Female,,
dcid:wikidataId/Q79952,2021,48753,dcid:Count_Person_40To44Years_Female,,
dcid:wikidataId/Q79952,2021,45600,dcid:Count_Person_45To49Years_Female,,
dcid:wikidataId/Q79952,2021,39787,dcid:Count_Person_50To54Years_Female,,
dcid:wikidataId/Q79952,2021,33057,dcid:Count_Person_55To59Years_Female,,
dcid:wikidataId/Q79952,2021,26108,dcid:Count_Person_60To64Years_Female,,
dcid:wikidataId/Q79952,2021,52585,dcid:Count_Person_65OrMoreYears_Female,,
dcid:wikidataId/Q79952,2021,62762,dcid:Count_Person_0To4Years_Male,,
dcid:wikidataId/Q79952,2021,66225,dcid:Count_Person_5To9Years_Male,,
dcid:wikidataId/Q79952,2021,67859,dcid:Count_Person_10To14Years_Male,,
dcid:wikidataId/Q79952,2021,68370,dcid:Count_Person_15To19Years_Male,,
dcid:wikidataId/Q79952,2021,66603,dcid:Count_Person_20To24Years_Male,,
dcid:wikidataId/Q79952,2021,64181,dcid:Count_Person_25To29Years_Male,,
dcid:wikidataId/Q79952,2021,57282,dcid:Count_Person_30To34Years_Male,,
dcid:wikidataId/Q79952,2021,48832,dcid:Count_Person_35To39Years_Male,,
dcid:wikidataId/Q79952,2021,42777,dcid:Count_Person_40To44Years_Male,,
dcid:wikidataId/Q79952,2021,39808,dcid:Count_Person_45To49Years_Male,,
dcid:wikidataId/Q79952,2021,34865,dcid:Count_Person_50To54Years_Male,,
dcid:wikidataId/Q79952,2021,29195,dcid:Count_Person_55To59Years_Male,,
dcid:wikidataId/Q79952,2021,23434,dcid:Count_Person_60To64Years_Male,,
dcid:wikidataId/Q79952,2021,43723,dcid:Count_Person_65OrMoreYears_Male,,
dcid:wikidataId/Q79952,2021,123360,dcid:Count_Person_0To4Years,,
dcid:wikidataId/Q79952,2021,129392,dcid:Count_Person_5To9Years,,
dcid:wikidataId/Q79952,2021,132943,dcid:Count_Person_10To14Years,,
dcid:wikidataId/Q79952,2021,134324,dcid:Count_Person_15To19Years,,
dcid:wikidataId/Q79952,2021,130941,dcid:Count_Person_20To24Years,,
dcid:wikidataId/Q79952,2021,126265,dcid:Count_Person_25To29Years,,
dcid:wikidataId/Q79952,2021,114975,dcid:Count_Person_30To34Years,,
