ADM0_EN,ADM0_PCODE,Year,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65Plus
Mexico,MX,2021,65833180,63139259,128972439,5268804,5401020,5442653,5451509,5366818,5334451,5121463,4788420,4473298,4202145,3701746,3142900,2573544,5564409,5463393,5599947,5640478,5624910,5456593,5336323,4919979,4354874,3931742,3749218,3354682,2841770,2294638,4570712,10732197,11000967,11083131,11076419,10823411,10670774,10041442,9143294,8405040,7951363,7056428,5984670,4868182,10135121
