Year,ADM0_ES,ADM0_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80_84,F_85Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80_84,M_85Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80_84,T_85Plus
2024,Mexico,MX,67568918,64705498,132274416,5049244,5199868,5473615,5564987,5567936,5459620,5352822,4954478,4546015,4275120,3942162,3361436,2763172,2118969,1515799,1088819,709347,625509,5240545,5395392,5680503,5726059,5633880,5457487,5243266,4642247,3934189,3629252,3466687,3020564,2476336,1865047,1302692,914301,578065,498986,10289789,10595260,11154118,11291046,11201816,10917107,10596088,9596725,8480204,7904372,7408849,6382000,5239508,3984016,2818491,2003120,1287412,1124495
