observationDate,observationAbout,value,variableMeasured
2006,wikidataId/Q2415,5570,dcid:Count_Person_50To59Years_Male
2007,wikidataId/Q2415,5632,dcid:Count_Person_50To59Years_Male
2008,wikidataId/Q2415,5660,dcid:Count_Person_50To59Years_Male
2009,wikidataId/Q2415,5759,dcid:Count_Person_50To59Years_Male
2010,wikidataId/Q2415,5892,dcid:Count_Person_50To59Years_Male
2011,wikidataId/Q2415,6010,dcid:Count_Person_50To59Years_Male
2012,wikidataId/Q2415,6141,dcid:Count_Person_50To59Years_Male
2013,wikidataId/Q2415,6255,dcid:Count_Person_50To59Years_Male
2014,wikidataId/Q2415,6428,dcid:Count_Person_50To59Years_Male
2015,wikidataId/Q2415,6623,dcid:Count_Person_50To59Years_Male
2016,wikidataId/Q2415,6736,dcid:Count_Person_50To59Years_Male
2017,wikidataId/Q2415,6851,dcid:Count_Person_50To59Years_Male
2018,wikidataId/Q2415,7050,dcid:Count_Person_50To59Years_Male
2019,wikidataId/Q2415,7082,dcid:Count_Person_50To59Years_Male
2020,wikidataId/Q2415,7227,dcid:Count_Person_50To59Years_Male
2021,wikidataId/Q2415,7285,dcid:Count_Person_50To59Years_Male
2022,wikidataId/Q2415,7459,dcid:Count_Person_50To59Years_Male
2023,wikidataId/Q2415,7512,dcid:Count_Person_50To59Years_Male
2024,wikidataId/Q2415,7499,dcid:Count_Person_50To59Years_Male
2025,wikidataId/Q2415,7473,dcid:Count_Person_50To59Years_Male
1986,wikidataId/Q2415,3313,dcid:Count_Person_60To69Years_Male
1987,wikidataId/Q2415,3343,dcid:Count_Person_60To69Years_Male
1988,wikidataId/Q2415,3308,dcid:Count_Person_60To69Years_Male
1989,wikidataId/Q2415,3282,dcid:Count_Person_60To69Years_Male
1990,wikidataId/Q2415,3294,dcid:Count_Person_60To69Years_Male
1991,wikidataId/Q2415,3217,dcid:Count_Person_60To69Years_Male
1992,wikidataId/Q2415,3209,dcid:Count_Person_60To69Years_Male
1993,wikidataId/Q2415,3224,dcid:Count_Person_60To69Years_Male
1994,wikidataId/Q2415,3194,dcid:Count_Person_60To69Years_Male
1995,wikidataId/Q2415,3182,dcid:Count_Person_60To69Years_Male
1996,wikidataId/Q2415,3171,dcid:Count_Person_60To69Years_Male
1997,wikidataId/Q2415,3155,dcid:Count_Person_60To69Years_Male
1998,wikidataId/Q2415,3157,dcid:Count_Person_60To69Years_Male
1999,wikidataId/Q2415,3120,dcid:Count_Person_60To69Years_Male
2000,wikidataId/Q2415,3146,dcid:Count_Person_60To69Years_Male
2001,wikidataId/Q2415,3187,dcid:Count_Person_60To69Years_Male
2002,wikidataId/Q2415,3184,dcid:Count_Person_60To69Years_Male
2003,wikidataId/Q2415,3270,dcid:Count_Person_60To69Years_Male
2004,wikidataId/Q2415,3375,dcid:Count_Person_60To69Years_Male
2005,wikidataId/Q2415,3526,dcid:Count_Person_60To69Years_Male
2006,wikidataId/Q2415,3674,dcid:Count_Person_60To69Years_Male
2007,wikidataId/Q2415,3882,dcid:Count_Person_60To69Years_Male
2008,wikidataId/Q2415,4071,dcid:Count_Person_60To69Years_Male
2009,wikidataId/Q2415,4286,dcid:Count_Person_60To69Years_Male
2010,wikidataId/Q2415,4396,dcid:Count_Person_60To69Years_Male
2011,wikidataId/Q2415,4566,dcid:Count_Person_60To69Years_Male
2012,wikidataId/Q2415,4688,dcid:Count_Person_60To69Years_Male
2013,wikidataId/Q2415,4847,dcid:Count_Person_60To69Years_Male
2014,wikidataId/Q2415,4982,dcid:Count_Person_60To69Years_Male
2015,wikidataId/Q2415,5100,dcid:Count_Person_60To69Years_Male
2016,wikidataId/Q2415,5261,dcid:Count_Person_60To69Years_Male
2017,wikidataId/Q2415,5336,dcid:Count_Person_60To69Years_Male
2018,wikidataId/Q2415,5344,dcid:Count_Person_60To69Years_Male
2019,wikidataId/Q2415,5420,dcid:Count_Person_60To69Years_Male
2020,wikidataId/Q2415,5545,dcid:Count_Person_60To69Years_Male
2021,wikidataId/Q2415,5686,dcid:Count_Person_60To69Years_Male
2022,wikidataId/Q2415,5836,dcid:Count_Person_60To69Years_Male
2023,wikidataId/Q2415,5902,dcid:Count_Person_60To69Years_Male
2024,wikidataId/Q2415,6113,dcid:Count_Person_60To69Years_Male
2025,wikidataId/Q2415,6304,dcid:Count_Person_60To69Years_Male
1986,wikidataId/Q2415,1925,dcid:Count_Person_70To79Years_Male
1987,wikidataId/Q2415,1980,dcid:Count_Person_70To79Years_Male
1988,wikidataId/Q2415,2023,dcid:Count_Person_70To79Years_Male
1989,wikidataId/Q2415,2072,dcid:Count_Person_70To79Years_Male
1990,wikidataId/Q2415,2086,dcid:Count_Person_70To79Years_Male
1991,wikidataId/Q2415,2177,dcid:Count_Person_70To79Years_Male
1992,wikidataId/Q2415,2267,dcid:Count_Person_70To79Years_Male
1993,wikidataId/Q2415,2274,dcid:Count_Person_70To79Years_Male
1994,wikidataId/Q2415,2333,dcid:Count_Person_70To79Years_Male
1995,wikidataId/Q2415,2347,dcid:Count_Person_70To79Years_Male
1996,wikidataId/Q2415,2343,dcid:Count_Person_70To79Years_Male
1997,wikidataId/Q2415,2371,dcid:Count_Person_70To79Years_Male
1998,wikidataId/Q2415,2396,dcid:Count_Person_70To79Years_Male
1999,wikidataId/Q2415,2411,dcid:Count_Person_70To79Years_Male
2000,wikidataId/Q2415,2392,dcid:Count_Person_70To79Years_Male
2001,wikidataId/Q2415,2369,dcid:Count_Person_70To79Years_Male
2002,wikidataId/Q2415,2391,dcid:Count_Person_70To79Years_Male
2003,wikidataId/Q2415,2416,dcid:Count_Person_70To79Years_Male
2004,wikidataId/Q2415,2392,dcid:Count_Person_70To79Years_Male
2005,wikidataId/Q2415,2424,dcid:Count_Person_70To79Years_Male
2006,wikidataId/Q2415,2433,dcid:Count_Person_70To79Years_Male
2007,wikidataId/Q2415,2416,dcid:Count_Person_70To79Years_Male
2008,wikidataId/Q2415,2445,dcid:Count_Person_70To79Years_Male
2009,wikidataId/Q2415,2446,dcid:Count_Person_70To79Years_Male
2010,wikidataId/Q2415,2500,dcid:Count_Person_70To79Years_Male
2011,wikidataId/Q2415,2565,dcid:Count_Person_70To79Years_Male
2012,wikidataId/Q2415,2564,dcid:Count_Person_70To79Years_Male
2013,wikidataId/Q2415,2642,dcid:Count_Person_70To79Years_Male
2014,wikidataId/Q2415,2716,dcid:Count_Person_70To79Years_Male
2015,wikidataId/Q2415,2856,dcid:Count_Person_70To79Years_Male
2016,wikidataId/Q2415,3017,dcid:Count_Person_70To79Years_Male
2017,wikidataId/Q2415,3221,dcid:Count_Person_70To79Years_Male
2018,wikidataId/Q2415,3368,dcid:Count_Person_70To79Years_Male
2019,wikidataId/Q2415,3578,dcid:Count_Person_70To79Years_Male
2020,wikidataId/Q2415,3700,dcid:Count_Person_70To79Years_Male
2021,wikidataId/Q2415,3860,dcid:Count_Person_70To79Years_Male
2022,wikidataId/Q2415,3986,dcid:Count_Person_70To79Years_Male
2023,wikidataId/Q2415,4136,dcid:Count_Person_70To79Years_Male
2024,wikidataId/Q2415,4277,dcid:Count_Person_70To79Years_Male
2025,wikidataId/Q2415,4403,dcid:Count_Person_70To79Years_Male
1986,wikidataId/Q2415,514,dcid:Count_Person_80To89Years_Male
1987,wikidataId/Q2415,526,dcid:Count_Person_80To89Years_Male
1988,wikidataId/Q2415,556,dcid:Count_Person_80To89Years_Male
1989,wikidataId/Q2415,590,dcid:Count_Person_80To89Years_Male
1990,wikidataId/Q2415,632,dcid:Count_Person_80To89Years_Male
1991,wikidataId/Q2415,632,dcid:Count_Person_80To89Years_Male
1992,wikidataId/Q2415,631,dcid:Count_Person_80To89Years_Male
1993,wikidataId/Q2415,675,dcid:Count_Person_80To89Years_Male
1994,wikidataId/Q2415,715,dcid:Count_Person_80To89Years_Male
1995,wikidataId/Q2415,762,dcid:Count_Person_80To89Years_Male
1996,wikidataId/Q2415,789,dcid:Count_Person_80To89Years_Male
1997,wikidataId/Q2415,806,dcid:Count_Person_80To89Years_Male
1998,wikidataId/Q2415,839,dcid:Count_Person_80To89Years_Male
1999,wikidataId/Q2415,881,dcid:Count_Person_80To89Years_Male
2000,wikidataId/Q2415,921,dcid:Count_Person_80To89Years_Male
2001,wikidataId/Q2415,975,dcid:Count_Person_80To89Years_Male
2002,wikidataId/Q2415,1019,dcid:Count_Person_80To89Years_Male
2003,wikidataId/Q2415,1028,dcid:Count_Person_80To89Years_Male
2004,wikidataId/Q2415,1101,dcid:Count_Person_80To89Years_Male
2005,wikidataId/Q2415,1113,dcid:Count_Person_80To89Years_Male
2006,wikidataId/Q2415,1107,dcid:Count_Person_80To89Years_Male
2007,wikidataId/Q2415,1147,dcid:Count_Person_80To89Years_Male
2008,wikidataId/Q2415,1172,dcid:Count_Person_80To89Years_Male
2009,wikidataId/Q2415,1194,dcid:Count_Person_80To89Years_Male
2010,wikidataId/Q2415,1194,dcid:Count_Person_80To89Years_Male
2011,wikidataId/Q2415,1176,dcid:Count_Person_80To89Years_Male
2012,wikidataId/Q2415,1231,dcid:Count_Person_80To89Years_Male
2013,wikidataId/Q2415,1252,dcid:Count_Person_80To89Years_Male
2014,wikidataId/Q2415,1276,dcid:Count_Person_80To89Years_Male
2015,wikidataId/Q2415,1320,dcid:Count_Person_80To89Years_Male
2016,wikidataId/Q2415,1318,dcid:Count_Person_80To89Years_Male
2017,wikidataId/Q2415,1344,dcid:Count_Person_80To89Years_Male
2018,wikidataId/Q2415,1406,dcid:Count_Person_80To89Years_Male
2019,wikidataId/Q2415,1392,dcid:Count_Person_80To89Years_Male
2020,wikidataId/Q2415,1462,dcid:Count_Person_80To89Years_Male
2021,wikidataId/Q2415,1504,dcid:Count_Person_80To89Years_Male
2022,wikidataId/Q2415,1521,dcid:Count_Person_80To89Years_Male
2023,wikidataId/Q2415,1610,dcid:Count_Person_80To89Years_Male
2024,wikidataId/Q2415,1686,dcid:Count_Person_80To89Years_Male
2025,wikidataId/Q2415,1793,dcid:Count_Person_80To89Years_Male
1986,wikidataId/Q2415,56,dcid:Count_Person_90To99Years_Male
1987,wikidataId/Q2415,57,dcid:Count_Person_90To99Years_Male
1988,wikidataId/Q2415,55,dcid:Count_Person_90To99Years_Male
1989,wikidataId/Q2415,58,dcid:Count_Person_90To99Years_Male
1990,wikidataId/Q2415,63,dcid:Count_Person_90To99Years_Male
1991,wikidataId/Q2415,55,dcid:Count_Person_90To99Years_Male
1992,wikidataId/Q2415,62,dcid:Count_Person_90To99Years_Male
1993,wikidataId/Q2415,56,dcid:Count_Person_90To99Years_Male
1994,wikidataId/Q2415,63,dcid:Count_Person_90To99Years_Male
1995,wikidataId/Q2415,72,dcid:Count_Person_90To99Years_Male
1996,wikidataId/Q2415,60,dcid:Count_Person_90To99Years_Male
1997,wikidataId/Q2415,66,dcid:Count_Person_90To99Years_Male
1998,wikidataId/Q2415,67,dcid:Count_Person_90To99Years_Male
1999,wikidataId/Q2415,91,dcid:Count_Person_90To99Years_Male
2000,wikidataId/Q2415,92,dcid:Count_Person_90To99Years_Male
2001,wikidataId/Q2415,107,dcid:Count_Person_90To99Years_Male
2002,wikidataId/Q2415,100,dcid:Count_Person_90To99Years_Male
2003,wikidataId/Q2415,104,dcid:Count_Person_90To99Years_Male
2004,wikidataId/Q2415,103,dcid:Count_Person_90To99Years_Male
2005,wikidataId/Q2415,112,dcid:Count_Person_90To99Years_Male
2006,wikidataId/Q2415,124,dcid:Count_Person_90To99Years_Male
2007,wikidataId/Q2415,133,dcid:Count_Person_90To99Years_Male
2008,wikidataId/Q2415,133,dcid:Count_Person_90To99Years_Male
2009,wikidataId/Q2415,147,dcid:Count_Person_90To99Years_Male
2010,wikidataId/Q2415,167,dcid:Count_Person_90To99Years_Male
2011,wikidataId/Q2415,192,dcid:Count_Person_90To99Years_Male
2012,wikidataId/Q2415,184,dcid:Count_Person_90To99Years_Male
2013,wikidataId/Q2415,175,dcid:Count_Person_90To99Years_Male
2014,wikidataId/Q2415,177,dcid:Count_Person_90To99Years_Male
2015,wikidataId/Q2415,180,dcid:Count_Person_90To99Years_Male
2016,wikidataId/Q2415,192,dcid:Count_Person_90To99Years_Male
2017,wikidataId/Q2415,204,dcid:Count_Person_90To99Years_Male
2018,wikidataId/Q2415,213,dcid:Count_Person_90To99Years_Male
2019,wikidataId/Q2415,233,dcid:Count_Person_90To99Years_Male
2020,wikidataId/Q2415,247,dcid:Count_Person_90To99Years_Male
2021,wikidataId/Q2415,227,dcid:Count_Person_90To99Years_Male
2022,wikidataId/Q2415,252,dcid:Count_Person_90To99Years_Male
2023,wikidataId/Q2415,246,dcid:Count_Person_90To99Years_Male
2024,wikidataId/Q2415,273,dcid:Count_Person_90To99Years_Male
2025,wikidataId/Q2415,294,dcid:Count_Person_90To99Years_Male
1986,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
1987,wikidataId/Q2415,2,dcid:Count_Person_100OrMoreYears_Male
1988,wikidataId/Q2415,2,dcid:Count_Person_100OrMoreYears_Male
1989,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
1990,wikidataId/Q2415,2,dcid:Count_Person_100OrMoreYears_Male
1991,wikidataId/Q2415,2,dcid:Count_Person_100OrMoreYears_Male
1992,wikidataId/Q2415,2,dcid:Count_Person_100OrMoreYears_Male
1993,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
1994,wikidataId/Q2415,0,dcid:Count_Person_100OrMoreYears_Male
1995,wikidataId/Q2415,0,dcid:Count_Person_100OrMoreYears_Male
1996,wikidataId/Q2415,0,dcid:Count_Person_100OrMoreYears_Male
1997,wikidataId/Q2415,0,dcid:Count_Person_100OrMoreYears_Male
1998,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
1999,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
2000,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
2001,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
2002,wikidataId/Q2415,4,dcid:Count_Person_100OrMoreYears_Male
2003,wikidataId/Q2415,3,dcid:Count_Person_100OrMoreYears_Male
2004,wikidataId/Q2415,2,dcid:Count_Person_100OrMoreYears_Male
2005,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
2006,wikidataId/Q2415,0,dcid:Count_Person_100OrMoreYears_Male
2007,wikidataId/Q2415,3,dcid:Count_Person_100OrMoreYears_Male
2008,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
2009,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
2010,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
2011,wikidataId/Q2415,0,dcid:Count_Person_100OrMoreYears_Male
2012,wikidataId/Q2415,0,dcid:Count_Person_100OrMoreYears_Male
2013,wikidataId/Q2415,1,dcid:Count_Person_100OrMoreYears_Male
2014,wikidataId/Q2415,2,dcid:Count_Person_100OrMoreYears_Male
2015,wikidataId/Q2415,5,dcid:Count_Person_100OrMoreYears_Male
2016,wikidataId/Q2415,6,dcid:Count_Person_100OrMoreYears_Male
2017,wikidataId/Q2415,5,dcid:Count_Person_100OrMoreYears_Male
2018,wikidataId/Q2415,4,dcid:Count_Person_100OrMoreYears_Male
2019,wikidataId/Q2415,3,dcid:Count_Person_100OrMoreYears_Male
2020,wikidataId/Q2415,2,dcid:Count_Person_100OrMoreYears_Male
2021,wikidataId/Q2415,3,dcid:Count_Person_100OrMoreYears_Male
2022,wikidataId/Q2415,3,dcid:Count_Person_100OrMoreYears_Male
2023,wikidataId/Q2415,4,dcid:Count_Person_100OrMoreYears_Male
2024,wikidataId/Q2415,5,dcid:Count_Person_100OrMoreYears_Male
2025,wikidataId/Q2415,4,dcid:Count_Person_100OrMoreYears_Male
1986,wikidataId/Q25416,6615,dcid:Count_Person_0To9Years_Female
1987,wikidataId/Q25416,6535,dcid:Count_Person_0To9Years_Female
1988,wikidataId/Q25416,6600,dcid:Count_Person_0To9Years_Female
1989,wikidataId/Q25416,6664,dcid:Count_Person_0To9Years_Female
1990,wikidataId/Q25416,6865,dcid:Count_Person_0To9Years_Female
1991,wikidataId/Q25416,7075,dcid:Count_Person_0To9Years_Female
1992,wikidataId/Q25416,7273,dcid:Count_Person_0To9Years_Female
1993,wikidataId/Q25416,7521,dcid:Count_Person_0To9Years_Female
1994,wikidataId/Q25416,7716,dcid:Count_Person_0To9Years_Female
1995,wikidataId/Q25416,7927,dcid:Count_Person_0To9Years_Female
1996,wikidataId/Q25416,8017,dcid:Count_Person_0To9Years_Female
1997,wikidataId/Q25416,8184,dcid:Count_Person_0To9Years_Female
1998,wikidataId/Q25416,8285,dcid:Count_Person_0To9Years_Female
1999,wikidataId/Q25416,8246,dcid:Count_Person_0To9Years_Female
2000,wikidataId/Q25416,8215,dcid:Count_Person_0To9Years_Female
2001,wikidataId/Q25416,8104,dcid:Count_Person_0To9Years_Female
2002,wikidataId/Q25416,8050,dcid:Count_Person_0To9Years_Female
2003,wikidataId/Q25416,8111,dcid:Count_Person_0To9Years_Female
2004,wikidataId/Q25416,8152,dcid:Count_Person_0To9Years_Female
2005,wikidataId/Q25416,8185,dcid:Count_Person_0To9Years_Female
2006,wikidataId/Q25416,8211,dcid:Count_Person_0To9Years_Female
2007,wikidataId/Q25416,8204,dcid:Count_Person_0To9Years_Female
2008,wikidataId/Q25416,8260,dcid:Count_Person_0To9Years_Female
2009,wikidataId/Q25416,8303,dcid:Count_Person_0To9Years_Female
2010,wikidataId/Q25416,8498,dcid:Count_Person_0To9Years_Female
2011,wikidataId/Q25416,8697,dcid:Count_Person_0To9Years_Female
2012,wikidataId/Q25416,8818,dcid:Count_Person_0To9Years_Female
2013,wikidataId/Q25416,8905,dcid:Count_Person_0To9Years_Female
2014,wikidataId/Q25416,8923,dcid:Count_Person_0To9Years_Female
2015,wikidataId/Q25416,8952,dcid:Count_Person_0To9Years_Female
2016,wikidataId/Q25416,8983,dcid:Count_Person_0To9Years_Female
2017,wikidataId/Q25416,8922,dcid:Count_Person_0To9Years_Female
2018,wikidataId/Q25416,8851,dcid:Count_Person_0To9Years_Female
2019,wikidataId/Q25416,8644,dcid:Count_Person_0To9Years_Female
2020,wikidataId/Q25416,8606,dcid:Count_Person_0To9Years_Female
2021,wikidataId/Q25416,8464,dcid:Count_Person_0To9Years_Female
2022,wikidataId/Q25416,8310,dcid:Count_Person_0To9Years_Female
2023,wikidataId/Q25416,8176,dcid:Count_Person_0To9Years_Female
2024,wikidataId/Q25416,8096,dcid:Count_Person_0To9Years_Female
2025,wikidataId/Q25416,7990,dcid:Count_Person_0To9Years_Female
1986,wikidataId/Q25416,7144,dcid:Count_Person_10To19Years_Female
1987,wikidataId/Q25416,7118,dcid:Count_Person_10To19Years_Female
1988,wikidataId/Q25416,7028,dcid:Count_Person_10To19Years_Female
1989,wikidataId/Q25416,6921,dcid:Count_Person_10To19Years_Female
1990,wikidataId/Q25416,6678,dcid:Count_Person_10To19Years_Female
1991,wikidataId/Q25416,6577,dcid:Count_Person_10To19Years_Female
1992,wikidataId/Q25416,6594,dcid:Count_Person_10To19Years_Female
1993,wikidataId/Q25416,6579,dcid:Count_Person_10To19Years_Female
1994,wikidataId/Q25416,6485,dcid:Count_Person_10To19Years_Female
1995,wikidataId/Q25416,6396,dcid:Count_Person_10To19Years_Female
1996,wikidataId/Q25416,6407,dcid:Count_Person_10To19Years_Female
1997,wikidataId/Q25416,6437,dcid:Count_Person_10To19Years_Female
1998,wikidataId/Q25416,6545,dcid:Count_Person_10To19Years_Female
1999,wikidataId/Q25416,6696,dcid:Count_Person_10To19Years_Female
2000,wikidataId/Q25416,6864,dcid:Count_Person_10To19Years_Female
2001,wikidataId/Q25416,6987,dcid:Count_Person_10To19Years_Female
2002,wikidataId/Q25416,7096,dcid:Count_Person_10To19Years_Female
2003,wikidataId/Q25416,7239,dcid:Count_Person_10To19Years_Female
2004,wikidataId/Q25416,7411,dcid:Count_Person_10To19Years_Female
2005,wikidataId/Q25416,7638,dcid:Count_Person_10To19Years_Female
2006,wikidataId/Q25416,7694,dcid:Count_Person_10To19Years_Female
2007,wikidataId/Q25416,7943,dcid:Count_Person_10To19Years_Female
2008,wikidataId/Q25416,8054,dcid:Count_Person_10To19Years_Female
2009,wikidataId/Q25416,8139,dcid:Count_Person_10To19Years_Female
2010,wikidataId/Q25416,8146,dcid:Count_Person_10To19Years_Female
2011,wikidataId/Q25416,8195,dcid:Count_Person_10To19Years_Female
2012,wikidataId/Q25416,8204,dcid:Count_Person_10To19Years_Female
2013,wikidataId/Q25416,8170,dcid:Count_Person_10To19Years_Female
2014,wikidataId/Q25416,8263,dcid:Count_Person_10To19Years_Female
2015,wikidataId/Q25416,8239,dcid:Count_Person_10To19Years_Female
2016,wikidataId/Q25416,8281,dcid:Count_Person_10To19Years_Female
2017,wikidataId/Q25416,8269,dcid:Count_Person_10To19Years_Female
2018,wikidataId/Q25416,8395,dcid:Count_Person_10To19Years_Female
2019,wikidataId/Q25416,8448,dcid:Count_Person_10To19Years_Female
2020,wikidataId/Q25416,8536,dcid:Count_Person_10To19Years_Female
2021,wikidataId/Q25416,8665,dcid:Count_Person_10To19Years_Female
2022,wikidataId/Q25416,8811,dcid:Count_Person_10To19Years_Female
2023,wikidataId/Q25416,8958,dcid:Count_Person_10To19Years_Female
2024,wikidataId/Q25416,9155,dcid:Count_Person_10To19Years_Female
2025,wikidataId/Q25416,9119,dcid:Count_Person_10To19Years_Female
1986,wikidataId/Q25416,8547,dcid:Count_Person_20To29Years_Female
1987,wikidataId/Q25416,8559,dcid:Count_Person_20To29Years_Female
1988,wikidataId/Q25416,8657,dcid:Count_Person_20To29Years_Female
1989,wikidataId/Q25416,8670,dcid:Count_Person_20To29Years_Female
1990,wikidataId/Q25416,8787,dcid:Count_Person_20To29Years_Female
1991,wikidataId/Q25416,8812,dcid:Count_Person_20To29Years_Female
1992,wikidataId/Q25416,8951,dcid:Count_Person_20To29Years_Female
1993,wikidataId/Q25416,9119,dcid:Count_Person_20To29Years_Female
1994,wikidataId/Q25416,9125,dcid:Count_Person_20To29Years_Female
1995,wikidataId/Q25416,9141,dcid:Count_Person_20To29Years_Female
1996,wikidataId/Q25416,9020,dcid:Count_Person_20To29Years_Female
1997,wikidataId/Q25416,9064,dcid:Count_Person_20To29Years_Female
1998,wikidataId/Q25416,9007,dcid:Count_Person_20To29Years_Female
1999,wikidataId/Q25416,8914,dcid:Count_Person_20To29Years_Female
2000,wikidataId/Q25416,8718,dcid:Count_Person_20To29Years_Female
2001,wikidataId/Q25416,8466,dcid:Count_Person_20To29Years_Female
2002,wikidataId/Q25416,8452,dcid:Count_Person_20To29Years_Female
2003,wikidataId/Q25416,8484,dcid:Count_Person_20To29Years_Female
2004,wikidataId/Q25416,8495,dcid:Count_Person_20To29Years_Female
2005,wikidataId/Q25416,8547,dcid:Count_Person_20To29Years_Female
2006,wikidataId/Q25416,8539,dcid:Count_Person_20To29Years_Female
2007,wikidataId/Q25416,8651,dcid:Count_Person_20To29Years_Female
2008,wikidataId/Q25416,8946,dcid:Count_Person_20To29Years_Female
2009,wikidataId/Q25416,9151,dcid:Count_Person_20To29Years_Female
2010,wikidataId/Q25416,9442,dcid:Count_Person_20To29Years_Female
2011,wikidataId/Q25416,9749,dcid:Count_Person_20To29Years_Female
2012,wikidataId/Q25416,9891,dcid:Count_Person_20To29Years_Female
2013,wikidataId/Q25416,10079,dcid:Count_Person_20To29Years_Female
2014,wikidataId/Q25416,10267,dcid:Count_Person_20To29Years_Female
2015,wikidataId/Q25416,10374,dcid:Count_Person_20To29Years_Female
2016,wikidataId/Q25416,10298,dcid:Count_Person_20To29Years_Female
2017,wikidataId/Q25416,10233,dcid:Count_Person_20To29Years_Female
2018,wikidataId/Q25416,9882,dcid:Count_Person_20To29Years_Female
2019,wikidataId/Q25416,10050,dcid:Count_Person_20To29Years_Female
2020,wikidataId/Q25416,9945,dcid:Count_Person_20To29Years_Female
2021,wikidataId/Q25416,9742,dcid:Count_Person_20To29Years_Female
2022,wikidataId/Q25416,9585,dcid:Count_Person_20To29Years_Female
2023,wikidataId/Q25416,9488,dcid:Count_Person_20To29Years_Female
2024,wikidataId/Q25416,10169,dcid:Count_Person_20To29Years_Female
2025,wikidataId/Q25416,9998,dcid:Count_Person_20To29Years_Female
1986,wikidataId/Q25416,7579,dcid:Count_Person_30To39Years_Female
1987,wikidataId/Q25416,7604,dcid:Count_Person_30To39Years_Female
1988,wikidataId/Q25416,7767,dcid:Count_Person_30To39Years_Female
1989,wikidataId/Q25416,7861,dcid:Count_Person_30To39Years_Female
1990,wikidataId/Q25416,7961,dcid:Count_Person_30To39Years_Female
1991,wikidataId/Q25416,8097,dcid:Count_Person_30To39Years_Female
1992,wikidataId/Q25416,8368,dcid:Count_Person_30To39Years_Female
1993,wikidataId/Q25416,8507,dcid:Count_Person_30To39Years_Female
1994,wikidataId/Q25416,8699,dcid:Count_Person_30To39Years_Female
1995,wikidataId/Q25416,8884,dcid:Count_Person_30To39Years_Female
1996,wikidataId/Q25416,8980,dcid:Count_Person_30To39Years_Female
1997,wikidataId/Q25416,9110,dcid:Count_Person_30To39Years_Female
1998,wikidataId/Q25416,9198,dcid:Count_Person_30To39Years_Female
1999,wikidataId/Q25416,9302,dcid:Count_Person_30To39Years_Female
2000,wikidataId/Q25416,9482,dcid:Count_Person_30To39Years_Female
2001,wikidataId/Q25416,9497,dcid:Count_Person_30To39Years_Female
2002,wikidataId/Q25416,9476,dcid:Count_Person_30To39Years_Female
2003,wikidataId/Q25416,9601,dcid:Count_Person_30To39Years_Female
2004,wikidataId/Q25416,9606,dcid:Count_Person_30To39Years_Female
2005,wikidataId/Q25416,9621,dcid:Count_Person_30To39Years_Female
2006,wikidataId/Q25416,9593,dcid:Count_Person_30To39Years_Female
2007,wikidataId/Q25416,9620,dcid:Count_Person_30To39Years_Female
2008,wikidataId/Q25416,9603,dcid:Count_Person_30To39Years_Female
2009,wikidataId/Q25416,9673,dcid:Count_Person_30To39Years_Female
2010,wikidataId/Q25416,9799,dcid:Count_Person_30To39Years_Female
2011,wikidataId/Q25416,9880,dcid:Count_Person_30To39Years_Female
2012,wikidataId/Q25416,9981,dcid:Count_Person_30To39Years_Female
2013,wikidataId/Q25416,10184,dcid:Count_Person_30To39Years_Female
2014,wikidataId/Q25416,10241,dcid:Count_Person_30To39Years_Female
2015,wikidataId/Q25416,10300,dcid:Count_Person_30To39Years_Female
2016,wikidataId/Q25416,10370,dcid:Count_Person_30To39Years_Female
2017,wikidataId/Q25416,10302,dcid:Count_Person_30To39Years_Female
2018,wikidataId/Q25416,10352,dcid:Count_Person_30To39Years_Female
2019,wikidataId/Q25416,10389,dcid:Count_Person_30To39Years_Female
2020,wikidataId/Q25416,10614,dcid:Count_Person_30To39Years_Female
2021,wikidataId/Q25416,10658,dcid:Count_Person_30To39Years_Female
2022,wikidataId/Q25416,10606,dcid:Count_Person_30To39Years_Female
2023,wikidataId/Q25416,10792,dcid:Count_Person_30To39Years_Female
2024,wikidataId/Q25416,10865,dcid:Count_Person_30To39Years_Female
2025,wikidataId/Q25416,10914,dcid:Count_Person_30To39Years_Female
1986,wikidataId/Q25416,5225,dcid:Count_Person_40To49Years_Female
1987,wikidataId/Q25416,5520,dcid:Count_Person_40To49Years_Female
1988,wikidataId/Q25416,5783,dcid:Count_Person_40To49Years_Female
1989,wikidataId/Q25416,5978,dcid:Count_Person_40To49Years_Female
1990,wikidataId/Q25416,6161,dcid:Count_Person_40To49Years_Female
1991,wikidataId/Q25416,6330,dcid:Count_Person_40To49Years_Female
1992,wikidataId/Q25416,6500,dcid:Count_Person_40To49Years_Female
