observationDate,observationAbout,value,variableMeasured
1987,wikidataId/Q26525,5482,dcid:Count_Person_30To39Years_Female
1988,wikidataId/Q26525,5460,dcid:Count_Person_30To39Years_Female
1989,wikidataId/Q26525,5428,dcid:Count_Person_30To39Years_Female
1990,wikidataId/Q26525,5435,dcid:Count_Person_30To39Years_Female
1991,wikidataId/Q26525,5437,dcid:Count_Person_30To39Years_Female
1992,wikidataId/Q26525,5508,dcid:Count_Person_30To39Years_Female
1993,wikidataId/Q26525,5550,dcid:Count_Person_30To39Years_Female
1994,wikidataId/Q26525,5523,dcid:Count_Person_30To39Years_Female
1995,wikidataId/Q26525,5623,dcid:Count_Person_30To39Years_Female
1996,wikidataId/Q26525,5650,dcid:Count_Person_30To39Years_Female
1997,wikidataId/Q26525,5623,dcid:Count_Person_30To39Years_Female
1998,wikidataId/Q26525,5704,dcid:Count_Person_30To39Years_Female
1999,wikidataId/Q26525,5851,dcid:Count_Person_30To39Years_Female
2000,wikidataId/Q26525,5976,dcid:Count_Person_30To39Years_Female
2001,wikidataId/Q26525,6082,dcid:Count_Person_30To39Years_Female
2002,wikidataId/Q26525,6232,dcid:Count_Person_30To39Years_Female
2003,wikidataId/Q26525,6426,dcid:Count_Person_30To39Years_Female
2004,wikidataId/Q26525,6504,dcid:Count_Person_30To39Years_Female
2005,wikidataId/Q26525,6567,dcid:Count_Person_30To39Years_Female
2006,wikidataId/Q26525,6579,dcid:Count_Person_30To39Years_Female
2007,wikidataId/Q26525,6610,dcid:Count_Person_30To39Years_Female
2008,wikidataId/Q26525,6637,dcid:Count_Person_30To39Years_Female
2009,wikidataId/Q26525,6673,dcid:Count_Person_30To39Years_Female
2010,wikidataId/Q26525,6692,dcid:Count_Person_30To39Years_Female
2011,wikidataId/Q26525,6656,dcid:Count_Person_30To39Years_Female
2012,wikidataId/Q26525,6604,dcid:Count_Person_30To39Years_Female
2013,wikidataId/Q26525,6642,dcid:Count_Person_30To39Years_Female
2014,wikidataId/Q26525,6593,dcid:Count_Person_30To39Years_Female
2015,wikidataId/Q26525,6586,dcid:Count_Person_30To39Years_Female
2016,wikidataId/Q26525,6702,dcid:Count_Person_30To39Years_Female
2017,wikidataId/Q26525,6699,dcid:Count_Person_30To39Years_Female
2018,wikidataId/Q26525,6774,dcid:Count_Person_30To39Years_Female
2019,wikidataId/Q26525,6721,dcid:Count_Person_30To39Years_Female
2020,wikidataId/Q26525,6788,dcid:Count_Person_30To39Years_Female
2021,wikidataId/Q26525,6921,dcid:Count_Person_30To39Years_Female
2022,wikidataId/Q26525,7048,dcid:Count_Person_30To39Years_Female
2023,wikidataId/Q26525,7135,dcid:Count_Person_30To39Years_Female
2024,wikidataId/Q26525,7191,dcid:Count_Person_30To39Years_Female
2025,wikidataId/Q26525,7257,dcid:Count_Person_30To39Years_Female
1986,wikidataId/Q26525,4363,dcid:Count_Person_40To49Years_Female
1987,wikidataId/Q26525,4718,dcid:Count_Person_40To49Years_Female
1988,wikidataId/Q26525,4995,dcid:Count_Person_40To49Years_Female
1989,wikidataId/Q26525,5229,dcid:Count_Person_40To49Years_Female
1990,wikidataId/Q26525,5347,dcid:Count_Person_40To49Years_Female
1991,wikidataId/Q26525,5452,dcid:Count_Person_40To49Years_Female
1992,wikidataId/Q26525,5593,dcid:Count_Person_40To49Years_Female
1993,wikidataId/Q26525,5692,dcid:Count_Person_40To49Years_Female
1994,wikidataId/Q26525,5787,dcid:Count_Person_40To49Years_Female
1995,wikidataId/Q26525,5715,dcid:Count_Person_40To49Years_Female
1996,wikidataId/Q26525,5648,dcid:Count_Person_40To49Years_Female
1997,wikidataId/Q26525,5568,dcid:Count_Person_40To49Years_Female
1998,wikidataId/Q26525,5526,dcid:Count_Person_40To49Years_Female
1999,wikidataId/Q26525,5539,dcid:Count_Person_40To49Years_Female
2000,wikidataId/Q26525,5571,dcid:Count_Person_40To49Years_Female
2001,wikidataId/Q26525,5634,dcid:Count_Person_40To49Years_Female
2002,wikidataId/Q26525,5729,dcid:Count_Person_40To49Years_Female
2003,wikidataId/Q26525,5770,dcid:Count_Person_40To49Years_Female
2004,wikidataId/Q26525,5799,dcid:Count_Person_40To49Years_Female
2005,wikidataId/Q26525,5883,dcid:Count_Person_40To49Years_Female
2006,wikidataId/Q26525,5916,dcid:Count_Person_40To49Years_Female
2007,wikidataId/Q26525,5985,dcid:Count_Person_40To49Years_Female
2008,wikidataId/Q26525,6078,dcid:Count_Person_40To49Years_Female
2009,wikidataId/Q26525,6204,dcid:Count_Person_40To49Years_Female
2010,wikidataId/Q26525,6380,dcid:Count_Person_40To49Years_Female
2011,wikidataId/Q26525,6543,dcid:Count_Person_40To49Years_Female
2012,wikidataId/Q26525,6695,dcid:Count_Person_40To49Years_Female
2013,wikidataId/Q26525,6843,dcid:Count_Person_40To49Years_Female
2014,wikidataId/Q26525,6976,dcid:Count_Person_40To49Years_Female
2015,wikidataId/Q26525,7066,dcid:Count_Person_40To49Years_Female
2016,wikidataId/Q26525,7121,dcid:Count_Person_40To49Years_Female
2017,wikidataId/Q26525,7215,dcid:Count_Person_40To49Years_Female
2018,wikidataId/Q26525,7210,dcid:Count_Person_40To49Years_Female
2019,wikidataId/Q26525,7215,dcid:Count_Person_40To49Years_Female
2020,wikidataId/Q26525,7207,dcid:Count_Person_40To49Years_Female
2021,wikidataId/Q26525,7199,dcid:Count_Person_40To49Years_Female
2022,wikidataId/Q26525,7056,dcid:Count_Person_40To49Years_Female
2023,wikidataId/Q26525,7079,dcid:Count_Person_40To49Years_Female
2024,wikidataId/Q26525,7122,dcid:Count_Person_40To49Years_Female
2025,wikidataId/Q26525,7155,dcid:Count_Person_40To49Years_Female
1986,wikidataId/Q26525,3689,dcid:Count_Person_50To59Years_Female
1987,wikidataId/Q26525,3710,dcid:Count_Person_50To59Years_Female
1988,wikidataId/Q26525,3695,dcid:Count_Person_50To59Years_Female
1989,wikidataId/Q26525,3636,dcid:Count_Person_50To59Years_Female
1990,wikidataId/Q26525,3647,dcid:Count_Person_50To59Years_Female
1991,wikidataId/Q26525,3663,dcid:Count_Person_50To59Years_Female
1992,wikidataId/Q26525,3695,dcid:Count_Person_50To59Years_Female
1993,wikidataId/Q26525,3734,dcid:Count_Person_50To59Years_Female
1994,wikidataId/Q26525,3864,dcid:Count_Person_50To59Years_Female
1995,wikidataId/Q26525,4124,dcid:Count_Person_50To59Years_Female
1996,wikidataId/Q26525,4366,dcid:Count_Person_50To59Years_Female
1997,wikidataId/Q26525,4695,dcid:Count_Person_50To59Years_Female
1998,wikidataId/Q26525,4941,dcid:Count_Person_50To59Years_Female
1999,wikidataId/Q26525,5173,dcid:Count_Person_50To59Years_Female
2000,wikidataId/Q26525,5332,dcid:Count_Person_50To59Years_Female
2001,wikidataId/Q26525,5481,dcid:Count_Person_50To59Years_Female
2002,wikidataId/Q26525,5627,dcid:Count_Person_50To59Years_Female
2003,wikidataId/Q26525,5743,dcid:Count_Person_50To59Years_Female
2004,wikidataId/Q26525,5869,dcid:Count_Person_50To59Years_Female
2005,wikidataId/Q26525,5791,dcid:Count_Person_50To59Years_Female
2006,wikidataId/Q26525,5764,dcid:Count_Person_50To59Years_Female
2007,wikidataId/Q26525,5708,dcid:Count_Person_50To59Years_Female
2008,wikidataId/Q26525,5654,dcid:Count_Person_50To59Years_Female
2009,wikidataId/Q26525,5665,dcid:Count_Person_50To59Years_Female
2010,wikidataId/Q26525,5698,dcid:Count_Person_50To59Years_Female
2011,wikidataId/Q26525,5753,dcid:Count_Person_50To59Years_Female
2012,wikidataId/Q26525,5853,dcid:Count_Person_50To59Years_Female
2013,wikidataId/Q26525,5943,dcid:Count_Person_50To59Years_Female
2014,wikidataId/Q26525,5977,dcid:Count_Person_50To59Years_Female
2015,wikidataId/Q26525,6022,dcid:Count_Person_50To59Years_Female
2016,wikidataId/Q26525,6114,dcid:Count_Person_50To59Years_Female
2017,wikidataId/Q26525,6140,dcid:Count_Person_50To59Years_Female
2018,wikidataId/Q26525,6230,dcid:Count_Person_50To59Years_Female
2019,wikidataId/Q26525,6362,dcid:Count_Person_50To59Years_Female
2020,wikidataId/Q26525,6507,dcid:Count_Person_50To59Years_Female
2021,wikidataId/Q26525,6608,dcid:Count_Person_50To59Years_Female
2022,wikidataId/Q26525,6758,dcid:Count_Person_50To59Years_Female
2023,wikidataId/Q26525,6884,dcid:Count_Person_50To59Years_Female
2024,wikidataId/Q26525,7051,dcid:Count_Person_50To59Years_Female
2025,wikidataId/Q26525,7170,dcid:Count_Person_50To59Years_Female
1986,wikidataId/Q26525,4466,dcid:Count_Person_60To69Years_Female
1987,wikidataId/Q26525,4387,dcid:Count_Person_60To69Years_Female
1988,wikidataId/Q26525,4281,dcid:Count_Person_60To69Years_Female
1989,wikidataId/Q26525,4251,dcid:Count_Person_60To69Years_Female
1990,wikidataId/Q26525,4207,dcid:Count_Person_60To69Years_Female
1991,wikidataId/Q26525,4064,dcid:Count_Person_60To69Years_Female
1992,wikidataId/Q26525,3920,dcid:Count_Person_60To69Years_Female
1993,wikidataId/Q26525,3752,dcid:Count_Person_60To69Years_Female
1994,wikidataId/Q26525,3673,dcid:Count_Person_60To69Years_Female
1995,wikidataId/Q26525,3565,dcid:Count_Person_60To69Years_Female
1996,wikidataId/Q26525,3492,dcid:Count_Person_60To69Years_Female
1997,wikidataId/Q26525,3501,dcid:Count_Person_60To69Years_Female
1998,wikidataId/Q26525,3511,dcid:Count_Person_60To69Years_Female
1999,wikidataId/Q26525,3484,dcid:Count_Person_60To69Years_Female
2000,wikidataId/Q26525,3501,dcid:Count_Person_60To69Years_Female
2001,wikidataId/Q26525,3510,dcid:Count_Person_60To69Years_Female
2002,wikidataId/Q26525,3541,dcid:Count_Person_60To69Years_Female
2003,wikidataId/Q26525,3586,dcid:Count_Person_60To69Years_Female
2004,wikidataId/Q26525,3663,dcid:Count_Person_60To69Years_Female
2005,wikidataId/Q26525,3933,dcid:Count_Person_60To69Years_Female
2006,wikidataId/Q26525,4185,dcid:Count_Person_60To69Years_Female
2007,wikidataId/Q26525,4517,dcid:Count_Person_60To69Years_Female
2008,wikidataId/Q26525,4790,dcid:Count_Person_60To69Years_Female
2009,wikidataId/Q26525,5012,dcid:Count_Person_60To69Years_Female
2010,wikidataId/Q26525,5153,dcid:Count_Person_60To69Years_Female
2011,wikidataId/Q26525,5273,dcid:Count_Person_60To69Years_Female
2012,wikidataId/Q26525,5383,dcid:Count_Person_60To69Years_Female
2013,wikidataId/Q26525,5506,dcid:Count_Person_60To69Years_Female
2014,wikidataId/Q26525,5634,dcid:Count_Person_60To69Years_Female
2015,wikidataId/Q26525,5635,dcid:Count_Person_60To69Years_Female
2016,wikidataId/Q26525,5624,dcid:Count_Person_60To69Years_Female
2017,wikidataId/Q26525,5516,dcid:Count_Person_60To69Years_Female
2018,wikidataId/Q26525,5471,dcid:Count_Person_60To69Years_Female
2019,wikidataId/Q26525,5451,dcid:Count_Person_60To69Years_Female
2020,wikidataId/Q26525,5466,dcid:Count_Person_60To69Years_Female
2021,wikidataId/Q26525,5512,dcid:Count_Person_60To69Years_Female
2022,wikidataId/Q26525,5556,dcid:Count_Person_60To69Years_Female
2023,wikidataId/Q26525,5659,dcid:Count_Person_60To69Years_Female
2024,wikidataId/Q26525,5691,dcid:Count_Person_60To69Years_Female
2025,wikidataId/Q26525,5735,dcid:Count_Person_60To69Years_Female
1986,wikidataId/Q26525,3577,dcid:Count_Person_70To79Years_Female
1987,wikidataId/Q26525,3612,dcid:Count_Person_70To79Years_Female
1988,wikidataId/Q26525,3646,dcid:Count_Person_70To79Years_Female
1989,wikidataId/Q26525,3670,dcid:Count_Person_70To79Years_Female
1990,wikidataId/Q26525,3624,dcid:Count_Person_70To79Years_Female
1991,wikidataId/Q26525,3706,dcid:Count_Person_70To79Years_Female
1992,wikidataId/Q26525,3767,dcid:Count_Person_70To79Years_Female
1993,wikidataId/Q26525,3825,dcid:Count_Person_70To79Years_Female
1994,wikidataId/Q26525,3791,dcid:Count_Person_70To79Years_Female
1995,wikidataId/Q26525,3804,dcid:Count_Person_70To79Years_Female
1996,wikidataId/Q26525,3756,dcid:Count_Person_70To79Years_Female
1997,wikidataId/Q26525,3670,dcid:Count_Person_70To79Years_Female
1998,wikidataId/Q26525,3538,dcid:Count_Person_70To79Years_Female
1999,wikidataId/Q26525,3485,dcid:Count_Person_70To79Years_Female
2000,wikidataId/Q26525,3503,dcid:Count_Person_70To79Years_Female
2001,wikidataId/Q26525,3410,dcid:Count_Person_70To79Years_Female
2002,wikidataId/Q26525,3337,dcid:Count_Person_70To79Years_Female
2003,wikidataId/Q26525,3211,dcid:Count_Person_70To79Years_Female
2004,wikidataId/Q26525,3151,dcid:Count_Person_70To79Years_Female
2005,wikidataId/Q26525,3066,dcid:Count_Person_70To79Years_Female
2006,wikidataId/Q26525,3023,dcid:Count_Person_70To79Years_Female
2007,wikidataId/Q26525,3035,dcid:Count_Person_70To79Years_Female
2008,wikidataId/Q26525,3044,dcid:Count_Person_70To79Years_Female
2009,wikidataId/Q26525,3037,dcid:Count_Person_70To79Years_Female
2010,wikidataId/Q26525,3111,dcid:Count_Person_70To79Years_Female
2011,wikidataId/Q26525,3113,dcid:Count_Person_70To79Years_Female
2012,wikidataId/Q26525,3171,dcid:Count_Person_70To79Years_Female
2013,wikidataId/Q26525,3224,dcid:Count_Person_70To79Years_Female
2014,wikidataId/Q26525,3322,dcid:Count_Person_70To79Years_Female
2015,wikidataId/Q26525,3567,dcid:Count_Person_70To79Years_Female
2016,wikidataId/Q26525,3774,dcid:Count_Person_70To79Years_Female
2017,wikidataId/Q26525,4056,dcid:Count_Person_70To79Years_Female
2018,wikidataId/Q26525,4267,dcid:Count_Person_70To79Years_Female
2019,wikidataId/Q26525,4486,dcid:Count_Person_70To79Years_Female
2020,wikidataId/Q26525,4622,dcid:Count_Person_70To79Years_Female
2021,wikidataId/Q26525,4692,dcid:Count_Person_70To79Years_Female
2022,wikidataId/Q26525,4791,dcid:Count_Person_70To79Years_Female
2023,wikidataId/Q26525,4878,dcid:Count_Person_70To79Years_Female
2024,wikidataId/Q26525,4970,dcid:Count_Person_70To79Years_Female
2025,wikidataId/Q26525,4951,dcid:Count_Person_70To79Years_Female
1986,wikidataId/Q26525,1519,dcid:Count_Person_80To89Years_Female
1987,wikidataId/Q26525,1581,dcid:Count_Person_80To89Years_Female
1988,wikidataId/Q26525,1636,dcid:Count_Person_80To89Years_Female
1989,wikidataId/Q26525,1651,dcid:Count_Person_80To89Years_Female
1990,wikidataId/Q26525,1709,dcid:Count_Person_80To89Years_Female
1991,wikidataId/Q26525,1737,dcid:Count_Person_80To89Years_Female
1992,wikidataId/Q26525,1789,dcid:Count_Person_80To89Years_Female
1993,wikidataId/Q26525,1862,dcid:Count_Person_80To89Years_Female
1994,wikidataId/Q26525,1928,dcid:Count_Person_80To89Years_Female
1995,wikidataId/Q26525,2000,dcid:Count_Person_80To89Years_Female
1996,wikidataId/Q26525,2065,dcid:Count_Person_80To89Years_Female
1997,wikidataId/Q26525,2086,dcid:Count_Person_80To89Years_Female
1998,wikidataId/Q26525,2117,dcid:Count_Person_80To89Years_Female
1999,wikidataId/Q26525,2163,dcid:Count_Person_80To89Years_Female
2000,wikidataId/Q26525,2111,dcid:Count_Person_80To89Years_Female
2001,wikidataId/Q26525,2142,dcid:Count_Person_80To89Years_Female
2002,wikidataId/Q26525,2190,dcid:Count_Person_80To89Years_Female
2003,wikidataId/Q26525,2202,dcid:Count_Person_80To89Years_Female
2004,wikidataId/Q26525,2190,dcid:Count_Person_80To89Years_Female
2005,wikidataId/Q26525,2228,dcid:Count_Person_80To89Years_Female
2006,wikidataId/Q26525,2234,dcid:Count_Person_80To89Years_Female
2007,wikidataId/Q26525,2209,dcid:Count_Person_80To89Years_Female
2008,wikidataId/Q26525,2166,dcid:Count_Person_80To89Years_Female
2009,wikidataId/Q26525,2159,dcid:Count_Person_80To89Years_Female
2010,wikidataId/Q26525,2164,dcid:Count_Person_80To89Years_Female
2011,wikidataId/Q26525,2142,dcid:Count_Person_80To89Years_Female
2012,wikidataId/Q26525,2108,dcid:Count_Person_80To89Years_Female
2013,wikidataId/Q26525,2031,dcid:Count_Person_80To89Years_Female
2014,wikidataId/Q26525,2009,dcid:Count_Person_80To89Years_Female
2015,wikidataId/Q26525,2011,dcid:Count_Person_80To89Years_Female
2016,wikidataId/Q26525,1998,dcid:Count_Person_80To89Years_Female
2017,wikidataId/Q26525,2008,dcid:Count_Person_80To89Years_Female
2018,wikidataId/Q26525,2002,dcid:Count_Person_80To89Years_Female
2019,wikidataId/Q26525,2012,dcid:Count_Person_80To89Years_Female
2020,wikidataId/Q26525,2097,dcid:Count_Person_80To89Years_Female
2021,wikidataId/Q26525,2127,dcid:Count_Person_80To89Years_Female
2022,wikidataId/Q26525,2183,dcid:Count_Person_80To89Years_Female
2023,wikidataId/Q26525,2236,dcid:Count_Person_80To89Years_Female
2024,wikidataId/Q26525,2342,dcid:Count_Person_80To89Years_Female
2025,wikidataId/Q26525,2513,dcid:Count_Person_80To89Years_Female
1986,wikidataId/Q26525,153,dcid:Count_Person_90To99Years_Female
1987,wikidataId/Q26525,167,dcid:Count_Person_90To99Years_Female
1988,wikidataId/Q26525,187,dcid:Count_Person_90To99Years_Female
1989,wikidataId/Q26525,219,dcid:Count_Person_90To99Years_Female
1990,wikidataId/Q26525,226,dcid:Count_Person_90To99Years_Female
1991,wikidataId/Q26525,249,dcid:Count_Person_90To99Years_Female
1992,wikidataId/Q26525,250,dcid:Count_Person_90To99Years_Female
1993,wikidataId/Q26525,272,dcid:Count_Person_90To99Years_Female
1994,wikidataId/Q26525,277,dcid:Count_Person_90To99Years_Female
1995,wikidataId/Q26525,291,dcid:Count_Person_90To99Years_Female
1996,wikidataId/Q26525,302,dcid:Count_Person_90To99Years_Female
1997,wikidataId/Q26525,322,dcid:Count_Person_90To99Years_Female
1998,wikidataId/Q26525,338,dcid:Count_Person_90To99Years_Female
1999,wikidataId/Q26525,346,dcid:Count_Person_90To99Years_Female
2000,wikidataId/Q26525,359,dcid:Count_Person_90To99Years_Female
2001,wikidataId/Q26525,382,dcid:Count_Person_90To99Years_Female
2002,wikidataId/Q26525,390,dcid:Count_Person_90To99Years_Female
2003,wikidataId/Q26525,406,dcid:Count_Person_90To99Years_Female
2004,wikidataId/Q26525,415,dcid:Count_Person_90To99Years_Female
2005,wikidataId/Q26525,427,dcid:Count_Person_90To99Years_Female
2006,wikidataId/Q26525,453,dcid:Count_Person_90To99Years_Female
2007,wikidataId/Q26525,454,dcid:Count_Person_90To99Years_Female
2008,wikidataId/Q26525,476,dcid:Count_Person_90To99Years_Female
2009,wikidataId/Q26525,465,dcid:Count_Person_90To99Years_Female
2010,wikidataId/Q26525,459,dcid:Count_Person_90To99Years_Female
2011,wikidataId/Q26525,490,dcid:Count_Person_90To99Years_Female
2012,wikidataId/Q26525,522,dcid:Count_Person_90To99Years_Female
2013,wikidataId/Q26525,531,dcid:Count_Person_90To99Years_Female
2014,wikidataId/Q26525,524,dcid:Count_Person_90To99Years_Female
2015,wikidataId/Q26525,539,dcid:Count_Person_90To99Years_Female
2016,wikidataId/Q26525,558,dcid:Count_Person_90To99Years_Female
2017,wikidataId/Q26525,562,dcid:Count_Person_90To99Years_Female
2018,wikidataId/Q26525,548,dcid:Count_Person_90To99Years_Female
2019,wikidataId/Q26525,550,dcid:Count_Person_90To99Years_Female
2020,wikidataId/Q26525,550,dcid:Count_Person_90To99Years_Female
2021,wikidataId/Q26525,560,dcid:Count_Person_90To99Years_Female
2022,wikidataId/Q26525,553,dcid:Count_Person_90To99Years_Female
2023,wikidataId/Q26525,542,dcid:Count_Person_90To99Years_Female
2024,wikidataId/Q26525,527,dcid:Count_Person_90To99Years_Female
2025,wikidataId/Q26525,539,dcid:Count_Person_90To99Years_Female
1986,wikidataId/Q26525,2,dcid:Count_Person_100OrMoreYears_Female
1987,wikidataId/Q26525,3,dcid:Count_Person_100OrMoreYears_Female
1988,wikidataId/Q26525,1,dcid:Count_Person_100OrMoreYears_Female
1989,wikidataId/Q26525,0,dcid:Count_Person_100OrMoreYears_Female
1990,wikidataId/Q26525,3,dcid:Count_Person_100OrMoreYears_Female
1991,wikidataId/Q26525,2,dcid:Count_Person_100OrMoreYears_Female
1992,wikidataId/Q26525,5,dcid:Count_Person_100OrMoreYears_Female
1993,wikidataId/Q26525,7,dcid:Count_Person_100OrMoreYears_Female
1994,wikidataId/Q26525,6,dcid:Count_Person_100OrMoreYears_Female
1995,wikidataId/Q26525,6,dcid:Count_Person_100OrMoreYears_Female
1996,wikidataId/Q26525,3,dcid:Count_Person_100OrMoreYears_Female
1997,wikidataId/Q26525,3,dcid:Count_Person_100OrMoreYears_Female
1998,wikidataId/Q26525,4,dcid:Count_Person_100OrMoreYears_Female
1999,wikidataId/Q26525,6,dcid:Count_Person_100OrMoreYears_Female
2000,wikidataId/Q26525,8,dcid:Count_Person_100OrMoreYears_Female
2001,wikidataId/Q26525,6,dcid:Count_Person_100OrMoreYears_Female
2002,wikidataId/Q26525,7,dcid:Count_Person_100OrMoreYears_Female
2003,wikidataId/Q26525,10,dcid:Count_Person_100OrMoreYears_Female
2004,wikidataId/Q26525,9,dcid:Count_Person_100OrMoreYears_Female
2005,wikidataId/Q26525,11,dcid:Count_Person_100OrMoreYears_Female
2006,wikidataId/Q26525,9,dcid:Count_Person_100OrMoreYears_Female
2007,wikidataId/Q26525,7,dcid:Count_Person_100OrMoreYears_Female
2008,wikidataId/Q26525,6,dcid:Count_Person_100OrMoreYears_Female
2009,wikidataId/Q26525,6,dcid:Count_Person_100OrMoreYears_Female
2010,wikidataId/Q26525,8,dcid:Count_Person_100OrMoreYears_Female
2011,wikidataId/Q26525,9,dcid:Count_Person_100OrMoreYears_Female
2012,wikidataId/Q26525,6,dcid:Count_Person_100OrMoreYears_Female
2013,wikidataId/Q26525,8,dcid:Count_Person_100OrMoreYears_Female
2014,wikidataId/Q26525,17,dcid:Count_Person_100OrMoreYears_Female
2015,wikidataId/Q26525,16,dcid:Count_Person_100OrMoreYears_Female
2016,wikidataId/Q26525,13,dcid:Count_Person_100OrMoreYears_Female
2017,wikidataId/Q26525,21,dcid:Count_Person_100OrMoreYears_Female
2018,wikidataId/Q26525,22,dcid:Count_Person_100OrMoreYears_Female
2019,wikidataId/Q26525,16,dcid:Count_Person_100OrMoreYears_Female
2020,wikidataId/Q26525,12,dcid:Count_Person_100OrMoreYears_Female
2021,wikidataId/Q26525,17,dcid:Count_Person_100OrMoreYears_Female
2022,wikidataId/Q26525,17,dcid:Count_Person_100OrMoreYears_Female
2023,wikidataId/Q26525,19,dcid:Count_Person_100OrMoreYears_Female
2024,wikidataId/Q26525,19,dcid:Count_Person_100OrMoreYears_Female
2025,wikidataId/Q26525,15,dcid:Count_Person_100OrMoreYears_Female
1986,wikidataId/Q26525,4388,dcid:Count_Person_0To9Years_Male
1987,wikidataId/Q26525,4466,dcid:Count_Person_0To9Years_Male
1988,wikidataId/Q26525,4594,dcid:Count_Person_0To9Years_Male
1989,wikidataId/Q26525,4616,dcid:Count_Person_0To9Years_Male
1990,wikidataId/Q26525,4753,dcid:Count_Person_0To9Years_Male
1991,wikidataId/Q26525,4798,dcid:Count_Person_0To9Years_Male
1992,wikidataId/Q26525,4876,dcid:Count_Person_0To9Years_Male
1993,wikidataId/Q26525,4936,dcid:Count_Person_0To9Years_Male
1994,wikidataId/Q26525,5030,dcid:Count_Person_0To9Years_Male
1995,wikidataId/Q26525,5063,dcid:Count_Person_0To9Years_Male
1996,wikidataId/Q26525,5125,dcid:Count_Person_0To9Years_Male
1997,wikidataId/Q26525,5112,dcid:Count_Person_0To9Years_Male
1998,wikidataId/Q26525,5217,dcid:Count_Person_0To9Years_Male
1999,wikidataId/Q26525,5316,dcid:Count_Person_0To9Years_Male
2000,wikidataId/Q26525,5308,dcid:Count_Person_0To9Years_Male
2001,wikidataId/Q26525,5294,dcid:Count_Person_0To9Years_Male
2002,wikidataId/Q26525,5401,dcid:Count_Person_0To9Years_Male
2003,wikidataId/Q26525,5386,dcid:Count_Person_0To9Years_Male
2004,wikidataId/Q26525,5434,dcid:Count_Person_0To9Years_Male
2005,wikidataId/Q26525,5474,dcid:Count_Person_0To9Years_Male
2006,wikidataId/Q26525,5496,dcid:Count_Person_0To9Years_Male
2007,wikidataId/Q26525,5606,dcid:Count_Person_0To9Years_Male
2008,wikidataId/Q26525,5671,dcid:Count_Person_0To9Years_Male
2009,wikidataId/Q26525,5815,dcid:Count_Person_0To9Years_Male
2010,wikidataId/Q26525,5874,dcid:Count_Person_0To9Years_Male
2011,wikidataId/Q26525,5853,dcid:Count_Person_0To9Years_Male
2012,wikidataId/Q26525,5914,dcid:Count_Person_0To9Years_Male
2013,wikidataId/Q26525,5998,dcid:Count_Person_0To9Years_Male
2014,wikidataId/Q26525,6011,dcid:Count_Person_0To9Years_Male
2015,wikidataId/Q26525,6027,dcid:Count_Person_0To9Years_Male
2016,wikidataId/Q26525,5991,dcid:Count_Person_0To9Years_Male
2017,wikidataId/Q26525,5914,dcid:Count_Person_0To9Years_Male
2018,wikidataId/Q26525,5913,dcid:Count_Person_0To9Years_Male
2019,wikidataId/Q26525,5836,dcid:Count_Person_0To9Years_Male
2020,wikidataId/Q26525,5689,dcid:Count_Person_0To9Years_Male
2021,wikidataId/Q26525,5647,dcid:Count_Person_0To9Years_Male
2022,wikidataId/Q26525,5584,dcid:Count_Person_0To9Years_Male
2023,wikidataId/Q26525,5550,dcid:Count_Person_0To9Years_Male
2024,wikidataId/Q26525,5543,dcid:Count_Person_0To9Years_Male
2025,wikidataId/Q26525,5480,dcid:Count_Person_0To9Years_Male
1986,wikidataId/Q26525,5624,dcid:Count_Person_10To19Years_Male
1987,wikidataId/Q26525,5530,dcid:Count_Person_10To19Years_Male
1988,wikidataId/Q26525,5385,dcid:Count_Person_10To19Years_Male
1989,wikidataId/Q26525,5252,dcid:Count_Person_10To19Years_Male
1990,wikidataId/Q26525,5043,dcid:Count_Person_10To19Years_Male
1991,wikidataId/Q26525,4912,dcid:Count_Person_10To19Years_Male
1992,wikidataId/Q26525,4839,dcid:Count_Person_10To19Years_Male
1993,wikidataId/Q26525,4701,dcid:Count_Person_10To19Years_Male
1994,wikidataId/Q26525,4612,dcid:Count_Person_10To19Years_Male
1995,wikidataId/Q26525,4587,dcid:Count_Person_10To19Years_Male
1996,wikidataId/Q26525,4523,dcid:Count_Person_10To19Years_Male
1997,wikidataId/Q26525,4592,dcid:Count_Person_10To19Years_Male
1998,wikidataId/Q26525,4732,dcid:Count_Person_10To19Years_Male
1999,wikidataId/Q26525,4810,dcid:Count_Person_10To19Years_Male
2000,wikidataId/Q26525,5013,dcid:Count_Person_10To19Years_Male
2001,wikidataId/Q26525,5116,dcid:Count_Person_10To19Years_Male
2002,wikidataId/Q26525,5191,dcid:Count_Person_10To19Years_Male
2003,wikidataId/Q26525,5332,dcid:Count_Person_10To19Years_Male
2004,wikidataId/Q26525,5384,dcid:Count_Person_10To19Years_Male
2005,wikidataId/Q26525,5433,dcid:Count_Person_10To19Years_Male
2006,wikidataId/Q26525,5508,dcid:Count_Person_10To19Years_Male
2007,wikidataId/Q26525,5539,dcid:Count_Person_10To19Years_Male
2008,wikidataId/Q26525,5632,dcid:Count_Person_10To19Years_Male
2009,wikidataId/Q26525,5686,dcid:Count_Person_10To19Years_Male
2010,wikidataId/Q26525,5747,dcid:Count_Person_10To19Years_Male
2011,wikidataId/Q26525,5808,dcid:Count_Person_10To19Years_Male
2012,wikidataId/Q26525,5853,dcid:Count_Person_10To19Years_Male
2013,wikidataId/Q26525,5853,dcid:Count_Person_10To19Years_Male
