observationAbout,observationDate,value,variableMeasured,unit,scalingFactor
dcid:wikidataId/Q181882,2008,6,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q181882,2008,3,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q181882,2008,3,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q4169280,2008,53,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q4169280,2008,42,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q4169280,2008,11,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q822865,2008,26,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q822865,2008,17,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q822865,2008,9,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q520000,2008,15,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q520000,2008,10,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q520000,2008,5,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q538417,2008,14,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q538417,2008,10,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q538417,2008,4,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q173332,2008,24,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q173332,2008,17,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q173332,2008,7,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q180231,2008,9,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q180231,2008,5,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q180231,2008,4,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q55299,2008,5,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q55299,2008,3,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q55299,2008,2,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q186220,2008,1,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q186220,2008,1,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q186220,2008,0,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q183539,2008,13,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q183539,2008,11,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q183539,2008,2,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q183544,2008,26,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q183544,2008,16,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q183544,2008,10,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q184445,2008,13,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q184445,2008,9,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q184445,2008,4,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q182633,2008,14,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q182633,2008,13,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q182633,2008,1,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q184599,2008,18,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q184599,2008,16,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q184599,2008,2,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q182591,2008,13,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q182591,2008,9,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q182591,2008,4,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q181862,2008,15,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q181862,2008,11,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q181862,2008,4,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q36647,2008,23,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q36647,2008,19,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q36647,2008,4,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q162475,2008,59,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q162475,2008,49,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q162475,2008,10,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q184469,2008,15,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q184469,2008,13,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q184469,2008,2,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q133315,2008,5,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q133315,2008,3,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q133315,2008,2,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q178283,2008,11,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q178283,2008,8,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q178283,2008,3,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q1076424,2008,10,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q1076424,2008,9,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q1076424,2008,1,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q1076415,2008,11,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q1076415,2008,10,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q1076415,2008,1,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q183551,2008,3,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q183551,2008,3,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q183551,2008,0,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q184594,2008,12,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q184594,2008,9,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q184594,2008,3,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q129610,2008,9,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q129610,2008,8,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q129610,2008,1,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q169923,2008,20,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q169923,2008,15,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q169923,2008,5,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q107397,2008,4,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q107397,2008,3,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q107397,2008,1,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q178626,2008,10,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q178626,2008,6,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q178626,2008,4,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q179437,2008,6,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q179437,2008,4,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q179437,2008,2,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q179325,2008,5,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q179325,2008,4,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q179325,2008,1,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q187402,2008,11,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q187402,2008,10,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q187402,2008,1,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q179424,2008,20,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q179424,2008,14,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q179424,2008,6,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q184760,2008,7,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q184760,2008,6,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q184760,2008,1,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:nuts/IE041,2008,60,dcid:Count_MortalityEvent_Suicide,,
dcid:nuts/IE041,2008,48,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:nuts/IE041,2008,12,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:nuts/IE063,2008,33,dcid:Count_MortalityEvent_Suicide,,
dcid:nuts/IE063,2008,26,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:nuts/IE063,2008,7,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:nuts/IE042,2008,45,dcid:Count_MortalityEvent_Suicide,,
dcid:nuts/IE042,2008,33,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:nuts/IE042,2008,12,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q1761,2008,108,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q1761,2008,79,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q1761,2008,29,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:nuts/IE062,2008,63,dcid:Count_MortalityEvent_Suicide,,
dcid:nuts/IE062,2008,42,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:nuts/IE062,2008,21,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:nuts/IE051,2008,41,dcid:Count_MortalityEvent_Suicide,,
dcid:nuts/IE051,2008,31,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:nuts/IE051,2008,10,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:nuts/IE052,2008,59,dcid:Count_MortalityEvent_Suicide,,
dcid:nuts/IE052,2008,46,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:nuts/IE052,2008,13,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:nuts/IE053,2008,97,dcid:Count_MortalityEvent_Suicide,,
dcid:nuts/IE053,2008,81,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:nuts/IE053,2008,16,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q181882,2009,6,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q181882,2009,5,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q181882,2009,1,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q4169280,2009,62,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q4169280,2009,43,dcid:Count_MortalityEvent_Suicide_Male,,
dcid:wikidataId/Q4169280,2009,19,dcid:Count_MortalityEvent_Suicide_Female,,
dcid:wikidataId/Q822865,2009,21,dcid:Count_MortalityEvent_Suicide,,
dcid:wikidataId/Q822865,2009,18,dcid:Count_MortalityEvent_Suicide_Male,,
